time,CESM1-CAM5,GISS-E2-R,CSIRO-MK3-6-0,CCSM4,GFDL-ESM2G,CNRM-CM5,IPSL-CM5A-LR,MPI-ESM-LR,GFDL-CM3,CANESM2,NORESM1-M
2039.0,50561053000.0,51167416000.0,51145530000.0,51087426000.0,51205853000.0,51030280000.0,51049250000.0,51112720000.0,50093875000.0,50873650000.0,50973213000.0
2040.0,50459970000.0,51147280000.0,51116044000.0,51039445000.0,51155880000.0,50948243000.0,50992824000.0,51090790000.0,49976990000.0,50844650000.0,50937324000.0
2041.0,50362870000.0,51143815000.0,51096084000.0,50950586000.0,51142365000.0,50912883000.0,50944460000.0,51065315000.0,49821663000.0,50770190000.0,50877900000.0
2042.0,50277577000.0,51110200000.0,51066544000.0,50925703000.0,51115786000.0,50872620000.0,50877972000.0,51028510000.0,49639090000.0,50713407000.0,50826510000.0
2043.0,50213270000.0,51102642000.0,51019860000.0,50896840000.0,51077480000.0,50717480000.0,50820235000.0,50986000000.0,49453425000.0,50672714000.0,50752295000.0
2044.0,50057503000.0,51073585000.0,50967605000.0,50854093000.0,51025596000.0,50619793000.0,50776478000.0,50914136000.0,49303870000.0,50601910000.0,50722124000.0
2045.0,49928188000.0,51090620000.0,50948166000.0,50791280000.0,50978697000.0,50529047000.0,50712957000.0,50870140000.0,49077445000.0,50483740000.0,50657580000.0
2046.0,49777060000.0,51047120000.0,50914525000.0,50751988000.0,51000680000.0,50472456000.0,50644726000.0,50827860000.0,48856285000.0,50352970000.0,50562940000.0
2047.0,49611950000.0,51000627000.0,50884927000.0,50690486000.0,50937885000.0,50368324000.0,50557480000.0,50822630000.0,48631947000.0,50288930000.0,50503344000.0
2048.0,49472130000.0,50961945000.0,50856554000.0,50645602000.0,50925110000.0,50267330000.0,50519364000.0,50776460000.0,48415535000.0,50200390000.0,50437767000.0
2049.0,49308086000.0,50917840000.0,50828420000.0,50614380000.0,50888815000.0,50151387000.0,50432737000.0,50745225000.0,48264937000.0,50096624000.0,50396290000.0
2050.0,49149915000.0,50892292000.0,50798460000.0,50576073000.0,50866730000.0,50058056000.0,50396030000.0,50707570000.0,48166350000.0,49979687000.0,50356480000.0
2051.0,49007440000.0,50885760000.0,50762230000.0,50537402000.0,50830480000.0,49911673000.0,50312794000.0,50690957000.0,48030010000.0,49933130000.0,50299300000.0
2052.0,48784634000.0,50849920000.0,50746663000.0,50487763000.0,50803618000.0,49751065000.0,50232398000.0,50647724000.0,47918612000.0,49866380000.0,50210470000.0
2053.0,48644400000.0,50821070000.0,50698840000.0,50439176000.0,50775224000.0,49590456000.0,50165846000.0,50600567000.0,47745320000.0,49765212000.0,50134460000.0
2054.0,48378913000.0,50802320000.0,50681430000.0,50376510000.0,50792055000.0,49328955000.0,50086035000.0,50543153000.0,47513317000.0,49643483000.0,50095990000.0
2055.0,48174125000.0,50773484000.0,50629810000.0,50303260000.0,50729270000.0,49110987000.0,50004742000.0,50497278000.0,47348550000.0,49503730000.0,50007910000.0
2056.0,47932826000.0,50730082000.0,50560815000.0,50255897000.0,50704474000.0,48934707000.0,49883283000.0,50472130000.0,47162790000.0,49404367000.0,49942960000.0
2057.0,47738600000.0,50675600000.0,50510410000.0,50203177000.0,50636260000.0,48758570000.0,49756160000.0,50430546000.0,46860653000.0,49324410000.0,49849324000.0
2058.0,47570200000.0,50739390000.0,50464980000.0,50139470000.0,50585410000.0,48560990000.0,49662124000.0,50383933000.0,46602404000.0,49208060000.0,49775120000.0
2059.0,47350630000.0,50634630000.0,50422223000.0,50078080000.0,50572546000.0,48360665000.0,49509597000.0,50290967000.0,46455284000.0,49096217000.0,49664120000.0
2060.0,47126614000.0,50596725000.0,50392273000.0,50032000000.0,50556805000.0,48137978000.0,49364287000.0,50222772000.0,46213722000.0,49007567000.0,49591083000.0
2061.0,46881610000.0,50568470000.0,50341880000.0,49967452000.0,50507055000.0,47997310000.0,49232286000.0,50176295000.0,45806133000.0,48842453000.0,49512140000.0
2062.0,46622265000.0,50540343000.0,50285980000.0,49904350000.0,50466386000.0,47714783000.0,49150312000.0,50174484000.0,45426480000.0,48695600000.0,49413415000.0
2063.0,46335775000.0,50526233000.0,50230764000.0,49792295000.0,50422820000.0,47457907000.0,49067750000.0,50071618000.0,45092827000.0,48586700000.0,49321386000.0
2064.0,46132773000.0,50548584000.0,50180465000.0,49729253000.0,50409157000.0,47189190000.0,48964250000.0,50011935000.0,44860387000.0,48404820000.0,49210680000.0
2065.0,45940320000.0,50549092000.0,50109178000.0,49649566000.0,50362966000.0,47041820000.0,48849723000.0,49938264000.0,44662845000.0,48296270000.0,49157270000.0
2066.0,45764370000.0,50413138000.0,50060970000.0,49574260000.0,50313822000.0,46820750000.0,48706200000.0,49883607000.0,44642640000.0,48204763000.0,49056640000.0
2067.0,45499350000.0,50356480000.0,50008540000.0,49458487000.0,50270437000.0,46649370000.0,48592425000.0,49790534000.0,44356723000.0,47959958000.0,48981758000.0
2068.0,45220598000.0,50341330000.0,49938190000.0,49374370000.0,50257230000.0,46421914000.0,48411763000.0,49747620000.0,44219830000.0,47856132000.0,48829350000.0
2069.0,44992040000.0,50327687000.0,49899350000.0,49270630000.0,50188800000.0,46287920000.0,48273000000.0,49674818000.0,44011220000.0,47745675000.0,48712913000.0
2070.0,44762710000.0,50239780000.0,49808355000.0,49222840000.0,50150470000.0,46078812000.0,48072630000.0,49614074000.0,43810685000.0,47562654000.0,48567870000.0
2071.0,44440120000.0,50231040000.0,49755124000.0,49118890000.0,50101522000.0,45832260000.0,47953700000.0,49509560000.0,43533275000.0,47356367000.0,48469310000.0
2072.0,44216030000.0,50187006000.0,49706447000.0,49035084000.0,50037375000.0,45678560000.0,47766553000.0,49401770000.0,43152855000.0,47215256000.0,48275480000.0
2073.0,44012130000.0,50152174000.0,49651970000.0,48940093000.0,50027217000.0,45431775000.0,47596570000.0,49324680000.0,42806686000.0,47003288000.0,48070525000.0
2074.0,43659063000.0,50076170000.0,49603133000.0,48876356000.0,49964286000.0,45196005000.0,47441486000.0,49236240000.0,42406340000.0,46811500000.0,47928040000.0
2075.0,43334680000.0,50041290000.0,49553412000.0,48780540000.0,49937117000.0,44923100000.0,47312527000.0,49116037000.0,42006940000.0,46643868000.0,47807767000.0
2076.0,43005235000.0,49987473000.0,49488445000.0,48682824000.0,49878438000.0,44557940000.0,47129256000.0,49024795000.0,41612583000.0,46407400000.0,47656470000.0
2077.0,42784970000.0,49949430000.0,49404770000.0,48576848000.0,49826420000.0,44313727000.0,46960300000.0,48936837000.0,41267130000.0,46242345000.0,47532773000.0
2078.0,42447800000.0,49908417000.0,49344130000.0,48459076000.0,49760694000.0,44097800000.0,46764100000.0,48830333000.0,40891167000.0,45996147000.0,47410016000.0
2079.0,42145680000.0,49851855000.0,49292186000.0,48268110000.0,49687680000.0,43864723000.0,46540880000.0,48767476000.0,40608506000.0,45743112000.0,47257506000.0
2080.0,41952186000.0,49787175000.0,49225077000.0,48079390000.0,49616347000.0,43625790000.0,46428856000.0,48704848000.0,40436003000.0,45531206000.0,47125795000.0
2081.0,41698853000.0,49715840000.0,49190320000.0,47900316000.0,49575190000.0,43299144000.0,46312190000.0,48624423000.0,40123130000.0,45285577000.0,47007015000.0
2082.0,41462125000.0,49662927000.0,49108365000.0,47814136000.0,49506935000.0,42958336000.0,46154500000.0,48564740000.0,39993360000.0,45151290000.0,46884480000.0
2083.0,41133820000.0,49631314000.0,48971284000.0,47688835000.0,49445220000.0,42691805000.0,45930156000.0,48489742000.0,39832228000.0,44941650000.0,46725680000.0
2084.0,40871612000.0,49590067000.0,48907810000.0,47593310000.0,49391784000.0,42407510000.0,45812740000.0,48389382000.0,39627997000.0,44674790000.0,46632833000.0
2085.0,40579224000.0,49553360000.0,48852898000.0,47466170000.0,49289585000.0,42165998000.0,45692613000.0,48327827000.0,39426070000.0,44435018000.0,46435357000.0
2086.0,40386320000.0,49494370000.0,48772450000.0,47355920000.0,49222062000.0,41945620000.0,45600090000.0,48219685000.0,39128350000.0,44252926000.0,46208508000.0
2087.0,40147500000.0,49430940000.0,48668963000.0,47273130000.0,49122200000.0,41569505000.0,45427860000.0,48144593000.0,38738820000.0,44005855000.0,46060704000.0
2088.0,39876207000.0,49352370000.0,48616590000.0,47171908000.0,49041453000.0,41321850000.0,45318144000.0,48037188000.0,38365983000.0,43776836000.0,45953516000.0
2089.0,39703740000.0,49254593000.0,48563618000.0,47015686000.0,48990790000.0,41129480000.0,45202674000.0,47945687000.0,38036763000.0,43601830000.0,45761974000.0
2090.0,39391416000.0,49213665000.0,48454820000.0,46866100000.0,48944366000.0,40881030000.0,45042045000.0,47872500000.0,37702832000.0,43328606000.0,45603080000.0
2091.0,39082000000.0,49171157000.0,48354226000.0,46745120000.0,48895455000.0,40711290000.0,44934510000.0,47754883000.0,37326930000.0,43188466000.0,45385916000.0
2092.0,38825690000.0,49093263000.0,48268186000.0,46625060000.0,48824852000.0,40486855000.0,44852750000.0,47652938000.0,36954395000.0,42971263000.0,45196296000.0
2093.0,38591447000.0,49055724000.0,48183886000.0,46486120000.0,48755233000.0,40173253000.0,45010063000.0,47531127000.0,36727955000.0,42735174000.0,45006120000.0
2094.0,38277566000.0,48996130000.0,48098992000.0,46390235000.0,48695820000.0,39968520000.0,44638330000.0,47426834000.0,36344780000.0,42417910000.0,44786962000.0
2095.0,37972505000.0,48953800000.0,48025780000.0,46290674000.0,48639242000.0,39812890000.0,44447480000.0,47353130000.0,36090868000.0,42257215000.0,44588188000.0
2096.0,37655240000.0,48886215000.0,47929192000.0,46149910000.0,48579030000.0,39566356000.0,44314230000.0,47258485000.0,35860705000.0,42059840000.0,44378874000.0
2097.0,37386150000.0,48835432000.0,47853855000.0,46034430000.0,48495583000.0,39250550000.0,44143313000.0,47145080000.0,35641510000.0,41819400000.0,44209560000.0
2098.0,37177710000.0,48801810000.0,47764734000.0,45853024000.0,48467165000.0,38948667000.0,44000740000.0,47016407000.0,35313762000.0,41530870000.0,43993424000.0
2099.0,36938125000.0,48703214000.0,47684854000.0,45691843000.0,48410400000.0,38687412000.0,43832070000.0,46896697000.0,35023815000.0,41336390000.0,43791710000.0
2100.0,36669430000.0,48664687000.0,47626666000.0,45538804000.0,48343716000.0,38484513000.0,43673203000.0,46813127000.0,34633270000.0,41115275000.0,43602526000.0
