time,UKESM1-0-LL,MPI-ESM1-2-HR,TAIESM1,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM,GFDL-ESM4
2039.0,44297155000.0,64028635000.0,52088726000.0,86713670000.0,34155823000.0,55542256000.0,63250338000.0,61890978000.0,76806120000.0
2040.0,41236890000.0,62757327000.0,49318932000.0,86210850000.0,31630670000.0,53887685000.0,60132810000.0,59850416000.0,75016544000.0
2041.0,38892863000.0,60673024000.0,47854092000.0,84807800000.0,29116944000.0,51972588000.0,57238508000.0,57601556000.0,73906980000.0
2042.0,36714844000.0,57792815000.0,45827290000.0,83349980000.0,27538799000.0,49229860000.0,54404430000.0,54686380000.0,72019845000.0
2043.0,34194135000.0,55558300000.0,44137513000.0,83221725000.0,26151098000.0,47507546000.0,52543934000.0,53140124000.0,70928425000.0
2044.0,31810380000.0,53789913000.0,41805080000.0,82420100000.0,24452600000.0,45386100000.0,49538523000.0,50555388000.0,68847910000.0
2045.0,30251176000.0,52011987000.0,40292086000.0,81506010000.0,22859373000.0,42663617000.0,47594807000.0,48726910000.0,65750008000.0
2046.0,28738079000.0,50477036000.0,38228810000.0,81361764000.0,21664995000.0,40942264000.0,45554110000.0,46416850000.0,63419273000.0
2047.0,26370118000.0,48498258000.0,36699505000.0,80803940000.0,20205887000.0,39040205000.0,43418804000.0,45003874000.0,61710140000.0
2048.0,24699255000.0,46202008000.0,34414146000.0,80097570000.0,18993207000.0,37372380000.0,40499790000.0,43057082000.0,60708360000.0
2049.0,23463959000.0,45086890000.0,33201146000.0,79536180000.0,17920905000.0,35860066000.0,38388343000.0,41235990000.0,59176170000.0
2050.0,21631592000.0,43305873000.0,31660569000.0,79410364000.0,16932797000.0,34175785000.0,36764803000.0,39250895000.0,56909316000.0
2051.0,20385763000.0,42279612000.0,30496877000.0,78420760000.0,15780893000.0,32595354000.0,35806396000.0,37383220000.0,54933197000.0
2052.0,18883426000.0,41856160000.0,29022710000.0,76853395000.0,14963509000.0,31391734000.0,34701600000.0,36018397000.0,53641847000.0
2053.0,17893830000.0,40661213000.0,28131183000.0,76107490000.0,14230310000.0,31197772000.0,32888263000.0,34005502000.0,51762070000.0
2054.0,17061932000.0,39291500000.0,26877729000.0,74744685000.0,13410443000.0,29947023000.0,30713577000.0,32686096000.0,50778477000.0
2055.0,16069877000.0,38297520000.0,25752890000.0,73667980000.0,12740961000.0,29038338000.0,29165212000.0,31205765000.0,49974837000.0
2056.0,15355393000.0,36849460000.0,24374723000.0,72796900000.0,12307301000.0,28047241000.0,27726692000.0,29758593000.0,48763195000.0
2057.0,14737329000.0,35792716000.0,23247477000.0,71324540000.0,11637692000.0,26474076000.0,26587496000.0,28684116000.0,47353938000.0
2058.0,13970039000.0,34627478000.0,21823680000.0,70688380000.0,11131793000.0,25363790000.0,25823916000.0,27681972000.0,45312106000.0
2059.0,13288163000.0,33440526000.0,20806945000.0,69733230000.0,10796445000.0,24448100000.0,24482175000.0,26513015000.0,44333090000.0
2060.0,12658717000.0,32240253000.0,19949588000.0,67085713000.0,10377882000.0,23506694000.0,23390810000.0,25431271000.0,43437860000.0
2061.0,12274838000.0,31090952000.0,19134890000.0,64614580000.0,10415167000.0,22557407000.0,22241290000.0,24418705000.0,42420285000.0
2062.0,11803954000.0,30905526000.0,18394472000.0,63870490000.0,10317755000.0,22087959000.0,21708590000.0,23651492000.0,41412153000.0
2063.0,11624401000.0,29844806000.0,17395653000.0,62737460000.0,10241447000.0,21170538000.0,20599046000.0,22761190000.0,41072304000.0
2064.0,11141167000.0,29265240000.0,16609014000.0,62140158000.0,10072664000.0,20359060000.0,20082498000.0,22264623000.0,39524135000.0
2065.0,10699278000.0,28589701000.0,15866011000.0,60795440000.0,9891455000.0,20086483000.0,18771866000.0,21802848000.0,38867160000.0
2066.0,10469732000.0,27874724000.0,15236580000.0,59757007000.0,9791536000.0,19870680000.0,18204510000.0,21618629000.0,37970590000.0
2067.0,10140476000.0,27362128000.0,14678412000.0,59870020000.0,9612876000.0,19562836000.0,17598706000.0,21078155000.0,37273485000.0
2068.0,9934343000.0,27173386000.0,14225067000.0,59829780000.0,9405380000.0,19064214000.0,16575099000.0,20529850000.0,36613865000.0
2069.0,9626109000.0,26552343000.0,13628875000.0,59128650000.0,9230738000.0,18776570000.0,15663394000.0,19600507000.0,36248797000.0
2070.0,9197844000.0,25824965000.0,13175500000.0,58048640000.0,8978470000.0,18480990000.0,15210856000.0,19406551000.0,35245940000.0
2071.0,8937764000.0,25215191000.0,12615511000.0,57489895000.0,8791185000.0,17961607000.0,14362509000.0,18826180000.0,34959294000.0
2072.0,8704972000.0,24635615000.0,12174629000.0,56204653000.0,8625115000.0,17656236000.0,13876842000.0,18197228000.0,34539966000.0
2073.0,8447079000.0,24059003000.0,11791349000.0,56158750000.0,8445601000.0,17399196000.0,13407066000.0,17842825000.0,33864389000.0
2074.0,8193371600.0,23185707000.0,11438021000.0,55938925000.0,8234348000.0,16816431000.0,12754454000.0,17668084000.0,33496635000.0
2075.0,7931902000.0,23078973000.0,11314758000.0,55957963000.0,8040879600.0,16562441000.0,12200994000.0,17093886000.0,33178008000.0
2076.0,7761220600.0,22602881000.0,11003360000.0,55842290000.0,7893885000.0,16253213000.0,11880086000.0,16603290000.0,32511859000.0
2077.0,7546988500.0,21751484000.0,10734816000.0,55968380000.0,7878496000.0,16153689000.0,11727563000.0,15974006000.0,31675726000.0
2078.0,7315436500.0,21249681000.0,10492635000.0,54425600000.0,7948551000.0,15801955000.0,11381556000.0,15433649000.0,31172452000.0
2079.0,7163140600.0,20676332000.0,10035175000.0,54040867000.0,8028132000.0,15523911000.0,11060232000.0,15108323000.0,30348392000.0
2080.0,7056515000.0,20856144000.0,9798244000.0,53203812000.0,7934247000.0,15358611000.0,11026744000.0,14685326000.0,29470765000.0
2081.0,6755930000.0,19931128000.0,9495427000.0,52564406000.0,7990674000.0,15234818000.0,10702527000.0,14409996000.0,28647944000.0
2082.0,6577169000.0,19749143000.0,9234188000.0,51871120000.0,7983934000.0,15072416000.0,10582906000.0,13920245000.0,28227152000.0
2083.0,6476318000.0,18893960000.0,9078979000.0,51260342000.0,7948037600.0,14911113000.0,10593779000.0,13551458000.0,27633107000.0
2084.0,6391103000.0,18765736000.0,8864049000.0,51247210000.0,7848162000.0,14579348000.0,10385803000.0,13022523000.0,26940185000.0
2085.0,6288198700.0,18391994000.0,8588146000.0,50302000000.0,7779410000.0,14293851000.0,10164761000.0,12821063000.0,26430728000.0
2086.0,6150388000.0,18176952000.0,8338574300.0,49618686000.0,7663844400.0,13937732000.0,10067617000.0,12531327000.0,26363226000.0
2087.0,6027140000.0,17891736000.0,8105699300.0,49480770000.0,7572079000.0,13801616000.0,9937608000.0,12325633000.0,26060407000.0
2088.0,5833158700.0,17907266000.0,7894860000.0,49526903000.0,7463605000.0,13628584000.0,9609659000.0,11928587000.0,25523327000.0
2089.0,5722715000.0,17604819000.0,7739258400.0,49191110000.0,7556311600.0,13613186000.0,9366010000.0,11507911000.0,24765278000.0
2090.0,5641148400.0,17514066000.0,7503578600.0,48559650000.0,7370472400.0,13625702000.0,9169905000.0,11320935000.0,23844803000.0
2091.0,5485989000.0,17411664000.0,7390452700.0,48224387000.0,7357009400.0,13504630000.0,9017465000.0,11105137000.0,23733620000.0
2092.0,5317716000.0,17278302000.0,7309867500.0,47647048000.0,7283853000.0,13522182000.0,8870748000.0,11037815000.0,23459783000.0
2093.0,5162324000.0,17152100000.0,7152472600.0,47708475000.0,7281607000.0,13453186000.0,8771990000.0,10842335000.0,23153684000.0
2094.0,5010554400.0,16834555000.0,6992317400.0,47107576000.0,7297357300.0,13522757000.0,8675882000.0,10696561000.0,22764632000.0
2095.0,4920767000.0,16614833000.0,6877755400.0,46506394000.0,7216878600.0,13390763000.0,8651614000.0,10635910000.0,22541283000.0
2096.0,4802947600.0,16224994000.0,6763195400.0,45401207000.0,7292036000.0,13303020000.0,8487900000.0,10480571000.0,22193250000.0
2097.0,4688123000.0,15900881000.0,6651523000.0,45059772000.0,7332531700.0,13190205000.0,8433374000.0,10387582000.0,22070798000.0
2098.0,4560686000.0,15852581000.0,6547389000.0,44523643000.0,7239589000.0,13082078000.0,8373491000.0,10414714000.0,21648929000.0
2099.0,4414791700.0,15644640000.0,6398796300.0,44681994000.0,7211835400.0,13186731000.0,8189619000.0,10389569000.0,21309395000.0
2100.0,4341039000.0,15198439000.0,6300060700.0,44854890000.0,7229797000.0,13198227000.0,8017689000.0,10212796000.0,20849828000.0
