time,CAMS-CSM1-0,TAIESM1,BCC-CSM2-MR,ACCESS-ESM1-5,INM-CM4-8,FGOALS-F3-L,EC-EARTH3,MRI-ESM2-0,CESM2,INM-CM5-0,CANESM5,CESM2-WACCM,EC-EARTH3-VEG,NORESM2-MM,GFDL-ESM4,MPI-ESM1-2-HR,ACCESS-CM2,CMCC-CM2-SR5,IPSL-CM6A-LR
2010.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0
2011.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0
2012.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0
2013.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0
2014.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0
2015.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0
2016.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0
2017.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0
2018.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0
2019.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0
2020.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0
2021.0,51531952000.0,51497530000.0,51503096000.0,51502060000.0,51508662000.0,51512380000.0,51505373000.0,51497066000.0,51499864000.0,51530424000.0,51490193000.0,51547587000.0,51490267000.0,51518060000.0,51539450000.0,51516140000.0,51571690000.0,51631063000.0,51505218000.0
2022.0,51506307000.0,51462615000.0,51527310000.0,51486794000.0,51492254000.0,51503740000.0,51524084000.0,51479290000.0,51477980000.0,51496886000.0,51467310000.0,51495140000.0,51445305000.0,51499557000.0,51499012000.0,51494887000.0,51535364000.0,51517702000.0,51487620000.0
2023.0,51487320000.0,51441025000.0,51510845000.0,51465314000.0,51490005000.0,51451330000.0,51468132000.0,51426710000.0,51426570000.0,51475720000.0,51414655000.0,51468317000.0,51414910000.0,51459342000.0,51454380000.0,51479925000.0,51481092000.0,51481305000.0,51469680000.0
2024.0,51458183000.0,51407712000.0,51526430000.0,51461845000.0,51504760000.0,51438290000.0,51443130000.0,51372280000.0,51392110000.0,51451027000.0,51342880000.0,51470370000.0,51371364000.0,51492016000.0,51507260000.0,51471593000.0,51477012000.0,51477697000.0,51438710000.0
2025.0,51417326000.0,51356955000.0,51496923000.0,51435864000.0,51457044000.0,51403215000.0,51395523000.0,51341810000.0,51397100000.0,51389520000.0,51297436000.0,51443565000.0,51344384000.0,51437044000.0,51409125000.0,51427148000.0,51408994000.0,51441504000.0,51401710000.0
2026.0,51414438000.0,51330940000.0,51447890000.0,51400073000.0,51461210000.0,51376538000.0,51371975000.0,51320717000.0,51343127000.0,51366932000.0,51219190000.0,51414946000.0,51300393000.0,51418210000.0,51410890000.0,51495907000.0,51407323000.0,51424457000.0,51395383000.0
2027.0,51446927000.0,51309605000.0,51409910000.0,51374952000.0,51409640000.0,51347096000.0,51332727000.0,51283583000.0,51338932000.0,51324010000.0,51136620000.0,51390390000.0,51252707000.0,51384500000.0,51427734000.0,51439776000.0,51401077000.0,51366806000.0,51358118000.0
2028.0,51392844000.0,51281564000.0,51387560000.0,51360400000.0,51351204000.0,51320553000.0,51308716000.0,51247560000.0,51330834000.0,51292795000.0,51018596000.0,51392295000.0,51212440000.0,51344830000.0,51369800000.0,51393176000.0,51365904000.0,51355218000.0,51315680000.0
2029.0,51352250000.0,51246903000.0,51360840000.0,51357660000.0,51344390000.0,51296117000.0,51270290000.0,51218063000.0,51309855000.0,51257414000.0,50900185000.0,51355558000.0,51161145000.0,51326857000.0,51331250000.0,51362288000.0,51358257000.0,51318792000.0,51304276000.0
2030.0,51335406000.0,51216470000.0,51345654000.0,51323523000.0,51384000000.0,51295924000.0,51227853000.0,51192705000.0,51280703000.0,51217100000.0,50754090000.0,51429460000.0,51076456000.0,51338846000.0,51313955000.0,51330613000.0,51327150000.0,51291873000.0,51278815000.0
2031.0,51325567000.0,51193840000.0,51334308000.0,51313290000.0,51316760000.0,51279330000.0,51189215000.0,51149020000.0,51287433000.0,51186170000.0,50581040000.0,51374727000.0,51022754000.0,51317686000.0,51288620000.0,51320525000.0,51328406000.0,51285512000.0,51243135000.0
2032.0,51311587000.0,51157647000.0,51315750000.0,51313780000.0,51316216000.0,51258540000.0,51152597000.0,51114660000.0,51248374000.0,51163976000.0,50392117000.0,51308483000.0,50897470000.0,51340095000.0,51257670000.0,51302200000.0,51302506000.0,51263020000.0,51225820000.0
2033.0,51317207000.0,51128656000.0,51298406000.0,51370828000.0,51289944000.0,51230077000.0,51064410000.0,51052892000.0,51228197000.0,51137390000.0,50215387000.0,51297112000.0,50728554000.0,51287300000.0,51257320000.0,51304850000.0,51296092000.0,51243766000.0,51189228000.0
2034.0,51280134000.0,51084902000.0,51286098000.0,51298116000.0,51268813000.0,51228684000.0,50984325000.0,50997620000.0,51212380000.0,51090403000.0,50043044000.0,51270640000.0,50614300000.0,51268750000.0,51232928000.0,51278627000.0,51259580000.0,51220894000.0,51170177000.0
2035.0,51250553000.0,51035636000.0,51378164000.0,51271400000.0,51240490000.0,51191472000.0,50888320000.0,50955117000.0,51184337000.0,51037020000.0,49804804000.0,51258753000.0,50507470000.0,51800070000.0,51210236000.0,51267760000.0,51219263000.0,51182840000.0,51139375000.0
2036.0,51215720000.0,51001810000.0,51259945000.0,51252370000.0,51222897000.0,51118424000.0,50766537000.0,50884710000.0,51165980000.0,51000828000.0,49579717000.0,51242877000.0,50414862000.0,51253137000.0,51181847000.0,51240040000.0,51190350000.0,51123660000.0,51116696000.0
2037.0,51186810000.0,50976805000.0,51210170000.0,51234190000.0,51178103000.0,51090887000.0,50618216000.0,50770256000.0,51105923000.0,50925388000.0,49378680000.0,51214025000.0,50328596000.0,51197250000.0,51152253000.0,51208073000.0,51156800000.0,51085984000.0,51075056000.0
2038.0,51217146000.0,50903106000.0,51186377000.0,51166355000.0,51177128000.0,51061633000.0,50508660000.0,50678858000.0,51072655000.0,50820150000.0,49090210000.0,51171580000.0,50197594000.0,51167425000.0,51128095000.0,51179254000.0,51078873000.0,51009774000.0,51031732000.0
2039.0,51143200000.0,50846355000.0,51154096000.0,51131160000.0,51112337000.0,51006345000.0,50357890000.0,50587640000.0,51035996000.0,50740384000.0,48749840000.0,51149580000.0,50023764000.0,51142930000.0,51093103000.0,51127984000.0,51028165000.0,50943558000.0,50989523000.0
2040.0,51104620000.0,50751620000.0,51118430000.0,51113574000.0,51076510000.0,50998650000.0,50149710000.0,50460447000.0,50988420000.0,50679540000.0,48461650000.0,51217110000.0,49874760000.0,51141607000.0,51067650000.0,51078762000.0,51001324000.0,50863956000.0,50926340000.0
2041.0,51089547000.0,50679980000.0,51044303000.0,51078697000.0,51047387000.0,50946320000.0,49955640000.0,50344870000.0,50954387000.0,50622517000.0,48101320000.0,51100630000.0,49654640000.0,51097625000.0,51051192000.0,51019880000.0,50960896000.0,50823270000.0,50837390000.0
2042.0,51058782000.0,50627887000.0,50992790000.0,51093025000.0,51020200000.0,50864790000.0,49741603000.0,50214360000.0,50905590000.0,50545484000.0,47719010000.0,51065856000.0,49446090000.0,51063930000.0,51001170000.0,50938530000.0,50983805000.0,50722060000.0,50745090000.0
2043.0,50977670000.0,50547800000.0,50951156000.0,51217555000.0,50949153000.0,50808267000.0,49487650000.0,50049660000.0,50847314000.0,50457300000.0,47352115000.0,51013510000.0,49306894000.0,51023430000.0,50957740000.0,50920145000.0,50890440000.0,50641723000.0,50626576000.0
2044.0,50965520000.0,50404510000.0,50891518000.0,51049497000.0,50911200000.0,50702440000.0,49234360000.0,49846104000.0,50814690000.0,50339025000.0,47010394000.0,50961703000.0,49129275000.0,50976540000.0,50898452000.0,50876290000.0,50823655000.0,50567094000.0,50540306000.0
2045.0,50936865000.0,50326274000.0,50837955000.0,50930897000.0,50802848000.0,50679505000.0,48949920000.0,49693356000.0,50782093000.0,50245255000.0,46713450000.0,50948930000.0,48956790000.0,50922550000.0,50872000000.0,50804270000.0,50796515000.0,50446414000.0,50425274000.0
2046.0,50912588000.0,50226815000.0,50765940000.0,50843780000.0,50763117000.0,50586026000.0,48575066000.0,49483067000.0,50748080000.0,50159200000.0,46485630000.0,50912035000.0,48734364000.0,50893670000.0,50831725000.0,50754363000.0,50744540000.0,50343055000.0,50264320000.0
2047.0,50855190000.0,50040127000.0,50665628000.0,50757435000.0,50692743000.0,50462585000.0,48223703000.0,49320178000.0,50707616000.0,50055130000.0,46101647000.0,50842600000.0,48510157000.0,50885550000.0,50790007000.0,50682032000.0,50698190000.0,50254110000.0,50153950000.0
2048.0,50824647000.0,49847110000.0,50559373000.0,50822455000.0,50643456000.0,50336270000.0,47909642000.0,49179247000.0,50642797000.0,49954640000.0,45783654000.0,50805047000.0,48377123000.0,50836427000.0,50766140000.0,50641957000.0,50623513000.0,50118300000.0,49964524000.0
2049.0,50789110000.0,49685823000.0,50473370000.0,50647250000.0,50591035000.0,50238108000.0,47499657000.0,49000018000.0,50569298000.0,49840650000.0,45546250000.0,50766700000.0,48166020000.0,50808025000.0,50707046000.0,50561196000.0,50510930000.0,50035462000.0,49831960000.0
2050.0,50761003000.0,49553430000.0,50405110000.0,50636490000.0,50542084000.0,50106585000.0,47147504000.0,48793182000.0,50512930000.0,49708368000.0,45227426000.0,50732716000.0,47883764000.0,50786955000.0,50646925000.0,50520210000.0,50407666000.0,49940750000.0,49685090000.0
2051.0,50737058000.0,49365176000.0,50308950000.0,50623697000.0,50489670000.0,50052630000.0,46776807000.0,48623145000.0,50457043000.0,49591493000.0,44921754000.0,50674467000.0,47622287000.0,50709058000.0,50585534000.0,50463410000.0,50300680000.0,49830523000.0,49464100000.0
2052.0,50714300000.0,49222554000.0,50214433000.0,50391294000.0,50393180000.0,49997685000.0,46430660000.0,48354000000.0,50377170000.0,49418387000.0,44665810000.0,50625364000.0,47337873000.0,50672636000.0,50537746000.0,50363257000.0,50270840000.0,49708823000.0,49207000000.0
2053.0,50689913000.0,49040740000.0,50126190000.0,50219667000.0,50303270000.0,49786446000.0,46084202000.0,48140520000.0,50290176000.0,49280725000.0,44351865000.0,50532270000.0,46991760000.0,50633527000.0,50443490000.0,50269757000.0,50136146000.0,49534874000.0,49000194000.0
2054.0,50623030000.0,48865354000.0,50048123000.0,50105440000.0,50200020000.0,49670128000.0,45662490000.0,48011665000.0,50211574000.0,49147236000.0,44003324000.0,50486090000.0,46762353000.0,50585174000.0,50345034000.0,50194153000.0,50022420000.0,49325244000.0,48772990000.0
2055.0,50527887000.0,48609575000.0,49953320000.0,49975190000.0,50156810000.0,49502210000.0,45308410000.0,47868117000.0,50125400000.0,49067913000.0,43688215000.0,50450520000.0,46476080000.0,50522784000.0,50278076000.0,50070820000.0,49883185000.0,49139760000.0,48554463000.0
2056.0,50497098000.0,48407500000.0,49877983000.0,49743307000.0,50087555000.0,49289613000.0,45070450000.0,47643510000.0,50050736000.0,48938213000.0,43386974000.0,50370277000.0,46147780000.0,50481480000.0,50181780000.0,49972710000.0,49745146000.0,49030504000.0,48323043000.0
2057.0,50443362000.0,48191975000.0,49773793000.0,49552273000.0,50011468000.0,49065054000.0,44790964000.0,47462752000.0,49983540000.0,48807674000.0,43036934000.0,50314695000.0,45830580000.0,50422407000.0,50121458000.0,49945317000.0,49620840000.0,48835760000.0,48059580000.0
2058.0,50405614000.0,47971537000.0,49662900000.0,49531820000.0,49905185000.0,48951140000.0,44502930000.0,47276660000.0,49871660000.0,48650826000.0,42718212000.0,50227536000.0,45416395000.0,50365596000.0,50007550000.0,49900524000.0,49432797000.0,48628230000.0,47801143000.0
2059.0,50356480000.0,47662830000.0,49536210000.0,49422307000.0,49852543000.0,48732266000.0,44179575000.0,47044395000.0,49791934000.0,48532914000.0,42410844000.0,50158604000.0,45025230000.0,50328805000.0,49954110000.0,49761310000.0,49300726000.0,48433627000.0,47536726000.0
2060.0,50319897000.0,47358915000.0,49426956000.0,49284837000.0,49739010000.0,48589040000.0,43779770000.0,46795674000.0,49627582000.0,48346505000.0,41994318000.0,50081096000.0,44727878000.0,50219594000.0,49913336000.0,49686650000.0,49147260000.0,48175477000.0,47247100000.0
2061.0,50273436000.0,47065276000.0,49247875000.0,49224274000.0,49628934000.0,48429126000.0,43393350000.0,46623260000.0,49512580000.0,48169054000.0,41656054000.0,49948094000.0,44349624000.0,50163212000.0,49821757000.0,49588195000.0,48998000000.0,48003490000.0,46968517000.0
2062.0,50193970000.0,46788936000.0,49029255000.0,49241970000.0,49476730000.0,48149000000.0,43082650000.0,46311970000.0,49401480000.0,47944030000.0,41252360000.0,49888354000.0,43948917000.0,50153066000.0,49693467000.0,49487233000.0,48873050000.0,47787700000.0,46594560000.0
2063.0,50187060000.0,46534762000.0,48793887000.0,49044554000.0,49320190000.0,47917937000.0,42824335000.0,46077796000.0,49286824000.0,47779353000.0,40849790000.0,49780870000.0,43605262000.0,50057880000.0,49574097000.0,49458668000.0,48700105000.0,47474115000.0,46214435000.0
2064.0,50095970000.0,46303154000.0,48559540000.0,48995260000.0,49107632000.0,47647564000.0,42537124000.0,45816030000.0,49120440000.0,47610188000.0,40503730000.0,49711997000.0,43258230000.0,49951093000.0,49455043000.0,49323900000.0,48527393000.0,47238816000.0,45791093000.0
2065.0,50033830000.0,46065754000.0,48258683000.0,48826155000.0,48904073000.0,47516422000.0,42227510000.0,45642682000.0,49013260000.0,47458150000.0,40193170000.0,49647750000.0,42794115000.0,49917415000.0,49294655000.0,49249250000.0,48374403000.0,46900480000.0,45505032000.0
2066.0,49978030000.0,45744067000.0,48037220000.0,48660267000.0,48696558000.0,47382135000.0,41854747000.0,45371884000.0,48867410000.0,47195730000.0,39794880000.0,49538257000.0,42397356000.0,49875480000.0,49169010000.0,49103940000.0,48239610000.0,46515220000.0,45146317000.0
2067.0,49864733000.0,45451470000.0,47898673000.0,48527675000.0,48469873000.0,47290020000.0,41548767000.0,45091488000.0,48707200000.0,47044320000.0,39385520000.0,49400810000.0,41887724000.0,49764835000.0,49049862000.0,48975225000.0,47946900000.0,46221636000.0,44747616000.0
2068.0,49775280000.0,45134630000.0,47671650000.0,48438630000.0,48202350000.0,47091806000.0,41171538000.0,44794913000.0,48697550000.0,46891934000.0,39090510000.0,49248117000.0,41467912000.0,49691046000.0,48934035000.0,48789130000.0,47687447000.0,45904294000.0,44336976000.0
2069.0,49714336000.0,44718293000.0,47488760000.0,48239120000.0,47912485000.0,47042183000.0,40769860000.0,44508926000.0,48504287000.0,46681203000.0,38585254000.0,49148030000.0,41115468000.0,49584460000.0,48803040000.0,48678850000.0,47411770000.0,45631540000.0,44008923000.0
2070.0,49655060000.0,44279157000.0,47288123000.0,48053277000.0,47719633000.0,46752133000.0,40363180000.0,44287263000.0,48341060000.0,46441947000.0,38204002000.0,49024490000.0,40755294000.0,49465872000.0,48657420000.0,48497058000.0,47156670000.0,45339242000.0,43572736000.0
2071.0,49579920000.0,43900805000.0,47033260000.0,47782670000.0,47487513000.0,46564508000.0,39943877000.0,43953275000.0,48109265000.0,46168640000.0,37736632000.0,48961400000.0,40380040000.0,49346690000.0,48512640000.0,48356260000.0,46901530000.0,45045977000.0,43128500000.0
2072.0,49450148000.0,43559387000.0,46768513000.0,47498750000.0,47273170000.0,46295036000.0,39443990000.0,43656794000.0,47951690000.0,45905440000.0,37222584000.0,48837947000.0,39917280000.0,49265500000.0,48303530000.0,48216535000.0,46584970000.0,44664170000.0,42738240000.0
2073.0,49392878000.0,43133030000.0,46425850000.0,47295287000.0,46951444000.0,46081733000.0,39081005000.0,43367580000.0,47813976000.0,45681130000.0,36790227000.0,48690274000.0,39443060000.0,49162040000.0,48199193000.0,48013582000.0,46170320000.0,44295057000.0,42224170000.0
2074.0,49288983000.0,42735743000.0,46128693000.0,47033192000.0,46714310000.0,45919953000.0,38568200000.0,43096375000.0,47624230000.0,45378044000.0,36357673000.0,48542490000.0,38973702000.0,49029943000.0,48048378000.0,47838482000.0,45774960000.0,43937608000.0,41787548000.0
2075.0,49223260000.0,42278790000.0,45891110000.0,46790270000.0,46384976000.0,45763043000.0,38046884000.0,42813305000.0,47453475000.0,45081293000.0,35960635000.0,48316305000.0,38414100000.0,48924054000.0,47887098000.0,47651470000.0,45360480000.0,43605540000.0,41310212000.0
2076.0,49179673000.0,41935690000.0,45615895000.0,46601650000.0,46174245000.0,45493117000.0,37521360000.0,42570887000.0,47284470000.0,44826976000.0,35586638000.0,48199987000.0,37909684000.0,48806265000.0,47718330000.0,47469613000.0,45024530000.0,43323662000.0,40805552000.0
2077.0,49068120000.0,41586926000.0,45170696000.0,46254817000.0,45947280000.0,45179343000.0,37009895000.0,42258354000.0,47059587000.0,44512874000.0,35097514000.0,48049807000.0,37409580000.0,48712147000.0,47529400000.0,47328063000.0,44639797000.0,42872810000.0,40358662000.0
2078.0,48977043000.0,41149465000.0,44971213000.0,45973295000.0,45706777000.0,44969665000.0,36314833000.0,41958253000.0,46782394000.0,44292215000.0,34618016000.0,47821844000.0,36798448000.0,48610144000.0,47356740000.0,47200276000.0,44375960000.0,42484535000.0,39868930000.0
2079.0,48722264000.0,40761225000.0,44752560000.0,45732500000.0,45464334000.0,44668527000.0,35687820000.0,41638425000.0,46460252000.0,44051964000.0,34187467000.0,47629873000.0,36162126000.0,48461280000.0,47138853000.0,46987743000.0,44164250000.0,42032402000.0,39403577000.0
2080.0,48536556000.0,40327310000.0,44548542000.0,45474845000.0,45178212000.0,44447322000.0,35127857000.0,41391470000.0,46151400000.0,43792050000.0,33693753000.0,47435080000.0,35614630000.0,48240680000.0,46987362000.0,46821110000.0,43962920000.0,41581510000.0,38934110000.0
2081.0,48415543000.0,39957406000.0,44293560000.0,45136343000.0,44951060000.0,44249756000.0,34507520000.0,41103960000.0,45948735000.0,43461610000.0,33229963000.0,47209574000.0,34977070000.0,48021504000.0,46844236000.0,46694080000.0,43725345000.0,41219570000.0,38367620000.0
2082.0,48274720000.0,39419870000.0,44076093000.0,44753957000.0,44717683000.0,44128250000.0,33950863000.0,40700030000.0,45696860000.0,43189500000.0,32780090000.0,47061422000.0,34454810000.0,47810590000.0,46633644000.0,46544910000.0,43472716000.0,40756126000.0,37830290000.0
2083.0,48147685000.0,39053850000.0,43804946000.0,44391650000.0,44537520000.0,43886060000.0,33371052000.0,40404038000.0,45403880000.0,42927790000.0,32318120000.0,46790603000.0,33947722000.0,47608836000.0,46461010000.0,46322930000.0,43276600000.0,40315380000.0,37171716000.0
2084.0,48009732000.0,38632380000.0,43569943000.0,44129665000.0,44348137000.0,43638680000.0,32754000000.0,40034116000.0,45089070000.0,42693706000.0,31833854000.0,46564840000.0,33374728000.0,47451636000.0,46241976000.0,46186136000.0,43091330000.0,39817670000.0,36649970000.0
2085.0,47865700000.0,38282670000.0,43330585000.0,43708790000.0,44046692000.0,43407110000.0,32191545000.0,39713223000.0,44770330000.0,42459283000.0,31418546000.0,46346056000.0,32742504000.0,47286415000.0,46004814000.0,45865943000.0,42660733000.0,39296130000.0,35946234000.0
2086.0,47703134000.0,37879476000.0,43161960000.0,43364286000.0,43783030000.0,43204415000.0,31598641000.0,39446610000.0,44518388000.0,42193093000.0,30922478000.0,46027604000.0,32112863000.0,47079280000.0,45773790000.0,45578146000.0,42348920000.0,38829412000.0,35296520000.0
2087.0,47540904000.0,37357445000.0,42911412000.0,42837717000.0,43466200000.0,42865930000.0,30897949000.0,39175930000.0,44194460000.0,41987363000.0,30458020000.0,45741370000.0,31439133000.0,46861332000.0,45548777000.0,45356986000.0,42048053000.0,38357960000.0,34765850000.0
2088.0,47338422000.0,36931610000.0,42601103000.0,42246650000.0,43109950000.0,42634613000.0,30231470000.0,38838505000.0,43943567000.0,41791967000.0,30055907000.0,45482230000.0,30797378000.0,46678573000.0,45274640000.0,44981465000.0,41762623000.0,37755576000.0,34134653000.0
2089.0,47132010000.0,36381438000.0,42262620000.0,41717370000.0,42881970000.0,42422096000.0,29554682000.0,38510420000.0,43676996000.0,41574433000.0,29555122000.0,45165208000.0,30173944000.0,46444940000.0,45050030000.0,44748970000.0,41318826000.0,37183940000.0,33365768000.0
2090.0,47026280000.0,35944845000.0,41982910000.0,41238176000.0,42626413000.0,42168440000.0,28822387000.0,38088470000.0,43224710000.0,41324687000.0,29089208000.0,44919927000.0,29427667000.0,46201266000.0,44740334000.0,44444934000.0,40838676000.0,36671160000.0,32689017000.0
2091.0,46854780000.0,35445027000.0,41696010000.0,40846620000.0,42352783000.0,42001027000.0,28083091000.0,37741750000.0,42911175000.0,41112072000.0,28588544000.0,44688500000.0,28638650000.0,45915906000.0,44510994000.0,44184340000.0,40320668000.0,36044260000.0,32067586000.0
2092.0,46707053000.0,34895897000.0,41371963000.0,40452604000.0,42034192000.0,41826020000.0,27436687000.0,37345894000.0,42500227000.0,40913180000.0,28120652000.0,44365955000.0,27847975000.0,45688330000.0,44233900000.0,43908223000.0,39842350000.0,35405337000.0,31533150000.0
2093.0,46478504000.0,34361143000.0,41108470000.0,40003842000.0,41784705000.0,41539530000.0,26758558000.0,36960800000.0,42138240000.0,40580640000.0,27677213000.0,44012315000.0,27048247000.0,45352657000.0,43998564000.0,43712754000.0,39399440000.0,34820000000.0,30915002000.0
2094.0,46287245000.0,33855887000.0,40855270000.0,39546000000.0,41525000000.0,41132175000.0,26093115000.0,36604965000.0,41728676000.0,40340570000.0,27145701000.0,43600960000.0,26033117000.0,45015917000.0,43779980000.0,43508007000.0,39093592000.0,34147860000.0,30421981000.0
2095.0,46108115000.0,33190693000.0,40658026000.0,39138898000.0,41273373000.0,40782193000.0,25290541000.0,36262040000.0,41319200000.0,39993100000.0,26588680000.0,43209888000.0,25315488000.0,44839555000.0,43582054000.0,43273120000.0,38764270000.0,33540950000.0,29808505000.0
2096.0,45908394000.0,32546343000.0,40415950000.0,38759174000.0,41032233000.0,40529000000.0,24511285000.0,35768095000.0,40884785000.0,39694130000.0,26117442000.0,42806657000.0,24621513000.0,44638160000.0,43318940000.0,43042780000.0,38228200000.0,32930355000.0,29307273000.0
2097.0,45738750000.0,31862528000.0,40195363000.0,38123663000.0,40864956000.0,40311550000.0,23840500000.0,35346810000.0,40409220000.0,39366260000.0,25682730000.0,42499314000.0,23873143000.0,44326752000.0,43112620000.0,42753372000.0,37746258000.0,32186948000.0,28785180000.0
