time,MPI-ESM-LR,GISS-E2-R,CANESM2,IPSL-CM5A-LR,CCSM4,CESM1-CAM5,GFDL-CM3,CNRM-CM5,NORESM1-M,GFDL-ESM2G,CSIRO-MK3-6-0
2033.0,1663584100.0,1429393200.0,1422460900.0,1473961500.0,1471602300.0,1408303000.0,1182057700.0,1509952600.0,1456731600.0,1558876900.0,1447387900.0
2034.0,1633254300.0,1372623900.0,1360673000.0,1455372400.0,1412688800.0,1379322000.0,1161022300.0,1468207000.0,1410763600.0,1516257400.0,1410894800.0
2035.0,1586836600.0,1338160400.0,1325217400.0,1390383700.0,1388786300.0,1331340000.0,1061851840.0,1435749200.0,1375215500.0,1469620200.0,1332598000.0
2036.0,1588582000.0,1306023600.0,1299452000.0,1338847000.0,1431117000.0,1291348500.0,987367230.0,1462116200.0,1359825400.0,1429433500.0,1316199200.0
2037.0,1562560800.0,1282043400.0,1230017500.0,1286150900.0,1333234300.0,1365437600.0,940813250.0,1400697700.0,1339881100.0,1380453800.0,1333934600.0
2038.0,1520413300.0,1241229400.0,1209932400.0,1233990100.0,1333034400.0,1228046600.0,866496300.0,1340614400.0,1282321200.0,1366302700.0,1255266600.0
2039.0,1492353800.0,1198896600.0,1173142700.0,1193607700.0,1288498800.0,1190147200.0,830020740.0,1345653000.0,1243344900.0,1347356500.0,1214773500.0
2040.0,1445603300.0,1166785300.0,1112428300.0,1179461600.0,1234551300.0,1171915600.0,801358400.0,1265470300.0,1208932000.0,1348487400.0,1199238400.0
2041.0,1452639100.0,1141575600.0,1091334800.0,1162448900.0,1208013300.0,1133191700.0,744175550.0,1235973400.0,1153293700.0,1298189700.0,1183211000.0
2042.0,1432458800.0,1192761900.0,1028538050.0,1113852400.0,1178689300.0,1114321900.0,708228540.0,1197858400.0,1105692800.0,1284432600.0,1137902600.0
2043.0,1376985600.0,1153193300.0,979714500.0,1081865900.0,1159142900.0,1104089500.0,647432060.0,1157777400.0,1083828600.0,1289097900.0,1074614800.0
2044.0,1342121000.0,1123484500.0,926198660.0,1051903170.0,1132210300.0,1057458400.0,594238000.0,1132133400.0,1073471100.0,1292092900.0,1026477300.0
2045.0,1320726900.0,1121119100.0,912995140.0,1007388700.0,1093861400.0,1019101760.0,560702500.0,1120766800.0,1018288300.0,1215030900.0,1035796700.0
2046.0,1307602700.0,1176593200.0,880893700.0,989174900.0,1062813630.0,1024528500.0,558388740.0,1090665600.0,988803400.0,1213219700.0,1065917800.0
2047.0,1277616900.0,1065975740.0,850183500.0,939082500.0,1028784500.0,956080600.0,529752860.0,1062275100.0,957030700.0,1182838800.0,1008579140.0
2048.0,1266332000.0,1037486660.0,828062850.0,895670140.0,999851700.0,928448900.0,512840000.0,1035309630.0,926103100.0,1186763400.0,963073340.0
2049.0,1217096700.0,1017824800.0,804201540.0,854309100.0,983469440.0,893116300.0,496248130.0,1006532160.0,895064060.0,1136010000.0,941100000.0
2050.0,1194370200.0,1008186050.0,758480700.0,912857800.0,960873400.0,848252160.0,450496700.0,1005753700.0,880880960.0,1111515500.0,893621600.0
2051.0,1148431500.0,971819260.0,722269600.0,825828030.0,930898050.0,818993100.0,416058000.0,997570900.0,879091700.0,1091043200.0,910256260.0
2052.0,1163037000.0,925753860.0,710847040.0,789712400.0,930367400.0,901313800.0,401498940.0,962213760.0,817800000.0,1074239900.0,833710850.0
2053.0,1359165700.0,895991900.0,682210560.0,760182700.0,904773950.0,816285900.0,368387970.0,944766460.0,807710000.0,1050150300.0,807931970.0
2054.0,1399601300.0,866949400.0,667291700.0,739476400.0,857969900.0,785315600.0,343330050.0,922380900.0,781090300.0,1027130600.0,786102300.0
2055.0,1225983500.0,853311170.0,637117700.0,710232960.0,846754050.0,765665300.0,335635620.0,900349950.0,754787840.0,1002149440.0,747205400.0
2056.0,1102650900.0,827490400.0,652084100.0,743381000.0,809614340.0,753139140.0,315066660.0,871450560.0,713914100.0,981149440.0,706607800.0
2057.0,1135529200.0,813614500.0,608870400.0,679072400.0,790167100.0,728774460.0,303186780.0,862750460.0,722230800.0,1014686900.0,688347500.0
2058.0,1062907600.0,796177900.0,590080450.0,648415040.0,756496500.0,703422800.0,288705100.0,831466700.0,679625150.0,958883650.0,664346240.0
2059.0,1027859100.0,803914430.0,559762400.0,674922900.0,702335740.0,693798600.0,281121860.0,838005950.0,663068500.0,1011605400.0,655158850.0
2060.0,1018617600.0,794133700.0,539474300.0,619235140.0,689855740.0,663900200.0,259045970.0,794627460.0,639598140.0,958791360.0,628189440.0
2061.0,994639300.0,771682400.0,519144160.0,590090940.0,669555800.0,651962940.0,234164800.0,775853060.0,708992960.0,935207040.0,606308900.0
2062.0,976945600.0,779284300.0,510588260.0,632520640.0,655348350.0,630471400.0,225488020.0,753162430.0,617295100.0,928273540.0,573447360.0
2063.0,941935000.0,756111900.0,494194020.0,563080800.0,650338940.0,605811200.0,213098660.0,736403900.0,596363260.0,912769800.0,534746050.0
2064.0,922698750.0,810114300.0,478634340.0,533602270.0,624925630.0,593768640.0,197019650.0,720461060.0,584576830.0,894775900.0,500313820.0
2065.0,999957440.0,762008960.0,469381630.0,512436320.0,598329100.0,579274100.0,188610780.0,688470660.0,571572740.0,1091362600.0,472679000.0
2066.0,900126340.0,732400800.0,458974600.0,497080770.0,584105900.0,560108000.0,212043070.0,675545340.0,543912800.0,879616200.0,438945400.0
2067.0,1395176700.0,718106800.0,437817570.0,494908930.0,565167600.0,543274750.0,182491710.0,656754000.0,532151740.0,1105649000.0,419872830.0
2068.0,916695500.0,759352900.0,438497540.0,476408480.0,642341760.0,523089300.0,179098030.0,637090300.0,518865500.0,881164160.0,400376130.0
2069.0,1014250900.0,698771200.0,422609250.0,504343230.0,531966620.0,503031200.0,169723330.0,617309100.0,494609440.0,908847400.0,395035780.0
2070.0,871770600.0,675920960.0,417365600.0,456356930.0,514113400.0,479883680.0,145430370.0,615009900.0,484881760.0,843705800.0,365618850.0
2071.0,867962300.0,642140860.0,407580600.0,453443600.0,497959040.0,467092500.0,144290690.0,599875460.0,469895200.0,826603500.0,343897470.0
2072.0,844353800.0,624071040.0,403150800.0,434142620.0,478314750.0,449250700.0,132911370.0,575972500.0,462565400.0,820813600.0,331995650.0
2073.0,835139260.0,614146560.0,395346100.0,419794180.0,458725660.0,439718800.0,129213420.0,554170940.0,451717700.0,812264100.0,316945180.0
2074.0,831073700.0,597454600.0,382440770.0,409264030.0,453958050.0,429985180.0,126744930.0,546281540.0,439856640.0,805113540.0,297720740.0
2075.0,808534600.0,588902460.0,376724220.0,400626720.0,440978600.0,413810660.0,125102370.0,538639400.0,436195300.0,790693570.0,287817180.0
2076.0,815949600.0,570751400.0,360155420.0,390027170.0,429758500.0,400744060.0,111756090.0,514744030.0,424744830.0,786663230.0,312926300.0
2077.0,909075800.0,560311550.0,355602530.0,380962500.0,424596740.0,394394720.0,140446940.0,507853660.0,422043300.0,877644400.0,306048160.0
2078.0,790147140.0,553333000.0,352142600.0,375914180.0,421583700.0,394275260.0,107850824.0,507635360.0,416435680.0,804986240.0,285535680.0
2079.0,776713900.0,827582200.0,340648860.0,372918880.0,410901540.0,363640670.0,101689540.0,525455940.0,424062000.0,939353400.0,260822450.0
2080.0,999087600.0,570628600.0,327901020.0,377172100.0,398871940.0,395415330.0,99538770.0,479757820.0,404224670.0,781516900.0,259530160.0
2081.0,764115300.0,537613300.0,321961860.0,367008030.0,445036100.0,347642660.0,92096820.0,475231840.0,395674750.0,767990460.0,248869000.0
2082.0,741757400.0,521887780.0,313915680.0,355240500.0,397641150.0,373947700.0,82493350.0,455934430.0,389605020.0,761626700.0,231826180.0
2083.0,730925250.0,517236060.0,304020860.0,346766100.0,389228670.0,403496640.0,131096940.0,537300540.0,383829300.0,748791200.0,222941500.0
2084.0,723430100.0,511794460.0,296344800.0,343810620.0,425413440.0,343749820.0,85188360.0,462353280.0,378811900.0,746062100.0,237379410.0
2085.0,723783500.0,497177500.0,303449950.0,335395650.0,384396160.0,325323000.0,81339896.0,444485200.0,371530850.0,749163100.0,211745380.0
2086.0,710507140.0,487859100.0,290099520.0,329783870.0,374952030.0,523581440.0,79764450.0,440956900.0,369370800.0,791602000.0,198961020.0
2087.0,694942500.0,597804740.0,282133700.0,320224480.0,366384260.0,339454850.0,77935570.0,428107600.0,365985540.0,726705150.0,187719200.0
2088.0,693901440.0,516610720.0,275411170.0,314369950.0,363078100.0,323086980.0,75938050.0,418010240.0,355160640.0,720635000.0,183253970.0
2089.0,672875460.0,485866780.0,275363260.0,309406880.0,362673820.0,306164060.0,75809130.0,410906500.0,350238850.0,723733600.0,179736140.0
2090.0,660585700.0,546934500.0,286833820.0,302080830.0,358054340.0,327641060.0,75453180.0,406854430.0,346762500.0,851460160.0,167706300.0
2091.0,646137860.0,470174750.0,311711400.0,682701300.0,359873800.0,289046850.0,74572950.0,401918050.0,374764130.0,797662850.0,160472340.0
2092.0,627814300.0,465392800.0,264372000.0,344751300.0,350099100.0,281740770.0,74697980.0,434605470.0,345118000.0,703235200.0,272398100.0
2093.0,608425540.0,452866400.0,244314900.0,304896100.0,350297950.0,283304960.0,76830850.0,395316220.0,326773630.0,695487200.0,169371550.0
2094.0,598617000.0,446010600.0,247329700.0,292894200.0,348291140.0,291414400.0,72866250.0,386272000.0,321092580.0,694302700.0,228113900.0
2095.0,587382000.0,443048860.0,237970510.0,289446240.0,348941820.0,279487520.0,82967550.0,377237860.0,318177630.0,732758140.0,165437870.0
2096.0,588012100.0,445620380.0,226115140.0,281842940.0,340001660.0,268678720.0,81224650.0,373134370.0,314964130.0,741269100.0,152235360.0
2097.0,569009660.0,443341760.0,221970830.0,273846300.0,328530500.0,262839330.0,80310660.0,366587940.0,307879840.0,858570100.0,149526620.0
2098.0,555056900.0,436810430.0,216739500.0,332126340.0,323130530.0,257321400.0,74004090.0,389791700.0,304786050.0,751428700.0,146780530.0
2099.0,554321340.0,431490080.0,215174460.0,271832420.0,377324400.0,254352000.0,71424540.0,363166880.0,329957500.0,696325900.0,141216690.0
2100.0,523158820.0,462962400.0,225166220.0,263110340.0,316984900.0,248694620.0,70917390.0,361419040.0,300335800.0,933916300.0,134904480.0
