time,GFDL-CM3,CESM1-CAM5,NORESM1-M,CSIRO-MK3-6-0,GFDL-ESM2G,GISS-E2-R,IPSL-CM5A-LR,CCSM4
2061.0,468553600.0,988226100.0,903783900.0,615579200.0,1096358300.0,873701900.0,793839300.0,799095100.0
2062.0,508717380.0,979328700.0,887103400.0,631878500.0,993564350.0,865335800.0,771142850.0,789349200.0
2063.0,439727360.0,955006400.0,951082700.0,583350900.0,981099400.0,853330000.0,747896960.0,767923140.0
2064.0,419015740.0,941385660.0,896980500.0,567692740.0,1055209000.0,821862400.0,729586100.0,941056450.0
2065.0,405656830.0,926022140.0,867998400.0,542073500.0,980161150.0,817036350.0,697568800.0,755276860.0
2066.0,426108830.0,974646900.0,838757800.0,518264260.0,942923400.0,916800960.0,684225300.0,720610700.0
2067.0,383519360.0,900307140.0,812324300.0,506403650.0,937894300.0,846674200.0,660006340.0,698277760.0
2068.0,364068500.0,871375100.0,821606500.0,500872060.0,923959900.0,870557440.0,643328800.0,711826240.0
2069.0,354968000.0,844463300.0,788698560.0,484124450.0,909291300.0,797928960.0,615510140.0,671837700.0
2070.0,336697000.0,810847800.0,753951200.0,458610000.0,899349950.0,778008960.0,588738240.0,654205900.0
2071.0,314672960.0,764560830.0,989157800.0,444723620.0,879515500.0,822467800.0,580533760.0,650111740.0
2072.0,308119970.0,742505400.0,729667600.0,425281400.0,873372160.0,882155900.0,546799400.0,633616260.0
2073.0,289252930.0,729728100.0,705176640.0,419753400.0,859270850.0,776155700.0,543987840.0,618935900.0
2074.0,272867300.0,726141100.0,675528450.0,403202020.0,848072770.0,749447500.0,527585060.0,600686850.0
2075.0,254550720.0,698159500.0,661556000.0,383102820.0,841438850.0,737824900.0,668677500.0,594569340.0
2076.0,245464910.0,685824500.0,638808000.0,374427100.0,815794900.0,729519900.0,504224220.0,569808600.0
2077.0,228112220.0,657957200.0,791030660.0,364021000.0,803659460.0,765418430.0,524952160.0,541548400.0
2078.0,214542850.0,635832800.0,615891800.0,356081500.0,796840700.0,710442100.0,483700380.0,525216450.0
2079.0,198104100.0,613342340.0,580687800.0,344692200.0,775978050.0,693488960.0,477505280.0,509083550.0
2080.0,187202030.0,580703800.0,561836800.0,335361120.0,747206400.0,685015600.0,459924400.0,492678460.0
2081.0,172948750.0,563363000.0,536938050.0,315250750.0,729876700.0,664268700.0,461557700.0,478615420.0
2082.0,162576770.0,535583000.0,519430270.0,302250000.0,701001150.0,668975040.0,444811650.0,488571460.0
2083.0,161607340.0,513513340.0,503053100.0,289395170.0,673831550.0,679923650.0,436513400.0,470006820.0
2084.0,136993660.0,494298340.0,518616900.0,273919800.0,685241600.0,648793500.0,426383040.0,452798940.0
2085.0,132919150.0,463811140.0,478810460.0,261183490.0,649257150.0,641979300.0,410359460.0,504754270.0
2086.0,131021096.0,444004350.0,463721730.0,238642270.0,613159500.0,635474560.0,398829700.0,441762140.0
2087.0,124309830.0,428671580.0,438727000.0,211505540.0,604703800.0,612455600.0,410040580.0,473776600.0
2088.0,112097430.0,397510300.0,426765730.0,203500580.0,553397760.0,595867260.0,391715420.0,429832740.0
2089.0,110790640.0,382274080.0,405794800.0,198038530.0,538740540.0,587270800.0,559226400.0,412008260.0
2090.0,121067624.0,371355680.0,392140000.0,183179680.0,516188100.0,573694340.0,371523970.0,397436260.0
2091.0,105838290.0,349398050.0,368304000.0,171219230.0,502240160.0,564831600.0,362641000.0,380797150.0
2092.0,91950510.0,325461660.0,352850140.0,165194430.0,486144670.0,557464960.0,347600220.0,366443900.0
2093.0,91101704.0,309150620.0,342681300.0,161135250.0,489091040.0,538788350.0,337330700.0,362844380.0
2094.0,80091720.0,295652500.0,324920000.0,148947650.0,482090050.0,519573400.0,332397000.0,372775800.0
2095.0,75130260.0,281158200.0,322206850.0,137318610.0,464514000.0,506846340.0,330441250.0,345765470.0
2096.0,70073130.0,262783090.0,313707000.0,132006650.0,454202500.0,496099040.0,321493400.0,339747460.0
2097.0,69353070.0,269537020.0,307328670.0,123150730.0,467510140.0,521178800.0,310517800.0,328255800.0
2098.0,73878220.0,249388000.0,291589400.0,105772190.0,540885600.0,474743040.0,298214560.0,317266500.0
2099.0,65703856.0,236884780.0,275786660.0,97962960.0,424020670.0,467818700.0,289247100.0,315683500.0
2100.0,59849656.0,274097500.0,260842830.0,83925880.0,409981250.0,458905060.0,281011700.0,302386180.0
