time,MPI-ESM-LR,GISS-E2-R,CCSM4,CANESM2,IPSL-CM5A-LR,CNRM-CM5,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M
2064.0,494247520.0,663204600.0,495715300.0,253881730.0,406859400.0,589461900.0,182475380.0,260177260.0,655262340.0,412418140.0
2065.0,470923260.0,578187600.0,475066370.0,228830350.0,380044060.0,567653400.0,175564080.0,223204930.0,618100900.0,395205980.0
2066.0,443265000.0,562534500.0,440404960.0,213552910.0,357230660.0,540895600.0,144256560.0,206380560.0,593564200.0,363108060.0
2067.0,412664480.0,554265700.0,419265000.0,193302910.0,341869980.0,528300930.0,131349304.0,186656220.0,577640060.0,347364540.0
2068.0,395522300.0,532365200.0,392163100.0,184558180.0,327203360.0,511747780.0,122775400.0,157593890.0,563446900.0,335657820.0
2069.0,381880100.0,508806340.0,375239170.0,170944930.0,314877220.0,486903550.0,114407710.0,137473920.0,535775000.0,330320930.0
2070.0,360206700.0,487076100.0,357432740.0,161811220.0,297871330.0,466582560.0,95619370.0,120043816.0,521505760.0,327601380.0
2071.0,340454940.0,477937860.0,344028030.0,151526480.0,283031170.0,450394620.0,79441200.0,106083350.0,496190600.0,312122500.0
2072.0,323191230.0,455734980.0,341191200.0,137782370.0,267468380.0,439177060.0,69398504.0,85694810.0,478586100.0,299156930.0
2073.0,301185660.0,446840350.0,321666600.0,124509030.0,249339330.0,423701630.0,60657460.0,80206800.0,473432930.0,288357540.0
2074.0,288491800.0,442268830.0,309726600.0,111316610.0,232993650.0,417523740.0,48697410.0,67611390.0,445780000.0,274556320.0
2075.0,353814750.0,430622850.0,282004260.0,107195610.0,205537310.0,400830300.0,45175450.0,56861444.0,453657200.0,259116450.0
2076.0,273803800.0,409314460.0,271447170.0,100892470.0,193681000.0,367844030.0,42498412.0,46683656.0,436148860.0,243548930.0
2077.0,261060430.0,406254430.0,258934540.0,81897970.0,182827100.0,349536350.0,38798948.0,44672690.0,434669000.0,229574130.0
2078.0,255108530.0,388029660.0,251706750.0,79298150.0,170790860.0,342877250.0,39778856.0,39977176.0,413512900.0,217848160.0
2079.0,244803890.0,382587940.0,241985800.0,74859780.0,142739630.0,324405470.0,33833524.0,39717896.0,389610780.0,205086700.0
2080.0,235350510.0,364452670.0,228923600.0,73218470.0,132802630.0,303800960.0,32705210.0,39801280.0,375514560.0,198184770.0
2081.0,224612160.0,365163740.0,216427020.0,67942020.0,120409850.0,285490200.0,30518162.0,36107332.0,371096030.0,191463660.0
2082.0,214519890.0,346178560.0,207030340.0,56684904.0,112840400.0,268658560.0,27047698.0,35006076.0,355823520.0,183158910.0
2083.0,201640900.0,344460400.0,195118000.0,48307840.0,96307350.0,262762660.0,25483642.0,33777320.0,343764350.0,176289180.0
2084.0,191227780.0,331803550.0,191104050.0,47653936.0,77269680.0,237392780.0,22255410.0,33174544.0,333354460.0,171053800.0
2085.0,183794160.0,322968000.0,178633870.0,42549824.0,69472910.0,227444780.0,19788316.0,28614502.0,313191700.0,158512690.0
2086.0,168548670.0,321239580.0,169321260.0,41882452.0,68261150.0,215947840.0,17024016.0,25185970.0,307376060.0,150346860.0
2087.0,152817550.0,312096130.0,160189300.0,38479324.0,62683404.0,206920030.0,16884194.0,23559888.0,300865340.0,145452300.0
2088.0,146084900.0,288592160.0,156256740.0,35525760.0,60784532.0,197047310.0,15382294.0,21783722.0,279026000.0,136577100.0
2089.0,137540500.0,274863550.0,148053680.0,34061348.0,53634532.0,188263870.0,15226595.0,21157120.0,261694050.0,131587660.0
2090.0,130841950.0,265761440.0,141608720.0,32631556.0,45960772.0,187019180.0,13356276.0,19055604.0,246603400.0,114934940.0
2091.0,111391750.0,259298430.0,136959180.0,28460540.0,45022268.0,176946380.0,12809477.0,18540356.0,235857260.0,111328216.0
2092.0,106959900.0,242592700.0,129756100.0,25444300.0,39712996.0,163460800.0,12215532.0,17726400.0,226694600.0,104773410.0
2093.0,99299860.0,230358160.0,117804640.0,24222696.0,38677788.0,156292300.0,10128513.0,17228026.0,216600770.0,100506070.0
2094.0,88034670.0,223795380.0,107547850.0,19626532.0,35985524.0,146209500.0,10098370.0,16575661.0,195311120.0,79566220.0
2095.0,79518424.0,218505950.0,100294296.0,17807012.0,35327480.0,140696260.0,9569193.0,14154899.0,176247470.0,76425900.0
2096.0,77264230.0,212657100.0,90820240.0,15434003.0,33134968.0,137166100.0,8834343.0,13728484.0,168739950.0,73427304.0
2097.0,74384424.0,219621740.0,81787176.0,14825892.0,31883772.0,128754180.0,8259711.0,13481144.0,159872220.0,71605840.0
2098.0,69566680.0,207049800.0,78294960.0,14173422.0,31228872.0,122539720.0,8011257.5,12532272.0,137738300.0,69013580.0
2099.0,63976110.0,201248530.0,77083830.0,11416608.0,28220854.0,118591340.0,7777337.5,12026100.0,130674840.0,64632844.0
2100.0,59044850.0,192659920.0,75001110.0,11361991.0,25611906.0,113221700.0,6496370.0,10347580.0,123255016.0,57496640.0
