time,EC-EARTH3-VEG,MRI-ESM2-0,CESM2-WACCM,INM-CM4-8,CANESM5,EC-EARTH3,MPI-ESM1-2-HR,ACCESS-CM2,ACCESS-ESM1-5,CESM2,INM-CM5-0,FGOALS-F3-L,NORESM2-MM,BCC-CSM2-MR,GFDL-ESM4,IPSL-CM6A-LR,CAMS-CSM1-0
2014.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0
2015.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0
2016.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0
2017.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0
2018.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0
2019.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0
2020.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0
2021.0,832833060000.0,835000500000.0,843563500000.0,839296900000.0,837286360000.0,840630340000.0,836478000000.0,826911000000.0,831511100000.0,830267500000.0,832961200000.0,832327400000.0,825686600000.0,829841340000.0,823656600000.0,831206800000.0,834643200000.0
2022.0,819182600000.0,818886100000.0,820651000000.0,823245000000.0,813001300000.0,812588600000.0,815813000000.0,808967700000.0,822064300000.0,825547500000.0,823218900000.0,835176500000.0,803596140000.0,808575200000.0,809142700000.0,821028850000.0,826442060000.0
2023.0,812478560000.0,816040200000.0,798637360000.0,811966400000.0,789003800000.0,809761100000.0,812813700000.0,783743060000.0,824293700000.0,810535800000.0,815390300000.0,812405560000.0,791276300000.0,802564340000.0,802779400000.0,807297200000.0,815770440000.0
2024.0,803524300000.0,803887250000.0,781197500000.0,800815500000.0,765904700000.0,800477350000.0,795743350000.0,767866900000.0,806162600000.0,791823500000.0,798022240000.0,792299770000.0,767650960000.0,791423200000.0,801318800000.0,791347460000.0,798266800000.0
2025.0,794194400000.0,784861400000.0,752845700000.0,785108900000.0,741323960000.0,797932100000.0,786597540000.0,748286800000.0,791211200000.0,781233950000.0,775986740000.0,771372800000.0,748876140000.0,791453000000.0,803049440000.0,768012700000.0,795129800000.0
2026.0,778195600000.0,773040600000.0,728971400000.0,772201840000.0,725512750000.0,777939300000.0,775019500000.0,728531600000.0,778187050000.0,768001050000.0,756757950000.0,765620900000.0,734299300000.0,789973700000.0,788218050000.0,755394350000.0,782256800000.0
2027.0,761640100000.0,761465340000.0,714422700000.0,763607300000.0,704583240000.0,768577000000.0,762158900000.0,718120300000.0,757156700000.0,758384160000.0,751631860000.0,738179300000.0,715425050000.0,785695240000.0,772242340000.0,748861700000.0,772890600000.0
2028.0,744226550000.0,745949900000.0,682753060000.0,753262460000.0,685902140000.0,754587860000.0,751589650000.0,704238000000.0,748321600000.0,746066700000.0,737123900000.0,713507540000.0,693709300000.0,772241200000.0,762406800000.0,739017160000.0,769145240000.0
2029.0,736316500000.0,736357060000.0,661047150000.0,745187800000.0,678562500000.0,735804900000.0,730608700000.0,681221300000.0,727445730000.0,721188950000.0,729466670000.0,686124560000.0,678292800000.0,766933700000.0,744292100000.0,717961560000.0,767638700000.0
2030.0,722644300000.0,714823040000.0,637072640000.0,738332700000.0,655903750000.0,730867000000.0,710885300000.0,656249500000.0,712900540000.0,689807560000.0,715809900000.0,661373060000.0,665203250000.0,751933900000.0,726570700000.0,707978460000.0,758486600000.0
2031.0,700624800000.0,702416900000.0,622936500000.0,719824000000.0,635598140000.0,723653500000.0,705454740000.0,629172700000.0,698001300000.0,662770750000.0,713767000000.0,638239640000.0,649335140000.0,741340800000.0,708202400000.0,702023400000.0,757065650000.0
2032.0,680451700000.0,684337100000.0,615418230000.0,715773500000.0,618118200000.0,709435700000.0,706063760000.0,612487600000.0,678061870000.0,637140530000.0,700848870000.0,633110200000.0,623702050000.0,727367200000.0,689467160000.0,678615300000.0,745184560000.0
2033.0,666371600000.0,667542950000.0,589515900000.0,692492800000.0,595568400000.0,692823200000.0,690649400000.0,587649060000.0,655845360000.0,620314950000.0,691099200000.0,603676540000.0,604198860000.0,716540600000.0,670951600000.0,649713400000.0,739011600000.0
2034.0,654053500000.0,650891560000.0,567684300000.0,682029600000.0,579733700000.0,680996500000.0,677754630000.0,581945460000.0,640893850000.0,603509600000.0,682422960000.0,571597850000.0,590163500000.0,703172250000.0,656655900000.0,624434350000.0,727306340000.0
2035.0,635780900000.0,618190340000.0,546638460000.0,673056750000.0,562217940000.0,670018300000.0,672112250000.0,565089340000.0,623546660000.0,589810570000.0,668533650000.0,561119500000.0,573513860000.0,687204470000.0,639334300000.0,604348900000.0,714661700000.0
2036.0,617194500000.0,612164000000.0,526574750000.0,669533500000.0,549362630000.0,661690650000.0,650252700000.0,545949700000.0,598382740000.0,571333350000.0,646633000000.0,538145060000.0,559786100000.0,665405100000.0,625217200000.0,577747700000.0,706025360000.0
2037.0,600918460000.0,592798800000.0,505336330000.0,663535940000.0,541407600000.0,639589940000.0,633114660000.0,517844730000.0,574072500000.0,549003400000.0,636147140000.0,523511960000.0,543905970000.0,648492500000.0,608016900000.0,558949400000.0,704217550000.0
2038.0,595580300000.0,571740700000.0,485169730000.0,651772000000.0,519607300000.0,611730900000.0,631704000000.0,499120700000.0,557858700000.0,529303400000.0,620110150000.0,521865460000.0,522585280000.0,639639800000.0,594923700000.0,534265760000.0,694960460000.0
2039.0,587227500000.0,563322000000.0,465549750000.0,641808470000.0,500701950000.0,594009500000.0,619433750000.0,477382150000.0,541361240000.0,509623000000.0,609025000000.0,495897870000.0,506151530000.0,620766040000.0,586553560000.0,511622500000.0,690599700000.0
2040.0,573814150000.0,550125040000.0,445782400000.0,640401870000.0,486350230000.0,575453900000.0,603897100000.0,455592570000.0,532260160000.0,500142740000.0,589023100000.0,487663270000.0,489894580000.0,604905900000.0,568580500000.0,486178980000.0,693180600000.0
2041.0,568003900000.0,533811070000.0,425730830000.0,631942350000.0,465217650000.0,556728840000.0,591670350000.0,440607150000.0,518744150000.0,486169540000.0,578397400000.0,474000100000.0,469489500000.0,588293540000.0,563863750000.0,473076960000.0,681531000000.0
2042.0,555307200000.0,521568060000.0,407720260000.0,621820000000.0,448754780000.0,547444420000.0,579803700000.0,424610370000.0,496758820000.0,462202400000.0,562567250000.0,456671760000.0,452473030000.0,579389000000.0,546212000000.0,451620100000.0,674253500000.0
2043.0,544616050000.0,514506400000.0,395407230000.0,613336940000.0,436877230000.0,542883100000.0,577053000000.0,412939100000.0,476608760000.0,438344420000.0,549805160000.0,437379760000.0,443306870000.0,566380660000.0,529242130000.0,435287600000.0,670229270000.0
2044.0,540690640000.0,496332370000.0,381540140000.0,599147940000.0,426618060000.0,527102740000.0,562718700000.0,395653380000.0,468974140000.0,422279280000.0,534397000000.0,426172200000.0,427035950000.0,542850900000.0,516323870000.0,421778600000.0,670618700000.0
2045.0,527671030000.0,482345750000.0,366121450000.0,592107700000.0,412146170000.0,511138230000.0,551930600000.0,387654700000.0,451838400000.0,417368280000.0,525429150000.0,407296000000.0,407326500000.0,527987870000.0,502920120000.0,410931270000.0,658908300000.0
2046.0,512786730000.0,466346870000.0,355941220000.0,583960950000.0,402260070000.0,501059680000.0,540397270000.0,373007400000.0,443586350000.0,402000100000.0,515242130000.0,393324530000.0,398878970000.0,520043130000.0,487567560000.0,396542250000.0,665826900000.0
2047.0,503133730000.0,459131620000.0,344715620000.0,559785840000.0,387157600000.0,483496660000.0,529352600000.0,360878440000.0,430192820000.0,388177600000.0,505789700000.0,381365850000.0,383223430000.0,510316600000.0,482409100000.0,384692500000.0,665352900000.0
2048.0,492847400000.0,446240620000.0,330312320000.0,548773000000.0,374870640000.0,462595300000.0,518196700000.0,338981000000.0,418049330000.0,379866050000.0,494200550000.0,370715950000.0,364674500000.0,506177550000.0,477144380000.0,369958980000.0,655078700000.0
2049.0,476812200000.0,435204000000.0,319332550000.0,539831760000.0,367590280000.0,455869330000.0,514757260000.0,323246100000.0,403681400000.0,367953350000.0,478935100000.0,365459800000.0,354262120000.0,500425800000.0,466418240000.0,362202530000.0,652321160000.0
2050.0,450394300000.0,427919700000.0,310617600000.0,525515600000.0,358302800000.0,442720520000.0,504849200000.0,313552540000.0,387609950000.0,356199040000.0,476529560000.0,360321020000.0,342862140000.0,487240240000.0,456619720000.0,353322600000.0,661302900000.0
2051.0,435908280000.0,410438140000.0,296545320000.0,521262800000.0,349685350000.0,428276350000.0,498907280000.0,306153460000.0,374815330000.0,340388020000.0,470997830000.0,353378170000.0,330757830000.0,474973440000.0,449434320000.0,337350460000.0,651263100000.0
2052.0,436560040000.0,399629160000.0,284208630000.0,508425440000.0,342287320000.0,418805150000.0,495412000000.0,293743070000.0,364057360000.0,327792600000.0,461958900000.0,344636880000.0,314506440000.0,467688230000.0,442131700000.0,326594660000.0,640799600000.0
2053.0,428233200000.0,391941400000.0,270132360000.0,502551580000.0,328604000000.0,405682500000.0,483469720000.0,281259250000.0,355225370000.0,319193840000.0,445055530000.0,342664840000.0,307263930000.0,456767860000.0,436619200000.0,317408500000.0,638137340000.0
2054.0,423747350000.0,384330560000.0,260165390000.0,501642430000.0,317618800000.0,395945050000.0,467230820000.0,272101740000.0,347246560000.0,301957020000.0,439047100000.0,337979440000.0,298327050000.0,448915050000.0,431217670000.0,310088170000.0,640041700000.0
2055.0,406545040000.0,370498700000.0,250317180000.0,495735280000.0,305556700000.0,382895750000.0,460059700000.0,257679500000.0,332581270000.0,291468100000.0,428152160000.0,329379940000.0,288217760000.0,441240400000.0,423588270000.0,299677400000.0,641833000000.0
2056.0,401411570000.0,361479200000.0,243360860000.0,484532000000.0,297862430000.0,377204440000.0,453654580000.0,250391150000.0,327544540000.0,286866960000.0,422240400000.0,322960520000.0,280249140000.0,438175760000.0,415919080000.0,290859650000.0,649124300000.0
2057.0,391220040000.0,356456920000.0,232113000000.0,480330700000.0,284024300000.0,373437500000.0,454282250000.0,240047980000.0,320074480000.0,280287940000.0,412604170000.0,324213500000.0,270517500000.0,428505430000.0,405784530000.0,277828340000.0,642028400000.0
2058.0,375648320000.0,354379960000.0,222831280000.0,469094530000.0,270371320000.0,362101600000.0,447708860000.0,231308770000.0,309281260000.0,267102270000.0,407924970000.0,312525230000.0,260469850000.0,428518570000.0,394776400000.0,273003360000.0,636296000000.0
2059.0,364410300000.0,346127960000.0,213833580000.0,460983270000.0,258635870000.0,354054370000.0,441813730000.0,222203990000.0,295484460000.0,251167750000.0,402419020000.0,307555600000.0,252006900000.0,418118240000.0,384385200000.0,262233590000.0,632786900000.0
2060.0,352636830000.0,338379000000.0,204904990000.0,452236740000.0,246602100000.0,344077170000.0,428046320000.0,214178230000.0,287572750000.0,237921930000.0,399090700000.0,304502340000.0,245459580000.0,409662260000.0,378926170000.0,250221940000.0,625902300000.0
2061.0,343440750000.0,331184080000.0,196447670000.0,447433380000.0,235408300000.0,339169080000.0,426129700000.0,202300470000.0,279568740000.0,227323500000.0,391763760000.0,299076940000.0,238881130000.0,403071370000.0,370348620000.0,247467250000.0,613296770000.0
2062.0,339218560000.0,324771380000.0,189730680000.0,440985750000.0,229110070000.0,336305600000.0,424307460000.0,194831610000.0,272762670000.0,221477270000.0,386669940000.0,297534200000.0,228938380000.0,399026200000.0,355706470000.0,239022950000.0,600398230000.0
2063.0,330043400000.0,320595430000.0,185375560000.0,434867100000.0,221335780000.0,325602670000.0,413248780000.0,187551040000.0,268205570000.0,213403060000.0,377542100000.0,286631360000.0,220686420000.0,388376920000.0,347791600000.0,227023780000.0,590494430000.0
2064.0,317966800000.0,315318960000.0,178387600000.0,426019700000.0,212767080000.0,322688900000.0,411964150000.0,180238500000.0,258744090000.0,203248340000.0,363903000000.0,281627360000.0,211671070000.0,385409580000.0,343695070000.0,216241060000.0,582659000000.0
2065.0,298560200000.0,305413300000.0,169924350000.0,415101980000.0,202871780000.0,310846800000.0,407059200000.0,171391340000.0,253532230000.0,197266400000.0,359103070000.0,280634620000.0,206488110000.0,382814800000.0,334060220000.0,210236640000.0,589101900000.0
2066.0,290525900000.0,297158020000.0,164078570000.0,411427370000.0,196737630000.0,306669900000.0,395180930000.0,166130880000.0,250476560000.0,190299880000.0,347293300000.0,274753030000.0,201890450000.0,373637940000.0,332616040000.0,203231640000.0,588543560000.0
2067.0,286374430000.0,292378080000.0,158688360000.0,401208640000.0,188772730000.0,297376580000.0,384657260000.0,159052640000.0,240047920000.0,182429420000.0,341940860000.0,267894230000.0,194167730000.0,366341230000.0,323378680000.0,197966100000.0,581633970000.0
2068.0,277937200000.0,291674260000.0,150642280000.0,393226550000.0,182050100000.0,286934200000.0,378461130000.0,150283370000.0,234226700000.0,170441410000.0,338768860000.0,268947200000.0,186177030000.0,370077370000.0,320867830000.0,192355060000.0,575618600000.0
2069.0,265667330000.0,285450830000.0,144594550000.0,385287600000.0,175764950000.0,278854930000.0,369342780000.0,143799300000.0,228763800000.0,162155890000.0,330855580000.0,268818270000.0,182242740000.0,365518800000.0,314728940000.0,183775700000.0,573532000000.0
2070.0,261771260000.0,280350650000.0,140300190000.0,375562600000.0,169604280000.0,272345680000.0,363433300000.0,137551700000.0,223313180000.0,155997200000.0,324155400000.0,262105070000.0,175392560000.0,357607830000.0,307307380000.0,173244100000.0,569459400000.0
2071.0,260389220000.0,277618750000.0,137830700000.0,369408970000.0,162353600000.0,264211760000.0,352178500000.0,131814375000.0,213886190000.0,147833670000.0,316554500000.0,257518000000.0,170549660000.0,355190670000.0,300266550000.0,166293080000.0,569924300000.0
2072.0,246910350000.0,273772540000.0,133231526000.0,364682900000.0,154761530000.0,254987940000.0,350039080000.0,128028950000.0,210904660000.0,139748180000.0,311923080000.0,253095120000.0,163487810000.0,342609170000.0,293957200000.0,157980880000.0,562906330000.0
2073.0,239450910000.0,266206720000.0,130392695000.0,361831630000.0,147170300000.0,251347040000.0,347111900000.0,122560890000.0,205369770000.0,132634990000.0,305919800000.0,249289800000.0,158179150000.0,336099400000.0,288434620000.0,151707160000.0,560305730000.0
2074.0,236602440000.0,265295170000.0,127815380000.0,358821760000.0,142926710000.0,240967290000.0,341196400000.0,117780490000.0,199124520000.0,125303280000.0,297295900000.0,246925970000.0,153948100000.0,328518830000.0,284078150000.0,143891630000.0,562002600000.0
2075.0,231614400000.0,260308680000.0,123940086000.0,349982950000.0,137239620000.0,227397070000.0,337088050000.0,112085000000.0,194988690000.0,119714080000.0,296627100000.0,238289810000.0,149978200000.0,319570120000.0,276562970000.0,137207740000.0,555749700000.0
2076.0,223110640000.0,254516870000.0,122151354000.0,347254030000.0,134556500000.0,217246320000.0,330589670000.0,107660800000.0,189920790000.0,113850460000.0,296186500000.0,236604030000.0,147066950000.0,311097070000.0,273600760000.0,132192380000.0,552729100000.0
2077.0,215324930000.0,250392970000.0,119602225000.0,342048670000.0,129158580000.0,210770890000.0,321800400000.0,105002820000.0,187933360000.0,109590840000.0,288519550000.0,229810340000.0,145489100000.0,309140600000.0,271216280000.0,124935320000.0,557220900000.0
2078.0,205029080000.0,246329920000.0,115691310000.0,339876940000.0,124703050000.0,211210240000.0,308170980000.0,101105885000.0,181612680000.0,103805880000.0,281559370000.0,225687760000.0,142219080000.0,308253920000.0,264433140000.0,118494280000.0,555895100000.0
2079.0,199746520000.0,240384950000.0,113637360000.0,331636930000.0,119675510000.0,205616480000.0,302507520000.0,96039660000.0,178895590000.0,98404360000.0,278730200000.0,218290860000.0,137058664000.0,302645580000.0,260932850000.0,116000470000.0,553867800000.0
2080.0,190593800000.0,233163950000.0,109753320000.0,325065000000.0,115038314000.0,202157650000.0,297362160000.0,91691170000.0,173642730000.0,94225700000.0,274655610000.0,213241660000.0,134025870000.0,296214720000.0,259422270000.0,111081270000.0,556250200000.0
2081.0,183502400000.0,231605390000.0,107570560000.0,321763250000.0,110860380000.0,199041190000.0,293651740000.0,89398580000.0,167205680000.0,90479260000.0,274821220000.0,206952660000.0,132643830000.0,293562020000.0,254024200000.0,106844060000.0,558454000000.0
2082.0,180636940000.0,227625800000.0,106725470000.0,317311400000.0,106662625000.0,195029300000.0,286372230000.0,85992030000.0,160380520000.0,87161496000.0,269484380000.0,203575540000.0,130513720000.0,289130500000.0,249371890000.0,101002820000.0,553023200000.0
2083.0,173821660000.0,225553900000.0,105382110000.0,314956900000.0,104983314000.0,186652670000.0,286811880000.0,82016840000.0,156304600000.0,84559660000.0,267806740000.0,201671430000.0,129677800000.0,284713450000.0,236209060000.0,98282000000.0,549110580000.0
2084.0,168848770000.0,222285370000.0,100890020000.0,308766200000.0,101006530000.0,181624140000.0,279612460000.0,81206170000.0,148066140000.0,82668085000.0,267355680000.0,194757480000.0,127198810000.0,283484980000.0,234953600000.0,94763140000.0,544621400000.0
2085.0,167656050000.0,218808450000.0,98306550000.0,304339220000.0,97661260000.0,179678540000.0,272160150000.0,78352785000.0,144081810000.0,82808726000.0,261411010000.0,190730520000.0,124655395000.0,274118740000.0,235771000000.0,91501330000.0,546137100000.0
2086.0,159134220000.0,213542370000.0,93682150000.0,301862620000.0,92221100000.0,176249930000.0,266644950000.0,76742590000.0,136331670000.0,81236345000.0,255903450000.0,186788940000.0,121389180000.0,267739630000.0,235578020000.0,89670810000.0,550341300000.0
2087.0,155684490000.0,207449060000.0,90983160000.0,296947400000.0,88830480000.0,177098750000.0,257630720000.0,72891654000.0,127075030000.0,78198520000.0,252740010000.0,183750460000.0,119851230000.0,265695770000.0,229618370000.0,88960790000.0,546584850000.0
2088.0,149724250000.0,202105830000.0,90054080000.0,292409440000.0,88333710000.0,173903740000.0,254441260000.0,69886100000.0,124041630000.0,76768580000.0,248603150000.0,180751200000.0,118863420000.0,260013280000.0,225590500000.0,86509670000.0,544077680000.0
2089.0,143979380000.0,197332860000.0,88028815000.0,285073540000.0,87131780000.0,169782150000.0,252047330000.0,66568245000.0,120951540000.0,73341920000.0,244479620000.0,174324320000.0,117725176000.0,259478100000.0,219864190000.0,84356000000.0,551465100000.0
2090.0,137403070000.0,193080590000.0,84335510000.0,280390630000.0,86302610000.0,171593990000.0,250791770000.0,64098120000.0,118730110000.0,71080100000.0,242431720000.0,169268040000.0,115883060000.0,254007280000.0,217787470000.0,82691604000.0,549200660000.0
2091.0,134003370000.0,187555550000.0,83169575000.0,279128180000.0,82900100000.0,166815710000.0,243885130000.0,61680263000.0,115825110000.0,69031630000.0,240902950000.0,169833860000.0,113821975000.0,249298940000.0,213437150000.0,79572386000.0,544701840000.0
2092.0,136475780000.0,184150870000.0,80267444000.0,276922800000.0,81472860000.0,163036640000.0,243750670000.0,59036640000.0,112195110000.0,68488050000.0,238109070000.0,164630800000.0,111445360000.0,244676950000.0,213354020000.0,76529770000.0,548308800000.0
2093.0,137479830000.0,180382400000.0,77849240000.0,273536910000.0,81485040000.0,163452800000.0,240719090000.0,56673940000.0,109450760000.0,66111406000.0,236981000000.0,158521230000.0,109461820000.0,240188390000.0,212376620000.0,76209955000.0,541913220000.0
2094.0,134409590000.0,179854310000.0,76508060000.0,272475520000.0,78745710000.0,161137130000.0,243896990000.0,54504340000.0,107721605000.0,63120237000.0,233337570000.0,155541270000.0,106431726000.0,239057930000.0,211588300000.0,74570560000.0,543120420000.0
2095.0,128525060000.0,176338650000.0,74609130000.0,268586370000.0,77301195000.0,156660120000.0,240429940000.0,52570220000.0,103500450000.0,61128520000.0,229072500000.0,154539720000.0,104877450000.0,237473780000.0,207438640000.0,73651210000.0,549655380000.0
2096.0,120246960000.0,170902160000.0,72899790000.0,266555300000.0,75494924000.0,153737700000.0,238905440000.0,50562486000.0,102839230000.0,59417020000.0,227176550000.0,154049800000.0,103791890000.0,235762000000.0,205587480000.0,72662565000.0,547403730000.0
2097.0,117839590000.0,168908200000.0,71801150000.0,264021520000.0,72927170000.0,149381280000.0,237664620000.0,49044540000.0,101578195000.0,58436764000.0,225712500000.0,149213460000.0,103871650000.0,234256970000.0,205452870000.0,72559420000.0,549855300000.0
2098.0,115774190000.0,167949910000.0,70528500000.0,258929440000.0,71326250000.0,146448880000.0,236270850000.0,47307690000.0,100505470000.0,54613600000.0,227615670000.0,147169720000.0,100627630000.0,230446270000.0,199493160000.0,72025100000.0,543465180000.0
2099.0,119054730000.0,165621090000.0,67977757000.0,258653130000.0,71145810000.0,144164500000.0,233578350000.0,46361555000.0,98249750000.0,53561393000.0,225184070000.0,143203160000.0,97441340000.0,225138050000.0,198773360000.0,69496550000.0,536163750000.0
2100.0,114216346000.0,163415870000.0,66362870000.0,261238500000.0,69236630000.0,143690870000.0,230098240000.0,45508866000.0,95502220000.0,52359655000.0,225949170000.0,139139780000.0,96973324000.0,217864780000.0,194753540000.0,67499946000.0,532672150000.0
