time,MPI-ESM1-2-HR,UKESM1-0-LL,CNRM-ESM2-1,IITM-ESM,EC-EARTH3,GFDL-ESM4,CNRM-CM6-1,KACE-1-0-G,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,MIROC6,TAIESM1,CESM2-WACCM
2012.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0,10038556000.0
2013.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0,10036000000.0
2014.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0,10034335000.0
2015.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0
2016.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0
2017.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0
2018.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0
2019.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0
2020.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0
2021.0,10008091000.0,10002898000.0,10006982000.0,10009757000.0,9998260000.0,10006769000.0,10009793000.0,10216868000.0,10002248000.0,9996461000.0,10008067000.0,10004529000.0,10005944000.0,10006453000.0
2022.0,9999359000.0,9996087000.0,10007047000.0,10013115000.0,9985303000.0,9998497000.0,10004209000.0,10267916000.0,9992833000.0,9980245000.0,10004510000.0,9998609000.0,9995587000.0,9998390000.0
2023.0,9994446000.0,9985318000.0,9999895000.0,10010591000.0,9969028000.0,9994326000.0,10000539000.0,10197961000.0,9980040000.0,9964524000.0,9999358000.0,9995789000.0,9985907000.0,9991882000.0
2024.0,9991471000.0,9974929000.0,9994690000.0,10002165000.0,9948948000.0,9990997000.0,9994991000.0,10316072000.0,9977072000.0,9952622000.0,10001614000.0,9993371000.0,9979329000.0,9983466000.0
2025.0,9985628000.0,9962898000.0,9991306000.0,9997156000.0,9932903000.0,9988001000.0,9989883000.0,10354488000.0,9968129000.0,9932475000.0,9990110000.0,9990279000.0,9973142000.0,9975703000.0
2026.0,9979828000.0,9949587000.0,9989162000.0,9991405000.0,9906290000.0,9983672000.0,9988190000.0,10399676000.0,9955012000.0,9915609000.0,9984744000.0,9987268000.0,9966340000.0,9969467000.0
2027.0,9972007000.0,9926257000.0,9989971000.0,9990857000.0,9877052000.0,9977487000.0,9982970000.0,10380402000.0,9937454000.0,9892252000.0,9982054000.0,9981410000.0,9956619000.0,9959819000.0
2028.0,9958282000.0,9917673000.0,9990119000.0,9987035000.0,9832159000.0,9963864000.0,9979224000.0,10391976000.0,9919160000.0,9851349000.0,9972448000.0,9970786000.0,9938232000.0,9946544000.0
2029.0,9943590000.0,9892433000.0,9985788000.0,9974490000.0,9784303000.0,9951290000.0,9971573000.0,10310044000.0,9894071000.0,9814986000.0,9972706000.0,9969636000.0,9923078000.0,9933857000.0
2030.0,9921525000.0,9864129000.0,9973868000.0,9963275000.0,9707203000.0,9940844000.0,9964419000.0,10257215000.0,9883333000.0,9774167000.0,9959476000.0,9957338000.0,9900512000.0,9915050000.0
2031.0,9916002000.0,9838390000.0,9961774000.0,9952346000.0,9663342000.0,9926961000.0,9959336000.0,10246774000.0,9856772000.0,9729010000.0,9936831000.0,9936980000.0,9886091000.0,9903188000.0
2032.0,9905116000.0,9805212000.0,9955342000.0,9943772000.0,9606067000.0,9920457000.0,9950688000.0,10269885000.0,9829362000.0,9659215000.0,9929309000.0,9934621000.0,9862898000.0,9886014000.0
2033.0,9887019000.0,9778626000.0,9953904000.0,9929187000.0,9528541000.0,9906108000.0,9933001000.0,10307446000.0,9808791000.0,9599041000.0,9911171000.0,9924242000.0,9840505000.0,9868708000.0
2034.0,9875411000.0,9763764000.0,9936639000.0,9916539000.0,9443027000.0,9893079000.0,9924068000.0,10383928000.0,9773378000.0,9526349000.0,9897407000.0,9916910000.0,9829752000.0,9854872000.0
2035.0,9866941000.0,9735988000.0,9927979000.0,9908001000.0,9348022000.0,9878006000.0,9917026000.0,10370816000.0,9733573000.0,9446639000.0,9882161000.0,9898322000.0,9801299000.0,9845097000.0
2036.0,9849977000.0,9694489000.0,9924571000.0,9896014000.0,9269232000.0,9872628000.0,9911510000.0,10360223000.0,9697176000.0,9370293000.0,9869170000.0,9892037000.0,9767116000.0,9830893000.0
2037.0,9840965000.0,9661559000.0,9921633000.0,9874924000.0,9109166000.0,9852870000.0,9899632000.0,10341577000.0,9655176000.0,9238332000.0,9849068000.0,9875373000.0,9735224000.0,9807993000.0
2038.0,9812820000.0,9601451000.0,9926011000.0,9859430000.0,8984779000.0,9835288000.0,9886789000.0,10305230000.0,9618354000.0,9116969000.0,9834966000.0,9865380000.0,9675058000.0,9780363000.0
2039.0,9786618000.0,9562017000.0,9906934000.0,9849999000.0,8827195000.0,9822070000.0,9878415000.0,10345515000.0,9579078000.0,9001474000.0,9816112000.0,9847646000.0,9632975000.0,9746227000.0
2040.0,9768891000.0,9508526000.0,9895066000.0,9835248000.0,8696006000.0,9799384000.0,9856152000.0,10308323000.0,9539698000.0,8861020000.0,9787478000.0,9827068000.0,9592574000.0,9717883000.0
2041.0,9746948000.0,9462816000.0,9886143000.0,9817084000.0,8577054700.0,9778236000.0,9847867000.0,10258822000.0,9485460000.0,8693191000.0,9779607000.0,9818647000.0,9554313000.0,9676940000.0
2042.0,9729767000.0,9407730000.0,9876750000.0,9791457000.0,8389127700.0,9760112000.0,9830206000.0,10252516000.0,9417727000.0,8558918000.0,9759834000.0,9803652000.0,9507551000.0,9657937000.0
2043.0,9698226000.0,9352115000.0,9861430000.0,9751036000.0,8284793300.0,9739829000.0,9823413000.0,10292005000.0,9359478000.0,8418096600.0,9747983000.0,9777238000.0,9447251000.0,9626462000.0
2044.0,9685417000.0,9283328000.0,9855442000.0,9719416000.0,8134035000.0,9727109000.0,9810630000.0,10338178000.0,9317871000.0,8305702400.0,9741737000.0,9756294000.0,9394471000.0,9587525000.0
2045.0,9670774000.0,9198573000.0,9841520000.0,9701029000.0,8035927000.0,9707949000.0,9811787000.0,10297003000.0,9279903000.0,8164159000.0,9713781000.0,9736361000.0,9305223000.0,9559871000.0
2046.0,9650062000.0,9103881000.0,9832877000.0,9675191000.0,7941596000.0,9694591000.0,9805008000.0,10236266000.0,9213583000.0,7982734000.0,9690926000.0,9733189000.0,9227093000.0,9524072000.0
2047.0,9622466000.0,8987927000.0,9833070000.0,9659496000.0,7771659000.0,9670247000.0,9796839000.0,10167029000.0,9133535000.0,7849623000.0,9673610000.0,9720285000.0,9148963000.0,9485360000.0
2048.0,9602580000.0,8890120000.0,9824217000.0,9634930000.0,7643063000.0,9658536000.0,9783627000.0,10141755000.0,9064882000.0,7697654000.0,9642049000.0,9709833000.0,9047754000.0,9433198000.0
2049.0,9591369000.0,8773879000.0,9806376000.0,9597162000.0,7521733000.0,9643729000.0,9783668000.0,10249064000.0,8990985000.0,7581434000.0,9616401000.0,9695145000.0,8954619000.0,9403801000.0
2050.0,9544413000.0,8680245000.0,9793117000.0,9578725000.0,7437580000.0,9633534000.0,9752410000.0,10193479000.0,8873395000.0,7417331000.0,9594754000.0,9679660000.0,8868702000.0,9369895000.0
2051.0,9501384000.0,8492114000.0,9775898000.0,9556077000.0,7312787000.0,9611283000.0,9742246000.0,10065156000.0,8809852000.0,7299714000.0,9569799000.0,9665797000.0,8773391000.0,9324106000.0
2052.0,9474401000.0,8403204600.0,9764769000.0,9517284000.0,7194602000.0,9586689000.0,9743199000.0,10101446000.0,8763244000.0,7171816000.0,9528003000.0,9642391000.0,8666413000.0,9273803000.0
2053.0,9443933000.0,8321292000.0,9757412000.0,9471788000.0,7104304600.0,9572619000.0,9731444000.0,10024255000.0,8676457000.0,6959809000.0,9487123000.0,9621495000.0,8526711300.0,9219281000.0
2054.0,9422378000.0,8237175000.0,9751175000.0,9429180000.0,6938488300.0,9539133000.0,9711705000.0,10011095000.0,8626523000.0,6857860600.0,9465617000.0,9613838000.0,8472697300.0,9174940000.0
2055.0,9388633000.0,8153904600.0,9743327000.0,9367766000.0,6797555000.0,9526292000.0,9693695000.0,9976380000.0,8543116000.0,6664663600.0,9420238000.0,9584414000.0,8399568000.0,9144263000.0
2056.0,9338974000.0,8023317500.0,9737673000.0,9312638000.0,6662665000.0,9505482000.0,9689591000.0,9956382000.0,8493767000.0,6507193300.0,9390195000.0,9562516000.0,8304055000.0,9089827000.0
2057.0,9296940000.0,7983770600.0,9724679000.0,9275116000.0,6508020700.0,9479030000.0,9682064000.0,10079262000.0,8454927400.0,6338060300.0,9348571000.0,9543834000.0,8267223000.0,9032657000.0
2058.0,9284790000.0,7884866600.0,9722548000.0,9239426000.0,6356539400.0,9460729000.0,9674797000.0,10042246000.0,8405927000.0,6180969000.0,9317098000.0,9520294000.0,8183737300.0,8983793000.0
2059.0,9251155000.0,7775571500.0,9718265000.0,9170979000.0,6244375600.0,9438514000.0,9658820000.0,10057827000.0,8351259000.0,6021863400.0,9267116000.0,9484825000.0,8103701000.0,8952453000.0
2060.0,9202728000.0,7732436500.0,9711607000.0,9138041000.0,6122285000.0,9402339000.0,9641066000.0,9995563000.0,8309988400.0,5873224000.0,9214511000.0,9461783000.0,8064019000.0,8914058000.0
2061.0,9143352000.0,7637750000.0,9694600000.0,9106400000.0,6021908500.0,9371189000.0,9622073000.0,9968354000.0,8249984500.0,5768403000.0,9164147000.0,9422269000.0,8007908400.0,8884401000.0
2062.0,9119502000.0,7545633300.0,9676858000.0,9008186000.0,5922584600.0,9341704000.0,9619837000.0,9944973000.0,8195476000.0,5678963000.0,9103963000.0,9389343000.0,7949650000.0,8809151000.0
2063.0,9059462000.0,7434111500.0,9666199000.0,8972574000.0,5844888600.0,9302426000.0,9602660000.0,9924972000.0,8142507000.0,5526673400.0,9060215000.0,9343481000.0,7855075000.0,8782521000.0
2064.0,9019397000.0,7319129000.0,9649835000.0,8899788000.0,5738048000.0,9267750000.0,9594835000.0,9852691000.0,8109454000.0,5395018000.0,8973937000.0,9286838000.0,7796473000.0,8748850000.0
2065.0,8978589000.0,7244401700.0,9641348000.0,8831952000.0,5626074600.0,9236499000.0,9590437000.0,9836835000.0,8056018400.0,5288148000.0,8932617000.0,9263842000.0,7722785300.0,8682831000.0
2066.0,8953922000.0,7175388000.0,9628099000.0,8774679000.0,5506545700.0,9169302000.0,9562941000.0,9808455000.0,8020975600.0,5203126300.0,8870682000.0,9212941000.0,7671675000.0,8651348000.0
2067.0,8940477000.0,7085121000.0,9623335000.0,8719496000.0,5456963000.0,9144850000.0,9549145000.0,9919685000.0,7974267000.0,5079862000.0,8827744000.0,9190254000.0,7593280000.0,8626643000.0
2068.0,8879321000.0,7003437000.0,9613479000.0,8657436000.0,5363480600.0,9118582000.0,9528337000.0,9887232000.0,7925641000.0,4973315000.0,8754972000.0,9140543000.0,7515130400.0,8572513300.0
2069.0,8837186000.0,6944739300.0,9626504000.0,8636861000.0,5258418700.0,9068505000.0,9496927000.0,9826358000.0,7875357700.0,4860152000.0,8712846000.0,9113768000.0,7490943000.0,8565423000.0
2070.0,8781693000.0,6828564000.0,9611434000.0,8634808000.0,5181468000.0,9013964000.0,9456273000.0,9845949000.0,7824054300.0,4766399500.0,8674761000.0,9070379000.0,7396296700.0,8575340500.0
2071.0,8751290000.0,6742600700.0,9607090000.0,8570711600.0,5105736000.0,8975721000.0,9420291000.0,9728735000.0,7788883500.0,4600344000.0,8640255000.0,9023427000.0,7355203600.0,8565581300.0
2072.0,8742468000.0,6605008000.0,9570121000.0,8541636600.0,5015845000.0,8940288000.0,9387630000.0,9704840000.0,7753891300.0,4516543500.0,8601802000.0,8982015000.0,7269186600.0,8520879600.0
2073.0,8717060000.0,6498972700.0,9547841000.0,8476529700.0,4920560000.0,8912420000.0,9363460000.0,9702062000.0,7688421000.0,4435112000.0,8552837000.0,8947247000.0,7204795000.0,8524142000.0
2074.0,8679274000.0,6394247700.0,9520736000.0,8438243000.0,4874413000.0,8898307000.0,9337216000.0,9687646000.0,7658693000.0,4323915300.0,8529499000.0,8898630000.0,7152443400.0,8456972300.0
2075.0,8658608000.0,6272730000.0,9519891000.0,8378718700.0,4758584300.0,8870158000.0,9283667000.0,9714730000.0,7640712000.0,4208210000.0,8481910300.0,8858730000.0,7106649600.0,8422699000.0
2076.0,8625489000.0,6180903000.0,9486694000.0,8346234400.0,4680304600.0,8814648000.0,9257788000.0,9725602000.0,7608864300.0,4106787600.0,8435776000.0,8817401000.0,7057286000.0,8409758000.0
2077.0,8617033000.0,6059130400.0,9458763000.0,8305612000.0,4606198300.0,8794754000.0,9221256000.0,9684121000.0,7552867000.0,3981083600.0,8403435500.0,8798348000.0,6988494300.0,8376186400.0
2078.0,8571003000.0,5976751600.0,9441424000.0,8268692500.0,4553588000.0,8776822000.0,9199355000.0,9657473000.0,7525862400.0,3898762800.0,8361043500.0,8766103000.0,6925127000.0,8353275000.0
2079.0,8553280500.0,5838171000.0,9442789000.0,8195724300.0,4490350000.0,8748585000.0,9167150000.0,9637346000.0,7495887000.0,3769112800.0,8328679400.0,8731325000.0,6819378000.0,8364735500.0
2080.0,8522298400.0,5659677000.0,9405745000.0,8158213000.0,4430829000.0,8729880000.0,9143774000.0,9644319000.0,7482539500.0,3690871300.0,8301993500.0,8706711000.0,6722554000.0,8349502500.0
2081.0,8486623700.0,5563771000.0,9366093000.0,8087105500.0,4349630000.0,8707439000.0,9113644000.0,9567901000.0,7436522000.0,3604563000.0,8255527000.0,8668709000.0,6584660000.0,8334549000.0
2082.0,8472849400.0,5471571500.0,9337372000.0,8068422000.0,4285803800.0,8674764000.0,9063970000.0,9562299000.0,7430162000.0,3514796000.0,8229039600.0,8612920000.0,6514312700.0,8489375000.0
2083.0,8453577700.0,5381607000.0,9332803000.0,8054145500.0,4211454500.0,8652966000.0,9046830000.0,9539196000.0,7390599700.0,3437625300.0,8144340500.0,8589762600.0,6465707000.0,8337097000.0
2084.0,8425698000.0,5312232400.0,9302740000.0,7999782400.0,4142923300.0,8635926000.0,9029629000.0,9526434000.0,7409512400.0,3296438800.0,8099550700.0,8570263600.0,6431075300.0,8293286400.0
2085.0,8384710700.0,5192561000.0,9266203000.0,7968891400.0,4111166500.0,8603216000.0,8985858000.0,9535942000.0,7390090000.0,3203712500.0,8078015000.0,8517568000.0,6384057300.0,8262228500.0
2086.0,8373501400.0,5128509000.0,9262986000.0,7908207000.0,4049739300.0,8593665000.0,8961236000.0,9648217000.0,7411451400.0,3110593500.0,8025436000.0,8504874500.0,6326910000.0,8256168000.0
2087.0,8349067300.0,5065751600.0,9229188000.0,7862571000.0,4003484200.0,8581389000.0,8934193000.0,9522341000.0,7377887700.0,3005279500.0,7993522700.0,8467002000.0,6266832000.0,8223296500.0
2088.0,8331128000.0,4974590000.0,9194380000.0,7816338400.0,3954686500.0,8565428700.0,8910394000.0,9577007000.0,7337540600.0,2931271200.0,7952665600.0,8410283500.0,6210610700.0,8232331000.0
2089.0,8310382000.0,4943979000.0,9164048000.0,7754598400.0,3914544400.0,8530084400.0,8882310000.0,9488265000.0,7295385600.0,2847782000.0,7898807300.0,8381607000.0,6124694000.0,8234781000.0
2090.0,8279799300.0,4877658600.0,9152691000.0,7722714600.0,3865665300.0,8500734000.0,8873884000.0,9468561000.0,7264621600.0,2769895400.0,7809164300.0,8363730400.0,6091338000.0,8196858400.0
2091.0,8262406700.0,4796736000.0,9125130000.0,7664664000.0,3811847200.0,8465269000.0,8859558000.0,9462188000.0,7255918600.0,2694524400.0,7763837400.0,8329533400.0,5989731300.0,8184673300.0
2092.0,8229976000.0,4699707000.0,9101246000.0,7625268000.0,3727398100.0,8444456400.0,8837985000.0,9461751000.0,7242427000.0,2584973800.0,7723073500.0,8312684500.0,5915190000.0,8165911000.0
2093.0,8162190000.0,4641907000.0,9074911000.0,7563951600.0,3682534400.0,8426364400.0,8814462000.0,9500607000.0,7225414700.0,2505243600.0,7669476400.0,8265387000.0,5848014000.0,8134158000.0
2094.0,8142918700.0,4530108000.0,9068716000.0,7541126700.0,3640136700.0,8409221600.0,8778263000.0,9553596000.0,7206333000.0,2424266200.0,7638603000.0,8232274000.0,5758835000.0,8139082000.0
2095.0,8132005400.0,4426362400.0,9050123000.0,7499800600.0,3579506700.0,8382715000.0,8739874000.0,9451861000.0,7212752000.0,2329950700.0,7627340000.0,8199198700.0,5673685000.0,8101276700.0
2096.0,8088225300.0,4375984000.0,9030919000.0,7454120400.0,3557306600.0,8360661500.0,8714787000.0,9448429000.0,7230111000.0,2249106700.0,7589962000.0,8175884300.0,5602032000.0,8124684300.0
2097.0,8065431600.0,4290840600.0,9010472000.0,7417501700.0,3526660400.0,8348885500.0,8708170000.0,9445120000.0,7220463000.0,2156492500.0,7545302000.0,8125319700.0,5571503000.0,8194895400.0
2098.0,8052396000.0,4226048500.0,8987080000.0,7359747000.0,3466793500.0,8347208000.0,8679554000.0,9454881000.0,7237413400.0,2092566500.0,7531319300.0,8088002000.0,5528636400.0,8104662500.0
2099.0,7998687700.0,4156105000.0,8975890000.0,7322110500.0,3428801300.0,8306536400.0,8661359000.0,9430186000.0,7187317000.0,2022678100.0,7488859600.0,8040514600.0,5472533500.0,8167427600.0
2100.0,7978971000.0,4106086700.0,8953959000.0,7299279400.0,3383877600.0,8271463400.0,8633532000.0,9439415000.0,7152445000.0,1961437000.0,7456486400.0,7985487000.0,5403884000.0,8085270500.0
