time,GFDL-CM3,NORESM1-M,MPI-ESM-LR,GFDL-ESM2G,CCSM4,CSIRO-MK3-6-0,CNRM-CM5,GISS-E2-R,IPSL-CM5A-LR,CANESM2
2045.0,134081100000.0,132208935000.0,132055460000.0,132687160000.0,131279045000.0,131199920000.0,131061310000.0,132402530000.0,132169290000.0,131999050000.0
2046.0,133588340000.0,131943390000.0,131927530000.0,132566280000.0,131024550000.0,130599070000.0,130902420000.0,132304670000.0,132025740000.0,131809090000.0
2047.0,133759790000.0,131802600000.0,131761320000.0,132475980000.0,130970260000.0,130667790000.0,130824760000.0,132291200000.0,132016930000.0,131634820000.0
2048.0,133287580000.0,131705270000.0,131569150000.0,132196655000.0,130743340000.0,130770665000.0,130398510000.0,132669880000.0,131925060000.0,131528060000.0
2049.0,133200600000.0,131507310000.0,131429925000.0,132393574000.0,130214440000.0,130208800000.0,130210050000.0,132536730000.0,131752090000.0,131669210000.0
2050.0,133402560000.0,131540280000.0,131423370000.0,132408630000.0,130291460000.0,129769790000.0,129989250000.0,132024760000.0,131862135000.0,131266945000.0
2051.0,134242976000.0,131261990000.0,131121330000.0,131984015000.0,129967800000.0,129573760000.0,129603910000.0,131566240000.0,131462060000.0,131082460000.0
2052.0,134191630000.0,131080230000.0,130837170000.0,131996490000.0,129701070000.0,129121000000.0,129378890000.0,131472470000.0,131299640000.0,130806150000.0
2053.0,133827290000.0,130884160000.0,130722510000.0,131821820000.0,129341630000.0,128822215000.0,129288150000.0,131310820000.0,131165680000.0,130675600000.0
2054.0,133469600000.0,130481830000.0,130423160000.0,131601850000.0,129207830000.0,128635840000.0,128587800000.0,131149685000.0,130805300000.0,130272480000.0
2055.0,133198150000.0,130601630000.0,130560480000.0,131501210000.0,128785460000.0,128436110000.0,128259940000.0,130940715000.0,131508440000.0,130209420000.0
2056.0,133352530000.0,130158990000.0,130705530000.0,131448685000.0,128607600000.0,127949290000.0,127950270000.0,130779250000.0,130563015000.0,129945485000.0
2057.0,133460900000.0,130034780000.0,130336940000.0,131363960000.0,128397220000.0,127588500000.0,127250850000.0,130948055000.0,130001035000.0,129836790000.0
2058.0,133363106000.0,130223210000.0,130249500000.0,131301750000.0,127982960000.0,127372080000.0,126777434000.0,130694180000.0,129802980000.0,129633230000.0
2059.0,132995650000.0,129878780000.0,130134910000.0,131122800000.0,127633300000.0,127159110000.0,126790310000.0,130459830000.0,129458045000.0,129187980000.0
2060.0,133382270000.0,129919640000.0,130132935000.0,130891470000.0,127464110000.0,126759354000.0,125797550000.0,130390150000.0,129162880000.0,129011245000.0
2061.0,133389030000.0,129539620000.0,129691615000.0,130891170000.0,126957750000.0,126612480000.0,125302950000.0,130259850000.0,128967810000.0,128734855000.0
2062.0,133343900000.0,129387364000.0,129609940000.0,130858380000.0,126369686000.0,125933404000.0,125071060000.0,130021966000.0,128950910000.0,128452920000.0
2063.0,133302060000.0,129181280000.0,129312880000.0,130588850000.0,126083450000.0,125656730000.0,124467150000.0,129838620000.0,128502930000.0,128227810000.0
2064.0,132741450000.0,128880060000.0,129133440000.0,130286310000.0,125714270000.0,125308040000.0,124029750000.0,129790450000.0,128138940000.0,128086570000.0
2065.0,132759820000.0,128402990000.0,128957400000.0,130231880000.0,125111116000.0,124569730000.0,123781010000.0,129841230000.0,127520680000.0,127621060000.0
2066.0,133361620000.0,128200330000.0,128836110000.0,130023875000.0,124692030000.0,124085780000.0,123282506000.0,129198100000.0,127245260000.0,127171084000.0
2067.0,133959920000.0,127926910000.0,128480215000.0,129786060000.0,124180580000.0,123345380000.0,122780320000.0,128851110000.0,126837015000.0,126776600000.0
2068.0,132465074000.0,127633980000.0,128269940000.0,129710760000.0,123886120000.0,122895655000.0,122391830000.0,128985600000.0,126577300000.0,126367785000.0
2069.0,132388300000.0,127347090000.0,127789840000.0,129635610000.0,123486390000.0,122425565000.0,121616670000.0,128593950000.0,126206520000.0,126035075000.0
2070.0,132434895000.0,126928070000.0,127643020000.0,129629676000.0,122669120000.0,121753770000.0,120704385000.0,128501420000.0,125783960000.0,125499965000.0
2071.0,132230520000.0,126711700000.0,127514680000.0,129299400000.0,122143350000.0,120953810000.0,119991660000.0,128303230000.0,125466680000.0,124914300000.0
2072.0,132005450000.0,126552790000.0,127126980000.0,129134860000.0,121541020000.0,120571730000.0,119374290000.0,127899470000.0,124897990000.0,124539960000.0
2073.0,132188250000.0,126425416000.0,126952080000.0,129054966000.0,121209545000.0,119995610000.0,118578830000.0,127580640000.0,124439960000.0,124172010000.0
2074.0,131876990000.0,126195980000.0,126616410000.0,128862980000.0,120676860000.0,119368245000.0,117833390000.0,127236915000.0,124303340000.0,123719140000.0
2075.0,132177640000.0,125909420000.0,126233035000.0,128614620000.0,120190935000.0,118319645000.0,117467775000.0,126967270000.0,123671130000.0,123030700000.0
2076.0,131533290000.0,125433810000.0,126249345000.0,128467320000.0,119141065000.0,117751185000.0,116756880000.0,126808780000.0,123083200000.0,122664800000.0
2077.0,131334775000.0,125165380000.0,125933290000.0,128323660000.0,118341150000.0,117006730000.0,116194470000.0,126570725000.0,122761850000.0,122222715000.0
2078.0,131270230000.0,124755590000.0,125574810000.0,128071850000.0,117807130000.0,116037840000.0,115333680000.0,125984850000.0,122216410000.0,121802940000.0
2079.0,131199670000.0,124437160000.0,125270590000.0,128020220000.0,116978024000.0,115442640000.0,114257715000.0,125845180000.0,121332050000.0,121305055000.0
2080.0,131366700000.0,123950950000.0,124988500000.0,127413174000.0,115958800000.0,114520180000.0,113058220000.0,125715145000.0,121042630000.0,120528904000.0
2081.0,131091450000.0,123480870000.0,124569485000.0,127084675000.0,115250950000.0,113830035000.0,112134490000.0,125286244000.0,120541970000.0,119882380000.0
2082.0,130822370000.0,123179820000.0,124220916000.0,126887800000.0,114337690000.0,113001630000.0,111319550000.0,124919250000.0,120149290000.0,119371940000.0
2083.0,130544290000.0,122724794000.0,123812680000.0,126688840000.0,113031810000.0,112151670000.0,110368320000.0,124512620000.0,119606260000.0,118753860000.0
2084.0,130336100000.0,122160330000.0,123285316000.0,126592770000.0,111643820000.0,111308350000.0,109612210000.0,124232170000.0,118751650000.0,118001500000.0
2085.0,130052180000.0,121920190000.0,122693460000.0,126060840000.0,110644036000.0,110302170000.0,108217880000.0,123642020000.0,117754940000.0,117261340000.0
2086.0,129717110000.0,121392670000.0,122512690000.0,125746860000.0,109593100000.0,109334740000.0,107396820000.0,123395180000.0,116947600000.0,116693390000.0
2087.0,129431890000.0,121024600000.0,121940320000.0,125560816000.0,108594980000.0,108835530000.0,106329416000.0,123072220000.0,116532220000.0,116023390000.0
2088.0,129251340000.0,120455560000.0,121490680000.0,125358050000.0,107816575000.0,107594550000.0,105152070000.0,122782220000.0,116284860000.0,115261530000.0
2089.0,129187290000.0,119965830000.0,120787350000.0,125060460000.0,106402810000.0,106552060000.0,103894040000.0,122475940000.0,115380750000.0,114602370000.0
2090.0,128743970000.0,119505350000.0,120310825000.0,124885390000.0,105488770000.0,105339690000.0,102548670000.0,122521140000.0,114481955000.0,114001355000.0
2091.0,128392600000.0,118746990000.0,119904100000.0,124714540000.0,104319975000.0,104261345000.0,101321550000.0,121899600000.0,113191970000.0,112640720000.0
2092.0,128074430000.0,117973025000.0,119352950000.0,124189516000.0,103386440000.0,102800490000.0,100011000000.0,121409315000.0,112640630000.0,112090006000.0
2093.0,127810090000.0,117513020000.0,118876810000.0,124168495000.0,101942680000.0,101367750000.0,98644030000.0,120931510000.0,112026560000.0,111193980000.0
2094.0,127461700000.0,116942880000.0,118520136000.0,123775705000.0,100663900000.0,99942780000.0,97073530000.0,120633300000.0,111115440000.0,110323420000.0
2095.0,127307980000.0,116395900000.0,118090875000.0,123459910000.0,99734800000.0,97758180000.0,95734830000.0,120193884000.0,110316130000.0,109139340000.0
2096.0,126613600000.0,115808910000.0,117595400000.0,122847396000.0,98352460000.0,96182450000.0,93630030000.0,119776750000.0,109634100000.0,108255120000.0
2097.0,126302200000.0,115153125000.0,117167520000.0,122419660000.0,96853475000.0,94212415000.0,92420470000.0,119269600000.0,108940870000.0,107378510000.0
2098.0,126047120000.0,114379555000.0,116712360000.0,122092090000.0,95565100000.0,92523330000.0,90560880000.0,118808540000.0,108011960000.0,106817960000.0
2099.0,125799090000.0,113335755000.0,115856835000.0,121827930000.0,94117360000.0,90827940000.0,89195780000.0,118460300000.0,107344750000.0,105913660000.0
2100.0,125351920000.0,112675275000.0,115365890000.0,121369620000.0,92627300000.0,89348000000.0,87850656000.0,118148850000.0,107010090000.0,105126700000.0
