time,GFDL-ESM2G,MPI-ESM-LR,NORESM1-M,GFDL-CM3,IPSL-CM5A-LR,GISS-E2-R,CNRM-CM5,CSIRO-MK3-6-0,CANESM2,CESM1-CAM5,CCSM4
2044.0,133806326000.0,132995630000.0,132652655000.0,134782730000.0,132629840000.0,133190935000.0,132330620000.0,131989090000.0,131881790000.0,130877000000.0,132109830000.0
2045.0,133638324000.0,133099730000.0,132359470000.0,134712130000.0,132510490000.0,133161720000.0,132106674000.0,131612295000.0,131788980000.0,130743340000.0,132537720000.0
2046.0,133783460000.0,133370640000.0,132372190000.0,136455870000.0,132525060000.0,133679910000.0,131912160000.0,131582310000.0,131817420000.0,130609750000.0,131999840000.0
2047.0,133351900000.0,132814920000.0,132269560000.0,139904940000.0,132077680000.0,133725720000.0,131949410000.0,131382080000.0,131902220000.0,130337030000.0,131858694000.0
2048.0,133698445000.0,132658800000.0,132328040000.0,138313470000.0,132158680000.0,133146750000.0,131645110000.0,131385810000.0,131428900000.0,129952460000.0,131725296000.0
2049.0,133996830000.0,133004660000.0,132055760000.0,136040930000.0,131885160000.0,133098020000.0,131521120000.0,131240870000.0,131184010000.0,129720115000.0,131440080000.0
2050.0,133777924000.0,132693770000.0,131971370000.0,136715190000.0,131537660000.0,132990200000.0,131337314000.0,130861160000.0,131130040000.0,129154556000.0,131285475000.0
2051.0,133565300000.0,132718040000.0,132328940000.0,136686040000.0,131631555000.0,132920550000.0,131159880000.0,130707350000.0,130786040000.0,128766575000.0,131475050000.0
2052.0,133999050000.0,132837090000.0,131792780000.0,135029690000.0,131405865000.0,133141950000.0,131114074000.0,130789010000.0,130510210000.0,128584110000.0,131080634000.0
2053.0,133417240000.0,132652920000.0,131755680000.0,136061444000.0,131582060000.0,133386520000.0,131368180000.0,130398460000.0,130706910000.0,128288630000.0,130978955000.0
2054.0,133431660000.0,132832660000.0,131302140000.0,135177710000.0,131380750000.0,134245700000.0,130661850000.0,130332700000.0,130174240000.0,127953410000.0,130713240000.0
2055.0,133162620000.0,133117510000.0,131589915000.0,135051090000.0,130997010000.0,133933850000.0,130603660000.0,130428840000.0,130293450000.0,127722180000.0,130495440000.0
2056.0,132988440000.0,133376730000.0,131518366000.0,135007720000.0,131073780000.0,133036016000.0,130154800000.0,129923280000.0,129774060000.0,127452240000.0,130280464000.0
2057.0,134233825000.0,133341410000.0,130914165000.0,134658730000.0,130919105000.0,132843050000.0,129964196000.0,129740180000.0,129699365000.0,127224380000.0,130475780000.0
2058.0,134695740000.0,132964740000.0,131179860000.0,134491914000.0,130861690000.0,133080630000.0,129752736000.0,129630230000.0,129817650000.0,126933600000.0,130474705000.0
2059.0,133827630000.0,132993160000.0,131176950000.0,134447374000.0,130664374000.0,132740060000.0,129784510000.0,129852070000.0,129453530000.0,126526240000.0,130286300000.0
2060.0,133171270000.0,132911800000.0,130721760000.0,135205680000.0,131246146000.0,132618930000.0,129397240000.0,129222340000.0,129542930000.0,126382785000.0,130777080000.0
2061.0,132897520000.0,132717220000.0,130502250000.0,134716424000.0,130816100000.0,132424620000.0,129163310000.0,129121890000.0,129493700000.0,126079760000.0,130299050000.0
2062.0,132936080000.0,132338080000.0,130436610000.0,134711190000.0,130812895000.0,132224910000.0,128547430000.0,128984450000.0,129078166000.0,125350085000.0,129845610000.0
2063.0,132921490000.0,132394700000.0,130331830000.0,136591010000.0,130818190000.0,132298730000.0,128668770000.0,128802010000.0,128711500000.0,124850590000.0,129770710000.0
2064.0,133757166000.0,132262130000.0,130291780000.0,135169300000.0,130201780000.0,132120540000.0,128085340000.0,128490365000.0,128821090000.0,124410990000.0,129581060000.0
2065.0,133657120000.0,132149084000.0,130640150000.0,134787800000.0,130094170000.0,131996344000.0,128082410000.0,128034400000.0,128331910000.0,123915920000.0,129463870000.0
2066.0,133165700000.0,132083570000.0,129953280000.0,134843740000.0,130087620000.0,131954850000.0,127711670000.0,127963060000.0,127893740000.0,123605705000.0,129784955000.0
2067.0,134149340000.0,132305450000.0,129662970000.0,135311830000.0,130221440000.0,131800370000.0,127471970000.0,127685160000.0,127796340000.0,123207540000.0,129631830000.0
2068.0,133304180000.0,132011975000.0,130282594000.0,135268050000.0,129875180000.0,131935420000.0,127354070000.0,127416590000.0,127392690000.0,122870415000.0,129037664000.0
2069.0,132860700000.0,131763560000.0,129864470000.0,135384250000.0,129377346000.0,131930644000.0,127066480000.0,127321460000.0,127360160000.0,122818355000.0,128817800000.0
2070.0,132806620000.0,131712810000.0,129759715000.0,136044990000.0,129533900000.0,131555400000.0,126801190000.0,127313125000.0,127371050000.0,122285920000.0,128370630000.0
2071.0,132988160000.0,131639840000.0,129661290000.0,136162394000.0,130144035000.0,131409130000.0,126486260000.0,127245970000.0,126722760000.0,121860145000.0,128369975000.0
2072.0,133070050000.0,131514925000.0,130333730000.0,135743340000.0,129403840000.0,131331050000.0,125986100000.0,126950690000.0,126703880000.0,121534510000.0,128309215000.0
2073.0,133746830000.0,131662740000.0,129413560000.0,135284250000.0,128975810000.0,131736800000.0,125979920000.0,126599690000.0,126395330000.0,120974590000.0,128008810000.0
2074.0,133238310000.0,131555934000.0,129331690000.0,134706210000.0,129274420000.0,131371900000.0,125597835000.0,126404490000.0,126419600000.0,120452325000.0,128086560000.0
2075.0,133980210000.0,131617680000.0,128883680000.0,134235185000.0,128892000000.0,131607330000.0,125216780000.0,126524760000.0,126276870000.0,121048736000.0,127793420000.0
2076.0,133568365000.0,131439130000.0,128688610000.0,134073620000.0,128390100000.0,131119340000.0,125135310000.0,126626480000.0,126977680000.0,119805534000.0,127386340000.0
2077.0,133331480000.0,131385115000.0,128566790000.0,134186470000.0,128194720000.0,130950880000.0,124810950000.0,126452840000.0,126107510000.0,119056320000.0,127393370000.0
2078.0,133441640000.0,131143390000.0,128636035000.0,134312870000.0,128042934000.0,130831520000.0,124522250000.0,126078520000.0,125640670000.0,118919610000.0,126994350000.0
2079.0,133117690000.0,131528800000.0,129164760000.0,134068860000.0,127641895000.0,131134190000.0,124050800000.0,125921590000.0,125528320000.0,118317605000.0,126828240000.0
2080.0,133236950000.0,131647270000.0,128998300000.0,134597700000.0,127401660000.0,131026170000.0,123714610000.0,125594970000.0,125423020000.0,117676820000.0,126985400000.0
2081.0,134029480000.0,131068430000.0,128496130000.0,134257000000.0,127948866000.0,130532410000.0,123542905000.0,125487220000.0,125156830000.0,117285790000.0,126692614000.0
2082.0,133498550000.0,132037390000.0,127939450000.0,134490720000.0,128011580000.0,130367450000.0,123140120000.0,125902240000.0,126055105000.0,116999890000.0,126332470000.0
2083.0,133471625000.0,131537540000.0,128052990000.0,134143940000.0,127165110000.0,130182136000.0,122646135000.0,124765060000.0,125452480000.0,116601070000.0,126023060000.0
2084.0,133041414000.0,131037454000.0,127504890000.0,134450850000.0,126646310000.0,130424440000.0,123118110000.0,124268536000.0,124879650000.0,116341980000.0,125821860000.0
2085.0,135394340000.0,131080420000.0,127705110000.0,136281440000.0,126279680000.0,129986690000.0,122698375000.0,124157930000.0,124890070000.0,115799196000.0,125944996000.0
2086.0,134195770000.0,130798210000.0,127663180000.0,135003030000.0,126032210000.0,130040220000.0,122069066000.0,123827430000.0,124186640000.0,115462720000.0,125941170000.0
2087.0,133879680000.0,131312525000.0,127397280000.0,134749940000.0,125661840000.0,129811660000.0,121697750000.0,123699760000.0,123937760000.0,115117410000.0,125304930000.0
2088.0,133810350000.0,131868115000.0,127140100000.0,135529310000.0,125491670000.0,129649130000.0,121390400000.0,123474125000.0,126322340000.0,114388410000.0,126028250000.0
2089.0,133838870000.0,131097220000.0,127361640000.0,134586810000.0,125303824000.0,129586390000.0,121216780000.0,123130446000.0,124793370000.0,113804910000.0,125217554000.0
2090.0,133600180000.0,131746185000.0,127318385000.0,134310210000.0,125545144000.0,129706150000.0,120935260000.0,122845490000.0,123729945000.0,113577630000.0,124889990000.0
2091.0,135164910000.0,131405540000.0,127444615000.0,135071120000.0,124986150000.0,129473870000.0,120792105000.0,122648640000.0,123576870000.0,113424740000.0,124937620000.0
2092.0,134664520000.0,130791060000.0,127115270000.0,134257710000.0,124668300000.0,129494516000.0,120640660000.0,122434490000.0,123242800000.0,112667400000.0,124973335000.0
2093.0,133524865000.0,130680545000.0,127260770000.0,133829890000.0,124538130000.0,128973560000.0,119879760000.0,121961546000.0,122929316000.0,112022630000.0,124538135000.0
2094.0,133644560000.0,131397030000.0,127018410000.0,133785020000.0,124615180000.0,128708870000.0,119546770000.0,121780180000.0,122609560000.0,111628980000.0,124830800000.0
2095.0,133116480000.0,130387320000.0,126744510000.0,133834690000.0,124453280000.0,128762390000.0,119046440000.0,121626110000.0,122424970000.0,111418490000.0,124227300000.0
2096.0,133297000000.0,130220890000.0,126738650000.0,133527830000.0,124062966000.0,128586450000.0,118650740000.0,121288250000.0,122443750000.0,111204745000.0,123962370000.0
2097.0,133336320000.0,130049430000.0,126220435000.0,133687210000.0,123936240000.0,128541720000.0,118602280000.0,121327935000.0,122127335000.0,111313640000.0,123606020000.0
2098.0,133433100000.0,130157730000.0,126325710000.0,133538670000.0,123766596000.0,128484280000.0,118308460000.0,120683220000.0,121830870000.0,110255580000.0,123760260000.0
2099.0,134763260000.0,130220050000.0,126010380000.0,133305926000.0,123936650000.0,128489170000.0,117995680000.0,120561100000.0,121635660000.0,109531280000.0,123407160000.0
2100.0,133783265000.0,130052990000.0,125911810000.0,133146090000.0,123653140000.0,127727730000.0,117828530000.0,120223520000.0,121265820000.0,108873980000.0,123194880000.0
