time,CESM2-WACCM,CAMS-CSM1-0,INM-CM5-0,INM-CM4-8,EC-EARTH3,EC-EARTH3-VEG,MRI-ESM2-0,CESM2,BCC-CSM2-MR,FGOALS-F3-L,GFDL-ESM4,MPI-ESM1-2-HR,NORESM2-MM
2022.0,3569165800000.0,3558961000000.0,3552327500000.0,3559304200000.0,3533187800000.0,3559476400000.0,3519493000000.0,3549145300000.0,3565125400000.0,3572136700000.0,3554769000000.0,3573578700000.0,3572142700000.0
2023.0,3564237200000.0,3536983200000.0,3527752800000.0,3539879600000.0,3497894000000.0,3550269100000.0,3484571400000.0,3529140300000.0,3554352600000.0,3565086300000.0,3542564700000.0,3555506000000.0,3559790700000.0
2024.0,3557756200000.0,3516741500000.0,3506790700000.0,3515833000000.0,3466373600000.0,3538126600000.0,3466232600000.0,3521930600000.0,3547306700000.0,3552705800000.0,3530775900000.0,3549002700000.0,3554437800000.0
2025.0,3543457600000.0,3494322400000.0,3476527000000.0,3512603200000.0,3434071200000.0,3525520000000.0,3458856000000.0,3497040800000.0,3531954500000.0,3532947700000.0,3508077300000.0,3518961500000.0,3553394400000.0
2026.0,3540812300000.0,3460296300000.0,3472590600000.0,3504512400000.0,3388878400000.0,3506349500000.0,3433279300000.0,3491890500000.0,3503889300000.0,3519784200000.0,3494950500000.0,3497881500000.0,3548637000000.0
2027.0,3539294200000.0,3424608600000.0,3441753800000.0,3497210000000.0,3355870800000.0,3481437000000.0,3404485000000.0,3475841200000.0,3479322200000.0,3501677300000.0,3494337000000.0,3484920800000.0,3545955300000.0
2028.0,3530976000000.0,3388799700000.0,3413642300000.0,3492111500000.0,3329293800000.0,3466570500000.0,3375963300000.0,3454746500000.0,3443100000000.0,3490302400000.0,3469098400000.0,3460912000000.0,3528338200000.0
2029.0,3518198400000.0,3347178800000.0,3391272300000.0,3488380400000.0,3308264400000.0,3463404300000.0,3332909600000.0,3439782300000.0,3429787500000.0,3477834600000.0,3462884000000.0,3444477800000.0,3511417000000.0
2030.0,3517769300000.0,3320111400000.0,3360424200000.0,3481889700000.0,3286317000000.0,3446165500000.0,3303786700000.0,3413913600000.0,3406411000000.0,3474748300000.0,3452840400000.0,3426130900000.0,3504039000000.0
2031.0,3497465500000.0,3282559600000.0,3329467400000.0,3464779500000.0,3255473300000.0,3423920700000.0,3277115400000.0,3391331800000.0,3389018300000.0,3470389000000.0,3436995700000.0,3411019300000.0,3501361500000.0
2032.0,3487343300000.0,3257642800000.0,3314895000000.0,3460042600000.0,3231918000000.0,3398229800000.0,3256918200000.0,3377615900000.0,3376047700000.0,3458509600000.0,3420789700000.0,3391793700000.0,3492618400000.0
2033.0,3493978400000.0,3239526500000.0,3270579800000.0,3443595100000.0,3209746400000.0,3379978000000.0,3236173200000.0,3366394000000.0,3349578500000.0,3444397300000.0,3412172700000.0,3377369400000.0,3490954000000.0
2034.0,3480067000000.0,3219939400000.0,3233013300000.0,3432475800000.0,3168919000000.0,3360901600000.0,3198447300000.0,3352087200000.0,3331010900000.0,3428522700000.0,3394440500000.0,3362018800000.0,3470527600000.0
2035.0,3468177000000.0,3185133200000.0,3192791500000.0,3410775800000.0,3136899300000.0,3342892500000.0,3167394200000.0,3335972200000.0,3304242500000.0,3401740700000.0,3382975000000.0,3354605000000.0,3460560800000.0
2036.0,3451385500000.0,3164297200000.0,3154072000000.0,3393026000000.0,3111434600000.0,3325236600000.0,3133159200000.0,3329996000000.0,3276663700000.0,3389032800000.0,3372474400000.0,3336681300000.0,3457100300000.0
2037.0,3442313300000.0,3132301200000.0,3122232000000.0,3376356500000.0,3083536200000.0,3312271000000.0,3102938800000.0,3325024800000.0,3264297600000.0,3360980500000.0,3365888300000.0,3313820000000.0,3443467700000.0
2038.0,3422265000000.0,3106631800000.0,3095831000000.0,3353651000000.0,3051956000000.0,3301507000000.0,3080900300000.0,3305074600000.0,3253726300000.0,3339086000000.0,3355234800000.0,3294750800000.0,3427224500000.0
2039.0,3412957900000.0,3084238500000.0,3049222300000.0,3339973800000.0,3022605000000.0,3292089500000.0,3048652100000.0,3284496000000.0,3235259000000.0,3317271400000.0,3339979300000.0,3278866700000.0,3406814000000.0
2040.0,3399963400000.0,3057966000000.0,3011788100000.0,3333759000000.0,2973843300000.0,3275452800000.0,3011950400000.0,3275665200000.0,3219838700000.0,3288584700000.0,3338614600000.0,3256846600000.0,3391498200000.0
2041.0,3370035700000.0,3026420000000.0,2980463500000.0,3324298700000.0,2938755000000.0,3275910300000.0,2981077200000.0,3266832800000.0,3202917900000.0,3270557300000.0,3325054200000.0,3243486700000.0,3389205800000.0
2042.0,3347771600000.0,3000618700000.0,2939769800000.0,3310520600000.0,2906820000000.0,3247418400000.0,2948588000000.0,3242378000000.0,3182796000000.0,3255235000000.0,3308416400000.0,3232907000000.0,3374755300000.0
2043.0,3322477800000.0,2978212000000.0,2907386700000.0,3293416300000.0,2863490400000.0,3221947200000.0,2907738200000.0,3232768000000.0,3151036000000.0,3227744000000.0,3295822200000.0,3221708000000.0,3349200800000.0
2044.0,3314668300000.0,2941194300000.0,2878743000000.0,3274135300000.0,2817158300000.0,3192985500000.0,2878660700000.0,3224781700000.0,3129721200000.0,3192356000000.0,3282836000000.0,3213309500000.0,3336866000000.0
2045.0,3299025000000.0,2911920700000.0,2840565600000.0,3255979500000.0,2776395400000.0,3177614100000.0,2856235300000.0,3205838400000.0,3102642000000.0,3161837300000.0,3263580000000.0,3189408000000.0,3329238500000.0
2046.0,3284242500000.0,2888300000000.0,2808969000000.0,3232594700000.0,2740819300000.0,3155369700000.0,2836075000000.0,3192418200000.0,3086467200000.0,3129249000000.0,3240687800000.0,3172792300000.0,3306600500000.0
2047.0,3254589600000.0,2864346600000.0,2779279500000.0,3208716500000.0,2705486000000.0,3131552300000.0,2805302000000.0,3168727000000.0,3059441500000.0,3095950800000.0,3210729200000.0,3152531000000.0,3288857000000.0
2048.0,3223904000000.0,2838882400000.0,2747536500000.0,3196132300000.0,2666642000000.0,3112154200000.0,2770682000000.0,3164017000000.0,3035390000000.0,3071969900000.0,3189791000000.0,3130929200000.0,3271118800000.0
2049.0,3195709000000.0,2793217000000.0,2722280000000.0,3157242400000.0,2626169000000.0,3084277300000.0,2740654400000.0,3149671200000.0,3020648000000.0,3041277800000.0,3171626000000.0,3115637800000.0,3244913900000.0
2050.0,3175514600000.0,2750921300000.0,2692180300000.0,3145013000000.0,2584030500000.0,3051295900000.0,2707851000000.0,3138559400000.0,2996374600000.0,3005447700000.0,3141061600000.0,3099760000000.0,3228167300000.0
2051.0,3158248000000.0,2707167600000.0,2660510500000.0,3109803000000.0,2548045400000.0,3024031000000.0,2688674000000.0,3137444800000.0,2983420500000.0,2971610000000.0,3126316800000.0,3080619600000.0,3205240200000.0
2052.0,3138217300000.0,2671016100000.0,2628364300000.0,3078796000000.0,2516337300000.0,2997026000000.0,2668406000000.0,3115089400000.0,2946323200000.0,2944099200000.0,3104963300000.0,3063942700000.0,3184934300000.0
2053.0,3120219600000.0,2645604400000.0,2611843400000.0,3049529500000.0,2478808500000.0,2962951500000.0,2640631600000.0,3102249300000.0,2928672500000.0,2903024600000.0,3081356700000.0,3051174200000.0,3160733400000.0
2054.0,3106970300000.0,2604485600000.0,2596245900000.0,3008580600000.0,2431354400000.0,2920999800000.0,2610879800000.0,3097965000000.0,2903337300000.0,2866748300000.0,3049367300000.0,3031459200000.0,3144680000000.0
2055.0,3096097300000.0,2570960800000.0,2583474000000.0,2986028300000.0,2391157200000.0,2890229600000.0,2584225800000.0,3083449000000.0,2871896000000.0,2827309500000.0,3017020300000.0,3011275000000.0,3124746300000.0
2056.0,3080841900000.0,2532388000000.0,2563107500000.0,2958187600000.0,2357500800000.0,2856146700000.0,2557213400000.0,3069988600000.0,2847217000000.0,2793038700000.0,2995986600000.0,2993910200000.0,3104834600000.0
2057.0,3068322000000.0,2491160500000.0,2543184200000.0,2935698200000.0,2312992000000.0,2830895700000.0,2524615500000.0,3059397700000.0,2814505000000.0,2756806400000.0,2975613600000.0,2975931800000.0,3086598300000.0
2058.0,3055709600000.0,2460512400000.0,2530425000000.0,2915067800000.0,2269549000000.0,2799811200000.0,2501680000000.0,3046468000000.0,2780301000000.0,2725041400000.0,2947445000000.0,2957477700000.0,3064522900000.0
2059.0,3039535800000.0,2426284300000.0,2502562200000.0,2880694000000.0,2234007000000.0,2765222000000.0,2473209400000.0,3035085700000.0,2761857200000.0,2690851500000.0,2923891300000.0,2933676300000.0,3035358300000.0
2060.0,3030053600000.0,2387190700000.0,2483519200000.0,2859022000000.0,2201028700000.0,2736953200000.0,2458621800000.0,3024348800000.0,2745565400000.0,2659031700000.0,2894925100000.0,2912250500000.0,3021429800000.0
2061.0,3012140000000.0,2357951000000.0,2458065600000.0,2835760500000.0,2168305600000.0,2704980600000.0,2434588500000.0,3015175600000.0,2716149700000.0,2633911200000.0,2860968300000.0,2892641300000.0,3001664400000.0
2062.0,2997091800000.0,2331672600000.0,2425442800000.0,2811606000000.0,2123242100000.0,2666402700000.0,2403385500000.0,3001846000000.0,2692566500000.0,2610431500000.0,2833424000000.0,2875182500000.0,2977518000000.0
2063.0,2976863200000.0,2304903000000.0,2402817100000.0,2789559200000.0,2082596800000.0,2636173000000.0,2378340800000.0,2986656000000.0,2657061200000.0,2581629200000.0,2805325600000.0,2858788300000.0,2954495500000.0
2064.0,2964825300000.0,2282461900000.0,2376365200000.0,2764376000000.0,2050168300000.0,2602480000000.0,2356270000000.0,2976289400000.0,2635374300000.0,2551498700000.0,2775582800000.0,2840847500000.0,2940008000000.0
2065.0,2942386600000.0,2270360200000.0,2346849400000.0,2736119000000.0,2018384700000.0,2556771000000.0,2329619000000.0,2972384000000.0,2621588600000.0,2511473500000.0,2750052300000.0,2823755400000.0,2923854300000.0
2066.0,2921781300000.0,2249714000000.0,2317673300000.0,2709468200000.0,1979995100000.0,2519588000000.0,2307379700000.0,2965521000000.0,2608911000000.0,2478299200000.0,2720527300000.0,2807671300000.0,2894640400000.0
2067.0,2902272200000.0,2227609500000.0,2297626400000.0,2684826200000.0,1943097800000.0,2476205000000.0,2287760300000.0,2952735800000.0,2588527300000.0,2452218400000.0,2704457300000.0,2791806300000.0,2864837300000.0
2068.0,2892419300000.0,2201609800000.0,2280683200000.0,2649014700000.0,1905425500000.0,2426376800000.0,2258260500000.0,2947864300000.0,2553424000000.0,2421731000000.0,2680480300000.0,2770007200000.0,2843831000000.0
2069.0,2872007000000.0,2178345100000.0,2264354300000.0,2624978000000.0,1870683400000.0,2389748200000.0,2235148300000.0,2938301000000.0,2536489400000.0,2395245400000.0,2662738400000.0,2751716000000.0,2814406800000.0
2070.0,2849586000000.0,2153615200000.0,2247833200000.0,2602866000000.0,1828699100000.0,2342719300000.0,2217977600000.0,2921942700000.0,2510776200000.0,2361454000000.0,2637056200000.0,2730776600000.0,2784324000000.0
2071.0,2839993400000.0,2123251600000.0,2229625700000.0,2573145700000.0,1790664400000.0,2306299400000.0,2192270600000.0,2907004500000.0,2481696300000.0,2332335300000.0,2615059000000.0,2707137000000.0,2764519000000.0
2072.0,2814683000000.0,2102845000000.0,2211494000000.0,2549199400000.0,1753438600000.0,2259671000000.0,2164438900000.0,2887739000000.0,2463797300000.0,2301240000000.0,2585548000000.0,2691897800000.0,2740158500000.0
2073.0,2793494300000.0,2090000800000.0,2184617700000.0,2526063000000.0,1725028100000.0,2212664000000.0,2146431000000.0,2873516400000.0,2433968500000.0,2260040700000.0,2555012200000.0,2675182000000.0,2726040000000.0
2074.0,2777227500000.0,2069306400000.0,2163845000000.0,2496782000000.0,1690203600000.0,2161895800000.0,2124796700000.0,2867124000000.0,2399175000000.0,2226064200000.0,2520585900000.0,2655722700000.0,2711449500000.0
2075.0,2757935800000.0,2052629500000.0,2151451900000.0,2474853500000.0,1658558500000.0,2117589100000.0,2102349500000.0,2856972200000.0,2372743700000.0,2190904800000.0,2487600800000.0,2637813000000.0,2697424000000.0
2076.0,2731553600000.0,2037868100000.0,2134564500000.0,2440172400000.0,1620272700000.0,2079224800000.0,2079457800000.0,2841781500000.0,2344486000000.0,2150345100000.0,2466914000000.0,2620690800000.0,2672099600000.0
2077.0,2713845000000.0,2024022900000.0,2110741500000.0,2419139800000.0,1587556400000.0,2027750600000.0,2056254500000.0,2825943000000.0,2309396000000.0,2115612800000.0,2432571000000.0,2609211200000.0,2647707400000.0
2078.0,2676685800000.0,2016297000000.0,2087302900000.0,2390768500000.0,1550985500000.0,1970885900000.0,2036882900000.0,2819062800000.0,2288336800000.0,2077832200000.0,2403294800000.0,2590325600000.0,2639225400000.0
2079.0,2658502000000.0,2012750500000.0,2066579300000.0,2371913000000.0,1512457600000.0,1929500200000.0,2014350700000.0,2799460400000.0,2268737000000.0,2054943500000.0,2377709500000.0,2574061400000.0,2618287000000.0
2080.0,2646894700000.0,2003338900000.0,2043710800000.0,2354346200000.0,1482493100000.0,1889437700000.0,1995187300000.0,2783757200000.0,2234235200000.0,2017094400000.0,2358369300000.0,2555166300000.0,2600621800000.0
2081.0,2626626500000.0,1996684500000.0,2025535400000.0,2331088300000.0,1449055000000.0,1838530700000.0,1973252900000.0,2768890000000.0,2210898600000.0,1982202000000.0,2332892300000.0,2537647800000.0,2579094000000.0
2082.0,2601759500000.0,1977650900000.0,2011499100000.0,2309728500000.0,1411014600000.0,1792676100000.0,1946736400000.0,2760804400000.0,2189825800000.0,1961056700000.0,2299569000000.0,2527658200000.0,2561817400000.0
2083.0,2579747000000.0,1967902000000.0,1999981100000.0,2283154000000.0,1377063300000.0,1743457600000.0,1926560200000.0,2747631700000.0,2167700500000.0,1924425000000.0,2282239300000.0,2512015900000.0,2539633000000.0
2084.0,2553583200000.0,1945754400000.0,1986216300000.0,2259307500000.0,1343247700000.0,1692496200000.0,1908328100000.0,2733399300000.0,2139607100000.0,1894050400000.0,2255997400000.0,2492435500000.0,2520159400000.0
2085.0,2521233400000.0,1925956900000.0,1973795000000.0,2232160600000.0,1312541400000.0,1647025500000.0,1888820400000.0,2716376200000.0,2110941400000.0,1868435300000.0,2233275300000.0,2476645300000.0,2497549700000.0
2086.0,2487423000000.0,1902243700000.0,1952243800000.0,2214663600000.0,1280014200000.0,1609907200000.0,1875083100000.0,2706445200000.0,2090483600000.0,1843976300000.0,2210838000000.0,2460898800000.0,2474231000000.0
2087.0,2455801400000.0,1882459600000.0,1925977500000.0,2185967200000.0,1243735800000.0,1567589900000.0,1854555300000.0,2692619200000.0,2058438700000.0,1814232300000.0,2189084700000.0,2443228200000.0,2445780200000.0
2088.0,2433750400000.0,1868611000000.0,1912037200000.0,2164315700000.0,1212476400000.0,1525527500000.0,1837453500000.0,2665685500000.0,2032717400000.0,1786325200000.0,2155867700000.0,2423990800000.0,2415233300000.0
2089.0,2414363800000.0,1842924900000.0,1896936800000.0,2145966200000.0,1174136800000.0,1480857400000.0,1820976100000.0,2637996500000.0,2013301800000.0,1758211300000.0,2125267700000.0,2405470300000.0,2382058500000.0
2090.0,2393721500000.0,1810498800000.0,1880744900000.0,2122374200000.0,1135637300000.0,1435427700000.0,1807451600000.0,2617526000000.0,1996003100000.0,1726033000000.0,2096509000000.0,2382811600000.0,2358440600000.0
2091.0,2372313300000.0,1781302400000.0,1864129400000.0,2091227400000.0,1102800100000.0,1398950300000.0,1793557800000.0,2590818700000.0,1987285200000.0,1685361900000.0,2068234100000.0,2368523000000.0,2336103300000.0
2092.0,2346628000000.0,1754777600000.0,1847711100000.0,2063124800000.0,1068123360000.0,1357093700000.0,1781992100000.0,2573018300000.0,1968273900000.0,1651611300000.0,2045806500000.0,2351033700000.0,2299785400000.0
2093.0,2341302400000.0,1728580000000.0,1830069200000.0,2027718600000.0,1035872000000.0,1322241100000.0,1761341300000.0,2545861800000.0,1953217100000.0,1611108700000.0,2018713500000.0,2333371300000.0,2274590200000.0
2094.0,2323058000000.0,1695934000000.0,1815436900000.0,2002049600000.0,999771140000.0,1283476200000.0,1743542600000.0,2527275000000.0,1928597100000.0,1569520200000.0,1995389900000.0,2319640400000.0,2254093200000.0
2095.0,2302275000000.0,1661969200000.0,1793658700000.0,1974287300000.0,965455450000.0,1247722900000.0,1728161400000.0,2501812200000.0,1906427700000.0,1536436000000.0,1975608000000.0,2301426100000.0,2230757000000.0
2096.0,2289453500000.0,1628198300000.0,1768662800000.0,1950691200000.0,931804000000.0,1208215700000.0,1714513400000.0,2481066600000.0,1881748800000.0,1516308300000.0,1956628900000.0,2280936400000.0,2191770100000.0
2097.0,2265609700000.0,1600651100000.0,1756459000000.0,1930826500000.0,901910900000.0,1167028900000.0,1702457800000.0,2463557500000.0,1857562500000.0,1488275600000.0,1939919300000.0,2258414000000.0,2166273900000.0
2098.0,2247816400000.0,1573779500000.0,1743388800000.0,1900286300000.0,871027970000.0,1131975700000.0,1682389500000.0,2440428000000.0,1835490900000.0,1451211100000.0,1921463900000.0,2241366600000.0,2137464200000.0
2099.0,2215683000000.0,1550500200000.0,1726482000000.0,1865369300000.0,833734200000.0,1094775800000.0,1667993400000.0,2417326800000.0,1814289000000.0,1418223700000.0,1901370900000.0,2222694300000.0,2095209900000.0
2100.0,2204148400000.0,1514941800000.0,1710579000000.0,1830977900000.0,802935340000.0,1053703000000.0,1650940600000.0,2397050000000.0,1795643900000.0,1391492600000.0,1879575500000.0,2209479100000.0,2064639500000.0
