time,CAMS-CSM1-0,MRI-ESM2-0,EC-EARTH3-VEG,GFDL-ESM4
2065.0,2537624000000.0,2778233600000.0,2782618000000.0,2944109400000.0
2066.0,2508010800000.0,2776432400000.0,2768329500000.0,2937493000000.0
2067.0,2490008900000.0,2773146400000.0,2759280300000.0,2925006200000.0
2068.0,2461331400000.0,2772487600000.0,2742607400000.0,2926181600000.0
2069.0,2446803600000.0,2770121000000.0,2726081000000.0,2907140500000.0
2070.0,2414702000000.0,2753737800000.0,2704683600000.0,2903904000000.0
2071.0,2386098400000.0,2745799300000.0,2678524200000.0,2902425000000.0
2072.0,2367414000000.0,2740740000000.0,2672876600000.0,2891357000000.0
2073.0,2352847000000.0,2733672200000.0,2659032200000.0,2879137300000.0
2074.0,2332406300000.0,2731334000000.0,2640032300000.0,2865691000000.0
2075.0,2320160800000.0,2723867800000.0,2621719000000.0,2863642200000.0
2076.0,2289936600000.0,2718840400000.0,2606340500000.0,2857493900000.0
2077.0,2268555600000.0,2717829000000.0,2590711200000.0,2854212000000.0
2078.0,2253450000000.0,2717392000000.0,2574492000000.0,2835294000000.0
2079.0,2239401800000.0,2723263800000.0,2561258000000.0,2832382800000.0
2080.0,2218239200000.0,2710942500000.0,2554049000000.0,2824872100000.0
2081.0,2203184500000.0,2707246300000.0,2545388600000.0,2833312000000.0
2082.0,2188788500000.0,2699167500000.0,2533437500000.0,2832877200000.0
2083.0,2177303800000.0,2695666300000.0,2514712000000.0,2827024600000.0
2084.0,2166998200000.0,2685567500000.0,2494171200000.0,2811001000000.0
2085.0,2155161000000.0,2682645600000.0,2476801300000.0,2798885300000.0
2086.0,2147466600000.0,2680072700000.0,2471427300000.0,2794094600000.0
2087.0,2138791200000.0,2669938200000.0,2461459000000.0,2793479900000.0
2088.0,2120096200000.0,2673015300000.0,2438255300000.0,2789229000000.0
2089.0,2105606000000.0,2675156200000.0,2435626600000.0,2785297300000.0
2090.0,2100508800000.0,2672337600000.0,2427728000000.0,2781815800000.0
2091.0,2084376000000.0,2674551400000.0,2401509600000.0,2779790000000.0
2092.0,2075909200000.0,2672232200000.0,2388024600000.0,2780356700000.0
2093.0,2062727600000.0,2673889200000.0,2375496800000.0,2774479400000.0
2094.0,2058988700000.0,2674081100000.0,2351631400000.0,2774185300000.0
2095.0,2046240900000.0,2679841500000.0,2325659000000.0,2766900600000.0
2096.0,2035937400000.0,2680879300000.0,2314906600000.0,2764322600000.0
2097.0,2028468400000.0,2682356800000.0,2301456000000.0,2762934600000.0
2098.0,2015176300000.0,2680328600000.0,2291706400000.0,2766085000000.0
2099.0,2009104300000.0,2688463000000.0,2278531300000.0,2766687400000.0
2100.0,2002282200000.0,2694337500000.0,2257340900000.0,2754324000000.0
