time,GFDL-ESM4,MPI-ESM1-2-HR,NORESM2-MM,CANESM5,BCC-CSM2-MR,IPSL-CM6A-LR,FGOALS-F3-L,ACCESS-CM2,CESM2,EC-EARTH3-VEG,MRI-ESM2-0,ACCESS-ESM1-5,EC-EARTH3,CESM2-WACCM,CAMS-CSM1-0,INM-CM5-0,INM-CM4-8
2023.0,3536826400000.0,3537294000000.0,3574448800000.0,3458062600000.0,3543867900000.0,3559492700000.0,3529535400000.0,3510053000000.0,3532889500000.0,3530433500000.0,3487255500000.0,3565144500000.0,3498802700000.0,3535367600000.0,3514958300000.0,3545044400000.0,3547288000000.0
2024.0,3528479000000.0,3523071400000.0,3564554700000.0,3428149000000.0,3534926600000.0,3553136500000.0,3516252800000.0,3490684000000.0,3508555000000.0,3510904600000.0,3480053600000.0,3539668800000.0,3459969200000.0,3506933000000.0,3495131600000.0,3513806700000.0,3545804800000.0
2025.0,3520307400000.0,3504647200000.0,3547949000000.0,3390788000000.0,3518244000000.0,3529120000000.0,3501577200000.0,3475571500000.0,3491106000000.0,3481636200000.0,3448589000000.0,3522224500000.0,3435360000000.0,3482331000000.0,3461704300000.0,3479379600000.0,3538360000000.0
2026.0,3504162200000.0,3486407000000.0,3526861500000.0,3361211200000.0,3496692700000.0,3511235400000.0,3481067800000.0,3469351300000.0,3480582600000.0,3469572000000.0,3420833700000.0,3495251100000.0,3403895500000.0,3460091600000.0,3428639300000.0,3454701400000.0,3526755400000.0
2027.0,3485999000000.0,3464494000000.0,3519431300000.0,3318652000000.0,3476560800000.0,3503775800000.0,3469659600000.0,3452384000000.0,3457093000000.0,3439948200000.0,3387425300000.0,3487060700000.0,3374467500000.0,3438491500000.0,3385152200000.0,3427086600000.0,3508888400000.0
2028.0,3461474700000.0,3439326000000.0,3513871000000.0,3283291700000.0,3463718000000.0,3488931600000.0,3440224800000.0,3438884200000.0,3463590400000.0,3413046200000.0,3358101600000.0,3478564600000.0,3335012200000.0,3421901400000.0,3348851300000.0,3392743100000.0,3484152000000.0
2029.0,3444660200000.0,3415476800000.0,3490917400000.0,3241562900000.0,3439556300000.0,3479501500000.0,3421277000000.0,3425810300000.0,3450369700000.0,3386692600000.0,3331252300000.0,3464666500000.0,3287570700000.0,3406160700000.0,3318187300000.0,3362551800000.0,3474513500000.0
2030.0,3430636600000.0,3391148800000.0,3465506000000.0,3204243300000.0,3422182000000.0,3469704700000.0,3402880800000.0,3399597200000.0,3438697800000.0,3368238700000.0,3312293500000.0,3461214600000.0,3243670000000.0,3387527000000.0,3283347800000.0,3328890600000.0,3456698400000.0
2031.0,3424880400000.0,3377031300000.0,3444003000000.0,3152961000000.0,3392619200000.0,3454475200000.0,3381585800000.0,3369422000000.0,3421973300000.0,3358145400000.0,3289958600000.0,3447266700000.0,3212399300000.0,3368062300000.0,3265456200000.0,3300755500000.0,3461666600000.0
2032.0,3408190800000.0,3367055400000.0,3432730600000.0,3091310000000.0,3365159800000.0,3427872500000.0,3371052300000.0,3341931000000.0,3401236300000.0,3334159700000.0,3250564000000.0,3448681800000.0,3185103300000.0,3341916600000.0,3237225200000.0,3263302500000.0,3457848200000.0
2033.0,3393057500000.0,3344000000000.0,3427171600000.0,3041479000000.0,3346561500000.0,3399054800000.0,3351162000000.0,3320573000000.0,3387006000000.0,3313406000000.0,3228778000000.0,3438942000000.0,3140251000000.0,3329820000000.0,3217787700000.0,3241364000000.0,3457585800000.0
2034.0,3384560800000.0,3328710000000.0,3413104700000.0,2991761400000.0,3325527600000.0,3390117000000.0,3335011200000.0,3310917300000.0,3356153600000.0,3288290000000.0,3203256800000.0,3431976400000.0,3100035800000.0,3322727400000.0,3193540200000.0,3214428600000.0,3447535000000.0
2035.0,3360152600000.0,3316625000000.0,3404831700000.0,2954641800000.0,3300909400000.0,3370879800000.0,3321152700000.0,3298154500000.0,3346831500000.0,3266690000000.0,3169448000000.0,3421472000000.0,3074453100000.0,3301806700000.0,3169670100000.0,3192875600000.0,3437817800000.0
2036.0,3353211600000.0,3300376700000.0,3398644000000.0,2919848700000.0,3282385000000.0,3345157200000.0,3294665400000.0,3281041200000.0,3337603800000.0,3235239400000.0,3144073300000.0,3422753700000.0,3039809800000.0,3287960800000.0,3147647700000.0,3163191800000.0,3428666300000.0
2037.0,3342480400000.0,3289000700000.0,3389366200000.0,2867550500000.0,3271071400000.0,3329015400000.0,3283670300000.0,3262367100000.0,3309058700000.0,3211783300000.0,3122796400000.0,3421844300000.0,2996863000000.0,3261421300000.0,3123440300000.0,3146877200000.0,3411989800000.0
2038.0,3327860100000.0,3276287500000.0,3368983500000.0,2817405700000.0,3246876800000.0,3310928800000.0,3263105000000.0,3240850000000.0,3293570400000.0,3196023500000.0,3097579000000.0,3415960700000.0,2959632500000.0,3244815800000.0,3092324800000.0,3129419500000.0,3402620200000.0
2039.0,3311386800000.0,3257693600000.0,3356830200000.0,2780254400000.0,3234378500000.0,3298121200000.0,3244558600000.0,3231632900000.0,3284781800000.0,3168163300000.0,3075436400000.0,3426230700000.0,2930304400000.0,3219859700000.0,3068663200000.0,3090931800000.0,3379046600000.0
2040.0,3302207300000.0,3240873000000.0,3350912600000.0,2747129700000.0,3223956500000.0,3278442600000.0,3231308600000.0,3195139000000.0,3278822200000.0,3161554200000.0,3044819000000.0,3416427300000.0,2890518800000.0,3192344500000.0,3044120000000.0,3068073600000.0,3369122700000.0
2041.0,3289282800000.0,3228302000000.0,3348310000000.0,2699159000000.0,3210595500000.0,3270604200000.0,3215832400000.0,3162717300000.0,3267803500000.0,3123844700000.0,3003160700000.0,3420118800000.0,2853078600000.0,3160829900000.0,3009869800000.0,3044240800000.0,3353562800000.0
2042.0,3281868800000.0,3216321500000.0,3340808000000.0,2666376700000.0,3167719000000.0,3256885200000.0,3194707500000.0,3138359100000.0,3248823000000.0,3105138400000.0,2976112400000.0,3403585700000.0,2821821300000.0,3140508700000.0,2974278200000.0,3015197900000.0,3350288000000.0
2043.0,3266403400000.0,3208443300000.0,3335164500000.0,2623179600000.0,3139461200000.0,3247129200000.0,3172528300000.0,3110275400000.0,3236390000000.0,3081740200000.0,2953023300000.0,3402426200000.0,2793098200000.0,3118616000000.0,2952581300000.0,2989203000000.0,3327662000000.0
2044.0,3253128400000.0,3194723200000.0,3322203600000.0,2577556600000.0,3122694200000.0,3243443000000.0,3151204000000.0,3081199700000.0,3216191500000.0,3066520400000.0,2931142000000.0,3381701400000.0,2757506000000.0,3090068300000.0,2926225400000.0,2965155000000.0,3312027000000.0
2045.0,3244049600000.0,3179843000000.0,3315052800000.0,2530618600000.0,3109963400000.0,3233659500000.0,3138734800000.0,3054501600000.0,3209291600000.0,3031860500000.0,2912304200000.0,3374042800000.0,2734113700000.0,3067272500000.0,2896774600000.0,2930483400000.0,3295389400000.0
2046.0,3228036200000.0,3160332600000.0,3296468100000.0,2472631300000.0,3095100400000.0,3213298500000.0,3130055500000.0,3019434600000.0,3186057800000.0,3005427700000.0,2878218400000.0,3362779800000.0,2700204600000.0,3042641400000.0,2869977200000.0,2892461200000.0,3273558000000.0
2047.0,3220045000000.0,3147404400000.0,3285048000000.0,2425644000000.0,3076728300000.0,3199204000000.0,3102928000000.0,2987893200000.0,3169560800000.0,2978762200000.0,2852879900000.0,3348629000000.0,2660778600000.0,3013594300000.0,2832411000000.0,2856777000000.0,3258291600000.0
2048.0,3207795600000.0,3131471300000.0,3276434800000.0,2370412700000.0,3043059800000.0,3171856400000.0,3080148700000.0,2946479200000.0,3157900400000.0,2954377600000.0,2823966400000.0,3341039700000.0,2619056300000.0,2975632500000.0,2793212700000.0,2824462400000.0,3234825500000.0
2049.0,3192462000000.0,3112891600000.0,3265900000000.0,2319009200000.0,3018467800000.0,3157554000000.0,3060573700000.0,2906757300000.0,3134491000000.0,2933171000000.0,2806509700000.0,3341297400000.0,2585162000000.0,2960104000000.0,2771692000000.0,2800906400000.0,3212496000000.0
2050.0,3186932800000.0,3093902100000.0,3245920500000.0,2277275600000.0,2988097700000.0,3144287500000.0,3038939200000.0,2867715400000.0,3123883800000.0,2915949600000.0,2780591300000.0,3346727700000.0,2552153000000.0,2934933000000.0,2745064800000.0,2773240800000.0,3200315600000.0
2051.0,3177059500000.0,3068028800000.0,3226218500000.0,2231904800000.0,2965885700000.0,3126975800000.0,3021730200000.0,2827583500000.0,3107981400000.0,2900109800000.0,2765331600000.0,3341582600000.0,2515571000000.0,2924976800000.0,2729727500000.0,2754143000000.0,3188767000000.0
2052.0,3161410500000.0,3046889800000.0,3208414800000.0,2201549800000.0,2932661000000.0,3108209000000.0,2999728700000.0,2793832700000.0,3092634700000.0,2883351000000.0,2746078000000.0,3345602000000.0,2490461000000.0,2912847400000.0,2719980700000.0,2735210800000.0,3164618000000.0
2053.0,3156982400000.0,3032625000000.0,3196229000000.0,2164133100000.0,2903741800000.0,3086094700000.0,2966496200000.0,2761228300000.0,3078301400000.0,2858394800000.0,2723228000000.0,3328520200000.0,2459974800000.0,2896873000000.0,2702738700000.0,2706253000000.0,3155454000000.0
2054.0,3139199600000.0,3025940300000.0,3192377600000.0,2124171800000.0,2879441300000.0,3071176000000.0,2942149300000.0,2722538000000.0,3054251000000.0,2832200400000.0,2700489000000.0,3319276000000.0,2428812700000.0,2889106800000.0,2684586800000.0,2691532000000.0,3128342300000.0
2055.0,3133723400000.0,3011025600000.0,3171953000000.0,2078929200000.0,2854858800000.0,3058600200000.0,2918390400000.0,2698637200000.0,3047559300000.0,2806250700000.0,2682562000000.0,3313256600000.0,2398378500000.0,2884267700000.0,2674075000000.0,2665018000000.0,3095255000000.0
2056.0,3125924000000.0,2993153400000.0,3162571800000.0,2036126400000.0,2834740800000.0,3045058400000.0,2890662400000.0,2673044400000.0,3033376000000.0,2789095800000.0,2669288000000.0,3314440000000.0,2370264000000.0,2871438000000.0,2650355000000.0,2646929600000.0,3077678800000.0
2057.0,3112257000000.0,2978557000000.0,3141316400000.0,1995431300000.0,2810884000000.0,3021370000000.0,2876966400000.0,2642227000000.0,3016890800000.0,2766610400000.0,2651527300000.0,3329961000000.0,2342319800000.0,2860718800000.0,2639614700000.0,2630249300000.0,3057332000000.0
2058.0,3103857800000.0,2976130300000.0,3132625800000.0,1953331300000.0,2783195000000.0,3011079600000.0,2859024000000.0,2618908000000.0,3013529800000.0,2744320000000.0,2630856700000.0,3348753500000.0,2307920500000.0,2851751000000.0,2620689200000.0,2613313300000.0,3046007600000.0
2059.0,3099965300000.0,2969047100000.0,3118716700000.0,1911059400000.0,2761863000000.0,2992289000000.0,2834740000000.0,2594210800000.0,3002038000000.0,2718126000000.0,2614424500000.0,3358750700000.0,2290020300000.0,2841362800000.0,2603393000000.0,2602947800000.0,3026160200000.0
2060.0,3094256500000.0,2947817000000.0,3104848200000.0,1866304500000.0,2741807300000.0,2976243000000.0,2815255600000.0,2565814400000.0,2993994000000.0,2689362000000.0,2607735600000.0,3367187300000.0,2268422700000.0,2839510800000.0,2582855300000.0,2580751300000.0,3014336400000.0
2061.0,3075317200000.0,2932025000000.0,3094994700000.0,1835814200000.0,2724671300000.0,2960057700000.0,2794597400000.0,2540727400000.0,2981632400000.0,2656508600000.0,2586047000000.0,3369795300000.0,2244776300000.0,2840111000000.0,2570948200000.0,2564043000000.0,2995451300000.0
2062.0,3065488000000.0,2915528000000.0,3080553800000.0,1801277500000.0,2697619800000.0,2943152300000.0,2763887700000.0,2517382500000.0,2979694400000.0,2639144700000.0,2566522400000.0,3384683800000.0,2225562500000.0,2829955400000.0,2550263000000.0,2548007000000.0,2970578600000.0
2063.0,3052387400000.0,2906175000000.0,3065255800000.0,1765008000000.0,2676551300000.0,2925197300000.0,2741162500000.0,2496736800000.0,2961083500000.0,2620648800000.0,2548500300000.0,3398984800000.0,2202974000000.0,2826704000000.0,2529514200000.0,2528791500000.0,2952880700000.0
2064.0,3040943300000.0,2893507200000.0,3055484700000.0,1729952200000.0,2653970000000.0,2899161400000.0,2719745300000.0,2453630000000.0,2949536500000.0,2594996700000.0,2532436600000.0,3419149000000.0,2180719300000.0,2827294600000.0,2505625800000.0,2513681000000.0,2926238200000.0
2065.0,3033832400000.0,2878284500000.0,3032858500000.0,1694950000000.0,2633362800000.0,2885778100000.0,2695594800000.0,2424212000000.0,2953278700000.0,2576767300000.0,2523685000000.0,3430497600000.0,2158194700000.0,2823909500000.0,2492273300000.0,2498588600000.0,2896437400000.0
2066.0,3014238000000.0,2868799000000.0,3017710000000.0,1664308100000.0,2623050400000.0,2864853800000.0,2677859200000.0,2397484000000.0,2950222000000.0,2556402900000.0,2515362000000.0,3440667000000.0,2140282700000.0,2812208700000.0,2469183000000.0,2486775800000.0,2877270000000.0
2067.0,2994374000000.0,2855100000000.0,2996583300000.0,1631968200000.0,2608532300000.0,2848972300000.0,2669029000000.0,2375423400000.0,2957385400000.0,2550451700000.0,2503849500000.0,3439859300000.0,2111548600000.0,2814769400000.0,2459645800000.0,2466531000000.0,2859933000000.0
2068.0,2982193700000.0,2836694800000.0,2977102000000.0,1598618700000.0,2596161000000.0,2834020400000.0,2656279000000.0,2351773800000.0,2954105500000.0,2516870000000.0,2495049600000.0,3414922000000.0,2084777500000.0,2810319500000.0,2445457500000.0,2443878300000.0,2846215600000.0
2069.0,2974024000000.0,2824503000000.0,2955454200000.0,1568198800000.0,2582620000000.0,2821967000000.0,2644133300000.0,2327168000000.0,2967028000000.0,2496312000000.0,2482400700000.0,3405989800000.0,2062391600000.0,2809828200000.0,2426324000000.0,2424619700000.0,2825636000000.0
2070.0,2959606000000.0,2813700900000.0,2940249000000.0,1536332400000.0,2566563600000.0,2810987400000.0,2630111500000.0,2308511400000.0,2963396400000.0,2487318000000.0,2468658300000.0,3390439700000.0,2037045700000.0,2816128300000.0,2399998800000.0,2408535600000.0,2814871600000.0
2071.0,2951796000000.0,2801393500000.0,2927382200000.0,1496285800000.0,2532063000000.0,2796683000000.0,2624523900000.0,2276591000000.0,2956820200000.0,2463039500000.0,2462016300000.0,3379989600000.0,2011234700000.0,2823325500000.0,2369274000000.0,2400773700000.0,2805736400000.0
2072.0,2942614600000.0,2791189000000.0,2927178500000.0,1460169600000.0,2507343400000.0,2778411800000.0,2611117600000.0,2244085300000.0,2957530600000.0,2453484600000.0,2451910400000.0,3371351400000.0,1990705000000.0,2820839800000.0,2357840300000.0,2389711500000.0,2798667200000.0
2073.0,2929979800000.0,2781033500000.0,2917703400000.0,1431871800000.0,2490058700000.0,2756781300000.0,2597860000000.0,2230382800000.0,2954990000000.0,2433360600000.0,2442563000000.0,3360182000000.0,1975270500000.0,2821808200000.0,2339319300000.0,2369534300000.0,2788958100000.0
2074.0,2928863600000.0,2768645400000.0,2914264500000.0,1402436500000.0,2471981000000.0,2751748600000.0,2586917000000.0,2212620400000.0,2949719000000.0,2409823500000.0,2430037000000.0,3358394000000.0,1954988700000.0,2818291500000.0,2325481500000.0,2354310000000.0,2774957600000.0
2075.0,2926167700000.0,2757406200000.0,2899482500000.0,1369888400000.0,2457999800000.0,2742115600000.0,2573225400000.0,2196808100000.0,2955205400000.0,2389273500000.0,2422120400000.0,3348111800000.0,1931675700000.0,2816869100000.0,2305108500000.0,2338583000000.0,2760584200000.0
2076.0,2917573600000.0,2750247000000.0,2894148400000.0,1332887200000.0,2450492000000.0,2726111000000.0,2560604800000.0,2181857400000.0,2956658000000.0,2378019600000.0,2420613000000.0,3338863600000.0,1911695100000.0,2818313600000.0,2288190500000.0,2321341700000.0,2739102000000.0
2077.0,2911703100000.0,2742214000000.0,2896217000000.0,1298497700000.0,2429187300000.0,2712396600000.0,2541429000000.0,2165139000000.0,2951153000000.0,2354077500000.0,2414423300000.0,3328635800000.0,1889920400000.0,2820606000000.0,2281717600000.0,2299412300000.0,2721839300000.0
2078.0,2899799000000.0,2731411800000.0,2902055200000.0,1259417200000.0,2414545200000.0,2701349000000.0,2531654600000.0,2147036700000.0,2949347500000.0,2335108500000.0,2411204400000.0,3320008100000.0,1870832600000.0,2812832400000.0,2271309200000.0,2275634800000.0,2702170400000.0
2079.0,2897035000000.0,2719927200000.0,2896267800000.0,1219383000000.0,2395487900000.0,2691872600000.0,2520416800000.0,2128687500000.0,2948906400000.0,2321347000000.0,2405417600000.0,3296933200000.0,1846368700000.0,2816143300000.0,2252808000000.0,2261478500000.0,2686022300000.0
2080.0,2891842800000.0,2694429800000.0,2894549200000.0,1189029500000.0,2383610400000.0,2677583000000.0,2502597300000.0,2113203100000.0,2956551500000.0,2301377000000.0,2406812000000.0,3294233000000.0,1826803200000.0,2819166800000.0,2235898800000.0,2252818400000.0,2671869000000.0
2081.0,2889074600000.0,2690538000000.0,2890014000000.0,1159766300000.0,2360213000000.0,2665638500000.0,2495225500000.0,2096089400000.0,2952391600000.0,2288042000000.0,2399466400000.0,3286847700000.0,1803632600000.0,2824969700000.0,2222116300000.0,2237686300000.0,2655257000000.0
2082.0,2879080000000.0,2679404800000.0,2882601500000.0,1136138800000.0,2341493800000.0,2648080600000.0,2476515000000.0,2084893500000.0,2947847800000.0,2266335800000.0,2399624800000.0,3277739000000.0,1786386200000.0,2840200000000.0,2208944400000.0,2223546000000.0,2633859300000.0
2083.0,2872937800000.0,2664046000000.0,2880637800000.0,1101621500000.0,2325646100000.0,2632023300000.0,2464810300000.0,2063309200000.0,2946898600000.0,2237194000000.0,2392890300000.0,3260819700000.0,1765310000000.0,2839617000000.0,2197580400000.0,2206885500000.0,2625070700000.0
2084.0,2872521800000.0,2652433300000.0,2868367600000.0,1073479400000.0,2319208700000.0,2617269800000.0,2456488000000.0,2046617500000.0,2951041300000.0,2213939800000.0,2393861300000.0,3257101200000.0,1743098900000.0,2839095000000.0,2185937300000.0,2193838200000.0,2613856400000.0
2085.0,2867975700000.0,2644919200000.0,2873053200000.0,1043192400000.0,2303092600000.0,2598252000000.0,2443692000000.0,2024242700000.0,2954890300000.0,2189719000000.0,2396293000000.0,3261413000000.0,1731413300000.0,2839592800000.0,2172910400000.0,2178118300000.0,2597429400000.0
2086.0,2862960600000.0,2632251900000.0,2867788000000.0,1018597400000.0,2293991000000.0,2584268000000.0,2425969200000.0,2002157200000.0,2963793200000.0,2160350500000.0,2407033700000.0,3255386800000.0,1720314400000.0,2842028100000.0,2160369300000.0,2163905800000.0,2571698700000.0
2087.0,2864214700000.0,2617630800000.0,2864429100000.0,991502340000.0,2281394700000.0,2578650500000.0,2410074900000.0,1983601200000.0,2961316500000.0,2137715400000.0,2408626500000.0,3257435700000.0,1713485900000.0,2844514600000.0,2142678200000.0,2146201000000.0,2554187700000.0
2088.0,2863127000000.0,2608125000000.0,2865867500000.0,968627100000.0,2267429000000.0,2570894200000.0,2392952400000.0,1952250300000.0,2961234500000.0,2110489800000.0,2397443200000.0,3247260300000.0,1701995500000.0,2847227200000.0,2132645000000.0,2140712600000.0,2537324300000.0
2089.0,2860383200000.0,2607010300000.0,2877328500000.0,942426200000.0,2254544300000.0,2554175200000.0,2380352200000.0,1942095800000.0,2966284400000.0,2085347000000.0,2396874600000.0,3241901300000.0,1686615500000.0,2858145500000.0,2122704200000.0,2130442600000.0,2518277000000.0
2090.0,2851065300000.0,2593549000000.0,2876990300000.0,917124600000.0,2244577900000.0,2540512000000.0,2364187300000.0,1923603000000.0,2977029200000.0,2067175300000.0,2389689800000.0,3236426700000.0,1674097900000.0,2859129600000.0,2104993800000.0,2121936900000.0,2501062200000.0
2091.0,2836521300000.0,2586891300000.0,2868451000000.0,894771900000.0,2236585600000.0,2526750000000.0,2354681700000.0,1908006500000.0,2972935500000.0,2054492500000.0,2388341800000.0,3232166000000.0,1659206500000.0,2863981000000.0,2091259900000.0,2110284100000.0,2485970800000.0
2092.0,2831246000000.0,2572332800000.0,2857185000000.0,866867600000.0,2231215600000.0,2509590200000.0,2329619700000.0,1884405400000.0,2968792300000.0,2041539600000.0,2390416200000.0,3232637400000.0,1642820100000.0,2869366600000.0,2088978200000.0,2092942900000.0,2478092000000.0
2093.0,2824913600000.0,2557998300000.0,2861578000000.0,848502060000.0,2222859500000.0,2500753000000.0,2315155400000.0,1861262500000.0,2971654200000.0,2021202300000.0,2394441600000.0,3225139000000.0,1633805400000.0,2868851800000.0,2082012400000.0,2089877900000.0,2473331500000.0
2094.0,2824138400000.0,2552025600000.0,2867914300000.0,827609250000.0,2209078300000.0,2484566500000.0,2307037300000.0,1839374000000.0,2966392000000.0,2006203500000.0,2389492000000.0,3225640000000.0,1623736000000.0,2874475500000.0,2080527900000.0,2084899300000.0,2458419500000.0
2095.0,2806651600000.0,2536517000000.0,2870468400000.0,809231600000.0,2198276000000.0,2478094700000.0,2297636300000.0,1808156100000.0,2967787000000.0,1991408100000.0,2384286700000.0,3232026600000.0,1609456300000.0,2878495000000.0,2078433500000.0,2066990500000.0,2444338000000.0
