time,CESM1-CAM5,CSIRO-MK3-6-0,NORESM1-M,MPI-ESM-LR
2174.0,11263928000.0,11369545000.0,15621201000.0,14808961000.0
2175.0,11318386000.0,11305633000.0,15477954000.0,14937507000.0
2176.0,11228561000.0,11236615000.0,15441053000.0,14765008000.0
2177.0,11229719000.0,11184788000.0,15511283000.0,14737348000.0
2178.0,11176180000.0,11145013000.0,15528418000.0,14675536000.0
2179.0,11169379000.0,11073646000.0,15320433000.0,14583667000.0
2180.0,11050867000.0,10999369000.0,15298812000.0,14594147000.0
2181.0,11007354000.0,10963312000.0,15255527000.0,14604378000.0
2182.0,10961492000.0,10883839000.0,15268111000.0,14486778000.0
2183.0,10935905000.0,10835666000.0,15251225000.0,14478500000.0
2184.0,10866798000.0,10810904000.0,15690245000.0,14611624000.0
2185.0,10826777000.0,10765146000.0,15200845000.0,14546097000.0
2186.0,10798762000.0,10724638000.0,15126193000.0,14377827000.0
2187.0,10758072000.0,10802473000.0,15136769000.0,14334931000.0
2188.0,10733435000.0,10584491000.0,15122126000.0,14300720000.0
2189.0,10684714000.0,10534175000.0,15098892000.0,14357815000.0
2190.0,10639606000.0,10498705000.0,15094362000.0,14224797000.0
2191.0,10591228000.0,10475721000.0,15086500000.0,14194350000.0
2192.0,10643352000.0,10405216000.0,15126862000.0,14121325000.0
2193.0,10554492000.0,10366882000.0,15015516000.0,14245372000.0
2194.0,10494298000.0,10330483000.0,14973182000.0,14103109000.0
2195.0,10488185000.0,10340491000.0,14954978000.0,14031504000.0
2196.0,10535000000.0,10244727000.0,15143455000.0,13962690000.0
2197.0,10412420000.0,10197198000.0,14882008000.0,13929775000.0
2198.0,10376231000.0,10169653000.0,14863638000.0,13936804000.0
2199.0,10354641000.0,10122641000.0,15046769000.0,13945293000.0
2200.0,10279400000.0,10077118000.0,14857691000.0,13969223000.0
2201.0,10364829000.0,10038065000.0,14809736000.0,14884944000.0
2202.0,10223203000.0,10004481000.0,14751145000.0,14151301000.0
2203.0,10183516000.0,9998061000.0,14762982000.0,14016612000.0
2204.0,10159714000.0,9949535000.0,14697612000.0,13831371000.0
2205.0,10152963000.0,10605406000.0,14915194000.0,13803390000.0
2206.0,10087065000.0,10159217000.0,14685223000.0,13809488000.0
2207.0,10065785000.0,10032547000.0,14723712000.0,13779239000.0
2208.0,10025987000.0,9913848000.0,14653667000.0,13734236000.0
2209.0,9982748000.0,9857300000.0,14608728000.0,13716708000.0
2210.0,9946460000.0,9839021000.0,14688385000.0,13701900000.0
2211.0,9908023000.0,9848187000.0,14766743000.0,13687813000.0
2212.0,9915746000.0,9792462000.0,14987129000.0,13661087000.0
2213.0,9902640000.0,9751664000.0,14661179000.0,14243031000.0
2214.0,9862406000.0,9788134000.0,14533379000.0,13833863000.0
2215.0,9841499000.0,9708116000.0,14541010000.0,13728276000.0
2216.0,9806070000.0,9673728000.0,14590696000.0,13812084000.0
2217.0,9778742000.0,9656649000.0,14514070000.0,13750997000.0
2218.0,9788083000.0,9612501000.0,14482961000.0,13712958000.0
2219.0,9704936000.0,9589454000.0,14461683000.0,14065087000.0
2220.0,9673078000.0,9572752000.0,14500233000.0,14460556000.0
2221.0,9638422000.0,9537757000.0,14468738000.0,13725428000.0
2222.0,9607210000.0,9534067000.0,14441479000.0,13624108000.0
2223.0,9671803000.0,9506409000.0,14430014000.0,13574136000.0
2224.0,9547990000.0,9477554000.0,14447867000.0,13549505000.0
2225.0,9602930000.0,9460772000.0,14470880000.0,13618576000.0
2226.0,9535473000.0,9424299000.0,14366726000.0,13582698000.0
2227.0,9552198000.0,9380206000.0,14325985000.0,13643040000.0
2228.0,9476415000.0,9360034000.0,14346893000.0,13504826000.0
2229.0,9479493000.0,9326159000.0,14278954000.0,13434195000.0
2230.0,9439352000.0,9289069000.0,14290243000.0,13428457000.0
2231.0,9438115000.0,9228797000.0,14247892000.0,13457043000.0
2232.0,9377915000.0,9171768000.0,14394558000.0,13470482000.0
2233.0,9351414000.0,9203664000.0,14213832000.0,13480370000.0
2234.0,9355403000.0,9137951000.0,14177079000.0,13342652000.0
2235.0,9319139000.0,9323464000.0,14252623000.0,13357676000.0
2236.0,9271586000.0,9106448000.0,14156578000.0,13404614000.0
2237.0,9230459000.0,9087485000.0,14168884000.0,13298640000.0
2238.0,9215616000.0,9042916000.0,14265758000.0,13288854000.0
2239.0,9623598000.0,8990697000.0,14105641000.0,13515609000.0
2240.0,9251888000.0,8944606000.0,14067216000.0,13339538000.0
2241.0,9155763000.0,8922016000.0,14076641000.0,13288928000.0
2242.0,9121318000.0,8887574000.0,14028405000.0,13343618000.0
2243.0,9149580000.0,8860483000.0,14074497000.0,13212010000.0
2244.0,9074364000.0,8943068000.0,14021144000.0,13330290000.0
2245.0,9070516000.0,8901663000.0,13969219000.0,13775130000.0
2246.0,9015361000.0,8881503000.0,14003897000.0,13253346000.0
2247.0,8997460000.0,8811471000.0,13918692000.0,13175047000.0
2248.0,8973206000.0,8812242000.0,13924507000.0,13113891000.0
2249.0,8961781000.0,8819654000.0,13951789000.0,13540747000.0
2250.0,9029761000.0,8762398000.0,13944254000.0,13477211000.0
2251.0,9046439000.0,8715423000.0,13880442000.0,13237902000.0
2252.0,8962980000.0,8701715000.0,13936460000.0,13085036000.0
2253.0,8974211000.0,8673535000.0,13813671000.0,13080766000.0
2254.0,8871644000.0,8660803000.0,13767817000.0,13014184000.0
2255.0,8906927000.0,8658098000.0,13753033000.0,13162925000.0
2256.0,8830925000.0,8632749000.0,13763892000.0,12989359000.0
2257.0,8838784000.0,8892432000.0,13764389000.0,12927161000.0
2258.0,8801939000.0,8619273000.0,13678575000.0,12920296000.0
2259.0,8798028000.0,8580892000.0,13607695000.0,12966818000.0
2260.0,8838294000.0,8525690400.0,13594146000.0,12866214000.0
2261.0,8769355000.0,8514365400.0,13829258000.0,12900090000.0
2262.0,8806086000.0,8513325000.0,13626786000.0,12821712000.0
2263.0,8781369000.0,8477912000.0,13753881000.0,12764675000.0
2264.0,8732060000.0,8461399000.0,13540170000.0,12814579000.0
2265.0,8814515000.0,8453609500.0,14807157000.0,12790617000.0
2266.0,8732149000.0,8430625300.0,13909538000.0,12987421000.0
2267.0,8698286000.0,8426045400.0,13512807000.0,12785582000.0
2268.0,8762120000.0,8409851400.0,13449018000.0,12662970000.0
2269.0,8692667000.0,8438024000.0,13678733000.0,12597991000.0
2270.0,8658013000.0,8378781700.0,13467630000.0,12758974000.0
2271.0,8636141000.0,8444175000.0,13537696000.0,12587595000.0
2272.0,8622642000.0,8460064000.0,13599563000.0,12548546000.0
2273.0,8616020000.0,8399407600.0,13563808000.0,12508469000.0
2274.0,8756319000.0,8348477400.0,13431819000.0,12695015000.0
2275.0,8690073000.0,8323904500.0,13893726000.0,12485516000.0
2276.0,8592964000.0,8315265000.0,13585816000.0,12447350000.0
2277.0,8621303000.0,8360288000.0,13401639000.0,12429842000.0
2278.0,8569494500.0,8336072700.0,13417396000.0,12467987000.0
2279.0,8567273000.0,8287948000.0,13325153000.0,12538361000.0
2280.0,8544617500.0,8262601000.0,13438041000.0,12414554000.0
2281.0,8550728700.0,8231968000.0,13319682000.0,12523130000.0
2282.0,8515625500.0,8214771700.0,13298985000.0,12993780000.0
2283.0,8551153700.0,8184708000.0,13249782000.0,13003895000.0
2284.0,8509013500.0,8198467600.0,13380995000.0,12546981000.0
2285.0,8508802600.0,8202655000.0,13213183000.0,12589034000.0
2286.0,8572511000.0,8448870000.0,13172845000.0,12487351000.0
2287.0,8503155700.0,8224988700.0,13171031000.0,12482843000.0
2288.0,8507663400.0,8154952700.0,13136782000.0,12501684000.0
2289.0,8783788000.0,8146291000.0,13110463000.0,12607454000.0
2290.0,8523479000.0,8118838300.0,13099080000.0,12477598000.0
2291.0,8467752400.0,8120008700.0,13118892000.0,12387118000.0
2292.0,8840998000.0,8097962000.0,13053810000.0,12551098000.0
2293.0,8466512400.0,8075149300.0,13084095000.0,12330624000.0
2294.0,8422738000.0,8066361300.0,13067220000.0,12355575000.0
2295.0,8404799500.0,8020134000.0,13240346000.0,12281958000.0
2296.0,8381909500.0,8000395300.0,13017680000.0,12358683000.0
2297.0,8486469000.0,7979519500.0,13048106000.0,12401154000.0
2298.0,8411159000.0,7962655000.0,13003571000.0,12550791000.0
2299.0,8368855000.0,7957773300.0,12969059000.0,12304748000.0
2300.0,8344682500.0,7956257000.0,12939127000.0,12486053000.0
