time,NORESM2-MM,FGOALS-F3-L,CESM2,GFDL-ESM4,CAMS-CSM1-0,INM-CM5-0,BCC-CSM2-MR,EC-EARTH3-VEG,INM-CM4-8,EC-EARTH3,MRI-ESM2-0,CMCC-CM2-SR5,MPI-ESM1-2-HR,CESM2-WACCM
2035.0,1889593100.0,1781283200.0,1816324700.0,1986184400.0,2130079100.0,1892849000.0,1977605400.0,1844865000.0,1850480800.0,1478935800.0,1757674200.0,2053870500.0,1831533200.0,1911355000.0
2036.0,1843727400.0,1733459700.0,1748314000.0,1955388000.0,2087931800.0,1839220900.0,1908465700.0,1792607100.0,1807186800.0,1406862100.0,1711296600.0,1968906900.0,1783593300.0,1846776400.0
2037.0,1867454100.0,1711783000.0,1681807600.0,1922530200.0,2094560500.0,1842852100.0,1938618100.0,1734801800.0,1784157800.0,1355854700.0,1656756400.0,1928981800.0,1755223900.0,1821918700.0
2038.0,1837346000.0,1665411100.0,1639947100.0,1895455500.0,2016336400.0,1794560900.0,1848146400.0,1688224800.0,1801875500.0,1335372900.0,1625583200.0,1913435800.0,1709768600.0,1797764900.0
2039.0,1735443600.0,1652438100.0,1595295600.0,1854943400.0,2004596000.0,1738979200.0,1822134500.0,1694248100.0,1710304100.0,1274666400.0,1574829600.0,1870977400.0,1675305300.0,1747006500.0
2040.0,1694827100.0,1616643700.0,1582608500.0,1823397600.0,1983075200.0,1713682700.0,1783913500.0,1597926700.0,1736151200.0,1235988600.0,1540970600.0,1838573700.0,1649152000.0,1717812900.0
2041.0,1638802600.0,1566490400.0,1498921600.0,1827673700.0,1940303600.0,1657076200.0,1749094000.0,1542011300.0,1654260200.0,1132776800.0,1493614000.0,1806109200.0,1603772400.0,1667537500.0
2042.0,1591324900.0,1572774100.0,1448791900.0,1769643300.0,1918154000.0,1656317000.0,1730197000.0,1493641200.0,1611386800.0,1066889800.0,1430710800.0,1762693800.0,1532966700.0,1616891300.0
2043.0,1568989800.0,1472255200.0,1399236600.0,1780133100.0,1884482300.0,1599349000.0,1677961900.0,1445324200.0,1526031700.0,1005348300.0,1381086200.0,1727263500.0,1487046400.0,1599185900.0
2044.0,1527749500.0,1423302100.0,1336895500.0,1725382100.0,1886639900.0,1570894000.0,1662884400.0,1368158500.0,1466505900.0,997190100.0,1331366100.0,1682024800.0,1473068000.0,1526753900.0
2045.0,1467718400.0,1378042900.0,1286771000.0,1663958700.0,1829475600.0,1531651800.0,1609984300.0,1308393200.0,1403186300.0,897365800.0,1271070300.0,1642744000.0,1449428900.0,1490424000.0
2046.0,1420251800.0,1345450200.0,1239404400.0,1623951700.0,1788570200.0,1539262000.0,1559122200.0,1310057900.0,1366928600.0,876381700.0,1227386600.0,1601598600.0,1417328000.0,1442635600.0
2047.0,1354567800.0,1352387700.0,1210190300.0,1647119100.0,1800537500.0,1457279100.0,1528489300.0,1225033700.0,1378799600.0,818294140.0,1183795500.0,1573860000.0,1342926700.0,1405081700.0
2048.0,1302608300.0,1297629800.0,1148705400.0,1647174400.0,1779649200.0,1582214100.0,1499191700.0,1160993800.0,1330264800.0,782435840.0,1141239400.0,1519095000.0,1276063900.0,1359316200.0
2049.0,1247111000.0,1250122200.0,1099305500.0,1606946000.0,1711184800.0,1473859700.0,1478384600.0,1116890400.0,1314640800.0,737067840.0,1098126700.0,1477184100.0,1247449000.0,1309851000.0
2050.0,1204969300.0,1214991400.0,1058002370.0,1509087500.0,1729686100.0,1368132200.0,1411966000.0,1058854600.0,1239038500.0,690836860.0,1051131100.0,1424704500.0,1188737800.0,1262552300.0
2051.0,1155554800.0,1170659500.0,1014728640.0,1454505700.0,1667836800.0,1339316900.0,1394077200.0,1037993300.0,1174262700.0,641636000.0,999813800.0,1401400600.0,1147573900.0,1218544300.0
2052.0,1136127600.0,1130827300.0,973396600.0,1413938200.0,1629969300.0,1338784900.0,1358633200.0,972389100.0,1209169900.0,597322800.0,960092900.0,1348724200.0,1145887700.0,1177630500.0
2053.0,1075086200.0,1084203800.0,934436000.0,1374151600.0,1587195500.0,1291904300.0,1323930500.0,1002274240.0,1147669900.0,561057300.0,1178437900.0,1305486100.0,1087307300.0,1125404900.0
2054.0,1029316300.0,1051872450.0,898184260.0,1367907600.0,1567622900.0,1227977700.0,1279262000.0,906404540.0,1079942500.0,529941600.0,911792500.0,1263577000.0,1082384400.0,1087220500.0
2055.0,998783800.0,1011173440.0,857594500.0,1361132500.0,1523700500.0,1191415300.0,1265969200.0,864470340.0,1040246660.0,505497300.0,875902700.0,1227652200.0,1026372740.0,1047378750.0
2056.0,952050300.0,994512500.0,812038000.0,1285362000.0,1562199300.0,1159674000.0,1190309500.0,822203600.0,1008196160.0,474365700.0,842628500.0,1183946200.0,983727800.0,1001159200.0
2057.0,909126100.0,946971460.0,781554000.0,1245359500.0,1621233900.0,1165902600.0,1172243300.0,786612860.0,991364740.0,445494180.0,796363600.0,1136606700.0,954162000.0,968480200.0
2058.0,867083460.0,904757800.0,761946750.0,1195456600.0,1571940200.0,1152973800.0,1132614100.0,805402000.0,939652300.0,429135070.0,762174700.0,1100858000.0,915288500.0,934418940.0
2059.0,827973250.0,877236860.0,719652800.0,1218060000.0,1506351200.0,1079906700.0,1080229400.0,732343200.0,896472000.0,405411330.0,741294200.0,1053443460.0,884552300.0,907659970.0
2060.0,800975360.0,836325950.0,692691840.0,1159056400.0,1491340700.0,1032363000.0,1044747800.0,692351550.0,872682000.0,386592670.0,693451900.0,1006401500.0,861369340.0,864687740.0
2061.0,769251840.0,816867900.0,665944200.0,1136995500.0,1416217500.0,983590700.0,1002205760.0,682341100.0,845268740.0,365708500.0,659748540.0,972075400.0,831671940.0,834030340.0
2062.0,744671740.0,804712600.0,643395140.0,1080135800.0,1434738400.0,941846900.0,976582460.0,644010900.0,827859400.0,342822000.0,645568900.0,927779100.0,858004160.0,802962100.0
2063.0,733550660.0,773842600.0,618466400.0,1068453760.0,1381957600.0,922977400.0,930052030.0,606285760.0,791252540.0,328791000.0,620138200.0,891050600.0,817849700.0,771480060.0
2064.0,700249900.0,750990400.0,628944900.0,1023695500.0,1331562400.0,881173760.0,894292000.0,598392000.0,775316500.0,307253660.0,590610300.0,847365400.0,789019650.0,749233400.0
2065.0,680231940.0,724172200.0,587937900.0,998141800.0,1318431700.0,875383100.0,852584960.0,565427650.0,734364540.0,288567740.0,586445630.0,815130050.0,745092200.0,734864450.0
2066.0,823457800.0,708572600.0,561748800.0,1041400700.0,1324238500.0,884205700.0,812226050.0,541484700.0,729644200.0,269965300.0,568520800.0,779277440.0,715293760.0,719329700.0
2067.0,682539650.0,681719000.0,549621060.0,1033815700.0,1274102900.0,829536400.0,785844860.0,518527330.0,700314800.0,251905740.0,565586050.0,749984500.0,692676860.0,693042000.0
2068.0,669510100.0,657719300.0,532620900.0,953539300.0,1283232900.0,810363500.0,753579650.0,503024200.0,683827260.0,240381570.0,541705600.0,708943900.0,685105700.0,669034100.0
2069.0,620073340.0,642996000.0,518864740.0,930137200.0,1272700700.0,817404000.0,732942700.0,484689820.0,669947800.0,229865890.0,529538200.0,684719600.0,664686660.0,638966850.0
2070.0,597083100.0,646681000.0,498834600.0,892843260.0,1217538400.0,776829500.0,710395460.0,465535800.0,655402560.0,221847420.0,513553380.0,651823360.0,640694100.0,623585860.0
2071.0,576559300.0,608512600.0,480891070.0,884204740.0,1190570500.0,741555700.0,687890700.0,444384740.0,633038660.0,209278140.0,499777950.0,624851700.0,625191550.0,602057700.0
2072.0,551989200.0,651132400.0,458742300.0,877470850.0,1163372400.0,721706500.0,667704060.0,425220480.0,606265400.0,202222910.0,489686620.0,600526850.0,612875400.0,578317200.0
2073.0,535489860.0,590131800.0,440692740.0,843884350.0,1198072300.0,723213800.0,643408800.0,406645600.0,597318340.0,200516430.0,477620320.0,578091300.0,598955900.0,556900100.0
2074.0,526480670.0,592821900.0,421408580.0,883203400.0,1129701600.0,698239400.0,630558700.0,418137700.0,586364900.0,185466960.0,457311330.0,553977000.0,575576100.0,544147260.0
2075.0,508337250.0,558948030.0,408333900.0,824500740.0,1140470900.0,705535700.0,593874000.0,394606620.0,556384830.0,177878500.0,447866600.0,526784640.0,570297900.0,526833120.0
2076.0,487941470.0,529485980.0,393006560.0,801589700.0,1110677500.0,672687800.0,586191600.0,366942430.0,568183360.0,174600820.0,431261950.0,504459260.0,552129600.0,503818400.0
2077.0,483613660.0,520973200.0,380507330.0,779100860.0,1136639700.0,723460540.0,559617600.0,355379970.0,537402940.0,167993600.0,441568400.0,484632800.0,539471800.0,482163260.0
2078.0,456766620.0,506533280.0,372522500.0,763257000.0,1130490500.0,645895040.0,539065400.0,343323360.0,532329920.0,163572450.0,405738400.0,459434100.0,528921060.0,469186660.0
2079.0,441051330.0,502070560.0,360275780.0,751966500.0,1059603840.0,632136100.0,547121660.0,333762270.0,529440200.0,159359800.0,396223040.0,435795780.0,542317900.0,459064320.0
2080.0,431871360.0,541863300.0,348945630.0,719700200.0,1054291260.0,631895200.0,518633280.0,328251500.0,506436580.0,154255460.0,394184300.0,411786660.0,537361800.0,442691400.0
2081.0,432110460.0,485872000.0,340190850.0,698829600.0,1063351400.0,640790800.0,527710300.0,309960900.0,527582240.0,151399710.0,403265380.0,391591500.0,481710980.0,431497100.0
2082.0,407724540.0,489224580.0,326843230.0,681294660.0,1018222100.0,612207000.0,503804260.0,300056900.0,498494820.0,147485420.0,380081150.0,373000320.0,530582140.0,414861300.0
2083.0,396460000.0,447241470.0,316919840.0,661778750.0,1024460860.0,609377860.0,465427680.0,289095260.0,461801280.0,144144130.0,407847170.0,358247230.0,458134080.0,403029100.0
2084.0,385744540.0,417530750.0,305038620.0,640943200.0,1037006400.0,635397950.0,448395260.0,283964930.0,457362500.0,143804480.0,358122700.0,339953280.0,487978200.0,386906720.0
2085.0,376669380.0,432950980.0,303903580.0,627405760.0,1333280900.0,571905900.0,431893250.0,276105280.0,445270660.0,141649520.0,352749800.0,324600860.0,441268900.0,376306080.0
2086.0,367366940.0,401482400.0,284196540.0,627963200.0,1037352700.0,563998850.0,416982850.0,268715940.0,441644830.0,138082720.0,338561150.0,310997900.0,429184300.0,368114850.0
2087.0,356457020.0,382946900.0,274017250.0,606254140.0,967895200.0,552926660.0,400746600.0,257326580.0,432426270.0,135136370.0,342826430.0,295460400.0,417891900.0,354812060.0
2088.0,346650880.0,378668400.0,266561070.0,589063800.0,1006162800.0,537227100.0,382797470.0,249396980.0,417675140.0,130796280.0,334056960.0,280070300.0,416127500.0,341872260.0
2089.0,334457120.0,377517060.0,255963310.0,570420500.0,1001376100.0,528831460.0,363413340.0,236424290.0,462905200.0,127436180.0,324231740.0,271046180.0,398922940.0,329072030.0
2090.0,323774080.0,367976420.0,249233900.0,552996740.0,951886200.0,537402750.0,352342100.0,227200080.0,427592000.0,125659010.0,357428220.0,259414080.0,395001570.0,319719940.0
2091.0,317242530.0,350309440.0,243761540.0,565708860.0,957095740.0,509196320.0,339666200.0,220190980.0,403003940.0,123377380.0,316250900.0,243773970.0,394096480.0,304019740.0
2092.0,323173570.0,343993730.0,236415900.0,549636400.0,926269800.0,502030560.0,346522050.0,216058770.0,398185470.0,124977560.0,322116700.0,226958480.0,388445540.0,302121100.0
2093.0,304806980.0,335869570.0,228495140.0,538195600.0,906040450.0,506187780.0,318720670.0,209081600.0,390539200.0,121500184.0,312436320.0,217154110.0,378312800.0,292936260.0
2094.0,295216450.0,331735600.0,230026640.0,518198530.0,924428600.0,544654700.0,308831230.0,201652080.0,392705900.0,118543400.0,333303940.0,206738540.0,370150660.0,281574900.0
2095.0,289302200.0,319638430.0,219169070.0,516954200.0,1052493630.0,519577540.0,310122100.0,195927120.0,377425380.0,117038660.0,300674240.0,200831250.0,358875940.0,275398560.0
2096.0,283706370.0,318449920.0,216381120.0,501098460.0,933920000.0,489808350.0,292501250.0,189805010.0,387884930.0,115764050.0,300409000.0,194299660.0,349944060.0,269543230.0
2097.0,276549470.0,360756900.0,214942770.0,493902900.0,934040450.0,491231680.0,279806800.0,184251950.0,373113760.0,114150630.0,289929440.0,185933250.0,340775840.0,260818800.0
2098.0,273001660.0,354252740.0,211302140.0,482640060.0,910027500.0,460509100.0,273664900.0,180646690.0,363989900.0,112302560.0,284450180.0,180450510.0,367999260.0,258353100.0
2099.0,264046080.0,372165540.0,206256100.0,470409340.0,857244200.0,451723400.0,267855500.0,175942140.0,399732030.0,111322390.0,299022430.0,177628340.0,332884540.0,251792020.0
2100.0,255452030.0,326925980.0,203225340.0,469659260.0,901456060.0,445135100.0,252713630.0,172698000.0,361327800.0,110834940.0,294692000.0,173556660.0,323192030.0,243032980.0
