time,MPI-ESM-LR,GFDL-CM3,CNRM-CM5,CSIRO-MK3-6-0,CCSM4,GISS-E2-R,CESM1-CAM5,IPSL-CM5A-LR,NORESM1-M,CANESM2,GFDL-ESM2G
2025.0,71204400000.0,61094457000.0,70291800000.0,61716255000.0,69894860000.0,64683938000.0,68159480000.0,66739294000.0,64408970000.0,57423073000.0,61766650000.0
2026.0,69106890000.0,56319738000.0,69028660000.0,57027502000.0,68553486000.0,62959886000.0,64462350000.0,63201976000.0,64445768000.0,56166800000.0,60996160000.0
2027.0,67261985000.0,54621983000.0,67030010000.0,56861553000.0,68193550000.0,61307610000.0,63928017000.0,60599820000.0,64065740000.0,51562004000.0,59672494000.0
2028.0,67433673000.0,50890470000.0,63978037000.0,56403767000.0,65774563000.0,60738680000.0,64048198000.0,60797972000.0,63134933000.0,48586592000.0,60113568000.0
2029.0,65856400000.0,47847400000.0,62824490000.0,56788746000.0,65163084000.0,60103897000.0,64846307000.0,59569373000.0,60861820000.0,47588983000.0,59124093000.0
2030.0,64080142000.0,45842678000.0,59889820000.0,56379613000.0,65275740000.0,58643800000.0,61974356000.0,57159967000.0,59592490000.0,44668305000.0,57216737000.0
2031.0,63902212000.0,43046154000.0,58520650000.0,56544250000.0,65173090000.0,57827980000.0,55969346000.0,54143357000.0,56929640000.0,42047906000.0,55445380000.0
2032.0,62368720000.0,38615920000.0,56765200000.0,56918323000.0,63845073000.0,56009208000.0,53823800000.0,51531235000.0,56357523000.0,40914700000.0,52895867000.0
2033.0,56989446000.0,37572895000.0,54979900000.0,55657353000.0,61566013000.0,56943882000.0,53665780000.0,47808770000.0,55196275000.0,41105154000.0,51097860000.0
2034.0,48243260000.0,34279358000.0,53331665000.0,54318400000.0,60749824000.0,54221627000.0,51298190000.0,45927800000.0,52913943000.0,39209610000.0,50792145000.0
2035.0,46418100000.0,31857811000.0,51724722000.0,54438584000.0,58206077000.0,52586713000.0,48395153000.0,43557515000.0,52576678000.0,39036387000.0,49717494000.0
2036.0,45611287000.0,31097772000.0,49126883000.0,51150926000.0,57734083000.0,51276325000.0,47345824000.0,42293522000.0,51661496000.0,38637500000.0,48113828000.0
2037.0,42767258000.0,29121874000.0,48609358000.0,47378070000.0,57564623000.0,49964204000.0,46178562000.0,41191342000.0,50015130000.0,36949370000.0,47267635000.0
2038.0,40077775000.0,25948002000.0,47304600000.0,43604030000.0,56868950000.0,48149020000.0,42727313000.0,38563885000.0,47575327000.0,33409393000.0,48175575000.0
2039.0,39139467000.0,25713430000.0,45817238000.0,40413954000.0,55761330000.0,47649227000.0,41928730000.0,36378943000.0,44711370000.0,30750659000.0,48357170000.0
2040.0,37343890000.0,24849596000.0,43435782000.0,39610030000.0,53165326000.0,46251336000.0,41510140000.0,34147754000.0,43513598000.0,30311786000.0,46824153000.0
2041.0,36078682000.0,23831366000.0,43177583000.0,37327823000.0,50370150000.0,43876807000.0,40819400000.0,30442680000.0,41009336000.0,29516954000.0,46266905000.0
2042.0,36959800000.0,22113309000.0,41389093000.0,33386074000.0,48544334000.0,41952408000.0,39864740000.0,29955391000.0,41732800000.0,26879610000.0,44712563000.0
2043.0,37489230000.0,21518287000.0,40454967000.0,30285281000.0,49326887000.0,41038045000.0,39374086000.0,29844450000.0,39964697000.0,25737280000.0,43018350000.0
2044.0,35290833000.0,20419734000.0,39595495000.0,27414764000.0,47858684000.0,40654190000.0,38191178000.0,29254940000.0,37763367000.0,25715106000.0,42823926000.0
2045.0,32451283000.0,19446760000.0,38474710000.0,25972860000.0,45275005000.0,40461750000.0,35123510000.0,27657654000.0,34803843000.0,25642040000.0,42608850000.0
2046.0,31725316000.0,17950276000.0,38735560000.0,24552872000.0,44594970000.0,39524024000.0,34659280000.0,27041536000.0,32279103000.0,25725635000.0,42594513000.0
2047.0,31136154000.0,16237190000.0,37876470000.0,24502137000.0,43951020000.0,38763213000.0,33172519000.0,26643595000.0,33098478000.0,24632525000.0,40641970000.0
2048.0,30674567000.0,16292768000.0,35930180000.0,25163640000.0,43790737000.0,38929342000.0,29804962000.0,24297730000.0,33949604000.0,23635272000.0,38762054000.0
2049.0,30462996000.0,16016685000.0,35468240000.0,23929422000.0,41460986000.0,38616920000.0,29474960000.0,23333636000.0,33915294000.0,22841485000.0,36960370000.0
2050.0,29565622000.0,14624788000.0,34247133000.0,22468698000.0,40207835000.0,38918455000.0,29300883000.0,22308796000.0,33878272000.0,22221904000.0,38096097000.0
2051.0,28335538000.0,14099810000.0,33749880000.0,20759095000.0,40620696000.0,37884950000.0,28457507000.0,20467988000.0,33367730000.0,21769538000.0,38578573000.0
2052.0,26298472000.0,13451114000.0,32367634000.0,19122991000.0,40636450000.0,37112054000.0,26314109000.0,19975256000.0,32611363000.0,21256376000.0,37307110000.0
2053.0,23691002000.0,13067037000.0,31366158000.0,17440856000.0,39250420000.0,36165296000.0,26390546000.0,19155896000.0,30557350000.0,20742068000.0,35349946000.0
2054.0,22794985000.0,12477534000.0,29729487000.0,16044694000.0,37663890000.0,35097125000.0,25987967000.0,17998457000.0,30284857000.0,19567225000.0,33522070000.0
2055.0,22095782000.0,11342510000.0,28482593000.0,14051115000.0,36368410000.0,33819820000.0,25759285000.0,17756707000.0,30331658000.0,19504670000.0,32905075000.0
2056.0,22223450000.0,11162286000.0,26991235000.0,11883682000.0,35666420000.0,32542622000.0,24097407000.0,17005700000.0,29642846000.0,19295838000.0,30834938000.0
2057.0,22630873000.0,10784534000.0,26806325000.0,11804841000.0,35829965000.0,31205420000.0,24293820000.0,16953511000.0,29155373000.0,18700483000.0,30092933000.0
2058.0,22926850000.0,10189028000.0,26857644000.0,11061630000.0,36633610000.0,31274934000.0,23877575000.0,17228510000.0,28581458000.0,18445142000.0,30979473000.0
2059.0,21755662000.0,10139008000.0,26516890000.0,10165907000.0,36995950000.0,31540308000.0,23787026000.0,17042483000.0,28393286000.0,18100370000.0,30025646000.0
2060.0,20640266000.0,9807845000.0,25841662000.0,9640946000.0,35705614000.0,31828611000.0,22777592000.0,16756078000.0,28804174000.0,16786312000.0,29553508000.0
2061.0,20771097000.0,9288424000.0,25183318000.0,8908110000.0,34186504000.0,31968223000.0,21571666000.0,16955947000.0,27799065000.0,15382872000.0,28976873000.0
2062.0,20704252000.0,9338872000.0,25216535000.0,8639761000.0,32469823000.0,31948982000.0,21211562000.0,16347386000.0,26688186000.0,14795980000.0,28270758000.0
2063.0,19804193000.0,9220237000.0,24826722000.0,8362594300.0,31635042000.0,31815391000.0,21598100000.0,15368276000.0,25933523000.0,14334208000.0,28145873000.0
2064.0,18207400000.0,8781810000.0,24408654000.0,8367401000.0,30179080000.0,31029529000.0,21403826000.0,14329788000.0,25281325000.0,13591720000.0,28532505000.0
2065.0,17472545000.0,8921619000.0,23921474000.0,8436139500.0,28391680000.0,30358518000.0,21133826000.0,13831529000.0,24960487000.0,13496086000.0,27456670000.0
2066.0,17927959000.0,9011380000.0,23140151000.0,8573495000.0,27908231000.0,29995436000.0,20731814000.0,13807009000.0,24677390000.0,13716576000.0,27302250000.0
2067.0,18101342000.0,8703448000.0,23104698000.0,8218227000.0,28053522000.0,29763613000.0,20031453000.0,12988679000.0,24400738000.0,13883299000.0,26525602000.0
2068.0,18792925000.0,8413190000.0,22947303000.0,8042829000.0,27691776000.0,30213186000.0,18828898000.0,12859476000.0,23963126000.0,13844393000.0,25958658000.0
2069.0,18676603000.0,8085639700.0,23099034000.0,7700484000.0,27406774000.0,29947365000.0,18071980000.0,12668627000.0,24805278000.0,13802863000.0,25056612000.0
2070.0,17650012000.0,7775681500.0,22962580000.0,7181974500.0,27342328000.0,29252220000.0,16245936000.0,12457670000.0,24845654000.0,13343951000.0,25042022000.0
2071.0,17139502000.0,7310412000.0,22735462000.0,6865472500.0,25920938000.0,29671720000.0,14977629000.0,11323774000.0,24762894000.0,13082157000.0,25060751000.0
2072.0,18089904000.0,7428027000.0,22020954000.0,7264142300.0,24830204000.0,29133167000.0,15358597000.0,10959366000.0,23653261000.0,12940035000.0,25074186000.0
2073.0,18735983000.0,7334641700.0,21194482000.0,6900324000.0,25252233000.0,28554725000.0,15803617000.0,11400576000.0,23503497000.0,12772847000.0,24686836000.0
2074.0,18184331000.0,6919131600.0,20566510000.0,6586190300.0,25889104000.0,28355490000.0,15495160000.0,11757730000.0,23078543000.0,12913231000.0,24278160000.0
2075.0,16916605000.0,6495819300.0,20236081000.0,6706173400.0,25724768000.0,27817275000.0,15334825000.0,11926778000.0,22254186000.0,12908130000.0,24453915000.0
2076.0,16712354000.0,6718300700.0,19266568000.0,6478525000.0,25204658000.0,26925523000.0,15792760000.0,11919073000.0,22551314000.0,13058992000.0,24445635000.0
2077.0,16852408000.0,6555105000.0,18654058000.0,6184059000.0,25630180000.0,27175311000.0,15861714000.0,11716947000.0,22993580000.0,13235867000.0,24588569000.0
2078.0,17419788000.0,6046621000.0,17837318000.0,6159809500.0,25327200000.0,27166840000.0,15197937000.0,11774717000.0,22976657000.0,12808947000.0,24630210000.0
2079.0,17338737000.0,6195986000.0,17362737000.0,5799586000.0,24573366000.0,27003288000.0,14418224000.0,11586640000.0,23014009000.0,12488353000.0,24149410000.0
2080.0,16854047000.0,6121597000.0,17208803000.0,5493918700.0,24854778000.0,26433655000.0,14796279000.0,11689668000.0,22018312000.0,12458274000.0,23389108000.0
2081.0,15601004000.0,5759830500.0,17207691000.0,5135837700.0,25246935000.0,25510783000.0,15091395000.0,11308987000.0,21969093000.0,11413936000.0,22510270000.0
2082.0,13400079000.0,5952343000.0,17185163000.0,5248889300.0,24645204000.0,25802664000.0,14605058000.0,11035839000.0,21797292000.0,11019394000.0,22553190000.0
2083.0,13651917000.0,5740044000.0,16850270000.0,4980973600.0,23819890000.0,26121951000.0,13740405000.0,10260970000.0,22119375000.0,11149372000.0,22636444000.0
2084.0,14441161000.0,5486600700.0,16228955000.0,5095388000.0,24221321000.0,26321893000.0,13349581000.0,10239615000.0,21881700000.0,11432825000.0,23059935000.0
2085.0,14553483000.0,5683066400.0,15821754000.0,5251715000.0,24306889000.0,25974225000.0,13471659000.0,10650499000.0,20534665000.0,11417220000.0,22991704000.0
2086.0,14334360000.0,5639866400.0,15800538000.0,5199616000.0,23676273000.0,25404686000.0,13063615000.0,10649217000.0,19807183000.0,10994674000.0,23686111000.0
2087.0,13807449000.0,5423778000.0,16181691000.0,5305007000.0,23314289000.0,25058755000.0,12664536000.0,10224547000.0,20475503000.0,10292808000.0,23301070000.0
2088.0,13774306000.0,5295223000.0,15893411000.0,5390830000.0,23515113000.0,24548573000.0,12846476000.0,10419329000.0,21461254000.0,10554508000.0,22604276000.0
2089.0,13629208000.0,5483429000.0,15970330000.0,5115218400.0,23433261000.0,23987872000.0,12867350000.0,10733316000.0,21887117000.0,10414904000.0,22583013000.0
2090.0,13757317000.0,5500639700.0,15934106000.0,4909562400.0,22574092000.0,23940712000.0,12163740000.0,11078720000.0,21032704000.0,9725134000.0,22136082000.0
2091.0,13551336000.0,5389951500.0,15968048000.0,4866701300.0,22431005000.0,24545130000.0,11270534000.0,11258009000.0,20250110000.0,9973045000.0,21408332000.0
2092.0,13828957000.0,5364742700.0,15844180000.0,4836507600.0,23019751000.0,24360022000.0,11481211000.0,10664804000.0,19495800000.0,10463544000.0,21955068000.0
2093.0,14328383000.0,5321847000.0,15926404000.0,4726744600.0,23333786000.0,23675433000.0,11301463000.0,9738013000.0,19410321000.0,10776770000.0,22930209000.0
2094.0,14681704000.0,5393299500.0,15684113000.0,4690129000.0,23375036000.0,23829514000.0,11018754000.0,9340064000.0,19323542000.0,10676174000.0,22819834000.0
2095.0,14503848000.0,5420529700.0,16067219000.0,4755712500.0,23294710000.0,23900910000.0,11259604000.0,9037958000.0,19312249000.0,10477623000.0,23019315000.0
2096.0,14457477000.0,5465176000.0,15915855000.0,4673550000.0,22042240000.0,23642806000.0,11293967000.0,9484732000.0,18563725000.0,10574367000.0,23394984000.0
2097.0,14254651000.0,5339985000.0,15766459000.0,4556829700.0,21555114000.0,23392397000.0,11092773000.0,9548877000.0,18001480000.0,10960195000.0,23321141000.0
2098.0,14702640000.0,5396923000.0,15326667000.0,4449640000.0,21991576000.0,23206320000.0,10798781000.0,9248960000.0,18156681000.0,11194501000.0,22897013000.0
2099.0,14921190000.0,5184461000.0,15187393000.0,4378747400.0,22091477000.0,23036799000.0,10207357000.0,9286011000.0,17670732000.0,10753466000.0,22270722000.0
2100.0,15111966000.0,5137054000.0,15350024000.0,4314888700.0,20769726000.0,22958480000.0,10350777000.0,8680363000.0,17624269000.0,10277916000.0,22169242000.0
