time,CANESM5,MRI-ESM2-0,UKESM1-0-LL,CNRM-ESM2-1,IPSL-CM6A-LR
2041.0,24321597000.0,25411471000.0,23426976000.0,25247126000.0,24434258000.0
2042.0,24079618000.0,25263993000.0,23022152000.0,25053970000.0,24257841000.0
2043.0,23830405000.0,25056205000.0,22688178000.0,24799666000.0,23924498000.0
2044.0,23650410000.0,24903993000.0,22306880000.0,24777440000.0,23660116000.0
2045.0,23370783000.0,24717107000.0,21979552000.0,24607672000.0,23896260000.0
2046.0,23058184000.0,24539283000.0,21595494000.0,24397337000.0,23220519000.0
2047.0,22785210000.0,24455686000.0,21134518000.0,24251107000.0,23008236000.0
2048.0,22541191000.0,24143730000.0,20785283000.0,24050567000.0,22697497000.0
2049.0,22267163000.0,23901790000.0,20472515000.0,24204405000.0,22437206000.0
2050.0,22062158000.0,23691310000.0,20184031000.0,23747520000.0,22212332000.0
2051.0,21865163000.0,23559786000.0,19847494000.0,23545465000.0,22075597000.0
2052.0,21533034000.0,23348357000.0,19358851000.0,23281637000.0,21889825000.0
2053.0,21282785000.0,23232752000.0,19044810000.0,23070976000.0,21664197000.0
2054.0,21041660000.0,23088010000.0,18736126000.0,22997322000.0,21465225000.0
2055.0,20780272000.0,22887324000.0,18478983000.0,22776742000.0,21182306000.0
2056.0,20580550000.0,22763338000.0,18229936000.0,22547139000.0,20984134000.0
2057.0,20316748000.0,22648193000.0,17993648000.0,22340164000.0,20730348000.0
2058.0,20035031000.0,22830944000.0,17792002000.0,22112670000.0,20483396000.0
2059.0,19869809000.0,22341001000.0,17640071000.0,21866630000.0,20252010000.0
2060.0,19696777000.0,22141470000.0,17335335000.0,21648530000.0,20140552000.0
2061.0,19524010000.0,22152730000.0,17101007000.0,21453466000.0,19899873000.0
2062.0,19284605000.0,21901242000.0,17001386000.0,21646453000.0,19669336000.0
2063.0,19060146000.0,21963651000.0,16604389000.0,21086214000.0,19510071000.0
2064.0,19017095000.0,21607107000.0,16422995000.0,20896635000.0,19333444000.0
2065.0,18728172000.0,21463996000.0,16347981000.0,20833634000.0,19110386000.0
2066.0,18485434000.0,21358836000.0,16138267000.0,20473727000.0,18967443000.0
2067.0,18339410000.0,21227037000.0,15945706000.0,20265998000.0,18797703000.0
2068.0,18160456000.0,21096581000.0,15760648000.0,20019814000.0,18602158000.0
2069.0,17942718000.0,20956826000.0,15621983000.0,19803120000.0,18393647000.0
2070.0,17806740000.0,20940847000.0,15424590000.0,19625871000.0,18204008000.0
2071.0,17678060000.0,20786629000.0,15263535000.0,19320960000.0,18181999000.0
2072.0,17521881000.0,20681290000.0,15077492000.0,19152871000.0,17950198000.0
2073.0,17294370000.0,20572013000.0,14869228000.0,19134622000.0,17863985000.0
2074.0,17132035000.0,20477258000.0,14672331000.0,18788907000.0,17779304000.0
2075.0,17008510000.0,20383375000.0,14771511000.0,18631430000.0,17532094000.0
2076.0,16879523000.0,20228178000.0,14815210000.0,18369337000.0,17441343000.0
2077.0,16798066000.0,20681759000.0,14485850000.0,18249945000.0,17317800000.0
2078.0,16687993000.0,19968625000.0,14393581000.0,18045900000.0,17179040000.0
2079.0,16530315000.0,19817350000.0,14084044000.0,17848810000.0,17107855000.0
2080.0,16428060000.0,19788233000.0,14017711000.0,17637016000.0,17210680000.0
2081.0,16381351000.0,19647177000.0,14061201000.0,17463302000.0,17114711000.0
2082.0,16262459000.0,19571057000.0,13994605000.0,17252504000.0,16848585000.0
2083.0,16242655000.0,19469175000.0,13782315000.0,17110134000.0,16753552000.0
2084.0,15936945000.0,19426470000.0,13730833000.0,17001848000.0,16639805000.0
2085.0,15912100000.0,19227335000.0,13651073000.0,16875103000.0,16538179000.0
2086.0,15964336000.0,19147782000.0,13536420000.0,17135858000.0,16435204000.0
2087.0,15773822000.0,19560260000.0,13470379000.0,17392380000.0,16327697000.0
2088.0,15619276000.0,19022707000.0,13342108000.0,17395632000.0,16564625000.0
2089.0,15532669000.0,19175674000.0,13342159000.0,16848266000.0,16244631000.0
2090.0,15494787000.0,19073296000.0,13259437000.0,16726926000.0,16081298000.0
2091.0,15598891000.0,18870827000.0,13146525000.0,16489880000.0,16074146000.0
2092.0,15240601000.0,19163963000.0,13124149000.0,16401416000.0,16273770000.0
2093.0,15137177000.0,18833512000.0,13022696000.0,16232754000.0,16238884000.0
2094.0,15094536000.0,18836120000.0,12914488000.0,16163347000.0,15983543000.0
2095.0,14944171000.0,18616230000.0,12786001000.0,15999873000.0,15870127000.0
2096.0,14888870000.0,18621830000.0,12846663000.0,15872218000.0,15800432000.0
2097.0,14774529000.0,18442801000.0,12924554000.0,15769971000.0,15768626000.0
2098.0,14734803000.0,18450434000.0,12592761000.0,15727809000.0,15833092000.0
2099.0,14685449000.0,18292535000.0,12474031000.0,15612226000.0,15580639000.0
2100.0,14704394000.0,18183449000.0,12341393000.0,15510689000.0,15558316000.0
