time,MIROC6,CANESM5,CNRM-CM6-1,CESM2-WACCM,TAIESM1,UKESM1-0-LL,IITM-ESM,CNRM-ESM2-1,KACE-1-0-G,MRI-ESM2-0,GFDL-ESM4,EC-EARTH3,IPSL-CM6A-LR,MPI-ESM1-2-HR
2026.0,27300379000.0,27648635000.0,27212580000.0,27501670000.0,27589198000.0,27329274000.0,26923368000.0,27579974000.0,27560931000.0,27514063000.0,27913982000.0,27389563000.0,27521829000.0,27822557000.0
2027.0,27104223000.0,27487350000.0,27036396000.0,27544082000.0,27393403000.0,27117904000.0,26575632000.0,27755235000.0,27399692000.0,27372454000.0,27623620000.0,27232450000.0,27425049000.0,27686703000.0
2028.0,26959866000.0,27297284000.0,26793814000.0,27182017000.0,27097956000.0,27168133000.0,26205608000.0,27074306000.0,27275831000.0,27259834000.0,27456370000.0,27504181000.0,27228924000.0,27602543000.0
2029.0,26917485000.0,27160316000.0,26617340000.0,26941178000.0,26898205000.0,26758711000.0,25891027000.0,27310720000.0,27167908000.0,27163877000.0,27291679000.0,26952114000.0,27106908000.0,27504700000.0
2030.0,26764370000.0,27012884000.0,26365927000.0,26718500000.0,26712185000.0,26405016000.0,25650162000.0,26988612000.0,27037088000.0,26983727000.0,27195900000.0,26653168000.0,26943252000.0,27297272000.0
2031.0,26715095000.0,26828825000.0,26003696000.0,26559880000.0,26446703000.0,26251129000.0,25349306000.0,26833584000.0,26902272000.0,26772253000.0,27049550000.0,26729808000.0,26759190000.0,27223216000.0
2032.0,26321117000.0,26637957000.0,25788900000.0,26387456000.0,26181036000.0,26060170000.0,24822309000.0,26527973000.0,26687912000.0,26678632000.0,27014078000.0,26518116000.0,26576882000.0,27084970000.0
2033.0,26191733000.0,26435695000.0,25524270000.0,26163618000.0,25955928000.0,25995713000.0,24248365000.0,26374816000.0,26531107000.0,26454028000.0,26840934000.0,26454920000.0,26308563000.0,26932374000.0
2034.0,25839636000.0,26225760000.0,25670842000.0,26159983000.0,25755234000.0,25595259000.0,23786258000.0,26356990000.0,26400834000.0,26328386000.0,27129305000.0,26062428000.0,26007556000.0,26762020000.0
2035.0,25623077000.0,25968357000.0,25095197000.0,25722298000.0,25551583000.0,25224030000.0,23358081000.0,26304995000.0,26147434000.0,25967575000.0,26791045000.0,25744724000.0,25799460000.0,26649293000.0
2036.0,25480485000.0,25800503000.0,24848634000.0,25424986000.0,25257701000.0,24954483000.0,23065310000.0,25999845000.0,26027653000.0,25832667000.0,26517293000.0,25490653000.0,25588025000.0,27143117000.0
2037.0,25463417000.0,25594464000.0,24505100000.0,25107775000.0,24986636000.0,24664947000.0,22750835000.0,25804833000.0,25849465000.0,25882694000.0,26359028000.0,25334422000.0,25446420000.0,26385752000.0
2038.0,25053979000.0,25408242000.0,24152848000.0,24791306000.0,24649720000.0,24370108000.0,22316268000.0,25891211000.0,25701265000.0,25534263000.0,26103605000.0,25127498000.0,25118263000.0,26384833000.0
2039.0,24984502000.0,25198817000.0,23974582000.0,24560124000.0,24342548000.0,24288614000.0,22012584000.0,25703100000.0,25531370000.0,25626366000.0,25892397000.0,24944548000.0,24865116000.0,26222066000.0
2040.0,25395673000.0,24925526000.0,23666713000.0,24289133000.0,24049287000.0,24283005000.0,21761458000.0,25505407000.0,25383901000.0,25956938000.0,25779120000.0,25030756000.0,24582361000.0,26088796000.0
2041.0,27056787000.0,24728463000.0,23550872000.0,24167459000.0,23778988000.0,23780640000.0,21782352000.0,25305467000.0,25251652000.0,25271372000.0,25653535000.0,24541770000.0,24401560000.0,26057153000.0
2042.0,25396613000.0,24515222000.0,23318637000.0,23816632000.0,23450310000.0,23723665000.0,21309094000.0,25169213000.0,25063471000.0,25056733000.0,25622491000.0,24330303000.0,24222816000.0,25803868000.0
2043.0,24659490000.0,24380869000.0,22991910000.0,23458275000.0,23126970000.0,23359158000.0,21111222000.0,24955963000.0,24876990000.0,24860928000.0,25357666000.0,24481270000.0,23933215000.0,25821741000.0
2044.0,24420188000.0,24141683000.0,22808949000.0,23204956000.0,22749364000.0,23207510000.0,20900190000.0,24727760000.0,24718017000.0,24795574000.0,25250632000.0,24165626000.0,23740744000.0,25703670000.0
2045.0,24215073000.0,23811267000.0,22564215000.0,22979908000.0,22432221000.0,22925020000.0,20672880000.0,24545692000.0,24674152000.0,24628480000.0,25042580000.0,23922962000.0,23830594000.0,25582740000.0
2046.0,23959665000.0,23723766000.0,22325938000.0,22745428000.0,22187400000.0,22671757000.0,20515066000.0,24375708000.0,24364132000.0,24405367000.0,24952430000.0,23763569000.0,23439585000.0,26067659000.0
2047.0,23810750000.0,23353045000.0,22121124000.0,22863960000.0,21878130000.0,22301268000.0,20363389000.0,24279093000.0,24119400000.0,24236282000.0,24752085000.0,23655803000.0,23201874000.0,25964431000.0
2048.0,23670530000.0,23188695000.0,22275408000.0,22505644000.0,21689252000.0,22216950000.0,20166672000.0,24276644000.0,23948077000.0,23997708000.0,24605590000.0,23338752000.0,23174765000.0,25413034000.0
2049.0,23576797000.0,23067124000.0,21880800000.0,22318232000.0,21314044000.0,21958384000.0,20157837000.0,24021619000.0,23797459000.0,24402405000.0,24477905000.0,23078412000.0,22853116000.0,25215758000.0
2050.0,23527213000.0,22962227000.0,21726822000.0,22060466000.0,21107397000.0,21795217000.0,19916732000.0,23899513000.0,23716354000.0,23796855000.0,24530900000.0,23201317000.0,22590968000.0,25258916000.0
2051.0,23766428000.0,22657649000.0,21722986000.0,21842688000.0,20809920000.0,21571290000.0,19785570000.0,23736588000.0,23515730000.0,23977368000.0,24242106000.0,23218256000.0,22701998000.0,25098660000.0
2052.0,23128950000.0,22501614000.0,21396308000.0,21746920000.0,20873128000.0,21399020000.0,19611077000.0,23717407000.0,23429325000.0,23524635000.0,24125948000.0,22764240000.0,22354553000.0,24831898000.0
2053.0,23109941000.0,22279655000.0,21224425000.0,21663027000.0,20213002000.0,21235870000.0,19458410000.0,23579500000.0,23246790000.0,23390788000.0,23921035000.0,22568006000.0,22243130000.0,24890767000.0
2054.0,23527936000.0,22207177000.0,21100505000.0,21285570000.0,20010110000.0,20996220000.0,19493683000.0,23440413000.0,23056556000.0,23249170000.0,23893133000.0,22400745000.0,22325131000.0,24679668000.0
2055.0,23431844000.0,22036210000.0,20944610000.0,21627509000.0,19832195000.0,20787962000.0,19432903000.0,23187657000.0,22972550000.0,23218200000.0,23739136000.0,22174728000.0,22395443000.0,24670388000.0
2056.0,23024964000.0,21865520000.0,20810950000.0,21059246000.0,19572380000.0,20638368000.0,19572453000.0,23209572000.0,22823033000.0,23175480000.0,23803732000.0,22165610000.0,22117638000.0,24920232000.0
2057.0,23127767000.0,21657100000.0,20628488000.0,20640004000.0,19297933000.0,20521610000.0,19559625000.0,23215153000.0,22674127000.0,22906204000.0,23764270000.0,22049468000.0,21931889000.0,24708807000.0
2058.0,22725270000.0,21467388000.0,20448647000.0,20456714000.0,19065072000.0,20201853000.0,19311413000.0,22883220000.0,22399040000.0,22761456000.0,23462144000.0,21745617000.0,21809408000.0,24604156000.0
2059.0,23166489000.0,21308602000.0,20489950000.0,20414757000.0,19040514000.0,20155163000.0,19203800000.0,22678245000.0,22147482000.0,22686106000.0,23483025000.0,21640894000.0,21625879000.0,24503464000.0
2060.0,22624160000.0,21184120000.0,20169240000.0,20304632000.0,18656934000.0,21247322000.0,18961715000.0,22517623000.0,21969725000.0,22871712000.0,23334230000.0,21552620000.0,21787388000.0,24787593000.0
2061.0,22678344000.0,21017852000.0,20049280000.0,19900336000.0,18568624000.0,20324452000.0,18748280000.0,22281216000.0,21720265000.0,22619548000.0,23232918000.0,21319592000.0,21469331000.0,24567170000.0
2062.0,22696278000.0,20843254000.0,20419670000.0,19732939000.0,18599571000.0,19775306000.0,18814847000.0,22114873000.0,21539465000.0,23383806000.0,23088093000.0,21199028000.0,21316106000.0,24378552000.0
2063.0,22370927000.0,20699930000.0,20719974000.0,19535014000.0,18380853000.0,19885033000.0,19186633000.0,22013762000.0,21295094000.0,23554038000.0,23076053000.0,21009330000.0,21210290000.0,24155656000.0
2064.0,22901068000.0,20598190000.0,19997913000.0,19339737000.0,18175988000.0,19547503000.0,18547372000.0,21845094000.0,21234897000.0,22628047000.0,22859571000.0,20858649000.0,21092860000.0,24027728000.0
2065.0,22353615000.0,20530720000.0,19763376000.0,19162085000.0,18115130000.0,19647873000.0,18339109000.0,21659376000.0,21101380000.0,22409210000.0,22754360000.0,20918587000.0,20990634000.0,24063877000.0
2066.0,22320450000.0,20357515000.0,20042562000.0,19089168000.0,18049606000.0,19474432000.0,18380046000.0,21695138000.0,20940669000.0,22660424000.0,22681233000.0,20675824000.0,20898599000.0,23968147000.0
2067.0,22876346000.0,20230672000.0,19984044000.0,18872990000.0,17994764000.0,19385710000.0,18229220000.0,21527933000.0,20666739000.0,22269024000.0,23219161000.0,20547238000.0,22117964000.0,24145244000.0
2068.0,22177974000.0,20117006000.0,19494800000.0,18739320000.0,18084235000.0,19211854000.0,18194340000.0,21616904000.0,20508592000.0,22139527000.0,22705973000.0,20444778000.0,21547764000.0,24242375000.0
2069.0,22146968000.0,19971721000.0,19418784000.0,18608570000.0,17666834000.0,19038552000.0,17989308000.0,21410152000.0,20356997000.0,21959668000.0,22654665000.0,20359336000.0,21006246000.0,23836140000.0
2070.0,22005152000.0,19855348000.0,19271574000.0,18433772000.0,17365334000.0,18877786000.0,19199857000.0,21136300000.0,20277828000.0,21948320000.0,22380425000.0,20212658000.0,21403939000.0,23877837000.0
2071.0,22482997000.0,19739193000.0,19163668000.0,18402030000.0,17454367000.0,18729673000.0,18398953000.0,21395812000.0,20090680000.0,22588799000.0,23034550000.0,20287123000.0,20793993000.0,23750136000.0
2072.0,22050410000.0,19575327000.0,19115354000.0,18332908000.0,17223256000.0,19149300000.0,18249107000.0,20914964000.0,20123690000.0,22022880000.0,22314260000.0,20009122000.0,20702386000.0,23521751000.0
2073.0,21897107000.0,19460235000.0,18938485000.0,18068967000.0,17181479000.0,18522716000.0,18142063000.0,20752210000.0,20331078000.0,21701018000.0,22289052000.0,19855880000.0,20533336000.0,23581061000.0
2074.0,21826877000.0,19361559000.0,18895900000.0,17851036000.0,17042775000.0,18467150000.0,17839587000.0,20563036000.0,19813882000.0,21916498000.0,22325150000.0,20444795000.0,20466174000.0,23430439000.0
2075.0,21840390000.0,19220540000.0,18729340000.0,17677816000.0,16814763000.0,18307584000.0,17903501000.0,20435440000.0,19672107000.0,21590979000.0,22314875000.0,19614202000.0,20441025000.0,23346375000.0
2076.0,22345626000.0,19219143000.0,18848830000.0,17504662000.0,16630375000.0,18168020000.0,17768729000.0,21065875000.0,19460444000.0,21424267000.0,22232138000.0,19502494000.0,20319427000.0,23288699000.0
2077.0,21726669000.0,18964480000.0,18596944000.0,17411019000.0,16491526000.0,18182912000.0,17529313000.0,20332003000.0,19534322000.0,21376815000.0,22215800000.0,19458583000.0,20243317000.0,23395244000.0
2078.0,21853280000.0,19001633000.0,18455312000.0,17204292000.0,16384938000.0,18018652000.0,17384317000.0,20022706000.0,19257130000.0,21201650000.0,22196560000.0,19275151000.0,20411159000.0,23341984000.0
2079.0,22143724000.0,18832777000.0,18373417000.0,17376141000.0,16307123000.0,18924255000.0,17338006000.0,19850910000.0,19233704000.0,21298051000.0,21874221000.0,19108182000.0,20081177000.0,23077851000.0
2080.0,21870494000.0,18646696000.0,18488762000.0,17090658000.0,16277913000.0,19076293000.0,17135011000.0,19817263000.0,19017503000.0,21033474000.0,21785242000.0,19755538000.0,20274643000.0,22991190000.0
2081.0,22709800000.0,18607104000.0,18112250000.0,16853566000.0,16081488000.0,18828753000.0,17240120000.0,19755651000.0,18852727000.0,21388087000.0,21794450000.0,19019332000.0,20112847000.0,22899720000.0
2082.0,21904534000.0,18483970000.0,17984823000.0,17588617000.0,15988079000.0,18471956000.0,17339984000.0,19805628000.0,18697728000.0,21206626000.0,21653918000.0,18869189000.0,19895228000.0,22794850000.0
2083.0,21859080000.0,18796048000.0,18031684000.0,17104856000.0,15887783000.0,17865964000.0,16897692000.0,19473035000.0,18551816000.0,21481503000.0,22112119000.0,18966696000.0,19841440000.0,22704736000.0
2084.0,21414349000.0,18364600000.0,17846122000.0,17019714000.0,15791376000.0,18607385000.0,16786337000.0,19392280000.0,18426825000.0,21131780000.0,21563867000.0,18620735000.0,19692984000.0,22715894000.0
2085.0,21292222000.0,18579438000.0,18924534000.0,16591884000.0,15886654000.0,18514164000.0,16772146000.0,19260797000.0,18276725000.0,20844330000.0,22254703000.0,18543806000.0,19612006000.0,22638275000.0
2086.0,21651104000.0,18722058000.0,17976541000.0,16718275000.0,15526017000.0,17715685000.0,16647899000.0,20101612000.0,18130910000.0,20763343000.0,21421537000.0,18478778000.0,19663802000.0,22403150000.0
2087.0,21608882000.0,18536323000.0,17631110000.0,16533827000.0,15376456000.0,17486186000.0,16538867000.0,19100400000.0,18047190000.0,20698647000.0,21286314000.0,18660480000.0,19782578000.0,22499346000.0
2088.0,21906035000.0,18293375000.0,17733124000.0,16166483000.0,15239741000.0,17332785000.0,16756254000.0,19007870000.0,17898550000.0,20505577000.0,21229930000.0,18434281000.0,19543180000.0,22567954000.0
2089.0,21543078000.0,18042425000.0,17755806000.0,16002525000.0,15123109000.0,17261179000.0,16454864000.0,18889693000.0,17815435000.0,20435450000.0,21761006000.0,18156456000.0,19330802000.0,22426986000.0
2090.0,22100335000.0,17847570000.0,17437140000.0,15832743000.0,15025908000.0,17162962000.0,16400974000.0,18815705000.0,17696580000.0,20619403000.0,21112295000.0,18779304000.0,19245756000.0,22274605000.0
2091.0,21665034000.0,17700860000.0,17287960000.0,15720018000.0,14943812000.0,17065065000.0,16304856000.0,18900302000.0,17782622000.0,20258585000.0,21193155000.0,18027203000.0,19186067000.0,22786271000.0
2092.0,21600258000.0,17555440000.0,17109948000.0,15892656000.0,14821791000.0,16994275000.0,16326162000.0,18875812000.0,17495100000.0,20288650000.0,21085720000.0,17913110000.0,19126358000.0,22274525000.0
2093.0,21534702000.0,17666530000.0,17304938000.0,15434309000.0,14735149000.0,17099887000.0,16024687000.0,18608542000.0,17408135000.0,20062155000.0,21838793000.0,17869857000.0,19058200000.0,22063593000.0
2094.0,21405356000.0,17472740000.0,16963106000.0,15695876000.0,14626640000.0,16873373000.0,15958756000.0,18497180000.0,17286582000.0,20289923000.0,21034330000.0,17876100000.0,18992860000.0,22096785000.0
2095.0,21924846000.0,17573186000.0,16821855000.0,15295474000.0,14515543000.0,16959074000.0,15962402000.0,18440120000.0,17126935000.0,20678947000.0,22359822000.0,18159440000.0,19172809000.0,22178302000.0
2096.0,21870820000.0,17548130000.0,16802804000.0,15147486000.0,14452154000.0,16775993000.0,15778603000.0,18389338000.0,17026294000.0,20086860000.0,21155428000.0,17783157000.0,19654700000.0,22444839000.0
2097.0,21827373000.0,17231761000.0,16597742000.0,15088993000.0,14352790000.0,16588782000.0,15874460000.0,18317873000.0,17021002000.0,19953030000.0,21083707000.0,18098130000.0,18887866000.0,21878897000.0
2098.0,22542604000.0,17155768000.0,16541352000.0,14999053000.0,14245486000.0,16644242000.0,15941299000.0,18289350000.0,16879399000.0,19918037000.0,20712278000.0,17653760000.0,18970569000.0,21639752000.0
2099.0,21845318000.0,17733390000.0,16561305000.0,15398338000.0,14160266000.0,16681822000.0,15788100000.0,18184135000.0,17053782000.0,20592036000.0,20672750000.0,17564210000.0,18759397000.0,21581797000.0
2100.0,21448124000.0,17591196000.0,17039032000.0,15726961000.0,14000817000.0,16831571000.0,15794011000.0,18398579000.0,16852357000.0,19831415000.0,21395016000.0,18441804000.0,18670377000.0,21634128000.0
