time,CESM2,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,NORESM2-MM,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,INM-CM4-8,INM-CM5-0,EC-EARTH3,MPI-ESM1-2-HR,MRI-ESM2-0
2044.0,51079840000.0,50971340000.0,50906186000.0,50859950000.0,51272184000.0,51042906000.0,51269157000.0,51091063000.0,51193463000.0,50856900000.0,50015220000.0,51022684000.0,50683740000.0
2045.0,51014275000.0,50912430000.0,50876650000.0,50773975000.0,51223585000.0,50987454000.0,51221934000.0,51069768000.0,51174814000.0,50817335000.0,49867920000.0,50988010000.0,50599023000.0
2046.0,50969645000.0,50879270000.0,50805310000.0,50692973000.0,51199700000.0,50937123000.0,51319560000.0,51014943000.0,51099940000.0,50761384000.0,49689510000.0,50939855000.0,50502440000.0
2047.0,50925752000.0,50839085000.0,50718867000.0,50600370000.0,51195860000.0,50891930000.0,51195912000.0,50980430000.0,51075215000.0,50728680000.0,49488070000.0,50842153000.0,50417430000.0
2048.0,50891305000.0,50719904000.0,50661070000.0,50506617000.0,51139133000.0,50827260000.0,51147203000.0,50978910000.0,51012980000.0,50681864000.0,49291923000.0,50797883000.0,50309470000.0
2049.0,50845254000.0,50674258000.0,50621690000.0,50365860000.0,51103138000.0,50798207000.0,51129110000.0,50923442000.0,50970894000.0,50616930000.0,49038467000.0,50750366000.0,50191910000.0
2050.0,50816860000.0,50639250000.0,50561060000.0,50203790000.0,51069910000.0,50756735000.0,51102642000.0,50892333000.0,50918940000.0,50556555000.0,48825225000.0,50711320000.0,50077630000.0
2051.0,50784470000.0,50557792000.0,50556650000.0,50047697000.0,51016370000.0,50721276000.0,51097846000.0,50848215000.0,50911380000.0,50488898000.0,48621687000.0,50641334000.0,49999372000.0
2052.0,50730775000.0,50476650000.0,50441510000.0,49841700000.0,50975203000.0,50644603000.0,51061780000.0,50798957000.0,50862390000.0,50395914000.0,48386260000.0,50569425000.0,49823478000.0
2053.0,50687422000.0,50447840000.0,50400170000.0,49515557000.0,50956575000.0,50564180000.0,51033750000.0,50773393000.0,50868535000.0,50346414000.0,48175428000.0,50473394000.0,49638986000.0
2054.0,50637062000.0,50383684000.0,50319570000.0,49122374000.0,50918120000.0,50493833000.0,50971378000.0,50709107000.0,50814407000.0,50267370000.0,47928730000.0,50308465000.0,49471074000.0
2055.0,50564014000.0,50348347000.0,50216153000.0,48765400000.0,50865960000.0,50449867000.0,50940320000.0,50619666000.0,50746024000.0,50195400000.0,47644060000.0,50164410000.0,49291076000.0
2056.0,50497200000.0,50238624000.0,50083426000.0,48398746000.0,50836378000.0,50403000000.0,50888864000.0,50580644000.0,50701283000.0,50105106000.0,47366250000.0,50061484000.0,49147482000.0
2057.0,50451497000.0,50194366000.0,49985913000.0,48151564000.0,50802094000.0,50380940000.0,50887725000.0,50544500000.0,50666130000.0,50029310000.0,47108555000.0,49911820000.0,48961356000.0
2058.0,50385027000.0,50116694000.0,49850573000.0,47900684000.0,50749927000.0,50243560000.0,50845160000.0,50492146000.0,50611540000.0,49932812000.0,46864175000.0,49773765000.0,48699347000.0
2059.0,50327420000.0,50086126000.0,49739272000.0,47600005000.0,50700833000.0,50153447000.0,50780635000.0,50438062000.0,50551820000.0,49823592000.0,46574100000.0,49688760000.0,48520212000.0
2060.0,50261467000.0,49973715000.0,49508270000.0,47338537000.0,50643190000.0,50084420000.0,50746212000.0,50396990000.0,50494906000.0,49723050000.0,46257656000.0,49591562000.0,48330404000.0
2061.0,50160914000.0,49848967000.0,49386054000.0,47065514000.0,50610844000.0,49958064000.0,50682210000.0,50340840000.0,50401874000.0,49617486000.0,45950964000.0,49494254000.0,48136610000.0
2062.0,50090557000.0,49836855000.0,49258226000.0,46673810000.0,50539094000.0,49819574000.0,50659700000.0,50303570000.0,50322400000.0,49500025000.0,45648486000.0,49416098000.0,47943620000.0
2063.0,50016637000.0,49703260000.0,49122345000.0,46337760000.0,50453510000.0,49728230000.0,50664444000.0,50268074000.0,50149990000.0,49384546000.0,45306560000.0,49315480000.0,47785562000.0
2064.0,49958760000.0,49594642000.0,49045185000.0,45888930000.0,50413130000.0,49655615000.0,50536518000.0,50216370000.0,50045436000.0,49221100000.0,44908380000.0,49208930000.0,47617925000.0
2065.0,49862164000.0,49445724000.0,48913210000.0,45414240000.0,50297815000.0,49563496000.0,50477300000.0,50159510000.0,49892336000.0,49118777000.0,44501496000.0,49109340000.0,47356297000.0
2066.0,49780937000.0,49342890000.0,48710963000.0,44960715000.0,50212594000.0,49435460000.0,50401440000.0,50200093000.0,49713030000.0,49001060000.0,44126343000.0,48968376000.0,47104440000.0
2067.0,49660760000.0,49214267000.0,48594180000.0,44445470000.0,50159270000.0,49374163000.0,50349445000.0,50051908000.0,49497723000.0,48895857000.0,43709500000.0,48820510000.0,46886584000.0
2068.0,49614684000.0,49121090000.0,48400024000.0,44007195000.0,50071910000.0,49228653000.0,50254533000.0,49979460000.0,49261910000.0,48795464000.0,43294994000.0,48636760000.0,46661460000.0
2069.0,49425527000.0,48870420000.0,48167907000.0,43618656000.0,49965060000.0,49133940000.0,50257224000.0,49944977000.0,49120408000.0,48666570000.0,42880573000.0,48465527000.0,46444150000.0
2070.0,49296100000.0,48596496000.0,48007004000.0,43211800000.0,49848060000.0,48987910000.0,50052436000.0,49848270000.0,48976286000.0,48509730000.0,42419204000.0,48321925000.0,46163694000.0
2071.0,49214173000.0,48340860000.0,47866240000.0,42697010000.0,49732580000.0,48853774000.0,50150207000.0,49788035000.0,48882692000.0,48366590000.0,42015600000.0,48195550000.0,45916803000.0
2072.0,49127875000.0,48032743000.0,47726090000.0,42135370000.0,49650016000.0,48665027000.0,50033193000.0,49722350000.0,48682370000.0,48193188000.0,41625020000.0,48049010000.0,45731670000.0
2073.0,49003520000.0,47700860000.0,47510010000.0,41605000000.0,49557852000.0,48497926000.0,49888915000.0,49628946000.0,48432886000.0,48097380000.0,41209426000.0,47901260000.0,45540803000.0
2074.0,48903864000.0,47344333000.0,47319056000.0,41067640000.0,49367368000.0,48362426000.0,49811690000.0,49507660000.0,48140616000.0,48020210000.0,40814846000.0,47754105000.0,45266300000.0
2075.0,48734710000.0,47181783000.0,47152673000.0,40620827000.0,49267696000.0,48164336000.0,49755130000.0,49438265000.0,47859413000.0,47867077000.0,40512710000.0,47619300000.0,45043930000.0
2076.0,48653558000.0,47075344000.0,47010890000.0,40186057000.0,49132515000.0,47949345000.0,49697680000.0,49358545000.0,47668883000.0,47713944000.0,40133526000.0,47500500000.0,44715970000.0
2077.0,48545776000.0,46860415000.0,46923770000.0,39659147000.0,49042680000.0,47759962000.0,49604436000.0,49248657000.0,47451510000.0,47484895000.0,39808295000.0,47419404000.0,44472290000.0
2078.0,48455230000.0,46756450000.0,46734295000.0,39211287000.0,48948120000.0,47522670000.0,49511264000.0,49152537000.0,47319536000.0,47325524000.0,39371640000.0,47317180000.0,44192494000.0
2079.0,48344334000.0,46632247000.0,46541156000.0,38805275000.0,48873800000.0,47316300000.0,49417613000.0,49047850000.0,47127970000.0,47179090000.0,38944817000.0,47175954000.0,44007285000.0
2080.0,48167903000.0,46507823000.0,46358913000.0,38400230000.0,48766788000.0,47083500000.0,49304910000.0,48918532000.0,46975790000.0,46996197000.0,38518854000.0,47070876000.0,43748147000.0
2081.0,48066847000.0,46350156000.0,46101787000.0,37962250000.0,48644150000.0,46926213000.0,49203937000.0,48817130000.0,46757640000.0,46828155000.0,38136947000.0,46987750000.0,43372840000.0
2082.0,47930530000.0,46041997000.0,45850788000.0,37426995000.0,48476210000.0,46747150000.0,49163624000.0,48730360000.0,46538820000.0,46661255000.0,37602300000.0,46874186000.0,43119178000.0
2083.0,47753280000.0,45822386000.0,45614342000.0,36915690000.0,48249508000.0,46456770000.0,49043390000.0,48520400000.0,46239605000.0,46480760000.0,37145920000.0,46765860000.0,42842042000.0
2084.0,47567323000.0,45630538000.0,45332710000.0,36426797000.0,48090470000.0,46287335000.0,48881470000.0,48440830000.0,45949555000.0,46265274000.0,36717470000.0,46638420000.0,42571387000.0
2085.0,47372810000.0,45377626000.0,45124977000.0,36042043000.0,47981638000.0,46149206000.0,48767513000.0,48379020000.0,45800240000.0,46045950000.0,36251177000.0,46531450000.0,42296310000.0
2086.0,47099613000.0,45119380000.0,44855198000.0,35538383000.0,47832560000.0,45973484000.0,48653984000.0,48304420000.0,45662667000.0,45861097000.0,35722387000.0,46373870000.0,42013900000.0
2087.0,46907890000.0,44885115000.0,44602180000.0,34981134000.0,47651586000.0,45732130000.0,48553435000.0,48247742000.0,45473800000.0,45626065000.0,35178697000.0,46218723000.0,41796415000.0
2088.0,46668714000.0,44689130000.0,44339274000.0,34406130000.0,47475933000.0,45539260000.0,48471548000.0,48103990000.0,45340467000.0,45425380000.0,34693770000.0,46005645000.0,41535586000.0
2089.0,46379303000.0,44507660000.0,44111667000.0,33898025000.0,47296942000.0,45329273000.0,48386224000.0,48038072000.0,45142450000.0,45223387000.0,34065097000.0,45846122000.0,41213174000.0
2090.0,46156407000.0,44334535000.0,43889193000.0,33383676000.0,47164617000.0,45110395000.0,48304157000.0,47839660000.0,44864210000.0,44929004000.0,33516222000.0,45636764000.0,40860770000.0
2091.0,46042345000.0,44141916000.0,43682920000.0,32814088000.0,46925124000.0,44947890000.0,48252610000.0,47679533000.0,44633866000.0,44737892000.0,32988465000.0,45470564000.0,40622408000.0
2092.0,45884120000.0,44040323000.0,43427650000.0,32334512000.0,46721982000.0,44724540000.0,48125743000.0,47583388000.0,44426183000.0,44547834000.0,32453595000.0,45260200000.0,40345130000.0
2093.0,45759010000.0,43947650000.0,43150696000.0,31796963000.0,46518112000.0,44554150000.0,47935680000.0,47459987000.0,44203510000.0,44310897000.0,31874980000.0,45115720000.0,40035870000.0
2094.0,45597295000.0,43816014000.0,42966913000.0,31260213000.0,46323030000.0,44336670000.0,47797780000.0,47343276000.0,43956010000.0,44095280000.0,31298550000.0,44922460000.0,39834018000.0
2095.0,45409270000.0,43749515000.0,42738110000.0,30676212000.0,46150832000.0,44112470000.0,47646593000.0,47194788000.0,43757326000.0,43907140000.0,30777070000.0,44733540000.0,39519105000.0
2096.0,45160190000.0,43573440000.0,42517578000.0,30136380000.0,45976035000.0,43886010000.0,47483260000.0,47041100000.0,43567542000.0,43742736000.0,30108652000.0,44596920000.0,39215640000.0
2097.0,44907900000.0,43310820000.0,42212397000.0,29532027000.0,45744090000.0,43700154000.0,47312660000.0,46910800000.0,43305038000.0,43515740000.0,29469936000.0,44459950000.0,38968713000.0
2098.0,44800262000.0,43064906000.0,42111170000.0,28938553000.0,45491320000.0,43479560000.0,47124554000.0,46767370000.0,43067777000.0,43331772000.0,28964223000.0,44284125000.0,38734057000.0
2099.0,44578546000.0,42893603000.0,41773986000.0,28280770000.0,45290060000.0,43257680000.0,46868746000.0,46687072000.0,42766713000.0,43090990000.0,28309879000.0,44122580000.0,38430600000.0
2100.0,44384300000.0,42757493000.0,41594204000.0,27630703000.0,45068923000.0,43038080000.0,46633580000.0,46592110000.0,42587656000.0,42888490000.0,27707191000.0,43873780000.0,38107010000.0
