time,MPI-ESM1-2-HR,MRI-ESM2-0,EC-EARTH3,CESM2-WACCM,CAMS-CSM1-0,INM-CM4-8,INM-CM5-0,CANESM5,GFDL-ESM4,ACCESS-ESM1-5,EC-EARTH3-VEG,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,IPSL-CM6A-LR,CESM2,ACCESS-CM2
2046.0,50896814000.0,50401206000.0,49726750000.0,51123687000.0,51055075000.0,51223250000.0,50550964000.0,47902577000.0,50878165000.0,51040383000.0,50449998000.0,50931330000.0,50943150000.0,50928310000.0,50221203000.0,50940120000.0,50821075000.0
2047.0,50835000000.0,50283450000.0,49566257000.0,51097820000.0,51049034000.0,51194008000.0,50486534000.0,47641326000.0,50844530000.0,51028406000.0,50413170000.0,50901033000.0,50910380000.0,50853250000.0,50111943000.0,50899820000.0,50768183000.0
2048.0,50843660000.0,50160810000.0,49429020000.0,51065890000.0,50991215000.0,51195970000.0,50433390000.0,47332143000.0,50804630000.0,50990797000.0,50346664000.0,50863317000.0,50864857000.0,50788794000.0,50019440000.0,50868820000.0,50619376000.0
2049.0,50762250000.0,50052727000.0,49334415000.0,51059610000.0,50943685000.0,51163247000.0,50382410000.0,46962500000.0,50789590000.0,50968457000.0,50282630000.0,50859377000.0,50801263000.0,50748140000.0,49858327000.0,50832978000.0,50495017000.0
2050.0,50730512000.0,49958842000.0,49273643000.0,51185230000.0,50914910000.0,51113930000.0,50300068000.0,46579913000.0,50765180000.0,50952590000.0,50214756000.0,50812424000.0,50742927000.0,50715214000.0,49687773000.0,50805215000.0,50366517000.0
2051.0,50758263000.0,49867650000.0,49188510000.0,51009350000.0,50911093000.0,51095630000.0,50262320000.0,46268793000.0,50719260000.0,50925340000.0,50197148000.0,50755220000.0,50686330000.0,50632462000.0,49523573000.0,50775400000.0,50296406000.0
2052.0,50665850000.0,49748435000.0,49065312000.0,50970120000.0,50936037000.0,51079143000.0,50170814000.0,45992104000.0,50678596000.0,50892550000.0,50251854000.0,50705146000.0,50650337000.0,50572010000.0,49385530000.0,50714790000.0,50170778000.0
2053.0,50626277000.0,49584570000.0,48891500000.0,50924020000.0,50831835000.0,51037196000.0,50130067000.0,45681960000.0,50625870000.0,50857920000.0,50087956000.0,50677486000.0,50583410000.0,50528850000.0,49199600000.0,50691080000.0,50093707000.0
2054.0,50588620000.0,49488590000.0,48804440000.0,50871345000.0,50805506000.0,51026694000.0,50082525000.0,45453492000.0,50596356000.0,50784590000.0,50017542000.0,50612277000.0,50529270000.0,50470347000.0,49040060000.0,50632480000.0,50027233000.0
2055.0,50529206000.0,49283355000.0,48706820000.0,50846355000.0,50760057000.0,50971455000.0,50024186000.0,45227794000.0,50605736000.0,50704510000.0,49930000000.0,50595287000.0,50455167000.0,50423710000.0,48871980000.0,50597120000.0,50015064000.0
2056.0,50463430000.0,49109836000.0,48575660000.0,50825570000.0,50742673000.0,50940070000.0,49963356000.0,44999160000.0,50512450000.0,50645942000.0,49883775000.0,50539860000.0,50439217000.0,50371424000.0,48725488000.0,50541072000.0,49946567000.0
2057.0,50441380000.0,48974107000.0,48484545000.0,50797167000.0,50715533000.0,50879226000.0,49924180000.0,44761540000.0,50481430000.0,50596876000.0,49811890000.0,50494610000.0,50365207000.0,50293375000.0,48528140000.0,50492060000.0,49881710000.0
2058.0,50345685000.0,48806162000.0,48311595000.0,50739085000.0,50685510000.0,50829517000.0,49842210000.0,44499670000.0,50454807000.0,50542550000.0,49667805000.0,50436100000.0,50337673000.0,50232890000.0,48296624000.0,50439330000.0,49833943000.0
2059.0,50239898000.0,48608297000.0,48200917000.0,50670910000.0,50620645000.0,50777838000.0,49759370000.0,44169910000.0,50409720000.0,50481955000.0,49561076000.0,50366970000.0,50287268000.0,50133680000.0,48116654000.0,50380616000.0,49781190000.0
2060.0,50143465000.0,48443960000.0,48122917000.0,50643990000.0,50643358000.0,50715574000.0,49647706000.0,43925197000.0,50338714000.0,50429465000.0,49442640000.0,50346980000.0,50242978000.0,50109403000.0,47974695000.0,50315514000.0,49684760000.0
2061.0,50051432000.0,48285856000.0,48012063000.0,50569413000.0,50560344000.0,50671160000.0,49568457000.0,43686520000.0,50280310000.0,50385666000.0,49372800000.0,50236023000.0,50190987000.0,50068046000.0,47802480000.0,50237837000.0,49604088000.0
2062.0,49937273000.0,48133607000.0,47921750000.0,50526003000.0,50525350000.0,50694603000.0,49488695000.0,43421120000.0,50193306000.0,50375782000.0,49287565000.0,50164650000.0,50107245000.0,49973220000.0,47608770000.0,50154955000.0,49508336000.0
2063.0,49863270000.0,47951192000.0,47778070000.0,50503434000.0,50471133000.0,50538463000.0,49421370000.0,43153640000.0,50124394000.0,50384085000.0,49118654000.0,50119540000.0,50069684000.0,49848324000.0,47407985000.0,50101592000.0,49394057000.0
2064.0,49806758000.0,47691383000.0,47657750000.0,50422907000.0,50450055000.0,50474890000.0,49356206000.0,42935710000.0,50034740000.0,50269990000.0,48964170000.0,50071888000.0,50002477000.0,49810070000.0,47237500000.0,50024972000.0,49342220000.0
2065.0,49741836000.0,47519030000.0,47506575000.0,50369487000.0,50401530000.0,50415665000.0,49244004000.0,42680350000.0,49968110000.0,50233246000.0,48764030000.0,49986404000.0,49941330000.0,49709752000.0,47051973000.0,49925812000.0,49242747000.0
2066.0,49700070000.0,47243174000.0,47367460000.0,50310164000.0,50352900000.0,50337104000.0,49128350000.0,42425324000.0,49867035000.0,50215610000.0,48630710000.0,49913500000.0,49907730000.0,49622405000.0,46906120000.0,49828614000.0,49108316000.0
2067.0,49654470000.0,47010840000.0,47231414000.0,50270850000.0,50344750000.0,50283954000.0,49048010000.0,42119766000.0,49805025000.0,50090918000.0,48500040000.0,49820430000.0,49807380000.0,49559343000.0,46756733000.0,49779556000.0,49024418000.0
2068.0,49525520000.0,46814280000.0,47053220000.0,50202477000.0,50281010000.0,50301540000.0,48971973000.0,41904490000.0,49747763000.0,49990030000.0,48355873000.0,49746680000.0,49717740000.0,49500840000.0,46552252000.0,49694925000.0,48931660000.0
2069.0,49430098000.0,46584780000.0,46917677000.0,50128270000.0,50216550000.0,50118570000.0,48830400000.0,41707565000.0,49754610000.0,49850800000.0,48171954000.0,49703950000.0,49647456000.0,49454270000.0,46440180000.0,49609236000.0,48811053000.0
2070.0,49352330000.0,46336860000.0,46759444000.0,50058244000.0,50137793000.0,50055692000.0,48748320000.0,41462944000.0,49620200000.0,49794265000.0,47945060000.0,49640657000.0,49622487000.0,49546015000.0,46235070000.0,49504350000.0,48711650000.0
2071.0,49286767000.0,46181466000.0,46540706000.0,50029250000.0,50120167000.0,49984530000.0,48715420000.0,41250710000.0,49586872000.0,49749012000.0,47727480000.0,49551204000.0,49538834000.0,49319182000.0,46037012000.0,49443766000.0,48624304000.0
2072.0,49203910000.0,46016110000.0,46343890000.0,50003300000.0,50100310000.0,49905725000.0,48661467000.0,40957145000.0,49489183000.0,49548624000.0,47555478000.0,49468817000.0,49480225000.0,49238778000.0,45782626000.0,49428673000.0,48502497000.0
2073.0,49140167000.0,45819070000.0,46168670000.0,49897226000.0,50061440000.0,49818490000.0,48589400000.0,40688353000.0,49439240000.0,49507740000.0,47454890000.0,49435270000.0,49414406000.0,49166620000.0,45590938000.0,49299997000.0,48403665000.0
2074.0,49051783000.0,45676077000.0,45978444000.0,49843760000.0,49990830000.0,49770690000.0,48506600000.0,40488956000.0,49380295000.0,49369235000.0,47318667000.0,49502306000.0,49358844000.0,49064440000.0,45376918000.0,49244560000.0,48419213000.0
2075.0,48940410000.0,45585130000.0,45827110000.0,49794420000.0,49943070000.0,49716253000.0,48411234000.0,40209270000.0,49302802000.0,49264600000.0,47206044000.0,49313112000.0,49317880000.0,48957610000.0,45143155000.0,49152315000.0,48231256000.0
2076.0,48913924000.0,45383635000.0,45679747000.0,49714640000.0,49907327000.0,49659860000.0,48296300000.0,39932470000.0,49248494000.0,49126904000.0,47041245000.0,49288188000.0,49247630000.0,48881697000.0,44936462000.0,49074254000.0,48122098000.0
2077.0,48818164000.0,45165003000.0,45510373000.0,49786188000.0,49852060000.0,49591340000.0,48221690000.0,39672336000.0,49198834000.0,49058173000.0,46876738000.0,49247126000.0,49196843000.0,48776620000.0,44664790000.0,49005650000.0,48022405000.0
2078.0,48720007000.0,45006627000.0,45371105000.0,49673826000.0,49803407000.0,49475000000.0,48136327000.0,39420450000.0,49132384000.0,48983810000.0,46649725000.0,49196470000.0,49132487000.0,48616440000.0,44419880000.0,48939600000.0,47911916000.0
2079.0,48642730000.0,44830060000.0,45216485000.0,49638540000.0,49742524000.0,49418445000.0,48064106000.0,39111050000.0,49069146000.0,48910602000.0,46443622000.0,49131426000.0,49060893000.0,48431810000.0,44141646000.0,48816296000.0,47786648000.0
2080.0,48630410000.0,44741956000.0,45003596000.0,49597260000.0,49655964000.0,49422717000.0,47944745000.0,38812970000.0,49044296000.0,48744610000.0,46182097000.0,49047958000.0,49004614000.0,48263795000.0,43895580000.0,48711533000.0,47642170000.0
2081.0,48538857000.0,44537717000.0,44836454000.0,49558303000.0,49623970000.0,49386710000.0,47878930000.0,38457230000.0,48939480000.0,48610992000.0,45908046000.0,48958150000.0,48976030000.0,48165884000.0,43678120000.0,48649730000.0,47460790000.0
2082.0,48464600000.0,44415226000.0,44638302000.0,49515614000.0,49598063000.0,49250652000.0,47816098000.0,38138966000.0,48855690000.0,48435000000.0,45620806000.0,48855245000.0,48889713000.0,48111297000.0,43402540000.0,48584770000.0,47380180000.0
2083.0,48433943000.0,44277860000.0,44422717000.0,49436590000.0,49553273000.0,49249820000.0,47732543000.0,37899440000.0,48789680000.0,48359700000.0,45347533000.0,48762315000.0,48856830000.0,48042025000.0,43169140000.0,48515617000.0,47243588000.0
2084.0,48327040000.0,44097966000.0,44284846000.0,49380995000.0,49502347000.0,49171230000.0,47602258000.0,37644490000.0,48732942000.0,48302277000.0,45122570000.0,48644063000.0,48788607000.0,47958553000.0,42919047000.0,48447910000.0,47182440000.0
2085.0,48212574000.0,43902726000.0,44140163000.0,49335644000.0,49432970000.0,49008520000.0,47522580000.0,37430600000.0,48638840000.0,48164480000.0,44842200000.0,48605230000.0,48639316000.0,47881114000.0,42650640000.0,48355600000.0,47080270000.0
2086.0,48112894000.0,43722445000.0,44023714000.0,49267495000.0,49315434000.0,48980260000.0,47461765000.0,37223800000.0,48554967000.0,48040346000.0,44515100000.0,48496860000.0,48763867000.0,47768950000.0,42444562000.0,48305435000.0,46864360000.0
2087.0,48006820000.0,43474944000.0,43881288000.0,49193177000.0,49269047000.0,48894575000.0,47388470000.0,36908343000.0,48462303000.0,48020013000.0,44224102000.0,48416158000.0,48529050000.0,47639822000.0,42121695000.0,48192446000.0,46748217000.0
2088.0,47902600000.0,43289453000.0,43715640000.0,49121763000.0,49201780000.0,48834890000.0,47300190000.0,36709507000.0,48390440000.0,47905540000.0,44010120000.0,48416630000.0,48471520000.0,47577420000.0,41927890000.0,48119247000.0,46644322000.0
2089.0,47718590000.0,43164852000.0,43531650000.0,49010254000.0,49139368000.0,48790413000.0,47240830000.0,36464250000.0,48259070000.0,47833563000.0,43774930000.0,48331674000.0,48436875000.0,47472947000.0,41723680000.0,48045400000.0,46570934000.0
2090.0,47609400000.0,43069790000.0,43413050000.0,49005170000.0,49130303000.0,48777780000.0,47126290000.0,36122620000.0,48183760000.0,47875723000.0,43477406000.0,48263225000.0,48390242000.0,47416050000.0,41536733000.0,47943440000.0,46459980000.0
2091.0,47561015000.0,42872336000.0,43224030000.0,48899056000.0,49122870000.0,48675987000.0,47097100000.0,35902358000.0,48143270000.0,47659696000.0,43233292000.0,48172503000.0,48310977000.0,47313380000.0,41315664000.0,47860343000.0,46397907000.0
2092.0,47536742000.0,42727064000.0,43038446000.0,48773333000.0,49031360000.0,48599835000.0,47041634000.0,35647380000.0,48124440000.0,47594810000.0,42978100000.0,48151077000.0,48177390000.0,47327527000.0,41048990000.0,47802397000.0,46291997000.0
2093.0,47436810000.0,42569910000.0,42861050000.0,48699662000.0,49005990000.0,48570820000.0,47052247000.0,35424780000.0,48036690000.0,47397265000.0,42705440000.0,48087440000.0,48099170000.0,47195337000.0,40832370000.0,47710274000.0,46091223000.0
2094.0,47349133000.0,42345255000.0,42693140000.0,48679277000.0,48916726000.0,48473362000.0,46893310000.0,35112514000.0,47967965000.0,47329042000.0,42460287000.0,47987876000.0,48029995000.0,47055470000.0,40599953000.0,47589687000.0,45934020000.0
2095.0,47399043000.0,42200707000.0,42546733000.0,48583365000.0,48873677000.0,48423840000.0,46834730000.0,34893832000.0,47877740000.0,47211745000.0,42257900000.0,47924360000.0,47955310000.0,46944014000.0,40374624000.0,47519654000.0,45776454000.0
2096.0,47270855000.0,42048983000.0,42397196000.0,48486744000.0,48806064000.0,48306622000.0,46801830000.0,34676597000.0,47818240000.0,47069990000.0,41996222000.0,47858192000.0,47867793000.0,46916366000.0,40161030000.0,47430050000.0,45648210000.0
2097.0,47313887000.0,41813475000.0,42180882000.0,48412914000.0,48719840000.0,48278920000.0,46719713000.0,34430880000.0,48072802000.0,47008465000.0,41686835000.0,47793517000.0,47817474000.0,46808093000.0,39940956000.0,47332487000.0,45495760000.0
2098.0,47112286000.0,41694065000.0,42049090000.0,48326447000.0,48663687000.0,48149275000.0,46735327000.0,34213194000.0,47691317000.0,47010374000.0,41494213000.0,47697007000.0,47757650000.0,46699508000.0,39569570000.0,47249470000.0,45286826000.0
2099.0,47008630000.0,41593537000.0,41910020000.0,48224338000.0,48587624000.0,48073830000.0,46653686000.0,33906020000.0,47574413000.0,46772793000.0,41320440000.0,47610454000.0,47740776000.0,46595514000.0,39268950000.0,47151470000.0,45138060000.0
2100.0,46965756000.0,41457844000.0,41744052000.0,48131604000.0,48573410000.0,47973204000.0,46585140000.0,33686114000.0,47516844000.0,46603240000.0,41023750000.0,47588782000.0,47628677000.0,46488230000.0,38997238000.0,46980428000.0,45372133000.0
