time,NORESM1-M,CSIRO-MK3-6-0,GFDL-ESM2G,CESM1-CAM5,CCSM4,IPSL-CM5A-LR,GFDL-CM3,GISS-E2-R
2066.0,2779913700000.0,3441395800000.0,2960637800000.0,2313526000000.0,2642449300000.0,2131263400000.0,2522582000000.0,2716316500000.0
2067.0,2770774800000.0,3440050000000.0,2941970000000.0,2287609600000.0,2617526500000.0,2103278700000.0,2499902000000.0,2708770000000.0
2068.0,2762311500000.0,3444343800000.0,2912984500000.0,2258897700000.0,2593708800000.0,2063404100000.0,2476840800000.0,2703543800000.0
2069.0,2743863000000.0,3447551700000.0,2892820400000.0,2222840300000.0,2576663700000.0,2037724300000.0,2447988200000.0,2702223900000.0
2070.0,2731946300000.0,3453690600000.0,2887945300000.0,2181442200000.0,2560023900000.0,2019582100000.0,2423682800000.0,2687553000000.0
2071.0,2710845000000.0,3456299700000.0,2881223100000.0,2155463600000.0,2529330200000.0,1993401800000.0,2406042000000.0,2676332400000.0
2072.0,2686051200000.0,3471350400000.0,2869710800000.0,2120959300000.0,2505434500000.0,1969704400000.0,2383337000000.0,2668312100000.0
2073.0,2660240200000.0,3479335000000.0,2857370600000.0,2086286400000.0,2479556400000.0,1943759400000.0,2361291200000.0,2649041700000.0
2074.0,2636195000000.0,3489141600000.0,2843654500000.0,2047114500000.0,2448536000000.0,1918946400000.0,2342593800000.0,2640989700000.0
2075.0,2623143700000.0,3494931900000.0,2828523000000.0,2015796900000.0,2429543500000.0,1889713300000.0,2325649000000.0,2626055000000.0
2076.0,2595844000000.0,3500002800000.0,2816892500000.0,1982470400000.0,2395008100000.0,1868170500000.0,2297328800000.0,2610550300000.0
2077.0,2570743000000.0,3488893400000.0,2800427000000.0,1943829300000.0,2377528000000.0,1840951700000.0,2270131400000.0,2591606700000.0
2078.0,2549517000000.0,3482772000000.0,2781927200000.0,1912834100000.0,2360864100000.0,1814501400000.0,2241561000000.0,2575758000000.0
2079.0,2527399500000.0,3482077400000.0,2760109000000.0,1887068400000.0,2334649500000.0,1791234000000.0,2214172000000.0,2563890000000.0
2080.0,2501607400000.0,3480078500000.0,2737105500000.0,1866608000000.0,2316150200000.0,1761628400000.0,2185313500000.0,2552748600000.0
2081.0,2489137000000.0,3477449200000.0,2721581600000.0,1829893400000.0,2296450000000.0,1733372700000.0,2158282500000.0,2539143300000.0
2082.0,2479096900000.0,3458978800000.0,2708814000000.0,1794616300000.0,2265034800000.0,1714326000000.0,2131294000000.0,2527596000000.0
2083.0,2464064000000.0,3440816000000.0,2690592000000.0,1755838700000.0,2239166400000.0,1688436700000.0,2095794000000.0,2506863000000.0
2084.0,2443461500000.0,3429440700000.0,2675720800000.0,1733018500000.0,2225089000000.0,1665511300000.0,2075820300000.0,2485790000000.0
2085.0,2411533200000.0,3413220500000.0,2666506700000.0,1707133800000.0,2202689300000.0,1639450000000.0,2040644500000.0,2469085300000.0
2086.0,2389371300000.0,3417250000000.0,2650704200000.0,1669568300000.0,2178372100000.0,1617653000000.0,2016486200000.0,2454432800000.0
2087.0,2374952800000.0,3402300700000.0,2638184200000.0,1633328300000.0,2156267700000.0,1594110400000.0,1988777600000.0,2442921000000.0
2088.0,2365433800000.0,3390287600000.0,2626054000000.0,1602945500000.0,2134211200000.0,1571581900000.0,1959129100000.0,2433424800000.0
2089.0,2347681000000.0,3363027300000.0,2619637200000.0,1573240700000.0,2117265400000.0,1548987400000.0,1935503900000.0,2421209000000.0
2090.0,2319216800000.0,3345136200000.0,2608389000000.0,1543542400000.0,2103228200000.0,1531064600000.0,1905422400000.0,2407998000000.0
2091.0,2302140200000.0,3325039200000.0,2595634800000.0,1512354300000.0,2083872600000.0,1507047000000.0,1881183900000.0,2401862000000.0
2092.0,2276683200000.0,3310110600000.0,2583809000000.0,1472804700000.0,2065386600000.0,1490011300000.0,1867333800000.0,2392930400000.0
2093.0,2237126400000.0,3290781000000.0,2566721000000.0,1441352900000.0,2052751900000.0,1472303300000.0,1841617300000.0,2373705000000.0
2094.0,2212966700000.0,3273907500000.0,2550151200000.0,1415006500000.0,2032260600000.0,1459614600000.0,1807636100000.0,2364256000000.0
2095.0,2194141700000.0,3256411500000.0,2535283500000.0,1390406700000.0,2009641800000.0,1444153800000.0,1783408800000.0,2349496800000.0
2096.0,2181037800000.0,3246147800000.0,2528818000000.0,1369735000000.0,1985482600000.0,1426527000000.0,1758255800000.0,2337901600000.0
2097.0,2167639200000.0,3236013300000.0,2511682400000.0,1342211800000.0,1965692600000.0,1412486900000.0,1728298200000.0,2317225300000.0
2098.0,2149783200000.0,3215460100000.0,2497036200000.0,1319540100000.0,1936481700000.0,1394090000000.0,1704424600000.0,2310027300000.0
2099.0,2125695500000.0,3194574600000.0,2485129600000.0,1295655000000.0,1914938200000.0,1378262000000.0,1681470100000.0,2303450200000.0
2100.0,2106293100000.0,3186886700000.0,2469669600000.0,1262583500000.0,1889932800000.0,1361389000000.0,1660200600000.0,2291456300000.0
