time,IPSL-CM5A-LR,CNRM-CM5,GISS-E2-R,GFDL-CM3,MPI-ESM-LR,GFDL-ESM2G,CSIRO-MK3-6-0,NORESM1-M,CANESM2,CCSM4
2051.0,2455086800000.0,3058324500000.0,2714360600000.0,2651418300000.0,2914007400000.0,3090581600000.0,3268968200000.0,2909547500000.0,2806337000000.0,2912687500000.0
2052.0,2410034000000.0,3040520000000.0,2676564400000.0,2631324000000.0,2898594600000.0,3080527000000.0,3261426600000.0,2876386000000.0,2784880000000.0,2880629600000.0
2053.0,2374115500000.0,3033212000000.0,2651999700000.0,2605741200000.0,2881020200000.0,3071401500000.0,3255223700000.0,2841749000000.0,2756676700000.0,2854994300000.0
2054.0,2337603000000.0,3009266300000.0,2629979600000.0,2573332400000.0,2868071000000.0,3051521000000.0,3233859800000.0,2820755200000.0,2728940800000.0,2830974300000.0
2055.0,2293211600000.0,2989402000000.0,2608138300000.0,2546924500000.0,2849427400000.0,3026337400000.0,3237852500000.0,2792173000000.0,2697167400000.0,2812366000000.0
2056.0,2260568000000.0,2973540300000.0,2578837000000.0,2515619500000.0,2833324700000.0,3017936700000.0,3231154700000.0,2766164500000.0,2666277400000.0,2782543500000.0
2057.0,2225759800000.0,2962385500000.0,2554396700000.0,2480665800000.0,2808889000000.0,2994733600000.0,3235665400000.0,2754830000000.0,2623783800000.0,2758733200000.0
2058.0,2188636000000.0,2939227700000.0,2541625300000.0,2448564700000.0,2795375000000.0,2963308500000.0,3225124900000.0,2728012000000.0,2608404400000.0,2740157000000.0
2059.0,2141970100000.0,2923310600000.0,2523318000000.0,2408288600000.0,2782425800000.0,2939738400000.0,3226486200000.0,2703913000000.0,2590458000000.0,2719534000000.0
2060.0,2102980100000.0,2907939300000.0,2505944600000.0,2374661300000.0,2770705000000.0,2922638700000.0,3233923000000.0,2689385400000.0,2563060500000.0,2694287000000.0
2061.0,2066009200000.0,2900298800000.0,2488463300000.0,2344764000000.0,2750342800000.0,2903710000000.0,3234357600000.0,2663161000000.0,2533211000000.0,2672106400000.0
2062.0,2023479200000.0,2881586700000.0,2480689400000.0,2314558500000.0,2717757700000.0,2875441500000.0,3235807000000.0,2651618300000.0,2515580700000.0,2647427600000.0
2063.0,1985024600000.0,2864671400000.0,2463340200000.0,2286793300000.0,2692989000000.0,2853036600000.0,3235422700000.0,2632030000000.0,2476446800000.0,2630648600000.0
2064.0,1947397300000.0,2845947500000.0,2448000300000.0,2254308400000.0,2664227000000.0,2837372000000.0,3233489000000.0,2604603500000.0,2450567200000.0,2605133300000.0
2065.0,1911093100000.0,2833206000000.0,2429548800000.0,2227277100000.0,2637728600000.0,2812003700000.0,3235967000000.0,2577812000000.0,2421881800000.0,2581480600000.0
2066.0,1877232600000.0,2813630000000.0,2409518300000.0,2200982500000.0,2624271000000.0,2784542300000.0,3235642900000.0,2557909700000.0,2381782700000.0,2553862000000.0
2067.0,1844767500000.0,2793477800000.0,2399812700000.0,2167508800000.0,2606718500000.0,2754130200000.0,3225554300000.0,2535418500000.0,2363768200000.0,2527098300000.0
2068.0,1808813900000.0,2771033500000.0,2387685400000.0,2134459700000.0,2583090400000.0,2738638000000.0,3226731300000.0,2501959700000.0,2351366700000.0,2494766300000.0
2069.0,1770390200000.0,2748754200000.0,2369225200000.0,2096767700000.0,2562983000000.0,2719245400000.0,3218338700000.0,2473021400000.0,2329901800000.0,2464396300000.0
2070.0,1738161900000.0,2730412500000.0,2361590800000.0,2071493900000.0,2542631400000.0,2694717000000.0,3204478700000.0,2442457300000.0,2306815000000.0,2436058000000.0
2071.0,1706196500000.0,2711585800000.0,2357278000000.0,2042418800000.0,2516952300000.0,2675798200000.0,3184354100000.0,2417639600000.0,2275166700000.0,2392212000000.0
2072.0,1675576100000.0,2688076500000.0,2347404600000.0,2010974300000.0,2493222500000.0,2674911600000.0,3174636200000.0,2383545400000.0,2255002800000.0,2365803000000.0
2073.0,1645081800000.0,2672678100000.0,2340283000000.0,1982423900000.0,2470049500000.0,2651984200000.0,3153792600000.0,2359796700000.0,2226689400000.0,2339402200000.0
2074.0,1613109300000.0,2648119400000.0,2318160000000.0,1958185400000.0,2439565800000.0,2624923400000.0,3134520300000.0,2335004400000.0,2189729200000.0,2314654000000.0
2075.0,1586114200000.0,2623441200000.0,2301604100000.0,1932191000000.0,2420565300000.0,2599541800000.0,3125897300000.0,2304410600000.0,2162079400000.0,2292861000000.0
2076.0,1563989200000.0,2584062700000.0,2283288700000.0,1905359000000.0,2396870700000.0,2567527000000.0,3122335800000.0,2278747500000.0,2127849200000.0,2266262000000.0
2077.0,1536200700000.0,2554861500000.0,2265881200000.0,1877058700000.0,2377340000000.0,2542882800000.0,3122298400000.0,2244389600000.0,2098590600000.0,2242272600000.0
2078.0,1506106100000.0,2524618400000.0,2246084100000.0,1849364400000.0,2355204700000.0,2523424000000.0,3128421300000.0,2218656500000.0,2062019900000.0,2216484700000.0
2079.0,1485783700000.0,2502144000000.0,2234729600000.0,1819737700000.0,2339155200000.0,2497159000000.0,3106541000000.0,2195149800000.0,2041754000000.0,2193483500000.0
2080.0,1461929100000.0,2472117800000.0,2220873200000.0,1793708500000.0,2327550400000.0,2476957000000.0,3083402700000.0,2160956000000.0,2014243000000.0,2164227000000.0
2081.0,1428594500000.0,2439928000000.0,2202321000000.0,1770861500000.0,2308238700000.0,2456658000000.0,3079475600000.0,2142694800000.0,1985429600000.0,2136931000000.0
2082.0,1404281200000.0,2413348300000.0,2189560500000.0,1746470800000.0,2292205000000.0,2424052000000.0,3066992800000.0,2113063500000.0,1970370800000.0,2106371600000.0
2083.0,1388266500000.0,2375435400000.0,2175152200000.0,1718797200000.0,2279428000000.0,2406579000000.0,3042606600000.0,2085426800000.0,1946624200000.0,2075099300000.0
2084.0,1365372300000.0,2359013000000.0,2165837400000.0,1698892000000.0,2252545700000.0,2371683400000.0,3028875500000.0,2058425500000.0,1909702000000.0,2051541800000.0
2085.0,1345371800000.0,2334216000000.0,2155383100000.0,1671957700000.0,2228307400000.0,2347321300000.0,3016414000000.0,2023650100000.0,1874435800000.0,2024670600000.0
2086.0,1320497700000.0,2309612000000.0,2136869600000.0,1640892100000.0,2216748600000.0,2310704200000.0,3019905200000.0,1999982300000.0,1835885500000.0,2001103200000.0
2087.0,1297406400000.0,2283323500000.0,2121507700000.0,1612435800000.0,2195061900000.0,2278957000000.0,3008962500000.0,1976705400000.0,1817158000000.0,1970545000000.0
2088.0,1267181400000.0,2248547200000.0,2106242500000.0,1581959600000.0,2171071500000.0,2244384400000.0,2997000300000.0,1947086700000.0,1794426700000.0,1946790300000.0
2089.0,1240227100000.0,2215346200000.0,2099514600000.0,1549364400000.0,2145262400000.0,2212689300000.0,2988227000000.0,1919317700000.0,1767629100000.0,1918250500000.0
2090.0,1210041800000.0,2185579700000.0,2084720700000.0,1518177600000.0,2119974000000.0,2180797200000.0,2963003400000.0,1895536500000.0,1746716300000.0,1887166000000.0
2091.0,1177965200000.0,2149293100000.0,2074699600000.0,1487164900000.0,2102433000000.0,2143210800000.0,2930212000000.0,1871216400000.0,1730678600000.0,1854013300000.0
2092.0,1145679900000.0,2118188100000.0,2070700900000.0,1455535800000.0,2080892800000.0,2113964100000.0,2896527600000.0,1851154100000.0,1712761100000.0,1821898600000.0
2093.0,1122304500000.0,2095300500000.0,2055823000000.0,1429271100000.0,2067515000000.0,2074655900000.0,2869324200000.0,1819694700000.0,1688747900000.0,1797633600000.0
2094.0,1103866800000.0,2063425900000.0,2043071200000.0,1394553400000.0,2040887800000.0,2043272800000.0,2849210600000.0,1796050800000.0,1667222900000.0,1771107100000.0
2095.0,1084711600000.0,2045433900000.0,2028324500000.0,1356950700000.0,2020558100000.0,2009256200000.0,2832344000000.0,1777393900000.0,1636617700000.0,1740356700000.0
2096.0,1065869440000.0,2024154700000.0,2014739000000.0,1328146000000.0,2000442600000.0,1974049800000.0,2807449000000.0,1762453600000.0,1614572200000.0,1718096600000.0
2097.0,1039054140000.0,2003143900000.0,1998262100000.0,1301017100000.0,1984699600000.0,1937605700000.0,2770024800000.0,1739312900000.0,1583280600000.0,1697680300000.0
2098.0,1011005900000.0,1968109000000.0,1985028000000.0,1265068000000.0,1962788500000.0,1899735800000.0,2746672200000.0,1725552700000.0,1558139900000.0,1683741700000.0
2099.0,982237700000.0,1935018700000.0,1969464900000.0,1233706000000.0,1948816400000.0,1862977300000.0,2736625300000.0,1703180000000.0,1541367300000.0,1654119000000.0
2100.0,948400700000.0,1904397400000.0,1957452700000.0,1207075000000.0,1931085200000.0,1830020400000.0,2719024000000.0,1684524400000.0,1513295700000.0,1629288700000.0
