time,GFDL-ESM2G,CNRM-CM5,GISS-E2-R,GFDL-CM3,NORESM1-M,CANESM2,IPSL-CM5A-LR,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2013.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0
2014.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0
2015.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0
2016.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0
2017.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0
2018.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0
2019.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0
2020.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0
2021.0,40491020000.0,40485753000.0,40454410000.0,40429404000.0,40477870000.0,40510546000.0,40467090000.0,40628060000.0,40629080000.0,40608756000.0
2022.0,40415977000.0,40395540000.0,40388490000.0,40360317000.0,40402047000.0,40432075000.0,40451666000.0,40570130000.0,40602042000.0,40555250000.0
2023.0,40441770000.0,40349390000.0,40442098000.0,40272392000.0,40349720000.0,40451346000.0,40487630000.0,40499835000.0,40562266000.0,40552997000.0
2024.0,40404144000.0,40303790000.0,40311830000.0,40201548000.0,40327990000.0,40425525000.0,40344855000.0,40474804000.0,40532713000.0,40651612000.0
2025.0,40378937000.0,40245195000.0,40260915000.0,40118084000.0,40276177000.0,40313586000.0,40523403000.0,40384504000.0,40424090000.0,40603546000.0
2026.0,40299545000.0,40193544000.0,40230030000.0,40035770000.0,40222230000.0,40328495000.0,40323380000.0,40309930000.0,40472306000.0,40563274000.0
2027.0,40289570000.0,40171016000.0,40189630000.0,39955878000.0,40223908000.0,40249524000.0,40289145000.0,40360930000.0,40337146000.0,40427053000.0
2028.0,40278802000.0,40094376000.0,40196866000.0,39879620000.0,40137273000.0,40223388000.0,40188633000.0,40265912000.0,40488000000.0,40373416000.0
2029.0,40152625000.0,40050620000.0,40264405000.0,39773663000.0,40065556000.0,40139375000.0,40129642000.0,40423404000.0,40296493000.0,40273957000.0
2030.0,40249696000.0,39957260000.0,40087520000.0,39683064000.0,39980855000.0,40072020000.0,40046380000.0,40265167000.0,40475760000.0,40400093000.0
2031.0,40163267000.0,39914033000.0,40013350000.0,39559640000.0,39920350000.0,40022266000.0,40047493000.0,40147680000.0,40238360000.0,40208810000.0
2032.0,40169984000.0,39950830000.0,39940940000.0,39450436000.0,39844360000.0,40001376000.0,39970087000.0,40092170000.0,40220540000.0,40164560000.0
2033.0,40098255000.0,39776547000.0,39872856000.0,39329830000.0,39764414000.0,39950275000.0,39979390000.0,40032090000.0,40116548000.0,40112562000.0
2034.0,40055520000.0,39669203000.0,39776006000.0,39228506000.0,39678120000.0,39842537000.0,39842124000.0,39980335000.0,40058626000.0,40043962000.0
2035.0,39915155000.0,39672525000.0,39678310000.0,39100047000.0,39587033000.0,39771763000.0,39782470000.0,39915550000.0,40007725000.0,39967662000.0
2036.0,39895495000.0,39621902000.0,39616827000.0,38956460000.0,39505760000.0,39732163000.0,39679922000.0,39985332000.0,39977562000.0,40139840000.0
2037.0,39839770000.0,39474565000.0,39520346000.0,38783787000.0,39398232000.0,39630990000.0,39589212000.0,39832920000.0,39925637000.0,39860920000.0
2038.0,39787360000.0,39422816000.0,39436640000.0,38584740000.0,39291930000.0,39577006000.0,39521554000.0,39783748000.0,39824634000.0,39761568000.0
2039.0,39704138000.0,39295980000.0,39359058000.0,38412894000.0,39151948000.0,39465570000.0,39445422000.0,39693636000.0,39734022000.0,39674765000.0
2040.0,39629390000.0,39284710000.0,39285174000.0,38184534000.0,39044583000.0,39360352000.0,39493240000.0,39645037000.0,39657160000.0,39576183000.0
2041.0,39537054000.0,39157817000.0,39178460000.0,37951422000.0,38918360000.0,39264686000.0,39237780000.0,39659483000.0,39611175000.0,39501970000.0
2042.0,39451652000.0,38998217000.0,39047172000.0,37685117000.0,38786785000.0,39175570000.0,39146602000.0,39539010000.0,39619138000.0,39414850000.0
2043.0,39377084000.0,38863565000.0,38993793000.0,37410214000.0,38627172000.0,39067644000.0,39013600000.0,39421186000.0,39467713000.0,39306150000.0
2044.0,39289995000.0,38747156000.0,38828010000.0,37106917000.0,38473163000.0,38935736000.0,38861365000.0,39321866000.0,39368487000.0,39224670000.0
2045.0,39236470000.0,38591580000.0,38665322000.0,36770630000.0,38319583000.0,38796046000.0,38825026000.0,39288754000.0,39289254000.0,39103144000.0
2046.0,39158067000.0,38457860000.0,38514336000.0,36435403000.0,38157967000.0,38640075000.0,38625500000.0,39163030000.0,39171817000.0,39024652000.0
2047.0,39053636000.0,38300570000.0,38329370000.0,36053580000.0,37993447000.0,38530350000.0,38490743000.0,39065457000.0,39058650000.0,38910927000.0
2048.0,38927310000.0,38125760000.0,38187667000.0,35664577000.0,37830550000.0,38320697000.0,38358020000.0,38989430000.0,39051480000.0,38769840000.0
2049.0,38817964000.0,38025454000.0,38040502000.0,35244257000.0,37654540000.0,38145330000.0,38185490000.0,38920598000.0,38864863000.0,38662120000.0
2050.0,38705380000.0,37835887000.0,37873947000.0,34786083000.0,37474020000.0,37974974000.0,38018100000.0,38800460000.0,38733250000.0,38566695000.0
2051.0,38589465000.0,37685854000.0,37711856000.0,34302900000.0,37265445000.0,37865366000.0,37822456000.0,38709756000.0,38614438000.0,38412050000.0
2052.0,38497000000.0,37460450000.0,37561160000.0,33750764000.0,37036460000.0,37618774000.0,37599870000.0,38625706000.0,38501020000.0,38260690000.0
2053.0,38395250000.0,37243314000.0,37434585000.0,33170207000.0,36826153000.0,37403200000.0,37412737000.0,38490907000.0,38378414000.0,38055735000.0
2054.0,38290370000.0,37073826000.0,37220230000.0,32659866000.0,36643340000.0,37201207000.0,37220516000.0,38386860000.0,38239320000.0,37868454000.0
2055.0,38104343000.0,36963760000.0,36994830000.0,32133204000.0,36419006000.0,37003047000.0,36982305000.0,38229987000.0,38096814000.0,37748957000.0
2056.0,37961830000.0,36715114000.0,36837620000.0,31493239000.0,36172960000.0,36746625000.0,36717117000.0,38139180000.0,37962908000.0,37533254000.0
2057.0,37780070000.0,36537590000.0,36991970000.0,30879582000.0,35831790000.0,36505387000.0,36467184000.0,37993906000.0,37840550000.0,37365990000.0
2058.0,37644580000.0,36381925000.0,36599243000.0,30174472000.0,35533130000.0,36308316000.0,36157514000.0,37830455000.0,37666005000.0,37183427000.0
2059.0,37501980000.0,36173885000.0,36526240000.0,29528480000.0,35216343000.0,36006780000.0,35852976000.0,37741700000.0,37501137000.0,36979266000.0
2060.0,37331570000.0,35998330000.0,36247090000.0,28927170000.0,34876530000.0,35808973000.0,35518538000.0,37548040000.0,37361013000.0,36844495000.0
2061.0,37212717000.0,35745743000.0,35968990000.0,28328167000.0,34576744000.0,35527025000.0,35149570000.0,37372520000.0,37281255000.0,36565220000.0
2062.0,37023654000.0,35459190000.0,35765980000.0,27735478000.0,34270894000.0,35201466000.0,34765685000.0,37204020000.0,37042274000.0,36250650000.0
2063.0,36865590000.0,35191644000.0,35572613000.0,27147905000.0,33939223000.0,34889888000.0,34432820000.0,37025976000.0,36831437000.0,35998667000.0
2064.0,36667600000.0,34890748000.0,35519398000.0,26516697000.0,33553394000.0,34642276000.0,34037100000.0,36871512000.0,36659106000.0,35705336000.0
2065.0,36504965000.0,34631033000.0,35169948000.0,25971730000.0,33114102000.0,34339238000.0,33705670000.0,36710380000.0,36437987000.0,35459740000.0
2066.0,36597514000.0,34305866000.0,34930250000.0,25434388000.0,32729295000.0,34069377000.0,33283056000.0,36518355000.0,36243740000.0,35206525000.0
2067.0,36211098000.0,34013342000.0,34696940000.0,24785826000.0,32356807000.0,33815288000.0,32832094000.0,36314170000.0,36030968000.0,35081953000.0
2068.0,36054827000.0,33698585000.0,34459450000.0,24234220000.0,31928050000.0,33403183000.0,32372658000.0,36059170000.0,35743633000.0,34736636000.0
2069.0,35929590000.0,33485531000.0,34212559000.0,23623692000.0,31444250000.0,33013006000.0,31908856000.0,35822650000.0,35553567000.0,34471220000.0
2070.0,35811790000.0,33168030000.0,33900167000.0,23022553000.0,30934209000.0,32613974000.0,31426087000.0,35567370000.0,35399664000.0,34244760000.0
2071.0,35607960000.0,32904593000.0,33640554000.0,22373212000.0,30523100000.0,32264325000.0,30910755000.0,35346088000.0,35148930000.0,33966140000.0
2072.0,35374895000.0,32646396000.0,33439136000.0,21763189000.0,30109944000.0,31875369000.0,30354250000.0,35104825000.0,34886242000.0,33710346000.0
2073.0,35296154000.0,32259475000.0,33187291000.0,21237983000.0,29613010000.0,31442643000.0,29910862000.0,34856480000.0,34599930000.0,33444993000.0
2074.0,35086340000.0,31859800000.0,32924492000.0,20612880000.0,29098895000.0,30988186000.0,29454780000.0,34552435000.0,34346242000.0,33107941000.0
2075.0,34845553000.0,31435524000.0,32634890000.0,20003699000.0,28644145000.0,30557893000.0,29001136000.0,34254723000.0,34079875000.0,32859750000.0
2076.0,34620596000.0,31079447000.0,32347240000.0,19458388000.0,28146786000.0,30137360000.0,28345678000.0,33848334000.0,33807165000.0,32544076000.0
2077.0,34343535000.0,30710820000.0,32045908000.0,18747881000.0,27700929000.0,29670924000.0,27824452000.0,33547213000.0,33535400000.0,32264126000.0
2078.0,34081208000.0,30312348000.0,31686128000.0,18172580000.0,27235138000.0,29209465000.0,27187646000.0,33179118000.0,33242687000.0,31995355000.0
2079.0,33842467000.0,29881405000.0,31348042000.0,17503740000.0,26661210000.0,28753461000.0,26719068000.0,32838214000.0,32991902000.0,31685132000.0
2080.0,33588345000.0,29399038000.0,30954705000.0,16965697000.0,26038840000.0,28273234000.0,26216456000.0,32463704000.0,32579490000.0,31403553000.0
2081.0,33325650000.0,28997704000.0,30716396000.0,16375143000.0,25531748000.0,27906367000.0,25749428000.0,32098748000.0,32271684000.0,31081927000.0
2082.0,33106328000.0,28620605000.0,30418940000.0,15777253000.0,24997302000.0,27416682000.0,25275582000.0,31736867000.0,31953914000.0,30710886000.0
2083.0,32911114000.0,28160180000.0,30060788000.0,15196004000.0,24525462000.0,27023882000.0,24700570000.0,31324996000.0,31619267000.0,30428790000.0
2084.0,32785300000.0,27695354000.0,29796598000.0,14553161000.0,24009794000.0,26537898000.0,24210248000.0,30903015000.0,31468622000.0,30173581000.0
2085.0,32579414000.0,27215518000.0,29496148000.0,13972333000.0,23464200000.0,26098970000.0,23630391000.0,30415350000.0,31033460000.0,29795187000.0
2086.0,32317063000.0,26845166000.0,29292347000.0,13489123000.0,23047207000.0,25637669000.0,23188355000.0,29945313000.0,30713670000.0,29430903000.0
2087.0,32024054000.0,26393840000.0,28982524000.0,13073777000.0,22593583000.0,25093712000.0,22687148000.0,29508850000.0,30406236000.0,29081592000.0
2088.0,31730074000.0,25860547000.0,28644944000.0,12461170000.0,22056909000.0,24625396000.0,22138200000.0,28956223000.0,30107662000.0,28730483000.0
2089.0,31468968000.0,25403089000.0,28287371000.0,12097739000.0,21428570000.0,24133642000.0,21628068000.0,28481438000.0,29770570000.0,28354814000.0
2090.0,31211004000.0,24926472000.0,27867003000.0,11617705000.0,20931723000.0,23747959000.0,21072515000.0,28012397000.0,29413384000.0,27992690000.0
2091.0,31040995000.0,24441752000.0,27601120000.0,11123421000.0,20432400000.0,23240210000.0,20594274000.0,27510790000.0,29126020000.0,27614382000.0
2092.0,30724820000.0,24066347000.0,27345656000.0,10846841000.0,19955313000.0,22702410000.0,20110008000.0,27049816000.0,28815327000.0,27190135000.0
2093.0,30421852000.0,23629728000.0,26887688000.0,10514439000.0,19460426000.0,22236277000.0,19437005000.0,26519150000.0,28496574000.0,26878330000.0
2094.0,30173250000.0,23257635000.0,26547843000.0,10190165000.0,18932627000.0,21740225000.0,18814863000.0,25907005000.0,28112986000.0,26417960000.0
2095.0,29938403000.0,22737600000.0,26184440000.0,9828011000.0,18414563000.0,21275697000.0,18141310000.0,25395917000.0,27667606000.0,26011636000.0
2096.0,29634441000.0,22274888000.0,25813357000.0,9547406000.0,17787447000.0,20750330000.0,17652718000.0,24931936000.0,27246481000.0,25666521000.0
2097.0,29272297000.0,21751728000.0,25531924000.0,9267794000.0,17260399000.0,20308530000.0,16978661000.0,24493285000.0,26915520000.0,25341858000.0
2098.0,28972937000.0,21406896000.0,25215922000.0,8918030000.0,16763121000.0,19845566000.0,16280358000.0,23889293000.0,26542720000.0,24979090000.0
2099.0,28645237000.0,21076980000.0,24909510000.0,8599050000.0,16360260000.0,19291785000.0,15671250000.0,23284322000.0,26197563000.0,24564980000.0
2100.0,28278040000.0,20568060000.0,24564320000.0,8158483000.0,15950772000.0,18920851000.0,15163778000.0,22761837000.0,25752550000.0,24199280000.0
