time,CNRM-CM5,GISS-E2-R,GFDL-CM3,CESM1-CAM5,GFDL-ESM2G,CCSM4,MPI-ESM-LR,NORESM1-M,CANESM2,CSIRO-MK3-6-0,IPSL-CM5A-LR
2030.0,40626975000.0,40096498000.0,39765004000.0,39769000000.0,40395120000.0,40454484000.0,40202130000.0,39994233000.0,40073585000.0,40058150000.0,39897166000.0
2031.0,40489222000.0,40303346000.0,39643670000.0,39733590000.0,40326836000.0,40456016000.0,40308100000.0,39999720000.0,40013940000.0,40018526000.0,39799448000.0
2032.0,40372880000.0,40008323000.0,39524260000.0,39688045000.0,40412360000.0,40291283000.0,40115550000.0,39912260000.0,39954400000.0,39965848000.0,39709565000.0
2033.0,40371675000.0,39981515000.0,39419100000.0,39504126000.0,40455880000.0,40203182000.0,40035303000.0,39862673000.0,39890210000.0,39915090000.0,39618940000.0
2034.0,40321850000.0,39910138000.0,39301894000.0,39432258000.0,40322040000.0,40209994000.0,40068770000.0,39825620000.0,39832090000.0,39859405000.0,39518070000.0
2035.0,40260940000.0,39917800000.0,39169905000.0,39308690000.0,40348135000.0,40106310000.0,39938800000.0,39696090000.0,39775590000.0,39925826000.0,39466844000.0
2036.0,40545174000.0,39810620000.0,39003250000.0,39180837000.0,40267160000.0,40071807000.0,39887995000.0,39597097000.0,39740735000.0,39775870000.0,39331324000.0
2037.0,40337250000.0,39831380000.0,38825560000.0,39084760000.0,40289000000.0,40033284000.0,39898886000.0,39523620000.0,39716983000.0,39697936000.0,39212114000.0
2038.0,40394670000.0,40125480000.0,38661087000.0,38964650000.0,40193405000.0,39946730000.0,39795085000.0,39441990000.0,39594013000.0,39919423000.0,39102460000.0
2039.0,40328425000.0,39845396000.0,38461830000.0,38841760000.0,40105220000.0,40011338000.0,39703320000.0,39361204000.0,39619035000.0,39710750000.0,38958550000.0
2040.0,40123236000.0,39690210000.0,38203724000.0,38712975000.0,40077824000.0,39844130000.0,39636800000.0,39238670000.0,39486788000.0,39591540000.0,38842155000.0
2041.0,40078627000.0,39597314000.0,37953940000.0,38686224000.0,39997215000.0,39791534000.0,39594664000.0,39138850000.0,39494250000.0,39522770000.0,38683603000.0
2042.0,39976096000.0,39469580000.0,37676294000.0,38530140000.0,39936033000.0,39771427000.0,39610010000.0,38998240000.0,39719310000.0,39433753000.0,38593946000.0
2043.0,39979106000.0,39506514000.0,37456593000.0,38347104000.0,39888350000.0,39710028000.0,39555342000.0,38883824000.0,39390183000.0,39394250000.0,38480340000.0
2044.0,39854010000.0,39378760000.0,37181360000.0,38203060000.0,39806145000.0,39635476000.0,39445710000.0,38753440000.0,39304070000.0,39303234000.0,38345155000.0
2045.0,39775502000.0,39263710000.0,36853953000.0,38039413000.0,39765033000.0,39545328000.0,39298327000.0,38602908000.0,39172313000.0,39233917000.0,38164450000.0
2046.0,39961560000.0,39370797000.0,36527730000.0,37901734000.0,39742030000.0,39534313000.0,39242027000.0,38493254000.0,39107320000.0,39153816000.0,37984400000.0
2047.0,39749714000.0,39177770000.0,36200300000.0,37708145000.0,39850873000.0,39499240000.0,39220638000.0,38364490000.0,39015690000.0,39068630000.0,37833286000.0
2048.0,40134214000.0,39031312000.0,35831243000.0,37525275000.0,39603610000.0,39412490000.0,39108500000.0,38233043000.0,38910165000.0,39073350000.0,37656220000.0
2049.0,39869694000.0,39119725000.0,35474797000.0,37412930000.0,39559537000.0,39576646000.0,39092720000.0,38127960000.0,38910380000.0,38927620000.0,37510373000.0
2050.0,39593013000.0,38883280000.0,35092316000.0,37203722000.0,39500067000.0,39517524000.0,38956286000.0,37925433000.0,38745547000.0,38879740000.0,37231550000.0
2051.0,39719100000.0,38714364000.0,34708430000.0,36977210000.0,39462785000.0,39363576000.0,38833623000.0,37749137000.0,38673610000.0,38761830000.0,37066805000.0
2052.0,39513350000.0,38868324000.0,34392870000.0,36777580000.0,39362250000.0,39242596000.0,38746470000.0,37553574000.0,38569160000.0,38639972000.0,36805090000.0
2053.0,39390850000.0,38803984000.0,33996780000.0,36560210000.0,39425876000.0,39096910000.0,38614114000.0,37483060000.0,38468518000.0,38546833000.0,36603860000.0
2054.0,39337775000.0,38701060000.0,33545376000.0,36288600000.0,39330456000.0,39112020000.0,38516920000.0,37288858000.0,38336463000.0,38436483000.0,36368200000.0
2055.0,39242318000.0,38564860000.0,33051238000.0,36064100000.0,39355826000.0,38972416000.0,38412993000.0,37068956000.0,38206360000.0,38343856000.0,36158580000.0
2056.0,39110255000.0,38424457000.0,32658094000.0,35739853000.0,39264540000.0,39096857000.0,38306705000.0,36910700000.0,38094790000.0,38310773000.0,35961074000.0
2057.0,39088636000.0,38427083000.0,32130552000.0,35437880000.0,39121850000.0,39121785000.0,38355517000.0,36749603000.0,37971200000.0,38193988000.0,35750680000.0
2058.0,38959140000.0,38209550000.0,31744496000.0,35112546000.0,39061480000.0,38989922000.0,38231618000.0,36547207000.0,37860676000.0,38098493000.0,35435078000.0
2059.0,38829290000.0,38095630000.0,31330632000.0,34802070000.0,38920765000.0,38896520000.0,38092304000.0,36313040000.0,37707166000.0,37990630000.0,35203860000.0
2060.0,38737020000.0,37955105000.0,30969887000.0,34532405000.0,39025504000.0,38740005000.0,37971080000.0,36136673000.0,37578297000.0,37829263000.0,34887737000.0
2061.0,38623097000.0,37939300000.0,30572812000.0,34224007000.0,38807850000.0,38682080000.0,37867196000.0,35902427000.0,37503017000.0,37840710000.0,34685637000.0
2062.0,38495683000.0,37826440000.0,30144946000.0,33918542000.0,38762450000.0,38617360000.0,37717740000.0,35635724000.0,37354086000.0,37639970000.0,34398867000.0
2063.0,38399850000.0,37672546000.0,29643660000.0,33595724000.0,38634246000.0,38561575000.0,37618800000.0,35398836000.0,37245936000.0,37512400000.0,34169360000.0
2064.0,38223225000.0,37627576000.0,29193112000.0,33208103000.0,38528045000.0,38380410000.0,37447434000.0,35217625000.0,37133830000.0,37436346000.0,33980692000.0
2065.0,38100574000.0,37458096000.0,28772477000.0,32792887000.0,38475928000.0,38344655000.0,37507330000.0,34951946000.0,36958605000.0,37290200000.0,33700565000.0
2066.0,38026998000.0,37308510000.0,28344054000.0,32461447000.0,38480920000.0,38214530000.0,37255696000.0,34688377000.0,36789770000.0,37146403000.0,33453945000.0
2067.0,37877723000.0,37206254000.0,27938996000.0,32152996000.0,38892933000.0,38120820000.0,37083185000.0,34475240000.0,36661880000.0,37014192000.0,33119072000.0
2068.0,37840830000.0,37304820000.0,27495313000.0,31858500000.0,38379420000.0,38212272000.0,36942336000.0,34250375000.0,36538800000.0,36968706000.0,32785115000.0
2069.0,37715096000.0,37149192000.0,27059012000.0,31551009000.0,38326120000.0,38073934000.0,36910805000.0,34093844000.0,36459640000.0,36894930000.0,32568752000.0
2070.0,37762937000.0,37275220000.0,26608472000.0,31297410000.0,38229897000.0,37915080000.0,36748030000.0,33850737000.0,36165005000.0,36733436000.0,32263520000.0
2071.0,37497463000.0,37432254000.0,26195770000.0,31033810000.0,38166070000.0,37765740000.0,36610073000.0,33607793000.0,35974470000.0,36611863000.0,31913644000.0
2072.0,37387700000.0,37038674000.0,25793149000.0,30641926000.0,38339950000.0,37633294000.0,36428120000.0,33338657000.0,35927613000.0,36463720000.0,31608543000.0
2073.0,37220794000.0,36852023000.0,25378408000.0,30383512000.0,38105600000.0,37524710000.0,36291146000.0,33112513000.0,35706454000.0,36370166000.0,31282694000.0
2074.0,37165564000.0,38208510000.0,25041381000.0,30105233000.0,37970043000.0,37401702000.0,36143410000.0,33020918000.0,35516404000.0,36219884000.0,31045945000.0
2075.0,37114032000.0,37444575000.0,24583530000.0,29913764000.0,38215270000.0,37338243000.0,36001640000.0,32734966000.0,35340485000.0,36087460000.0,30739374000.0
2076.0,37033300000.0,37077172000.0,24173666000.0,29600571000.0,37962346000.0,37166580000.0,35971480000.0,32570860000.0,35173940000.0,35948552000.0,30462740000.0
2077.0,37198082000.0,36777955000.0,23739963000.0,29347815000.0,37833230000.0,37237015000.0,35828273000.0,32364567000.0,35019166000.0,35799970000.0,30267056000.0
2078.0,36874793000.0,36519748000.0,23295533000.0,29041967000.0,38196412000.0,37096840000.0,35721322000.0,32130445000.0,34843304000.0,35649970000.0,29993208000.0
2079.0,36652410000.0,36326220000.0,22893940000.0,28895795000.0,37734210000.0,36939506000.0,35563622000.0,31866872000.0,34668150000.0,35595547000.0,29717785000.0
2080.0,36580508000.0,36380357000.0,22554770000.0,28531216000.0,37532262000.0,36807336000.0,35393454000.0,31571040000.0,34448560000.0,35433660000.0,29429668000.0
2081.0,36549767000.0,36175016000.0,22256759000.0,28215325000.0,37412413000.0,36788605000.0,35263422000.0,31277472000.0,34230745000.0,35221287000.0,29162193000.0
2082.0,36413653000.0,35972600000.0,21895623000.0,27920677000.0,37628826000.0,36611408000.0,35286780000.0,30980960000.0,34081552000.0,35076860000.0,28837747000.0
2083.0,36253102000.0,36054420000.0,21540602000.0,27722990000.0,37322840000.0,36514630000.0,35106560000.0,30723527000.0,33886962000.0,34938160000.0,29172595000.0
2084.0,36182770000.0,36013548000.0,21215277000.0,27419757000.0,37152980000.0,36372520000.0,34875257000.0,30466170000.0,33658490000.0,34735313000.0,28485153000.0
2085.0,36103537000.0,35875074000.0,20821990000.0,27217430000.0,37170975000.0,36245740000.0,34874180000.0,30408704000.0,33425197000.0,34631287000.0,28159496000.0
2086.0,36287960000.0,35737090000.0,20329538000.0,26974132000.0,37026000000.0,36167287000.0,34567926000.0,30023074000.0,33299395000.0,34538246000.0,27825609000.0
2087.0,35926080000.0,35651355000.0,19940241000.0,26740206000.0,36984750000.0,36031760000.0,34364932000.0,29765245000.0,33057833000.0,34474050000.0,27764982000.0
2088.0,35838132000.0,35603534000.0,19597355000.0,26431676000.0,37348057000.0,35938560000.0,34263685000.0,29490885000.0,32803402000.0,34222230000.0,27452910000.0
2089.0,35637320000.0,35503034000.0,19167775000.0,26065066000.0,37099475000.0,35943453000.0,34275486000.0,29333189000.0,32587997000.0,34220190000.0,27256988000.0
2090.0,35706946000.0,35377470000.0,18819084000.0,25645010000.0,36872590000.0,35694240000.0,34011380000.0,28994120000.0,32329075000.0,34040127000.0,26970360000.0
2091.0,35478147000.0,35243086000.0,18442213000.0,25337520000.0,36763546000.0,35555877000.0,33865875000.0,28621386000.0,32143930000.0,33775178000.0,26875347000.0
2092.0,35257045000.0,35132006000.0,18088057000.0,25029489000.0,36651454000.0,35718484000.0,33767944000.0,28347245000.0,31902200000.0,33957770000.0,26501040000.0
2093.0,35162665000.0,35096424000.0,17801000000.0,24657455000.0,36480217000.0,35500233000.0,33521390000.0,28091312000.0,31656452000.0,33635207000.0,26359904000.0
2094.0,35032007000.0,34857816000.0,17707907000.0,24383490000.0,36350644000.0,35259314000.0,33405948000.0,27821460000.0,31523150000.0,33398411000.0,26031331000.0
2095.0,34838016000.0,34700240000.0,17284903000.0,24180984000.0,36246864000.0,35125473000.0,33229097000.0,27537592000.0,31302537000.0,33247610000.0,25770230000.0
2096.0,34766934000.0,34576590000.0,17030391000.0,23827587000.0,36227130000.0,35022615000.0,33121655000.0,27341290000.0,31093110000.0,33135614000.0,25429440000.0
2097.0,34663117000.0,34459170000.0,16651136000.0,23504180000.0,36131115000.0,34873430000.0,33007841000.0,27073292000.0,30883916000.0,32999594000.0,25349690000.0
2098.0,34474664000.0,34459220000.0,16362075000.0,23196090000.0,36015360000.0,34759060000.0,32959801000.0,26820555000.0,30644457000.0,33341813000.0,25076982000.0
2099.0,34652705000.0,34405884000.0,16068272000.0,22882210000.0,35900092000.0,34661350000.0,32778609000.0,26603290000.0,30426692000.0,32714412000.0,24811352000.0
2100.0,34308600000.0,34287262000.0,15664503000.0,22588822000.0,35777840000.0,34466060000.0,32631240000.0,26345590000.0,30252073000.0,32509708000.0,24646105000.0
