time,CESM2-WACCM,MPI-ESM1-2-HR,MRI-ESM2-0,IPSL-CM6A-LR,KACE-1-0-G,GFDL-ESM4,UKESM1-0-LL,TAIESM1,IITM-ESM
2054.0,497017820.0,940062900.0,747442300.0,575469500.0,602981570.0,773940800.0,377785730.0,428063230.0,1100835800.0
2055.0,478186050.0,891901950.0,732913900.0,547150400.0,583504800.0,753434500.0,360925120.0,410740320.0,1076965800.0
2056.0,451836770.0,857916860.0,716638140.0,527373800.0,567603600.0,735551700.0,344904400.0,392802200.0,1045489340.0
2057.0,429857440.0,855686200.0,699278100.0,520546180.0,544430300.0,710666300.0,337345060.0,373421220.0,1022237900.0
2058.0,421004900.0,827079230.0,682330800.0,498536900.0,529941150.0,681135360.0,322423970.0,359782430.0,978409200.0
2059.0,410619170.0,791142460.0,662758500.0,472346700.0,514740200.0,691052000.0,308263600.0,353569900.0,965081540.0
2060.0,398347420.0,760592100.0,639177340.0,459285250.0,497777180.0,663033860.0,297006080.0,342885800.0,936951000.0
2061.0,386678530.0,740765630.0,621078460.0,436154080.0,482872960.0,636115900.0,289107650.0,326604640.0,921126900.0
2062.0,367494600.0,735303000.0,599989700.0,416588000.0,466444480.0,614403650.0,278676830.0,317348260.0,906173000.0
2063.0,359013300.0,734226100.0,568776900.0,399011460.0,446115650.0,605399500.0,265551980.0,305264960.0,865073150.0
2064.0,349017540.0,710443400.0,536719740.0,385728030.0,426089820.0,592091970.0,258267420.0,295603360.0,840164350.0
2065.0,343363870.0,693999100.0,507677950.0,374864640.0,410185100.0,569472100.0,253775150.0,288746270.0,824758300.0
2066.0,334845220.0,682370500.0,474901120.0,372583550.0,401025540.0,569959600.0,245962640.0,282264060.0,799805950.0
2067.0,347554800.0,663245630.0,462127260.0,359924670.0,389079420.0,556560000.0,241619840.0,273417600.0,774929200.0
2068.0,336765100.0,651116160.0,449558180.0,347372540.0,377263100.0,547162560.0,231032000.0,268005200.0,769283600.0
2069.0,326984770.0,650037200.0,438956320.0,336304500.0,366052350.0,532119000.0,223466320.0,257479870.0,757799360.0
2070.0,332891900.0,641853250.0,434917000.0,333144770.0,358071900.0,522451260.0,216199790.0,250309820.0,752524700.0
2071.0,325146370.0,630061250.0,426191800.0,328706050.0,354714460.0,520879840.0,203752860.0,245490800.0,765145100.0
2072.0,313291040.0,616990850.0,421613340.0,321329020.0,350548100.0,512371550.0,191658100.0,238401490.0,819966200.0
2073.0,316497570.0,611325200.0,411483940.0,313906300.0,345565000.0,505539900.0,184447600.0,232661020.0,746994560.0
2074.0,310531420.0,598881700.0,406807170.0,305766620.0,337079780.0,500020700.0,173780530.0,228705170.0,748263360.0
2075.0,305558560.0,586858900.0,415469470.0,299905600.0,332739970.0,496935580.0,161596750.0,223176460.0,860218500.0
2076.0,299256480.0,571597630.0,416170080.0,295454100.0,331703170.0,493042100.0,159967120.0,216248200.0,804081900.0
2077.0,294190500.0,557596700.0,402212700.0,287015520.0,325685120.0,485293760.0,152186620.0,213418880.0,789745500.0
2078.0,290556640.0,547540700.0,403245120.0,277358000.0,321734460.0,476702560.0,142183300.0,210273630.0,763465200.0
2079.0,286025470.0,543562430.0,399322530.0,270962600.0,319345950.0,474077800.0,144252350.0,205422620.0,766417860.0
2080.0,278959100.0,535169730.0,395857660.0,263941470.0,317765570.0,466777250.0,154685020.0,199752830.0,774671740.0
2081.0,273026430.0,527292480.0,392855780.0,260786110.0,317751970.0,460495300.0,144294990.0,189568860.0,759255700.0
2082.0,266212660.0,512537060.0,385437540.0,257840530.0,314751780.0,458751330.0,137992050.0,186526340.0,749600450.0
2083.0,257273180.0,502470820.0,382759600.0,254560480.0,310919170.0,449076640.0,131302560.0,184654320.0,739207700.0
2084.0,241280320.0,496325400.0,378844580.0,250961300.0,305399900.0,437150940.0,126535530.0,179562260.0,766893250.0
2085.0,223389520.0,490292030.0,374734800.0,246541060.0,314190750.0,436165700.0,128688310.0,171357180.0,734000300.0
2086.0,226573810.0,488491040.0,370254400.0,239681280.0,304262700.0,424550560.0,124817224.0,166348300.0,761300700.0
2087.0,212088860.0,481939840.0,363023700.0,235166900.0,300611260.0,410656000.0,121422584.0,162703250.0,750176450.0
2088.0,204010200.0,476316670.0,359202500.0,232746660.0,297336320.0,426396030.0,118038470.0,157103280.0,728855400.0
2089.0,194916290.0,468665020.0,355204900.0,230478900.0,295416500.0,406601920.0,112001544.0,153396690.0,721748500.0
2090.0,192672050.0,462500900.0,351429700.0,225353470.0,291599100.0,396654050.0,108410100.0,149800210.0,701838900.0
2091.0,187335660.0,457307100.0,347455300.0,217355460.0,288462270.0,390391520.0,109330440.0,146063040.0,697642800.0
2092.0,185631710.0,456501340.0,337864930.0,208238560.0,284210300.0,395275840.0,103490340.0,145017340.0,692609400.0
2093.0,180595620.0,456989300.0,338151520.0,203023740.0,282410460.0,383664540.0,100004430.0,141800770.0,691364300.0
2094.0,175970020.0,454617950.0,330980600.0,198071460.0,279299070.0,379764320.0,97776264.0,138969330.0,676857100.0
2095.0,174773230.0,445768000.0,326643070.0,193956380.0,279877920.0,376244130.0,98022480.0,138331550.0,672235400.0
2096.0,171753420.0,444302180.0,338116380.0,191796940.0,272921660.0,368613800.0,95225480.0,136793460.0,699601700.0
2097.0,169739550.0,439797300.0,327291550.0,187858640.0,264831760.0,370699460.0,92917240.0,134955340.0,665681100.0
2098.0,178730290.0,434755940.0,328234530.0,184093180.0,264521070.0,365139550.0,92282240.0,131325970.0,662879360.0
2099.0,173456540.0,431691300.0,326295420.0,192936050.0,269664930.0,360253630.0,91708090.0,127690870.0,653893200.0
2100.0,168499970.0,429521000.0,323676260.0,190928660.0,268823550.0,371648350.0,102199784.0,126970170.0,641785200.0
