time,CESM2-WACCM,ACCESS-ESM1-5,ACCESS-CM2,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR
2123.0,422682256900.0,484764450530.0,420280231640.0,505049442600.0,408604408720.0,442434299000.0
2124.0,420877722520.0,482270636540.0,418073370886.0,503903941710.0,407070717690.0,439463941100.0
2125.0,423338768340.0,480508634300.0,413899499520.0,498246122850.0,404445534024.0,435612956310.0
2126.0,418445069940.0,478265800480.0,411236200424.0,504558931570.0,401620442360.0,434454849200.0
2127.0,417197588310.0,479699387000.0,409656571650.0,506809797410.0,402234417764.0,436090136670.0
2128.0,416987274110.0,476764717640.0,406978587410.0,508766733660.0,396858127930.0,431332232020.0
2129.0,413570457040.0,476868814930.0,404994905764.0,508696016300.0,395692564706.0,431656566060.0
2130.0,409975752300.0,479580001690.0,403885189496.0,504434711660.0,395954081978.0,429199826420.0
2131.0,410029622990.0,474841333700.0,400111497700.0,508246066920.0,396788937988.0,428252720280.0
2132.0,409068926510.0,473837975820.0,399056838660.0,503609333590.0,394571064910.0,423261399130.0
2133.0,404480691320.0,472007702780.0,396619142248.0,505113646140.0,395546831350.0,422322502800.0
2134.0,401519640320.0,468274771550.0,395300131220.0,508639507800.0,392019033710.0,423419320420.0
2135.0,401982542760.0,472485070790.0,392802489000.0,508641951900.0,389450730668.0,426911764280.0
2136.0,399733847120.0,467876039820.0,391758416628.0,510421897650.0,388876384304.0,423199698960.0
2137.0,399869360100.0,466906596700.0,391277929714.0,501901037460.0,387878951970.0,423922069800.0
2138.0,398439424370.0,464342732210.0,390179984634.0,504940971610.0,389985074476.0,419228294880.0
2139.0,395663770810.0,466639934100.0,388282531140.0,512279883570.0,387534379920.0,416454889690.0
2140.0,393319772010.0,461476070840.0,385865725636.0,506469733660.0,383900085716.0,412712968500.0
2141.0,394176629460.0,461143462610.0,383212555854.0,506454088910.0,381972222988.0,411395741580.0
2142.0,391126482340.0,457815957530.0,383069128162.0,508980862190.0,380009519482.0,409494469430.0
2143.0,388010780790.0,458014810110.0,384581768480.0,511066061540.0,378850057378.0,409452144740.0
2144.0,385843674020.0,457174859070.0,379796266774.0,505316214100.0,375879014012.0,409811738090.0
2145.0,387865078810.0,459619192040.0,378316494740.0,508277963630.0,375204476764.0,406936501440.0
2146.0,386309775480.0,454838831010.0,375399740368.0,507797665900.0,376772187302.0,405629964140.0
2147.0,387311294340.0,454190158030.0,373644022194.0,517533086850.0,374539449276.0,403315991370.0
2148.0,381761201560.0,453142043590.0,371031060564.0,512400697470.0,375037783076.0,407177694480.0
2149.0,380945226170.0,454452261670.0,371880335996.0,509469917260.0,371938126574.0,415752714050.0
2150.0,378312868750.0,459862031920.0,368322534376.0,506471610840.0,377131610728.0,410799615290.0
2151.0,374036453770.0,459489912260.0,370882177672.0,504192284570.0,375471739922.0,408469005260.0
2152.0,374032351830.0,453556081780.0,369303849305.0,508613968060.0,373157179820.0,404117300320.0
2153.0,378174471650.0,453089944250.0,365150209086.0,503732839980.0,369978008722.0,403090598290.0
2154.0,372250327200.0,453811127890.0,363761894210.0,502276814600.0,369573458184.0,401350363580.0
2155.0,370063890540.0,449244328330.0,363481350245.0,513434972470.0,375406989320.0,398094425290.0
2156.0,377617029060.0,449953952620.0,361149344572.0,516419518170.0,373758850080.0,402131831720.0
2157.0,367813426980.0,449401417440.0,360780764557.0,514662036710.0,365764699846.0,397623455660.0
2158.0,364730886780.0,448262764330.0,361361629084.0,505162482140.0,367513957626.0,396155517410.0
2159.0,364941968030.0,446792396840.0,361306588119.0,509720127900.0,366193356318.0,394368557140.0
2160.0,363236243080.0,445731227330.0,355670131188.0,506379666760.0,362126433638.0,392971956740.0
2161.0,364029397640.0,447017191460.0,361619920428.0,513031750560.0,360909377346.0,391315653210.0
2162.0,361361361800.0,444966658530.0,354485024336.0,506341141910.0,362082522492.0,389419843790.0
2163.0,361606872810.0,456502548860.0,351949828338.0,511985915700.0,367029063682.0,390409861080.0
2164.0,358774263480.0,447988694310.0,351878142640.0,513931996400.0,369235460800.0,391172243140.0
2165.0,362662152960.0,446746658900.0,350617452347.0,511472260560.0,362767351398.0,388560143296.0
2166.0,356680465440.0,446922666010.0,348736447116.5,519161667460.0,362253081248.0,385953380790.0
2167.0,355006771950.0,442742975500.0,346343826444.0,511465184200.0,357910211155.0,385022168284.0
2168.0,354335312540.0,439450164220.0,346504987280.0,511049808420.0,361747765794.0,381055636630.0
2169.0,353256633980.0,444307355450.0,346386776815.0,505869638600.0,356138734836.0,381751514290.0
2170.0,351564785720.0,440590403220.0,343238874084.5,509374060270.0,362176031164.0,380694389840.0
2171.0,350505415540.0,436281403420.0,342067858335.0,517063853660.0,358567800120.0,383260773700.0
2172.0,347014132180.0,437692696610.0,340984896724.0,508877180100.0,358754704944.0,378573379730.0
2173.0,344225488280.0,438684778350.0,339719489089.0,515243002790.0,357876405913.0,376799379190.0
2174.0,344475934530.0,437409641440.0,345991395472.5,517904349600.0,356946673254.0,376714971800.0
2175.0,357513311090.0,434368077730.0,339568898866.2,510854657700.0,368241867768.0,377760069280.0
2176.0,345369986750.0,432187738620.0,337902346159.0,513891729020.0,362984288384.0,381260539320.0
2177.0,341060555750.0,437962202560.0,336284782772.5,511548659610.0,357788861638.0,378985649260.0
2178.0,346950014040.0,433211445050.0,339848858225.0,513817227940.0,354412672597.0,376364322030.0
2179.0,338750608420.0,434606689460.0,335153734310.5,516764618400.0,356815927360.0,385477230760.0
2180.0,377578030200.0,433123979690.0,336775390996.5,515216471140.0,358905279570.0,376146920400.0
2181.0,346407023750.0,431650251760.0,333041240736.2,518395704460.0,353575336002.0,372212429850.0
2182.0,340282599900.0,427844306680.0,331981755314.0,512490636920.0,352114074986.0,372548867170.0
2183.0,339848110220.0,429053491710.0,334053810769.5,514101626480.0,352119871356.0,373429886650.0
2184.0,338815568110.0,424838170050.0,329232396200.0,510079400090.0,349399480254.0,369659397230.0
2185.0,335539899800.0,423293382380.0,327902633308.0,514982912600.0,358372802622.0,371774729000.0
2186.0,332054526970.0,423386651990.0,328182989476.0,517277553350.0,351255762936.0,378399788210.0
2187.0,330756241380.0,422352118830.0,326223604564.0,512769348600.0,354729502733.0,378727130300.0
2188.0,343991991680.0,423568706990.0,326796103907.5,512833702710.0,351597324647.0,372195097810.0
2189.0,329472572430.0,421773091820.0,324760611659.5,507917336040.0,348729282377.0,367339684030.0
2190.0,340383061890.0,421297707440.0,327208434626.0,514212548840.0,347317278568.0,363609148940.0
2191.0,331034148400.0,422540348500.0,324517950367.5,513173380650.0,358268551276.0,364120756830.0
2192.0,340248953830.0,420623633850.0,321806370077.0,510226571100.0,358485958131.0,364878096450.0
2193.0,345085003460.0,420436857280.0,320985708416.2,508835579340.0,352880301283.0,367817113200.0
2194.0,335521804660.0,418775434280.0,322495126630.2,512773334100.0,351118965972.0,360049358340.0
2195.0,329312938500.0,417562898740.0,320596055483.2,513795584730.0,349822769920.0,368547712230.0
2196.0,327186216380.0,415184146070.0,318610542433.8,513390138540.0,349291102237.0,366818176620.0
2197.0,344008362900.0,415841422610.0,318930517727.4,514651666060.0,346393812336.0,361663814760.0
2198.0,325467712630.0,415841180460.0,314835402661.4,514280388640.0,347238647665.0,362399730280.0
2199.0,324076658630.0,413355774270.0,314506712159.8,509799406100.0,343543090859.0,357343746670.0
2200.0,331336495300.0,412234528520.0,312201035099.2,510434945210.0,343504616353.0,356947157134.0
2201.0,323936998350.0,415130805210.0,316718005415.2,516742613110.0,349194744998.0,360523813080.0
2202.0,319729535780.0,412034501100.0,310204709262.2,513697486140.0,348530052727.0,356748128760.0
2203.0,319820597990.0,409591898130.0,312372906523.2,515885248470.0,346160685930.0,355454919440.0
2204.0,318762732390.0,408975504920.0,309617812600.4,512416541900.0,344433296150.0,355190562090.0
2205.0,319562729870.0,408908988990.0,308020240466.0,511491358840.0,343299380220.0,358505807800.0
2206.0,319784699080.0,414627244610.0,308518825452.2,509823647640.0,340618787837.0,352493017180.0
2207.0,325126406270.0,415452759610.0,310524535459.6,510532545900.0,343173385334.0,351260910530.0
2208.0,325119992170.0,405396624170.0,305470786244.5,508968642900.0,341841234411.0,354306252330.0
2209.0,328538853950.0,403841944570.0,304286390026.0,515911635600.0,342298032713.0,351394366960.0
2210.0,320761893960.0,403605546700.0,306723875868.0,512095826350.0,343128250098.5,349729209380.0
2211.0,314837940580.0,401239819170.0,302601412992.0,508261939290.0,341297154280.0,352690325796.0
2212.0,313436477400.0,401699264530.0,302950125611.1,511974558680.0,339778794050.0,352687078840.0
2213.0,311728557160.0,401801443680.0,303737781627.0,519930803630.0,338834314019.0,349091791540.0
2214.0,313138862350.0,398615112700.0,301131275143.1,509250248020.0,338899378012.0,348613813900.0
2215.0,308968710860.0,399860236970.0,300507197527.0,510792540190.0,344139037006.0,347835031980.0
2216.0,328123223270.0,398368354460.0,299403847744.0,509106399400.0,335167865106.0,350817309168.0
2217.0,335668624730.0,397590736080.0,301325509620.0,508055744120.0,335878439907.0,351605005150.0
2218.0,326562872450.0,395452127360.0,297548840372.0,503306417350.0,338439626528.0,345582166130.0
2219.0,314267284220.0,396871184800.0,298161431439.5,509962164200.0,334161238245.0,354286577686.0
2220.0,311701970630.0,393679872020.0,302660560170.0,514909113900.0,336550419228.0,349940596708.0
2221.0,307710142020.0,396128315400.0,310724721071.0,510953682620.0,336428713818.0,354281058164.0
2222.0,305326798760.0,393573271190.0,300009564796.5,516180103400.0,337348798537.0,351970406290.0
2223.0,335877399270.0,398013539780.0,294483724185.0,509254829030.0,329812696213.5,350221876610.0
2224.0,305024482660.0,394124376740.0,294569423970.0,505348162840.0,330056361991.0,345881562012.0
2225.0,304518057360.0,391627214550.0,296306738780.0,508210502180.0,330006582852.0,341094653520.0
2226.0,303951519480.0,389403735980.0,293406915109.0,508483540900.0,328099158288.0,348572986140.0
2227.0,315872409680.0,389927374220.0,293090578934.0,505776774030.0,332198866352.0,343866272588.0
2228.0,303886158180.0,388726055570.0,292094184428.0,507636478850.0,333789127325.5,345134697780.0
2229.0,302167762920.0,388990261820.0,290722759938.0,506360364660.0,328690104690.0,342170783184.0
2230.0,299917119710.0,391724453250.0,291641229874.2,504454546360.0,331735381750.0,342367679630.0
2231.0,300047452160.0,387043903170.0,289901770397.8,509668079200.0,337622792839.0,346820609630.0
2232.0,298019551390.0,390363040800.0,292844029741.0,504192473120.0,330786345733.5,341365604766.0
2233.0,296561007220.0,388427414610.0,287616007337.0,506792091540.0,327477598638.0,353876176320.0
2234.0,301944776090.0,392088569310.0,288594837016.0,511097273760.0,325718323702.0,340559296090.0
2235.0,296687355790.0,388310603030.0,290898195629.2,509119381000.0,324791915199.5,339136509504.0
2236.0,300207364960.0,389341742040.0,290838817360.5,517286280700.0,329591013413.0,337404508590.0
2237.0,294174928830.0,388565753060.0,288477462315.8,514726044370.0,332490876486.0,335373220596.0
2238.0,296957203270.0,388291191080.0,286017377738.0,513245926590.0,332800246066.0,336790777196.0
2239.0,308704068010.0,384694508390.0,287714257536.2,520492859420.0,332750921277.0,337589081390.0
2240.0,306864501430.0,389234263770.0,283564378466.8,529731922400.0,325715211272.5,333881539104.0
2241.0,296602404900.0,385593357020.0,284423010399.8,523789044090.0,327238275727.0,334613863450.0
2242.0,299853669590.0,382767279080.0,284645390477.2,515934813700.0,326117691986.0,333446600840.0
2243.0,318711980740.0,380373047250.0,282916740236.0,513867205300.0,324917406991.0,336188885450.0
2244.0,296592201670.0,384246378870.0,280471855784.2,514283821570.0,325890018952.5,335284637530.0
2245.0,297380532110.0,383247551490.0,282077807183.8,510491927200.0,328227860780.0,335701945550.0
2246.0,291797303860.0,378977073220.0,283957646770.2,508596984800.0,324701897610.0,334682170310.0
2247.0,287877371070.0,379702394360.0,279885468906.5,511898966650.0,325850405214.5,338134183030.0
2248.0,287587998240.0,378565309800.0,279726761930.0,510077108900.0,327958720198.0,335684730640.0
2249.0,288662575010.0,381217404220.0,280826800863.0,508540876070.0,332518750984.5,337572842560.0
2250.0,328479625590.0,378309237700.0,280860944560.0,512553226800.0,328124022791.0,338909769430.0
2251.0,298794844290.0,378086330010.0,280854776967.0,509783217800.0,328267631966.0,333819939630.0
2252.0,299307463350.0,375891448780.0,278256932846.0,530519612950.0,323815358694.0,333155407020.0
2253.0,299554819960.0,374847405840.0,278004688770.5,518716778470.0,322170264405.0,332068598470.0
2254.0,291951063020.0,375674141270.0,277035090938.5,514636122030.0,322167878352.5,332611605140.0
2255.0,298718160880.0,375071291610.0,276719448951.5,511430007100.0,322529258750.0,334561665810.0
2256.0,325792162890.0,374716857610.0,273725171503.2,509660034240.0,318672670140.0,331860457864.0
2257.0,299468149580.0,373831617780.0,277519403939.0,519937397110.0,323656965192.0,333339265400.0
2258.0,298324368840.0,372238455120.0,276655279163.8,517490746660.0,324570035304.0,332563733644.0
2259.0,290867426130.0,372137957580.0,282340152783.2,520051037380.0,323880408676.0,328395710210.0
2260.0,287913064300.0,371511888100.0,277921259425.2,515984697980.0,322811289550.0,329758818960.0
2261.0,313095433750.0,373209908310.0,290059101037.8,510639037900.0,319960825988.0,332185624010.0
2262.0,292603792660.0,374248564970.0,279354895437.0,508560465200.0,321770455766.0,333517458172.0
2263.0,288518874620.0,371071653020.0,276644898687.2,506064193700.0,318440764901.0,343906824382.0
2264.0,287001747760.0,370316001070.0,272928317155.0,507676706430.0,322290017447.0,332174264450.0
2265.0,297301052840.0,369269738930.0,272504586039.5,508316567940.0,323013553300.0,328427848740.0
2266.0,285139329550.0,370048196350.0,271439008773.8,508777487280.0,322584091328.0,325598152060.0
2267.0,282255063900.0,369324188130.0,269026671470.5,510284083680.0,320765778154.0,333142501324.0
2268.0,281046356150.0,375610550080.0,269749075605.5,511968891770.0,318472882739.5,336205755610.0
2269.0,284418255060.0,369919982600.0,267339115473.0,511267305150.0,320839157700.0,333322988766.0
2270.0,287027449970.0,369133105420.0,266364617540.2,510263126480.0,318806437672.5,333913511290.0
2271.0,281835717780.0,368550295070.0,268670065243.5,508224885850.0,325948494035.0,334677786960.0
2272.0,296039692840.0,366805964680.0,269420532438.0,508170887580.0,323801735400.0,332251392030.0
2273.0,292725800340.0,366136738290.0,267025906151.8,516015109320.0,323992488563.0,335273480300.0
2274.0,277341127990.0,368003660050.0,273382968339.2,507144347060.0,321159379295.0,328557711740.0
2275.0,282739014200.0,363585559100.0,264178509423.5,511553786670.0,331591813890.0,325744335390.0
2276.0,276819338660.0,366271384100.0,269914913094.2,513403217340.0,332201830011.0,325686467186.0
2277.0,276906010470.0,366924415580.0,268873987562.8,511757925670.0,321237393503.5,330249857896.0
2278.0,277755784320.0,365583041140.0,264055803907.8,508667030340.0,321838492125.5,324967280020.0
2279.0,277573057360.0,368834120630.0,265250143465.0,516500568900.0,320570800021.0,328579451184.0
2280.0,277853876310.0,365012703740.0,262167527003.2,514017594400.0,322016655387.0,325216758950.0
2281.0,278021721410.0,361400816090.0,262247525673.8,512240435260.0,318775671325.5,327400248536.0
2282.0,274124978270.0,365652510290.0,261178741753.5,513347556260.0,325418846207.5,329787418830.0
2283.0,274045636660.0,364288202650.0,262795402460.0,512221613500.0,316576329223.5,329540437430.0
2284.0,282863177650.0,363958845390.0,264378214819.5,511732946300.0,313253168001.5,330253327380.0
2285.0,279456444650.0,360968022840.0,261217028750.8,516739599710.0,312546806355.5,328818964080.0
2286.0,273084807130.0,361302448280.0,259360287535.5,515871347600.0,317894128966.0,332156602752.0
2287.0,278189582120.0,360940834910.0,259025910087.2,515245155460.0,315431578423.0,326972773064.0
2288.0,271593313750.0,361735583030.0,258672107170.8,517807167270.0,313614747387.5,320237570450.0
2289.0,277435596400.0,360449793210.0,258111702192.2,515314638530.0,317397279609.0,323069221480.0
2290.0,278837758950.0,361408793990.0,256929430704.2,511772481640.0,317215002349.0,321059094900.0
2291.0,278195303600.0,358539728520.0,255672545846.0,523865931660.0,312834672945.0,318902371440.0
2292.0,277079956440.0,359332162460.0,256404045904.5,515629774630.0,316016307382.0,330631295070.0
2293.0,275880671670.0,359599521080.0,254429021262.0,520649247990.0,312251279150.0,324360195230.0
2294.0,271134597270.0,359967469480.0,255913028524.8,518972819910.0,313063420022.0,323461727270.0
