time,ACCESS-ESM1-5,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2287.0,6243473354.08,3654741799.804,2924951875.5820003,18109699380.656998,12357843663.765997,8820040956.744999
2288.0,6055517493.15,3534179677.3780003,2906641714.712,17897153641.955,12527922632.216,8867667053.81
2289.0,5970076498.084,3555184090.4819994,2895731214.352,19549763805.597,12477188747.985996,8925507578.34
2290.0,6039956605.98,3470838468.957,2868658614.262,19028665448.531998,12452374730.326,8843918796.832
2291.0,5866509446.6,3480168281.76,2865639541.7020006,18388833547.342,12407002222.046,8769349264.279999
2292.0,5843390246.45,3441061083.46,2856035613.0530005,17484222416.171997,12372803430.496,8840692142.02
2293.0,5816242133.23,3384425471.4449997,2910023456.552,17339608117.428,12323869889.555998,8782667387.62
2294.0,5788280262.719999,3760473588.286,2884075403.542,17377788883.082,12275013921.026001,8725517181.842
2295.0,5761330419.17,3411184096.2320004,2870857813.2180004,19283768908.362,12251054173.436,8700189632.7
2296.0,5781272779.43,3388865758.2580004,2863530654.518,17401059432.152,12186264914.036,8643550928.48
2297.0,5838706893.440001,3368731939.295,2862181840.3719997,17156428708.912,12125029093.856,8628132411.66
2298.0,5709212972.45,3358730710.328,2837283460.888,17021690164.117,12082729002.036,8598250961.59
2299.0,5882851118.549999,3338410357.5559998,2825461561.077,17611688129.755997,12050732009.476002,8596900428.11
2300.0,5687587349.144,3324885199.381,2826363075.675,16973294466.022,12058143667.816,8661759317.81
