time,UKESM1-0-LL,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0
2037.0,1455694800.0,1980114800.0,1860806100.0,2032082700.0,1680736100.0
2038.0,1373756800.0,1906316300.0,1810146800.0,1940248300.0,1612637200.0
2039.0,1286527500.0,1878615000.0,1757230800.0,1892733600.0,1573716500.0
2040.0,1204390900.0,1876174000.0,1717908700.0,1847359500.0,1506200400.0
2041.0,1196143100.0,1828330900.0,1766237200.0,1791058400.0,1492956300.0
2042.0,1071639800.0,1758725900.0,1661134200.0,1742174200.0,1434411900.0
2043.0,1021198600.0,1762768900.0,1626452100.0,1736292400.0,1369958400.0
2044.0,949000800.0,1759364900.0,1553270700.0,1825286100.0,1319204600.0
2045.0,884177800.0,1711409200.0,1536412900.0,1740133500.0,1275189900.0
2046.0,824527900.0,1676987800.0,1440570000.0,1640480300.0,1211366000.0
2047.0,773755100.0,1639622100.0,1430915500.0,1621254800.0,1209253100.0
2048.0,727707140.0,1582067700.0,1340957000.0,1544034200.0,1224865000.0
2049.0,684098300.0,1578797000.0,1270287400.0,1537442600.0,1186969100.0
2050.0,675612000.0,1527668100.0,1256656100.0,1580535700.0,1101292500.0
2051.0,614420160.0,1474891800.0,1224113900.0,1504884500.0,1035207100.0
2052.0,571055500.0,1452145300.0,1129593900.0,1435727000.0,1034327940.0
2053.0,530470800.0,1643090400.0,1169550000.0,1445943400.0,958848200.0
2054.0,526184640.0,1459342800.0,1047176770.0,1430889500.0,912873500.0
2055.0,481359360.0,1369529200.0,1051036350.0,1433238100.0,892040770.0
2056.0,477174430.0,1340222600.0,962649100.0,1535676300.0,854583100.0
2057.0,421269400.0,1306487700.0,941153860.0,1345343100.0,888996740.0
2058.0,396999800.0,1260619000.0,893381060.0,1573619200.0,810741400.0
2059.0,389498200.0,1209297900.0,864817100.0,1323375400.0,786876200.0
2060.0,350239000.0,1208632000.0,879139140.0,1261769700.0,740114100.0
2061.0,332219970.0,1158420600.0,820941900.0,1214723300.0,709105660.0
2062.0,307308400.0,1155760600.0,781910700.0,1182233100.0,692278100.0
2063.0,301410050.0,1207447400.0,756758900.0,1169110900.0,645158200.0
2064.0,330466050.0,1161819000.0,710055200.0,1133025300.0,638464900.0
2065.0,353223230.0,1132771200.0,679289100.0,1220661400.0,649032770.0
2066.0,311601200.0,1254718500.0,675533100.0,1204866000.0,592504400.0
2067.0,258170750.0,1246900900.0,639810050.0,1171517600.0,571030000.0
2068.0,251107490.0,1058462500.0,680580000.0,1070889860.0,571049300.0
2069.0,243580350.0,1048365300.0,686154500.0,1206981100.0,534204770.0
2070.0,236418500.0,1189488100.0,635498800.0,1078744200.0,542978600.0
2071.0,225070050.0,1019576450.0,593821300.0,1039452100.0,511378200.0
2072.0,216594750.0,1020468350.0,570628860.0,1010824700.0,524132320.0
2073.0,212833120.0,1070330800.0,539819900.0,1145184100.0,631110600.0
2074.0,207300060.0,1001447100.0,501818400.0,1108819200.0,545168000.0
2075.0,196190190.0,946838100.0,491680060.0,1024026400.0,628833800.0
2076.0,190376690.0,1169231700.0,513664670.0,1003381760.0,524287360.0
2077.0,184191410.0,942920450.0,542027200.0,1041925600.0,504367400.0
2078.0,176167070.0,939661500.0,489822940.0,1046928700.0,472794100.0
2079.0,203379410.0,951202050.0,470475680.0,1082743200.0,496215650.0
2080.0,205876720.0,877323140.0,449643870.0,1075455700.0,449188000.0
2081.0,165876860.0,929121200.0,434816000.0,1019979300.0,432565060.0
2082.0,160908540.0,1008782700.0,422626940.0,1027743600.0,477953900.0
2083.0,159862340.0,895396160.0,409277900.0,1025497700.0,541948800.0
2084.0,154478600.0,965919700.0,404025700.0,941786560.0,448761820.0
2085.0,154773800.0,840986560.0,387894240.0,902906300.0,410038530.0
2086.0,152741180.0,916019840.0,394581700.0,879108900.0,446778370.0
2087.0,152249730.0,1027421440.0,371452830.0,1056967500.0,509236000.0
2088.0,147826750.0,1054661200.0,374582050.0,975499100.0,439484450.0
2089.0,191440690.0,826268800.0,378998900.0,860693570.0,430509220.0
2090.0,143038930.0,803297600.0,347430500.0,833498500.0,460794400.0
2091.0,141678740.0,898157800.0,341412500.0,873902300.0,408271840.0
2092.0,138167940.0,834375040.0,334512220.0,884706200.0,436835900.0
2093.0,136963400.0,796145900.0,333828930.0,862810800.0,379872320.0
2094.0,143052700.0,852567900.0,327703070.0,822832000.0,508178370.0
2095.0,136912780.0,832057540.0,403086270.0,824320700.0,558944000.0
2096.0,135539170.0,777873100.0,457097630.0,792051100.0,588199550.0
2097.0,133569700.0,851455800.0,444617100.0,826125200.0,739428900.0
2098.0,145153950.0,723419200.0,376657250.0,770133760.0,704862900.0
2099.0,133648030.0,910746750.0,346421400.0,810284740.0,595089100.0
2100.0,130961400.0,778740700.0,313701280.0,775003800.0,515706020.0
