time,MPI-ESM-LR,GISS-E2-R,CANESM2,IPSL-CM5A-LR,CCSM4,CESM1-CAM5,GFDL-CM3,CNRM-CM5,NORESM1-M,GFDL-ESM2G,CSIRO-MK3-6-0
2012.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0
2013.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0
2014.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0
2015.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0
2016.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0
2017.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0
2018.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0
2019.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0
2020.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0
2021.0,1915750700.0,1912167000.0,1898435200.0,1909033600.0,1891553900.0,1921301800.0,1904922100.0,1925840800.0,1920763600.0,1920781200.0,1902567300.0
2022.0,1959500000.0,1884330000.0,1862285600.0,1877102500.0,1894256900.0,1866624900.0,1869759000.0,1880593300.0,1902512500.0,1902772500.0,1877448000.0
2023.0,1873356400.0,1847957400.0,1829473300.0,1848080800.0,1847464600.0,1849639700.0,1830878600.0,1858227600.0,1867046100.0,1871205200.0,1837521000.0
2024.0,1886377300.0,1807433200.0,1818798100.0,1795376500.0,1808427500.0,1825026300.0,1776553700.0,1872621300.0,1831422700.0,1930757200.0,1823409000.0
2025.0,1909018500.0,1748036400.0,1778543200.0,1771742500.0,1771313900.0,1785694000.0,1715642800.0,1847106000.0,1789360400.0,1850882400.0,1784895700.0
2026.0,1897420300.0,1722786800.0,1725205100.0,1775446900.0,1739116800.0,1740250000.0,1661584300.0,1798152800.0,1742565800.0,1804663700.0,1752034400.0
2027.0,2040829400.0,1680759400.0,1745521400.0,1730650900.0,1697025700.0,1738683400.0,1592342400.0,1731790800.0,1692159000.0,1763318700.0,1672484200.0
2028.0,1889469400.0,1699009400.0,1672751000.0,1695761700.0,1665746600.0,1648556400.0,1530102700.0,1681225500.0,1789218800.0,1722645200.0,1621649400.0
2029.0,1825789800.0,1618867000.0,1627624300.0,1687241900.0,1630505100.0,1592146400.0,1435990700.0,1774089700.0,1647136600.0,1698586900.0,1947163000.0
2030.0,1785489700.0,1535829100.0,1583838600.0,1616838800.0,1594292100.0,1661056800.0,1344789100.0,1636254200.0,1600374000.0,1669783400.0,1565153300.0
2031.0,1746411800.0,1471106300.0,1515108200.0,1563499100.0,1554405600.0,1535130900.0,1315748900.0,1588568300.0,1550491800.0,1640736900.0,1521064200.0
2032.0,1688270000.0,1534769000.0,1469855500.0,1536942100.0,1518131300.0,1478674300.0,1245186000.0,1547227900.0,1498465900.0,1597179100.0,1499782900.0
2033.0,1665257100.0,1430860700.0,1423723400.0,1475214800.0,1473010800.0,1409567000.0,1183158800.0,1511649700.0,1458040700.0,1560133100.0,1448785400.0
2034.0,1635360900.0,1373879200.0,1361923100.0,1456624400.0,1413953300.0,1381079800.0,1162182000.0,1469532300.0,1412201600.0,1517515100.0,1412358300.0
2035.0,1588452700.0,1339673300.0,1326465800.0,1391636000.0,1390571500.0,1332698400.0,1062875300.0,1437151500.0,1376521000.0,1470867600.0,1333875800.0
2036.0,1590169600.0,1307418400.0,1300704100.0,1340095900.0,1433210200.0,1292625500.0,988345200.0,1463711700.0,1361194100.0,1430922100.0,1317536000.0
2037.0,1564680100.0,1283430300.0,1231248100.0,1287387000.0,1334752800.0,1367057200.0,941789500.0,1402375700.0,1341736300.0,1381775000.0,1335203300.0
2038.0,1522015700.0,1242580900.0,1211905000.0,1235224200.0,1334531800.0,1229667500.0,867433200.0,1341957900.0,1283654700.0,1367582600.0,1256509200.0
2039.0,1493918200.0,1200409000.0,1174820400.0,1194844700.0,1290277600.0,1191837700.0,830947140.0,1347941600.0,1244664700.0,1348627200.0,1216115600.0
2040.0,1447140000.0,1168234900.0,1113768800.0,1180701200.0,1235979900.0,1173392900.0,802262300.0,1266982800.0,1210249600.0,1350008200.0,1200790100.0
2041.0,1454465400.0,1143088100.0,1092622200.0,1163696300.0,1209356800.0,1134603600.0,745051400.0,1237498600.0,1154594600.0,1299474400.0,1184727300.0
2042.0,1434181600.0,1194603600.0,1029780600.0,1115092500.0,1180037200.0,1115669500.0,709161340.0,1199450900.0,1106991200.0,1285736000.0,1139184000.0
2043.0,1378528500.0,1154970600.0,980941400.0,1083143200.0,1160489000.0,1105869600.0,648280500.0,1159145000.0,1085388300.0,1290482000.0,1075857200.0
2044.0,1343645700.0,1125107600.0,927393860.0,1053147460.0,1133558300.0,1059659650.0,595078460.0,1133787500.0,1075198300.0,1293508900.0,1027687230.0
2045.0,1322257000.0,1122800500.0,914533100.0,1008626050.0,1095193600.0,1020951200.0,561538100.0,1122279800.0,1019791040.0,1216328400.0,1037035140.0
2046.0,1309521400.0,1179019400.0,882109440.0,990414340.0,1064136600.0,1026304640.0,559686660.0,1092093800.0,990203840.0,1214944600.0,1067460540.0
2047.0,1279219200.0,1067481100.0,851378240.0,940304260.0,1030100400.0,957544400.0,530905000.0,1063655300.0,958328300.0,1184355100.0,1010517060.0
2048.0,1268171300.0,1038980400.0,829680700.0,896865340.0,1001294660.0,929839940.0,513864740.0,1036681340.0,927383900.0,1188781200.0,964522700.0
2049.0,1218692900.0,1019262340.0,805394370.0,855502500.0,984785900.0,894475200.0,497249060.0,1008132500.0,896324350.0,1137595600.0,942793340.0
2050.0,1196184800.0,1009688200.0,759668300.0,914342900.0,962263550.0,849602600.0,451324300.0,1007402100.0,882588700.0,1112968100.0,894901440.0
2051.0,1149985400.0,973250100.0,723438900.0,827346800.0,932206500.0,820345600.0,416873200.0,999043460.0,880407550.0,1092445300.0,911542500.0
2052.0,1164980000.0,927143700.0,712027840.0,790925630.0,931685760.0,903662200.0,402299520.0,963622400.0,819057400.0,1075599000.0,834940400.0
2053.0,1361461800.0,897362370.0,683778750.0,761383040.0,906091400.0,818279360.0,369177120.0,946181250.0,809476900.0,1051495500.0,809164400.0
2054.0,1401838700.0,868360100.0,668555650.0,740682940.0,859263000.0,787370050.0,344099700.0,923816800.0,782502460.0,1028643700.0,787321150.0
2055.0,1228161800.0,854769400.0,638300900.0,711428160.0,848493950.0,767689000.0,336968200.0,901765600.0,756047300.0,1003494660.0,748402900.0
2056.0,1104334000.0,828907500.0,653277500.0,745405900.0,811107650.0,754872260.0,315893340.0,872876860.0,715151600.0,982494600.0,707793300.0
2057.0,1137265300.0,815107260.0,610039940.0,680424300.0,791575300.0,730423600.0,303955650.0,864197000.0,723471040.0,1016239100.0,689530400.0
2058.0,1064632640.0,797606300.0,591252700.0,649618750.0,757807100.0,704946900.0,289471100.0,832899200.0,680868350.0,960254500.0,665642800.0
2059.0,1029516400.0,805342600.0,560933700.0,676301100.0,703627970.0,695253400.0,281888670.0,839445100.0,664315400.0,1013711000.0,656406100.0
2060.0,1021146430.0,795802000.0,540648770.0,620591040.0,691647700.0,665330050.0,259765340.0,796057400.0,640917200.0,960772100.0,629384260.0
2061.0,996493250.0,773203260.0,520701820.0,591300400.0,670923400.0,653536830.0,234839730.0,777295000.0,710430850.0,936930940.0,607522500.0
2062.0,978793860.0,780774850.0,511898430.0,633719900.0,656647000.0,631904800.0,226151550.0,754602560.0,618549400.0,929854100.0,574632400.0
2063.0,943624450.0,757578560.0,495373900.0,564277400.0,651835600.0,607237250.0,213748700.0,737846460.0,597627200.0,914444800.0,535902940.0
2064.0,924468860.0,811923260.0,479798270.0,534773860.0,626224300.0,595231800.0,197669680.0,721906500.0,585850800.0,896248640.0,501457760.0
2065.0,1002218750.0,763594560.0,470579400.0,513597540.0,599650100.0,580735040.0,189249970.0,689902400.0,572895170.0,1093465900.0,473792320.0
2066.0,901909250.0,733911700.0,460127040.0,498236450.0,585441700.0,561559300.0,212736830.0,676979100.0,545165000.0,881095100.0,440045150.0
2067.0,1397514600.0,719609100.0,438956380.0,496115700.0,566491140.0,544727400.0,183126020.0,658187400.0,533420930.0,1107631400.0,420984640.0
2068.0,918583600.0,760861700.0,439701100.0,477586980.0,643752060.0,524551650.0,179924910.0,638520600.0,520127700.0,882736100.0,401486100.0
2069.0,1016666400.0,700274700.0,424253700.0,505602940.0,533296480.0,504478270.0,170354770.0,618787600.0,495849060.0,911083650.0,396184900.0
2070.0,873780200.0,677416100.0,418626940.0,457539700.0,515437860.0,481333470.0,146038830.0,616463400.0,486144540.0,845242000.0,366727100.0
2071.0,870193100.0,643642500.0,408725200.0,454629700.0,499266940.0,468541950.0,144930020.0,601313860.0,471142370.0,828083840.0,344989950.0
2072.0,846259460.0,625573300.0,404297500.0,435320100.0,479619870.0,451142560.0,133511390.0,577403000.0,463811600.0,822430660.0,333087140.0
2073.0,837009000.0,615646000.0,396566700.0,420970700.0,460031260.0,441247700.0,129798370.0,555590800.0,452954140.0,813763500.0,318032400.0
2074.0,833071100.0,598956160.0,383611970.0,410436160.0,455272700.0,431434430.0,127326824.0,547702100.0,441151700.0,806631500.0,298804320.0
2075.0,810405900.0,590418940.0,377867680.0,401806300.0,442285700.0,415256860.0,125871280.0,540049200.0,437441100.0,792215200.0,288928160.0
2076.0,817842800.0,572259400.0,361286660.0,391197470.0,431052500.0,402177200.0,112348670.0,516150560.0,425980800.0,788202600.0,314344300.0
2077.0,911292160.0,561891840.0,356725300.0,382130980.0,425889180.0,395840960.0,141278720.0,509283620.0,423281200.0,879453400.0,307414050.0
2078.0,792074600.0,554889340.0,353517730.0,377083000.0,422875620.0,395732580.0,108423576.0,509212580.0,417854530.0,806608640.0,286680900.0
2079.0,778648260.0,829351800.0,341960200.0,374093020.0,412191900.0,365073060.0,102239976.0,527461980.0,425321820.0,941288500.0,261943790.0
2080.0,1001803100.0,572290500.0,329016260.0,378356960.0,400153570.0,396849500.0,100085410.0,481292960.0,405912130.0,783186240.0,260642670.0
2081.0,766130300.0,539161100.0,323074430.0,368186080.0,446371330.0,349075700.0,92642940.0,476726720.0,396975870.0,769617900.0,249970180.0
2082.0,743723140.0,523422620.0,315032640.0,356407900.0,398940480.0,375385250.0,83019416.0,457352400.0,390890340.0,763215800.0,232920900.0
2083.0,732903200.0,518766500.0,305135680.0,347970620.0,390520860.0,405005340.0,131728260.0,538848960.0,385107500.0,750388400.0,224029100.0
2084.0,725409660.0,513404740.0,297442000.0,344976900.0,426701280.0,345388030.0,85721130.0,463816220.0,380069280.0,747665600.0,238512830.0
2085.0,725782000.0,498727000.0,304692220.0,336560320.0,385683800.0,326785200.0,81873390.0,445941300.0,372803200.0,750761500.0,212834850.0
2086.0,712498200.0,489405250.0,291203870.0,330942080.0,376235300.0,525427360.0,80284510.0,442413980.0,370661000.0,793224060.0,200041470.0
2087.0,696929540.0,599607040.0,283230200.0,321378100.0,367666530.0,341042200.0,78443810.0,429543140.0,367257600.0,728320260.0,188799090.0
2088.0,695887200.0,518168480.0,276502140.0,315517060.0,364355260.0,324548830.0,76438280.0,419447940.0,356421660.0,722256400.0,184314620.0
2089.0,674848400.0,487430430.0,276474340.0,310551500.0,364006660.0,307601730.0,76301480.0,412342050.0,351523230.0,725338750.0,180779680.0
2090.0,662556300.0,548511550.0,288266880.0,303221920.0,359362720.0,329086530.0,75939620.0,408320060.0,348044100.0,853338900.0,168709060.0
2091.0,648091800.0,471723740.0,312998340.0,684079600.0,361201250.0,290477000.0,75047064.0,403431580.0,376236030.0,799524030.0,161450510.0
2092.0,629744900.0,466958370.0,265486030.0,346003870.0,351393300.0,283153400.0,75170760.0,436296060.0,346416260.0,704872100.0,273911420.0
2093.0,610342400.0,454409920.0,245403630.0,306080450.0,351583680.0,284713250.0,77290744.0,396781220.0,328044900.0,697146100.0,170598540.0
2094.0,600540740.0,447549660.0,248876500.0,294053920.0,349589820.0,292823550.0,73314820.0,387711140.0,322352320.0,695982300.0,229218420.0
2095.0,589306240.0,444613760.0,239076580.0,290599740.0,350236450.0,280900200.0,83515176.0,378650780.0,319433820.0,734962240.0,166571920.0
2096.0,589923200.0,447177760.0,227212980.0,282985500.0,341296830.0,270083040.0,81762850.0,374539900.0,316193950.0,743364600.0,153260930.0
2097.0,570896100.0,444896030.0,223049470.0,274971170.0,329820930.0,264225810.0,80778310.0,367988860.0,309103680.0,860756400.0,150515550.0
2098.0,556940350.0,438368450.0,217812000.0,333256500.0,324410020.0,258698540.0,74446810.0,391253120.0,306006050.0,753468800.0,147751570.0
2099.0,556220600.0,433035100.0,216262060.0,273007040.0,378604380.0,255729090.0,71865630.0,364585500.0,331210620.0,698144800.0,142179020.0
2100.0,524997280.0,464828300.0,226545500.0,264212080.0,318256540.0,250063200.0,71348480.0,362829300.0,301558530.0,935731100.0,135842220.0
