time,GFDL-ESM4,MRI-ESM2-0,CESM2-WACCM,INM-CM5-0,EC-EARTH3,EC-EARTH3-VEG,NORESM2-MM,INM-CM4-8,FGOALS-F3-L,CMCC-CM2-SR5,BCC-CSM2-MR,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2
2076.0,792534700.0,747311940.0,486785400.0,666653000.0,581926100.0,572397950.0,613002750.0,652725700.0,423676670.0,445390700.0,563848900.0,492643170.0,591817500.0,416381400.0
2077.0,792464960.0,741233100.0,477725150.0,653398850.0,588407400.0,572715200.0,598220000.0,644346100.0,416959200.0,436949950.0,564503600.0,475286340.0,589618300.0,407369120.0
2078.0,787660600.0,724616960.0,469678980.0,648351800.0,569175600.0,564604400.0,588437950.0,635718850.0,410388300.0,431238050.0,558152500.0,470307040.0,588524350.0,401832640.0
2079.0,775343940.0,714979260.0,466259800.0,641955400.0,562586200.0,558776300.0,589138240.0,636107970.0,404285570.0,424078340.0,554270700.0,465713470.0,581532860.0,395211140.0
2080.0,779600300.0,708937200.0,461084160.0,635261250.0,555356740.0,552561400.0,572730700.0,627294340.0,396296540.0,423012830.0,550051650.0,458015940.0,577318850.0,389420700.0
2081.0,772145150.0,699823400.0,467215420.0,623000960.0,574353000.0,543506050.0,561935170.0,624427460.0,386239580.0,422275940.0,543116540.0,488184420.0,574638400.0,382353600.0
2082.0,762593660.0,690258940.0,455279600.0,617117250.0,550808900.0,530664420.0,553593900.0,620705150.0,381905060.0,415640860.0,540074900.0,461379460.0,581626300.0,380145020.0
2083.0,755199200.0,678079550.0,452631260.0,609133250.0,540913300.0,520781600.0,545498750.0,621285300.0,452817660.0,434055330.0,534629900.0,453734400.0,623569150.0,376715500.0
2084.0,745257400.0,662197250.0,446858050.0,611555900.0,534937250.0,510689280.0,537826500.0,609468160.0,382581060.0,416625440.0,533033540.0,446565500.0,598588700.0,372232930.0
2085.0,731707140.0,671938700.0,444841660.0,597519400.0,530498620.0,508112830.0,531108770.0,608913860.0,376172380.0,409052300.0,525420930.0,441485630.0,650335100.0,368054560.0
2086.0,718192300.0,660065660.0,438906880.0,591989800.0,521342980.0,498227360.0,527126980.0,602394750.0,372253570.0,404261630.0,528793660.0,437164380.0,585325000.0,362436800.0
2087.0,706777860.0,645545400.0,469206340.0,583441700.0,521700860.0,488584700.0,555605060.0,603607000.0,370473630.0,403093540.0,520777340.0,430017760.0,581036350.0,358062800.0
2088.0,692397100.0,639562900.0,433448200.0,578312800.0,510548100.0,490811140.0,524976960.0,596482050.0,361122800.0,400993100.0,517760900.0,426150600.0,583904260.0,353234880.0
2089.0,682621800.0,629406500.0,427415170.0,573572200.0,502920480.0,482560800.0,517065380.0,636701400.0,355820200.0,400457020.0,516944420.0,421146980.0,581641600.0,348193600.0
2090.0,671025600.0,621199360.0,425092000.0,569011900.0,496508540.0,472612500.0,517916600.0,596146600.0,352615780.0,397137120.0,510752860.0,419481860.0,584389440.0,342729200.0
2091.0,661227100.0,607333100.0,424449180.0,589404200.0,489933820.0,466511900.0,507119800.0,600942660.0,355014800.0,405966080.0,635539260.0,416090080.0,577786800.0,337701280.0
2092.0,647035840.0,598364900.0,419661250.0,614717630.0,488431550.0,504480830.0,507013500.0,589905000.0,348719300.0,392068540.0,543142300.0,412536900.0,579325630.0,333598560.0
2093.0,635871500.0,591351900.0,413864160.0,579703100.0,482228200.0,465864300.0,500442880.0,586791000.0,343635140.0,388589920.0,510149860.0,408551260.0,574504060.0,328584350.0
2094.0,623366100.0,582752260.0,410509020.0,610106560.0,485394270.0,458798620.0,495858400.0,583659000.0,339071800.0,384199740.0,503493220.0,405075800.0,575938370.0,324667940.0
2095.0,609344200.0,575566460.0,406036960.0,566078140.0,471002080.0,560506560.0,510941340.0,579685060.0,338004900.0,390454660.0,502835100.0,401995800.0,812575740.0,324463170.0
2096.0,603859460.0,561432000.0,401073000.0,584562500.0,465209860.0,471078140.0,490882780.0,580340160.0,335695360.0,377625250.0,502351870.0,400652540.0,596217150.0,319355650.0
2097.0,583614660.0,584618000.0,394153660.0,580964860.0,460416450.0,456745300.0,486822300.0,575029200.0,334961700.0,374740220.0,502020200.0,399065800.0,581516800.0,311422370.0
2098.0,572694700.0,555248900.0,388368900.0,577923900.0,455099260.0,478298560.0,483646000.0,574241660.0,333198460.0,371923780.0,526673540.0,410962940.0,580589760.0,309418880.0
2099.0,564277570.0,547545200.0,381112700.0,598039500.0,452520320.0,449164480.0,481484480.0,568698300.0,329074940.0,370316130.0,518917820.0,404103700.0,573944060.0,303526400.0
2100.0,568326100.0,540495940.0,378953470.0,566648770.0,445065600.0,443651520.0,473773120.0,566500000.0,328936300.0,366833600.0,502727140.0,403852500.0,576203460.0,299973920.0
