time,ACCESS-ESM1-5,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,ACCESS-CM2,CESM2-WACCM
2039.0,10686217000.0,10623537000.0,10273731000.0,10799078000.0,10739524000.0,10799611000.0
2040.0,10482873000.0,10445594000.0,9950075000.0,10528595000.0,10531406000.0,10589017000.0
2041.0,10217090000.0,10170123000.0,9665677000.0,10273724000.0,10317690000.0,10386375000.0
2042.0,10048803000.0,10014538000.0,9377186000.0,10013969000.0,10207763000.0,10314515000.0
2043.0,9785092000.0,9744498000.0,9388549000.0,9721341000.0,9952541000.0,9997322000.0
2044.0,9591627000.0,9709280000.0,9100328000.0,9488686000.0,9701859000.0,9800710000.0
2045.0,9356488000.0,9455411000.0,8835843000.0,9418430000.0,9512215000.0,9589474000.0
2046.0,9188505000.0,9223149000.0,8662577000.0,9086100000.0,9305363000.0,9344011000.0
2047.0,8997475000.0,9359740000.0,8452567600.0,8987653000.0,9088633000.0,9107850000.0
2048.0,8805470000.0,9019088000.0,8234120700.0,8673209000.0,8927417000.0,8903350000.0
2049.0,8604805000.0,8932327000.0,8128777700.0,8747519000.0,8664037000.0,8732266000.0
2050.0,8455203000.0,8739582000.0,7920714000.0,8840479000.0,8433509000.0,8557230000.0
2051.0,8288044500.0,8519871500.0,7784062000.0,8428378000.0,8262159400.0,8426344000.0
2052.0,8080276500.0,8359473000.0,7688179000.0,8492959000.0,8049560000.0,8250573300.0
2053.0,7908360000.0,8323690000.0,7468521500.0,8481554000.0,7818317000.0,8050958000.0
2054.0,7760966700.0,8146446300.0,7374953000.0,8122776000.0,7616903700.0,7899094500.0
2055.0,7589220000.0,8121649700.0,7266868700.0,8038400000.0,7434859500.0,7738185700.0
2056.0,7507577000.0,8173329400.0,7171083300.0,7780527600.0,7526852000.0,7656273000.0
2057.0,7380869600.0,7983718000.0,7097380000.0,7818897000.0,7295521000.0,7432395000.0
2058.0,7252200400.0,7924027000.0,6925887000.0,7955276300.0,7030202400.0,7313137700.0
2059.0,7153417700.0,7831362000.0,6936995300.0,7538784000.0,6853254700.0,7128343600.0
2060.0,7052353000.0,7619874300.0,6793090600.0,7608950000.0,6684828700.0,7025377000.0
2061.0,6939931600.0,7495025700.0,6724798500.0,7326530600.0,6503036400.0,6890138000.0
2062.0,6868067000.0,7483620400.0,6852206600.0,7170512400.0,6337513500.0,6829971000.0
2063.0,6786728000.0,7488344600.0,6643323400.0,7131586000.0,6233768000.0,6721347000.0
2064.0,6677139500.0,7287962000.0,6516029000.0,7016587000.0,6081727500.0,6662264000.0
2065.0,6579385300.0,7333200000.0,6496964600.0,6876659000.0,5946745300.0,6581227500.0
2066.0,6537673700.0,7145107500.0,6537431000.0,7077187600.0,5818977000.0,6463806500.0
2067.0,6478374400.0,7111894500.0,6337144300.0,6746322000.0,5681247000.0,6382253600.0
2068.0,6378924000.0,7097390600.0,6262567000.0,6579865000.0,5651153400.0,6308293600.0
2069.0,6328402000.0,7466408400.0,6596213000.0,6421958000.0,5665042000.0,6223035000.0
2070.0,6245291500.0,7303751700.0,6179706400.0,6380988400.0,5466178600.0,6160854500.0
2071.0,6168876000.0,7016275500.0,6130543600.0,6479870500.0,5532269000.0,6064695000.0
2072.0,6106560500.0,7000392000.0,6131874000.0,6110379000.0,5339588600.0,5995155500.0
2073.0,6061123600.0,6868854000.0,6013925400.0,6017468400.0,5239228400.0,5979615000.0
2074.0,6002132500.0,6874627000.0,6036485000.0,6076401700.0,5168037400.0,5884415000.0
2075.0,5930217000.0,6762397700.0,5942431000.0,5898122000.0,5312637000.0,5859350500.0
2076.0,5864602600.0,6745158700.0,5893798400.0,5690667000.0,5042930700.0,5782362600.0
2077.0,5781293600.0,6850540000.0,5860179000.0,5687621000.0,4966444500.0,5809759700.0
2078.0,5725321700.0,6657170000.0,5798492700.0,5564217000.0,4958255000.0,5714388000.0
2079.0,5749691000.0,6589155000.0,5988321000.0,5513549300.0,5009274400.0,5707834400.0
2080.0,5623986700.0,6551198000.0,5796534300.0,5468734000.0,4863784000.0,5663945000.0
2081.0,5585937000.0,6637080600.0,5743699000.0,5367163000.0,4807202300.0,5729037300.0
2082.0,5531955700.0,6447937500.0,5945376300.0,5847739400.0,4751778300.0,5566196700.0
2083.0,5511612000.0,6400229400.0,5732134400.0,5391315000.0,4722425300.0,5489310000.0
2084.0,5448613000.0,6344244700.0,5751070000.0,5458600000.0,4698734000.0,5449548300.0
2085.0,5411377700.0,6302008300.0,5795432400.0,5529326600.0,4639204000.0,5559571500.0
2086.0,5370279400.0,6275734500.0,5767428600.0,5590024700.0,4603608600.0,5485297000.0
2087.0,5354947600.0,6281369000.0,5701300700.0,5953044000.0,4695468000.0,5388401700.0
2088.0,5295934500.0,6153255000.0,5929774000.0,5642774500.0,4549233700.0,5337577500.0
2089.0,5243806700.0,6097853000.0,5927828000.0,5948477000.0,4532258000.0,5282578000.0
2090.0,5225413600.0,6057846000.0,5806385700.0,5707877000.0,4720858000.0,5293157400.0
2091.0,5177136000.0,6084713500.0,5757546500.0,5598595600.0,4531535400.0,5217651000.0
2092.0,5138600400.0,6519470600.0,5771827000.0,5592855000.0,4503923000.0,5237577700.0
2093.0,5087530000.0,6008962000.0,5709463000.0,5720884700.0,4505177000.0,5202758000.0
2094.0,5046787600.0,6022051300.0,5752958500.0,6172411400.0,4545000400.0,5148451000.0
2095.0,5013192000.0,6046742000.0,5690824700.0,5891535400.0,4449273300.0,5738488300.0
2096.0,5039454000.0,6183546400.0,5693671000.0,5723788300.0,4401900500.0,5195676700.0
2097.0,4961898000.0,6207477000.0,6033147400.0,5781415000.0,4424740400.0,5232773000.0
2098.0,4930920000.0,6221050400.0,5707061000.0,5669052000.0,5727535000.0,5431785000.0
2099.0,4895216000.0,6270750000.0,5653165000.0,5817857000.0,5016316000.0,5092408300.0
2100.0,4877447700.0,6243867600.0,6341396000.0,5910392000.0,4549948000.0,5155506700.0
2101.0,4848803000.0,6058185000.0,5875673000.0,5701970400.0,4540408300.0,5169657300.0
2102.0,4842279000.0,6080854000.0,5745800000.0,5692804000.0,4503398000.0,5019006000.0
2103.0,4832428500.0,6856417000.0,5703997400.0,5641451500.0,4550871000.0,5216065000.0
2104.0,4812851000.0,7318697500.0,5971331000.0,5742323000.0,4476631600.0,5062597000.0
2105.0,4804420600.0,6577722000.0,5855647000.0,5682096600.0,4425274000.0,4956747000.0
2106.0,4783161300.0,6353722000.0,5781866000.0,5899480000.0,4401355000.0,4929179000.0
2107.0,4750700500.0,6700925000.0,5711032300.0,5794866700.0,4408760000.0,4905025500.0
2108.0,4738259500.0,6419779000.0,5661482000.0,6004923400.0,4433273000.0,4922870000.0
2109.0,4724455400.0,6419316700.0,5687441000.0,6043901000.0,4399795700.0,4852632600.0
2110.0,4709723000.0,6791462000.0,5724378000.0,5774656000.0,4471934000.0,4866706400.0
2111.0,4856409600.0,7364443600.0,5873220600.0,5998640000.0,4746223600.0,4813946400.0
2112.0,4727399400.0,6853603000.0,5907569700.0,5753771000.0,4719420400.0,4801251000.0
2113.0,4697178600.0,6603626500.0,5844645000.0,6231164000.0,4422043600.0,4857437000.0
2114.0,4690195000.0,6447767000.0,5919822300.0,5819460600.0,4394462000.0,4823698400.0
2115.0,4688791600.0,6361250000.0,5801497600.0,6653618700.0,4363378700.0,4721683000.0
2116.0,4661330400.0,6350789600.0,6120003000.0,6256097000.0,4338099000.0,4899268600.0
2117.0,4629606400.0,6410375700.0,5789654000.0,6182197000.0,4450774500.0,4698456600.0
2118.0,4746891000.0,6370524700.0,5823539000.0,6380414500.0,4340081000.0,4674740000.0
2119.0,4634657000.0,6609432600.0,5951762000.0,6181443600.0,4305337000.0,4697975000.0
2120.0,4824740000.0,6588114400.0,5867326500.0,6100972500.0,4303543000.0,4821996500.0
2121.0,4735085000.0,6698052000.0,6041617000.0,5971206700.0,4259583000.0,5291597000.0
2122.0,4742744000.0,6467692000.0,6136133000.0,6054159000.0,4254859800.0,4797325300.0
2123.0,4748199000.0,6801672700.0,6207767000.0,6428381700.0,4516439600.0,4681001500.0
2124.0,4766680600.0,6645131000.0,6134625000.0,6936892400.0,4492015600.0,4630801400.0
2125.0,4774076000.0,6498066000.0,6151045600.0,6439001600.0,4235113700.0,4635143700.0
2126.0,4759112000.0,6443194000.0,6033429500.0,6812173300.0,4258914800.0,4892205600.0
2127.0,4747426300.0,6404215300.0,6466778000.0,6479431700.0,5022199300.0,4754660000.0
2128.0,4868107300.0,6484376000.0,6355814000.0,6371294000.0,4352614000.0,4694688300.0
2129.0,4739784700.0,6618156000.0,6189758500.0,6379531000.0,4230811600.0,4721149000.0
2130.0,4776933000.0,6903111000.0,6437293600.0,6689582600.0,4196392400.0,4899244500.0
2131.0,4831333400.0,6625789000.0,7206881300.0,6450711600.0,4185071400.0,4711820000.0
2132.0,4742348000.0,6701392400.0,6709652000.0,7183654400.0,4168413000.0,4858938400.0
2133.0,4736505000.0,6627014000.0,6513431000.0,7628424700.0,4178874600.0,5162318300.0
2134.0,4832798700.0,6640611000.0,6360181000.0,6769259000.0,4175686100.0,4807937500.0
2135.0,4786161000.0,6942865400.0,6455797000.0,6625649000.0,4336018000.0,4928513500.0
2136.0,4812507000.0,6939101000.0,6428094000.0,6661526500.0,4219439900.0,5272750600.0
2137.0,4914660000.0,6812118500.0,6663123500.0,6809411600.0,4118163200.0,5033300500.0
2138.0,4886693400.0,6677890600.0,6416104000.0,6652449000.0,4109405000.0,4932648400.0
2139.0,4887522300.0,6631749000.0,6741228500.0,6787136500.0,4126710300.0,4987954000.0
2140.0,4888099300.0,6633872000.0,6439605000.0,6756253000.0,4218826200.0,5965271000.0
2141.0,4903227000.0,6586810400.0,6494202400.0,6586190300.0,4069655800.0,5155016700.0
2142.0,4950254000.0,6754639400.0,6591521300.0,6572806000.0,4036193800.0,5308168000.0
2143.0,4916445700.0,6559437000.0,6501981000.0,6441113000.0,4102828000.0,5193092600.0
2144.0,4903664600.0,6694380000.0,6613812000.0,6383962000.0,4063667500.0,5090292000.0
2145.0,4881931000.0,6693800000.0,6544310000.0,6362480000.0,4008889900.0,5171732000.0
2146.0,4912573400.0,6653060000.0,6548170000.0,7124818000.0,3985774300.0,5045500000.0
2147.0,4890332700.0,6775928300.0,6463008000.0,6588172300.0,3996040000.0,5191601700.0
2148.0,4875076600.0,7759500000.0,6783791600.0,6407021600.0,3963385600.0,5382738000.0
2149.0,4956800500.0,6888554500.0,7086130000.0,6492088300.0,4020951800.0,5230927000.0
2150.0,4941835000.0,6687051000.0,6679105500.0,6458347000.0,3993897500.0,5075828000.0
2151.0,4910020600.0,6792874000.0,6650761000.0,6370901500.0,4033211000.0,5255348000.0
2152.0,4919508500.0,6860356000.0,7044693500.0,6460609500.0,3959772700.0,5247179000.0
2153.0,4895243300.0,6803304000.0,6952077300.0,7133074400.0,3944076300.0,5816606000.0
2154.0,4893311000.0,7032795000.0,6892453400.0,6541296000.0,3911311400.0,5307984400.0
2155.0,4948818400.0,6798726700.0,6997787000.0,7424997400.0,3928514300.0,5147153000.0
2156.0,4925993500.0,6980041700.0,7181451300.0,7589092000.0,3875988500.0,5118603000.0
2157.0,5038401500.0,7180639000.0,6909375000.0,7019814000.0,3895517700.0,5283372500.0
2158.0,5067865000.0,7098882600.0,6919501300.0,7660239400.0,3915836400.0,5130193400.0
2159.0,5047294500.0,6865089000.0,6878579700.0,7090653000.0,3820458200.0,5159483400.0
2160.0,5075113000.0,6839952400.0,7273862000.0,6844486000.0,3826541800.0,5173900000.0
2161.0,5048179700.0,6809150000.0,6912018400.0,6804997600.0,4165922600.0,5241764000.0
2162.0,5054138400.0,6789294600.0,7069856300.0,7156735500.0,3835830800.0,5115536000.0
2163.0,5193479700.0,6875121000.0,6906603500.0,8734580000.0,3906004700.0,5759009300.0
2164.0,5079387000.0,6747784700.0,7117205500.0,7894100000.0,3990481400.0,5415113700.0
2165.0,5065633300.0,6726483000.0,6919103500.0,7389327400.0,4053298200.0,5175999500.0
2166.0,5140382700.0,6773329000.0,7245594600.0,7418188000.0,4046941000.0,5144580000.0
2167.0,5190859000.0,6731333000.0,7195442700.0,7150434000.0,4016025600.0,5229458000.0
2168.0,5140280000.0,6783029000.0,7702394000.0,7210210000.0,4046123000.0,5139174400.0
2169.0,5897316400.0,6793051600.0,7430663000.0,7405204500.0,4050654500.0,5169375700.0
2170.0,5423493000.0,6920544000.0,7817772000.0,7148537300.0,4379736000.0,5113422300.0
2171.0,5288931000.0,7353498000.0,7749870600.0,7051797500.0,4218808300.0,5224544000.0
2172.0,5301727700.0,7144539600.0,7367458000.0,7107655000.0,4203217700.0,5099911700.0
2173.0,5241294300.0,7284930000.0,7520926000.0,7074423000.0,4115620900.0,5074530000.0
2174.0,5250091500.0,7231323600.0,7369344500.0,7910057500.0,4250798300.0,5064109000.0
2175.0,5342339000.0,7599267000.0,7311475000.0,7919489500.0,4128612600.0,5320161300.0
2176.0,5289077000.0,7102330000.0,7385759000.0,7342786000.0,4151008000.0,5173457400.0
2177.0,5230240000.0,7013986300.0,7888287000.0,7386709000.0,4283873500.0,5104729000.0
2178.0,5256933400.0,7094958600.0,7463958000.0,7369673700.0,4372859400.0,5589158400.0
2179.0,5199994000.0,7117197000.0,7476555300.0,7197455000.0,4374423000.0,5213459000.0
2180.0,5231470000.0,7657275000.0,7352373000.0,7447987000.0,4234884600.0,5170299000.0
2181.0,5194361300.0,7303757000.0,7402731000.0,7231064600.0,4161937000.0,5094403000.0
2182.0,5212533000.0,7016980500.0,7678945300.0,7209866000.0,4190196500.0,5271416300.0
2183.0,5233167000.0,7024067000.0,7877912600.0,7257496600.0,4175397000.0,5082954000.0
2184.0,5189208600.0,6968369000.0,7507467000.0,7362542600.0,4131592000.0,5192049700.0
2185.0,5247852000.0,6952717300.0,7937395700.0,7620988000.0,4232707600.0,5472968700.0
2186.0,5233926700.0,6979816000.0,8174851600.0,7632844000.0,5261035000.0,5251266000.0
2187.0,5197680600.0,6940955600.0,7805726000.0,7907265500.0,5251177500.0,5225035300.0
2188.0,5242179600.0,6859504600.0,8010324000.0,7534125600.0,4692031500.0,5618519000.0
2189.0,5164192000.0,6912936400.0,8201831400.0,7971733000.0,4587634700.0,5400584700.0
2190.0,5174367000.0,7000610000.0,7881552000.0,7689353000.0,4580756000.0,7177576000.0
2191.0,5282083000.0,6792440300.0,8151566000.0,8647906000.0,4627773000.0,5769651700.0
2192.0,5237452300.0,7312115700.0,8622811000.0,7836429300.0,4447149600.0,5608748000.0
2193.0,5235711000.0,6887833600.0,7864395300.0,7697005000.0,4451646500.0,5456973000.0
2194.0,5247617000.0,6845398000.0,9209414000.0,8128410600.0,4398021600.0,5387851300.0
2195.0,5252976000.0,6815800300.0,8223616000.0,8420882000.0,4500914700.0,6356725000.0
2196.0,5189070000.0,6902375400.0,8740319000.0,7903951400.0,4489348000.0,5524087300.0
2197.0,5164311600.0,6907568000.0,8599245000.0,7653581000.0,4567764000.0,5442675700.0
2198.0,5195523000.0,7439098400.0,8722135000.0,8030516000.0,4418684000.0,5497077000.0
2199.0,5251333600.0,7124617000.0,8301907500.0,7860892700.0,4745935400.0,5567116000.0
2200.0,5169145300.0,7219988000.0,8137194500.0,7662546000.0,4480748500.0,5620608500.0
2201.0,5137221600.0,7154222000.0,8678750000.0,7713045000.0,4553437000.0,6151609300.0
2202.0,5160126000.0,6950155300.0,8644556000.0,7888117000.0,4454280700.0,5591801300.0
2203.0,5131537400.0,6841101000.0,8267315700.0,7856912400.0,4501853700.0,5436361700.0
2204.0,5735277000.0,7241090600.0,8172973000.0,7710030000.0,4859094500.0,5818220000.0
2205.0,5418361300.0,6920834600.0,8480455000.0,7764638700.0,4497695000.0,5660561000.0
2206.0,5278702600.0,7212756000.0,8352035000.0,7490945500.0,4569019000.0,5701090000.0
2207.0,5299742700.0,7371966000.0,8885954000.0,7423676000.0,4687342000.0,5699163600.0
2208.0,5222859000.0,7355655700.0,8547062300.0,7479399000.0,4623351000.0,5532026400.0
2209.0,5205688300.0,7091089400.0,8318738400.0,8352282000.0,4499250700.0,5483906600.0
2210.0,5288803300.0,7086432000.0,8226824700.0,7921814000.0,4529100300.0,5439715000.0
2211.0,5250617300.0,7308862000.0,8236331500.0,7742431700.0,4480232400.0,5421126000.0
2212.0,5316383000.0,7075830300.0,8334923300.0,7430033400.0,4567832600.0,5518328300.0
2213.0,5692009500.0,7134370300.0,8581131300.0,8948658000.0,4891705000.0,5395218400.0
2214.0,5282117600.0,7622719500.0,8242214000.0,7830979600.0,4598449000.0,5402395600.0
2215.0,5254904000.0,7384756700.0,9047970000.0,8474440700.0,4580948000.0,5578049500.0
2216.0,5435420700.0,7533521000.0,8364122000.0,7770096000.0,4483376600.0,5406590000.0
2217.0,5261095400.0,7662285000.0,8752973000.0,7580852700.0,4464853500.0,5352797700.0
2218.0,5250300400.0,7178975000.0,8552493000.0,7884392000.0,4453052400.0,5426047000.0
2219.0,5284484600.0,7116970000.0,8401027000.0,7667318000.0,4443010600.0,5810488300.0
2220.0,5257268000.0,7359481000.0,8623044000.0,8537786400.0,4447614500.0,5521667600.0
2221.0,5223850500.0,7105039400.0,8397964000.0,8243047000.0,4401902600.0,5374065000.0
2222.0,5208584700.0,7063640600.0,8513068500.0,8098046500.0,4413616000.0,5321361000.0
2223.0,5201398300.0,7068861400.0,8364095000.0,7795382300.0,4384825300.0,5301885400.0
2224.0,5396795000.0,7308756500.0,8710332000.0,7824270300.0,4407433000.0,5284822000.0
2225.0,5226023000.0,7252527600.0,8794039000.0,7889153000.0,4556618000.0,5303842300.0
2226.0,5206311400.0,7118507500.0,8396308500.0,7753631000.0,4443393000.0,5482685000.0
2227.0,5199233500.0,7068239400.0,8334807600.0,7927475700.0,4426479600.0,5258156500.0
2228.0,5208804400.0,7107930600.0,8429288400.0,7967810000.0,4748032500.0,5237230600.0
2229.0,5183375000.0,7116336600.0,8326622700.0,8829172000.0,5284962000.0,5311056000.0
2230.0,5183628000.0,7000488000.0,8499117000.0,8676173000.0,4674837000.0,5250218000.0
2231.0,5239893000.0,7017878500.0,8438329300.0,8576338000.0,4701367300.0,6066279400.0
2232.0,5185078000.0,7102914600.0,8299694600.0,9078917000.0,5328758300.0,5450200000.0
2233.0,5207557600.0,7506851300.0,8306305000.0,8862879000.0,4928790500.0,5362821000.0
2234.0,5330677000.0,7645646000.0,8921240000.0,8756947000.0,4762542600.0,5291707000.0
2235.0,5346291700.0,7267012000.0,8381878300.0,8655852000.0,4610748000.0,5206700500.0
2236.0,5609884000.0,7334530000.0,8250285600.0,8759163000.0,5668428300.0,5386659300.0
2237.0,5349985000.0,7225597000.0,8319384000.0,8839357000.0,5226397700.0,5307106000.0
2238.0,5425955000.0,7130985500.0,8238800400.0,8765652000.0,5096425000.0,5456973300.0
2239.0,5415122400.0,7208780300.0,8382148000.0,8593187000.0,4759822000.0,5539411000.0
2240.0,5565705700.0,7387702300.0,8399441000.0,8489255000.0,4755562000.0,5385465300.0
2241.0,5414359600.0,7345646000.0,8504915000.0,8617984000.0,4694930000.0,6092419000.0
2242.0,5396429000.0,7326225400.0,8604155000.0,8893263000.0,5110956000.0,5462114300.0
2243.0,5357614600.0,7824934400.0,8927579000.0,8633805000.0,4696585700.0,5497200600.0
2244.0,5480554500.0,7228550700.0,8516969000.0,8546379000.0,4661626400.0,5847912400.0
2245.0,5566658000.0,8758942000.0,8420914700.0,8377683000.0,4743385000.0,5559613000.0
2246.0,5418575000.0,8123147300.0,8565625000.0,8270893000.0,4663414000.0,5398010000.0
2247.0,5369583600.0,8379354600.0,8724363000.0,8384664600.0,4621503500.0,5389966000.0
2248.0,5352540700.0,7737265700.0,8365378600.0,8330518000.0,4594979000.0,5395421000.0
2249.0,5424209000.0,7541485000.0,8310127000.0,8331757600.0,5373935600.0,5832040400.0
2250.0,5770235000.0,8205383000.0,8317998600.0,8169579000.0,4656062000.0,5379702000.0
2251.0,5636557300.0,7863693000.0,8299677000.0,8164721000.0,5358180400.0,5359375400.0
2252.0,5580250000.0,8415366000.0,8554762000.0,8112092000.0,4799461400.0,5448655400.0
2253.0,5502063000.0,8112523000.0,8317850000.0,8128442400.0,4677226000.0,5472270000.0
2254.0,5511658000.0,7918793700.0,8238904300.0,8387531000.0,4763859500.0,5507827700.0
2255.0,5524407000.0,8313917000.0,8203675600.0,8084181000.0,4865275000.0,5576500700.0
2256.0,5507478500.0,8285073000.0,8201843000.0,8036420600.0,4640182000.0,5357490000.0
2257.0,5489082000.0,7869580000.0,8578874400.0,8129609000.0,4627984000.0,5333401000.0
2258.0,5480980000.0,8027602400.0,8198403600.0,9321519000.0,4606658600.0,5474792000.0
2259.0,5518516700.0,8400856000.0,8316268000.0,8933093000.0,4590613500.0,6105687600.0
2260.0,5555032600.0,8309532000.0,8514039000.0,9602457000.0,4596115000.0,5417263600.0
2261.0,5529275400.0,8216337400.0,8209297000.0,8727982000.0,4975104500.0,5826401000.0
2262.0,5508780000.0,8112162300.0,8115875300.0,8892676000.0,4644253700.0,5552140000.0
2263.0,5502705000.0,8061259000.0,8167384600.0,8745504000.0,4501630500.0,5409706000.0
2264.0,5520983000.0,8258548700.0,8156166700.0,8896912000.0,4464589000.0,5756997600.0
2265.0,5502908000.0,7946234000.0,8078992400.0,8632717000.0,4524150300.0,5376077000.0
2266.0,5478707700.0,7914403300.0,8090747400.0,8771117000.0,4697400300.0,5524003000.0
2267.0,5721785000.0,7970754000.0,8260456000.0,8692508000.0,4423092700.0,5363179500.0
2268.0,5510943000.0,8487034400.0,8073987000.0,8528217600.0,4422327300.0,5334718500.0
2269.0,5497980400.0,8742831000.0,8072623000.0,8571259400.0,4369246000.0,5337573000.0
2270.0,5497495000.0,8262182000.0,8180215300.0,8857717000.0,4486267400.0,5431492000.0
2271.0,5703845000.0,8237817300.0,8009720300.0,9501507000.0,4445530600.0,5347361000.0
2272.0,5693453300.0,8056448500.0,8036924000.0,9059355000.0,4479215600.0,5385626600.0
2273.0,5535579000.0,8321290000.0,7996475400.0,8980040000.0,4478183400.0,5394840600.0
2274.0,5579456000.0,8200613000.0,7934720000.0,8703897000.0,4405668400.0,5361464300.0
2275.0,5550561000.0,8086213000.0,7972241400.0,9333940000.0,4317781500.0,5316726300.0
2276.0,5650331000.0,8031021000.0,7987393500.0,8865922000.0,4294180600.0,5264740400.0
2277.0,5581202000.0,8259847000.0,8148620300.0,8701976000.0,4862697000.0,5282042400.0
2278.0,5595091500.0,8377580000.0,7933752000.0,8721253000.0,4371831000.0,5398045700.0
2279.0,5557559000.0,8280195600.0,8019135000.0,8671139000.0,4301864000.0,5274438700.0
2280.0,5590003000.0,8142799000.0,8117375500.0,8742880000.0,4517451300.0,5608427500.0
2281.0,5609338400.0,8056483000.0,8235947500.0,8696911000.0,4299298300.0,5335345700.0
2282.0,5554920400.0,8013704000.0,8121658400.0,9088170000.0,4272307500.0,5218364400.0
2283.0,5536569000.0,8292113000.0,7985863000.0,8653096000.0,4291078700.0,5231466500.0
2284.0,5549120500.0,8153489000.0,8033105000.0,8574790700.0,4457319400.0,6524751000.0
2285.0,5565687000.0,8495995400.0,8040259000.0,8640989000.0,4296233500.0,6184413700.0
2286.0,5510834000.0,8110782000.0,7953120000.0,8475860500.0,4329012700.0,5565957600.0
2287.0,5703549400.0,8127368700.0,8574439000.0,8373071400.0,5052686300.0,5282292700.0
2288.0,5864479000.0,8052676000.0,8090043000.0,8343712000.0,4448820700.0,5260796000.0
2289.0,5644757500.0,8222663000.0,8223190000.0,9531591000.0,4427512300.0,5191108600.0
2290.0,5570987500.0,8214591500.0,8091519500.0,8584504300.0,4325079600.0,5678472000.0
2291.0,5663046700.0,8206286300.0,8062605000.0,8310234600.0,4349440000.0,5338785300.0
2292.0,5599608300.0,8453683700.0,8011523600.0,8276828700.0,4353528000.0,5174899700.0
2293.0,5594537000.0,8542764000.0,7995037000.0,8318413300.0,4338957000.0,5167848400.0
2294.0,6381851600.0,9142409000.0,8604361000.0,8276819500.0,4494646300.0,5254806500.0
