time,UKESM1-0-LL,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,CNRM-ESM2-1
2089.0,27009432000.0,29739432000.0,40236446000.0,41759502000.0,42943340000.0
2090.0,26627715000.0,29451475000.0,39860724000.0,41648407000.0,42743747000.0
2091.0,26292620000.0,29126290000.0,39505904000.0,41753110000.0,42560025000.0
2092.0,25991072000.0,28818903000.0,39129833000.0,41715253000.0,42254352000.0
2093.0,25682956000.0,28484387000.0,38654185000.0,41346175000.0,42110513000.0
2094.0,25418297000.0,28176982000.0,38404630000.0,41187060000.0,41855070000.0
2095.0,25090620000.0,28001313000.0,38133133000.0,41058394000.0,41643070000.0
2096.0,24755294000.0,27744385000.0,37771833000.0,41143878000.0,41356276000.0
2097.0,24465265000.0,27452707000.0,37447946000.0,40708276000.0,41117802000.0
2098.0,24057174000.0,27196432000.0,37202780000.0,40500572000.0,40769490000.0
2099.0,23735544000.0,26978804000.0,36898492000.0,40366895000.0,40465166000.0
2100.0,23378872000.0,26770369000.0,36529353000.0,40184746000.0,40217915000.0
