time,MPI-ESM1-2-HR,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,CESM2-WACCM,UKESM1-0-LL,IPSL-CM6A-LR,TAIESM1,GFDL-ESM4
2073.0,49392170000.0,48843890000.0,45817467000.0,45585777000.0,50102825000.0,36053328000.0,42073310000.0,44379423000.0,49666270000.0
2074.0,49326870000.0,48688610000.0,45657154000.0,45386680000.0,49959563000.0,35599760000.0,41700856000.0,44224934000.0,49503160000.0
2075.0,49224577000.0,48579744000.0,45540266000.0,45208280000.0,49906037000.0,35224383000.0,41417847000.0,44032020000.0,49379946000.0
2076.0,49235354000.0,48446288000.0,45362336000.0,44876034000.0,49841950000.0,34763063000.0,41194880000.0,43811516000.0,49358856000.0
2077.0,49173900000.0,48331903000.0,45230500000.0,44573487000.0,49744732000.0,34259460000.0,40936608000.0,43535544000.0,49218978000.0
2078.0,49362936000.0,48196346000.0,45051850000.0,44358582000.0,49693640000.0,33832002000.0,40515703000.0,43274916000.0,49096470000.0
2079.0,49025618000.0,48061473000.0,44829774000.0,44103590000.0,49655370000.0,33352130000.0,40142905000.0,42966565000.0,49016996000.0
2080.0,48875864000.0,47924703000.0,44707690000.0,43931000000.0,49652953000.0,32881738000.0,39764636000.0,42732868000.0,48952533000.0
2081.0,48793465000.0,47743283000.0,44566410000.0,43978437000.0,49508380000.0,32371190000.0,39316980000.0,42485076000.0,48821567000.0
2082.0,48733446000.0,47568100000.0,44412056000.0,43692150000.0,49436234000.0,31988292000.0,38864384000.0,42105950000.0,48743588000.0
2083.0,48677466000.0,47414915000.0,44249276000.0,43675185000.0,49325680000.0,31603421000.0,38379720000.0,41836253000.0,48632005000.0
2084.0,48574427000.0,47236334000.0,44148007000.0,43291296000.0,49251430000.0,31202064000.0,38073876000.0,41550623000.0,48569442000.0
2085.0,48664140000.0,47060460000.0,43894743000.0,43057870000.0,49115877000.0,30608353000.0,37790765000.0,41152233000.0,48413330000.0
2086.0,48466645000.0,46898200000.0,43720120000.0,42842415000.0,49038450000.0,30150138000.0,37460710000.0,40880200000.0,48319310000.0
2087.0,48365785000.0,46721896000.0,43536380000.0,42669216000.0,48997360000.0,29736468000.0,37030040000.0,40530223000.0,48161608000.0
2088.0,48236614000.0,46535810000.0,43405332000.0,42404024000.0,48886180000.0,29404824000.0,36692423000.0,40125050000.0,48121950000.0
2089.0,48145883000.0,46353015000.0,43282776000.0,42187514000.0,48800790000.0,29001566000.0,36225802000.0,39885824000.0,47969903000.0
2090.0,48028717000.0,46227280000.0,43360506000.0,42016370000.0,48727130000.0,28675391000.0,35922020000.0,39669390000.0,47888085000.0
2091.0,48049040000.0,46079590000.0,43048137000.0,41780797000.0,48638775000.0,28302584000.0,35531465000.0,39287665000.0,47707360000.0
2092.0,47881273000.0,45925724000.0,42901946000.0,41568526000.0,48586965000.0,27936550000.0,35070382000.0,38991712000.0,47602684000.0
2093.0,47758500000.0,45757133000.0,42720490000.0,41353896000.0,48449237000.0,27600265000.0,34783904000.0,38600266000.0,47525110000.0
2094.0,47621902000.0,45526348000.0,42534576000.0,41158000000.0,48337600000.0,27178764000.0,34422320000.0,38290380000.0,47408260000.0
2095.0,47518980000.0,45360615000.0,42282100000.0,40963908000.0,48296755000.0,26616322000.0,33964329000.0,37956410000.0,47291417000.0
2096.0,47413220000.0,45153240000.0,42076684000.0,40694305000.0,48404984000.0,26212913000.0,33582408000.0,37435187000.0,47173670000.0
2097.0,47298707000.0,44984824000.0,41890330000.0,40532970000.0,48206810000.0,25794003000.0,33074067000.0,37043606000.0,47111070000.0
2098.0,47220720000.0,44772850000.0,41693720000.0,40349490000.0,48087347000.0,25470431000.0,32673714000.0,36784830000.0,47078613000.0
2099.0,47113765000.0,44566380000.0,41530188000.0,40180306000.0,47968084000.0,25066152000.0,32312893000.0,36456923000.0,47113933000.0
2100.0,47041690000.0,44406923000.0,41350190000.0,40164286000.0,47809010000.0,24604578000.0,31963320000.0,36115070000.0,47090827000.0
