time,MRI-ESM2-0,CNRM-ESM2-1,UKESM1-0-LL,CANESM5,IPSL-CM6A-LR
2032.0,29654108000.0,38837064000.0,30741975000.0,30882482000.0,36623098000.0
2033.0,30081421000.0,38332470000.0,29311844000.0,29306094000.0,35435630000.0
2034.0,28624525000.0,38148210000.0,27383310000.0,27821412000.0,34967175000.0
2035.0,27400899000.0,36683640000.0,26138984000.0,26830928000.0,34463420000.0
2036.0,25919437000.0,36276210000.0,25194682000.0,25400744000.0,32647545000.0
2037.0,25366900000.0,35903740000.0,23295216000.0,24110301000.0,31316003000.0
2038.0,25293785000.0,33723025000.0,21633630000.0,22618325000.0,30052207000.0
2039.0,24269206000.0,33469151000.0,20586668000.0,22313580000.0,28775117000.0
2040.0,24072382000.0,31899530000.0,19661287000.0,20961421000.0,27918170000.0
2041.0,23275725000.0,30310435000.0,18333878000.0,19902958000.0,27134933000.0
2042.0,23466238000.0,28292852000.0,17015492000.0,19582800000.0,25405650000.0
2043.0,22333432000.0,27440462000.0,16197332000.0,18042632000.0,24810879000.0
2044.0,21072982000.0,26799282000.0,15585129000.0,16361742000.0,23646847000.0
2045.0,20409400000.0,26051072000.0,14707359000.0,15178439000.0,22413179000.0
2046.0,19968596000.0,25584075000.0,14142308000.0,13971775000.0,21271980000.0
2047.0,19264733000.0,23816382000.0,13403518000.0,12558191000.0,20591323000.0
2048.0,18942783000.0,23139047000.0,12724893000.0,11839272000.0,19536597000.0
2049.0,18855510000.0,22673530000.0,11886708000.0,11552702000.0,18320585000.0
2050.0,18260773000.0,22298128000.0,11031939000.0,10496178000.0,17354955000.0
2051.0,17163502000.0,22175370000.0,10338419000.0,9826858000.0,17031604000.0
2052.0,16477980000.0,21779415000.0,9872324000.0,9459637000.0,16657479000.0
2053.0,15797319000.0,22134766000.0,9388782000.0,8999156000.0,16251846000.0
2054.0,15138105000.0,21453294000.0,8779184000.0,8264240000.0,16052220000.0
2055.0,14607216000.0,21297392000.0,8467671000.0,7808136000.0,15297352000.0
2056.0,14535716000.0,20588634000.0,8127027000.0,7780952600.0,14347872000.0
2057.0,13484088000.0,20603329000.0,7954577400.0,7689863700.0,13361126000.0
2058.0,13310077000.0,20599910000.0,7303849000.0,7605108000.0,13173270000.0
2059.0,12877229000.0,20256123000.0,7019005000.0,7703540000.0,12762873000.0
2060.0,12547732000.0,19629842000.0,6791682600.0,7615808500.0,12028002000.0
2061.0,12624592000.0,18711106000.0,6515669500.0,7791559700.0,11823163000.0
2062.0,12251040000.0,18095430000.0,6250410500.0,7511097300.0,11594610000.0
2063.0,11828872000.0,17125083000.0,5849979000.0,7196615000.0,11256618000.0
2064.0,11545031000.0,16551195000.0,5650819000.0,7203807000.0,10386729000.0
2065.0,11474828000.0,16581677000.0,5429351000.0,7045655000.0,9605596000.0
2066.0,10855837000.0,16971686000.0,5137678300.0,6867215000.0,9426358000.0
2067.0,10640598000.0,16400469000.0,4965752300.0,6923445000.0,9425316000.0
2068.0,10418127000.0,16078486000.0,4776048600.0,6610569000.0,9314650000.0
2069.0,10520206000.0,15659665000.0,4690112000.0,6327494700.0,8813084000.0
2070.0,10145757000.0,15314392000.0,4521696000.0,6107495000.0,8573309400.0
2071.0,10075965000.0,14907638000.0,4516685300.0,6075881500.0,8299493000.0
2072.0,9946384000.0,14644957000.0,4548555300.0,5917533000.0,8001906000.0
2073.0,10075702000.0,15074511000.0,4308817000.0,5905316000.0,7970341000.0
2074.0,10045058000.0,14615658000.0,4401194000.0,5616790000.0,7947100700.0
2075.0,10444281000.0,14750924000.0,4111389000.0,5699439000.0,7889403400.0
2076.0,10681585000.0,14324743000.0,4077558800.0,5955140600.0,7955071500.0
2077.0,11227828000.0,13831259000.0,4021692700.0,5744245000.0,7819873000.0
2078.0,11090469000.0,14107257000.0,3820034600.0,5710705000.0,7608105500.0
2079.0,11196082000.0,14255787000.0,3910688800.0,5862162000.0,7694240000.0
2080.0,11246363000.0,13662987000.0,3831619000.0,5730241000.0,7776670000.0
2081.0,11393326000.0,13890246000.0,3659289900.0,5841580500.0,7782940000.0
2082.0,11515402000.0,13468143000.0,3589832400.0,6042310700.0,7981419000.0
2083.0,11679050000.0,13533572000.0,3526290200.0,6214960600.0,7885164000.0
2084.0,11892450000.0,13319699000.0,3446593300.0,6167773700.0,7840164000.0
2085.0,11983031000.0,13319845000.0,3434507000.0,5823653400.0,7643828000.0
2086.0,12119900000.0,13502776000.0,3305958400.0,5725939700.0,7539355000.0
2087.0,12285063000.0,13565154000.0,3445194200.0,5914874000.0,7584726000.0
2088.0,12052874000.0,13569292000.0,3497616000.0,5764367400.0,7924356600.0
2089.0,12080018000.0,13826661000.0,3451534000.0,6250254300.0,7752337000.0
2090.0,12363641000.0,13380304000.0,3482506200.0,5830262300.0,7744070700.0
2091.0,12304383000.0,13030896000.0,3404082400.0,6085627400.0,8029163000.0
2092.0,12098882000.0,12904113000.0,3552738300.0,6129324000.0,8142143000.0
2093.0,12430868000.0,12735922000.0,3444921600.0,6512035300.0,8342594600.0
2094.0,12703106000.0,12999283000.0,3412835800.0,6534823400.0,8409925000.0
2095.0,12870962000.0,12912568000.0,3434889500.0,6664704500.0,8490938400.0
2096.0,13155647000.0,13162047000.0,3399894300.0,6540112000.0,8245850000.0
2097.0,13716770000.0,13476176000.0,3505707500.0,6939554300.0,8274744000.0
2098.0,13575302000.0,13289551000.0,3527132400.0,7266624500.0,8306916000.0
2099.0,13687987000.0,13128835000.0,3521063200.0,7594385000.0,8464747000.0
2100.0,14162123000.0,13027460000.0,3608614700.0,7645404700.0,8452513300.0
