time,MPI-ESM1-2-HR,GFDL-ESM4,IPSL-CM6A-LR,CESM2-WACCM,KACE-1-0-G,MRI-ESM2-0,UKESM1-0-LL,TAIESM1,IITM-ESM
2091.0,13209864000.0,9964921000.0,5198784500.0,8225497000.0,6332626000.0,10281138000.0,3091297500.0,4143794200.0,32995540000.0
2092.0,13244317000.0,9628532000.0,4867207700.0,7954568000.0,6210877400.0,10154973000.0,2893517600.0,4275292400.0,32858257000.0
2093.0,13081597000.0,9652758000.0,4835215000.0,7797968400.0,6091561000.0,10233899000.0,2738172400.0,4253109000.0,33081338000.0
2094.0,13362028000.0,9624777000.0,4818895400.0,7845485600.0,6074415600.0,10275951000.0,2581095000.0,4107206000.0,32956682000.0
2095.0,13039400000.0,9856869000.0,4501753000.0,7885257700.0,5932376000.0,10458945000.0,2470927600.0,3907950800.0,33296546000.0
2096.0,13432315000.0,9818020000.0,4207588000.0,8100312000.0,5632503300.0,10132540000.0,2538890000.0,3767104500.0,33701956000.0
2097.0,13290392000.0,9923432000.0,4295007700.0,8127423500.0,5825608700.0,9955489000.0,2386131500.0,3680905200.0,33418040000.0
2098.0,13320045000.0,9738845000.0,4336388600.0,8018134000.0,5808308700.0,9867477000.0,2417699300.0,3574338000.0,33476310000.0
2099.0,13607940000.0,9832804000.0,4205840600.0,7748496400.0,5694502000.0,9732939000.0,2404742100.0,3284582000.0,33428617000.0
2100.0,13768441000.0,9708090000.0,4247622000.0,7853972500.0,5730960400.0,9913244000.0,2324145200.0,3011901200.0,33246080000.0
