time,GFDL-ESM2G,IPSL-CM5A-LR,CESM1-CAM5,GISS-E2-R,CCSM4,NORESM1-M,GFDL-CM3,CSIRO-MK3-6-0
2032.0,12173765000.0,12589039000.0,12392570000.0,12713223000.0,12713265000.0,12400183000.0,11733241000.0,12508810000.0
2033.0,12025044000.0,12415976000.0,12326390000.0,12738658000.0,12546470000.0,12319686000.0,11491029000.0,12369488000.0
2034.0,11930687000.0,12247562000.0,12052697000.0,12555295000.0,12372554000.0,12236194000.0,11246568000.0,13015332000.0
2035.0,11725815000.0,12133129000.0,11867440000.0,12364979000.0,12275512000.0,12099881000.0,11070881000.0,12617336000.0
2036.0,11536839000.0,11930912000.0,11644384000.0,12217449000.0,12053405000.0,11975456000.0,10765187000.0,12346015000.0
2037.0,11514703000.0,11846389000.0,11424950000.0,12193150000.0,11938298000.0,11734447000.0,10602789000.0,12182948000.0
2038.0,11260799000.0,11653453000.0,11196935000.0,12106636000.0,11755013000.0,11593353000.0,10238418000.0,11840378000.0
2039.0,10943402000.0,11471640000.0,11015004000.0,12096162000.0,11543092000.0,11531329000.0,9993563000.0,11592950000.0
2040.0,10786290000.0,11257803000.0,10870565000.0,11845825000.0,11319533000.0,11549095000.0,9544647000.0,11594959000.0
2041.0,10515761000.0,11083707000.0,10570520000.0,11725315000.0,11105623000.0,11250100000.0,9242506000.0,11362164000.0
2042.0,10296118000.0,10836552000.0,10319540000.0,11608015000.0,10874405000.0,11062838000.0,8988791000.0,11251814000.0
2043.0,10062734000.0,10726490000.0,10386940000.0,11399125000.0,10733328000.0,10822951000.0,8651688000.0,11034837000.0
2044.0,9688243000.0,10461615000.0,10081060000.0,11220137000.0,10529784000.0,10605321000.0,8459202000.0,10877288000.0
2045.0,9598553000.0,10225353000.0,9755178000.0,11417229000.0,10345133000.0,10436469000.0,8129717000.0,10688065000.0
2046.0,9349524000.0,9908585000.0,9448732000.0,11004900000.0,10157007000.0,10522647000.0,7904480000.0,10518539000.0
2047.0,9134761000.0,9632675000.0,9272112000.0,10974837000.0,9921466000.0,10212561000.0,7547816000.0,10325453000.0
2048.0,8946588000.0,9415955000.0,9031130000.0,10765124000.0,9638373000.0,10102876000.0,7326864400.0,10209912000.0
2049.0,8725203000.0,9185768000.0,8786008000.0,10602565000.0,9452823000.0,9864475000.0,7024861000.0,9984218000.0
2050.0,8555115500.0,8784733000.0,8649900000.0,10435355000.0,9339335000.0,9608354000.0,6721600000.0,9719228000.0
2051.0,8389178400.0,8560618000.0,8338213000.0,10348229000.0,9186119000.0,9452378000.0,6542031400.0,9471460000.0
2052.0,8154723000.0,8226726400.0,8023588400.0,10247063000.0,8841113000.0,9288693000.0,6325258000.0,9245070000.0
2053.0,8091745000.0,8102352400.0,7866313000.0,10068432000.0,8653985000.0,9069318000.0,6011297000.0,9170603000.0
2054.0,7957044700.0,7793110000.0,7656588300.0,9897771000.0,8437208000.0,8943187000.0,5745603000.0,9065804000.0
2055.0,7799461400.0,7512760000.0,7569003500.0,9705075000.0,8264042000.0,8778069000.0,5556150300.0,8879973000.0
2056.0,7658119700.0,7300690000.0,7293185000.0,9565736000.0,8112174000.0,8562908700.0,5392665000.0,8709353000.0
2057.0,7529744000.0,7135165000.0,6990014000.0,9541621000.0,8017945600.0,8433918000.0,5225252400.0,8521133600.0
2058.0,7350447000.0,7091985000.0,6635551000.0,9458981000.0,7782462000.0,8267372000.0,5117603300.0,8388952600.0
2059.0,7221788700.0,6651358000.0,6434434600.0,9140107000.0,7602878500.0,8047340000.0,4924189000.0,8218502000.0
2060.0,7136467000.0,6472090600.0,6403440600.0,8995537000.0,7429581000.0,7900020000.0,4750211600.0,7994082000.0
2061.0,7513443300.0,6333985300.0,6139923000.0,8893816000.0,7292400000.0,7793054000.0,4566528500.0,7839703000.0
2062.0,6966379000.0,6132651000.0,5954083300.0,8763769000.0,7095387000.0,7441645600.0,4433139000.0,7704561700.0
2063.0,6900013600.0,5918900700.0,5765556000.0,8470031400.0,7062818300.0,7425298400.0,4298095600.0,7936798700.0
2064.0,6721039000.0,5725233000.0,5482776000.0,8306755000.0,6798412300.0,7223004000.0,4162735900.0,7651601400.0
2065.0,6701928400.0,5560577500.0,5210117600.0,8192420400.0,6620493300.0,6962438700.0,3958894000.0,7522945500.0
2066.0,6471040500.0,5537296400.0,5012363000.0,8010217000.0,6514953000.0,6704771000.0,3900880000.0,7211143700.0
2067.0,6497240000.0,5297463300.0,4739226600.0,7885819400.0,6399947000.0,6391847400.0,3730299100.0,7101710000.0
2068.0,6257268700.0,5134092300.0,4527718000.0,7663124500.0,6200443000.0,6206196000.0,3585242600.0,6891975700.0
2069.0,6263533000.0,5008481300.0,4296685600.0,7568875500.0,6031949000.0,6031232000.0,3424761900.0,6644539000.0
2070.0,6062655000.0,4889294300.0,4112939800.0,7367845000.0,5884857300.0,5847625000.0,3308206600.0,6533418000.0
2071.0,5979993000.0,4700706300.0,3870062300.0,7221901300.0,5766295600.0,5614271500.0,3172283400.0,6338805000.0
2072.0,5880038400.0,4635620400.0,3871290400.0,7149710000.0,5604100000.0,5471939000.0,3062865000.0,6170193400.0
2073.0,5760855000.0,4474370600.0,3526500900.0,7167055400.0,5434621400.0,5189529000.0,2931702800.0,5947790300.0
2074.0,5698790400.0,4333368300.0,3341352200.0,6890223000.0,5237820000.0,4992493600.0,2809779500.0,5779755500.0
2075.0,5538862000.0,4244983300.0,3181883600.0,6784979000.0,5051067000.0,4896390000.0,2674747400.0,5664167000.0
2076.0,5490838500.0,4128408000.0,3012110300.0,6727725600.0,4957630500.0,4591373300.0,2763301400.0,5504463000.0
2077.0,5419742700.0,4026000000.0,2867903200.0,6553944600.0,4824327700.0,4411023000.0,2497059000.0,5282706000.0
2078.0,5292446000.0,3890087000.0,2686239000.0,6417843700.0,4802409000.0,4280703200.0,2393440000.0,5085410300.0
2079.0,5214954000.0,3757435100.0,2515500000.0,6245121500.0,4630781400.0,4220054800.0,2294643000.0,4895012400.0
2080.0,5114829300.0,3655139300.0,2367497700.0,6667801600.0,4641447000.0,4041661000.0,2175932000.0,4733782000.0
2081.0,5020321000.0,3548790500.0,2206116400.0,6342363000.0,4551610400.0,3971261400.0,2117571200.0,4577047600.0
2082.0,4921966000.0,3432619500.0,2011034900.0,6097064400.0,4366597600.0,3788177400.0,2054351600.0,4484754000.0
2083.0,4840440300.0,3317375500.0,1822913000.0,5983235600.0,4249957000.0,3665707000.0,1919137400.0,4335195000.0
2084.0,4823781400.0,3310519300.0,1729182200.0,5837321000.0,4114129400.0,3588400400.0,1810117100.0,4181678300.0
2085.0,4697476000.0,3164465200.0,1650756000.0,5798033400.0,4008314000.0,3426088400.0,1626330000.0,4038420000.0
2086.0,4613486600.0,3045151700.0,1542626600.0,5646288400.0,3869161700.0,3250603500.0,1506400800.0,3871050000.0
2087.0,4498287000.0,2918831900.0,1396051500.0,5542522400.0,3736906000.0,3116176600.0,1443618200.0,3766606800.0
2088.0,4399740400.0,2793820700.0,1320555800.0,5479369000.0,3625713000.0,2976565800.0,1387023400.0,3621024000.0
2089.0,4310057000.0,2658501600.0,1214275000.0,5486576600.0,3494517200.0,2864993300.0,1322570100.0,3474645500.0
2090.0,4170980000.0,2555435800.0,1111674800.0,5357749000.0,3336581000.0,2694303200.0,1242833800.0,3340763400.0
2091.0,4211656400.0,2365900800.0,1004133900.0,5506356700.0,3258528800.0,2563458600.0,1176475900.0,3163838000.0
2092.0,4009398000.0,2198298600.0,924819460.0,5198209500.0,3149859800.0,2469706200.0,1061383040.0,3046724400.0
2093.0,3875352000.0,2082280800.0,847458400.0,5147891000.0,3036176600.0,2332803000.0,982639700.0,2949858600.0
2094.0,3843774700.0,1964400900.0,785845440.0,5025681400.0,2936664600.0,2242322200.0,929914700.0,2786775300.0
2095.0,3674325200.0,1864924700.0,745685000.0,5309336000.0,2857000200.0,2149661000.0,882211500.0,2667858200.0
2096.0,3509021700.0,1752869100.0,719195900.0,5012219000.0,2718119400.0,2098306200.0,812644160.0,2589406700.0
2097.0,3342329000.0,1640698400.0,650067900.0,4907530000.0,2601438000.0,1955499400.0,780073660.0,2480680200.0
2098.0,3285980000.0,1590663200.0,600448450.0,4927607000.0,2638254000.0,1860321300.0,745339600.0,2290745600.0
2099.0,3171874300.0,1494723700.0,587530500.0,4806342000.0,2439025700.0,1718524300.0,713989760.0,2177641500.0
2100.0,3062541800.0,1421057500.0,590245300.0,5186771500.0,2427059500.0,1606884600.0,680495900.0,2030638100.0
