time,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR,UKESM1-0-LL
2040.0,50699020000.0,51140706000.0,50395010000.0,48132796000.0
2041.0,50648728000.0,51029615000.0,50237407000.0,47707460000.0
2042.0,50567844000.0,50981257000.0,50182386000.0,47411655000.0
2043.0,50521825000.0,50934624000.0,50193814000.0,46988620000.0
2044.0,50501830000.0,50893740000.0,50101207000.0,46547857000.0
2045.0,51296220000.0,50821680000.0,49961185000.0,46219485000.0
2046.0,50588266000.0,50846350000.0,49855975000.0,45930635000.0
2047.0,50268730000.0,50742366000.0,49705107000.0,45605474000.0
2048.0,50175664000.0,50704822000.0,49486053000.0,45320360000.0
2049.0,50153288000.0,50655953000.0,49309400000.0,45117395000.0
2050.0,49994960000.0,50617230000.0,49047765000.0,45413007000.0
2051.0,49908253000.0,50598070000.0,48909255000.0,44871315000.0
2052.0,49841156000.0,50536882000.0,48650863000.0,44463415000.0
2053.0,49752700000.0,50993033000.0,48514760000.0,44205634000.0
2054.0,49778480000.0,50719710000.0,48291983000.0,43840850000.0
2055.0,50472610000.0,50544560000.0,48062386000.0,43335590000.0
2056.0,49476297000.0,50474930000.0,47887950000.0,43613070000.0
2057.0,49364320000.0,50445650000.0,47946064000.0,43302920000.0
2058.0,49277760000.0,50397037000.0,47582740000.0,42660725000.0
2059.0,49145315000.0,50656563000.0,47506522000.0,42136280000.0
2060.0,49018958000.0,50347233000.0,47360315000.0,41769505000.0
2061.0,48825754000.0,50305090000.0,47599153000.0,41348813000.0
2062.0,48673420000.0,51299910000.0,47175110000.0,40971860000.0
2063.0,48496130000.0,50477584000.0,47177986000.0,40495640000.0
2064.0,48339810000.0,50245067000.0,46892212000.0,40157170000.0
2065.0,48172257000.0,50159956000.0,46699320000.0,39792546000.0
2066.0,47975264000.0,50149180000.0,46537060000.0,39510114000.0
2067.0,47875660000.0,50206360000.0,46297956000.0,39175942000.0
2068.0,47732437000.0,50034995000.0,46113550000.0,38784676000.0
2069.0,47613764000.0,49954240000.0,46005522000.0,38496522000.0
2070.0,47461528000.0,49930453000.0,45796418000.0,38321242000.0
2071.0,47345545000.0,49870430000.0,45682246000.0,38078132000.0
2072.0,47234064000.0,49813455000.0,45437600000.0,37901623000.0
2073.0,47046783000.0,49753166000.0,45385073000.0,37736880000.0
2074.0,47068900000.0,49849962000.0,45168943000.0,37457240000.0
2075.0,46860670000.0,49683145000.0,45006442000.0,37116813000.0
2076.0,46704447000.0,49674334000.0,44734304000.0,36851704000.0
2077.0,46548005000.0,49560343000.0,44465254000.0,36511080000.0
2078.0,46306935000.0,49488024000.0,44216857000.0,36276500000.0
2079.0,46183838000.0,49673097000.0,43914543000.0,35842670000.0
2080.0,46050510000.0,49445510000.0,43739853000.0,35522392000.0
2081.0,46141014000.0,49373405000.0,43563127000.0,35210125000.0
2082.0,45924336000.0,49584726000.0,43400348000.0,34937205000.0
2083.0,45699480000.0,49279885000.0,43276104000.0,34700095000.0
2084.0,45808180000.0,49232007000.0,43107980000.0,34458590000.0
2085.0,45678404000.0,49294533000.0,42913640000.0,34213270000.0
2086.0,45464556000.0,49121550000.0,42876314000.0,33996073000.0
2087.0,45454733000.0,49090920000.0,42880410000.0,33792289000.0
2088.0,45386150000.0,49241180000.0,42464567000.0,33516763000.0
2089.0,45205340000.0,49153073000.0,42311900000.0,33161710000.0
2090.0,45050077000.0,49018065000.0,42163876000.0,32866510000.0
2091.0,45041836000.0,48925794000.0,41915036000.0,32631470000.0
2092.0,44908900000.0,48920486000.0,41814938000.0,32365124000.0
2093.0,44755603000.0,48824910000.0,41771050000.0,32106373000.0
2094.0,45728190000.0,48750160000.0,41536737000.0,31833883000.0
2095.0,44614550000.0,49384366000.0,41524570000.0,31522451000.0
2096.0,44569063000.0,48725787000.0,41357440000.0,31626844000.0
2097.0,44361396000.0,48894210000.0,41397920000.0,30929107000.0
2098.0,44195942000.0,48985473000.0,41143222000.0,31371696000.0
2099.0,44042764000.0,48643047000.0,41067100000.0,30452450000.0
2100.0,43940225000.0,48627278000.0,40768606000.0,30119752000.0
