time,NORESM2-MM,CMCC-CM2-SR5,MPI-ESM1-2-HR,GFDL-ESM4,EC-EARTH3-VEG,CESM2-WACCM,INM-CM5-0,CESM2,EC-EARTH3,MRI-ESM2-0,FGOALS-F3-L,INM-CM4-8,BCC-CSM2-MR,CAMS-CSM1-0
2021.0,4256073000000.0,4291327700000.0,4257793700000.0,4248180600000.0,4274362800000.0,4274696200000.0,4268742400000.0,4286735000000.0,4276993400000.0,4302638200000.0,4275761300000.0,4244339000000.0,4259451800000.0,4269602000000.0
2022.0,4222937700000.0,4289937800000.0,4229452800000.0,4226484300000.0,4256538300000.0,4254461000000.0,4252903100000.0,4271373500000.0,4255484500000.0,4287396600000.0,4254636200000.0,4205033000000.0,4241733700000.0,4226996800000.0
2023.0,4187488300000.0,4270139600000.0,4187989700000.0,4216546100000.0,4219960000000.0,4218132400000.0,4233050500000.0,4245155700000.0,4202864600000.0,4269725000000.0,4218675500000.0,4186231300000.0,4200279600000.0,4204035300000.0
2024.0,4144520200000.0,4246927800000.0,4143525400000.0,4186857500000.0,4169550800000.0,4175349700000.0,4219810600000.0,4207359600000.0,4164698500000.0,4232714600000.0,4171256300000.0,4158517700000.0,4178363500000.0,4189227300000.0
2025.0,4133051200000.0,4228877000000.0,4119323700000.0,4141927000000.0,4132179800000.0,4150557400000.0,4200697400000.0,4176904200000.0,4107609000000.0,4230475200000.0,4144176600000.0,4115072500000.0,4162815500000.0,4170712400000.0
2026.0,4118061800000.0,4184036000000.0,4111975800000.0,4113336400000.0,4105052600000.0,4125053200000.0,4173743300000.0,4147211100000.0,4095083300000.0,4212930600000.0,4108289000000.0,4099090700000.0,4122605000000.0,4146804000000.0
2027.0,4114200400000.0,4148730000000.0,4084207500000.0,4070694500000.0,4080748700000.0,4074231800000.0,4159367000000.0,4097849200000.0,4062976700000.0,4208438500000.0,4066661000000.0,4067961900000.0,4085561000000.0,4105262000000.0
2028.0,4076088000000.0,4128250000000.0,4071727300000.0,4054922000000.0,4047453000000.0,4032577700000.0,4135155400000.0,4068732800000.0,4027024000000.0,4163061400000.0,4042048100000.0,4027104400000.0,4026617600000.0,4070922800000.0
2029.0,4062783200000.0,4097243600000.0,4049599700000.0,4025721800000.0,4009073000000.0,3993387000000.0,4096132600000.0,4023298800000.0,3993708000000.0,4124192500000.0,4001871200000.0,4001074000000.0,3947420200000.0,4060068700000.0
2030.0,4006931300000.0,4071854000000.0,4038006100000.0,4004792800000.0,3980219400000.0,3940742000000.0,4064461000000.0,3996474100000.0,3973686800000.0,4090032600000.0,3966730500000.0,3972369000000.0,3903850800000.0,4040398700000.0
2031.0,3961115400000.0,4057553200000.0,4023052000000.0,3975154800000.0,3955963200000.0,3915942000000.0,4021786800000.0,3955674800000.0,3941758100000.0,4063994000000.0,3913481000000.0,3938198700000.0,3859166000000.0,4006544000000.0
2032.0,3929217000000.0,4039131500000.0,4015120700000.0,3952350300000.0,3935676700000.0,3904594000000.0,3981837900000.0,3916636000000.0,3936175000000.0,4051440800000.0,3873889000000.0,3900959600000.0,3802116000000.0,3965806700000.0
2033.0,3902734300000.0,3988919400000.0,3995425300000.0,3924869800000.0,3921785400000.0,3849556300000.0,3954776700000.0,3893542500000.0,3911597200000.0,4038398000000.0,3843010900000.0,3863462500000.0,3785497200000.0,3931055600000.0
2034.0,3858185300000.0,3955703000000.0,3968554500000.0,3906991300000.0,3887517000000.0,3812919300000.0,3934119500000.0,3858239000000.0,3882096800000.0,4024676000000.0,3799910200000.0,3839176000000.0,3762760200000.0,3915327500000.0
2035.0,3824895000000.0,3929843200000.0,3941902600000.0,3888426000000.0,3833445200000.0,3763735000000.0,3920478900000.0,3817627000000.0,3866284800000.0,4012002000000.0,3759777300000.0,3822075500000.0,3729431000000.0,3890605700000.0
2036.0,3817828300000.0,3876613300000.0,3929855200000.0,3858825200000.0,3793300500000.0,3693910400000.0,3893831000000.0,3766711200000.0,3839159000000.0,3994045000000.0,3704397500000.0,3806177300000.0,3706013600000.0,3869259900000.0
2037.0,3797885000000.0,3835286500000.0,3905148700000.0,3821737000000.0,3769890500000.0,3656774600000.0,3876772400000.0,3735771200000.0,3792491200000.0,3971605300000.0,3662569000000.0,3781867600000.0,3670651700000.0,3845102000000.0
2038.0,3752299000000.0,3790130600000.0,3893711900000.0,3806868300000.0,3743371800000.0,3647248300000.0,3850955000000.0,3720066400000.0,3760527200000.0,3926882000000.0,3620260800000.0,3753116200000.0,3634369700000.0,3812119800000.0
2039.0,3709004000000.0,3771744400000.0,3883631000000.0,3790499700000.0,3726688600000.0,3596365000000.0,3847127600000.0,3676562000000.0,3734705800000.0,3900065700000.0,3605933000000.0,3726242200000.0,3588611000000.0,3776840200000.0
2040.0,3692756000000.0,3778843200000.0,3881860600000.0,3760084500000.0,3688024500000.0,3562335000000.0,3823841600000.0,3650580400000.0,3715259000000.0,3876624000000.0,3562424200000.0,3712537000000.0,3535802000000.0,3751603600000.0
2041.0,3677378300000.0,3768273600000.0,3855282600000.0,3760286000000.0,3643153300000.0,3516662800000.0,3788240000000.0,3617936400000.0,3681471000000.0,3855079700000.0,3516950600000.0,3692431700000.0,3493224000000.0,3720503600000.0
2042.0,3656820500000.0,3746816900000.0,3842699200000.0,3738616700000.0,3616971000000.0,3492084000000.0,3774811700000.0,3564266800000.0,3638234700000.0,3844292000000.0,3491053000000.0,3660235700000.0,3471788000000.0,3688130700000.0
2043.0,3623831200000.0,3726889500000.0,3806119600000.0,3713472700000.0,3587089000000.0,3489412200000.0,3744221000000.0,3548523800000.0,3602643200000.0,3829650000000.0,3465322400000.0,3634369400000.0,3449953500000.0,3656608400000.0
2044.0,3605417200000.0,3694812000000.0,3770768000000.0,3687647300000.0,3552548200000.0,3473497700000.0,3722646400000.0,3505810300000.0,3571209000000.0,3798737400000.0,3433230000000.0,3607780400000.0,3416161800000.0,3636997700000.0
2045.0,3575157000000.0,3645305500000.0,3743533000000.0,3656692000000.0,3523284300000.0,3426793000000.0,3710944000000.0,3477521800000.0,3533604400000.0,3764605700000.0,3396938200000.0,3583008800000.0,3394855000000.0,3619078500000.0
2046.0,3553298500000.0,3623377400000.0,3712636400000.0,3644460600000.0,3484833300000.0,3392775700000.0,3694598600000.0,3466318600000.0,3502811400000.0,3735511000000.0,3377037800000.0,3536222700000.0,3357172600000.0,3602121200000.0
2047.0,3515454300000.0,3620385000000.0,3685296600000.0,3622461800000.0,3455326000000.0,3335417800000.0,3671911800000.0,3431521800000.0,3461434300000.0,3716725300000.0,3340826300000.0,3502220200000.0,3301160500000.0,3580916700000.0
2048.0,3487490600000.0,3596089800000.0,3647321000000.0,3608112800000.0,3430653600000.0,3298078800000.0,3640730800000.0,3389636700000.0,3435102200000.0,3686026000000.0,3321275000000.0,3479465600000.0,3259923700000.0,3530185500000.0
2049.0,3471647000000.0,3560181600000.0,3608567600000.0,3568494400000.0,3396409800000.0,3248610600000.0,3609849200000.0,3369749700000.0,3408014300000.0,3658776000000.0,3284455700000.0,3467321000000.0,3237044800000.0,3514070000000.0
2050.0,3451778800000.0,3530198400000.0,3587905400000.0,3534461600000.0,3366654600000.0,3193389700000.0,3597368600000.0,3340780000000.0,3368907000000.0,3628989700000.0,3237102700000.0,3439074200000.0,3209629800000.0,3491360400000.0
2051.0,3438628300000.0,3513461000000.0,3564054200000.0,3514955500000.0,3335146700000.0,3160532600000.0,3583835600000.0,3285750400000.0,3337802700000.0,3601959200000.0,3213104000000.0,3430803600000.0,3173819600000.0,3475804500000.0
2052.0,3411262000000.0,3495473400000.0,3525401400000.0,3501554100000.0,3312889400000.0,3130961000000.0,3557227000000.0,3250696200000.0,3293240000000.0,3564870600000.0,3175164100000.0,3420833700000.0,3148333000000.0,3452428400000.0
2053.0,3364081000000.0,3474081700000.0,3504097000000.0,3480637000000.0,3278182300000.0,3095875300000.0,3541539200000.0,3182028400000.0,3269978800000.0,3523878000000.0,3117829300000.0,3394547500000.0,3118209200000.0,3414503000000.0
2054.0,3329986100000.0,3443585200000.0,3498373800000.0,3449866700000.0,3239717600000.0,3071653400000.0,3528952000000.0,3122032500000.0,3232931500000.0,3517178000000.0,3080341000000.0,3344760300000.0,3098631700000.0,3398101600000.0
2055.0,3313243500000.0,3417451500000.0,3488474200000.0,3420625600000.0,3223102700000.0,3038939400000.0,3498940600000.0,3061764000000.0,3199949300000.0,3504416200000.0,3043678500000.0,3328458600000.0,3076259300000.0,3378843500000.0
2056.0,3299588400000.0,3401994200000.0,3472282000000.0,3397746400000.0,3193964600000.0,2994645800000.0,3479079200000.0,3020597800000.0,3173890400000.0,3473727800000.0,3008504300000.0,3315763200000.0,3052101200000.0,3362856400000.0
2057.0,3286069700000.0,3377370000000.0,3427909200000.0,3378289800000.0,3169965600000.0,2926562800000.0,3453415000000.0,2988498000000.0,3149839000000.0,3444548800000.0,2984422100000.0,3286275500000.0,3013455000000.0,3336700200000.0
2058.0,3260522400000.0,3327328500000.0,3393102500000.0,3353821000000.0,3137194700000.0,2890922200000.0,3433267500000.0,2955773200000.0,3143469400000.0,3409936600000.0,2934698100000.0,3254159400000.0,2971539000000.0,3305953800000.0
2059.0,3234295700000.0,3302413800000.0,3364617700000.0,3332132000000.0,3089624700000.0,2870162500000.0,3408898000000.0,2917409200000.0,3128132400000.0,3365589700000.0,2894216300000.0,3244732700000.0,2941841600000.0,3285401000000.0
2060.0,3207888400000.0,3278745400000.0,3336847800000.0,3307493400000.0,3069214000000.0,2827762300000.0,3391458400000.0,2893992700000.0,3094556000000.0,3338445800000.0,2856137300000.0,3212394600000.0,2907668500000.0,3253826700000.0
2061.0,3158138400000.0,3280192000000.0,3324496300000.0,3293217800000.0,3040188000000.0,2776377600000.0,3372203000000.0,2842021900000.0,3053077400000.0,3324480000000.0,2819273000000.0,3196849500000.0,2867130300000.0,3220230400000.0
2062.0,3119007700000.0,3265278800000.0,3310530000000.0,3276801600000.0,3010557000000.0,2728971700000.0,3337668300000.0,2799059300000.0,3005584800000.0,3309628800000.0,2801557300000.0,3172796200000.0,2844220000000.0,3196422500000.0
2063.0,3095320300000.0,3258101500000.0,3291092600000.0,3257147900000.0,2970302800000.0,2700034000000.0,3317115000000.0,2759364000000.0,2981165500000.0,3277834200000.0,2781270500000.0,3147785800000.0,2806094000000.0,3155581500000.0
2064.0,3068003600000.0,3244626000000.0,3269930300000.0,3232184100000.0,2923671000000.0,2660485800000.0,3307253000000.0,2735484000000.0,2956135800000.0,3229520500000.0,2753541200000.0,3140498200000.0,2778807100000.0,3130869200000.0
2065.0,3070667800000.0,3228446500000.0,3240350000000.0,3206244000000.0,2885519400000.0,2633417600000.0,3288872000000.0,2706253800000.0,2913523200000.0,3224932700000.0,2716533300000.0,3120766600000.0,2762967600000.0,3114560000000.0
2066.0,3065931600000.0,3189129000000.0,3200903000000.0,3198797700000.0,2862031000000.0,2598760300000.0,3259248700000.0,2663941700000.0,2889827000000.0,3191734000000.0,2697785200000.0,3102938200000.0,2747255500000.0,3076382000000.0
2067.0,3058728400000.0,3174410200000.0,3182807200000.0,3180500400000.0,2850176000000.0,2581386200000.0,3245222700000.0,2629339200000.0,2857135800000.0,3189058600000.0,2663433600000.0,3075805300000.0,2724830400000.0,3055375400000.0
2068.0,3055297500000.0,3162975500000.0,3168359700000.0,3155477700000.0,2825047500000.0,2547139000000.0,3222786300000.0,2595518700000.0,2832083700000.0,3166999200000.0,2630390000000.0,3044271700000.0,2708604000000.0,3044827500000.0
2069.0,3055930600000.0,3138681800000.0,3148206000000.0,3127396500000.0,2777145700000.0,2510501200000.0,3203708200000.0,2575818000000.0,2800869000000.0,3150084000000.0,2610172300000.0,3024243000000.0,2675190500000.0,3037978700000.0
2070.0,3008298200000.0,3116024000000.0,3121096400000.0,3104693600000.0,2746229000000.0,2493249700000.0,3181595000000.0,2552407300000.0,2778001600000.0,3120422500000.0,2577981500000.0,3000548200000.0,2648240300000.0,3016330300000.0
2071.0,2986729500000.0,3075281000000.0,3118794500000.0,3081986600000.0,2723032300000.0,2466331200000.0,3152830800000.0,2522761400000.0,2751469000000.0,3092596400000.0,2560362800000.0,2985274400000.0,2636617600000.0,2985304300000.0
2072.0,2967415000000.0,3052454000000.0,3083462200000.0,3075517700000.0,2697314700000.0,2426800700000.0,3139857300000.0,2508104000000.0,2723415300000.0,3062278400000.0,2549697700000.0,2964267700000.0,2624429000000.0,2973600300000.0
2073.0,2921891600000.0,3032627800000.0,3050185000000.0,3050321000000.0,2677601000000.0,2401772200000.0,3117027400000.0,2473932400000.0,2694271500000.0,3037887500000.0,2534023600000.0,2943638800000.0,2598910300000.0,2936622000000.0
2074.0,2880304600000.0,3014459400000.0,3025479100000.0,3038638800000.0,2653049600000.0,2374891700000.0,3102443000000.0,2457381000000.0,2657320000000.0,3019407400000.0,2506186800000.0,2919594500000.0,2570714600000.0,2929083000000.0
2075.0,2865792300000.0,2990363400000.0,2998697000000.0,3026396600000.0,2620004800000.0,2325395300000.0,3092013600000.0,2418541900000.0,2602952000000.0,2990950000000.0,2496873600000.0,2897840700000.0,2534244000000.0,2917480300000.0
2076.0,2847539000000.0,2972860800000.0,2975453200000.0,2994718000000.0,2588671200000.0,2281043000000.0,3074339000000.0,2376665100000.0,2581255200000.0,2941616000000.0,2475971600000.0,2876458000000.0,2514877400000.0,2898646800000.0
2077.0,2822991200000.0,2951288700000.0,2959882800000.0,2969792700000.0,2568205400000.0,2253853000000.0,3057643000000.0,2335348400000.0,2552703700000.0,2899169800000.0,2454938500000.0,2851898700000.0,2499535700000.0,2877789000000.0
2078.0,2791648800000.0,2933767800000.0,2951884600000.0,2933018600000.0,2548079500000.0,2240376500000.0,3033773400000.0,2299484200000.0,2510323200000.0,2873264700000.0,2428305700000.0,2841630000000.0,2479304500000.0,2865708700000.0
2079.0,2763830900000.0,2907520000000.0,2920796400000.0,2910781200000.0,2519745400000.0,2208574500000.0,3007446500000.0,2263824000000.0,2490964000000.0,2861660400000.0,2403785000000.0,2830682300000.0,2458373300000.0,2849595200000.0
2080.0,2743674900000.0,2898922300000.0,2902935000000.0,2901367600000.0,2492691400000.0,2161884100000.0,2988176600000.0,2249518000000.0,2466906600000.0,2833786300000.0,2370580000000.0,2822667200000.0,2437563000000.0,2833408300000.0
2081.0,2698415200000.0,2844734500000.0,2882087700000.0,2887441700000.0,2459543500000.0,2121818700000.0,2968073000000.0,2213652500000.0,2440337800000.0,2802767600000.0,2347055000000.0,2816686000000.0,2410689900000.0,2820627200000.0
2082.0,2697749900000.0,2801466600000.0,2848198200000.0,2860347000000.0,2434415200000.0,2083586400000.0,2955982400000.0,2186823200000.0,2408901800000.0,2766170500000.0,2321398400000.0,2792410300000.0,2389611400000.0,2805846000000.0
2083.0,2684089800000.0,2772548200000.0,2839591300000.0,2834318000000.0,2402627000000.0,2056670400000.0,2933570400000.0,2152811600000.0,2388725300000.0,2739680300000.0,2272870300000.0,2788274000000.0,2367161000000.0,2784986400000.0
2084.0,2666917000000.0,2761296200000.0,2823529000000.0,2813343800000.0,2367104200000.0,2023089100000.0,2902349000000.0,2112708500000.0,2364652400000.0,2723870400000.0,2248859500000.0,2775582800000.0,2357055700000.0,2780452600000.0
2085.0,2632254000000.0,2738255300000.0,2814205000000.0,2812842300000.0,2337304700000.0,1989416800000.0,2877926000000.0,2077465100000.0,2352151800000.0,2698323200000.0,2234195600000.0,2757551200000.0,2339526700000.0,2766424000000.0
2086.0,2607216000000.0,2731670000000.0,2799541700000.0,2797760200000.0,2311899800000.0,1949273700000.0,2866454200000.0,2048011000000.0,2329975500000.0,2667875400000.0,2210696800000.0,2723365800000.0,2336686600000.0,2759860400000.0
2087.0,2576362000000.0,2723322500000.0,2791614000000.0,2771447700000.0,2283068500000.0,1910849000000.0,2846140400000.0,2012703500000.0,2307567600000.0,2634755900000.0,2197986500000.0,2705520300000.0,2315728700000.0,2753848000000.0
2088.0,2554203500000.0,2699676400000.0,2774650800000.0,2754812000000.0,2256703000000.0,1884058600000.0,2811702000000.0,1978547200000.0,2297348800000.0,2604036800000.0,2179405300000.0,2702256600000.0,2287006400000.0,2731067600000.0
2089.0,2539306600000.0,2693708600000.0,2753295300000.0,2737792400000.0,2237761000000.0,1856334000000.0,2787556000000.0,1952575800000.0,2282287300000.0,2591833700000.0,2160720000000.0,2686524300000.0,2271699500000.0,2711853200000.0
2090.0,2520626000000.0,2677373000000.0,2740356600000.0,2735528200000.0,2213985000000.0,1833580100000.0,2766754000000.0,1929509300000.0,2261892500000.0,2563540000000.0,2140717000000.0,2680009300000.0,2253260000000.0,2707001400000.0
2091.0,2506653400000.0,2638389200000.0,2724135700000.0,2708228300000.0,2196957300000.0,1814877300000.0,2747310000000.0,1911721400000.0,2240549500000.0,2542211400000.0,2116593900000.0,2669588000000.0,2245237000000.0,2689360700000.0
2092.0,2486983000000.0,2602771400000.0,2706188500000.0,2686520000000.0,2166613200000.0,1780002500000.0,2737093200000.0,1883740700000.0,2198993500000.0,2511856200000.0,2084264600000.0,2653859300000.0,2235539400000.0,2678776100000.0
2093.0,2468064800000.0,2576809700000.0,2689952600000.0,2671914800000.0,2148802500000.0,1746821200000.0,2724484000000.0,1858543600000.0,2169222600000.0,2486657400000.0,2057546500000.0,2642371000000.0,2217499400000.0,2664667300000.0
2094.0,2457860600000.0,2554895300000.0,2681884000000.0,2639805300000.0,2123192600000.0,1716634600000.0,2708292000000.0,1833711000000.0,2136595100000.0,2456485000000.0,2043362100000.0,2630086000000.0,2185243400000.0,2648251300000.0
2095.0,2451666000000.0,2538887000000.0,2665943400000.0,2624826400000.0,2099342100000.0,1696886300000.0,2694401200000.0,1787382100000.0,2111861600000.0,2435099400000.0,2002605700000.0,2604285600000.0,2164024700000.0,2641714500000.0
2096.0,2424656600000.0,2521350800000.0,2644910000000.0,2615041300000.0,2074618000000.0,1657165300000.0,2683425800000.0,1757777900000.0,2081215600000.0,2431231200000.0,1979840600000.0,2586528400000.0,2144964200000.0,2625012200000.0
2097.0,2397054700000.0,2498748200000.0,2644262800000.0,2610386200000.0,2052130500000.0,1623904400000.0,2669148400000.0,1716470000000.0,2053253900000.0,2408539200000.0,1956889100000.0,2573729800000.0,2126085500000.0,2606009200000.0
2098.0,2390412500000.0,2479172000000.0,2619185600000.0,2589479000000.0,2021377200000.0,1603625400000.0,2661355000000.0,1680191500000.0,2039607100000.0,2394202600000.0,1933277100000.0,2573741600000.0,2101897600000.0,2589498500000.0
2099.0,2376846500000.0,2458454300000.0,2599763600000.0,2560780000000.0,2004587000000.0,1580491500000.0,2656303600000.0,1666381600000.0,2016201700000.0,2373641800000.0,1913348600000.0,2557332000000.0,2091617400000.0,2571344500000.0
2100.0,2318393100000.0,2444918000000.0,2576691200000.0,2537123200000.0,1978370500000.0,1542496700000.0,2641932600000.0,1649732000000.0,1990220200000.0,2351450800000.0,1890446100000.0,2537658500000.0,2074902100000.0,2542939700000.0
