time,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM5-0,IPSL-CM6A-LR,CMCC-CM2-SR5,CESM2-WACCM,TAIESM1,GFDL-ESM4,EC-EARTH3-VEG,CESM2,ACCESS-CM2,FGOALS-F3-L,NORESM2-MM,BCC-CSM2-MR,INM-CM4-8,EC-EARTH3,ACCESS-ESM1-5,CANESM5,CAMS-CSM1-0
2026.0,2648742800000.0,2666313500000.0,2712868500000.0,2702003400000.0,2698934200000.0,2647560800000.0,2687294800000.0,2696903100000.0,2703245000000.0,2656952400000.0,2722874800000.0,2721615700000.0,2710899800000.0,2681049400000.0,2697876700000.0,2588687000000.0,2656876000000.0,2574281300000.0,2741411300000.0
2027.0,2620078000000.0,2631980800000.0,2695835700000.0,2683407000000.0,2699120600000.0,2633215000000.0,2675426500000.0,2687379000000.0,2663537000000.0,2637527500000.0,2709944800000.0,2699142400000.0,2695635100000.0,2669685000000.0,2692384300000.0,2560268200000.0,2637966300000.0,2573846200000.0,2717405200000.0
2028.0,2600252000000.0,2604032000000.0,2665070500000.0,2667515500000.0,2665542000000.0,2610193800000.0,2653081800000.0,2673707600000.0,2649664000000.0,2624648000000.0,2710185200000.0,2692592700000.0,2678968300000.0,2640096300000.0,2677069600000.0,2532583100000.0,2607691300000.0,2538049400000.0,2705960700000.0
2029.0,2580398500000.0,2586403400000.0,2643292300000.0,2640321000000.0,2647996200000.0,2602767700000.0,2646617000000.0,2672021500000.0,2617588000000.0,2610000600000.0,2688411500000.0,2677716300000.0,2660331200000.0,2626416500000.0,2672802100000.0,2492369700000.0,2586942400000.0,2504019100000.0,2683597500000.0
2030.0,2559008000000.0,2572981400000.0,2614918600000.0,2626022500000.0,2642118000000.0,2568967000000.0,2604825600000.0,2641957200000.0,2600922300000.0,2602287000000.0,2669891000000.0,2649893400000.0,2635946000000.0,2590038800000.0,2656304600000.0,2439670000000.0,2577063200000.0,2462030500000.0,2657947200000.0
2031.0,2562610400000.0,2549599200000.0,2573233300000.0,2612130200000.0,2632211800000.0,2558384000000.0,2570257200000.0,2631213500000.0,2559586000000.0,2569141500000.0,2655495400000.0,2643677400000.0,2602446400000.0,2582193000000.0,2647290800000.0,2389982600000.0,2562166400000.0,2417428300000.0,2661874100000.0
2032.0,2543117700000.0,2534683000000.0,2535368400000.0,2591479600000.0,2620570200000.0,2539425400000.0,2531376800000.0,2614234700000.0,2556569800000.0,2541134500000.0,2637791000000.0,2634138300000.0,2590538000000.0,2560965200000.0,2643290800000.0,2347591800000.0,2538597800000.0,2384731800000.0,2642417000000.0
2033.0,2522871000000.0,2501727200000.0,2503463400000.0,2572909300000.0,2605198600000.0,2504947000000.0,2492053000000.0,2595933000000.0,2536492000000.0,2523328200000.0,2618122000000.0,2618602000000.0,2574597200000.0,2530830700000.0,2634404300000.0,2322849600000.0,2510248700000.0,2341561200000.0,2620494200000.0
2034.0,2502731200000.0,2470729000000.0,2482994700000.0,2542649200000.0,2582447000000.0,2480299300000.0,2471383800000.0,2588775800000.0,2518424200000.0,2480146200000.0,2609541500000.0,2588331700000.0,2539634300000.0,2502386500000.0,2612361000000.0,2284092700000.0,2477277600000.0,2320909000000.0,2598663400000.0
2035.0,2489886000000.0,2447298500000.0,2464735000000.0,2516069400000.0,2567825800000.0,2483555400000.0,2461289700000.0,2568226900000.0,2492591800000.0,2461818200000.0,2579331000000.0,2559657600000.0,2520025000000.0,2481953700000.0,2609210700000.0,2229739000000.0,2439057200000.0,2257941700000.0,2586365100000.0
2036.0,2474631200000.0,2420068800000.0,2427622000000.0,2503425700000.0,2533065500000.0,2478525000000.0,2420421700000.0,2545735200000.0,2478124000000.0,2443567700000.0,2546892500000.0,2520715000000.0,2504570000000.0,2453286700000.0,2599080400000.0,2183629800000.0,2412051200000.0,2217686000000.0,2575225600000.0
2037.0,2458164400000.0,2393945400000.0,2400190200000.0,2490374600000.0,2501432800000.0,2457766500000.0,2375489200000.0,2529484900000.0,2449566900000.0,2409450400000.0,2526703000000.0,2484425700000.0,2466319000000.0,2431473200000.0,2591147200000.0,2145672900000.0,2378082500000.0,2177580800000.0,2587131600000.0
2038.0,2428216500000.0,2350713700000.0,2378513500000.0,2474200000000.0,2476920500000.0,2434415700000.0,2327799700000.0,2522564000000.0,2424059200000.0,2380629500000.0,2515766000000.0,2462588000000.0,2451052000000.0,2419314000000.0,2580096700000.0,2093361800000.0,2353582300000.0,2143256000000.0,2570157000000.0
2039.0,2413981300000.0,2308970600000.0,2350141100000.0,2447950700000.0,2456310000000.0,2405569700000.0,2289409000000.0,2492053000000.0,2397003600000.0,2365210000000.0,2489134600000.0,2452019200000.0,2425026200000.0,2380698500000.0,2556154300000.0,2049960700000.0,2348023000000.0,2082367700000.0,2544351300000.0
2040.0,2383340600000.0,2291942600000.0,2325529500000.0,2422975200000.0,2422426300000.0,2370470700000.0,2253492600000.0,2476648200000.0,2335911400000.0,2339250000000.0,2448944000000.0,2429934600000.0,2402248300000.0,2340898200000.0,2533880800000.0,1994633800000.0,2323459900000.0,2089100400000.0,2535422700000.0
2041.0,2351923200000.0,2256200800000.0,2292118200000.0,2386553200000.0,2394563000000.0,2325449800000.0,2233728800000.0,2453402600000.0,2309255000000.0,2308146500000.0,2428328500000.0,2418618400000.0,2386802000000.0,2321147500000.0,2508054300000.0,1959703600000.0,2304594100000.0,2057307400000.0,2524895800000.0
2042.0,2338436200000.0,2224458800000.0,2266384600000.0,2358659500000.0,2364918500000.0,2305617300000.0,2220237800000.0,2432425800000.0,2267252500000.0,2280765500000.0,2396795700000.0,2406502000000.0,2371609400000.0,2281884400000.0,2481899700000.0,1929100000000.0,2288527600000.0,2012627900000.0,2515820300000.0
2043.0,2319064200000.0,2195678300000.0,2234322000000.0,2331010100000.0,2365049300000.0,2270862200000.0,2188411500000.0,2403805400000.0,2227334000000.0,2247736200000.0,2366133200000.0,2378573800000.0,2345204200000.0,2243238600000.0,2460858700000.0,1869066900000.0,2251862600000.0,1965378900000.0,2486211700000.0
2044.0,2297312300000.0,2164233300000.0,2205396800000.0,2310833000000.0,2358885500000.0,2238590200000.0,2145340500000.0,2376280800000.0,2204388300000.0,2198849200000.0,2335245900000.0,2355926100000.0,2321327300000.0,2203869500000.0,2446080300000.0,1820809900000.0,2232036400000.0,1936390900000.0,2469007700000.0
2045.0,2272488800000.0,2126369300000.0,2182981000000.0,2282229000000.0,2327993600000.0,2205610000000.0,2107753400000.0,2365319300000.0,2172584000000.0,2179175000000.0,2305232500000.0,2320138800000.0,2296011600000.0,2165034000000.0,2435557400000.0,1777947800000.0,2207207000000.0,1941390200000.0,2440685700000.0
2046.0,2248042300000.0,2088313400000.0,2171545200000.0,2259992700000.0,2286038500000.0,2179710200000.0,2077378900000.0,2345549400000.0,2114572300000.0,2158746500000.0,2277903200000.0,2287183300000.0,2275571000000.0,2142445100000.0,2431824700000.0,1748500100000.0,2181296000000.0,1924726100000.0,2418530600000.0
2047.0,2221911800000.0,2052139500000.0,2146075500000.0,2232003300000.0,2253815300000.0,2145456200000.0,2035062300000.0,2323640200000.0,2069231200000.0,2132431200000.0,2223996700000.0,2264338800000.0,2248744000000.0,2092669600000.0,2406701300000.0,1706041800000.0,2161248700000.0,1870911900000.0,2405243800000.0
2048.0,2191682700000.0,2017125600000.0,2121650400000.0,2201080600000.0,2229614700000.0,2121884800000.0,1991476000000.0,2309837000000.0,2032167700000.0,2104708600000.0,2188475100000.0,2226998700000.0,2215999400000.0,2046601900000.0,2385692300000.0,1675524600000.0,2117041900000.0,1839164200000.0,2386785700000.0
2049.0,2164629800000.0,1977365300000.0,2099624800000.0,2174770900000.0,2187382600000.0,2096834500000.0,1959492200000.0,2295563800000.0,1985756700000.0,2048758600000.0,2163448100000.0,2200032500000.0,2194591200000.0,2008815000000.0,2384307200000.0,1634755800000.0,2079829100000.0,1792047000000.0,2361859500000.0
2050.0,2133450300000.0,1947015300000.0,2081041400000.0,2143442200000.0,2178573400000.0,2074135600000.0,1938118800000.0,2270555000000.0,1944267100000.0,2024976200000.0,2137168400000.0,2169367800000.0,2167155000000.0,1971216000000.0,2360249400000.0,1588233500000.0,2053686600000.0,1762127100000.0,2342358400000.0
2051.0,2099292400000.0,1915700000000.0,2052281200000.0,2102334500000.0,2139124700000.0,2041356700000.0,1899751800000.0,2243100100000.0,1902398900000.0,1986409700000.0,2090734800000.0,2130126300000.0,2133818000000.0,1929350500000.0,2335232500000.0,1555045700000.0,2017620100000.0,1726934400000.0,2312348000000.0
2052.0,2069619400000.0,1886972300000.0,2012958800000.0,2072153400000.0,2105795500000.0,1998432100000.0,1861226700000.0,2214750300000.0,1840489400000.0,1937293400000.0,2055308200000.0,2078946800000.0,2095786800000.0,1883527600000.0,2311585000000.0,1507915300000.0,1989338100000.0,1690962100000.0,2293873200000.0
2053.0,2033630300000.0,1838200800000.0,1987399000000.0,2037044200000.0,2061072600000.0,1953309000000.0,1830810600000.0,2184669200000.0,1785887600000.0,1906711100000.0,2040135000000.0,2053858100000.0,2086191500000.0,1839230600000.0,2291033000000.0,1474396200000.0,1958367300000.0,1653900400000.0,2272257600000.0
2054.0,2004812800000.0,1817482900000.0,1972537900000.0,1998468800000.0,2018217200000.0,1930176500000.0,1786479800000.0,2167848800000.0,1738089700000.0,1871857000000.0,2009919700000.0,2040394700000.0,2063798100000.0,1791862000000.0,2280172000000.0,1435187800000.0,1932518800000.0,1601436300000.0,2256806300000.0
2055.0,1984910700000.0,1776698500000.0,1951733100000.0,1962748500000.0,1978812500000.0,1896081400000.0,1753884400000.0,2138545700000.0,1691365900000.0,1848198700000.0,1974826300000.0,1997052400000.0,2029525800000.0,1748449000000.0,2265659500000.0,1386229000000.0,1907582200000.0,1557914300000.0,2236581700000.0
2056.0,1946327200000.0,1745432900000.0,1925126400000.0,1926928900000.0,1956283700000.0,1853689400000.0,1733778000000.0,2115839000000.0,1649503900000.0,1817132000000.0,1939310400000.0,1971646000000.0,1993601800000.0,1694643800000.0,2242151000000.0,1343292700000.0,1887853500000.0,1516482200000.0,2204215800000.0
2057.0,1915449600000.0,1720844400000.0,1902740400000.0,1896745500000.0,1921407400000.0,1844847700000.0,1682171500000.0,2092472900000.0,1592691500000.0,1779837600000.0,1916622500000.0,1934851800000.0,1963657900000.0,1646429900000.0,2219030600000.0,1316757400000.0,1856060000000.0,1480550000000.0,2187031300000.0
2058.0,1893321100000.0,1688292200000.0,1878379600000.0,1854298400000.0,1871837100000.0,1812851300000.0,1637358900000.0,2073232000000.0,1545662200000.0,1735053500000.0,1889908200000.0,1900788000000.0,1926877800000.0,1599408600000.0,2189757300000.0,1276716500000.0,1827117600000.0,1452097400000.0,2147503700000.0
2059.0,1875034000000.0,1655840700000.0,1849659600000.0,1810070200000.0,1833812400000.0,1773514700000.0,1591827800000.0,2025526500000.0,1510962000000.0,1688425500000.0,1859923900000.0,1871134000000.0,1897376800000.0,1541227800000.0,2172599900000.0,1245531700000.0,1788288000000.0,1417146700000.0,2122405600000.0
2060.0,1856502400000.0,1624881800000.0,1819799700000.0,1766826000000.0,1794940600000.0,1742085200000.0,1548153100000.0,1985680500000.0,1463312800000.0,1646247400000.0,1834510700000.0,1842937900000.0,1872787800000.0,1496256200000.0,2146087000000.0,1205846100000.0,1770775600000.0,1384617300000.0,2096082800000.0
2061.0,1836467400000.0,1594110500000.0,1804380400000.0,1742837300000.0,1762780500000.0,1709019000000.0,1508561300000.0,1944312200000.0,1417662300000.0,1627871200000.0,1802948000000.0,1815780700000.0,1845068800000.0,1445568200000.0,2115288000000.0,1164717300000.0,1737582700000.0,1355689600000.0,2069451800000.0
2062.0,1804607400000.0,1558566700000.0,1777731000000.0,1707924000000.0,1727309000000.0,1686389000000.0,1474536000000.0,1920431700000.0,1375265600000.0,1600881000000.0,1770025400000.0,1779044200000.0,1814477000000.0,1396196400000.0,2102988100000.0,1118385100000.0,1699898600000.0,1319317500000.0,2042537200000.0
2063.0,1772647600000.0,1525574500000.0,1745015900000.0,1675573300000.0,1692199000000.0,1665773700000.0,1441321000000.0,1900972300000.0,1337236300000.0,1577180900000.0,1737867400000.0,1764337500000.0,1776557200000.0,1349507700000.0,2074565700000.0,1077851060000.0,1673514600000.0,1298251500000.0,2016553700000.0
2064.0,1745259600000.0,1481030400000.0,1722357400000.0,1645100700000.0,1652672200000.0,1631648200000.0,1396169000000.0,1871216500000.0,1303179400000.0,1535647200000.0,1715026000000.0,1739041900000.0,1747034200000.0,1305927000000.0,2053343000000.0,1046123840000.0,1645022000000.0,1261011700000.0,1981016200000.0
2065.0,1707203500000.0,1459378600000.0,1684849000000.0,1610043400000.0,1609927800000.0,1602971100000.0,1348919200000.0,1849356300000.0,1255740700000.0,1490414700000.0,1677577200000.0,1712913300000.0,1716931800000.0,1264270600000.0,2032141200000.0,1007092400000.0,1615096200000.0,1228911300000.0,1965375600000.0
2066.0,1691733900000.0,1437828000000.0,1657639800000.0,1572771000000.0,1565541800000.0,1578165100000.0,1314207400000.0,1824947000000.0,1211589500000.0,1459749400000.0,1639456800000.0,1685863000000.0,1693259900000.0,1221987400000.0,2010165800000.0,971226600000.0,1583178600000.0,1183069100000.0,1938531800000.0
2067.0,1665512200000.0,1409663900000.0,1631080700000.0,1546357600000.0,1523598800000.0,1548222600000.0,1277965200000.0,1799166900000.0,1180513900000.0,1425708300000.0,1610239600000.0,1647284800000.0,1658935600000.0,1170083500000.0,1981476500000.0,934214240000.0,1539895300000.0,1155095500000.0,1902681700000.0
2068.0,1639441600000.0,1376398500000.0,1604402700000.0,1515274600000.0,1490017000000.0,1506188500000.0,1232548900000.0,1761956200000.0,1135366800000.0,1391560800000.0,1565754800000.0,1595369700000.0,1631964900000.0,1126100400000.0,1961739400000.0,911188750000.0,1507038500000.0,1129911000000.0,1873497400000.0
2069.0,1624185400000.0,1356052600000.0,1583578700000.0,1485378600000.0,1462159400000.0,1481463000000.0,1201008400000.0,1725408900000.0,1103173100000.0,1355691900000.0,1540162200000.0,1569479500000.0,1591941500000.0,1085801700000.0,1935663700000.0,874986700000.0,1472812200000.0,1097401700000.0,1847927000000.0
2070.0,1601043600000.0,1334919300000.0,1554363600000.0,1449840300000.0,1429349200000.0,1443712200000.0,1170833900000.0,1701109600000.0,1069211400000.0,1325246700000.0,1504905500000.0,1539002000000.0,1566730200000.0,1050729050000.0,1885113400000.0,847541200000.0,1440168700000.0,1072832100000.0,1816468800000.0
2071.0,1582756400000.0,1302693400000.0,1523971000000.0,1418281500000.0,1392822500000.0,1415172700000.0,1141546500000.0,1675894800000.0,1026547450000.0,1291671700000.0,1471529600000.0,1506052400000.0,1531320000000.0,1008327070000.0,1861944900000.0,814205240000.0,1403789400000.0,1043610400000.0,1794966300000.0
2072.0,1544444000000.0,1277219400000.0,1497305300000.0,1389774600000.0,1357095600000.0,1383983600000.0,1114218200000.0,1655332300000.0,981064100000.0,1258579400000.0,1440624400000.0,1468173900000.0,1503483700000.0,972374600000.0,1849160100000.0,786341600000.0,1372947300000.0,1018127900000.0,1765908300000.0
2073.0,1517433900000.0,1264441900000.0,1479711100000.0,1354306000000.0,1320695900000.0,1352698300000.0,1081621100000.0,1629055500000.0,945932600000.0,1237217200000.0,1406083800000.0,1436635900000.0,1480851000000.0,924723400000.0,1836581400000.0,754337640000.0,1347989500000.0,985924700000.0,1736054400000.0
2074.0,1494741700000.0,1248093800000.0,1455109700000.0,1323677800000.0,1296343000000.0,1320697600000.0,1051703250000.0,1608157500000.0,917806200000.0,1212033500000.0,1370883000000.0,1400229500000.0,1460189400000.0,895991940000.0,1798489200000.0,722344500000.0,1317317600000.0,969611900000.0,1715420400000.0
2075.0,1459122300000.0,1222343000000.0,1438840000000.0,1294077700000.0,1254458300000.0,1289603300000.0,1029093100000.0,1590413800000.0,873890840000.0,1177242300000.0,1339168000000.0,1355985600000.0,1428253800000.0,854914400000.0,1774095300000.0,692100300000.0,1281822200000.0,944800660000.0,1704795200000.0
2076.0,1424355800000.0,1193050100000.0,1412489400000.0,1260339500000.0,1219192600000.0,1271737400000.0,1001214800000.0,1556206200000.0,837891260000.0,1154135000000.0,1296187100000.0,1323007000000.0,1396371000000.0,822034560000.0,1747656200000.0,664441100000.0,1234088400000.0,917796750000.0,1682180000000.0
2077.0,1394470400000.0,1172605200000.0,1385164600000.0,1224858700000.0,1179122000000.0,1242573600000.0,969629760000.0,1531162900000.0,805988600000.0,1121496700000.0,1265977500000.0,1297957700000.0,1370820400000.0,787362550000.0,1728721000000.0,642362900000.0,1197668000000.0,891925500000.0,1653973700000.0
2078.0,1370560700000.0,1148181800000.0,1364462700000.0,1194623900000.0,1137103900000.0,1212497700000.0,940825600000.0,1506151000000.0,777498850000.0,1093655660000.0,1229115800000.0,1266434200000.0,1349761000000.0,760840650000.0,1710550200000.0,616451400000.0,1171807700000.0,873543300000.0,1619209400000.0
2079.0,1340406600000.0,1120460700000.0,1335448400000.0,1156850500000.0,1106273800000.0,1182224500000.0,918017500000.0,1471771400000.0,738119000000.0,1061780500000.0,1198185600000.0,1237952500000.0,1324951800000.0,735688300000.0,1686744300000.0,587474860000.0,1142349100000.0,850887300000.0,1593389200000.0
2080.0,1304123900000.0,1095891300000.0,1312689400000.0,1115098800000.0,1076364100000.0,1159477100000.0,892207040000.0,1439539900000.0,705731560000.0,1038778240000.0,1171912000000.0,1196543400000.0,1291341000000.0,709194940000.0,1650737200000.0,565226100000.0,1106931400000.0,828342340000.0,1578410600000.0
2081.0,1278909000000.0,1079415140000.0,1292690000000.0,1079815050000.0,1031430000000.0,1144456900000.0,863240600000.0,1406484300000.0,668597800000.0,1012631860000.0,1134655600000.0,1154936600000.0,1265890000000.0,682755900000.0,1628267900000.0,538097700000.0,1077243600000.0,815241300000.0,1551357700000.0
2082.0,1258829100000.0,1057389150000.0,1274175400000.0,1037433500000.0,993342100000.0,1113231000000.0,842250400000.0,1378211200000.0,633400600000.0,990306500000.0,1107510000000.0,1120240000000.0,1243225000000.0,656045000000.0,1597655600000.0,508921740000.0,1054078860000.0,800770100000.0,1529751700000.0
2083.0,1234454000000.0,1046844340000.0,1250975800000.0,998827400000.0,958771760000.0,1079356600000.0,816150100000.0,1350493300000.0,603912600000.0,964538400000.0,1072913600000.0,1094221500000.0,1221000300000.0,629933300000.0,1570317900000.0,489939400000.0,1024444900000.0,770860700000.0,1501281500000.0
2084.0,1203327200000.0,1015832600000.0,1225767100000.0,966128960000.0,931576940000.0,1057433400000.0,787392400000.0,1315267300000.0,569131100000.0,942084500000.0,1045176060000.0,1060811100000.0,1195788700000.0,604097200000.0,1543474100000.0,464560800000.0,991145200000.0,746241300000.0,1467050500000.0
2085.0,1182412800000.0,996935700000.0,1208579300000.0,935965160000.0,904224500000.0,1034093200000.0,759439800000.0,1288488200000.0,541141170000.0,917389900000.0,1020517300000.0,1035013060000.0,1178598000000.0,583028900000.0,1531074400000.0,438024800000.0,963670600000.0,727693260000.0,1433417400000.0
2086.0,1151296500000.0,971777600000.0,1185808100000.0,896413140000.0,876963360000.0,1010385550000.0,738486500000.0,1261169500000.0,510175600000.0,890460960000.0,986306800000.0,1007259100000.0,1151814100000.0,566515000000.0,1498492600000.0,409445000000.0,934608440000.0,707388640000.0,1405152400000.0
