time,MPI-ESM1-2-HR,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4
2023.0,3567392700000.0,3506930200000.0,3530111800000.0,3463175000000.0,3547836400000.0
2024.0,3562093700000.0,3463883800000.0,3517493000000.0,3443390200000.0,3534481300000.0
2025.0,3533186800000.0,3431849800000.0,3497311600000.0,3435680200000.0,3513696600000.0
2026.0,3517456300000.0,3400269800000.0,3483698500000.0,3410136700000.0,3499554200000.0
2027.0,3511541800000.0,3369524500000.0,3476353400000.0,3380935100000.0,3499623700000.0
2028.0,3492448300000.0,3332811500000.0,3464735800000.0,3350466400000.0,3474341800000.0
2029.0,3477963000000.0,3297614200000.0,3433743000000.0,3305653400000.0,3469177000000.0
2030.0,3460056200000.0,3264526000000.0,3415823600000.0,3273245300000.0,3458512500000.0
2031.0,3447886400000.0,3223274700000.0,3409663000000.0,3244565500000.0,3440554000000.0
2032.0,3433138500000.0,3172655400000.0,3386429100000.0,3222653600000.0,3425174600000.0
2033.0,3424133600000.0,3119367600000.0,3378287700000.0,3202895000000.0,3416774400000.0
2034.0,3415024000000.0,3062874000000.0,3355007500000.0,3162831800000.0,3400232900000.0
2035.0,3410672000000.0,3008963500000.0,3346911700000.0,3128045900000.0,3387593600000.0
2036.0,3394684800000.0,2976732400000.0,3326784600000.0,3094947300000.0,3379188500000.0
2037.0,3376682600000.0,2936820000000.0,3310020700000.0,3059548700000.0,3371451800000.0
2038.0,3360517000000.0,2882411200000.0,3290954500000.0,3038761700000.0,3359907500000.0
2039.0,3348767400000.0,2828323000000.0,3275897200000.0,3006249000000.0,3342687800000.0
2040.0,3324676000000.0,2772881400000.0,3255321200000.0,2968511600000.0,3340767300000.0
2041.0,3314005000000.0,2739325000000.0,3231560200000.0,2938009600000.0,3327972600000.0
2042.0,3307472400000.0,2702798500000.0,3209201700000.0,2903028000000.0,3312087700000.0
2043.0,3297621600000.0,2622828300000.0,3186528000000.0,2859163700000.0,3298429000000.0
2044.0,3290718300000.0,2569349000000.0,3166422200000.0,2826015600000.0,3286768800000.0
2045.0,3270587200000.0,2509662600000.0,3128310000000.0,2804222500000.0,3265927800000.0
2046.0,3258699000000.0,2483210400000.0,3094471200000.0,2782216600000.0,3242801800000.0
2047.0,3240920600000.0,2434140700000.0,3054493200000.0,2750518700000.0,3213065700000.0
2048.0,3221665000000.0,2367573200000.0,3023396400000.0,2712066300000.0,3193026600000.0
2049.0,3208063200000.0,2309685200000.0,3006314800000.0,2681704500000.0,3175728800000.0
2050.0,3194117400000.0,2261449700000.0,2983192400000.0,2649521000000.0,3146847400000.0
2051.0,3177456900000.0,2214316500000.0,2949372000000.0,2629537000000.0,3130692500000.0
2052.0,3163468900000.0,2158475600000.0,2921490000000.0,2609194000000.0,3112461400000.0
2053.0,3150739400000.0,2096001400000.0,2897602700000.0,2583590900000.0,3088816800000.0
2054.0,3132555500000.0,2046724000000.0,2868733000000.0,2553642700000.0,3056640000000.0
2055.0,3113635000000.0,2004881400000.0,2830343900000.0,2525123000000.0,3023492000000.0
2056.0,3100785000000.0,1952845900000.0,2795696800000.0,2496489000000.0,3004395700000.0
2057.0,3085998000000.0,1903843100000.0,2783760400000.0,2461185000000.0,2986114800000.0
2058.0,3066254600000.0,1855390000000.0,2754514500000.0,2439060000000.0,2958448400000.0
2059.0,3042319800000.0,1811934900000.0,2736961400000.0,2408589600000.0,2932504000000.0
2060.0,3019624200000.0,1765726900000.0,2718153300000.0,2394461300000.0,2901046500000.0
2061.0,2999487300000.0,1723678500000.0,2685366000000.0,2366184000000.0,2866135400000.0
2062.0,2987468500000.0,1679979700000.0,2659239300000.0,2336142700000.0,2842841800000.0
2063.0,2973282300000.0,1639742000000.0,2635174800000.0,2311107000000.0,2816725200000.0
2064.0,2956115300000.0,1597222700000.0,2609800500000.0,2289023800000.0,2786175500000.0
2065.0,2939917000000.0,1562866600000.0,2582782400000.0,2262222500000.0,2761110300000.0
2066.0,2925202000000.0,1525508200000.0,2566488600000.0,2238898500000.0,2735506200000.0
2067.0,2910375000000.0,1485412500000.0,2545002700000.0,2218035800000.0,2719328800000.0
2068.0,2889277200000.0,1451896500000.0,2511534600000.0,2187266100000.0,2694764800000.0
2069.0,2871988300000.0,1419373400000.0,2486583700000.0,2164019200000.0,2677734000000.0
2070.0,2853195500000.0,1380312700000.0,2461103300000.0,2149302700000.0,2653932700000.0
2071.0,2829293500000.0,1348230200000.0,2428381000000.0,2123708900000.0,2631797800000.0
2072.0,2813217700000.0,1316323900000.0,2394460800000.0,2096470000000.0,2602102000000.0
2073.0,2797518200000.0,1279014100000.0,2357470200000.0,2080610700000.0,2570522200000.0
2074.0,2780000000000.0,1240183100000.0,2331710600000.0,2060380800000.0,2536879200000.0
2075.0,2763596500000.0,1193636800000.0,2299342400000.0,2039306300000.0,2504057400000.0
2076.0,2747873400000.0,1155114700000.0,2267463300000.0,2015429000000.0,2483587000000.0
2077.0,2734517000000.0,1113622600000.0,2243500000000.0,1992235800000.0,2450963600000.0
2078.0,2713592300000.0,1065579000000.0,2220791400000.0,1971760000000.0,2422784700000.0
2079.0,2697471200000.0,1033883400000.0,2193530600000.0,1949460000000.0,2397481200000.0
2080.0,2680384000000.0,993422930000.0,2162956400000.0,1930419900000.0,2380713700000.0
2081.0,2663506000000.0,953319360000.0,2138578900000.0,1908044200000.0,2355353400000.0
2082.0,2656659000000.0,913569000000.0,2106823800000.0,1880778900000.0,2322535500000.0
2083.0,2638672300000.0,878936850000.0,2068957000000.0,1859713000000.0,2306712800000.0
2084.0,2619712500000.0,836804200000.0,2042880500000.0,1841660400000.0,2280521500000.0
2085.0,2604354000000.0,801878250000.0,2007592500000.0,1821418700000.0,2259157800000.0
2086.0,2589104500000.0,758710140000.0,1971283700000.0,1808027000000.0,2236493900000.0
2087.0,2569738000000.0,725690500000.0,1941718700000.0,1786300000000.0,2214697600000.0
2088.0,2547507800000.0,689270400000.0,1907813000000.0,1769871400000.0,2180915700000.0
2089.0,2525731000000.0,656636050000.0,1867854600000.0,1752981300000.0,2150000900000.0
2090.0,2497699000000.0,619055550000.0,1828209800000.0,1739700000000.0,2120063400000.0
2091.0,2482238000000.0,585544960000.0,1796799000000.0,1726692000000.0,2092341100000.0
2092.0,2458197200000.0,549370530000.0,1765855500000.0,1716078500000.0,2069534600000.0
2093.0,2437096700000.0,513586430000.0,1738916400000.0,1694325700000.0,2042751700000.0
2094.0,2423587300000.0,478746770000.0,1711540000000.0,1677440800000.0,2020029400000.0
2095.0,2406701000000.0,440967530000.0,1684422800000.0,1662480000000.0,2000819200000.0
2096.0,2383770800000.0,411069580000.0,1656067700000.0,1649216500000.0,1981844000000.0
2097.0,2363451000000.0,388414200000.0,1630236000000.0,1637680000000.0,1964313700000.0
2098.0,2345618400000.0,358465180000.0,1605077400000.0,1617138000000.0,1944785600000.0
2099.0,2323334000000.0,331750240000.0,1567780400000.0,1602815800000.0,1924093400000.0
2100.0,2311547800000.0,306900430000.0,1542171300000.0,1584495000000.0,1900737100000.0
