time,TAIESM1,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,EC-EARTH3,CANESM5,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,CESM2-WACCM,MIROC6,CNRM-CM6-1
2018.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0
2019.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0
2020.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0
2021.0,54405800000.0,53573276000.0,55709127000.0,54105900000.0,52161880000.0,55256465000.0,54619300000.0,54241255000.0,53234184000.0,53207820000.0,53261734000.0,57809904000.0,54113230000.0
2022.0,53729330000.0,52225490000.0,56328958000.0,50772070000.0,50431377000.0,55709667000.0,53267665000.0,54580683000.0,53158334000.0,51899044000.0,52554682000.0,58709710000.0,52226036000.0
2023.0,51462558000.0,51050545000.0,54484020000.0,49816064000.0,49480860000.0,56628470000.0,51317680000.0,54135902000.0,52079750000.0,49948530000.0,52283912000.0,59598647000.0,52002746000.0
2024.0,48900497000.0,50233430000.0,52849336000.0,48872714000.0,49760480000.0,58190885000.0,50704090000.0,53438697000.0,50022445000.0,46826664000.0,50522470000.0,59035304000.0,52513403000.0
2025.0,47749410000.0,47869235000.0,51656593000.0,48037080000.0,49536328000.0,55609577000.0,49314742000.0,52787577000.0,47050330000.0,44782105000.0,49310527000.0,60446090000.0,52521947000.0
2026.0,45437250000.0,46669340000.0,51959580000.0,48447140000.0,49055666000.0,54206374000.0,47662408000.0,53218587000.0,47919653000.0,43674063000.0,49364283000.0,59884655000.0,52999356000.0
2027.0,45012180000.0,47135547000.0,52175036000.0,49410740000.0,50238312000.0,53385806000.0,46621565000.0,51309826000.0,49376506000.0,43823407000.0,48675750000.0,63865205000.0,52414042000.0
2028.0,45059060000.0,45058945000.0,52257477000.0,48874000000.0,50452640000.0,52227690000.0,45455004000.0,50195997000.0,50172043000.0,41912058000.0,47940596000.0,62231370000.0,52094796000.0
2029.0,44515920000.0,45886063000.0,53721907000.0,48752110000.0,49642103000.0,49221857000.0,44586510000.0,48852898000.0,49520284000.0,40149210000.0,47818236000.0,58581510000.0,50612937000.0
2030.0,43954336000.0,46233866000.0,53310255000.0,47836710000.0,50644220000.0,49155494000.0,43487060000.0,49848594000.0,48125596000.0,39116743000.0,45139456000.0,56412488000.0,48924447000.0
2031.0,43344830000.0,45394493000.0,52418277000.0,48430043000.0,49825790000.0,47993377000.0,41616118000.0,50798805000.0,48747905000.0,38998250000.0,44461797000.0,53930180000.0,48383050000.0
2032.0,42367492000.0,44218536000.0,51999605000.0,47456924000.0,50427396000.0,46453506000.0,40861610000.0,50272874000.0,47963600000.0,39538270000.0,44030312000.0,52348223000.0,48632066000.0
2033.0,41321873000.0,42684363000.0,50080780000.0,46752590000.0,51403400000.0,46558966000.0,40410070000.0,49265660000.0,46646686000.0,38799240000.0,42945475000.0,49314832000.0,48498016000.0
2034.0,41112440000.0,41159213000.0,48987144000.0,45829700000.0,49625430000.0,46591906000.0,40528570000.0,48958476000.0,44624978000.0,39218080000.0,43174860000.0,50084024000.0,48635077000.0
2035.0,39259734000.0,38974534000.0,49146250000.0,43876740000.0,47593763000.0,44336150000.0,39439000000.0,48606794000.0,45615145000.0,39711388000.0,43608433000.0,50282400000.0,47097803000.0
2036.0,36702675000.0,37970784000.0,46837514000.0,43379958000.0,47714697000.0,40428028000.0,39277036000.0,47349367000.0,44624860000.0,38590480000.0,42521534000.0,49915466000.0,46601724000.0
2037.0,34715620000.0,36741644000.0,46452867000.0,42191065000.0,47539233000.0,39066710000.0,39132975000.0,45885403000.0,41562260000.0,37693993000.0,42578362000.0,48088390000.0,45375357000.0
2038.0,32988506000.0,35460750000.0,46782420000.0,43609813000.0,47518106000.0,38551777000.0,38962622000.0,46167933000.0,39872500000.0,36515422000.0,42789070000.0,46342566000.0,43888760000.0
2039.0,30896605000.0,33946730000.0,45085917000.0,43484660000.0,45658915000.0,39014363000.0,39130830000.0,46949917000.0,38724882000.0,35579945000.0,41663590000.0,46881110000.0,42520347000.0
2040.0,29858957000.0,35265855000.0,43175640000.0,44107567000.0,44491290000.0,38964847000.0,38163130000.0,45977770000.0,37738430000.0,34241225000.0,40730230000.0,45117990000.0,42194797000.0
2041.0,28596517000.0,34119530000.0,40944198000.0,44489736000.0,43869454000.0,37228560000.0,37998840000.0,45013488000.0,38115914000.0,33567650000.0,41815230000.0,43227693000.0,42805244000.0
2042.0,27479507000.0,34101354000.0,40445043000.0,42801947000.0,45132243000.0,35212550000.0,37128253000.0,46605615000.0,37274140000.0,32898986000.0,41591040000.0,42042982000.0,42023150000.0
2043.0,26783767000.0,33073600000.0,39992180000.0,42179707000.0,44342890000.0,34364682000.0,35481420000.0,45653103000.0,36142540000.0,31746599000.0,41614123000.0,40820175000.0,41170784000.0
2044.0,25487077000.0,32372595000.0,38564745000.0,40778084000.0,41391890000.0,34766655000.0,34827194000.0,45044224000.0,36842070000.0,30821478000.0,40782172000.0,40526560000.0,41337520000.0
2045.0,24788046000.0,31568318000.0,37633417000.0,41258600000.0,37269606000.0,32979352000.0,34384224000.0,45096583000.0,36444455000.0,30128802000.0,40308625000.0,40013630000.0,41045450000.0
2046.0,23770952000.0,30283176000.0,37223330000.0,39737720000.0,34192930000.0,32613112000.0,33034830000.0,45459230000.0,36570630000.0,29753874000.0,39329894000.0,38138405000.0,39756005000.0
2047.0,22578231000.0,29669677000.0,36125680000.0,39958823000.0,33079110000.0,33495734000.0,31801754000.0,44450808000.0,36994000000.0,28693651000.0,38874450000.0,38753530000.0,39944516000.0
2048.0,21946384000.0,29620228000.0,34943324000.0,39518265000.0,32462380000.0,33290375000.0,29978608000.0,45984650000.0,37331706000.0,28192645000.0,36978266000.0,38172160000.0,37924377000.0
2049.0,21623513000.0,29440516000.0,34394853000.0,37674040000.0,32350982000.0,32208611000.0,29452680000.0,45312790000.0,36208407000.0,26981080000.0,35803615000.0,36405293000.0,37819130000.0
2050.0,21037505000.0,28958747000.0,32837319000.0,36831170000.0,31052595000.0,32704035000.0,28678537000.0,44885758000.0,36376620000.0,26411973000.0,35150787000.0,35090637000.0,38153978000.0
2051.0,20584176000.0,27825800000.0,32213064000.0,35673473000.0,30309425000.0,33283117000.0,27225980000.0,44032344000.0,36261570000.0,25908550000.0,32857938000.0,33491737000.0,36454560000.0
2052.0,19494355000.0,28360417000.0,31179108000.0,35578250000.0,30590759000.0,32230259000.0,25257560000.0,44805403000.0,35421094000.0,25134258000.0,32242420000.0,34339193000.0,36723710000.0
2053.0,18296437000.0,27941390000.0,29591103000.0,35901616000.0,30597677000.0,31944137000.0,24485020000.0,42701360000.0,35545547000.0,24633510000.0,32539650000.0,34581733000.0,36166380000.0
2054.0,18287356000.0,27920642000.0,28017780000.0,34809553000.0,30348182000.0,32338706000.0,24141924000.0,42540290000.0,33916277000.0,24127273000.0,31914650000.0,33429015000.0,35370324000.0
2055.0,17334690000.0,26933640000.0,28155350000.0,33910321000.0,30852016000.0,30715110000.0,22869830000.0,42780766000.0,33828946000.0,23976346000.0,30224320000.0,33174460000.0,35209376000.0
2056.0,16730947000.0,26148300000.0,27252873000.0,32749525000.0,29388952000.0,30158641000.0,21272504000.0,42663318000.0,31921312000.0,23919024000.0,29170289000.0,32627659000.0,34453890000.0
2057.0,15950612000.0,25720097000.0,25697118000.0,31789494000.0,29797708000.0,29636356000.0,20548364000.0,41155068000.0,29243263000.0,23605737000.0,27999855000.0,33914034000.0,34157373000.0
2058.0,15064464000.0,24690807000.0,25420306000.0,30887062000.0,30915375000.0,29679243000.0,20450605000.0,40985547000.0,28538790000.0,23848580000.0,26525716000.0,33710297000.0,34144373000.0
2059.0,15162761000.0,22684320000.0,24777850000.0,29882477000.0,30798150000.0,29762210000.0,20171980000.0,40167244000.0,27998560000.0,23824697000.0,26239713000.0,32880286000.0,34052844000.0
2060.0,14930579000.0,21201295000.0,23963302000.0,28521224000.0,29926290000.0,28510548000.0,19662148000.0,37512983000.0,28104315000.0,22819693000.0,25779507000.0,32799947000.0,32973870000.0
2061.0,14448315000.0,20148826000.0,22886156000.0,27071285000.0,28873270000.0,27427017000.0,19521946000.0,35973517000.0,26914828000.0,21505032000.0,24263465000.0,33573833000.0,33161886000.0
2062.0,13723996000.0,19918490000.0,22615091000.0,25064260000.0,27515190000.0,26867250000.0,18432630000.0,35601790000.0,24939643000.0,20096838000.0,23190921000.0,32496017000.0,32596433000.0
2063.0,13267628000.0,18941266000.0,22120677000.0,24113353000.0,26367035000.0,27021056000.0,17692023000.0,34560238000.0,24216971000.0,19369458000.0,21818071000.0,31519398000.0,30422720000.0
2064.0,12978843000.0,18623580000.0,22303090000.0,24278895000.0,24779985000.0,26460410000.0,17774045000.0,33122510000.0,25069038000.0,18431437000.0,20177635000.0,30885845000.0,28888433000.0
2065.0,12447496000.0,17745328000.0,21822693000.0,22422299000.0,24196145000.0,26406509000.0,17040173000.0,33182882000.0,24569717000.0,17614041000.0,19114652000.0,31056667000.0,28763870000.0
2066.0,12052133000.0,17482994000.0,20848114000.0,21836573000.0,23072810000.0,26099868000.0,15921555000.0,32623432000.0,25459765000.0,16877943000.0,18816236000.0,30242520000.0,27709727000.0
2067.0,11563952000.0,17446984000.0,20285448000.0,20767902000.0,21246587000.0,26030092000.0,15152934000.0,31736367000.0,24966273000.0,15726032000.0,18219844000.0,29654364000.0,26780785000.0
2068.0,11076810000.0,16891700000.0,19613889000.0,21185315000.0,21779214000.0,25655122000.0,14726691000.0,30312190000.0,25934594000.0,14968542000.0,17792795000.0,30584566000.0,26898565000.0
2069.0,10728058000.0,15932746000.0,18811914000.0,20865665000.0,20894444000.0,24838738000.0,14291493000.0,30980688000.0,25494634000.0,14405350000.0,16902875000.0,30697660000.0,25822200000.0
2070.0,10183516000.0,15618826000.0,18393348000.0,19996430000.0,20579953000.0,25402624000.0,13768713000.0,30464130000.0,24802714000.0,14071290000.0,17045801000.0,29976726000.0,24961423000.0
2071.0,9849620000.0,15105146000.0,17712452000.0,18971700000.0,20235620000.0,25257382000.0,13722415000.0,29611706000.0,23623432000.0,13385039000.0,16739672000.0,29749967000.0,23815916000.0
2072.0,9590886000.0,14454650000.0,16847937000.0,18577842000.0,19123425000.0,26096568000.0,13021712000.0,28065206000.0,22873692000.0,12289834000.0,16492522000.0,28535624000.0,23472128000.0
2073.0,9167139000.0,13716543000.0,16441632000.0,17691492000.0,19127950000.0,24694516000.0,12415573000.0,28303490000.0,22213110000.0,11858582000.0,15474594000.0,26648960000.0,24060758000.0
2074.0,8723200000.0,13382172000.0,15703539000.0,16623219000.0,17184290000.0,24442724000.0,12187757000.0,28760140000.0,21753203000.0,11365207000.0,15410373000.0,26384087000.0,23542057000.0
2075.0,8150676500.0,13065646000.0,15190622000.0,16076822000.0,18203222000.0,24515736000.0,11316563000.0,28924879000.0,21049614000.0,10700479000.0,15315657000.0,26911770000.0,22779984000.0
2076.0,7780566000.0,12563707000.0,15517060000.0,15459475000.0,17554567000.0,24690311000.0,11294239000.0,27972532000.0,20851032000.0,9759457000.0,15201697000.0,25675512000.0,23093901000.0
2077.0,7454770000.0,12451423000.0,15294739000.0,14990517000.0,16695609000.0,24338650000.0,10964003000.0,26414619000.0,20321663000.0,9081251000.0,14827092000.0,25058605000.0,23001743000.0
2078.0,6822967300.0,12555214000.0,14713715000.0,14538197000.0,15871572000.0,23479910000.0,11099041000.0,25691515000.0,19509672000.0,8921192000.0,14931094000.0,23889156000.0,23418681000.0
2079.0,6503212500.0,11738535000.0,13958482000.0,14087724000.0,15893189000.0,22731477000.0,10826580000.0,24353958000.0,18322740000.0,8420039700.0,15244927000.0,22697947000.0,23293426000.0
2080.0,6256777000.0,11509001000.0,13659696000.0,14152347000.0,15359510000.0,22492164000.0,10698705000.0,23580996000.0,18282290000.0,7923322400.0,14589865000.0,22481130000.0,23165676000.0
2081.0,5822002000.0,11065346000.0,13158752000.0,13324521000.0,15014690000.0,20847288000.0,10025246000.0,21991731000.0,18153500000.0,7832408000.0,14327949000.0,22139800000.0,22961572000.0
2082.0,5459346000.0,10503296000.0,12363950000.0,13198268000.0,14380131000.0,20008330000.0,9700894000.0,21367120000.0,18227874000.0,7782531000.0,14388880000.0,21926965000.0,22993934000.0
2083.0,5335772700.0,9917618000.0,11713863000.0,12849081000.0,14672023000.0,19655850000.0,9328343000.0,20385220000.0,17127820000.0,7307570000.0,13916735000.0,21139862000.0,21271476000.0
2084.0,5070649000.0,9613686000.0,10887414000.0,12980727000.0,14410126000.0,20191586000.0,8632420000.0,19538063000.0,16421305000.0,6943559000.0,13328982000.0,21276439000.0,20360833000.0
2085.0,4782349000.0,9094841000.0,10644562000.0,12482866000.0,14181407000.0,19574740000.0,8212709000.0,18594202000.0,15873637000.0,6618075600.0,12926560000.0,21691433000.0,19973517000.0
2086.0,4506567000.0,8813802000.0,10043055000.0,11770167000.0,13804516000.0,18448065000.0,8029188600.0,18543485000.0,15637934000.0,6480640500.0,11986514000.0,21163252000.0,18251028000.0
2087.0,4265915600.0,8081300000.0,9469166000.0,10876527000.0,13074103000.0,17722223000.0,7653287400.0,18035771000.0,14718348000.0,6060474000.0,11183848000.0,20508117000.0,18017501000.0
2088.0,4292832800.0,7290204700.0,8967285000.0,9930353000.0,12724461000.0,16877621000.0,7484092400.0,17184225000.0,13947020000.0,5840653300.0,10470182000.0,20768555000.0,17447190000.0
2089.0,4043588000.0,6967386000.0,8954590000.0,9800912000.0,12057961000.0,16305082000.0,7213991400.0,17302116000.0,13829371000.0,5504143400.0,10467742000.0,21267760000.0,16271504000.0
2090.0,4087487200.0,6640496000.0,8702330000.0,9419777000.0,12151755000.0,15668707000.0,7073536500.0,16864620000.0,13481742000.0,5614187000.0,10066282000.0,20789600000.0,15914016000.0
2091.0,4029192000.0,6553965000.0,8676299000.0,8904235000.0,11699372000.0,14851553000.0,7101646000.0,15951839000.0,12335478000.0,5470218000.0,9764988000.0,20022252000.0,14750940000.0
2092.0,3939727400.0,6249225000.0,8558846000.0,8468649000.0,11544169000.0,14350213000.0,6798456000.0,15316167000.0,11281061000.0,5107822000.0,9633674000.0,19692000000.0,13272065000.0
2093.0,3730992000.0,6068646000.0,8474667500.0,8251889000.0,11072734000.0,13809051000.0,6677771000.0,14599208000.0,10770739000.0,4790764000.0,9051957000.0,18924988000.0,12645088000.0
2094.0,3766757600.0,5759964700.0,8316410000.0,7852534000.0,10520499000.0,13668855000.0,6308420000.0,14350031000.0,10687421000.0,4415978500.0,8670693000.0,18312894000.0,11834194000.0
2095.0,3659041800.0,5645472300.0,8051235000.0,7753567000.0,10198440000.0,13241515000.0,5955342000.0,14112401000.0,10521034000.0,4188565200.0,8355074000.0,17595253000.0,11583484000.0
2096.0,3544494600.0,5582710300.0,7595476500.0,8450724000.0,10363069000.0,12565140000.0,5505259000.0,13078811000.0,9812520000.0,3981663700.0,7773774300.0,16893508000.0,11189098000.0
2097.0,3478496300.0,5523311600.0,7297751600.0,8599257000.0,9408838000.0,11705913000.0,5203086300.0,12444554000.0,9087378000.0,3661400800.0,7356265000.0,17452915000.0,10894531000.0
2098.0,3339304000.0,5415319600.0,6772754000.0,8594439000.0,9221164000.0,11171039000.0,5162891000.0,11797865000.0,9019170000.0,3609449000.0,7081216500.0,16594358000.0,10218528000.0
2099.0,3286946600.0,5479971300.0,6754885000.0,8430140000.0,8331210000.0,11016527000.0,4836721700.0,11347351000.0,8871234000.0,3326317000.0,7470512000.0,15804155000.0,9838027000.0
2100.0,3116141800.0,5407376000.0,6416471600.0,8115177000.0,8051544000.0,10279899000.0,4666828300.0,11288661000.0,8788559000.0,3207095600.0,6953358000.0,15902754000.0,9114866000.0
