time,CESM2-WACCM,IITM-ESM,TAIESM1,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,UKESM1-0-LL,GFDL-ESM4
2061.0,27161518000.0,59864470000.0,16854128000.0,21649474000.0,23822707000.0,26326587000.0,28901261000.0,13748913000.0,44104730000.0
2062.0,26144604000.0,59350176000.0,16227786000.0,21762441000.0,23238680000.0,24890282000.0,28564156000.0,14144766000.0,43725980000.0
2063.0,24716642000.0,59861537000.0,15706623000.0,21575176000.0,22167765000.0,24051227000.0,29075898000.0,14156898000.0,42956415000.0
2064.0,23680035000.0,61307660000.0,15318187000.0,21602970000.0,21222724000.0,23838423000.0,28349624000.0,13661758000.0,41889477000.0
2065.0,22745246000.0,61103428000.0,14668290000.0,21959266000.0,20415850000.0,23459434000.0,29053979000.0,13074789000.0,42618057000.0
2066.0,22142160000.0,61687484000.0,13950194000.0,21625813000.0,19706954000.0,23870510000.0,29684134000.0,12830891000.0,41761390000.0
2067.0,21111560000.0,61107730000.0,13652664000.0,21654671000.0,20003770000.0,24345141000.0,28837341000.0,12491842000.0,41582560000.0
2068.0,20342250000.0,56808993000.0,13218731000.0,21729520000.0,19440600000.0,23832349000.0,28345395000.0,12608759000.0,41789596000.0
2069.0,21044486000.0,56603537000.0,12717742000.0,21621193000.0,19891280000.0,22831372000.0,28828050000.0,12308323000.0,41036685000.0
2070.0,20435393000.0,56788214000.0,12408795000.0,21425580000.0,19390743000.0,22347230000.0,28551050000.0,12310364000.0,39482778000.0
2071.0,20172913000.0,58550870000.0,12001986000.0,20818547000.0,18814794000.0,21834502000.0,28074457000.0,12433225000.0,38713414000.0
2072.0,20415926000.0,59571020000.0,11494273000.0,20017541000.0,18055938000.0,21173981000.0,27457278000.0,12578418000.0,39029342000.0
2073.0,20977300000.0,60711862000.0,11161229000.0,19156361000.0,17877258000.0,20446249000.0,27267010000.0,12301872000.0,38182980000.0
2074.0,20894100000.0,61523530000.0,10511728000.0,19287847000.0,17685910000.0,19885300000.0,27100942000.0,12164284000.0,36389392000.0
2075.0,20453591000.0,61126470000.0,9969631000.0,18719285000.0,18447182000.0,19250698000.0,27024802000.0,11827459000.0,35239064000.0
2076.0,20233257000.0,61962154000.0,9748498000.0,18124913000.0,18448435000.0,19804135000.0,26524486000.0,11544052000.0,34989912000.0
2077.0,19776705000.0,60595200000.0,9515053000.0,18702348000.0,18038780000.0,19429431000.0,26163902000.0,11363665000.0,35158110000.0
2078.0,19063902000.0,62774310000.0,8813239000.0,19263228000.0,17091023000.0,19100144000.0,24322437000.0,11953977000.0,35535716000.0
2079.0,19079004000.0,64490426000.0,8563679000.0,19467930000.0,17441976000.0,18910452000.0,23176905000.0,11447722000.0,34722476000.0
2080.0,18794908000.0,64890454000.0,8273832400.0,18933617000.0,16965834000.0,18385775000.0,22955342000.0,10812663000.0,35340607000.0
2081.0,19256205000.0,66947686000.0,8494238700.0,18341573000.0,16401885000.0,18955151000.0,22405770000.0,10892880000.0,35963093000.0
2082.0,18927250000.0,68762090000.0,8165138400.0,17621916000.0,16574346000.0,19064267000.0,21882040000.0,11332783000.0,35610430000.0
2083.0,18878951000.0,69252735000.0,7762673700.0,17220145000.0,15565851000.0,18971826000.0,21155566000.0,11339046000.0,35263660000.0
2084.0,18713010000.0,69982880000.0,7613193000.0,16902206000.0,15534645000.0,18741981000.0,20239184000.0,11341476000.0,34474580000.0
2085.0,18674143000.0,70927335000.0,7562750500.0,16238769000.0,15350459000.0,18406890000.0,20619477000.0,11262275000.0,33378430000.0
2086.0,17973533000.0,72337740000.0,7265084400.0,16049531000.0,15132371000.0,18193338000.0,20963572000.0,11086868000.0,32186206000.0
2087.0,18729400000.0,69404200000.0,7108724000.0,15691293000.0,14547341000.0,17920512000.0,21044038000.0,10977444000.0,31526623000.0
2088.0,18231968000.0,71562070000.0,6851730400.0,15110543000.0,14410399000.0,17814299000.0,21184210000.0,10764547000.0,30064286000.0
2089.0,17705906000.0,70170390000.0,6462191600.0,15096859000.0,14002993000.0,17719464000.0,20982980000.0,11000878000.0,29431958000.0
2090.0,17563988000.0,69907660000.0,6502059000.0,14187501000.0,13494629000.0,17868747000.0,20764787000.0,10624932000.0,28435150000.0
2091.0,17800667000.0,70660620000.0,6515884000.0,13185648000.0,13342479000.0,17716113000.0,19915467000.0,10492711000.0,27904903000.0
2092.0,17525570000.0,68104176000.0,6323400700.0,13093971000.0,13427650000.0,17639350000.0,19340407000.0,10228040000.0,27157199000.0
2093.0,17101293000.0,67697398000.0,6322049000.0,12790268000.0,13412602000.0,17270210000.0,19078117000.0,9672835000.0,26814665000.0
2094.0,16805228000.0,65159786000.0,6403793000.0,12299325000.0,13122608000.0,16992145000.0,18563353000.0,9944295000.0,26165250000.0
2095.0,16169022000.0,65723707000.0,6290878000.0,11794225000.0,12922138000.0,16667414000.0,18438363000.0,10024639000.0,25481398000.0
2096.0,15674030000.0,61771383000.0,6336679400.0,11394016000.0,13034926000.0,16666028000.0,17306706000.0,10148575000.0,25933107000.0
2097.0,15023135000.0,59294960000.0,6325793000.0,11401315000.0,13322685000.0,16576189000.0,17989526000.0,10126797000.0,24704844000.0
2098.0,14343837000.0,58000900000.0,6227715000.0,11510410000.0,13631747000.0,16947318000.0,17625295000.0,10313636000.0,24201114000.0
2099.0,13490637000.0,58620820000.0,6116642300.0,11218569000.0,13828640000.0,17198035000.0,16967963000.0,10025267000.0,24179112000.0
2100.0,13577905000.0,61801406000.0,5867101000.0,10865108000.0,13723757000.0,17497629000.0,16534882000.0,10093986000.0,24874700000.0
