time,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL,IPSL-CM6A-LR
2053.0,5962379300000.0,6440697000000.0,3086887200000.0,5763592000000.0
2054.0,5908081400000.0,6398159000000.0,2942045800000.0,5725567300000.0
2055.0,5859037000000.0,6385456600000.0,2824715000000.0,5653294000000.0
2056.0,5796497000000.0,6358358000000.0,2717545100000.0,5618282300000.0
2057.0,5764572000000.0,6356837300000.0,2600905200000.0,5608404000000.0
2058.0,5689395000000.0,6344519700000.0,2462799600000.0,5537027000000.0
2059.0,5638217300000.0,6312107700000.0,2367942800000.0,5518797600000.0
2060.0,5564866000000.0,6315215700000.0,2254550900000.0,5492590000000.0
2061.0,5481038300000.0,6305084300000.0,2117246400000.0,5470093300000.0
2062.0,5386937000000.0,6297423400000.0,1984593400000.0,5460203700000.0
2063.0,5322717500000.0,6275340400000.0,1850176000000.0,5463298500000.0
2064.0,5226167300000.0,6266138700000.0,1717096000000.0,5429390700000.0
2065.0,5152802000000.0,6248399000000.0,1598876700000.0,5356366000000.0
2066.0,5053975000000.0,6227761000000.0,1532990300000.0,5313072000000.0
2067.0,5039452600000.0,6221221300000.0,1439900000000.0,5245079400000.0
2068.0,4956774500000.0,6214493000000.0,1372573400000.0,5201105000000.0
2069.0,4906389300000.0,6161684000000.0,1312149100000.0,5178307600000.0
2070.0,4826787000000.0,6156168000000.0,1254866000000.0,5162202000000.0
2071.0,4760934500000.0,6127501000000.0,1200561200000.0,5131798600000.0
2072.0,4707758600000.0,6097542300000.0,1136493900000.0,5069285600000.0
2073.0,4644195000000.0,6077220400000.0,1087956840000.0,5040795000000.0
2074.0,4590458000000.0,6056767400000.0,1048542450000.0,4998607400000.0
2075.0,4521412500000.0,6033551000000.0,998416450000.0,4951158300000.0
2076.0,4446025700000.0,6027708000000.0,946699040000.0,4877928000000.0
2077.0,4387198200000.0,6006618000000.0,888698700000.0,4817277700000.0
2078.0,4308540600000.0,5985673000000.0,846879300000.0,4766940000000.0
2079.0,4208889400000.0,5993027000000.0,800340700000.0,4738494500000.0
2080.0,4150780000000.0,5969294700000.0,739375100000.0,4697900000000.0
2081.0,4116600800000.0,5952410000000.0,687326560000.0,4667772000000.0
2082.0,4079833000000.0,5917290500000.0,644643600000.0,4604585600000.0
2083.0,4030354700000.0,5902638000000.0,611648400000.0,4560133300000.0
2084.0,4005775000000.0,5881518000000.0,569351600000.0,4546113300000.0
2085.0,4004551000000.0,5875667000000.0,534710160000.0,4515631000000.0
2086.0,3951318500000.0,5860281000000.0,496741100000.0,4489165000000.0
2087.0,3931710000000.0,5846007000000.0,465239540000.0,4429118000000.0
2088.0,3905591200000.0,5850633600000.0,430644330000.0,4432519500000.0
2089.0,3897141000000.0,5812286000000.0,395998100000.0,4402860500000.0
2090.0,3864117000000.0,5809891700000.0,363312780000.0,4368650000000.0
2091.0,3850368700000.0,5788356600000.0,334491200000.0,4331567800000.0
2092.0,3841028300000.0,5765530600000.0,312966450000.0,4298043800000.0
2093.0,3818442200000.0,5757366400000.0,286335600000.0,4268129500000.0
2094.0,3797974300000.0,5747951300000.0,266236230000.0,4256690900000.0
2095.0,3745499000000.0,5732520000000.0,244854690000.0,4229997300000.0
2096.0,3725303500000.0,5714568300000.0,224892850000.0,4191014400000.0
2097.0,3690426000000.0,5700668400000.0,206613800000.0,4184007000000.0
2098.0,3637821300000.0,5695369000000.0,186888810000.0,4166262000000.0
2099.0,3605462800000.0,5669152400000.0,167389480000.0,4112041400000.0
2100.0,3555857500000.0,5644899300000.0,148750170000.0,4069419000000.0
