time,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR
2027.0,6983019700000.0,6700245000000.0,7229317600000.0,6762231000000.0,7282570000000.0
2028.0,6921469300000.0,6570668000000.0,7197550400000.0,6617960500000.0,7242451500000.0
2029.0,6870305000000.0,6442479000000.0,7169043300000.0,6492504700000.0,7219214000000.0
2030.0,6804543000000.0,6348141000000.0,7132030000000.0,6372071000000.0,7165400600000.0
2031.0,6762648000000.0,6199291400000.0,7085601300000.0,6263913000000.0,7101666600000.0
2032.0,6724425000000.0,6107782000000.0,7068965700000.0,6088841000000.0,7074783000000.0
2033.0,6694140000000.0,5985731000000.0,7065010000000.0,5963546000000.0,7044513400000.0
2034.0,6652339000000.0,5873629400000.0,7026964400000.0,5793749000000.0,7046101000000.0
2035.0,6550619400000.0,5722025000000.0,7014303000000.0,5660547000000.0,7029246000000.0
2036.0,6500975600000.0,5598247600000.0,7003196000000.0,5535037400000.0,7005529400000.0
2037.0,6426807000000.0,5441472000000.0,6969073000000.0,5378560000000.0,6979773300000.0
2038.0,6357076000000.0,5275271600000.0,6925759500000.0,5251186300000.0,6979967000000.0
2039.0,6255580000000.0,5104688700000.0,6894102000000.0,5082551000000.0,6915593600000.0
2040.0,6116378400000.0,4967786600000.0,6893009400000.0,4933686400000.0,6836264000000.0
2041.0,5995298300000.0,4822125000000.0,6906335000000.0,4732533300000.0,6808847500000.0
2042.0,5873392000000.0,4707947400000.0,6884353400000.0,4570352700000.0,6772204500000.0
2043.0,5747739500000.0,4585620500000.0,6876094000000.0,4394131700000.0,6731652400000.0
2044.0,5674616000000.0,4465941000000.0,6850511000000.0,4210080600000.0,6689178000000.0
2045.0,5596925400000.0,4337367000000.0,6811136000000.0,4016545000000.0,6647933000000.0
2046.0,5495427000000.0,4169202400000.0,6755044600000.0,3828538400000.0,6591136000000.0
2047.0,5412090300000.0,4019447700000.0,6732610300000.0,3622749300000.0,6559121000000.0
2048.0,5296590700000.0,3830207200000.0,6678905000000.0,3427263800000.0,6470953000000.0
2049.0,5165464700000.0,3659642000000.0,6646473400000.0,3224879200000.0,6453127500000.0
2050.0,5109297700000.0,3495956000000.0,6608328000000.0,3030921500000.0,6413988000000.0
2051.0,5012933600000.0,3312134700000.0,6577548400000.0,2841887600000.0,6317214000000.0
2052.0,4861996000000.0,3188909700000.0,6568895600000.0,2643991500000.0,6255101300000.0
2053.0,4755253000000.0,3057790700000.0,6569895000000.0,2479551400000.0,6185000400000.0
2054.0,4627799500000.0,2917078700000.0,6464203000000.0,2303823700000.0,6126072500000.0
2055.0,4552727000000.0,2763659000000.0,6367717400000.0,2147164100000.0,6044374000000.0
2056.0,4452368000000.0,2625049700000.0,6317625300000.0,1997264000000.0,5975600000000.0
2057.0,4340555400000.0,2498834500000.0,6250963700000.0,1854924300000.0,5947234700000.0
2058.0,4252903400000.0,2393029500000.0,6187147000000.0,1727723000000.0,5881711000000.0
2059.0,4198166200000.0,2280749300000.0,6144446000000.0,1609057800000.0,5785895000000.0
2060.0,4153636000000.0,2158708900000.0,6065563400000.0,1480850300000.0,5704072000000.0
2061.0,4092118000000.0,2025501000000.0,6046649000000.0,1333733900000.0,5630705300000.0
2062.0,4021218700000.0,1915371900000.0,5987171000000.0,1188301100000.0,5558680700000.0
2063.0,3935235200000.0,1794799300000.0,5932385000000.0,1048993460000.0,5483334000000.0
2064.0,3865835200000.0,1672429800000.0,5848421000000.0,923127250000.0,5394357300000.0
2065.0,3821798400000.0,1559404200000.0,5815282400000.0,806442600000.0,5360294300000.0
2066.0,3744638000000.0,1451205300000.0,5735627000000.0,714366200000.0,5297632000000.0
2067.0,3691067000000.0,1349231600000.0,5675217000000.0,630286400000.0,5240940700000.0
2068.0,3613601300000.0,1253344000000.0,5609707500000.0,551424900000.0,5186053000000.0
2069.0,3568426500000.0,1178220800000.0,5589109000000.0,481931850000.0,5121076000000.0
2070.0,3470866000000.0,1095470350000.0,5489510300000.0,422763300000.0,5047443000000.0
2071.0,3386996400000.0,1022479760000.0,5396016700000.0,364327500000.0,5042269600000.0
2072.0,3321996200000.0,961892100000.0,5308776000000.0,313431060000.0,4983676000000.0
2073.0,3232290600000.0,900151900000.0,5208470000000.0,266075210000.0,4927505600000.0
2074.0,3193298200000.0,836219440000.0,5126746000000.0,231057100000.0,4856465000000.0
2075.0,3128880500000.0,782030900000.0,5046095000000.0,197116840000.0,4779736000000.0
2076.0,3059600900000.0,731824060000.0,4954559000000.0,166683210000.0,4722216000000.0
2077.0,3005789800000.0,695811700000.0,4852371000000.0,140344570000.0,4648945600000.0
2078.0,2927907800000.0,661934600000.0,4781643400000.0,118379020000.0,4611594000000.0
2079.0,2863923200000.0,636735200000.0,4678789000000.0,99264630000.0,4561319000000.0
2080.0,2804851400000.0,600953600000.0,4562786700000.0,78650470000.0,4490360500000.0
2081.0,2757327300000.0,569549650000.0,4505895000000.0,61497320000.0,4436534500000.0
2082.0,2717305800000.0,544261570000.0,4446392700000.0,47811390000.0,4340444000000.0
2083.0,2672495400000.0,515378700000.0,4363388700000.0,39056470000.0,4260735500000.0
2084.0,2633983300000.0,485036800000.0,4307640400000.0,30743284000.0,4205532700000.0
2085.0,2586518200000.0,460687000000.0,4197096400000.0,24924512000.0,4184335500000.0
2086.0,2530466600000.0,432645080000.0,4126025000000.0,19851240000.0,4114763500000.0
2087.0,2471720400000.0,408275400000.0,4064201700000.0,14990469000.0,4054701800000.0
2088.0,2437141800000.0,388321380000.0,4000141800000.0,11576391000.0,3994171700000.0
2089.0,2395250400000.0,367691700000.0,3921648500000.0,8739294000.0,3942744600000.0
2090.0,2356524400000.0,345796770000.0,3839647300000.0,6799941600.0,3868813700000.0
2091.0,2323943300000.0,331701300000.0,3732998200000.0,5240088600.0,3795328000000.0
2092.0,2272047400000.0,312003230000.0,3658477700000.0,3781140700.0,3730200900000.0
2093.0,2234204600000.0,294013270000.0,3610925000000.0,2753564400.0,3654894700000.0
2094.0,2201862800000.0,279368700000.0,3530756200000.0,1877040900.0,3596936500000.0
2095.0,2150625800000.0,266683700000.0,3424957800000.0,1222121900.0,3554830000000.0
2096.0,2131667000000.0,252138050000.0,3337258000000.0,834157700.0,3491107200000.0
2097.0,2086601800000.0,242985700000.0,3264052500000.0,816977660.0,3431426700000.0
2098.0,2034274900000.0,236004690000.0,3186352000000.0,806785700.0,3403014000000.0
2099.0,2009055000000.0,228074950000.0,3098504900000.0,813853760.0,3359866600000.0
2100.0,1971069100000.0,218633620000.0,3013636500000.0,793989000.0,3293754400000.0
