time,UKESM1-0-LL,GFDL-ESM4,KACE-1-0-G,MRI-ESM2-0,TAIESM1,IPSL-CM6A-LR,MPI-ESM1-2-HR,IITM-ESM,CESM2-WACCM
2049.0,3362766500000.0,6448391000000.0,5690311600000.0,5988674400000.0,5618677000000.0,6047535700000.0,6800151000000.0,6818230700000.0,6845277000000.0
2050.0,3182953000000.0,6420666000000.0,5620079500000.0,5916328500000.0,5544741000000.0,5952598000000.0,6759010300000.0,6778605500000.0,6802032000000.0
2051.0,3019847200000.0,6378978500000.0,5554379000000.0,5836632000000.0,5444458000000.0,5836866000000.0,6739622000000.0,6738381600000.0,6760514000000.0
2052.0,2864184800000.0,6368023000000.0,5492846000000.0,5745069000000.0,5357862600000.0,5732539000000.0,6696566500000.0,6696741000000.0,6720194600000.0
2053.0,2714266500000.0,6332089000000.0,5437887000000.0,5629456400000.0,5267073300000.0,5684561700000.0,6671265400000.0,6638651600000.0,6676477000000.0
2054.0,2556339700000.0,6297569700000.0,5392574700000.0,5522690400000.0,5140320400000.0,5651766400000.0,6664925000000.0,6603591400000.0,6658739000000.0
2055.0,2382980400000.0,6272593000000.0,5322803000000.0,5408525000000.0,5048369700000.0,5578054700000.0,6633983000000.0,6548162600000.0,6642527000000.0
2056.0,2226759100000.0,6255530000000.0,5285007600000.0,5293887000000.0,4966673500000.0,5537353700000.0,6598412500000.0,6510887300000.0,6631556400000.0
2057.0,2049962500000.0,6212614000000.0,5207231600000.0,5192147300000.0,4866656700000.0,5473442000000.0,6548638000000.0,6487224600000.0,6595659400000.0
2058.0,1894288300000.0,6189697500000.0,5136536000000.0,5104358400000.0,4786204000000.0,5408447000000.0,6520754000000.0,6451387000000.0,6582845000000.0
2059.0,1739352600000.0,6126523000000.0,5054029000000.0,5057699000000.0,4686951000000.0,5347779000000.0,6483001500000.0,6390674000000.0,6545474600000.0
2060.0,1602223000000.0,6091343000000.0,5014110600000.0,4984325300000.0,4583295300000.0,5295624000000.0,6443619000000.0,6346372000000.0,6534671600000.0
2061.0,1468274300000.0,6051652000000.0,4944681000000.0,4880236000000.0,4462339400000.0,5221095000000.0,6398888000000.0,6305348000000.0,6512714400000.0
2062.0,1352240500000.0,6021810500000.0,4862593000000.0,4787982600000.0,4356334200000.0,5136295400000.0,6382473000000.0,6270108600000.0,6494575700000.0
2063.0,1227263700000.0,5991093500000.0,4787683700000.0,4729297000000.0,4270074400000.0,5095172000000.0,6362371700000.0,6241322500000.0,6459446000000.0
2064.0,1136366000000.0,5979309600000.0,4712638700000.0,4620496000000.0,4192177800000.0,5001436000000.0,6319146000000.0,6187325600000.0,6424192600000.0
2065.0,1052587400000.0,5940794000000.0,4646962000000.0,4515624400000.0,4119064000000.0,4936425000000.0,6272065000000.0,6173699300000.0,6384817500000.0
2066.0,957645000000.0,5925363500000.0,4586198000000.0,4459588000000.0,4017269000000.0,4862117400000.0,6226692300000.0,6128278700000.0,6323223000000.0
2067.0,869211500000.0,5883497000000.0,4520322000000.0,4379242700000.0,3937436200000.0,4750462000000.0,6192182600000.0,6085254000000.0,6288438700000.0
2068.0,780966760000.0,5843368000000.0,4454775500000.0,4278417600000.0,3854665000000.0,4673375300000.0,6156031400000.0,6040905000000.0,6241375500000.0
2069.0,688747300000.0,5821510000000.0,4381431600000.0,4201440600000.0,3724965300000.0,4589664300000.0,6124189000000.0,5986693700000.0,6215245000000.0
2070.0,609047500000.0,5811771300000.0,4339152700000.0,4058288500000.0,3628042000000.0,4523313000000.0,6066268000000.0,5952273600000.0,6166895000000.0
2071.0,530460930000.0,5792554500000.0,4249057800000.0,3942230500000.0,3539708400000.0,4447428700000.0,6013010000000.0,5908892500000.0,6117014000000.0
2072.0,462220660000.0,5763778000000.0,4154408600000.0,3864576000000.0,3449209200000.0,4371628400000.0,5968635600000.0,5879323700000.0,6077895700000.0
2073.0,401066820000.0,5740951000000.0,4063453500000.0,3781948000000.0,3363857000000.0,4295122700000.0,5921211000000.0,5851717300000.0,6001205000000.0
2074.0,354105300000.0,5695458000000.0,4001693400000.0,3699762800000.0,3292787600000.0,4201999800000.0,5891640300000.0,5817588000000.0,5949825000000.0
2075.0,304994980000.0,5653991000000.0,3965383000000.0,3612675400000.0,3194010700000.0,4124290000000.0,5854970500000.0,5770268000000.0,5921286700000.0
2076.0,262968790000.0,5621056300000.0,3893072500000.0,3489134500000.0,3103399000000.0,4053091000000.0,5807035400000.0,5734313500000.0,5878964600000.0
2077.0,228357670000.0,5597856000000.0,3826950900000.0,3413244400000.0,2978273000000.0,3988395400000.0,5774921700000.0,5674192000000.0,5849418000000.0
2078.0,201267950000.0,5563040000000.0,3753510400000.0,3318068300000.0,2860982200000.0,3904223800000.0,5732085300000.0,5615129700000.0,5783339000000.0
2079.0,172960300000.0,5530889000000.0,3688067200000.0,3241966600000.0,2764183400000.0,3809032800000.0,5681721600000.0,5578309500000.0,5748248000000.0
2080.0,146359340000.0,5489088000000.0,3624937000000.0,3156782400000.0,2670536000000.0,3740451700000.0,5639273700000.0,5527593500000.0,5646826000000.0
2081.0,121157830000.0,5447644300000.0,3562543000000.0,3094447400000.0,2590194300000.0,3649071500000.0,5589755000000.0,5480045300000.0,5585112000000.0
2082.0,99127670000.0,5438334600000.0,3485178000000.0,3049657200000.0,2489101800000.0,3593764000000.0,5545501700000.0,5424947400000.0,5527568000000.0
2083.0,80815870000.0,5419560000000.0,3450281400000.0,2966587700000.0,2387090600000.0,3505751900000.0,5520220500000.0,5368367000000.0,5482545700000.0
2084.0,66232630000.0,5380305000000.0,3421460200000.0,2907938000000.0,2285038700000.0,3443228100000.0,5485736000000.0,5319261400000.0,5437078000000.0
2085.0,53211316000.0,5352893000000.0,3393933000000.0,2838993600000.0,2166481600000.0,3383153700000.0,5448433400000.0,5294359300000.0,5376122000000.0
2086.0,43716920000.0,5298272600000.0,3331551700000.0,2774015700000.0,2081334200000.0,3340081800000.0,5406937600000.0,5254335000000.0,5344588000000.0
2087.0,36047155000.0,5270178000000.0,3299698500000.0,2695231000000.0,1994477400000.0,3281785200000.0,5353365000000.0,5203030000000.0,5261522000000.0
2088.0,29823822000.0,5247164000000.0,3258898400000.0,2615670200000.0,1898051300000.0,3221537400000.0,5306911300000.0,5148909000000.0,5231858400000.0
2089.0,24351860000.0,5225474000000.0,3217489700000.0,2541341000000.0,1803984600000.0,3159881400000.0,5254416000000.0,5088738300000.0,5200474000000.0
2090.0,20067238000.0,5181131000000.0,3182366600000.0,2480171600000.0,1712539300000.0,3114701000000.0,5207294500000.0,5024391000000.0,5144836600000.0
2091.0,15905646000.0,5136939000000.0,3138363000000.0,2396712600000.0,1630890100000.0,3046648800000.0,5197466700000.0,4994354400000.0,5100267000000.0
2092.0,12797832000.0,5103307000000.0,3087651300000.0,2361706200000.0,1551129100000.0,2985360600000.0,5158727600000.0,4941905000000.0,5050060000000.0
2093.0,9950936000.0,5083366400000.0,3019893600000.0,2285691500000.0,1458755700000.0,2923958600000.0,5116265000000.0,4896021000000.0,4992648000000.0
2094.0,7296349700.0,5035970000000.0,2988414000000.0,2249885000000.0,1386742700000.0,2894135300000.0,5056474000000.0,4849473000000.0,4947456000000.0
2095.0,5233540600.0,4971089000000.0,2947318300000.0,2219860600000.0,1338038300000.0,2846574500000.0,4996315000000.0,4806233000000.0,4908023500000.0
2096.0,3700239400.0,4939286000000.0,2906568800000.0,2167045000000.0,1264153300000.0,2792038900000.0,4966616400000.0,4763217000000.0,4874452300000.0
2097.0,2567355000.0,4915826000000.0,2861645700000.0,2140910900000.0,1186511800000.0,2726221800000.0,4934265000000.0,4758629000000.0,4826854300000.0
2098.0,1621122200.0,4903342700000.0,2816789400000.0,2114014000000.0,1120916100000.0,2659805800000.0,4888403600000.0,4706511000000.0,4787185000000.0
2099.0,920434750.0,4875795600000.0,2775907600000.0,2061716700000.0,1050658700000.0,2604897000000.0,4836366500000.0,4684141600000.0,4720953400000.0
2100.0,637573100.0,4847890300000.0,2721992100000.0,2019872600000.0,992415450000.0,2557603200000.0,4800046400000.0,4641147000000.0,4623025300000.0
