time,TAIESM1,MPI-ESM1-2-HR,CESM2,NORESM2-MM,EC-EARTH3,IPSL-CM6A-LR,INM-CM4-8,INM-CM5-0,CESM2-WACCM,ACCESS-CM2,CAMS-CSM1-0,EC-EARTH3-VEG,ACCESS-ESM1-5,MRI-ESM2-0,GFDL-ESM4,CANESM5,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR
2012.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0,954754000000.0
2013.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0,950906700000.0
2014.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0,930116800000.0
2015.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0
2016.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0
2017.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0
2018.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0
2019.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0
2020.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0
2021.0,835556200000.0,851510900000.0,825483500000.0,839718100000.0,830814360000.0,825332660000.0,850593300000.0,844140250000.0,834166000000.0,834550370000.0,848291000000.0,825006700000.0,839687860000.0,837127500000.0,851644840000.0,832531660000.0,833711200000.0,833104900000.0,849270730000.0
2022.0,821417000000.0,840936100000.0,812566640000.0,826194850000.0,810861000000.0,804303340000.0,823367600000.0,831299200000.0,799260740000.0,820102040000.0,831249100000.0,809479400000.0,835464000000.0,829527700000.0,847688430000.0,815261400000.0,818697300000.0,814542160000.0,825682500000.0
2023.0,805468500000.0,829875360000.0,788324200000.0,818949060000.0,789980600000.0,787872900000.0,804758000000.0,826454640000.0,777505730000.0,808486400000.0,825883030000.0,792643000000.0,828119300000.0,814805400000.0,827843740000.0,800126500000.0,801109840000.0,805296700000.0,798373400000.0
2024.0,792376050000.0,816067700000.0,765198700000.0,803071700000.0,775928200000.0,775383740000.0,774227000000.0,804047500000.0,758531000000.0,787605500000.0,812515600000.0,774176830000.0,828883300000.0,788820600000.0,824064200000.0,777848360000.0,802895800000.0,796109240000.0,791473300000.0
2025.0,776289600000.0,800764700000.0,738393460000.0,787351700000.0,776586260000.0,759980100000.0,758076150000.0,788181900000.0,729428600000.0,778422400000.0,799479700000.0,750258800000.0,810958200000.0,762854050000.0,830817240000.0,758183800000.0,792404560000.0,771332440000.0,785879600000.0
2026.0,764196550000.0,791347200000.0,718939950000.0,764932100000.0,751869360000.0,734909960000.0,726708260000.0,772224100000.0,709550100000.0,753948600000.0,796741800000.0,748173500000.0,799053250000.0,740516040000.0,827633100000.0,740270600000.0,784545400000.0,754634500000.0,776920960000.0
2027.0,753508400000.0,788787360000.0,703413750000.0,746231800000.0,738879860000.0,719793900000.0,710507950000.0,758995550000.0,688169400000.0,729677960000.0,800144950000.0,728540800000.0,771554200000.0,732468940000.0,804475040000.0,724141000000.0,777610460000.0,745015900000.0,757048540000.0
2028.0,728643500000.0,778793300000.0,690579100000.0,737878150000.0,721005500000.0,690038400000.0,693149100000.0,736383900000.0,661061600000.0,700874560000.0,786447800000.0,712219360000.0,747897200000.0,714525970000.0,791136760000.0,702707470000.0,766593860000.0,726848100000.0,752431860000.0
2029.0,698547600000.0,772822100000.0,676616600000.0,732553600000.0,695783200000.0,666631100000.0,685140100000.0,723722100000.0,631009400000.0,685319300000.0,787154700000.0,688298900000.0,731069740000.0,694122250000.0,775580000000.0,677370000000.0,746102000000.0,717888700000.0,743940600000.0
2030.0,683157300000.0,763285540000.0,665087640000.0,721120900000.0,670357000000.0,639007460000.0,674134300000.0,699389200000.0,599238300000.0,667990000000.0,778181700000.0,671899250000.0,706157350000.0,676157800000.0,761854100000.0,651215200000.0,728021500000.0,704871860000.0,722909200000.0
2031.0,653498650000.0,740758200000.0,655027100000.0,699971670000.0,651297700000.0,604751860000.0,661535100000.0,683723500000.0,584515700000.0,645439300000.0,767840200000.0,659754450000.0,672524000000.0,653715400000.0,755384060000.0,628506760000.0,706197400000.0,681745650000.0,707427700000.0
2032.0,636909450000.0,743700100000.0,638143560000.0,674439800000.0,633953900000.0,585926050000.0,642987070000.0,664983440000.0,564307600000.0,624940550000.0,755840450000.0,651913460000.0,644204270000.0,628328700000.0,743574200000.0,597414250000.0,700652060000.0,649714140000.0,692981000000.0
2033.0,613855000000.0,731188360000.0,619538940000.0,659276600000.0,619137600000.0,569606140000.0,627154100000.0,646731100000.0,541242850000.0,611109500000.0,745156840000.0,630194300000.0,609561000000.0,607965940000.0,735210800000.0,571064700000.0,686737600000.0,629427300000.0,678974900000.0
2034.0,572977250000.0,729135600000.0,606672650000.0,642163400000.0,608919360000.0,561710500000.0,613313600000.0,634599000000.0,516529160000.0,587044400000.0,734992660000.0,619943200000.0,584524700000.0,598703540000.0,708039200000.0,551618900000.0,679652900000.0,614809340000.0,662427000000.0
2035.0,552647900000.0,710785100000.0,584893000000.0,619475800000.0,591498440000.0,546239050000.0,596611240000.0,620579450000.0,486810850000.0,575802970000.0,714789360000.0,602717800000.0,558262450000.0,591770100000.0,697243340000.0,536122030000.0,665289360000.0,595730800000.0,644969800000.0
2036.0,525904280000.0,698445500000.0,561527000000.0,599670650000.0,578144040000.0,531300420000.0,574982460000.0,605713500000.0,466415000000.0,557326400000.0,700570200000.0,595394950000.0,548111100000.0,577479100000.0,690473300000.0,515034120000.0,654341900000.0,577552000000.0,640794950000.0
2037.0,499716230000.0,678529500000.0,543637080000.0,583763200000.0,560876200000.0,510066800000.0,548165700000.0,588142900000.0,444090700000.0,541929180000.0,681263100000.0,570755500000.0,535645060000.0,563646560000.0,668873260000.0,498939360000.0,640847250000.0,569877900000.0,631527100000.0
2038.0,481785680000.0,670725050000.0,519627700000.0,564811860000.0,553045600000.0,499728800000.0,532852200000.0,576003000000.0,425032400000.0,524336140000.0,672133400000.0,562045600000.0,523968600000.0,538452700000.0,657879400000.0,476566850000.0,622622340000.0,564039100000.0,623757300000.0
2039.0,459744300000.0,662546900000.0,495699430000.0,539829270000.0,532903820000.0,480079680000.0,512441300000.0,566071070000.0,409114180000.0,509220850000.0,650689840000.0,548989100000.0,496798800000.0,523321640000.0,636916660000.0,458987270000.0,596684800000.0,533176700000.0,613466900000.0
2040.0,434185000000.0,655069900000.0,476814050000.0,521890820000.0,507666800000.0,462198960000.0,497083400000.0,558047170000.0,396426000000.0,491138350000.0,645439950000.0,535387960000.0,467669680000.0,500750650000.0,621974800000.0,432092740000.0,576717850000.0,527358030000.0,592511900000.0
2041.0,411679000000.0,648843000000.0,447551140000.0,498300000000.0,476899250000.0,447591550000.0,482656980000.0,549078340000.0,380782970000.0,466111300000.0,637739500000.0,522939860000.0,450387970000.0,477920900000.0,616071200000.0,412151480000.0,554051200000.0,510415730000.0,570554600000.0
2042.0,383777670000.0,640399500000.0,434162400000.0,475756460000.0,463036100000.0,426503770000.0,458658640000.0,530262460000.0,356230040000.0,446106570000.0,637068500000.0,505236620000.0,437393420000.0,460544540000.0,603573650000.0,397889960000.0,530817800000.0,494651700000.0,557362900000.0
2043.0,362076570000.0,628277300000.0,413975400000.0,464405100000.0,458122430000.0,411860400000.0,444301200000.0,521552000000.0,339565640000.0,429262140000.0,634307100000.0,489213260000.0,417924000000.0,440322850000.0,584706800000.0,381405500000.0,507599300000.0,478442780000.0,547317900000.0
2044.0,337643500000.0,612988940000.0,396785680000.0,447776720000.0,449773670000.0,394432870000.0,432804070000.0,514346420000.0,327047740000.0,403454800000.0,610967900000.0,477140750000.0,400070100000.0,419422540000.0,561058600000.0,359775400000.0,492931680000.0,458781520000.0,535850000000.0
2045.0,314639060000.0,595404400000.0,379082280000.0,422623540000.0,431202530000.0,372519340000.0,424783540000.0,503663030000.0,308464550000.0,382902440000.0,609929000000.0,463554350000.0,383606030000.0,399431140000.0,531057870000.0,336760730000.0,482383600000.0,436996150000.0,517245340000.0
2046.0,295830220000.0,587005950000.0,364487200000.0,407394980000.0,413192950000.0,355028570000.0,407435480000.0,493652080000.0,292202250000.0,356834600000.0,601474900000.0,453177930000.0,367014300000.0,382464200000.0,521196180000.0,320435620000.0,472603950000.0,422982220000.0,492739200000.0
2047.0,277341140000.0,572829660000.0,349334540000.0,379428470000.0,390508680000.0,341812020000.0,392199900000.0,478009900000.0,278343350000.0,344010160000.0,580021400000.0,438917270000.0,353013920000.0,369794580000.0,511938850000.0,307716720000.0,456550970000.0,406269620000.0,482038220000.0
2048.0,256436730000.0,559912450000.0,334273870000.0,358457500000.0,369119200000.0,325384570000.0,379870600000.0,461885730000.0,265491370000.0,335452200000.0,569242200000.0,424051930000.0,341856120000.0,351533330000.0,496635380000.0,286206100000.0,434109600000.0,384578160000.0,470899130000.0
2049.0,234059250000.0,539303400000.0,323429760000.0,340829600000.0,361995100000.0,311235480000.0,371486500000.0,447254800000.0,246061710000.0,318143660000.0,548142970000.0,407419260000.0,326545100000.0,335935930000.0,481347900000.0,271574960000.0,413185740000.0,362980770000.0,453926980000.0
2050.0,219699100000.0,523486950000.0,310616850000.0,323733360000.0,346117570000.0,291625930000.0,367339770000.0,425248230000.0,229113700000.0,293434750000.0,539566100000.0,391230420000.0,314270220000.0,320193760000.0,466090100000.0,259698210000.0,397792940000.0,354251100000.0,430356560000.0
2051.0,206912880000.0,509358200000.0,292556900000.0,310923430000.0,331892980000.0,276998950000.0,361952180000.0,409886200000.0,220825810000.0,271982120000.0,528325700000.0,372140200000.0,295203800000.0,310195700000.0,457853530000.0,244343900000.0,383049000000.0,345443140000.0,414611640000.0
2052.0,194203480000.0,499458700000.0,277086860000.0,294007800000.0,312825350000.0,259964220000.0,354241000000.0,401835360000.0,212571200000.0,259070300000.0,521049240000.0,358577700000.0,284665800000.0,305303130000.0,448436670000.0,228283150000.0,371697700000.0,333477250000.0,398224460000.0
2053.0,178510510000.0,489599630000.0,259517740000.0,280516760000.0,293111200000.0,251358900000.0,345024170000.0,398580350000.0,204305000000.0,238250570000.0,512080870000.0,347379300000.0,267126150000.0,287985340000.0,436280520000.0,215345300000.0,352854200000.0,315982940000.0,386345800000.0
2054.0,164007260000.0,477294030000.0,246965490000.0,266546500000.0,286737560000.0,232811200000.0,340012000000.0,385009520000.0,187260290000.0,218254600000.0,495972060000.0,333382700000.0,254619900000.0,277601160000.0,419214520000.0,204354340000.0,332156800000.0,303261350000.0,370796560000.0
2055.0,151757260000.0,459099400000.0,231332890000.0,254558300000.0,275552860000.0,218705230000.0,328031900000.0,373433170000.0,174545170000.0,203052910000.0,482560700000.0,316036480000.0,240004200000.0,267730580000.0,412080300000.0,188606820000.0,317195420000.0,292514630000.0,355403800000.0
2056.0,137367780000.0,440077220000.0,218031700000.0,244697420000.0,270394000000.0,202982540000.0,310449770000.0,365570000000.0,164902680000.0,188877820000.0,483523600000.0,304728670000.0,224632230000.0,248377590000.0,395377020000.0,174401000000.0,295396900000.0,278958830000.0,339126850000.0
2057.0,127922180000.0,427465240000.0,203165040000.0,231322700000.0,255888150000.0,189490280000.0,298359900000.0,349268600000.0,152436150000.0,173696040000.0,473813500000.0,294862450000.0,210801130000.0,235608150000.0,381244400000.0,158093460000.0,277781600000.0,258290900000.0,327950860000.0
2058.0,115596026000.0,409515950000.0,191184450000.0,218784550000.0,242046700000.0,174935260000.0,290102200000.0,334618800000.0,141313770000.0,160948980000.0,470279700000.0,276205860000.0,196006400000.0,222721490000.0,364621800000.0,145182830000.0,259859920000.0,246788550000.0,312200040000.0
2059.0,102311840000.0,393302050000.0,180196050000.0,206543600000.0,233284760000.0,163911270000.0,280302900000.0,322799670000.0,132802850000.0,147683200000.0,460603160000.0,258337980000.0,183185330000.0,213904240000.0,358947700000.0,134765120000.0,248197000000.0,234837070000.0,291953300000.0
2060.0,89753485000.0,381321400000.0,166843250000.0,189590010000.0,219430470000.0,150432830000.0,272246670000.0,313509200000.0,122364000000.0,136976520000.0,454612160000.0,242464240000.0,169257600000.0,201027010000.0,342507780000.0,124056805000.0,234160000000.0,223949590000.0,274245800000.0
2061.0,79660310000.0,367348350000.0,153202340000.0,176559000000.0,208597300000.0,138264400000.0,262979800000.0,302910570000.0,109989660000.0,123700860000.0,442998460000.0,228144050000.0,154548030000.0,191981100000.0,328243200000.0,112914130000.0,217672320000.0,212676760000.0,258582330000.0
2062.0,72117450000.0,350414400000.0,141761500000.0,161155760000.0,197866620000.0,126793110000.0,252975560000.0,293572380000.0,103304990000.0,112521790000.0,425512340000.0,222012460000.0,141405490000.0,185872480000.0,313294620000.0,101127710000.0,202479480000.0,200353150000.0,242676370000.0
2063.0,66118810000.0,340845820000.0,132238280000.0,147413800000.0,184930140000.0,117019754000.0,242831210000.0,283425340000.0,93486200000.0,101051924000.0,407323440000.0,209465670000.0,131489030000.0,176280000000.0,303950730000.0,92537910000.0,187212640000.0,188268950000.0,225686630000.0
2064.0,61379117000.0,327105380000.0,120549770000.0,136150750000.0,177036850000.0,105623405000.0,234811460000.0,268462200000.0,84903035000.0,89763470000.0,398734660000.0,199262650000.0,121521590000.0,167964150000.0,293761420000.0,83539700000.0,178284040000.0,178111950000.0,209065800000.0
2065.0,54739450000.0,312002970000.0,112050850000.0,124721790000.0,169915470000.0,94766416000.0,226037500000.0,255867500000.0,76142300000.0,80814930000.0,391399640000.0,185489520000.0,110605600000.0,162254160000.0,282622230000.0,75708950000.0,166406210000.0,165111900000.0,195107720000.0
2066.0,47636620000.0,291529100000.0,103228670000.0,114646620000.0,162069920000.0,85622160000.0,216015200000.0,248281500000.0,67072606000.0,73194620000.0,378038200000.0,172261850000.0,101162170000.0,153544650000.0,272805630000.0,68077674000.0,154554550000.0,152257300000.0,183269280000.0
2067.0,41102705000.0,282585730000.0,94767950000.0,104733200000.0,152246630000.0,74629580000.0,206589980000.0,233995290000.0,60264800000.0,66341306000.0,373882520000.0,160120700000.0,91986870000.0,145667260000.0,262015090000.0,59229510000.0,142810020000.0,142679030000.0,173170280000.0
2068.0,34256409000.0,273938270000.0,86984960000.0,96238660000.0,137900030000.0,64887312000.0,197828080000.0,226047070000.0,53577320000.0,59858110000.0,369953770000.0,153157580000.0,80382840000.0,135961590000.0,253820300000.0,54076596000.0,130159020000.0,133771400000.0,157592290000.0
2069.0,29655288000.0,263956020000.0,80093890000.0,87475085000.0,129737460000.0,55879320000.0,188926210000.0,215398530000.0,47738044000.0,52225315000.0,359788840000.0,140910380000.0,71120855000.0,129795480000.0,241288460000.0,48358064000.0,118799820000.0,123697460000.0,147244200000.0
2070.0,25197128000.0,248185040000.0,71067615000.0,78377960000.0,120747655000.0,48145300000.0,183281860000.0,206484950000.0,42545420000.0,44733436000.0,342136260000.0,134672286000.0,60902138000.0,125893020000.0,228286040000.0,41704018000.0,109394550000.0,112421200000.0,133551770000.0
2071.0,21485048000.0,234722540000.0,64292143000.0,70207226000.0,111091180000.0,41396200000.0,175158050000.0,196209200000.0,36770804000.0,37973426000.0,334470380000.0,125216210000.0,52634325000.0,116122124000.0,211211960000.0,35339540000.0,99687825000.0,103344450000.0,123444820000.0
2072.0,18180057000.0,223794250000.0,57241280000.0,64055316000.0,99160680000.0,35720823000.0,165725780000.0,186907870000.0,30965643000.0,33740415000.0,325043100000.0,117210100000.0,44448244000.0,108236540000.0,207520250000.0,30347610000.0,92362646000.0,95393370000.0,113930740000.0
2073.0,15748368000.0,211136820000.0,50710815000.0,57269477000.0,89496640000.0,30279465000.0,159630310000.0,176968700000.0,26540573000.0,29351016000.0,320209980000.0,107670170000.0,38506484000.0,100978600000.0,200554450000.0,25957400000.0,83857110000.0,88055914000.0,103670650000.0
2074.0,13022876000.0,200458930000.0,44677005000.0,50652893000.0,81277700000.0,26214554000.0,150864100000.0,170838130000.0,21962805000.0,25388919000.0,311440400000.0,100314930000.0,32517718000.0,94249950000.0,194316520000.0,21935194000.0,75361470000.0,82540940000.0,95214944000.0
2075.0,10217638000.0,188879980000.0,38663670000.0,45245890000.0,73618980000.0,21518877000.0,144052190000.0,165143500000.0,18037598000.0,21618514000.0,307664220000.0,92756370000.0,27959177000.0,87253890000.0,185973700000.0,18509797000.0,68037353000.0,75968315000.0,87529320000.0
2076.0,7872822300.0,179916590000.0,33107030000.0,40953550000.0,64100610000.0,17856963000.0,134742024000.0,153803880000.0,15176109000.0,18493243000.0,300139250000.0,86071670000.0,23727983000.0,79894470000.0,177919410000.0,15466041000.0,61184926000.0,68410147000.0,80305365000.0
2077.0,6389140000.0,166016530000.0,29700119000.0,36861590000.0,58437132000.0,14766331000.0,128950600000.0,146033840000.0,12390947000.0,15626231000.0,290131000000.0,77187695000.0,19924283000.0,75035010000.0,173734700000.0,12789818000.0,55729750000.0,62706135000.0,74442600000.0
2078.0,5267119600.0,157139450000.0,25986660000.0,31680862000.0,51265190000.0,11911485000.0,122518790000.0,138135490000.0,10296948000.0,13673914000.0,280230720000.0,71237665000.0,16971622000.0,70569910000.0,166707680000.0,10673843000.0,49218507000.0,57763545000.0,68807540000.0
2079.0,4474637300.0,146933040000.0,22593910000.0,28331764000.0,45281330000.0,9652105000.0,117150190000.0,132845900000.0,8335414000.0,11300724000.0,277071600000.0,63150215000.0,14554331000.0,66052450000.0,156824490000.0,8990538000.0,42412896000.0,51658207000.0,62689990000.0
2080.0,3900517000.0,139512200000.0,19531560000.0,24990070000.0,39812297000.0,7790510000.0,112219140000.0,127216240000.0,7089519600.0,9465546000.0,267167880000.0,56523244000.0,11870922000.0,61064487000.0,150982770000.0,7459048000.0,37092570000.0,47759376000.0,57982906000.0
2081.0,3458571000.0,132420166000.0,16742817000.0,21625070000.0,36311896000.0,6211913000.0,106878200000.0,121194680000.0,5782459000.0,7876612600.0,259063970000.0,49327000000.0,8972534000.0,56120762000.0,143629900000.0,6192905000.0,32655763000.0,42355147000.0,52170030000.0
2082.0,3026965000.0,123389330000.0,13856599000.0,18505050000.0,31157678000.0,5242486000.0,101608284000.0,116139760000.0,5022293500.0,6865032700.0,245951900000.0,44873556000.0,7041113600.0,51854017000.0,137992650000.0,5078442000.0,28047086000.0,37923725000.0,47214090000.0
2083.0,2668230100.0,113388690000.0,11967850000.0,15496502000.0,25778290000.0,4611108000.0,95891840000.0,108613935000.0,4262776600.0,6144987000.0,236341970000.0,40419000000.0,5997007400.0,49390000000.0,129862340000.0,4223100400.0,23924961000.0,34418205000.0,42922600000.0
2084.0,2390877000.0,106126650000.0,10219970000.0,13349660000.0,22532868000.0,4164391000.0,90921200000.0,104402870000.0,3758373000.0,5631279600.0,226361870000.0,34871247000.0,5119090700.0,44385470000.0,124186770000.0,3563561000.0,20288215000.0,31636283000.0,38904496000.0
2085.0,2122789000.0,98141980000.0,8863550000.0,11478013000.0,20618009000.0,3651695400.0,84590830000.0,100154680000.0,3251984100.0,4871999500.0,217920600000.0,29686702000.0,4465975300.0,41379250000.0,117952540000.0,3036613600.0,17586696000.0,28811815000.0,34818576000.0
2086.0,1909536100.0,92877234000.0,7554887700.0,9978289000.0,17960733000.0,3353407000.0,80510450000.0,94593460000.0,2920029700.0,4409754600.0,210200510000.0,26138618000.0,3976170800.0,38888420000.0,110649220000.0,2525126700.0,15232862000.0,26104443000.0,30367302000.0
2087.0,1706131600.0,87174570000.0,6365128000.0,8332942300.0,14661110000.0,2957083000.0,75504470000.0,90330160000.0,2573556200.0,4044818700.0,196689560000.0,22973751000.0,3493486300.0,36576680000.0,103494480000.0,2257453000.0,13119913000.0,22602130000.0,26965287000.0
2088.0,1592830200.0,79748915000.0,5493447700.0,7204632600.0,12730379000.0,2618285300.0,70747940000.0,84797120000.0,2374684400.0,3824200700.0,185616970000.0,20607494000.0,3146742500.0,33339689000.0,98195735000.0,2036096000.0,11382142000.0,20125467000.0,24295051000.0
2089.0,1517775200.0,72576350000.0,4530527000.0,6515189000.0,11223655000.0,2301874400.0,65029427000.0,78923230000.0,2194429400.0,3544047900.0,179962640000.0,18291984000.0,2707311000.0,30593110000.0,93271695000.0,1834996200.0,9275937000.0,17967501000.0,22252095000.0
2090.0,1405853000.0,64917090000.0,3817064200.0,5542320000.0,9494927000.0,2034159100.0,60459057000.0,75484730000.0,2112363400.0,3341767000.0,175128560000.0,15611282000.0,2431289900.0,28903782000.0,87006330000.0,1675667500.0,7662797000.0,15894006000.0,20435716000.0
2091.0,1300449500.0,58568270000.0,3334064400.0,4999840300.0,7632447000.0,1834546700.0,56926474000.0,70071730000.0,1955781600.0,3076683500.0,164492940000.0,13173863000.0,2227141600.0,27043017000.0,82526910000.0,1501707100.0,6480661000.0,14440155000.0,18818503000.0
2092.0,1252050300.0,52282307000.0,2953065200.0,4662078500.0,6544882700.0,1712279700.0,52951540000.0,65415623000.0,1784406700.0,2850275300.0,157333050000.0,10636830000.0,2017322900.0,25598968000.0,77102150000.0,1302020700.0,5439641600.0,13073414000.0,17426543000.0
2093.0,1217656200.0,46424410000.0,2654542600.0,4266083600.0,5915477000.0,1586381000.0,49562720000.0,59807970000.0,1631748700.0,2619243500.0,149016560000.0,8952687000.0,1861684100.0,23531522000.0,70716450000.0,1177681700.0,4575217000.0,11495435000.0,15671945000.0
2094.0,1145526900.0,41621467000.0,2403318000.0,3776864800.0,4984201700.0,1470965800.0,45982270000.0,56916400000.0,1513761500.0,2454548500.0,140650550000.0,7565142000.0,1728245800.0,21460654000.0,66819550000.0,1110080500.0,4076456400.0,10189524000.0,13983092000.0
2095.0,1102568400.0,37537110000.0,2140735400.0,3473773800.0,4151007200.0,1363871200.0,42768445000.0,54610880000.0,1389482000.0,2242706700.0,131488400000.0,6326122000.0,1661416000.0,19510653000.0,63516434000.0,1090257200.0,3565728300.0,9049068000.0,12501769000.0
2096.0,1028212100.0,34679255000.0,1803227300.0,3205017300.0,3656639700.0,1253456100.0,39185048000.0,52257980000.0,1322501000.0,2030606100.0,123356860000.0,5656897500.0,1618166300.0,18107126000.0,60376195000.0,1056461000.0,3264678100.0,7972844000.0,11154497000.0
