time,GFDL-CM3,CSIRO-MK3-6-0,CCSM4,NORESM1-M,IPSL-CM5A-LR,CANESM2,GFDL-ESM2G,GISS-E2-R,MPI-ESM-LR,CNRM-CM5
2036.0,2245096400.0,2538864400.0,2458115000.0,2509103400.0,2236882700.0,2386014200.0,2382693600.0,2365740300.0,2395913000.0,2476270300.0
2037.0,2206042400.0,2534073900.0,2433270000.0,2518822400.0,2178560800.0,2342906600.0,2368144400.0,2326972200.0,2669025000.0,2453999600.0
2038.0,2165056000.0,2521398800.0,2419329500.0,2488881400.0,2132064900.0,2306228200.0,2341683700.0,2291495700.0,2403308000.0,2438553300.0
2039.0,2113877000.0,2514512600.0,2399999000.0,2453774000.0,2078531000.0,2266315800.0,2319378700.0,2252770300.0,2384960300.0,2414554600.0
2040.0,2057246300.0,2483211000.0,2381357300.0,2433818400.0,2013561200.0,2237183500.0,2292061400.0,2204189700.0,2330607000.0,2411511000.0
2041.0,2017339100.0,2465882000.0,2358776000.0,2417020700.0,1996823600.0,2203223300.0,2257567500.0,2160144000.0,2315805200.0,2389608400.0
2042.0,1958037100.0,2464165400.0,2336670200.0,2430107000.0,1943205100.0,2148052500.0,2220562400.0,2103311200.0,2268585000.0,2365651000.0
2043.0,1903974300.0,2456076500.0,2330521600.0,2385373400.0,1877792800.0,2120890200.0,2204820200.0,2030954600.0,2220045300.0,2345894000.0
2044.0,1836446300.0,2422986500.0,2306231000.0,2355140000.0,1815844200.0,2095026000.0,2169175600.0,1997323500.0,2179385900.0,2317680600.0
2045.0,1780151000.0,2393528800.0,2308283000.0,2325304600.0,1742032900.0,2054938900.0,2268399600.0,1934305400.0,2197358300.0,2288128300.0
2046.0,1719022200.0,2362222300.0,2255539000.0,2355584300.0,1653946000.0,1997488500.0,2211584000.0,1859271200.0,2127371600.0,2262488600.0
2047.0,1665550700.0,2337022000.0,2220952300.0,2311091000.0,1584903300.0,1940955100.0,2144805000.0,1793628000.0,2095391200.0,2230823000.0
2048.0,1608953000.0,2331346200.0,2186191400.0,2279593200.0,1506782300.0,1892431700.0,2096964600.0,1708236700.0,2041424600.0,2205023200.0
2049.0,1555000700.0,2317120800.0,2152804000.0,2244103700.0,1452390800.0,1840516600.0,2064999400.0,1643469800.0,2006597900.0,2175502600.0
2050.0,1505668900.0,2311738600.0,2114243100.0,2223602000.0,1382520700.0,1794334600.0,1997256600.0,1567242200.0,1974419000.0,2129763500.0
2051.0,1434912600.0,2314343200.0,2075435400.0,2185192200.0,1332038800.0,1745963300.0,1965500300.0,1517106200.0,1919165000.0,2120592400.0
2052.0,1375536400.0,2248568600.0,2027558300.0,2149727700.0,1262627500.0,1677511300.0,1930424800.0,1473128800.0,1864971100.0,2071534600.0
2053.0,1324563700.0,2213136400.0,2000222000.0,2122457900.0,1218487400.0,1638502300.0,1886758000.0,1432739500.0,1819693800.0,2028634000.0
2054.0,1275755800.0,2194322000.0,1932311400.0,2078969600.0,1146943100.0,1581916000.0,1827577200.0,1396945000.0,1892714400.0,1978805900.0
2055.0,1235041400.0,2173052200.0,1902276500.0,2042089700.0,1089984500.0,1533142900.0,1775261600.0,1339151200.0,1782899300.0,1930336600.0
2056.0,1188577300.0,2137429500.0,1866738600.0,2015839500.0,1052681600.0,1485657300.0,1732676700.0,1290599600.0,1739578800.0,1889253000.0
2057.0,1140719000.0,2113950100.0,1827371100.0,1986789800.0,1011556200.0,1430292100.0,1682228500.0,1256859600.0,1698970200.0,1849178600.0
2058.0,1106555000.0,2095371500.0,1783470500.0,1951180500.0,973611700.0,1375575900.0,1636810500.0,1221477100.0,1669019800.0,1802171600.0
2059.0,1062904300.0,2125612200.0,1750246100.0,1917438800.0,922043400.0,1488999000.0,1599928700.0,1183621400.0,1628269400.0,1797902200.0
2060.0,1004730100.0,2339948000.0,1703825700.0,1880810100.0,877775400.0,1312815700.0,1557327700.0,1137231700.0,1594241300.0,1726312300.0
2061.0,958979200.0,2133552300.0,1669658800.0,1851904100.0,837594700.0,1261378300.0,1517629300.0,1114312800.0,1548621600.0,1689304300.0
2062.0,917855100.0,2049365400.0,1626879200.0,1906875300.0,798675140.0,1221664400.0,1467712000.0,1086675600.0,1503096600.0,1645245300.0
2063.0,880766500.0,2021225000.0,1585961300.0,1805512000.0,760369700.0,1179493800.0,1430737300.0,1046417540.0,1453756200.0,1584299900.0
2064.0,849507000.0,1986387000.0,1532399000.0,1757813200.0,724785800.0,1148308000.0,1392227200.0,1017955800.0,1419407500.0,1561247400.0
2065.0,815337150.0,1946120700.0,1497144000.0,1711448600.0,700943700.0,1108474500.0,1353974900.0,983224100.0,1366131800.0,1501892600.0
2066.0,788095300.0,1907157600.0,1467988900.0,1669548900.0,670276700.0,1077765000.0,1320106500.0,976556400.0,1349743200.0,1506602200.0
2067.0,747383100.0,1881299000.0,1431809800.0,1630857600.0,641977400.0,1037244540.0,1274590300.0,949908500.0,1323502300.0,1438040000.0
2068.0,715451400.0,1852916700.0,1384528800.0,1582963000.0,613663400.0,1020149440.0,1260682600.0,919291260.0,1281965000.0,1391303300.0
2069.0,675595700.0,1808855900.0,1330391200.0,1531835000.0,583901600.0,989359360.0,1217874300.0,890307260.0,1238957800.0,1356116500.0
2070.0,648603900.0,1784321400.0,1297248800.0,1489576700.0,555262300.0,951615170.0,1169601000.0,929952830.0,1199536400.0,1306809000.0
2071.0,617946100.0,1742533400.0,1248892900.0,1456229600.0,533192700.0,924661900.0,1136634900.0,877410370.0,1168080400.0,1274394500.0
2072.0,588533900.0,1690279700.0,1212098300.0,1401088800.0,507190100.0,895857600.0,1157869800.0,851609340.0,1128600300.0,1243950600.0
2073.0,561319040.0,1651333000.0,1188544900.0,1348239500.0,482449820.0,862561200.0,1083150700.0,833899800.0,1091140400.0,1194881200.0
2074.0,538144400.0,1617535100.0,1162326500.0,1292128300.0,461194880.0,832587140.0,1051469250.0,809906700.0,1049421250.0,1155776300.0
2075.0,513951520.0,1585852500.0,1135675100.0,1240877800.0,439542200.0,803696400.0,1024146400.0,784082200.0,1014491650.0,1120428000.0
2076.0,490943940.0,1555595900.0,1102030600.0,1198991400.0,421862430.0,773706430.0,984681860.0,757635260.0,979482240.0,1074463500.0
2077.0,472779700.0,1524171300.0,1072462460.0,1141835000.0,404322500.0,743927200.0,943749700.0,715905200.0,948718400.0,1042571300.0
2078.0,451655600.0,1498076200.0,1043115700.0,1112124900.0,389325630.0,705975550.0,923163260.0,693672100.0,906633860.0,1000013400.0
2079.0,438649800.0,1449036400.0,1014003500.0,1091196300.0,374282850.0,678814340.0,898245600.0,667128500.0,887350200.0,967931000.0
2080.0,417545760.0,1419100500.0,980243140.0,1037447940.0,357726720.0,644063940.0,869628540.0,640835000.0,874251260.0,938073600.0
2081.0,404034850.0,1389525100.0,951904000.0,1018016800.0,333886300.0,622121700.0,844907500.0,612962700.0,843886200.0,896616500.0
2082.0,386965500.0,1361903100.0,920037600.0,983807500.0,322842430.0,612435900.0,817367700.0,593073400.0,824605900.0,865327700.0
2083.0,364602430.0,1320272400.0,877429250.0,942241540.0,310283520.0,592985500.0,793210750.0,579282700.0,819250800.0,836436800.0
2084.0,343899520.0,1277815900.0,867248600.0,907306000.0,300257200.0,562210500.0,759539140.0,569210900.0,773965100.0,820641500.0
2085.0,326940200.0,1248595100.0,836917400.0,871840830.0,283265120.0,536559040.0,733076540.0,551288960.0,734683460.0,782027700.0
2086.0,306534460.0,1220769200.0,826410400.0,847795000.0,267466350.0,507971070.0,706522300.0,533706300.0,812521300.0,757704200.0
2087.0,289943200.0,1189081100.0,790166340.0,820692400.0,246982660.0,491742560.0,675137800.0,518351460.0,721415300.0,729834600.0
2088.0,270965900.0,1159899800.0,768859600.0,798993540.0,226856030.0,474468930.0,643968800.0,504470370.0,685898100.0,701169600.0
2089.0,254569470.0,1137311700.0,739807800.0,772892100.0,206920830.0,458744200.0,621132500.0,491608420.0,675609800.0,670623550.0
2090.0,235795280.0,1086838300.0,715145300.0,749054000.0,189645420.0,436106140.0,597445570.0,480996060.0,648702100.0,643394750.0
2091.0,224105940.0,1046908100.0,686355000.0,722492800.0,168834100.0,417931650.0,572268000.0,473411800.0,632994800.0,621453800.0
2092.0,207001900.0,1017518850.0,664807100.0,707000800.0,153941600.0,401807460.0,556346800.0,464537730.0,621574340.0,601511600.0
2093.0,191264740.0,971461000.0,640324200.0,673205200.0,140766030.0,388545540.0,530064260.0,455354270.0,587013250.0,579972030.0
2094.0,175284540.0,950285900.0,630848000.0,650321860.0,129332100.0,370475140.0,522524320.0,436946140.0,567174460.0,556943800.0
2095.0,153628500.0,917175200.0,606215230.0,629335900.0,116662344.0,359391550.0,505102100.0,429310620.0,549813900.0,544580500.0
2096.0,142628770.0,873852540.0,581622300.0,613132100.0,104723304.0,343175870.0,488834660.0,417976580.0,534431460.0,528349600.0
2097.0,131168200.0,839164900.0,561359500.0,589201200.0,95145910.0,321145660.0,468260450.0,400439070.0,522076380.0,511529540.0
2098.0,112214744.0,805101700.0,555933500.0,573180540.0,87842830.0,303178300.0,451581060.0,383796770.0,508490080.0,490630370.0
2099.0,93544670.0,773581800.0,528362020.0,544781300.0,76033360.0,286821440.0,430037630.0,367944670.0,497890660.0,474953180.0
2100.0,82973016.0,743722560.0,512858180.0,524310430.0,62219556.0,273000450.0,418676000.0,361438660.0,484252640.0,459121700.0
