time,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2,CANESM5,CESM2-WACCM,MRI-ESM2-0
2088.0,31085626.0,42043308.0,44442564.0,42581150.0,64371556.0,116170100.0
2089.0,26810088.0,40637256.0,39779812.0,41100508.0,56218184.0,115217790.0
2090.0,25990938.0,38572380.0,34648904.0,38171652.0,48091510.0,108057700.0
2091.0,23850882.0,36514080.0,32223276.0,35255270.0,45828396.0,100798100.0
2092.0,20241554.0,35875060.0,30870734.0,33015766.0,40951944.0,87013176.0
2093.0,19569304.0,33276362.0,28424044.0,30590672.0,39166400.0,82533576.0
2094.0,17529678.0,29351984.0,28034294.0,26401764.0,38135628.0,80521710.0
2095.0,14739689.0,26376946.0,23610198.0,24969062.0,35671540.0,79161650.0
2096.0,13739182.0,25592936.0,20660938.0,23726138.0,33430504.0,72974710.0
2097.0,13231604.0,25145730.0,17809006.0,19442770.0,29545502.0,71785540.0
2098.0,11585716.0,36508964.0,16673659.0,18448228.0,29755492.0,61305532.0
2099.0,10582917.0,25771954.0,12950213.0,17272854.0,27336156.0,58998984.0
2100.0,10511293.0,21783828.0,12330168.0,15101883.0,26382960.0,55484090.0
2101.0,10335046.0,21489628.0,11973971.0,13965541.0,22445560.0,53061736.0
2102.0,8587444.0,21145026.0,11453191.0,12484169.0,21943108.0,48619936.0
2103.0,7557249.0,20621146.0,9509605.0,9665699.0,20647194.0,49097620.0
2104.0,6655555.0,19416080.0,8910315.0,9304710.0,20440712.0,45201600.0
2105.0,5744205.0,19309286.0,7869942.0,9108070.0,19498100.0,42718044.0
2106.0,5235307.5,17209898.0,6834689.0,8184422.0,17380486.0,40464452.0
2107.0,5126469.0,16095466.0,6223152.5,6572032.5,16156003.0,40217960.0
2108.0,5118028.0,15723076.0,5747099.0,5859873.5,15311801.0,40318030.0
2109.0,5111329.5,15318925.0,5589421.5,5225972.5,12962636.0,38703600.0
2110.0,4564690.5,14707097.0,4969332.5,4515723.5,12960654.0,35462400.0
2111.0,4360035.5,13290547.0,4430538.0,4291495.0,12843569.0,37940530.0
2112.0,4264192.0,12945154.0,3359451.0,3643755.2,11918088.0,34726096.0
2113.0,3958179.8,12053050.0,3349159.5,3602100.5,11571370.0,31552478.0
2114.0,3710204.5,11042326.0,3111821.2,3453815.5,11433220.0,30747384.0
2115.0,3465232.0,10884968.0,2680222.5,3310476.5,11198146.0,30299492.0
2116.0,3456603.0,10578750.0,2440121.2,3221574.0,9231187.0,29714146.0
2117.0,3359015.8,8683174.0,2155281.8,2927227.2,8831659.0,28516524.0
2118.0,3351285.0,7194125.5,2095560.2,2652132.0,8365701.0,27462774.0
2119.0,3280848.2,6153672.5,1768793.0,2562078.5,10663965.0,27075064.0
2120.0,3268779.5,5769866.0,1507292.9,2500076.5,10124342.0,26711784.0
2121.0,2996973.5,5511838.0,1336156.8,2232295.5,7468662.5,24475018.0
2122.0,2910390.5,5159724.0,1221588.4,2233792.0,6554117.5,23571878.0
2123.0,2876284.2,4727873.0,1028836.25,2151714.0,6137309.0,23405904.0
2124.0,2758658.8,4415349.0,998196.75,1784265.8,6085201.0,23379942.0
2125.0,2550226.8,3591601.0,895056.5,1630387.5,5560486.0,22079610.0
2126.0,2408561.0,3501407.2,705497.75,1433230.5,5201176.5,21755534.0
2127.0,2213983.0,3201326.8,487495.7,1317966.5,4926769.0,21566648.0
2128.0,2172989.0,3192319.2,446457.8,1110540.2,4920447.0,25188810.0
2129.0,2074112.0,3184063.0,230567.61,1031723.4,4923959.5,22043378.0
2130.0,2022249.8,2891456.0,226921.78,816479.25,4214802.0,21374302.0
2131.0,1781940.5,2604590.2,223659.6,480838.75,3589913.2,18592814.0
2132.0,1585878.5,2746217.0,168875.14,379398.0,3591063.8,18490956.0
2133.0,1587072.5,2613757.2,102924.19,306652.0,3514348.0,18275614.0
2134.0,1583284.0,2559925.0,71417.75,302560.62,3044692.5,22833136.0
2135.0,1428110.5,2423793.0,33366.04,173231.47,2988001.0,17925860.0
2136.0,1165668.2,2425390.2,24703.629,118796.914,2793538.8,17819708.0
2137.0,969855.56,2286191.5,24300.33,106959.555,2773588.2,17639650.0
2138.0,965072.0,2188844.8,24051.44,66513.945,2746851.5,16784952.0
2139.0,882730.9,2334551.0,23471.445,66001.945,2670422.8,16616587.0
2140.0,569020.5,2153803.8,12910.204,65052.344,2369374.0,16552672.0
2141.0,445703.34,2151043.2,638.24713,64273.434,2367385.8,16394314.0
2142.0,229689.69,3003072.5,638.24713,63373.965,2284355.8,16276952.0
2143.0,228269.22,2154429.8,638.24713,62211.734,2288286.0,15998252.0
2144.0,225356.83,2149915.2,638.24713,24783.705,2233241.0,15459067.0
2145.0,223698.75,2104378.2,638.24713,24406.678,2234620.0,13615516.0
2146.0,222665.55,2102023.0,638.24713,24071.34,2118407.5,13411980.0
2147.0,221725.08,2350492.5,638.24713,23705.512,2069748.0,13310898.0
2148.0,168916.97,2104964.5,638.24713,13250.525,1849716.5,13061446.0
2149.0,114282.266,2101151.2,638.24713,12760.129,1803423.6,12794515.0
2150.0,102132.086,1936442.0,638.24713,638.24713,1792953.8,12107864.0
2151.0,64572.453,2214371.0,638.24713,638.24713,1792221.1,11100235.0
2152.0,24549.389,1944894.0,638.24713,638.24713,1659158.0,10967815.0
2153.0,24202.52,2164921.0,638.24713,638.24713,1591201.0,9788424.0
2154.0,23761.018,1950301.0,638.24713,285.69995,1591189.5,8936830.0
2155.0,13214.676,1945963.8,638.24713,285.69995,1474127.0,8539060.0
2156.0,12843.334,1945650.2,638.24713,0.0,1717550.8,7931885.5
2157.0,638.24713,1823827.8,638.24713,0.0,1327485.2,7122237.5
2158.0,638.24713,1819618.8,638.24713,0.0,1170320.8,5859955.5
2159.0,638.24713,1808132.8,638.24713,0.0,1166950.4,5762236.5
2160.0,638.24713,1799061.2,638.24713,0.0,1089694.2,5706523.0
2161.0,638.24713,1796727.8,638.24713,0.0,966409.75,5337132.5
2162.0,285.69995,1791347.4,285.69995,0.0,963320.56,5420632.5
2163.0,285.69995,1712331.4,285.69995,0.0,885330.7,5335382.5
2164.0,0.0,1702164.6,0.0,0.0,885500.25,5338800.0
2165.0,0.0,1699634.1,0.0,0.0,886856.4,5090676.0
2166.0,0.0,1692647.2,0.0,0.0,761275.4,5087890.0
2167.0,0.0,967223.75,0.0,0.0,349777.16,4949505.5
2168.0,0.0,960579.94,0.0,0.0,347438.53,4608401.5
2169.0,0.0,954273.5,0.0,0.0,343561.53,4455320.0
2170.0,0.0,1105128.4,0.0,0.0,226335.61,4124378.0
2171.0,0.0,881851.4,0.0,0.0,172688.1,4087344.0
2172.0,0.0,770416.3,0.0,0.0,170235.19,4080042.5
2173.0,0.0,449543.25,0.0,0.0,168751.25,4077135.0
2174.0,0.0,446220.0,0.0,0.0,121508.29,4082966.5
2175.0,0.0,331461.56,0.0,0.0,66400.98,3981564.0
2176.0,0.0,330041.25,0.0,0.0,54631.805,3767980.2
2177.0,0.0,224320.81,0.0,0.0,23643.168,3743266.5
2178.0,0.0,221656.58,0.0,0.0,13124.605,3744381.5
2179.0,0.0,167875.66,0.0,0.0,638.24713,3474902.8
2180.0,0.0,102798.98,0.0,0.0,638.24713,3388253.5
2181.0,0.0,33701.023,0.0,0.0,675687.94,3384857.5
2182.0,0.0,33493.066,0.0,0.0,638.24713,3385095.5
2183.0,0.0,33300.742,0.0,0.0,638.24713,3385481.8
2184.0,0.0,24387.953,0.0,0.0,638.24713,3386626.0
2185.0,0.0,24123.396,0.0,0.0,638.24713,3370463.8
2186.0,0.0,13684.972,0.0,0.0,10933.147,3370120.0
2187.0,0.0,114525.86,0.0,0.0,638.24713,3610877.0
2188.0,0.0,13146.644,0.0,0.0,8825.298,3269615.8
2189.0,0.0,1057.6415,0.0,0.0,638.24713,4446095.5
2190.0,0.0,1057.6415,0.0,0.0,638.24713,3280751.0
2191.0,0.0,1057.6415,0.0,0.0,638.24713,3253605.5
2192.0,0.0,1057.6415,0.0,0.0,638.24713,3051729.0
2193.0,0.0,1057.6415,0.0,0.0,638.24713,3057027.8
2194.0,0.0,1057.6415,0.0,0.0,638.24713,2846909.0
2195.0,0.0,254554.23,0.0,0.0,638.24713,2989638.5
2196.0,0.0,9249.107,0.0,0.0,638.24713,3572285.0
2197.0,0.0,1057.6415,0.0,0.0,638.24713,2859447.2
2198.0,0.0,1057.6415,0.0,0.0,638.24713,2859560.2
2199.0,0.0,1057.6415,0.0,0.0,285.69995,2862872.0
2200.0,0.0,1057.6415,0.0,0.0,0.0,3263958.0
2201.0,0.0,1057.6415,0.0,0.0,0.0,2868082.2
2202.0,0.0,1057.6415,0.0,0.0,0.0,2862910.5
2203.0,0.0,1057.6415,0.0,0.0,0.0,2861975.0
2204.0,0.0,1057.6415,0.0,0.0,0.0,2856518.5
2205.0,0.0,1057.6415,0.0,0.0,0.0,2799436.5
2206.0,0.0,1057.6415,0.0,0.0,0.0,2800197.5
2207.0,0.0,1057.6415,0.0,0.0,0.0,2794224.5
2208.0,0.0,638.24713,0.0,0.0,0.0,2798587.0
2209.0,0.0,1057.6415,0.0,0.0,0.0,2801444.2
2210.0,0.0,638.24713,0.0,0.0,0.0,2798777.2
2211.0,0.0,638.24713,0.0,0.0,0.0,2990623.8
2212.0,0.0,638.24713,0.0,0.0,0.0,2806110.5
2213.0,0.0,638.24713,0.0,0.0,0.0,4780945.0
2214.0,0.0,638.24713,0.0,0.0,0.0,3027048.5
2215.0,0.0,638.24713,0.0,0.0,0.0,2815482.5
2216.0,0.0,1057.6415,0.0,0.0,0.0,2807772.5
2217.0,0.0,638.24713,0.0,0.0,0.0,2885281.0
2218.0,0.0,638.24713,0.0,0.0,0.0,3167941.8
2219.0,0.0,638.24713,0.0,0.0,0.0,2971192.0
2220.0,0.0,638.24713,0.0,0.0,0.0,2896084.2
2221.0,0.0,638.24713,0.0,0.0,0.0,3104537.8
2222.0,0.0,638.24713,0.0,0.0,0.0,3607730.8
2223.0,0.0,638.24713,0.0,0.0,0.0,3030164.0
2224.0,0.0,638.24713,0.0,0.0,0.0,3027577.5
2225.0,0.0,638.24713,0.0,0.0,0.0,3024234.2
2226.0,0.0,638.24713,0.0,0.0,0.0,2889619.8
2227.0,0.0,638.24713,0.0,0.0,0.0,2936495.5
2228.0,0.0,638.24713,0.0,0.0,0.0,2889654.0
2229.0,0.0,638.24713,0.0,0.0,0.0,2891369.2
2230.0,0.0,638.24713,0.0,0.0,0.0,3302283.5
2231.0,0.0,638.24713,0.0,0.0,0.0,3855305.8
2232.0,0.0,638.24713,0.0,0.0,0.0,2905465.8
2233.0,0.0,638.24713,0.0,0.0,0.0,2897817.0
2234.0,0.0,638.24713,0.0,0.0,0.0,2892526.5
2235.0,0.0,638.24713,0.0,0.0,0.0,2893621.5
2236.0,0.0,638.24713,0.0,0.0,0.0,2890928.0
2237.0,0.0,638.24713,0.0,0.0,0.0,2892895.5
2238.0,0.0,638.24713,0.0,0.0,0.0,2894629.5
2239.0,0.0,638.24713,0.0,0.0,0.0,2888264.0
2240.0,0.0,638.24713,0.0,0.0,0.0,2888794.5
2241.0,0.0,638.24713,0.0,0.0,0.0,2891144.5
2242.0,0.0,71367.79,0.0,0.0,0.0,2880185.5
2243.0,0.0,638.24713,0.0,0.0,0.0,2882238.5
2244.0,0.0,638.24713,0.0,0.0,0.0,2943099.5
2245.0,0.0,638.24713,0.0,0.0,0.0,2882785.0
2246.0,0.0,638.24713,0.0,0.0,0.0,2879910.2
2247.0,0.0,638.24713,0.0,0.0,0.0,2873237.5
2248.0,0.0,638.24713,0.0,0.0,0.0,2876580.8
2249.0,0.0,638.24713,0.0,0.0,0.0,2879248.5
2250.0,0.0,638.24713,0.0,0.0,0.0,2860921.5
2251.0,0.0,638.24713,0.0,0.0,0.0,2847385.0
2252.0,0.0,638.24713,0.0,0.0,0.0,2765269.0
2253.0,0.0,638.24713,0.0,0.0,0.0,2660675.8
2254.0,0.0,638.24713,0.0,0.0,0.0,2663373.5
2255.0,0.0,638.24713,0.0,0.0,0.0,2653831.5
2256.0,0.0,638.24713,0.0,0.0,0.0,2655524.0
2257.0,0.0,638.24713,0.0,0.0,0.0,2656815.5
2258.0,0.0,638.24713,0.0,0.0,0.0,2884938.5
2259.0,0.0,638.24713,0.0,0.0,0.0,2673642.8
2260.0,0.0,638.24713,0.0,0.0,0.0,2316733.0
2261.0,0.0,638.24713,0.0,0.0,0.0,2315733.2
2262.0,0.0,638.24713,0.0,0.0,0.0,2314174.0
2263.0,0.0,638.24713,0.0,0.0,0.0,2459457.5
2264.0,0.0,638.24713,0.0,0.0,0.0,2319163.0
2265.0,0.0,638.24713,0.0,0.0,0.0,2464007.2
2266.0,0.0,638.24713,0.0,0.0,0.0,2467587.8
2267.0,0.0,638.24713,0.0,0.0,0.0,2270973.5
2268.0,0.0,638.24713,0.0,0.0,0.0,2413532.8
2269.0,0.0,638.24713,0.0,0.0,0.0,2493910.8
2270.0,0.0,638.24713,0.0,0.0,0.0,2410187.0
2271.0,0.0,638.24713,0.0,0.0,0.0,2487253.2
2272.0,0.0,638.24713,0.0,0.0,0.0,2402970.5
2273.0,0.0,638.24713,0.0,0.0,0.0,2259774.8
2274.0,0.0,638.24713,0.0,0.0,0.0,2258013.0
2275.0,0.0,638.24713,0.0,0.0,0.0,2482363.0
2276.0,0.0,638.24713,0.0,0.0,0.0,2263634.5
2277.0,0.0,638.24713,0.0,0.0,0.0,2759379.0
2278.0,0.0,638.24713,0.0,0.0,0.0,2411185.2
2279.0,0.0,638.24713,0.0,0.0,0.0,2317132.2
2280.0,0.0,638.24713,0.0,0.0,0.0,2273924.0
2281.0,0.0,638.24713,0.0,0.0,0.0,2269207.0
2282.0,0.0,638.24713,0.0,0.0,0.0,2266402.5
2283.0,0.0,285.69995,0.0,0.0,0.0,2268352.0
2284.0,0.0,285.69995,0.0,0.0,0.0,2262879.8
2285.0,0.0,0.0,0.0,0.0,0.0,2488984.8
2286.0,0.0,0.0,0.0,0.0,0.0,2262773.5
2287.0,0.0,0.0,0.0,0.0,0.0,2486751.5
2288.0,0.0,0.0,0.0,0.0,0.0,2406894.8
2289.0,0.0,0.0,0.0,0.0,0.0,2410091.5
2290.0,0.0,0.0,0.0,0.0,0.0,2267059.0
2291.0,0.0,0.0,0.0,0.0,0.0,2266243.2
2292.0,0.0,0.0,0.0,0.0,0.0,2493134.0
2293.0,0.0,0.0,0.0,0.0,0.0,2219202.5
2294.0,0.0,0.0,0.0,0.0,0.0,2215016.5
2295.0,0.0,0.0,0.0,0.0,0.0,2209551.2
2296.0,0.0,0.0,0.0,0.0,0.0,2208420.8
2297.0,0.0,0.0,0.0,0.0,0.0,2211383.2
2298.0,0.0,0.0,0.0,0.0,0.0,2208061.5
2299.0,0.0,0.0,0.0,0.0,0.0,2205566.0
2300.0,0.0,0.0,0.0,0.0,0.0,2885522.2
