time,CESM2-WACCM,ACCESS-CM2,MRI-ESM2-0,CANESM5,ACCESS-ESM1-5,IPSL-CM6A-LR
2057.0,102157940000.0,102100900000.0,102763454000.0,101429660000.0,102268070000.0,101884140000.0
2058.0,101939030000.0,102066530000.0,102136390000.0,101223450000.0,102155936000.0,101876670000.0
2059.0,101736810000.0,101933244000.0,102117640000.0,101114730000.0,101979160000.0,101578360000.0
2060.0,101610380000.0,101808690000.0,101941380000.0,100841320000.0,101863140000.0,101390330000.0
2061.0,101461350000.0,101647990000.0,101695490000.0,100612070000.0,102269870000.0,101102450000.0
2062.0,101394800000.0,101745760000.0,101475975000.0,100401455000.0,102180610000.0,100911450000.0
2063.0,101115330000.0,101389520000.0,101302310000.0,100228810000.0,101789240000.0,100881980000.0
2064.0,100924360000.0,101301770000.0,101575836000.0,100227360000.0,101537010000.0,100673680000.0
2065.0,101142840000.0,101259190000.0,101098955000.0,101922370000.0,101512600000.0,100455604000.0
2066.0,100498260000.0,100980466000.0,100908330000.0,99936910000.0,101319130000.0,100304765000.0
2067.0,100220970000.0,100778795000.0,100770234000.0,99697910000.0,101117166000.0,100165930000.0
2068.0,99928400000.0,100656660000.0,100625540000.0,99460590000.0,100988270000.0,99971750000.0
2069.0,99664180000.0,100737204000.0,100457110000.0,99153440000.0,100903850000.0,99805610000.0
2070.0,99334410000.0,100226920000.0,100272930000.0,99088785000.0,101064450000.0,99702190000.0
2071.0,99276610000.0,100140420000.0,100107354000.0,99095450000.0,100897030000.0,99485704000.0
2072.0,99112560000.0,99909935000.0,99909090000.0,98784756000.0,100640760000.0,99197220000.0
2073.0,98800060000.0,99807216000.0,99703350000.0,98598355000.0,100436540000.0,99027740000.0
2074.0,98406060000.0,99785320000.0,99640640000.0,98361170000.0,100421575000.0,98880390000.0
2075.0,99009820000.0,99428794000.0,99507446000.0,98091930000.0,100226000000.0,98636850000.0
2076.0,99083180000.0,99518240000.0,100974830000.0,97760130000.0,100281160000.0,98753540000.0
2077.0,98094330000.0,99207020000.0,99875470000.0,97522310000.0,99923670000.0,98357354000.0
2078.0,98566600000.0,99019740000.0,99885375000.0,97273090000.0,100336770000.0,98110720000.0
2079.0,97479010000.0,98721540000.0,99265740000.0,97065120000.0,99744140000.0,97980610000.0
2080.0,97160350000.0,98463090000.0,99503890000.0,96790820000.0,99569400000.0,98233880000.0
2081.0,96924934000.0,98228770000.0,99034240000.0,96919190000.0,99383360000.0,97633820000.0
2082.0,96752165000.0,97997600000.0,98877700000.0,96433980000.0,99478000000.0,97658980000.0
2083.0,96632190000.0,98434744000.0,98725480000.0,96191414000.0,99230390000.0,97243930000.0
2084.0,96164710000.0,97855046000.0,98488190000.0,96004055000.0,99277440000.0,96920740000.0
2085.0,95891480000.0,97528775000.0,98320840000.0,95716040000.0,99235240000.0,96709670000.0
2086.0,95701370000.0,97321100000.0,98302360000.0,95536120000.0,98801300000.0,96484770000.0
2087.0,95276470000.0,97333700000.0,97991780000.0,95255990000.0,98630970000.0,96387100000.0
2088.0,94906786000.0,97046150000.0,97949220000.0,94982275000.0,98422374000.0,96079850000.0
2089.0,94383920000.0,96811620000.0,98169800000.0,94987440000.0,98273346000.0,95881820000.0
2090.0,94014980000.0,96628990000.0,97669670000.0,94782956000.0,98285410000.0,95510490000.0
2091.0,95013840000.0,96609214000.0,97842830000.0,94519330000.0,98105434000.0,95238275000.0
2092.0,93303005000.0,96183520000.0,97432520000.0,94358120000.0,99147940000.0,95104080000.0
2093.0,93884965000.0,95998150000.0,97191485000.0,94090480000.0,97757620000.0,94885724000.0
2094.0,92850864000.0,95772990000.0,97314550000.0,94302350000.0,97625870000.0,95087820000.0
2095.0,92249210000.0,95497250000.0,97699365000.0,93884420000.0,97401880000.0,94588640000.0
2096.0,91973300000.0,95197730000.0,97414020000.0,93391020000.0,97621350000.0,94230350000.0
2097.0,91974350000.0,95014390000.0,96913740000.0,93183450000.0,97204036000.0,94077560000.0
2098.0,91154735000.0,94765960000.0,96602290000.0,92935290000.0,97103790000.0,93773260000.0
2099.0,90871770000.0,94390420000.0,96431820000.0,92681730000.0,97134486000.0,93848370000.0
2100.0,90579870000.0,94097960000.0,96474730000.0,92408720000.0,97031610000.0,94404120000.0
2101.0,90198155000.0,94839570000.0,96125370000.0,92191960000.0,96653860000.0,93657375000.0
2102.0,89844470000.0,93805710000.0,96398060000.0,92747590000.0,98109374000.0,93099100000.0
2103.0,89641160000.0,93763215000.0,96805495000.0,91932740000.0,96589290000.0,92802390000.0
2104.0,89026150000.0,93505380000.0,95928115000.0,91930230000.0,96202530000.0,92898780000.0
2105.0,88588670000.0,93272590000.0,98467310000.0,91423460000.0,98519210000.0,92341395000.0
2106.0,88228570000.0,93026310000.0,96576440000.0,91865210000.0,96292200000.0,92101660000.0
2107.0,87687995000.0,92771330000.0,96105470000.0,91295195000.0,96455670000.0,92370460000.0
2108.0,86420740000.0,92463180000.0,95680530000.0,90944800000.0,95855220000.0,91754200000.0
2109.0,86467280000.0,92131730000.0,95349850000.0,90601280000.0,96064455000.0,91766055000.0
2110.0,85623340000.0,91907430000.0,98091170000.0,90972140000.0,95813430000.0,91417280000.0
2111.0,86516730000.0,91743230000.0,99658950000.0,90263640000.0,95436750000.0,91103900000.0
2112.0,85236500000.0,91389690000.0,98516120000.0,90121590000.0,95343346000.0,90904630000.0
2113.0,84754830000.0,91184740000.0,96113010000.0,89735200000.0,95696450000.0,92039310000.0
2114.0,84245750000.0,90927450000.0,96267230000.0,89411830000.0,94925890000.0,91180050000.0
2115.0,85506450000.0,90794780000.0,95299560000.0,89134500000.0,94667890000.0,90342105000.0
2116.0,83658650000.0,90894820000.0,95029750000.0,88930520000.0,94567920000.0,90689634000.0
2117.0,83167740000.0,90619060000.0,94780830000.0,89388440000.0,94337260000.0,89857620000.0
2118.0,82854620000.0,90244910000.0,95078700000.0,88743730000.0,94102225000.0,89787050000.0
2119.0,82540265000.0,90482910000.0,94763080000.0,88667050000.0,94016930000.0,89301950000.0
2120.0,81939595000.0,89857540000.0,96017620000.0,88292600000.0,93911440000.0,89094350000.0
2121.0,82536040000.0,89627630000.0,95174296000.0,87973200000.0,93983600000.0,88876430000.0
2122.0,81026610000.0,89607730000.0,94693474000.0,87665360000.0,93555910000.0,88634100000.0
2123.0,80210166000.0,89170575000.0,94243760000.0,87515950000.0,93529150000.0,88535900000.0
2124.0,80047420000.0,88753910000.0,94039850000.0,87465370000.0,93164910000.0,88423630000.0
2125.0,79494960000.0,88377810000.0,94023524000.0,87272866000.0,93284400000.0,87961350000.0
2126.0,79597540000.0,88344470000.0,94258045000.0,86927040000.0,92965060000.0,87755194000.0
2127.0,79250560000.0,88076150000.0,94107390000.0,86666250000.0,92781970000.0,88471860000.0
2128.0,81271120000.0,87642450000.0,93662850000.0,86526610000.0,92573080000.0,87086785000.0
2129.0,79791730000.0,87432980000.0,93502350000.0,86558230000.0,93339700000.0,88195760000.0
2130.0,78783580000.0,87166780000.0,93298290000.0,86598074000.0,93993370000.0,86739970000.0
2131.0,79343770000.0,86726860000.0,93951525000.0,86074745000.0,92654860000.0,86533520000.0
2132.0,78106150000.0,86441310000.0,93036400000.0,86050900000.0,92540550000.0,86594290000.0
2133.0,77390240000.0,86385180000.0,95852040000.0,85475385000.0,92139170000.0,86219330000.0
2134.0,77152970000.0,86192340000.0,95590840000.0,85354290000.0,91864320000.0,85973025000.0
2135.0,79303750000.0,85771940000.0,93900600000.0,84965080000.0,93663540000.0,85563370000.0
2136.0,76178320000.0,85652800000.0,93577960000.0,84691190000.0,91733180000.0,85224910000.0
2137.0,79833560000.0,86398026000.0,93028040000.0,84487725000.0,91326865000.0,84976550000.0
2138.0,76895420000.0,86473680000.0,93790360000.0,87092650000.0,91260070000.0,84827380000.0
2139.0,75314580000.0,85689790000.0,93068040000.0,84999580000.0,91129135000.0,84784180000.0
2140.0,75014030000.0,85159130000.0,95123800000.0,84187210000.0,90856825000.0,84313450000.0
2141.0,77546635000.0,84690360000.0,92776330000.0,83785690000.0,91073905000.0,84163854000.0
2142.0,75825390000.0,84429020000.0,92495480000.0,84034150000.0,90607220000.0,83728820000.0
2143.0,74251210000.0,84278830000.0,93345350000.0,83529940000.0,90489910000.0,83909616000.0
2144.0,73993100000.0,83862380000.0,93082575000.0,83181650000.0,90319400000.0,83228795000.0
2145.0,75091575000.0,83608265000.0,92637820000.0,82863700000.0,90500800000.0,82968520000.0
2146.0,76294340000.0,83249520000.0,92420710000.0,83757154000.0,90185410000.0,82734070000.0
2147.0,76143200000.0,82965490000.0,97490300000.0,82985520000.0,89879680000.0,82474950000.0
2148.0,72757840000.0,82838815000.0,93234050000.0,82389070000.0,89701650000.0,82179980000.0
2149.0,72257120000.0,82987920000.0,92226224000.0,82041740000.0,91221260000.0,81886350000.0
2150.0,71965140000.0,82684570000.0,91981440000.0,81783240000.0,90047950000.0,82988550000.0
2151.0,71531700000.0,82753130000.0,91742020000.0,81585120000.0,90824830000.0,84128555000.0
2152.0,71491560000.0,82112274000.0,94774395000.0,81758740000.0,89959326000.0,82585485000.0
2153.0,72630230000.0,81761124000.0,92089400000.0,81229005000.0,89323680000.0,81409070000.0
2154.0,70740960000.0,81981430000.0,91944624000.0,82351620000.0,89016590000.0,81517230000.0
2155.0,70215700000.0,82002030000.0,94134440000.0,80719675000.0,88894366000.0,80786020000.0
2156.0,77146510000.0,80984440000.0,92336456000.0,85984715000.0,89507380000.0,80460500000.0
2157.0,70964085000.0,80930680000.0,95171265000.0,80482410000.0,89327260000.0,80146380000.0
2158.0,70068950000.0,80511910000.0,92201525000.0,80082280000.0,88565880000.0,79882190000.0
2159.0,71158280000.0,80164240000.0,91838145000.0,79802260000.0,88491740000.0,79992560000.0
2160.0,69360320000.0,80127690000.0,91501810000.0,79573920000.0,88146340000.0,80122610000.0
2161.0,68534153000.0,81574010000.0,95552860000.0,79794290000.0,87952790000.0,79377680000.0
2162.0,68382704000.0,80705280000.0,91727070000.0,79311300000.0,88942010000.0,80167990000.0
2163.0,67984210000.0,79366780000.0,91660740000.0,80233250000.0,92383420000.0,78998330000.0
2164.0,69161390000.0,79194920000.0,92140000000.0,78751400000.0,88835410000.0,80133110000.0
2165.0,71569990000.0,78988050000.0,93105040000.0,78691070000.0,87821520000.0,78683880000.0
2166.0,67779936000.0,78988380000.0,92309700000.0,78496240000.0,87570200000.0,78232500000.0
2167.0,69456630000.0,78544020000.0,91318920000.0,78338490000.0,87219360000.0,78020410000.0
2168.0,68361277000.0,78187290000.0,91727176000.0,79016670000.0,87067450000.0,77827430000.0
2169.0,70092320000.0,78465450000.0,91477270000.0,77624540000.0,87168750000.0,77579840000.0
2170.0,69203894000.0,77930210000.0,92561150000.0,80017750000.0,86776290000.0,77349350000.0
2171.0,68253876000.0,77683016000.0,91201230000.0,77363100000.0,86943040000.0,77236470000.0
2172.0,66985583000.0,77382890000.0,90822320000.0,77096610000.0,89416070000.0,77094480000.0
2173.0,65950134000.0,77138760000.0,91177480000.0,77382386000.0,89012175000.0,76872460000.0
2174.0,65678140000.0,78425285000.0,92212180000.0,76680840000.0,86912660000.0,76474440000.0
2175.0,72386920000.0,76759065000.0,90737530000.0,77246980000.0,86308280000.0,77783950000.0
2176.0,65351987000.0,76462550000.0,90737705000.0,76468280000.0,85928190000.0,76597800000.0
2177.0,64701665000.0,76037710000.0,92126170000.0,76836600000.0,87923560000.0,76245300000.0
2178.0,67598074000.0,77144000000.0,90538810000.0,76028340000.0,86410440000.0,76031650000.0
2179.0,63870930000.0,76877020000.0,91106490000.0,75876430000.0,86977200000.0,77626780000.0
2180.0,85045020000.0,77532050000.0,92423740000.0,77187110000.0,87555590000.0,75950320000.0
2181.0,68451840000.0,75804100000.0,96698300000.0,75737240000.0,86014490000.0,75587445000.0
2182.0,65588510000.0,75750300000.0,94023550000.0,75374730000.0,85375360000.0,75325555000.0
2183.0,63591064000.0,76125230000.0,92102950000.0,75274430000.0,85903910000.0,75744630000.0
2184.0,63389585000.0,75264920000.0,93268880000.0,75009550000.0,85335740000.0,75269870000.0
2185.0,63174040000.0,75156670000.0,90903000000.0,74870006000.0,84979430000.0,74785340000.0
2186.0,62908522000.0,74795205000.0,93654210000.0,74481690000.0,84581930000.0,74970750000.0
2187.0,62436626000.0,75046740000.0,90682370000.0,74720290000.0,84413120000.0,74381940000.0
2188.0,69688020000.0,75402770000.0,90466435000.0,76663050000.0,85058585000.0,74163480000.0
2189.0,62087086000.0,74891040000.0,90059810000.0,74333360000.0,84567015000.0,73940620000.0
2190.0,62873895000.0,76788646000.0,90545775000.0,74075280000.0,85927030000.0,73860420000.0
2191.0,61357183000.0,74763805000.0,90557780000.0,75246756000.0,84753370000.0,74289600000.0
2192.0,73159550000.0,73898840000.0,90906830000.0,80282526000.0,83826850000.0,73795930000.0
2193.0,74584130000.0,73913010000.0,89850910000.0,74658310000.0,84940140000.0,73789940000.0
2194.0,66730234000.0,74089370000.0,89721635000.0,73846550000.0,84955800000.0,73325000000.0
2195.0,61708270000.0,73867100000.0,91366550000.0,73251620000.0,83508660000.0,73107260000.0
2196.0,60621926000.0,74112500000.0,90425810000.0,73574920000.0,83492750000.0,72826150000.0
2197.0,68391617000.0,73814580000.0,94741225000.0,73197820000.0,85041490000.0,72844796000.0
2198.0,60672147000.0,72889270000.0,91694520000.0,72805630000.0,83942750000.0,72584540000.0
2199.0,60782924000.0,72739720000.0,91536310000.0,72665510000.0,83331200000.0,72345575000.0
2200.0,67690205000.0,72653600000.0,90124060000.0,72343470000.0,84249170000.0,72303300000.0
2201.0,60240966000.0,72210890000.0,94629240000.0,72862835000.0,85115050000.0,72405880000.0
2202.0,59648990000.0,72305450000.0,91658080000.0,73054350000.0,82822185000.0,72049900000.0
2203.0,59208740000.0,73955970000.0,93108750000.0,72300730000.0,82612910000.0,71704140000.0
2204.0,58757380000.0,72037786000.0,91971450000.0,71914365000.0,82430120000.0,71533910000.0
2205.0,60592312000.0,71660030000.0,90657450000.0,71740735000.0,82489990000.0,71407570000.0
2206.0,58375300000.0,72049880000.0,90174140000.0,71518765000.0,81881600000.0,71259770000.0
2207.0,59503456000.0,72317810000.0,90009160000.0,71313060000.0,84215310000.0,70999500000.0
2208.0,65273315000.0,71391740000.0,90409910000.0,71410880000.0,81719250000.0,71232406000.0
2209.0,65308217000.0,71017600000.0,93926210000.0,72604090000.0,81516670000.0,71038880000.0
2210.0,62761796000.0,70932365000.0,90919050000.0,71387046000.0,81456144000.0,70795575000.0
2211.0,59458626000.0,70703510000.0,89847890000.0,70912060000.0,81183190000.0,70684615000.0
2212.0,57818160000.0,70822440000.0,89812350000.0,70755385000.0,81031080000.0,70224800000.0
2213.0,56978764000.0,70382810000.0,89807410000.0,70502515000.0,80979845000.0,71541080000.0
2214.0,56583193000.0,70219570000.0,89701530000.0,70274154000.0,80772050000.0,69961820000.0
2215.0,56303850000.0,70125216000.0,89267100000.0,71885275000.0,82239960000.0,69716025000.0
2216.0,73141110000.0,69843720000.0,89834226000.0,70342050000.0,81252500000.0,71521485000.0
2217.0,76244025000.0,70335750000.0,89240035000.0,72774840000.0,80379480000.0,72675350000.0
2218.0,69944700000.0,69730340000.0,89290590000.0,70438660000.0,80248000000.0,70038980000.0
2219.0,58443137000.0,69496010000.0,90011360000.0,69960260000.0,80920125000.0,69475850000.0
2220.0,56247300000.0,69751230000.0,95049070000.0,70127980000.0,80276180000.0,69348970000.0
2221.0,55554507000.0,75636510000.0,89952080000.0,69655030000.0,80946840000.0,69441315000.0
2222.0,55149020000.0,70382610000.0,90381740000.0,70172250000.0,79957180000.0,69164540000.0
2223.0,79063605000.0,69133610000.0,89267080000.0,69401730000.0,83714390000.0,69217740000.0
2224.0,57163465000.0,69093610000.0,88968060000.0,69162400000.0,80044564000.0,69770410000.0
2225.0,56582205000.0,69282930000.0,89605100000.0,68924440000.0,79920540000.0,68590660000.0
2226.0,56651497000.0,68567320000.0,89590820000.0,69012414000.0,79481620000.0,68521116000.0
2227.0,66968646000.0,69089690000.0,89195184000.0,69384630000.0,79448240000.0,68210550000.0
2228.0,57689740000.0,68806070000.0,90091635000.0,71113140000.0,79265800000.0,68002017000.0
2229.0,57144795000.0,68380610000.0,89118110000.0,68851930000.0,79795700000.0,67789980000.0
2230.0,54622250000.0,69557660000.0,89953470000.0,68430060000.0,79413240000.0,69453770000.0
2231.0,55229997000.0,68820250000.0,88732350000.0,68868570000.0,79167324000.0,69191940000.0
2232.0,53735530000.0,68062327000.0,88962140000.0,68181635000.0,79556000000.0,67690250000.0
2233.0,53598650000.0,67725693000.0,88730410000.0,67853226000.0,79432090000.0,70716660000.0
2234.0,56850510000.0,67553497000.0,89495900000.0,67732423000.0,79019155000.0,67805475000.0
2235.0,53070790000.0,67261833000.0,88860490000.0,67587404000.0,78898930000.0,69312960000.0
2236.0,53667394000.0,67467940000.0,96267200000.0,67534560000.0,80256760000.0,67555607000.0
2237.0,52498616000.0,68679737000.0,95244870000.0,69503780000.0,79981260000.0,67049693000.0
2238.0,55322173000.0,67334030000.0,92244280000.0,72776900000.0,79681070000.0,68028092000.0
2239.0,57977240000.0,67489560000.0,91020390000.0,68509120000.0,78724990000.0,66919817000.0
2240.0,63297057000.0,66728186000.0,97934920000.0,67362050000.0,81889690000.0,66559218000.0
2241.0,54115942000.0,66857824000.0,93450070000.0,67415200000.0,79786020000.0,66425086000.0
2242.0,61159748000.0,66489418000.0,91240560000.0,67261930000.0,78557380000.0,66237060000.0
2243.0,72604780000.0,67153256000.0,90752690000.0,67445064000.0,78140514000.0,66072840000.0
2244.0,56367374000.0,66370855000.0,93393130000.0,66729220000.0,78042650000.0,66799608000.0
2245.0,55568544000.0,66808193000.0,91421690000.0,66878497000.0,77845950000.0,66430153000.0
2246.0,51941458000.0,69033484000.0,90551430000.0,67177345000.0,77935410000.0,66186350000.0
2247.0,51415680000.0,66192700000.0,90041670000.0,66323430000.0,77657230000.0,66015592000.0
2248.0,51308806000.0,66195300000.0,90751470000.0,66178630000.0,77595660000.0,66140240000.0
2249.0,50791113000.0,65900570000.0,90909930000.0,66065130000.0,77750485000.0,65771606000.0
2250.0,75923010000.0,65760174000.0,90275210000.0,65961075000.0,77377950000.0,65694982000.0
2251.0,55213634000.0,67020340000.0,89744425000.0,66843017000.0,78270095000.0,66080383000.0
2252.0,52095100000.0,65631350000.0,97313920000.0,66013348000.0,77553656000.0,65279463000.0
2253.0,57011503000.0,65795715000.0,91202070000.0,65941140000.0,77602144000.0,65976190000.0
2254.0,50336450000.0,65308200000.0,90367630000.0,66497210000.0,77538020000.0,65043660000.0
2255.0,51608290000.0,65033867000.0,89985510000.0,66387325000.0,77376135000.0,65516320000.0
2256.0,78675800000.0,65357365000.0,89741115000.0,65509120000.0,77301500000.0,66134730000.0
2257.0,57690296000.0,67828048000.0,92450370000.0,65351217000.0,79034800000.0,65026400000.0
2258.0,57190390000.0,65151193000.0,90613390000.0,65970713000.0,76981730000.0,64945103000.0
2259.0,51686840000.0,66975486000.0,90273554000.0,65371030000.0,77560820000.0,64791196000.0
2260.0,50005000000.0,65094795000.0,89663005000.0,65477950000.0,77437330000.0,64455328000.0
2261.0,62263845000.0,65729060000.0,89459020000.0,65016900000.0,77478970000.0,65658310000.0
2262.0,51165532000.0,65099310000.0,89122800000.0,65389203000.0,76602740000.0,64719450000.0
2263.0,50227920000.0,67272890000.0,89055970000.0,64728750000.0,77277090000.0,66761576000.0
2264.0,49559590000.0,66284620000.0,88980890000.0,64574800000.0,77106460000.0,64536383000.0
2265.0,61002162000.0,64763855000.0,89281950000.0,64461560000.0,76322770000.0,64183968000.0
2266.0,49792967000.0,64192160000.0,88896970000.0,64614167000.0,76250290000.0,63977275000.0
2267.0,48830080000.0,63950135000.0,88847250000.0,64524476000.0,76545065000.0,64129987000.0
2268.0,48304685000.0,63782910000.0,92698860000.0,64578974000.0,81337870000.0,64199550000.0
2269.0,48500880000.0,63757963000.0,89404760000.0,64391360000.0,78468510000.0,64587370000.0
2270.0,47979164000.0,63405883000.0,88646476000.0,64266120000.0,77262110000.0,64893993000.0
2271.0,47636990000.0,63445144000.0,90833080000.0,63906060000.0,76170486000.0,64128197000.0
2272.0,62337044000.0,63164527000.0,89710080000.0,64496990000.0,75932550000.0,63791430000.0
2273.0,58836083000.0,63707394000.0,93428335000.0,66081660000.0,76762290000.0,63774634000.0
2274.0,47228064000.0,64987770000.0,89342480000.0,64258910000.0,75731034000.0,63987160000.0
2275.0,51778770000.0,63432823000.0,88876570000.0,68316246000.0,75579080000.0,63364063000.0
2276.0,47623045000.0,62972342000.0,90894490000.0,71906705000.0,75393670000.0,63028790000.0
2277.0,47114560000.0,67102355000.0,88990200000.0,65949168000.0,76241910000.0,64006832000.0
2278.0,48170947000.0,63491203000.0,88662100000.0,63972480000.0,76053670000.0,63404917000.0
2279.0,46720350000.0,65756830000.0,92549145000.0,63614250000.0,75593460000.0,62933540000.0
2280.0,47996630000.0,62989816000.0,89142440000.0,64074465000.0,75389430000.0,62598190000.0
2281.0,46332215000.0,63844850000.0,88764420000.0,63310373000.0,75133370000.0,63310426000.0
2282.0,46251760000.0,63169320000.0,89226390000.0,69389610000.0,77103325000.0,62620844000.0
2283.0,45963207000.0,62891946000.0,89701240000.0,63862227000.0,77596115000.0,65644487000.0
2284.0,47640273000.0,63463297000.0,90253460000.0,63210510000.0,76391145000.0,66872110000.0
2285.0,47185117000.0,62568270000.0,91309250000.0,62913327000.0,75233150000.0,65636210000.0
2286.0,45903643000.0,62898983000.0,90536130000.0,64151700000.0,74780260000.0,63937090000.0
2287.0,50717213000.0,62465815000.0,90224930000.0,65186402000.0,75015630000.0,63181310000.0
2288.0,45934674000.0,62222787000.0,93984870000.0,62585692000.0,74693400000.0,62357030000.0
2289.0,50809060000.0,62362800000.0,90426065000.0,62399140000.0,74590040000.0,62239810000.0
2290.0,45546710000.0,62090744000.0,89469870000.0,62552220000.0,77598230000.0,62234950000.0
2291.0,51430232000.0,61853180000.0,97095614000.0,62367710000.0,75441790000.0,61880214000.0
2292.0,51110430000.0,61727770000.0,92883200000.0,65522045000.0,74842956000.0,62151287000.0
2293.0,49154470000.0,61618270000.0,95283030000.0,62481654000.0,75370580000.0,62104780000.0
2294.0,45134630000.0,62072648000.0,92146060000.0,62119526000.0,74813420000.0,61870756000.0
