time,CANESM2,IPSL-CM5A-LR,CCSM4,GFDL-ESM2G,MPI-ESM-LR,GFDL-CM3,GISS-E2-R,CSIRO-MK3-6-0,CNRM-CM5,NORESM1-M
2017.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0,86080180000.0
2018.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0,85873100000.0
2019.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0,85684470000.0
2020.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0,85378500000.0
2021.0,85131170000.0,85029850000.0,85138020000.0,87016770000.0,85197130000.0,85136960000.0,85268455000.0,85161500000.0,85185390000.0,85000690000.0
2022.0,84850120000.0,84983670000.0,85263730000.0,85624400000.0,84899045000.0,84774120000.0,84882650000.0,85081506000.0,84744370000.0,84905120000.0
2023.0,84537710000.0,84493820000.0,84892670000.0,85707720000.0,84553834000.0,84445090000.0,84674180000.0,84551780000.0,84519780000.0,84566884000.0
2024.0,84049010000.0,84091840000.0,84587860000.0,85462710000.0,84197200000.0,84254270000.0,84623835000.0,84209550000.0,84216780000.0,84196170000.0
2025.0,84060004000.0,83547220000.0,84203610000.0,85180260000.0,83810280000.0,83678090000.0,84173620000.0,83864000000.0,84074630000.0,83926930000.0
2026.0,83642810000.0,83125080000.0,83908340000.0,84732140000.0,83532630000.0,83247490000.0,83964860000.0,83570480000.0,83969475000.0,83424985000.0
2027.0,83164680000.0,82657970000.0,83622216000.0,84406125000.0,82986700000.0,82812270000.0,83870520000.0,83212500000.0,83111000000.0,82976480000.0
2028.0,82839500000.0,82012350000.0,83317940000.0,84386220000.0,82474680000.0,82128970000.0,83643690000.0,82605466000.0,82644030000.0,82582730000.0
2029.0,82359620000.0,81646715000.0,82948440000.0,83916100000.0,81667650000.0,82343580000.0,83237855000.0,82224685000.0,82297510000.0,81933790000.0
2030.0,81616680000.0,81151050000.0,82470330000.0,83352200000.0,81225350000.0,81702430000.0,83116910000.0,81996644000.0,82028370000.0,81324610000.0
2031.0,81107550000.0,80560450000.0,81780940000.0,82951420000.0,80407410000.0,80881476000.0,82938960000.0,81704190000.0,81398810000.0,80543520000.0
2032.0,80553370000.0,80056380000.0,81454210000.0,82569770000.0,79607350000.0,80490980000.0,82067250000.0,81119670000.0,81466950000.0,79820340000.0
2033.0,80056020000.0,79352365000.0,81045110000.0,82681780000.0,78976920000.0,79718540000.0,81730210000.0,80379800000.0,80614670000.0,79090700000.0
2034.0,79411930000.0,78677770000.0,80485320000.0,82431260000.0,78374240000.0,79357850000.0,82030790000.0,79678360000.0,80126050000.0,78430585000.0
2035.0,78932435000.0,78154830000.0,80408070000.0,82579070000.0,77968925000.0,78728660000.0,82999345000.0,79155730000.0,79564090000.0,77445810000.0
2036.0,77948174000.0,78116350000.0,79721100000.0,81888625000.0,77113560000.0,78166880000.0,81872090000.0,80001884000.0,79021530000.0,76899205000.0
2037.0,77332620000.0,77225230000.0,79119820000.0,81389070000.0,76511540000.0,77210330000.0,81048800000.0,78623360000.0,78444790000.0,76213830000.0
2038.0,77234400000.0,76410560000.0,78298464000.0,80970030000.0,75746990000.0,76651980000.0,80596360000.0,78078300000.0,77983695000.0,75531350000.0
2039.0,76276924000.0,75628134000.0,77864280000.0,80408470000.0,74825196000.0,76072720000.0,80107910000.0,77384440000.0,77484850000.0,76249280000.0
2040.0,75886190000.0,74801860000.0,77749610000.0,80118150000.0,73953526000.0,75982220000.0,79725126000.0,77217410000.0,77543694000.0,74720500000.0
2041.0,75389805000.0,74243190000.0,77158195000.0,79531190000.0,73174710000.0,75034830000.0,79415255000.0,76815460000.0,76763880000.0,73930790000.0
2042.0,74551255000.0,73638850000.0,77204420000.0,79439980000.0,72556110000.0,74164190000.0,79096260000.0,76001300000.0,76469020000.0,73299690000.0
2043.0,73986660000.0,72971010000.0,76979440000.0,78988490000.0,71979220000.0,73770740000.0,79000450000.0,75635530000.0,75996450000.0,72906375000.0
2044.0,73098110000.0,72579640000.0,77637490000.0,78724964000.0,71118225000.0,73139814000.0,78646880000.0,75022730000.0,76252316000.0,72097186000.0
2045.0,72415480000.0,71875190000.0,76069350000.0,78131100000.0,69877514000.0,72611270000.0,78188495000.0,74578100000.0,79409910000.0,71362940000.0
2046.0,72003944000.0,71618930000.0,75361120000.0,77629860000.0,69427540000.0,71821660000.0,77660004000.0,74083940000.0,76351020000.0,70579190000.0
2047.0,71328236000.0,70955260000.0,74699940000.0,76925300000.0,68762350000.0,71192650000.0,78300380000.0,73831780000.0,74880350000.0,69897770000.0
2048.0,70730740000.0,70990660000.0,74085710000.0,77568120000.0,68099940000.0,70513885000.0,77307120000.0,74542320000.0,77789950000.0,69154865000.0
2049.0,70096360000.0,69913076000.0,73631900000.0,76426060000.0,67745485000.0,69799920000.0,78408114000.0,73635840000.0,76633694000.0,68569944000.0
2050.0,69285320000.0,71360900000.0,73105920000.0,75985650000.0,67052590000.0,69274890000.0,77309630000.0,72703620000.0,74840154000.0,68846090000.0
2051.0,68579987000.0,69242765000.0,72542490000.0,77769744000.0,68566475000.0,68546548000.0,76606500000.0,72063790000.0,74552940000.0,71482550000.0
2052.0,68069097000.0,68723710000.0,72179260000.0,75568630000.0,66779640000.0,67838030000.0,77634850000.0,71581510000.0,74502190000.0,69087320000.0
2053.0,67663143000.0,68232730000.0,71928350000.0,76664685000.0,65795342000.0,67037237000.0,76903930000.0,71202510000.0,73549505000.0,67172080000.0
2054.0,67199340000.0,67754025000.0,71181795000.0,75650000000.0,65104974000.0,66189490000.0,76513220000.0,70728270000.0,73159540000.0,66458026000.0
2055.0,66574733000.0,67569490000.0,70507960000.0,75292510000.0,64366140000.0,65908093000.0,76008530000.0,70231150000.0,72581865000.0,66379370000.0
2056.0,66106712000.0,67089506000.0,70355050000.0,74687080000.0,63838863000.0,65165550000.0,79343526000.0,69710184000.0,72346160000.0,65930396000.0
2057.0,65838540000.0,66611000000.0,69771760000.0,74096484000.0,63336518000.0,64228880000.0,77328600000.0,69033850000.0,71835990000.0,65161294000.0
2058.0,65214878000.0,65997275000.0,69454350000.0,73732235000.0,62917970000.0,63533445000.0,75666740000.0,68753020000.0,71215964000.0,64413413000.0
2059.0,64491688000.0,66209346000.0,68968235000.0,73253940000.0,62781670000.0,62946700000.0,74861100000.0,68132844000.0,70855130000.0,63851830000.0
2060.0,63857270000.0,66914623000.0,68541923000.0,72893465000.0,62220042000.0,62269415000.0,74517360000.0,67971900000.0,70382110000.0,64531436000.0
2061.0,63277260000.0,65360960000.0,68286583000.0,74877034000.0,61460083000.0,61457695000.0,74333135000.0,67338277000.0,69779200000.0,62996955000.0
2062.0,63137050000.0,65125960000.0,67532726000.0,72631790000.0,60910090000.0,60958044000.0,74486470000.0,66782773000.0,69480650000.0,62812357000.0
2063.0,62540575000.0,64253800000.0,66975707000.0,72588510000.0,60235047000.0,60242880000.0,73966264000.0,66385895000.0,69013690000.0,62119870000.0
2064.0,63468515000.0,64451658000.0,66514825000.0,72800410000.0,59579610000.0,59594555000.0,73573560000.0,65835483000.0,68351214000.0,64776552000.0
2065.0,61858198000.0,63422060000.0,66648170000.0,71963976000.0,59053167000.0,61682655000.0,74479430000.0,65390520000.0,68148335000.0,63596745000.0
2066.0,61322265000.0,62764847000.0,65485590000.0,71694990000.0,58686358000.0,61602443000.0,73441110000.0,64956780000.0,67841114000.0,61398934000.0
2067.0,60666413000.0,62297440000.0,65316400000.0,71390650000.0,58211670000.0,58739618000.0,73790095000.0,64689426000.0,67417706000.0,69251870000.0
2068.0,60059610000.0,62057050000.0,64726893000.0,70964840000.0,57440793000.0,57751208000.0,72925900000.0,64635933000.0,66782163000.0,63254733000.0
2069.0,59997737000.0,62454880000.0,64401285000.0,74174110000.0,56871410000.0,57156387000.0,72886340000.0,63665795000.0,66429166000.0,61156536000.0
2070.0,59913110000.0,61089133000.0,64296354000.0,70436750000.0,57333342000.0,56554656000.0,73918915000.0,63163850000.0,67670077000.0,59847080000.0
2071.0,59012428000.0,61259520000.0,63943287000.0,70080390000.0,57129630000.0,56557285000.0,72757805000.0,62938653000.0,65730550000.0,59187896000.0
2072.0,58850930000.0,62035046000.0,63371633000.0,71215760000.0,56062173000.0,55688274000.0,72147110000.0,62639124000.0,65395663000.0,58635747000.0
2073.0,58227147000.0,60177265000.0,62955220000.0,69503120000.0,55402934000.0,55193310000.0,73237130000.0,65566958000.0,64934953000.0,58123604000.0
2074.0,58064667000.0,59879297000.0,63044297000.0,69350080000.0,54895583000.0,54752563000.0,72505590000.0,62715564000.0,64428757000.0,57666314000.0
2075.0,59969057000.0,60320096000.0,62067376000.0,70899130000.0,54494466000.0,54229025000.0,71919560000.0,61439046000.0,64098505000.0,57346570000.0
2076.0,59365710000.0,59906030000.0,61655410000.0,69001070000.0,54052524000.0,53830025000.0,71630420000.0,60996190000.0,64207704000.0,58681150000.0
2077.0,58158440000.0,58835560000.0,61495902000.0,68682820000.0,53895130000.0,53806838000.0,71830620000.0,60987023000.0,63338676000.0,56619938000.0
2078.0,57606560000.0,60212430000.0,61070330000.0,68163670000.0,53469377000.0,53161992000.0,70969030000.0,60327813000.0,62773500000.0,56197538000.0
2079.0,58734612000.0,58830275000.0,60523910000.0,67811610000.0,53263684000.0,52612166000.0,71082310000.0,59952767000.0,62306685000.0,55794790000.0
2080.0,56718103000.0,58287720000.0,61979943000.0,67681310000.0,52603994000.0,52079915000.0,72029960000.0,59697537000.0,62938700000.0,55378940000.0
2081.0,58179875000.0,59084400000.0,60437815000.0,68732215000.0,52201370000.0,51591553000.0,71055150000.0,59410063000.0,64883036000.0,56102030000.0
2082.0,56804920000.0,59513274000.0,60984414000.0,73077055000.0,51854930000.0,51118998000.0,70880990000.0,58846180000.0,62783443000.0,55332983000.0
2083.0,55843960000.0,57567410000.0,59681760000.0,67761000000.0,52532904000.0,51030540000.0,70254600000.0,58401518000.0,63182320000.0,54560820000.0
2084.0,56410518000.0,56769780000.0,59217617000.0,67747746000.0,51725763000.0,51332480000.0,71088730000.0,58012996000.0,64102190000.0,54113796000.0
2085.0,55416960000.0,56334615000.0,59329696000.0,69994580000.0,51025945000.0,51220115000.0,70099590000.0,58449710000.0,62577996000.0,54052475000.0
2086.0,54954320000.0,55879230000.0,58760802000.0,67607556000.0,51426226000.0,50032456000.0,70541160000.0,57884905000.0,61287293000.0,53447705000.0
2087.0,54977307000.0,55589010000.0,58501950000.0,66840740000.0,50364160000.0,49688010000.0,69844115000.0,56940495000.0,60994260000.0,52802482000.0
2088.0,55374406000.0,55330830000.0,58147484000.0,67093600000.0,50343215000.0,49264210000.0,69944220000.0,56422306000.0,60524073000.0,52757650000.0
2089.0,54157990000.0,54840074000.0,59189006000.0,68322468000.0,50042135000.0,48789630000.0,69414950000.0,56004930000.0,59819420000.0,52018426000.0
2090.0,53778640000.0,54613512000.0,59938783000.0,66538738000.0,50228163000.0,48391200000.0,70050365000.0,56236274000.0,59831180000.0,52112994000.0
2091.0,53402616000.0,54146850000.0,59161360000.0,65993090000.0,49750030000.0,48016007000.0,69175510000.0,55486150000.0,59301253000.0,52711158000.0
2092.0,53456142000.0,53825335000.0,58162254000.0,65560166000.0,50207350000.0,47652823000.0,69024790000.0,55114842000.0,61403607000.0,51506740000.0
2093.0,53244854000.0,53388570000.0,57620976000.0,65463976000.0,48786498000.0,47324336000.0,70521635000.0,54632350000.0,64389014000.0,50997110000.0
2094.0,52797637000.0,52959404000.0,57191660000.0,66872893000.0,48582070000.0,46846636000.0,69202260000.0,54233248000.0,59110117000.0,50657894000.0
2095.0,52552724000.0,52597592000.0,56744927000.0,68437025000.0,48339165000.0,46633140000.0,68861936000.0,54313304000.0,58553455000.0,50234552000.0
2096.0,52206244000.0,52113250000.0,58077344000.0,67695104000.0,49025044000.0,46910722000.0,68500095000.0,53668483000.0,58174984000.0,50303450000.0
2097.0,51954100000.0,53797750000.0,56931730000.0,66266456000.0,49102176000.0,46817583000.0,68308400000.0,53046250000.0,57935864000.0,49691156000.0
2098.0,51841253000.0,51483430000.0,56198250000.0,72679340000.0,48373002000.0,45928817000.0,68337656000.0,52486280000.0,59962876000.0,49308060000.0
2099.0,51246360000.0,51135607000.0,56249962000.0,66933050000.0,48064530000.0,46267880000.0,68135895000.0,52132070000.0,60361093000.0,49724470000.0
2100.0,50959745000.0,50780770000.0,56598217000.0,65481978000.0,47814066000.0,45290926000.0,68190863000.0,51871720000.0,59451245000.0,48699007000.0
