time,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,CESM2-WACCM
2142.0,1329726600.0,231385000.0,312117800.0,712271550.0
2143.0,1156374500.0,358373540.0,310236830.0,654144640.0
2144.0,1332406100.0,285894600.0,304765730.0,593280450.0
2145.0,1318916900.0,279566750.0,351011040.0,554154800.0
2146.0,1294369900.0,278829600.0,390532580.0,789003000.0
2147.0,1361555000.0,283941100.0,294861060.0,904662700.0
2148.0,1295689100.0,285434800.0,286570530.0,774969100.0
2149.0,1186300800.0,263539780.0,277321600.0,723480600.0
2150.0,1773062700.0,255150020.0,315270080.0,647155650.0
2151.0,1804998400.0,281220900.0,436788580.0,686142460.0
2152.0,1590907800.0,293282200.0,326221980.0,667987100.0
2153.0,1411675800.0,288173470.0,319294820.0,750609400.0
2154.0,1346977300.0,255649470.0,291727600.0,701416000.0
2155.0,1730676500.0,287751700.0,307992860.0,712648770.0
2156.0,1651968300.0,302497760.0,290164130.0,773520000.0
2157.0,1365162200.0,347091680.0,296117250.0,758197100.0
2158.0,1258432600.0,329177920.0,293888130.0,791805760.0
2159.0,1960135300.0,295683780.0,319524740.0,1372332800.0
2160.0,1508704600.0,276209440.0,297571500.0,975033700.0
2161.0,1559298000.0,340974820.0,286007700.0,1229518500.0
2162.0,1526954500.0,299336000.0,357732350.0,1002729340.0
2163.0,1445965600.0,339032130.0,323209920.0,962337600.0
2164.0,1438500700.0,397745300.0,300690080.0,962178500.0
2165.0,1432651000.0,305905950.0,350548770.0,887338400.0
2166.0,1492404700.0,325059300.0,312088770.0,873600800.0
2167.0,2156611000.0,304790340.0,318861380.0,837034400.0
2168.0,1852814200.0,320106100.0,321442300.0,753448600.0
2169.0,1860219600.0,318021400.0,347430900.0,797953660.0
2170.0,1914444900.0,309065500.0,330164640.0,735028700.0
2171.0,1737930200.0,291619970.0,386103870.0,713555900.0
2172.0,1807528000.0,338766980.0,368182430.0,763834430.0
2173.0,1805029000.0,385344130.0,369528670.0,777527040.0
2174.0,1623465000.0,293329440.0,324677120.0,930318100.0
2175.0,1797592300.0,306271550.0,582451140.0,770173060.0
2176.0,1875415000.0,373584480.0,512726800.0,730957440.0
2177.0,1793064200.0,367459870.0,500407740.0,670511360.0
2178.0,1734892200.0,300201900.0,393696930.0,786704300.0
2179.0,1655305500.0,321738880.0,335304700.0,666130370.0
2180.0,1859643500.0,310123700.0,356893060.0,774279300.0
2181.0,1905762400.0,307502200.0,400437950.0,693179400.0
2182.0,1762560100.0,408306000.0,354691140.0,669253800.0
2183.0,1669051900.0,356305400.0,364166140.0,733419200.0
2184.0,2242407200.0,325181660.0,339713100.0,726693800.0
2185.0,2037765600.0,320121150.0,353470750.0,709231740.0
2186.0,2157043500.0,316479520.0,367917760.0,716856450.0
2187.0,2414115300.0,312041060.0,380905380.0,651616450.0
2188.0,2352593000.0,309230140.0,372489380.0,681656000.0
2189.0,2283850000.0,300208160.0,370950500.0,693965700.0
2190.0,2089520500.0,314786050.0,372723070.0,661989400.0
2191.0,2262310100.0,344741470.0,347680200.0,757094700.0
2192.0,2168418600.0,317805280.0,327572350.0,732544960.0
2193.0,2732217600.0,321798560.0,336313060.0,859419200.0
2194.0,2309853000.0,359308500.0,408148800.0,762635000.0
2195.0,2090597100.0,332636300.0,455969150.0,730895940.0
2196.0,2119647200.0,439125380.0,352310750.0,751992060.0
2197.0,2030463600.0,350906700.0,343044860.0,925250500.0
2198.0,1925132500.0,322448740.0,371913400.0,831402900.0
2199.0,1885476500.0,343584600.0,401312130.0,1421648400.0
2200.0,2012549100.0,318517280.0,369108500.0,954298700.0
2201.0,1911026200.0,323781630.0,567790900.0,883824300.0
2202.0,2039400100.0,334748770.0,377776860.0,846078800.0
2203.0,1880089600.0,317293800.0,371456640.0,753818900.0
2204.0,1873314300.0,330294400.0,341548380.0,937913700.0
2205.0,2117627900.0,341369250.0,342478000.0,1008036300.0
2206.0,1936978600.0,447213400.0,382049920.0,809835700.0
2207.0,2273329400.0,336559420.0,376497200.0,761252740.0
2208.0,2118635100.0,322490020.0,403327680.0,751245100.0
2209.0,2069591900.0,340434500.0,436060320.0,784969300.0
2210.0,1965108000.0,409665280.0,419610430.0,821987400.0
2211.0,2060360600.0,386171650.0,543501900.0,758505600.0
2212.0,1942479900.0,465001500.0,417179870.0,764915300.0
2213.0,1920755300.0,410310660.0,386911700.0,753132800.0
2214.0,2167479300.0,381408670.0,372742300.0,718648000.0
2215.0,2081018800.0,387382660.0,414530200.0,728422500.0
2216.0,2002268800.0,394686800.0,617867800.0,735313700.0
2217.0,2011378600.0,353770400.0,566098800.0,708069500.0
2218.0,2173955000.0,347891680.0,493714460.0,760050100.0
2219.0,2007790200.0,349310800.0,397691840.0,712694300.0
2220.0,2013290900.0,363286600.0,420312260.0,720888960.0
2221.0,1927830800.0,343412100.0,442392130.0,739154750.0
2222.0,1932267000.0,356606940.0,501151040.0,752955100.0
2223.0,1952995700.0,356779500.0,450999580.0,757593860.0
2224.0,2133205500.0,347059900.0,403998900.0,718462300.0
2225.0,2044256400.0,344372200.0,449676400.0,782739300.0
2226.0,2048510800.0,331077820.0,465399550.0,713206400.0
2227.0,2119474400.0,350631680.0,619420100.0,696157300.0
2228.0,2055894900.0,345479070.0,489954780.0,696479400.0
2229.0,2301294300.0,390174100.0,460834780.0,702376900.0
2230.0,2096752600.0,337231460.0,485507420.0,704375900.0
2231.0,2084447400.0,335409500.0,518898050.0,706799700.0
2232.0,2051257900.0,343142980.0,477765250.0,696682430.0
2233.0,1994279700.0,332121900.0,419340500.0,737389950.0
2234.0,2030653000.0,377637100.0,416613470.0,793691800.0
2235.0,2120909800.0,387522900.0,378596450.0,696807300.0
2236.0,2018159600.0,364052400.0,394982500.0,677224770.0
2237.0,2007588100.0,357553820.0,387236930.0,675239550.0
2238.0,2165614000.0,357656930.0,375344220.0,683417400.0
2239.0,2158700300.0,343775600.0,375788700.0,680269000.0
2240.0,2318669300.0,356006240.0,367317980.0,661979800.0
2241.0,2445652200.0,343114700.0,367025020.0,656555900.0
2242.0,2112935400.0,338023420.0,503510050.0,659020160.0
2243.0,2148215800.0,358581100.0,538408700.0,697151800.0
2244.0,2110408800.0,355391940.0,409288260.0,639797300.0
2245.0,2059567600.0,330299550.0,438221000.0,651239100.0
2246.0,2168612400.0,337343840.0,563879300.0,682358460.0
2247.0,2172811500.0,347831580.0,461025150.0,681500350.0
2248.0,2624411600.0,358219620.0,391797570.0,623886900.0
2249.0,2397219300.0,372733800.0,462044800.0,617841500.0
2250.0,2421839000.0,390939800.0,393670340.0,643481100.0
2251.0,2317221000.0,363481570.0,388199140.0,634170100.0
2252.0,2277458700.0,351597760.0,386551700.0,613610050.0
2253.0,2306068700.0,373325820.0,405520060.0,621447500.0
2254.0,2380404500.0,482337020.0,392632320.0,808146900.0
2255.0,2358091500.0,401822880.0,405738370.0,621611400.0
2256.0,2391599000.0,372470660.0,409700320.0,606394300.0
2257.0,2415940000.0,384501280.0,383252300.0,595621100.0
2258.0,2304707000.0,439554720.0,415376960.0,619393100.0
2259.0,2379054600.0,386087700.0,416635940.0,617777400.0
2260.0,2408528400.0,357946500.0,461068600.0,595884100.0
2261.0,2306694000.0,368621000.0,399786750.0,584066050.0
2262.0,2277392100.0,360328580.0,428896830.0,590305900.0
2263.0,2272673000.0,489194300.0,416644600.0,581591940.0
2264.0,2285439000.0,408323260.0,397205470.0,575255230.0
2265.0,2251547000.0,413244960.0,466332930.0,570644900.0
2266.0,2204794000.0,376596380.0,400466780.0,572103940.0
2267.0,2354695700.0,460529120.0,380378200.0,562636100.0
2268.0,2518146300.0,386912860.0,373002460.0,562114900.0
2269.0,2252533000.0,488337200.0,412358660.0,558265000.0
2270.0,2443002000.0,386441920.0,450210800.0,554426500.0
2271.0,2307340500.0,416334980.0,402518560.0,548466900.0
2272.0,2304748800.0,389887100.0,422043460.0,560444500.0
2273.0,2622936600.0,443018530.0,381830500.0,577626200.0
2274.0,2527334400.0,417731550.0,372627070.0,572107140.0
2275.0,2533391600.0,397913280.0,370258200.0,543310140.0
2276.0,2380516900.0,379454660.0,376105570.0,559997600.0
2277.0,2304490800.0,393638620.0,436195140.0,535760930.0
2278.0,2266720800.0,487948200.0,665131970.0,561950100.0
2279.0,2244655400.0,429593380.0,523730050.0,587543700.0
2280.0,2344021500.0,428819870.0,445469540.0,528872900.0
2281.0,2411989000.0,413401860.0,410060600.0,563007500.0
2282.0,2369824500.0,392507070.0,392528600.0,524255520.0
2283.0,2545682400.0,412097470.0,382485730.0,516970560.0
2284.0,2603101000.0,379014140.0,436827100.0,513282020.0
2285.0,2465491500.0,383499170.0,389065000.0,510221900.0
2286.0,2553065700.0,384131940.0,445056260.0,530025860.0
2287.0,2404270600.0,378073900.0,440129540.0,513151100.0
2288.0,2385997600.0,401722300.0,368886270.0,520402270.0
2289.0,2335031600.0,382488220.0,420954200.0,690854500.0
2290.0,2313344500.0,395021380.0,400052700.0,531360960.0
2291.0,2409191000.0,439989300.0,407048350.0,546234940.0
2292.0,2290713300.0,417494270.0,549714600.0,510658140.0
2293.0,2329348600.0,433857100.0,594255100.0,527297860.0
2294.0,2446564600.0,553973060.0,519764930.0,528532030.0
2295.0,2389356800.0,416526270.0,453133100.0,498174140.0
2296.0,2371410200.0,494379600.0,425330200.0,512576830.0
2297.0,2344258300.0,468339460.0,728063100.0,519359970.0
2298.0,2397246200.0,493814000.0,539311600.0,488844540.0
2299.0,2506039300.0,431695400.0,478692900.0,502361470.0
2300.0,2386267600.0,405110940.0,428488300.0,493893440.0
