time,MPI-ESM-LR,CNRM-CM5,GFDL-CM3,GISS-E2-R,NORESM1-M,CANESM2,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,CSIRO-MK3-6-0
2034.0,32547760000.0,32932975000.0,31515236000.0,32529928000.0,32186407000.0,31643118000.0,32369684000.0,32292864000.0,32341625000.0,31542462000.0
2035.0,32492329000.0,32790534000.0,31246698000.0,32270363000.0,32049089000.0,31349596000.0,32117068000.0,32061506000.0,32148322000.0,31324340000.0
2036.0,32275317000.0,32670413000.0,30883623000.0,32048157000.0,32094010000.0,31044430000.0,31913245000.0,31838702000.0,31943055000.0,31247229000.0
2037.0,32206514000.0,32588425000.0,30582338000.0,31830335000.0,31840827000.0,30736083000.0,31799415000.0,31520330000.0,31833252000.0,30995286000.0
2038.0,32100317000.0,32453001000.0,30265115000.0,31554531000.0,31904838000.0,30461284000.0,31732179000.0,31217474000.0,31615529000.0,30830252000.0
2039.0,31847150000.0,32356260000.0,29681256000.0,31350510000.0,31575157000.0,30188575000.0,31437222000.0,30756704000.0,31397910000.0,30525948000.0
2040.0,31634213000.0,32257761000.0,29272254000.0,31065385000.0,31344980000.0,29830724000.0,31255468000.0,30202884000.0,31307682000.0,30179744000.0
2041.0,31483090000.0,32061456000.0,28730317000.0,30832329000.0,31120878000.0,29435433000.0,31048403000.0,29746074000.0,31117801000.0,30071443000.0
2042.0,31245832000.0,31872887000.0,28251496000.0,30507209000.0,30902479000.0,29186527000.0,30944950000.0,29310110000.0,30838794000.0,29669222000.0
2043.0,31065115000.0,31671994000.0,27674943000.0,30129420000.0,30645897000.0,28887644000.0,30719044000.0,28966871000.0,30532223000.0,29292878000.0
2044.0,30953423000.0,31509015000.0,27223530000.0,29839346000.0,30369978000.0,28483852000.0,30423978000.0,28734122000.0,30724123000.0,29026644000.0
2045.0,30638410000.0,31230042000.0,26680920000.0,29672843000.0,30087088000.0,27900627000.0,30159645000.0,28098191000.0,30240526000.0,28752243000.0
2046.0,30111594000.0,31085763000.0,26036640000.0,29265613000.0,29833538000.0,27590062000.0,29922636000.0,27589577000.0,29984444000.0,28445305000.0
2047.0,29759255000.0,30913284000.0,25464674000.0,28834419000.0,29545329000.0,27085801000.0,29728723000.0,26850728000.0,29748287000.0,28134867000.0
2048.0,29643323000.0,30614960000.0,24852912000.0,28526946000.0,29308152000.0,26689315000.0,29367532000.0,26423510000.0,29468697000.0,27965532000.0
2049.0,29193587000.0,30339301000.0,24156301000.0,28190999000.0,28962308000.0,26202673000.0,29136314000.0,25844734000.0,29197636000.0,27424889000.0
2050.0,28862610000.0,30147684000.0,23396622000.0,27874451000.0,28633518000.0,25679446000.0,28881965000.0,25497096000.0,28958521000.0,27115827000.0
2051.0,28490211000.0,29910990000.0,23449598000.0,27395596000.0,28335161000.0,25159567000.0,28652038000.0,25022568000.0,28802329000.0,26826324000.0
2052.0,28170277000.0,29618727000.0,22606064000.0,27013024000.0,28311933000.0,24588306000.0,28509428000.0,24491868000.0,28374467000.0,26714685000.0
2053.0,27852788000.0,29384410000.0,21935352000.0,26738346000.0,27652491000.0,23992635000.0,28169360000.0,23942474000.0,28186647000.0,26985576000.0
2054.0,27527363000.0,29130136000.0,21153792000.0,26407412000.0,27371594000.0,23397992000.0,27832486000.0,23495318000.0,27935746000.0,26190815000.0
2055.0,27806247000.0,28750037000.0,20563556000.0,26013067000.0,27112858000.0,22849962000.0,27504998000.0,23009735000.0,27457270000.0,25713870000.0
2056.0,26895694000.0,28430273000.0,20010535000.0,25546166000.0,26995573000.0,22443162000.0,27190878000.0,22463523000.0,27067888000.0,25251996000.0
2057.0,26382195000.0,28205826000.0,19428550000.0,25126730000.0,26481822000.0,21897208000.0,26849915000.0,22082701000.0,26646102000.0,25417744000.0
2058.0,25928729000.0,27817628000.0,18776211000.0,24790155000.0,26027608000.0,21312940000.0,26514076000.0,21487288000.0,26213894000.0,24589701000.0
2059.0,25419653000.0,27447632000.0,18112160000.0,24401328000.0,25639570000.0,20887300000.0,26397555000.0,20953050000.0,25782174000.0,24346337000.0
2060.0,25047833000.0,27245337000.0,17487219000.0,24012833000.0,25324362000.0,20309058000.0,25985390000.0,20416320000.0,25383887000.0,23875418000.0
2061.0,24516980000.0,27168920000.0,16949172000.0,23694076000.0,25009842000.0,19684751000.0,25691353000.0,20003746000.0,25130482000.0,23619045000.0
2062.0,23955415000.0,26745514000.0,16308184000.0,23270734000.0,24839227000.0,19164168000.0,25310149000.0,19223570000.0,24814027000.0,23263275000.0
2063.0,23584540000.0,26520687000.0,15560138000.0,22972342000.0,24467472000.0,18631295000.0,24980312000.0,18703460000.0,24579640000.0,22769260000.0
2064.0,23000900000.0,26122439000.0,14850051000.0,22573834000.0,24048759000.0,18287026000.0,24689540000.0,18212100000.0,24338405000.0,22262370000.0
2065.0,22584072000.0,25768624000.0,14100746000.0,22260177000.0,23690420000.0,17788928000.0,24352657000.0,17491718000.0,23988530000.0,21803704000.0
2066.0,22125582000.0,25394242000.0,13414163000.0,21945567000.0,23504400000.0,17141936000.0,24052355000.0,16979327000.0,23668216000.0,21425166000.0
2067.0,21550367000.0,25107790000.0,12809824000.0,21673140000.0,23052354000.0,16593385000.0,23676375000.0,16419247000.0,23470526000.0,21069834000.0
2068.0,21098392000.0,24758620000.0,12220588000.0,21234518000.0,22722259000.0,16152399000.0,23313506000.0,15852976000.0,23131798000.0,20675893000.0
2069.0,20706482000.0,24500924000.0,11628959000.0,20782445000.0,22275107000.0,15822530000.0,22851928000.0,15435593000.0,22801790000.0,20231380000.0
2070.0,20310987000.0,24332888000.0,11115076000.0,20427287000.0,21825987000.0,15333648000.0,22362820000.0,14930237000.0,22533933000.0,19830757000.0
2071.0,19717618000.0,23832525000.0,10625179000.0,20131680000.0,21417544000.0,14814199000.0,21990269000.0,14334547000.0,22298956000.0,19433878000.0
2072.0,19315933000.0,23345066000.0,9965140000.0,19897657000.0,21014936000.0,14743754000.0,21661512000.0,13835027000.0,22090373000.0,18983557000.0
2073.0,19017680000.0,22979584000.0,9469843000.0,19414479000.0,20673092000.0,14373506000.0,21245153000.0,13478228000.0,22098186000.0,18596596000.0
2074.0,18586266000.0,22592266000.0,8957867000.0,19027737000.0,20271532000.0,13885360000.0,20894818000.0,13007569000.0,21705808000.0,18096396000.0
2075.0,18077862000.0,22400938000.0,8549541400.0,18688995000.0,19846580000.0,13502306000.0,20554056000.0,12673008000.0,21304574000.0,17667721000.0
2076.0,17517148000.0,22032617000.0,8038725600.0,18357109000.0,19429700000.0,13202873000.0,20188035000.0,12286358000.0,21000456000.0,17044650000.0
2077.0,17124390000.0,21658014000.0,7664661500.0,17995708000.0,19004135000.0,12815924000.0,19723610000.0,11894781000.0,20656253000.0,16691934000.0
2078.0,16715570000.0,21422959000.0,7328485400.0,17683140000.0,18625681000.0,12404704000.0,19274342000.0,11468456000.0,20274860000.0,16215938000.0
2079.0,16400970000.0,21081820000.0,6890513000.0,17342824000.0,18186390000.0,11980320000.0,18864787000.0,11218731000.0,19874097000.0,15739060000.0
2080.0,15929440000.0,20835180000.0,6597789700.0,17030746000.0,17744837000.0,11999837000.0,18616664000.0,10802542000.0,19638921000.0,15425184000.0
2081.0,15360701000.0,20490164000.0,6178022400.0,16819603000.0,17478894000.0,11554666000.0,18100930000.0,10447088000.0,19360500000.0,15052603000.0
2082.0,14914625000.0,20523350000.0,5845031400.0,16492528000.0,17198850000.0,11276047000.0,17710910000.0,10069974000.0,19000285000.0,14634157000.0
2083.0,14446191000.0,19776815000.0,5385240600.0,16131934000.0,16899162000.0,10969813000.0,17375197000.0,9746073000.0,18683410000.0,14241496000.0
2084.0,14082346000.0,19615304000.0,5023732000.0,15825305000.0,16463837000.0,10622947000.0,16995756000.0,9443068000.0,18335584000.0,13939486000.0
2085.0,14169444000.0,19316036000.0,4788877300.0,15584286000.0,16092606000.0,10317261000.0,16558060000.0,9206399000.0,17852717000.0,13813647000.0
2086.0,13482378000.0,18952581000.0,4473044500.0,15294055000.0,15751681000.0,10013629000.0,16204297000.0,8819209000.0,17456240000.0,13437034000.0
2087.0,13143442000.0,18477545000.0,4284042500.0,14973943000.0,15357246000.0,9790288000.0,15886084000.0,8562015700.0,17099846000.0,13067633000.0
2088.0,12780159000.0,18187250000.0,4006324500.0,14681565000.0,15065665000.0,9541461000.0,15566322000.0,8190805500.0,16699451000.0,12832297000.0
2089.0,12403734000.0,17851950000.0,3838414800.0,14439987000.0,14693884000.0,9264777000.0,15275718000.0,7916680700.0,16381714000.0,12447451000.0
2090.0,11928881000.0,17551649000.0,3628840200.0,14278776000.0,14364334000.0,8974205000.0,14895506000.0,7642349600.0,16101134000.0,12105685000.0
2091.0,11609632000.0,17243726000.0,3387280600.0,14016080000.0,13964052000.0,8749968000.0,14551053000.0,7476388400.0,15818843000.0,11741208000.0
2092.0,11336865000.0,16917691000.0,3219915000.0,13810982000.0,13620345000.0,8478268000.0,14176133000.0,7215216600.0,15484553000.0,11475652000.0
2093.0,11058475000.0,16593989000.0,2921825000.0,13575480000.0,13317043000.0,8201043000.0,13896070000.0,7032356000.0,15084824000.0,11361200000.0
2094.0,10679452000.0,16287590000.0,2753100800.0,13304061000.0,12977340000.0,7934899700.0,13483596000.0,6672490500.0,14629664000.0,10970531000.0
2095.0,10427355000.0,15970793000.0,2603906600.0,13024613000.0,12654960000.0,7723125000.0,13098061000.0,6307136000.0,14306910000.0,10692081000.0
2096.0,10112810000.0,15697836000.0,2376521000.0,12771676000.0,12421708000.0,7542299600.0,12809072000.0,6155083000.0,13966887000.0,10428822000.0
2097.0,9885652000.0,15453881000.0,2221328600.0,12555715000.0,12187273000.0,7326604300.0,12552522000.0,5927610000.0,13731908000.0,10198028000.0
2098.0,9689315000.0,15087711000.0,2150164500.0,12382533000.0,11878244000.0,7123115000.0,12274221000.0,5825776600.0,13330804000.0,10059143000.0
2099.0,9417322000.0,14811637000.0,1990507500.0,12165677000.0,11593193000.0,6950987000.0,12028902000.0,5519066000.0,13069222000.0,9836592000.0
2100.0,9177130000.0,14510323000.0,1803121200.0,11945853000.0,11298369000.0,6810130400.0,11833688000.0,5418212000.0,12783619000.0,9700767000.0
