time,CESM2,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,CMCC-CM2-SR5,INM-CM5-0,INM-CM4-8,NORESM2-MM,EC-EARTH3,GFDL-ESM4,EC-EARTH3-VEG,BCC-CSM2-MR,FGOALS-F3-L,MRI-ESM2-0
2038.0,43340046000.0,45271990000.0,46040940000.0,45440490000.0,45927203000.0,43893625000.0,44706380000.0,44543693000.0,42276753000.0,45104222000.0,45754750000.0,44566622000.0,44173050000.0,43121914000.0
2039.0,42990510000.0,45020422000.0,45902516000.0,45143114000.0,45656400000.0,43446395000.0,44352066000.0,44142436000.0,41711520000.0,44729885000.0,45500998000.0,44326568000.0,43803537000.0,42637500000.0
2040.0,42532970000.0,44450570000.0,45774184000.0,44829790000.0,45282087000.0,43119464000.0,43914867000.0,43698508000.0,41277846000.0,44635750000.0,45374595000.0,43865370000.0,43433290000.0,42192610000.0
2041.0,42280894000.0,44085907000.0,45360886000.0,44529295000.0,44914840000.0,42656800000.0,43468784000.0,43207873000.0,40665027000.0,44165840000.0,45172700000.0,43472617000.0,42940854000.0,41605760000.0
2042.0,41637093000.0,43673498000.0,45111590000.0,44181434000.0,45039583000.0,42202833000.0,43044590000.0,42787770000.0,40353820000.0,43821880000.0,44674404000.0,43003170000.0,42410017000.0,40999887000.0
2043.0,41128907000.0,43330097000.0,44771100000.0,43860130000.0,44513866000.0,41845522000.0,42582147000.0,42381600000.0,39835860000.0,43741610000.0,44209720000.0,42560640000.0,42059870000.0,40515092000.0
2044.0,40763118000.0,42935400000.0,44615905000.0,43434025000.0,44437553000.0,41475334000.0,42424783000.0,41932090000.0,39038750000.0,43698418000.0,43897537000.0,42153810000.0,41640542000.0,40077900000.0
2045.0,40273002000.0,42545852000.0,44319818000.0,42857267000.0,45006410000.0,41083710000.0,42014437000.0,41509400000.0,38417670000.0,43140920000.0,43823240000.0,41715966000.0,41049092000.0,39541846000.0
2046.0,39720620000.0,42343130000.0,44062560000.0,42505880000.0,43600320000.0,40682983000.0,41515280000.0,41045082000.0,37962945000.0,42718118000.0,43459785000.0,41223164000.0,40662794000.0,38953554000.0
2047.0,39501087000.0,41838105000.0,43692896000.0,42551600000.0,43320762000.0,40123777000.0,41112770000.0,40651424000.0,37952340000.0,42337860000.0,43014380000.0,40692580000.0,40736580000.0,38488625000.0
2048.0,38864224000.0,41439010000.0,43304370000.0,42951545000.0,43035680000.0,39645170000.0,40627085000.0,40012694000.0,37225595000.0,42143355000.0,42748985000.0,40192380000.0,39785497000.0,37914583000.0
2049.0,38361727000.0,40901714000.0,42990395000.0,41878622000.0,42705162000.0,39073845000.0,40189727000.0,39800566000.0,36697895000.0,41980220000.0,42455950000.0,39736644000.0,39272770000.0,37413646000.0
2050.0,37940870000.0,40357732000.0,42663944000.0,41290920000.0,42214117000.0,38575247000.0,39890450000.0,39087014000.0,36032676000.0,41521177000.0,42289627000.0,39196017000.0,38621053000.0,36776636000.0
2051.0,37575060000.0,39885922000.0,42293756000.0,40806380000.0,41713150000.0,37948470000.0,39480377000.0,38530023000.0,35545797000.0,41022837000.0,41667228000.0,38686716000.0,38019070000.0,36084077000.0
2052.0,37211218000.0,39370560000.0,41919373000.0,40528978000.0,41209643000.0,37409243000.0,38935540000.0,38040860000.0,34967343000.0,40665850000.0,41265635000.0,38208390000.0,37573992000.0,35490574000.0
2053.0,36592350000.0,38844690000.0,41535590000.0,40105865000.0,40729825000.0,36730900000.0,38546000000.0,37624644000.0,34430810000.0,40296935000.0,40969843000.0,37657346000.0,36992012000.0,35003904000.0
2054.0,36200650000.0,38324847000.0,41016455000.0,39696425000.0,40441770000.0,36202070000.0,38095327000.0,36954110000.0,33971310000.0,40062587000.0,40466547000.0,37106315000.0,36472934000.0,34261123000.0
2055.0,35822137000.0,37838782000.0,40531026000.0,39203885000.0,39965864000.0,35783414000.0,38064447000.0,36370174000.0,33413622000.0,39575896000.0,39959770000.0,36470997000.0,35896877000.0,33705775000.0
2056.0,35221873000.0,37421654000.0,40101126000.0,38776746000.0,39436943000.0,35065890000.0,37375693000.0,35871360000.0,32807420000.0,39331615000.0,39595890000.0,35872547000.0,35390090000.0,33363106000.0
2057.0,34659310000.0,37116740000.0,39623713000.0,38270706000.0,39012463000.0,34530380000.0,36933890000.0,35283970000.0,32263512000.0,39104442000.0,39089460000.0,35239110000.0,34659860000.0,32692744000.0
2058.0,34243801000.0,36488640000.0,39206410000.0,38051280000.0,38398120000.0,34071427000.0,36320720000.0,34726730000.0,31704791000.0,38569492000.0,38609420000.0,34486477000.0,34429174000.0,32120842000.0
2059.0,33762652000.0,35933520000.0,38843790000.0,37544720000.0,37923836000.0,33814580000.0,35736895000.0,34262335000.0,31190338000.0,38265164000.0,38108127000.0,33725047000.0,33733523000.0,31539000000.0
2060.0,33456474000.0,35416064000.0,38148680000.0,37280047000.0,37399523000.0,33312078000.0,35392570000.0,33785197000.0,30769627000.0,37678080000.0,37707403000.0,33152522000.0,33343554000.0,30942063000.0
2061.0,33107884000.0,35122405000.0,37591780000.0,36589814000.0,36973220000.0,32749142000.0,35021234000.0,33248311000.0,30243854000.0,37216227000.0,37234373000.0,32412695000.0,33003872000.0,30345906000.0
2062.0,32554502000.0,34645234000.0,37319390000.0,36118640000.0,36670450000.0,32474608000.0,34697904000.0,32773226000.0,29752100000.0,36671783000.0,36786090000.0,31816489000.0,32526381000.0,29793898000.0
2063.0,32048360000.0,34139376000.0,36848923000.0,35544060000.0,36226515000.0,31922110000.0,34189970000.0,32442712000.0,29285417000.0,36236900000.0,36278374000.0,31095892000.0,32127328000.0,29231204000.0
2064.0,31508134000.0,33639890000.0,36396900000.0,35264160000.0,35619414000.0,31376060000.0,34182588000.0,31858295000.0,28782381000.0,35719050000.0,35816520000.0,30374742000.0,31879400000.0,28610230000.0
2065.0,31097268000.0,33164052000.0,36083954000.0,34708832000.0,34976780000.0,31003197000.0,33401061000.0,31344714000.0,28342580000.0,35348790000.0,35168563000.0,29703528000.0,31357536000.0,28086548000.0
2066.0,30634842000.0,32677399000.0,35483922000.0,34380020000.0,34503926000.0,30515230000.0,32916996000.0,30899323000.0,27868529000.0,34932810000.0,34681197000.0,29192673000.0,30906214000.0,27615203000.0
2067.0,30215959000.0,32086893000.0,35106130000.0,33889630000.0,33958347000.0,30114163000.0,32868817000.0,30346080000.0,27593488000.0,34737490000.0,34252585000.0,28485171000.0,30656647000.0,27181212000.0
2068.0,29728096000.0,31751934000.0,34529063000.0,33881020000.0,33346906000.0,29751564000.0,33598140000.0,29950190000.0,27154506000.0,34046427000.0,33773695000.0,27709411000.0,30045028000.0,26657055000.0
2069.0,29252368000.0,31276257000.0,33874067000.0,33089390000.0,32869409000.0,29278278000.0,31962260000.0,29476383000.0,26679132000.0,33671560000.0,33268767000.0,27137940000.0,29868227000.0,26225758000.0
2070.0,28828439000.0,30833295000.0,33423036000.0,32553880000.0,32240750000.0,28830750000.0,31397812000.0,29104284000.0,26226448000.0,33186110000.0,32808473000.0,26628772000.0,30088237000.0,25790337000.0
2071.0,28523784000.0,30415454000.0,33053063000.0,32038048000.0,31692659000.0,28523362000.0,30976238000.0,28586303000.0,26080670000.0,32792422000.0,32319492000.0,26072400000.0,28898914000.0,25302780000.0
2072.0,27949406000.0,30113497000.0,32643178000.0,32129919000.0,31062370000.0,28178480000.0,30544175000.0,28064362000.0,25502616000.0,32342766000.0,31919161000.0,25574700000.0,28501596000.0,24960967000.0
2073.0,27499289000.0,29417417000.0,32106210000.0,31338350000.0,30429856000.0,29148893000.0,30260320000.0,27557165000.0,25098072000.0,32006746000.0,31379593000.0,24948074000.0,28096289000.0,24534114000.0
2074.0,27130403000.0,28982444000.0,31728146000.0,31174070000.0,29745578000.0,27748680000.0,29856639000.0,27188926000.0,24619039000.0,31520477000.0,31431016000.0,24293540000.0,27627745000.0,24199109000.0
2075.0,26594630000.0,28562410000.0,31217474000.0,30595617000.0,29163390000.0,27229655000.0,29510960000.0,26635698000.0,24284717000.0,31066962000.0,30580443000.0,23823870000.0,27290298000.0,23865827000.0
2076.0,26193433000.0,28177357000.0,30779360000.0,30061769000.0,28648452000.0,26946780000.0,29188012000.0,26231673000.0,23916995000.0,30603129000.0,29871522000.0,23496430000.0,27109243000.0,23969653000.0
2077.0,25844503000.0,27792974000.0,30653635000.0,29485726000.0,28053232000.0,26524875000.0,28809437000.0,26495656000.0,23485956000.0,30196871000.0,29051509000.0,23010953000.0,26632636000.0,23322530000.0
2078.0,25705212000.0,27351767000.0,29975028000.0,28818780000.0,27459020000.0,26193578000.0,28465500000.0,25635664000.0,23081892000.0,29851589000.0,28606362000.0,22583935000.0,26312440000.0,22820788000.0
2079.0,25149882000.0,26979824000.0,29541380000.0,28221182000.0,26764220000.0,25747902000.0,28223498000.0,25187848000.0,22770854000.0,29486770000.0,28170222000.0,22239715000.0,25867910000.0,22449428000.0
2080.0,24719241000.0,26641360000.0,29563646000.0,27833326000.0,26113456000.0,25485672000.0,27884163000.0,25061560000.0,22409562000.0,29434534000.0,27752137000.0,21915638000.0,25544460000.0,22226150000.0
2081.0,24392626000.0,26230032000.0,28886247000.0,27362052000.0,26172264000.0,25061763000.0,27471086000.0,24591167000.0,22155762000.0,28893610000.0,27137098000.0,21487536000.0,25108965000.0,21894654000.0
2082.0,24094388000.0,26588561000.0,28503140000.0,27114949000.0,25292069000.0,24798069000.0,27225000000.0,24180620000.0,21839108000.0,28574366000.0,26463877000.0,21142743000.0,24781134000.0,21682338000.0
2083.0,23809374000.0,26048893000.0,28238260000.0,26582030000.0,24786262000.0,24407902000.0,27131372000.0,23900445000.0,21463048000.0,28172683000.0,25952449000.0,20777728000.0,24299559000.0,21509760000.0
2084.0,23562492000.0,25667600000.0,29589764000.0,26134186000.0,24206197000.0,24165130000.0,26518104000.0,23462173000.0,21097404000.0,27833913000.0,25489127000.0,20397087000.0,23905214000.0,21135972000.0
2085.0,23264674000.0,24985539000.0,30683337000.0,25759940000.0,23731104000.0,23896900000.0,26154471000.0,23216202000.0,20783850000.0,27536417000.0,25059050000.0,20200296000.0,23657626000.0,20895437000.0
2086.0,22920850000.0,24570817000.0,28229022000.0,25386527000.0,23190536000.0,23558859000.0,26289330000.0,22916610000.0,20464806000.0,27249290000.0,24551737000.0,19936635000.0,23347788000.0,20664762000.0
2087.0,22923450000.0,24286011000.0,27517407000.0,24939550000.0,22707685000.0,23623723000.0,25933212000.0,22685645000.0,20165964000.0,26817171000.0,24011506000.0,19523380000.0,23122300000.0,20364341000.0
2088.0,22394468000.0,24112210000.0,27132211000.0,24656185000.0,22276563000.0,22999144000.0,25521672000.0,22294835000.0,19806810000.0,26492674000.0,23607770000.0,19139287000.0,22822046000.0,20100810000.0
2089.0,22125314000.0,23673915000.0,27465292000.0,24263047000.0,21760924000.0,22716537000.0,25402458000.0,22076414000.0,19495561000.0,26173643000.0,23206265000.0,18914173000.0,22497430000.0,19817728000.0
2090.0,21813813000.0,23359107000.0,27907973000.0,23992756000.0,21293464000.0,23148528000.0,25076486000.0,21799176000.0,19215198000.0,25757127000.0,22863235000.0,18604057000.0,22233825000.0,19581608000.0
2091.0,21557492000.0,23011340000.0,26532639000.0,23649425000.0,20758139000.0,22517438000.0,25136134000.0,21626718000.0,18988648000.0,25497321000.0,22633360000.0,18240434000.0,21914864000.0,19329958000.0
2092.0,21511860000.0,22678585000.0,26051480000.0,23402422000.0,20332462000.0,22069025000.0,24693817000.0,21309671000.0,18755590000.0,25208652000.0,22144840000.0,17960354000.0,21749630000.0,19075768000.0
2093.0,21296170000.0,22308616000.0,25824172000.0,23020245000.0,19897268000.0,21812187000.0,24466577000.0,21154406000.0,18484793000.0,24910965000.0,21754630000.0,17710019000.0,21405118000.0,18839290000.0
2094.0,21759230000.0,22157080000.0,25820730000.0,22662880000.0,19486198000.0,21862248000.0,24227992000.0,20814356000.0,18262120000.0,24565737000.0,21384956000.0,17384890000.0,21103930000.0,19387310000.0
2095.0,20652810000.0,21789555000.0,25780183000.0,22336040000.0,19115446000.0,21600840000.0,23996070000.0,20547854000.0,17930195000.0,24240022000.0,21090480000.0,17248502000.0,20831599000.0,18519945000.0
2096.0,20318840000.0,22435471000.0,25267810000.0,21968212000.0,18705121000.0,21259198000.0,23775963000.0,20289479000.0,17711161000.0,24031314000.0,20804400000.0,16841088000.0,20674611000.0,18255342000.0
2097.0,20145207000.0,21326828000.0,24958951000.0,21678090000.0,18312081000.0,21056710000.0,23493396000.0,20061805000.0,17434905000.0,23692251000.0,20401342000.0,16580653000.0,20470786000.0,18159456000.0
2098.0,19865842000.0,21077410000.0,24674742000.0,21946548000.0,17959290000.0,20806824000.0,23358521000.0,19771150000.0,17110081000.0,23464548000.0,20039963000.0,16317786000.0,20142050000.0,17925472000.0
2099.0,19559401000.0,21038698000.0,24537543000.0,21298750000.0,17675946000.0,20605231000.0,23082482000.0,19564968000.0,16865925000.0,23140743000.0,19685548000.0,16120284000.0,19923315000.0,17786780000.0
2100.0,19459140000.0,21001243000.0,25108025000.0,20913412000.0,17379684000.0,20441098000.0,23114633000.0,19698473000.0,16731227000.0,23001838000.0,19483920000.0,15870458000.0,19790553000.0,17757140000.0
