time,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2-WACCM,CESM2,EC-EARTH3,NORESM2-MM,INM-CM4-8,INM-CM5-0,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,GFDL-ESM4,MRI-ESM2-0
2031.0,46580826000.0,47071932000.0,46738730000.0,46382050000.0,45538090000.0,46668440000.0,47264980000.0,46733760000.0,46356574000.0,46988730000.0,47232963000.0,46786044000.0,46216010000.0
2032.0,46686077000.0,46959374000.0,46671036000.0,45992428000.0,45056370000.0,46409780000.0,46961490000.0,46511710000.0,45983433000.0,46748455000.0,47066534000.0,46448214000.0,45948477000.0
2033.0,46078927000.0,46518473000.0,46290223000.0,45736050000.0,44732930000.0,46199448000.0,46743126000.0,46214734000.0,45610865000.0,46465876000.0,47304790000.0,46247977000.0,45726320000.0
2034.0,46281155000.0,46203530000.0,45967430000.0,45411810000.0,44117406000.0,45795740000.0,46505513000.0,46002926000.0,45253370000.0,46184972000.0,46573847000.0,45959250000.0,45315230000.0
2035.0,45827805000.0,46021538000.0,45620020000.0,45210145000.0,43733090000.0,45460947000.0,46303390000.0,45560110000.0,44655830000.0,45894484000.0,46316940000.0,45590327000.0,44923003000.0
2036.0,45502157000.0,45721416000.0,45347220000.0,44776886000.0,43120610000.0,45132087000.0,46034387000.0,45122646000.0,44344988000.0,45498876000.0,46398947000.0,45373534000.0,44487143000.0
2037.0,45074750000.0,45381150000.0,45061132000.0,44344660000.0,42359790000.0,44906144000.0,45739143000.0,45059290000.0,44078715000.0,45229674000.0,46330434000.0,45038965000.0,44034257000.0
2038.0,44717600000.0,45089730000.0,44895486000.0,44038615000.0,41781500000.0,44479130000.0,45608390000.0,44471410000.0,43519690000.0,44919693000.0,45654413000.0,44647805000.0,43672490000.0
2039.0,44499726000.0,45101080000.0,44535718000.0,43541620000.0,41236496000.0,44062040000.0,45263876000.0,44126270000.0,43063546000.0,44578620000.0,45338943000.0,44237013000.0,43100970000.0
2040.0,44887930000.0,44741640000.0,44121293000.0,42974380000.0,40823857000.0,43653267000.0,44916187000.0,43688235000.0,42686540000.0,44185580000.0,45201252000.0,43926590000.0,42638620000.0
2041.0,44104570000.0,44609730000.0,43843670000.0,42451902000.0,40114140000.0,43244294000.0,44499018000.0,43223670000.0,41998950000.0,43745423000.0,45403345000.0,43518894000.0,42135480000.0
2042.0,43483783000.0,44172910000.0,43276284000.0,41835995000.0,39873510000.0,42832760000.0,44047940000.0,42646840000.0,41462415000.0,43368018000.0,44713960000.0,43119010000.0,41598984000.0
2043.0,43043135000.0,43877933000.0,42867864000.0,41275576000.0,39034147000.0,42539536000.0,43705030000.0,42169373000.0,41023967000.0,42821906000.0,44500304000.0,42744960000.0,41085220000.0
2044.0,43095482000.0,43441090000.0,42431214000.0,40922380000.0,38369990000.0,42425740000.0,43393870000.0,41649920000.0,40465433000.0,42363924000.0,43999460000.0,42377970000.0,40589705000.0
2045.0,42385596000.0,43598970000.0,41818290000.0,40313380000.0,37682495000.0,41656263000.0,43061050000.0,41205830000.0,39905157000.0,41870488000.0,43499938000.0,42032050000.0,40059580000.0
2046.0,41932104000.0,42948612000.0,41376887000.0,39741047000.0,36905220000.0,41209870000.0,42729128000.0,40456503000.0,39456485000.0,41481286000.0,43154113000.0,41561457000.0,39448257000.0
2047.0,41507205000.0,42490917000.0,40981074000.0,39080477000.0,36171088000.0,40769690000.0,42301280000.0,39856000000.0,38921966000.0,40964100000.0,42745627000.0,41078362000.0,39011980000.0
2048.0,41501475000.0,42041446000.0,40497150000.0,38394278000.0,35584754000.0,40320870000.0,42063640000.0,39354260000.0,38251954000.0,40481194000.0,42515653000.0,40652046000.0,38458160000.0
2049.0,40612823000.0,41519387000.0,40014127000.0,37824980000.0,34880470000.0,39920464000.0,41580368000.0,38784934000.0,37788275000.0,39886352000.0,41924390000.0,40137630000.0,37796510000.0
2050.0,40101417000.0,41054024000.0,39409970000.0,37338255000.0,34237719000.0,39287770000.0,41648816000.0,38162854000.0,37287494000.0,39313736000.0,41841967000.0,39472865000.0,37387960000.0
2051.0,40510420000.0,40427170000.0,38869443000.0,36701130000.0,33377812000.0,38896476000.0,40964810000.0,37542597000.0,36658786000.0,38852030000.0,41313930000.0,38873200000.0,36631070000.0
2052.0,39362454000.0,39944356000.0,38491720000.0,36453466000.0,32532582000.0,38418080000.0,40442077000.0,37031340000.0,35991183000.0,38152010000.0,40730120000.0,38405690000.0,35979407000.0
2053.0,38870300000.0,39465720000.0,38031737000.0,35585294000.0,31904600000.0,37880766000.0,39888667000.0,36566577000.0,35332760000.0,37550350000.0,40258413000.0,37784973000.0,35456635000.0
2054.0,38301483000.0,39826740000.0,37413490000.0,34972738000.0,31295912000.0,37219172000.0,39264350000.0,35921400000.0,34551930000.0,36867305000.0,39999920000.0,37518512000.0,34844975000.0
2055.0,37670890000.0,39970963000.0,36724150000.0,34452656000.0,30600002000.0,36557200000.0,38796415000.0,35383656000.0,33976580000.0,36265690000.0,39282954000.0,36719084000.0,34270956000.0
2056.0,37204832000.0,38703567000.0,36174143000.0,33872065000.0,29811337000.0,35913120000.0,38849170000.0,34832570000.0,33252352000.0,35420475000.0,38717410000.0,36157950000.0,33533825000.0
2057.0,36668370000.0,38089230000.0,35422620000.0,33288330000.0,28992403000.0,35505130000.0,38124966000.0,34208025000.0,32464951000.0,34852800000.0,38351094000.0,35698530000.0,32850442000.0
2058.0,36233617000.0,37585347000.0,34624115000.0,32690987000.0,28351680000.0,34912710000.0,37462180000.0,33718150000.0,31750412000.0,34142600000.0,37694177000.0,35113800000.0,32241787000.0
2059.0,35593286000.0,37195215000.0,34027377000.0,32356692000.0,27858205000.0,34167583000.0,36828512000.0,33084072000.0,31080825000.0,33435210000.0,37259310000.0,34445607000.0,31512297000.0
2060.0,34887870000.0,36663800000.0,33548933000.0,31693736000.0,27087950000.0,33424419000.0,36205410000.0,32397849000.0,30393743000.0,32545237000.0,38017970000.0,33795893000.0,30966970000.0
2061.0,34340442000.0,36179920000.0,32861247000.0,31135660000.0,26486925000.0,33609750000.0,35573580000.0,31588606000.0,29724740000.0,31888177000.0,36688368000.0,33032053000.0,30241410000.0
2062.0,33657100000.0,35751342000.0,32326754000.0,30430228000.0,25950063000.0,32446505000.0,34895806000.0,31050656000.0,29283604000.0,31141188000.0,35767644000.0,32434358000.0,29740388000.0
2063.0,33630687000.0,35209880000.0,31619514000.0,30279889000.0,25279013000.0,31720650000.0,34272821000.0,30515444000.0,28396276000.0,30261780000.0,35089200000.0,31834354000.0,29204257000.0
2064.0,33095725000.0,34679497000.0,30827241000.0,29316315000.0,24551786000.0,31081443000.0,33928080000.0,29932806000.0,27665138000.0,29512489000.0,34461094000.0,31118719000.0,28610566000.0
2065.0,32149244000.0,34202896000.0,30006428000.0,28721846000.0,24152502000.0,30555607000.0,33484490000.0,29318902000.0,26904031000.0,28723972000.0,33912588000.0,30540958000.0,28155961000.0
2066.0,31524522000.0,33595355000.0,29290428000.0,28269025000.0,23638900000.0,29939737000.0,33055440000.0,28790122000.0,26400047000.0,27945939000.0,33255246000.0,29962478000.0,27519844000.0
2067.0,31102520000.0,32980994000.0,28737085000.0,27620370000.0,23065885000.0,29327415000.0,32431444000.0,28417802000.0,25886558000.0,27207051000.0,32589758000.0,29329002000.0,27001600000.0
2068.0,30639024000.0,32411838000.0,28116494000.0,27088191000.0,22505515000.0,28783436000.0,31992650000.0,27924134000.0,25316727000.0,26394660000.0,32058227000.0,28610955000.0,26535154000.0
2069.0,30087449000.0,32338653000.0,27555174000.0,26648740000.0,22029672000.0,28160535000.0,31853779000.0,27492153000.0,24755175000.0,25631164000.0,31431279000.0,28000827000.0,26017176000.0
2070.0,29330573000.0,31735888000.0,26903070000.0,26071894000.0,21553130000.0,27506258000.0,31158700000.0,27033180000.0,24181131000.0,24893034000.0,30731612000.0,27554177000.0,25414984000.0
2071.0,28688300000.0,31267637000.0,26287299000.0,25508647000.0,21055146000.0,26964304000.0,30488414000.0,26601636000.0,23577900000.0,24113127000.0,30119057000.0,26935773000.0,24672584000.0
2072.0,28102971000.0,30752027000.0,25654454000.0,24950913000.0,20593280000.0,26390518000.0,29985389000.0,26112830000.0,23052038000.0,23305120000.0,29287107000.0,26361448000.0,24179696000.0
2073.0,27713552000.0,30225117000.0,25063580000.0,24440820000.0,20123138000.0,26106147000.0,29476061000.0,25630394000.0,22627463000.0,22504458000.0,28656665000.0,25810928000.0,23642208000.0
2074.0,27122115000.0,30091438000.0,24412183000.0,23896883000.0,19720507000.0,25330315000.0,28937181000.0,25117604000.0,22116684000.0,21765822000.0,27970314000.0,25293023000.0,23185950000.0
2075.0,26755705000.0,31300770000.0,23920919000.0,23389585000.0,19340497000.0,24772432000.0,28346771000.0,24648624000.0,21685654000.0,21209063000.0,27439772000.0,24849447000.0,22755273000.0
2076.0,26132922000.0,29429914000.0,23448168000.0,22930741000.0,18973716000.0,24393580000.0,27995998000.0,24034218000.0,21193925000.0,20499732000.0,26854355000.0,24402160000.0,22176799000.0
2077.0,25511508000.0,28897380000.0,22880480000.0,22526091000.0,18548756000.0,23792685000.0,27439032000.0,23501674000.0,20694026000.0,19849382000.0,26219473000.0,23691477000.0,21686764000.0
2078.0,24801735000.0,28363573000.0,22731418000.0,22083790000.0,18205575000.0,23221360000.0,26936180000.0,23069307000.0,20188318000.0,19265628000.0,25364238000.0,23230792000.0,21217010000.0
2079.0,24206940000.0,27839138000.0,21976705000.0,21623249000.0,17903920000.0,22658730000.0,26388170000.0,23112860000.0,19882540000.0,18743930000.0,24717620000.0,22818507000.0,20782109000.0
2080.0,23711230000.0,27475090000.0,21454199000.0,20997850000.0,17399771000.0,22496074000.0,25774254000.0,22406871000.0,19403264000.0,18202526000.0,24167873000.0,22381576000.0,20359244000.0
2081.0,23144587000.0,26903654000.0,21091525000.0,20471765000.0,16991188000.0,22030176000.0,25265695000.0,21936468000.0,19029185000.0,17655155000.0,23506172000.0,21987877000.0,19949840000.0
2082.0,22585580000.0,26421870000.0,20639345000.0,20067213000.0,16602393000.0,22186977000.0,24928426000.0,21606360000.0,18611830000.0,17100895000.0,22839007000.0,21659089000.0,19631667000.0
2083.0,22178642000.0,25877774000.0,20236462000.0,19602040000.0,16274851000.0,21663717000.0,24396431000.0,21245882000.0,18269100000.0,16481981000.0,22123325000.0,21229836000.0,19210148000.0
2084.0,21859400000.0,25368883000.0,19705332000.0,19134583000.0,15967246000.0,21147005000.0,24107400000.0,20753470000.0,17851943000.0,16033512000.0,21621330000.0,20712270000.0,18802653000.0
2085.0,21335415000.0,24887724000.0,19464102000.0,18628123000.0,15632963000.0,20512279000.0,23599219000.0,20416070000.0,17440280000.0,15494839000.0,21051116000.0,20338080000.0,18314177000.0
2086.0,20880167000.0,24461036000.0,18963446000.0,18232363000.0,15266161000.0,20055280000.0,23291600000.0,20058761000.0,17112685000.0,15028211000.0,20458674000.0,19992877000.0,17988860000.0
2087.0,20469570000.0,24024058000.0,18506090000.0,17877283000.0,14926366000.0,19559438000.0,22858450000.0,19671122000.0,16757016000.0,14563049000.0,19902853000.0,19659117000.0,17585162000.0
2088.0,19864072000.0,23433540000.0,18180565000.0,17503992000.0,14629718000.0,19183794000.0,22455845000.0,19399789000.0,16419192000.0,14150255000.0,19387922000.0,19279080000.0,17213379000.0
2089.0,19500435000.0,23128058000.0,17748025000.0,17110962000.0,14293303000.0,18845995000.0,22141581000.0,19038120000.0,16052029000.0,13712486000.0,18964982000.0,18995724000.0,16844692000.0
2090.0,19138695000.0,22629685000.0,17374015000.0,16758354000.0,14009682000.0,18434165000.0,21690810000.0,19340438000.0,15684266000.0,13299137000.0,18456041000.0,18658110000.0,16530392000.0
2091.0,18592805000.0,22286803000.0,17051563000.0,16404912000.0,13693377000.0,17944040000.0,21301869000.0,18476423000.0,15415970000.0,12951762000.0,17916185000.0,18335040000.0,16225103000.0
2092.0,18147410000.0,21810395000.0,16602721000.0,16067053000.0,13373389000.0,17466761000.0,20850340000.0,18107953000.0,15119939000.0,12619764000.0,17296456000.0,18069010000.0,15884807000.0
2093.0,17743661000.0,21389058000.0,16217106000.0,15668522000.0,13047717000.0,17090058000.0,20507746000.0,17756680000.0,14806171000.0,12267695000.0,16880188000.0,17620548000.0,15576371000.0
2094.0,17315953000.0,21022374000.0,15990800000.0,15255398000.0,12779711000.0,16765511000.0,20057640000.0,17364201000.0,14545106000.0,11964758000.0,16409637000.0,17261267000.0,15263738000.0
2095.0,16957082000.0,20652788000.0,15509411000.0,14953283000.0,12459729000.0,16439782000.0,19743515000.0,17040196000.0,14232927000.0,11615795000.0,15931163000.0,16937254000.0,14918586000.0
2096.0,16561552000.0,20304286000.0,15211875000.0,14562006000.0,12085365000.0,16057842000.0,19253946000.0,16694746000.0,13935113000.0,11345295000.0,15544679000.0,16645105000.0,14671393000.0
2097.0,16098577000.0,19856173000.0,14890453000.0,14155875000.0,11786647000.0,15654882000.0,18991583000.0,16427055000.0,13646095000.0,11030030000.0,15115067000.0,16377695000.0,14401808000.0
2098.0,15691200000.0,19434450000.0,14622241000.0,13863399000.0,11528989000.0,15332056000.0,18634380000.0,16119261000.0,13372731000.0,10793649000.0,14708100000.0,16064185000.0,14141657000.0
2099.0,15423508000.0,18909805000.0,14330322000.0,13511027000.0,11213366000.0,15104203000.0,18311926000.0,15858382000.0,13070070000.0,10444868000.0,14283343000.0,15799067000.0,13900781000.0
2100.0,14990890000.0,18726064000.0,13963352000.0,13221298000.0,10954826000.0,14837505000.0,17960923000.0,15554572000.0,12810801000.0,10195390000.0,13913541000.0,15549650000.0,13615042000.0
