time,FGOALS-F3-L,GFDL-ESM4,EC-EARTH3-VEG,CMCC-CM2-SR5,NORESM2-MM,CAMS-CSM1-0,INM-CM5-0,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM4-8,EC-EARTH3,CESM2-WACCM
2042.0,6691813300000.0,6650415500000.0,6351950400000.0,6787517000000.0,6965196500000.0,6901870000000.0,6620312000000.0,6834147000000.0,6662196300000.0,6727778000000.0,6639438000000.0,6897157000000.0,6466987000000.0,6944825300000.0
2043.0,6636579000000.0,6623569000000.0,6278349000000.0,6743362000000.0,6902235300000.0,6879704500000.0,6600966300000.0,6828493000000.0,6623912000000.0,6726132700000.0,6579129000000.0,6882589000000.0,6389455400000.0,6952280000000.0
2044.0,6568560000000.0,6612215400000.0,6230528000000.0,6698289000000.0,6901148400000.0,6854905000000.0,6573757300000.0,6819710000000.0,6568454700000.0,6709340300000.0,6541375000000.0,6874837000000.0,6337704500000.0,6915716300000.0
2045.0,6503552500000.0,6574757600000.0,6160854000000.0,6651848000000.0,6881720000000.0,6825245700000.0,6540099600000.0,6791123400000.0,6532142000000.0,6690685600000.0,6477955000000.0,6843905600000.0,6268053000000.0,6875703000000.0
2046.0,6482408500000.0,6531965000000.0,6092178000000.0,6619199000000.0,6857653500000.0,6806774500000.0,6518200600000.0,6745912000000.0,6483022000000.0,6671365000000.0,6388581000000.0,6819223000000.0,6181896600000.0,6851469500000.0
2047.0,6454036000000.0,6489204300000.0,6009712500000.0,6562393000000.0,6816034000000.0,6783368000000.0,6490585000000.0,6727740700000.0,6451945000000.0,6640905500000.0,6315527000000.0,6796491600000.0,6074957000000.0,6834010000000.0
2048.0,6394168700000.0,6442673000000.0,5934526000000.0,6547441700000.0,6797326300000.0,6762674500000.0,6472820000000.0,6723950000000.0,6427467300000.0,6609385000000.0,6255392300000.0,6785618000000.0,5982618000000.0,6810488500000.0
2049.0,6313233400000.0,6404111300000.0,5842402300000.0,6505668500000.0,6801416000000.0,6743224000000.0,6432162300000.0,6700094500000.0,6390866000000.0,6595313400000.0,6202028000000.0,6766878000000.0,5911353000000.0,6776042300000.0
2050.0,6259719000000.0,6374168700000.0,5735239400000.0,6453783400000.0,6778894400000.0,6737421000000.0,6416204000000.0,6669667400000.0,6357433500000.0,6547542000000.0,6132791000000.0,6750726000000.0,5821173000000.0,6734407000000.0
2051.0,6215093500000.0,6336068000000.0,5650278500000.0,6383027600000.0,6743089000000.0,6725969600000.0,6400948000000.0,6629782700000.0,6328433500000.0,6510758300000.0,6062370500000.0,6743597000000.0,5693874600000.0,6694447300000.0
2052.0,6177733000000.0,6320341600000.0,5573148000000.0,6326880000000.0,6712749700000.0,6715538400000.0,6385026000000.0,6592021000000.0,6296055600000.0,6466731000000.0,5984199600000.0,6714271000000.0,5587788600000.0,6649188000000.0
2053.0,6143761000000.0,6282147300000.0,5483854300000.0,6236799000000.0,6684634000000.0,6681629600000.0,6359205500000.0,6567073700000.0,6245114000000.0,6435530300000.0,5891981600000.0,6682761500000.0,5466114000000.0,6607367000000.0
2054.0,6096215300000.0,6246018000000.0,5383197300000.0,6171856000000.0,6651497000000.0,6659067300000.0,6343091600000.0,6544990000000.0,6195356600000.0,6424673000000.0,5807387000000.0,6660785400000.0,5359349500000.0,6585756700000.0
2055.0,6004421400000.0,6218709500000.0,5282349400000.0,6091534500000.0,6626010000000.0,6633296000000.0,6313484500000.0,6506134600000.0,6129147400000.0,6390375500000.0,5706011000000.0,6636175400000.0,5258474000000.0,6565818000000.0
2056.0,5965509000000.0,6198061400000.0,5178285600000.0,6009453500000.0,6601655000000.0,6594704700000.0,6291646000000.0,6493337300000.0,6075392000000.0,6350655500000.0,5605758600000.0,6607392500000.0,5152564600000.0,6553202000000.0
2057.0,5943826300000.0,6154889000000.0,5062251000000.0,5930880600000.0,6552952500000.0,6561003000000.0,6261589000000.0,6464384000000.0,6004918000000.0,6299798500000.0,5517061000000.0,6559020600000.0,5047164000000.0,6514595000000.0
2058.0,5920531000000.0,6129902000000.0,4965603000000.0,5838689000000.0,6532335000000.0,6522915500000.0,6248533000000.0,6428960000000.0,5974849500000.0,6260737000000.0,5431274000000.0,6547764000000.0,4926090000000.0,6496372400000.0
2059.0,5884188600000.0,6074528000000.0,4862436700000.0,5754616500000.0,6505215000000.0,6494483400000.0,6221481400000.0,6384237700000.0,5906758600000.0,6220227300000.0,5373320000000.0,6519530000000.0,4825040300000.0,6458832000000.0
2060.0,5841436500000.0,6038375400000.0,4786642000000.0,5673978400000.0,6477581400000.0,6485288000000.0,6193323400000.0,6352803500000.0,5878204300000.0,6175690000000.0,5297178400000.0,6496704300000.0,4735968500000.0,6438106700000.0
2061.0,5786830400000.0,6003483000000.0,4713402000000.0,5595259700000.0,6454659500000.0,6447678000000.0,6148187500000.0,6316752000000.0,5810722000000.0,6125783600000.0,5206894000000.0,6482918000000.0,4618520600000.0,6416960000000.0
2062.0,5736836000000.0,5974245000000.0,4636023000000.0,5519268000000.0,6413653000000.0,6420340700000.0,6121813700000.0,6274276000000.0,5758684000000.0,6104239000000.0,5116428000000.0,6466597600000.0,4528212500000.0,6394002000000.0
2063.0,5679058000000.0,5944744000000.0,4543872000000.0,5432668000000.0,6383422000000.0,6412824500000.0,6085760000000.0,6255209300000.0,5715527700000.0,6078061000000.0,5052459000000.0,6405643000000.0,4435718000000.0,6357639500000.0
2064.0,5641418000000.0,5928955000000.0,4437452500000.0,5336191700000.0,6333363400000.0,6355757000000.0,6047319000000.0,6242284600000.0,5641399700000.0,6031841000000.0,4951729000000.0,6350517600000.0,4345533600000.0,6320513600000.0
2065.0,5590043000000.0,5891423000000.0,4317307500000.0,5250143500000.0,6323081000000.0,6324624000000.0,6012879000000.0,6225492000000.0,5562311400000.0,5983020500000.0,4858364000000.0,6318784000000.0,4258996200000.0,6280880600000.0
2066.0,5520411300000.0,5871254000000.0,4227244800000.0,5163580400000.0,6285563000000.0,6297619000000.0,5960338000000.0,6196239000000.0,5523652500000.0,5932174500000.0,4793257000000.0,6283662500000.0,4174465500000.0,6227738000000.0
2067.0,5487594600000.0,5834575700000.0,4134688800000.0,5077705000000.0,6252363500000.0,6260144000000.0,5908641000000.0,6139350000000.0,5451438600000.0,5888975300000.0,4710334000000.0,6255654000000.0,4067259300000.0,6194569000000.0
2068.0,5451850000000.0,5794409500000.0,4034614800000.0,4993839500000.0,6209160600000.0,6202132000000.0,5863564000000.0,6074912000000.0,5399478000000.0,5855213000000.0,4616618000000.0,6224179400000.0,3983642000000.0,6148914700000.0
2069.0,5414183000000.0,5769582300000.0,3926345000000.0,4898313000000.0,6189248700000.0,6181209000000.0,5806770000000.0,6051614700000.0,5337864700000.0,5816800000000.0,4537351400000.0,6192707000000.0,3891713000000.0,6123073000000.0
2070.0,5360734000000.0,5753572000000.0,3831877000000.0,4800864000000.0,6152513400000.0,6163857400000.0,5748040400000.0,6009229000000.0,5306608000000.0,5757136300000.0,4410822400000.0,6165084000000.0,3809794600000.0,6080378000000.0
2071.0,5336654000000.0,5729963000000.0,3745470700000.0,4737762600000.0,6119128300000.0,6146092400000.0,5696598000000.0,5969376400000.0,5273222600000.0,5703015000000.0,4298981000000.0,6130926400000.0,3733250000000.0,6034313000000.0
2072.0,5308317400000.0,5701737000000.0,3645208300000.0,4630974600000.0,6069584000000.0,6113488000000.0,5624745000000.0,5868028000000.0,5226237000000.0,5652901500000.0,4223747000000.0,6072530000000.0,3642703200000.0,5996799300000.0
2073.0,5284662600000.0,5678292000000.0,3551390000000.0,4526081000000.0,6011358300000.0,6088482000000.0,5570991500000.0,5829279400000.0,5162798000000.0,5604422700000.0,4139529300000.0,6001236400000.0,3562579200000.0,5925603000000.0
2074.0,5253170000000.0,5633451500000.0,3434214000000.0,4422546000000.0,5977783000000.0,6069658600000.0,5517853000000.0,5800723500000.0,5110242500000.0,5569966500000.0,4061085800000.0,5959185300000.0,3482274800000.0,5873971000000.0
2075.0,5218572000000.0,5593305700000.0,3333460900000.0,4324641700000.0,5934368000000.0,6040010000000.0,5451679300000.0,5752352700000.0,5040802000000.0,5531042000000.0,3970719800000.0,5930043300000.0,3401901000000.0,5841254600000.0
2076.0,5190630000000.0,5557836600000.0,3243968300000.0,4224868700000.0,5882757000000.0,5987717600000.0,5388093000000.0,5712285500000.0,5004311700000.0,5487347600000.0,3855485800000.0,5909730300000.0,3318483500000.0,5794718300000.0
2077.0,5168059400000.0,5531951000000.0,3149434500000.0,4125288600000.0,5851232300000.0,5934084000000.0,5340565300000.0,5667521300000.0,4963078500000.0,5450173000000.0,3778735200000.0,5886120600000.0,3238858300000.0,5761424000000.0
2078.0,5124889000000.0,5495710500000.0,3044958300000.0,4024159000000.0,5815504700000.0,5913142000000.0,5299424000000.0,5633467000000.0,4920131500000.0,5405751000000.0,3685814000000.0,5852151400000.0,3145261000000.0,5696862600000.0
2079.0,5087427000000.0,5464163000000.0,2946820500000.0,3918394600000.0,5772273500000.0,5883906000000.0,5233554000000.0,5561277500000.0,4827237000000.0,5357122000000.0,3611124000000.0,5821402400000.0,3061355600000.0,5656905500000.0
2080.0,5061691300000.0,5425261400000.0,2849350600000.0,3804056800000.0,5738101500000.0,5827858000000.0,5172579000000.0,5529621000000.0,4781749300000.0,5310954000000.0,3526865200000.0,5769998600000.0,2969022200000.0,5557267700000.0
2081.0,5024365000000.0,5387263700000.0,2743211700000.0,3719170600000.0,5713139000000.0,5800719300000.0,5108178000000.0,5490320300000.0,4721242300000.0,5262852000000.0,3460917000000.0,5719129600000.0,2882933000000.0,5493784300000.0
2082.0,4982548500000.0,5370616000000.0,2642199400000.0,3617622600000.0,5674695700000.0,5787134000000.0,5074232300000.0,5456962000000.0,4668114000000.0,5223149000000.0,3405950000000.0,5684155000000.0,2785614000000.0,5431355000000.0
2083.0,4949175400000.0,5348816000000.0,2542664700000.0,3520506000000.0,5645346000000.0,5775099400000.0,5035074000000.0,5417588500000.0,4625390400000.0,5194374000000.0,3323742700000.0,5633948500000.0,2709776800000.0,5382321000000.0
2084.0,4922055600000.0,5310724000000.0,2430663400000.0,3399068400000.0,5593073000000.0,5743015600000.0,4995934000000.0,5380912400000.0,4578256000000.0,5159318500000.0,3262156600000.0,5605131000000.0,2620528800000.0,5333552500000.0
2085.0,4890261700000.0,5278871300000.0,2313036200000.0,3289286200000.0,5547366500000.0,5714452400000.0,4962633000000.0,5314561700000.0,4526437000000.0,5128120000000.0,3188801100000.0,5560642600000.0,2521572800000.0,5271682300000.0
2086.0,4861928000000.0,5229841000000.0,2202032400000.0,3191387200000.0,5509710000000.0,5678119000000.0,4906030000000.0,5292310000000.0,4477930000000.0,5087574000000.0,3116461700000.0,5530989000000.0,2431475500000.0,5238803000000.0
2087.0,4827853000000.0,5198993400000.0,2111697600000.0,3087951200000.0,5449007500000.0,5651436700000.0,4860367300000.0,5249860000000.0,4408698000000.0,5043635400000.0,3042644300000.0,5481054600000.0,2345345500000.0,5154529600000.0
2088.0,4781999000000.0,5171873600000.0,2016879200000.0,2993273700000.0,5408914700000.0,5643062000000.0,4811061000000.0,5218467000000.0,4353605200000.0,4995595000000.0,2965733600000.0,5447353000000.0,2267913700000.0,5120872000000.0
2089.0,4738829500000.0,5146831500000.0,1928598300000.0,2898446000000.0,5372935000000.0,5623075300000.0,4770556300000.0,5170591700000.0,4292960800000.0,4951272000000.0,2891593800000.0,5413709000000.0,2180733500000.0,5085148500000.0
2090.0,4665600600000.0,5106561400000.0,1842679900000.0,2793314500000.0,5314266500000.0,5590679600000.0,4726202000000.0,5130871000000.0,4222896000000.0,4911195000000.0,2830740500000.0,5376165500000.0,2080230300000.0,5033127000000.0
2091.0,4638132700000.0,5065011600000.0,1763029000000.0,2713113300000.0,5278548000000.0,5547317300000.0,4684987000000.0,5116205700000.0,4133249400000.0,4898939700000.0,2756785000000.0,5345019000000.0,1989603900000.0,4987830700000.0
2092.0,4578638600000.0,5029433000000.0,1686319700000.0,2623147900000.0,5251502400000.0,5525568000000.0,4639029000000.0,5061271000000.0,4111218500000.0,4859281500000.0,2715919800000.0,5322435000000.0,1894772500000.0,4940268300000.0
2093.0,4510100500000.0,5008691000000.0,1612940700000.0,2515736700000.0,5204360600000.0,5483985400000.0,4597084000000.0,5041900000000.0,4063413700000.0,4824028400000.0,2645792000000.0,5289978000000.0,1804722400000.0,4881091000000.0
2094.0,4421755000000.0,4966728000000.0,1539091900000.0,2410875200000.0,5173322000000.0,5464056000000.0,4561189000000.0,5014986000000.0,4024380700000.0,4779916000000.0,2604029200000.0,5267183400000.0,1722849400000.0,4835341500000.0
2095.0,4356669400000.0,4910588000000.0,1477121500000.0,2316164400000.0,5127246700000.0,5429994000000.0,4519205000000.0,4954703000000.0,3972074800000.0,4732011000000.0,2565839800000.0,5194263000000.0,1640338400000.0,4793104000000.0
2096.0,4324820500000.0,4880804000000.0,1413044400000.0,2216466300000.0,5102180500000.0,5410634300000.0,4483417000000.0,4904139600000.0,3910222500000.0,4700064000000.0,2513594000000.0,5155484000000.0,1559824700000.0,4754359500000.0
2097.0,4274610800000.0,4857423000000.0,1348991200000.0,2120764000000.0,5057231000000.0,5380049500000.0,4434768700000.0,4874654000000.0,3868295200000.0,4663168500000.0,2477135200000.0,5124547000000.0,1477887900000.0,4701574700000.0
2098.0,4223806000000.0,4842091700000.0,1276331800000.0,2026097600000.0,5023203300000.0,5358171500000.0,4377005000000.0,4842906000000.0,3811951500000.0,4617346000000.0,2443818300000.0,5091735600000.0,1419444700000.0,4660581000000.0
2099.0,4172590600000.0,4814661500000.0,1201924700000.0,1939598300000.0,4983953000000.0,5333252600000.0,4345402800000.0,4796541600000.0,3774305300000.0,4573629000000.0,2390866500000.0,5047824000000.0,1337286100000.0,4595525000000.0
2100.0,4137955400000.0,4786189000000.0,1130429200000.0,1854039300000.0,4945893400000.0,5305826500000.0,4309748800000.0,4767802000000.0,3713023600000.0,4534057300000.0,2346640700000.0,4993473000000.0,1264312500000.0,4502142000000.0
