time,CANESM5,IPSL-CM6A-LR,ACCESS-ESM1-5,CESM2-WACCM,ACCESS-CM2,MRI-ESM2-0
2088.0,20776604000.0,22744707000.0,22257375000.0,22959092000.0,19688739000.0,22326469000.0
2089.0,20422498000.0,22635991000.0,22032835000.0,22730908000.0,19554499000.0,22221541000.0
2090.0,20338330000.0,22508323000.0,21866285000.0,23164504000.0,19421060000.0,22764452000.0
2091.0,19964930000.0,22592730000.0,21698079000.0,22469160000.0,19148298000.0,22436588000.0
2092.0,19806147000.0,22225887000.0,21570572000.0,22697484000.0,19007961000.0,22612732000.0
2093.0,19586556000.0,22120315000.0,21416096000.0,22469743000.0,18873151000.0,22015740000.0
2094.0,20349927000.0,22162612000.0,21251734000.0,22178966000.0,19044580000.0,22066895000.0
2095.0,19591315000.0,21975767000.0,21107580000.0,22780660000.0,18597536000.0,21810230000.0
2096.0,20114500000.0,21811170000.0,21864323000.0,21952518000.0,18536647000.0,22055380000.0
2097.0,21727881000.0,21681020000.0,21153948000.0,21774825000.0,18332494000.0,22257908000.0
2098.0,19723727000.0,21870141000.0,20831295000.0,22658673000.0,18942515000.0,21973980000.0
2099.0,19368280000.0,21939800000.0,20639370000.0,21552703000.0,18616630000.0,21693776000.0
2100.0,20244197000.0,21545372000.0,20649622000.0,21471732000.0,17943265000.0,23521427000.0
2101.0,22490600000.0,21446980000.0,20535760000.0,21572155000.0,17880674000.0,21604692000.0
2102.0,20180398000.0,21296785000.0,20356375000.0,21251447000.0,17605040000.0,21397414000.0
2103.0,19268758000.0,23415208000.0,20288301000.0,21428020000.0,17687974000.0,21785639000.0
2104.0,18973628000.0,21716130000.0,20132078000.0,21605075000.0,17409923000.0,21548237000.0
2105.0,18791633000.0,21431867000.0,19999685000.0,21102322000.0,17190095000.0,21483895000.0
2106.0,22066719000.0,21090333000.0,19862790000.0,20887120000.0,17048752000.0,21269280000.0
2107.0,20960068000.0,21583260000.0,19768430000.0,21167892000.0,16997681000.0,21267200000.0
2108.0,19434103000.0,21066306000.0,19609985000.0,20987775000.0,16948940000.0,21198854000.0
2109.0,19213574000.0,20960952000.0,19524483000.0,20705192000.0,16714533000.0,21080920000.0
2110.0,20911491000.0,20828664000.0,19393552000.0,20772730000.0,16689639000.0,21065277000.0
2111.0,20026372000.0,20698954000.0,19343952000.0,20636609000.0,17346683000.0,21058517000.0
2112.0,18913384000.0,20861293000.0,19221905000.0,20471310000.0,17390557000.0,21001193000.0
2113.0,19193668000.0,21354895000.0,19112810000.0,20439536000.0,16497574000.0,21975402000.0
2114.0,19112145000.0,20495790000.0,19010507000.0,20324954000.0,16354873000.0,21051650000.0
2115.0,19982576000.0,20457392000.0,18927219000.0,20241895000.0,16233615000.0,21335260000.0
2116.0,19487302000.0,20865784000.0,18818730000.0,20357284000.0,16474344000.0,20981535000.0
2117.0,19508156000.0,20399202000.0,18724389000.0,20297576000.0,16041620000.0,20893082000.0
2118.0,19605838000.0,20341404000.0,18670068000.0,20276939000.0,15951967000.0,20830075000.0
2119.0,21812780000.0,20415898000.0,18528823000.0,20051978000.0,15870335000.0,21421707000.0
2120.0,19633754000.0,20275376000.0,18477007000.0,19929117000.0,15784237000.0,20738066000.0
2121.0,19105968000.0,20720318000.0,18372227000.0,21999878000.0,15728175000.0,20851538000.0
2122.0,19852356000.0,20100880000.0,18783220000.0,20474430000.0,15634566000.0,21002922000.0
2123.0,21527024000.0,20076986000.0,18328074000.0,19931673000.0,15509255000.0,21177514000.0
2124.0,21061220000.0,20033390000.0,18230292000.0,19703812000.0,15651950000.0,21224737000.0
2125.0,20428964000.0,19895417000.0,18085960000.0,20702300000.0,15347122000.0,20797741000.0
2126.0,19742527000.0,19904342000.0,18016805000.0,19822690000.0,15284303000.0,21297267000.0
2127.0,21774803000.0,20039643000.0,18046500000.0,19748420000.0,15225814000.0,23354214000.0
2128.0,19239703000.0,19796570000.0,18087412000.0,19597152000.0,15293600000.0,22089214000.0
2129.0,19228975000.0,19920427000.0,18060140000.0,19471470000.0,15054397000.0,21719658000.0
2130.0,19349750000.0,19780835000.0,18167114000.0,19477410000.0,15103292000.0,21601610000.0
2131.0,21274935000.0,19723495000.0,18082710000.0,19543636000.0,14923996000.0,23835455000.0
2132.0,19777878000.0,19791182000.0,17771420000.0,20165095000.0,14842353000.0,22323116000.0
2133.0,19328633000.0,19804385000.0,17702773000.0,19784393000.0,14856057000.0,22503094000.0
2134.0,18932950000.0,19725638000.0,17645332000.0,19516193000.0,14714228000.0,22098366000.0
2135.0,19985211000.0,19717317000.0,17512796000.0,19626357000.0,14637384000.0,23689212000.0
2136.0,21170166000.0,20016570000.0,17539772000.0,19774228000.0,14588497000.0,24691378000.0
2137.0,20573220000.0,19850072000.0,17536002000.0,19373445000.0,14603479000.0,23617137000.0
2138.0,19590457000.0,19616295000.0,17438908000.0,19572775000.0,14537037000.0,22854967000.0
2139.0,21943190000.0,19507760000.0,17648787000.0,19900828000.0,14385152000.0,24874025000.0
2140.0,19639271000.0,19457830000.0,17325232000.0,20175413000.0,14635799000.0,23481352000.0
2141.0,19344652000.0,19628722000.0,17347360000.0,19497335000.0,14372711000.0,24433164000.0
2142.0,18911498000.0,19417380000.0,17988786000.0,20449133000.0,14245596000.0,24780564000.0
2143.0,19056853000.0,19377852000.0,17510010000.0,20728656000.0,14903739000.0,23622386000.0
2144.0,19039410000.0,19395596000.0,17319010000.0,19711332000.0,14566485000.0,23154237000.0
2145.0,18906930000.0,19317496000.0,17314146000.0,19464010000.0,14509682000.0,24119958000.0
2146.0,20356104000.0,19624870000.0,17281235000.0,19359597000.0,14145064000.0,25210372000.0
2147.0,19627506000.0,19228720000.0,17137763000.0,19243258000.0,14444775000.0,23589570000.0
2148.0,18765126000.0,19918293000.0,17044352000.0,19513700000.0,14038847000.0,24333926000.0
2149.0,18696307000.0,19544865000.0,17633964000.0,20510642000.0,14098125000.0,25066303000.0
2150.0,19039095000.0,19553417000.0,17070441000.0,19513883000.0,13940300000.0,23994515000.0
2151.0,21152924000.0,19357004000.0,16956244000.0,19367307000.0,14166207000.0,23876846000.0
2152.0,19079625000.0,19267766000.0,17197836000.0,19745266000.0,14688207000.0,25667348000.0
2153.0,19915643000.0,19177394000.0,16877034000.0,22225110000.0,14544203000.0,25265420000.0
2154.0,18868957000.0,19051233000.0,16919512000.0,20994742000.0,14477967000.0,24750045000.0
2155.0,21490848000.0,19057562000.0,17348352000.0,19778010000.0,14512293000.0,25524611000.0
2156.0,19849880000.0,19049675000.0,16941874000.0,19921256000.0,14203624000.0,26613864000.0
2157.0,19149134000.0,19560240000.0,17056831000.0,20096637000.0,14118874000.0,25703740000.0
2158.0,22989914000.0,19318118000.0,17240975000.0,19937800000.0,13912780000.0,25154642000.0
2159.0,20211782000.0,19534998000.0,17633710000.0,19726305000.0,13871917000.0,24590550000.0
2160.0,19027670000.0,19283761000.0,17072542000.0,20668783000.0,13740078000.0,24510523000.0
2161.0,19168164000.0,19088490000.0,17075742000.0,20130492000.0,17853858000.0,24554015000.0
2162.0,18846175000.0,18954848000.0,16884693000.0,19614556000.0,14642963000.0,24414796000.0
2163.0,20351197000.0,18973820000.0,16959341000.0,20066806000.0,14587953000.0,24380058000.0
2164.0,24362187000.0,19079574000.0,16812692000.0,20247857000.0,14517095000.0,25056842000.0
2165.0,21893060000.0,19082197000.0,16710663000.0,19974398000.0,14195604000.0,25034285000.0
2166.0,22250170000.0,19263280000.0,17141936000.0,20480082000.0,14440925000.0,24962832000.0
2167.0,20344814000.0,18945840000.0,16746214000.0,20018250000.0,13949268000.0,25038720000.0
2168.0,21809885000.0,18862750000.0,16703887000.0,20422871000.0,13866124000.0,24862814000.0
2169.0,19782530000.0,18882440000.0,19301732000.0,19857865000.0,14782650000.0,24712118000.0
2170.0,19620465000.0,18840713000.0,17532856000.0,19802173000.0,14013018000.0,24632183000.0
2171.0,19290163000.0,19175475000.0,16978907000.0,20534084000.0,14070992000.0,29141637000.0
2172.0,19135623000.0,18955708000.0,16862938000.0,19778650000.0,14101826000.0,26289873000.0
2173.0,19266530000.0,18901105000.0,16764787000.0,19663026000.0,14285999000.0,26839204000.0
2174.0,20729244000.0,19148997000.0,17050023000.0,19613750000.0,15971025000.0,27404386000.0
2175.0,27211528000.0,19020337000.0,16822296000.0,20970953000.0,15153282000.0,26574348000.0
2176.0,24115395000.0,19233657000.0,16871289000.0,21582430000.0,14711907000.0,25910160000.0
2177.0,22007011000.0,18881298000.0,16685144000.0,20042758000.0,15095188000.0,26038194000.0
2178.0,21428834000.0,18976401000.0,16756176000.0,22722443000.0,15175063000.0,27663970000.0
2179.0,22756790000.0,18745747000.0,16625040000.0,20341703000.0,14240184000.0,26640124000.0
2180.0,22250630000.0,18898004000.0,16638023000.0,22401548000.0,14232946000.0,25933531000.0
2181.0,21558479000.0,19113202000.0,16598000000.0,20255066000.0,14079463000.0,25983627000.0
2182.0,21869947000.0,19965352000.0,16663304000.0,20282372000.0,14348248000.0,26125820000.0
2183.0,21448497000.0,19402463000.0,17807160000.0,19994000000.0,14812678000.0,27506500000.0
2184.0,20862520000.0,19200985000.0,17039029000.0,21930557000.0,14288359000.0,26419225000.0
2185.0,26593315000.0,20515238000.0,16912401000.0,21025681000.0,14849570000.0,26346498000.0
2186.0,23078700000.0,19181690000.0,16779118000.0,20221807000.0,14317454000.0,27984388000.0
2187.0,22845262000.0,21508729000.0,16663459000.0,20188529000.0,14176574000.0,27314594000.0
2188.0,22027227000.0,19598227000.0,16653850000.0,20701442000.0,14199172000.0,28181844000.0
2189.0,22010810000.0,19340770000.0,16573197000.0,20075178000.0,14405994000.0,26779017000.0
2190.0,22137528000.0,19038860000.0,16640260000.0,24337416000.0,15059316000.0,26500385000.0
2191.0,26997588000.0,18986980000.0,17629542000.0,22529546000.0,14736297000.0,27668445000.0
2192.0,24890760000.0,18982138000.0,16890479000.0,20771780000.0,14623292000.0,27648504000.0
2193.0,23363170000.0,18989748000.0,16614250000.0,20565211000.0,14352522000.0,26892188000.0
2194.0,23393794000.0,18888186000.0,16804733000.0,20599702000.0,14114540000.0,27416037000.0
2195.0,24228424000.0,19086328000.0,17213968000.0,21693178000.0,14114242000.0,28580717000.0
2196.0,25488870000.0,19949940000.0,16604746000.0,22782050000.0,14257501000.0,29176482000.0
2197.0,23345238000.0,20285360000.0,16500340000.0,21008093000.0,14630354000.0,28062042000.0
2198.0,23653843000.0,19816720000.0,16935696000.0,21679604000.0,14418395000.0,29528520000.0
2199.0,23083280000.0,19009520000.0,16645684000.0,21085295000.0,14416424000.0,27923919000.0
2200.0,23144505000.0,18888116000.0,16539823000.0,21378793000.0,14224333000.0,27961633000.0
2201.0,26772250000.0,19500995000.0,16428162000.0,22825200000.0,14193897000.0,30617358000.0
2202.0,25641101000.0,19912796000.0,16434268000.0,21165902000.0,14058061000.0,29704124000.0
2203.0,25711751000.0,19555877000.0,16415273000.0,20873165000.0,14338232000.0,30077379000.0
2204.0,26225555000.0,19345787000.0,16930288000.0,21416237000.0,14207671000.0,30687390000.0
2205.0,23894180000.0,19139664000.0,16586421000.0,20702890000.0,14092434000.0,31250060000.0
2206.0,23253457000.0,18942058000.0,16423671000.0,22659645000.0,14426581000.0,30472827000.0
2207.0,23984298000.0,19019006000.0,16414081000.0,25721750000.0,14478513000.0,30184223000.0
2208.0,23939303000.0,19109005000.0,16516675000.0,22949659000.0,14314131000.0,30535492000.0
2209.0,25268886000.0,18977573000.0,16624918000.0,22761200000.0,14360907000.0,30284310000.0
2210.0,26352046000.0,18878001000.0,16443493000.0,22035839000.0,14458882000.0,29776032000.0
2211.0,24854927000.0,19310653000.0,16455414000.0,21499986000.0,14184650000.0,29908353000.0
2212.0,24062163000.0,18956628000.0,16873186000.0,21545132000.0,14641372000.0,29893392000.0
2213.0,23828703000.0,18920909000.0,17058407000.0,21154970000.0,16306834000.0,30225222000.0
2214.0,25508583000.0,19886905000.0,16394908000.0,21826236000.0,14890553000.0,29537653000.0
2215.0,25570650000.0,20689140000.0,16338047000.0,21140034000.0,15056427000.0,30123356000.0
2216.0,23933850000.0,19066647000.0,16797069000.0,21304410000.0,14889608000.0,30060796000.0
2217.0,23592577000.0,18977155000.0,17632563000.0,21297367000.0,14858408000.0,30111400000.0
2218.0,25284893000.0,18924253000.0,16904259000.0,21158388000.0,14727890000.0,29993302000.0
2219.0,24400368000.0,19290874000.0,16579606000.0,22879623000.0,14584460000.0,29932427000.0
2220.0,24133750000.0,19735355000.0,16407135000.0,22167850000.0,14846226000.0,29888072000.0
2221.0,23808156000.0,19005503000.0,16340403000.0,21369770000.0,14459160000.0,29875765000.0
2222.0,24941236000.0,19010456000.0,16571748000.0,21146255000.0,15143914000.0,31350966000.0
2223.0,23658460000.0,19001063000.0,16404836000.0,21085090000.0,14536092000.0,30464586000.0
2224.0,23542753000.0,19008460000.0,16692836000.0,21086840000.0,14643471000.0,30132118000.0
2225.0,23436081000.0,19026383000.0,16527705000.0,21134957000.0,15380807000.0,31661756000.0
2226.0,23400765000.0,18924743000.0,16434467000.0,21545775000.0,15199801000.0,30567018000.0
2227.0,23407993000.0,18834076000.0,16392393000.0,21080474000.0,14628986000.0,30285087000.0
2228.0,23424629000.0,19211751000.0,16351009000.0,21146595000.0,15138786000.0,30418516000.0
2229.0,23535217000.0,18982314000.0,16348057000.0,21756664000.0,14506123000.0,30417010000.0
2230.0,23798114000.0,18990422000.0,16576855000.0,21256974000.0,14520592000.0,30365940000.0
2231.0,25140180000.0,19011512000.0,16467077000.0,21584636000.0,14689903000.0,30853900000.0
2232.0,23772340000.0,19852626000.0,16467662000.0,21376532000.0,16870804000.0,30673582000.0
2233.0,23867253000.0,20220068000.0,16407422000.0,21368936000.0,15021447000.0,32064463000.0
2234.0,23307332000.0,19651280000.0,16931140000.0,21955656000.0,14848614000.0,32951171000.0
2235.0,23284021000.0,20014852000.0,16501472000.0,21510578000.0,14599880000.0,32389327000.0
2236.0,24436707000.0,19619285000.0,17121443000.0,21959610000.0,15592135000.0,31764734000.0
2237.0,24470088000.0,19657622000.0,16837850000.0,21452872000.0,15060740000.0,31414200000.0
2238.0,23925630000.0,19099355000.0,16637344000.0,21216127000.0,15574105000.0,31183670000.0
2239.0,23759820000.0,19893864000.0,17090116000.0,23250639000.0,14695846000.0,32262849000.0
2240.0,23256914000.0,19263269000.0,17330893000.0,22084098000.0,14920694000.0,31955560000.0
2241.0,24170353000.0,19811318000.0,16742243000.0,21908531000.0,15395631000.0,32239448000.0
2242.0,23454927000.0,19461417000.0,16604783000.0,21478935000.0,16033320000.0,32512154000.0
2243.0,23299620000.0,19527018000.0,16596205000.0,21522076000.0,14854248000.0,31734313000.0
2244.0,24326543000.0,19591113000.0,17595700000.0,21531650000.0,14789741000.0,31961612000.0
2245.0,25257996000.0,20523231000.0,17088774000.0,21498260000.0,15363891000.0,31837907000.0
2246.0,23643642000.0,20407030000.0,16741699000.0,21720850000.0,14765609000.0,31678330000.0
2247.0,25431239000.0,20777148000.0,16545955000.0,21361869000.0,14726013000.0,32381008000.0
2248.0,25859633000.0,19892247000.0,16517933000.0,21632535000.0,14588533000.0,31771535000.0
2249.0,26406017000.0,19637221000.0,16511179000.0,22473450000.0,15238283000.0,31724850000.0
2250.0,24801950000.0,20246364000.0,17468215000.0,21405710000.0,14596519000.0,32070826000.0
2251.0,24541330000.0,19395056000.0,16932494000.0,21479145000.0,15445393000.0,31734397000.0
2252.0,24583760000.0,19450108000.0,16988227000.0,24843596000.0,14767246000.0,33614004000.0
2253.0,23789457000.0,19720022000.0,16627400000.0,21560588000.0,14688093000.0,32421837000.0
2254.0,24910455000.0,19348880000.0,16684355000.0,22333450000.0,15796873000.0,32089016000.0
2255.0,24088610000.0,19506827000.0,16682888000.0,24086876000.0,16157423000.0,32093639000.0
2256.0,23572052000.0,20002523000.0,16992685000.0,24414878000.0,14753802000.0,32515230000.0
2257.0,24632095000.0,19630092000.0,16650854000.0,22777130000.0,15069495000.0,31961788000.0
2258.0,24497680000.0,20016073000.0,16620340000.0,22176530000.0,14716640000.0,32412266000.0
2259.0,26496630000.0,19456233000.0,16971845000.0,23033657000.0,15382414000.0,33018530000.0
2260.0,24549368000.0,19464170000.0,16989531000.0,21786345000.0,14883587000.0,35692570000.0
2261.0,23723979000.0,20024170000.0,16708837000.0,28846445000.0,15561288000.0,33861128000.0
2262.0,24375654000.0,19460944000.0,16762275000.0,25254890000.0,14841330000.0,33483235000.0
2263.0,24378507000.0,19486333000.0,16836978000.0,22823598000.0,14555394000.0,32908798000.0
2264.0,27655522000.0,20381008000.0,16629672000.0,22827516000.0,14498672000.0,33180643000.0
2265.0,25903878000.0,20288424000.0,16673447000.0,22258915000.0,14472285000.0,32700092000.0
2266.0,26016686000.0,19875470000.0,16822872000.0,22595120000.0,14916469000.0,34172938000.0
2267.0,24851597000.0,19684338000.0,17046531000.0,22060956000.0,14717740000.0,35142795000.0
2268.0,24271792000.0,19641272000.0,16611006000.0,21943355000.0,15355529000.0,33931762000.0
2269.0,24805095000.0,19958160000.0,16581713000.0,22164090000.0,14678430000.0,33545144000.0
2270.0,24163682000.0,20413040000.0,16752081000.0,23476620000.0,14813627000.0,34801037000.0
2271.0,29715474000.0,22264592000.0,18081184000.0,23467096000.0,15146270000.0,33717137000.0
2272.0,27743482000.0,21607825000.0,18164306000.0,22605365000.0,14680249000.0,33469546000.0
2273.0,27188770000.0,21074480000.0,16900527000.0,22238614000.0,14774347000.0,33828315000.0
2274.0,25723462000.0,21075370000.0,17008909000.0,22110456000.0,14793398000.0,33898666000.0
2275.0,26575047000.0,20574810000.0,16760792000.0,22030698000.0,14562833000.0,33808515000.0
2276.0,25502104000.0,20440867000.0,16886757000.0,22023360000.0,14433495000.0,34130020000.0
2277.0,24670500000.0,21341635000.0,16634577000.0,22047932000.0,15491227000.0,35269923000.0
2278.0,26885511000.0,20284530000.0,16928097000.0,22457684000.0,15611506000.0,34574580000.0
2279.0,25349951000.0,20291842000.0,16902461000.0,22439115000.0,14610809000.0,34000065000.0
2280.0,28155212000.0,20326156000.0,16746748000.0,22285173000.0,14851387000.0,34407440000.0
2281.0,26132312000.0,20211845000.0,16678798000.0,22924691000.0,14613457000.0,36476477000.0
2282.0,26523312000.0,20361480000.0,16778748000.0,22408410000.0,14497128000.0,34854150000.0
2283.0,25430915000.0,21208396000.0,16771175000.0,22238915000.0,15677698000.0,34715980000.0
2284.0,25083892000.0,21164749000.0,17245346000.0,25750774000.0,16225087000.0,34438840000.0
2285.0,24865100000.0,21130154000.0,16879983000.0,23461685000.0,14793788000.0,35005215000.0
2286.0,25720020000.0,20736993000.0,16806856000.0,22298417000.0,14589269000.0,34447274000.0
2287.0,24802140000.0,20456290000.0,17719658000.0,22270010000.0,14840835000.0,35549266000.0
2288.0,25499880000.0,20451610000.0,18390372000.0,22159423000.0,14648736000.0,35263670000.0
2289.0,26139097000.0,21045230000.0,18037481000.0,22112240000.0,15322952000.0,34982120000.0
2290.0,26443235000.0,20667920000.0,17133988000.0,25637728000.0,14606976000.0,34906490000.0
2291.0,25016359000.0,20491653000.0,17172873000.0,23094299000.0,14619204000.0,34726396000.0
2292.0,25213733000.0,20376844000.0,17253495000.0,22642850000.0,14459273000.0,34719790000.0
2293.0,26122795000.0,20793428000.0,17353132000.0,22840908000.0,14611969000.0,34669195000.0
2294.0,25252856000.0,20669706000.0,18088952000.0,23734606000.0,14431689000.0,35998330000.0
