time,MRI-ESM2-0,CANESM5,CESM2-WACCM,IPSL-CM6A-LR
2044.0,29234608000.0,26102458000.0,30007448000.0,30051047000.0
2045.0,28885854000.0,25672940000.0,29685651000.0,29755250000.0
2046.0,28459010000.0,25193124000.0,29243228000.0,29472537000.0
2047.0,28101163000.0,24617767000.0,28971440000.0,29190982000.0
2048.0,27534311000.0,24261050000.0,28628972000.0,28807213000.0
2049.0,27089265000.0,23711414000.0,28407146000.0,28534230000.0
2050.0,26660210000.0,23169202000.0,28011006000.0,28193516000.0
2051.0,26316440000.0,23165290000.0,27628255000.0,27906429000.0
2052.0,25842997000.0,22707220000.0,27350596000.0,27630870000.0
2053.0,25402323000.0,22205102000.0,27023383000.0,27282285000.0
2054.0,25145168000.0,22072463000.0,26750886000.0,27015627000.0
2055.0,24677759000.0,21398858000.0,26428393000.0,26698097000.0
2056.0,24384856000.0,20803369000.0,26342339000.0,26460168000.0
2057.0,23986553000.0,20297450000.0,25940510000.0,26108799000.0
2058.0,23707470000.0,19946656000.0,25668272000.0,25800750000.0
2059.0,23334636000.0,19552608000.0,25589785000.0,25476060000.0
2060.0,23001684000.0,19209064000.0,25110321000.0,25124014000.0
2061.0,22598791000.0,18868795000.0,24794710000.0,24824111000.0
2062.0,22434064000.0,18553320000.0,24485472000.0,24483367000.0
2063.0,22218270000.0,18213159000.0,24377444000.0,24185889000.0
2064.0,22085888000.0,17997732000.0,24079170000.0,23958215000.0
2065.0,21739800000.0,17595933000.0,23748407000.0,23747040000.0
2066.0,21553345000.0,17805496000.0,23433390000.0,23509117000.0
2067.0,21351987000.0,17283678000.0,23135828000.0,23241716000.0
2068.0,21131321000.0,16803277000.0,22900800000.0,23119663000.0
2069.0,20942658000.0,16427464000.0,22660366000.0,22880719000.0
2070.0,20736991000.0,16140737000.0,22412863000.0,22682087000.0
2071.0,20548624000.0,16478945000.0,22218594000.0,22429678000.0
2072.0,20416575000.0,16331199000.0,21894044000.0,22190936000.0
2073.0,20202586000.0,15705663000.0,21724450000.0,22026785000.0
2074.0,20084263000.0,15372840000.0,21563904000.0,21781864000.0
2075.0,19879846000.0,15051287000.0,22277292000.0,21674189000.0
2076.0,19710712000.0,15113856000.0,21269475000.0,21411117000.0
2077.0,19756923000.0,14754662000.0,20985324000.0,21239374000.0
2078.0,19487887000.0,15350244000.0,20845988000.0,21058167000.0
2079.0,19384248000.0,14430348000.0,20677827000.0,20894312000.0
2080.0,19210547000.0,14489539000.0,20477053000.0,20844737000.0
2081.0,19037330000.0,14069691000.0,20681860000.0,20542900000.0
2082.0,18908807000.0,13919645000.0,20829989000.0,20397093000.0
2083.0,18794630000.0,14345057000.0,20341502000.0,20157925000.0
2084.0,18618235000.0,16739377000.0,20019319000.0,20003631000.0
2085.0,18563836000.0,15246242000.0,19933300000.0,19811445000.0
2086.0,18496490000.0,14713891000.0,19773220000.0,19736783000.0
2087.0,18281142000.0,14336287000.0,20166621000.0,19637414000.0
2088.0,19217136000.0,18122654000.0,19857476000.0,19415826000.0
2089.0,18441705000.0,15451144000.0,19484674000.0,19297569000.0
2090.0,18206999000.0,14110320000.0,19479677000.0,19349944000.0
2091.0,18300238000.0,13744445000.0,19291187000.0,19537859000.0
2092.0,18525428000.0,13645172000.0,19187077000.0,19092920000.0
2093.0,18049247000.0,13589551000.0,19101583000.0,18875056000.0
2094.0,17992983000.0,13376532000.0,19062346000.0,18737310000.0
2095.0,18105045000.0,13255235000.0,18990256000.0,18630914000.0
2096.0,18167423000.0,13650556000.0,19008186000.0,18511323000.0
2097.0,17676722000.0,13177599000.0,18851709000.0,18383022000.0
2098.0,17677617000.0,13223721000.0,18617710000.0,18443907000.0
2099.0,17938162000.0,13064062000.0,18538490000.0,18383094000.0
2100.0,18280950000.0,13192407000.0,18493784000.0,18263079000.0
2101.0,18427677000.0,12945876000.0,20321468000.0,18144799000.0
2102.0,18000310000.0,14417494000.0,18762385000.0,18147322000.0
2103.0,18289893000.0,13849415000.0,18272104000.0,17954060000.0
2104.0,19582353000.0,17056864000.0,18130127000.0,17908950000.0
2105.0,18209313000.0,14231992000.0,18030359000.0,17787107000.0
2106.0,17991442000.0,13517100000.0,18022679000.0,18300525000.0
2107.0,18731203000.0,13348580000.0,17846862000.0,17838322000.0
2108.0,18873643000.0,13440677000.0,18128865000.0,17646117000.0
2109.0,19436601000.0,13042377000.0,17964280000.0,17542562000.0
2110.0,22866794000.0,12809523000.0,18666883000.0,17751427000.0
2111.0,21576065000.0,12729396000.0,19450081000.0,17433313000.0
2112.0,19741820000.0,12609011000.0,19208933000.0,17384163000.0
2113.0,19964236000.0,12561831000.0,18942044000.0,17287416000.0
2114.0,21069584000.0,12572081000.0,18415722000.0,17427726000.0
2115.0,19469530000.0,12752544000.0,18092933000.0,17238161000.0
2116.0,20317274000.0,12506128000.0,18337083000.0,17966647000.0
2117.0,19638727000.0,13264129000.0,19501322000.0,17556335000.0
2118.0,19864334000.0,12913682000.0,18470564000.0,17366843000.0
2119.0,19891323000.0,13071634000.0,20692924000.0,17634107000.0
2120.0,20612160000.0,13984857000.0,18857542000.0,17458164000.0
2121.0,19897002000.0,14632717000.0,18491374000.0,17402274000.0
2122.0,20483553000.0,13344061000.0,19195103000.0,17312391000.0
2123.0,21313590000.0,12924142000.0,18257760000.0,17486156000.0
2124.0,20774701000.0,12846675000.0,18391265000.0,17628750000.0
2125.0,20704762000.0,12795916000.0,19294840000.0,19120826000.0
2126.0,21059332000.0,12890851000.0,18346797000.0,18666890000.0
2127.0,22952983000.0,18014065000.0,18165690000.0,17512157000.0
2128.0,21820297000.0,16548721000.0,19251218000.0,17405790000.0
2129.0,21204158000.0,15222127000.0,19023813000.0,17251922000.0
2130.0,21621390000.0,14283418000.0,18404913000.0,17257939000.0
2131.0,21204535000.0,14316543000.0,18307394000.0,17792213000.0
2132.0,21005263000.0,13851501000.0,19202499000.0,17515098000.0
2133.0,27019725000.0,14450265000.0,19503634000.0,17851267000.0
2134.0,22339912000.0,15221506000.0,20000176000.0,17905836000.0
2135.0,22812086000.0,14885372000.0,19689590000.0,17713789000.0
2136.0,22089376000.0,14096158000.0,19867767000.0,17381556000.0
2137.0,27623148000.0,16034386000.0,18991151000.0,17173034000.0
2138.0,25214542000.0,15280146000.0,19781081000.0,17106686000.0
2139.0,24128643000.0,16036120000.0,19186890000.0,17050877000.0
2140.0,23001772000.0,15306740000.0,18813487000.0,16999443000.0
2141.0,23897110000.0,16234429000.0,20690893000.0,17039944000.0
2142.0,24289170000.0,16177479000.0,20779694000.0,18731360000.0
2143.0,25969797000.0,16088632000.0,19758907000.0,17872988000.0
2144.0,24261750000.0,18980667000.0,20416233000.0,17277790000.0
2145.0,24728087000.0,18009147000.0,19579558000.0,17279203000.0
2146.0,26384771000.0,18439477000.0,19324754000.0,17026978000.0
2147.0,24928326000.0,17104362000.0,19189746000.0,17133831000.0
2148.0,25486934000.0,16397059000.0,19965330000.0,17680257000.0
2149.0,24870680000.0,18669460000.0,19536030000.0,18291390000.0
2150.0,24404318000.0,18472090000.0,20028350000.0,18088317000.0
2151.0,24226808000.0,23199992000.0,20368777000.0,17681550000.0
2152.0,24595812000.0,19011570000.0,19407155000.0,17335079000.0
2153.0,24203917000.0,22213743000.0,19155872000.0,17112862000.0
2154.0,24101847000.0,20198040000.0,20652147000.0,17158024000.0
2155.0,24245946000.0,18165310000.0,19820420000.0,17320112000.0
2156.0,25667738000.0,18575240000.0,19770806000.0,17060307000.0
2157.0,25253636000.0,17293138000.0,20384117000.0,17223905000.0
2158.0,25031055000.0,19099568000.0,21188520000.0,17108834000.0
2159.0,24792648000.0,19108772000.0,19989377000.0,17181039000.0
2160.0,25105211000.0,21580560000.0,19637060000.0,17210952000.0
2161.0,24337336000.0,20343994000.0,19545098000.0,17607350000.0
2162.0,29190666000.0,21379590000.0,22232457000.0,18328736000.0
2163.0,26046874000.0,19905000000.0,20936606000.0,17431880000.0
2164.0,25480557000.0,17981825000.0,19971914000.0,17391587000.0
2165.0,29207570000.0,18335955000.0,21306774000.0,17441806000.0
2166.0,28740522000.0,17923590000.0,21961486000.0,17311810000.0
2167.0,27516623000.0,19460692000.0,20683530000.0,17258346000.0
2168.0,26839333000.0,19376390000.0,21048360000.0,17450172000.0
2169.0,29641675000.0,18567864000.0,20212228000.0,17171770000.0
2170.0,27273372000.0,23651883000.0,24835543000.0,17429883000.0
2171.0,27983690000.0,18519340000.0,24199311000.0,17475265000.0
2172.0,27600015000.0,17823193000.0,21182775000.0,17695205000.0
2173.0,27543183000.0,17539027000.0,21687521000.0,19019119000.0
2174.0,30078024000.0,18565325000.0,21322390000.0,17576740000.0
2175.0,28034763000.0,17697346000.0,21091226000.0,17827824000.0
2176.0,28712178000.0,17384962000.0,23372317000.0,17625326000.0
2177.0,28214753000.0,17662085000.0,20910965000.0,17372686000.0
2178.0,27930008000.0,20137054000.0,20865126000.0,17717270000.0
2179.0,28863010000.0,21963493000.0,21036786000.0,17586887000.0
2180.0,30967937000.0,18012428000.0,20926192000.0,17387123000.0
2181.0,31522034000.0,17822054000.0,20904086000.0,17794212000.0
2182.0,29032780000.0,17433310000.0,20613800000.0,17314832000.0
2183.0,28148175000.0,20350700000.0,21202065000.0,17374073000.0
2184.0,28480815000.0,17961945000.0,23562095000.0,17967923000.0
2185.0,28259916000.0,17528592000.0,21842575000.0,19139596000.0
2186.0,27887560000.0,20390265000.0,21509224000.0,17781252000.0
2187.0,28102795000.0,18398843000.0,21741124000.0,18660944000.0
2188.0,28104820000.0,18823444000.0,21288632000.0,17734963000.0
2189.0,28956797000.0,19433490000.0,21961255000.0,17578949000.0
2190.0,29951498000.0,18824331000.0,21245979000.0,17831820000.0
2191.0,30427830000.0,25861431000.0,20967293000.0,18160904000.0
2192.0,28587256000.0,22230874000.0,20847983000.0,17698517000.0
2193.0,28306573000.0,20684690000.0,21308656000.0,17730849000.0
2194.0,29641234000.0,20537823000.0,20846346000.0,17647868000.0
2195.0,28375030000.0,22206708000.0,20746762000.0,18186863000.0
2196.0,28761823000.0,20363086000.0,23003240000.0,17568496000.0
2197.0,28911874000.0,20380645000.0,20871307000.0,17788398000.0
2198.0,28598559000.0,20089200000.0,20785648000.0,17915337000.0
2199.0,29735725000.0,19941104000.0,23575943000.0,17796332000.0
2200.0,28892013000.0,22535180000.0,24046289000.0,17766908000.0
2201.0,28784386000.0,21066373000.0,23100869000.0,18716705000.0
2202.0,28696783000.0,19748510000.0,21924325000.0,17970770000.0
2203.0,29466014000.0,20015593000.0,21551567000.0,17728200000.0
2204.0,28783108000.0,20430811000.0,21060016000.0,17670707000.0
2205.0,30062807000.0,19648836000.0,21230752000.0,17618735000.0
2206.0,29836771000.0,19461464000.0,20957768000.0,17623513000.0
2207.0,29193544000.0,19406834000.0,20974991000.0,18357301000.0
2208.0,30004746000.0,20113498000.0,21194050000.0,18725634000.0
2209.0,29836816000.0,21956583000.0,21215402000.0,18057413000.0
2210.0,30949224000.0,20419641000.0,21279461000.0,18048905000.0
2211.0,29389373000.0,19721728000.0,21133218000.0,18202507000.0
2212.0,29456165000.0,19407026000.0,21763324000.0,18622770000.0
2213.0,31481633000.0,24390238000.0,21041836000.0,18114880000.0
2214.0,30329596000.0,19634678000.0,20979610000.0,19559236000.0
2215.0,29911011000.0,20160178000.0,21056436000.0,18483722000.0
2216.0,31282040000.0,20846828000.0,20982907000.0,18142908000.0
2217.0,30032691000.0,21286418000.0,21293175000.0,18000194000.0
2218.0,29781768000.0,20243186000.0,21088508000.0,18879699000.0
2219.0,29982007000.0,19988750000.0,20992602000.0,18596917000.0
2220.0,31113316000.0,19779970000.0,20933771000.0,18703390000.0
2221.0,30200216000.0,19325762000.0,21723574000.0,18539125000.0
2222.0,30654419000.0,19338105000.0,20954573000.0,18243092000.0
2223.0,30718540000.0,23946988000.0,20914516000.0,18359593000.0
2224.0,30992585000.0,22685614000.0,20913820000.0,18875658000.0
2225.0,30421246000.0,21232250000.0,20857334000.0,18720506000.0
2226.0,30599500000.0,21412970000.0,20863666000.0,18476319000.0
2227.0,30550766000.0,21850460000.0,20834114000.0,19632824000.0
2228.0,30466259000.0,20895891000.0,21312979000.0,18634461000.0
2229.0,31103285000.0,20330530000.0,21631793000.0,18521494000.0
2230.0,31292688000.0,20467030000.0,20923621000.0,18509273000.0
2231.0,31174922000.0,23404882000.0,20796496000.0,18341317000.0
2232.0,30931114000.0,22423853000.0,21451534000.0,18484683000.0
2233.0,32769730000.0,21044074000.0,21004320000.0,18514854000.0
2234.0,31495709000.0,20283427000.0,20809777000.0,18358266000.0
2235.0,31410084000.0,21156893000.0,20792257000.0,18393227000.0
2236.0,31253232000.0,20434310000.0,21038252000.0,18696548000.0
2237.0,31242439000.0,21773206000.0,22440233000.0,18309638000.0
2238.0,32105570000.0,20456028000.0,21055095000.0,18381957000.0
2239.0,31728335000.0,20314534000.0,20703439000.0,18299845000.0
2240.0,31555455000.0,20616550000.0,21477343000.0,18321220000.0
2241.0,34090267000.0,26102661000.0,21302067000.0,18296570000.0
2242.0,32720775000.0,23142267000.0,20822278000.0,18382200000.0
2243.0,31675732000.0,22604192000.0,20850614000.0,18629712000.0
2244.0,32301498000.0,21991588000.0,20636305000.0,18391840000.0
2245.0,31810365000.0,27892562000.0,20601573000.0,18664997000.0
2246.0,31676545000.0,25325025000.0,20785222000.0,18385992000.0
2247.0,33009957000.0,23069927000.0,21583620000.0,19586337000.0
2248.0,32877812000.0,22662226000.0,20608868000.0,18573361000.0
2249.0,32062552000.0,22636830000.0,20526248000.0,18820614000.0
2250.0,32312492000.0,21927119000.0,20463333000.0,18664344000.0
2251.0,33668989000.0,22030287000.0,21706130000.0,18608656000.0
2252.0,32200790000.0,21744826000.0,21180013000.0,18885192000.0
2253.0,33005380000.0,24569571000.0,20447400000.0,18458280000.0
2254.0,33128667000.0,27940393000.0,20405602000.0,18458493000.0
2255.0,32587299000.0,25001236000.0,20347427000.0,18657219000.0
2256.0,32773108000.0,22902622000.0,20538341000.0,18965752000.0
2257.0,33746180000.0,22138395000.0,20309692000.0,18596346000.0
2258.0,32727149000.0,25899182000.0,20282595000.0,18563844000.0
2259.0,33046968000.0,24567056000.0,20277785000.0,19178762000.0
2260.0,35455537000.0,23519156000.0,20209365000.0,18786520000.0
2261.0,33255719000.0,24676700000.0,20167246000.0,18430000000.0
2262.0,34497835000.0,22953374000.0,20800866000.0,18778614000.0
2263.0,33451650000.0,22437749000.0,20117862000.0,19997712000.0
2264.0,33090212000.0,22341007000.0,20071889000.0,18952387000.0
2265.0,33635720000.0,23747004000.0,20164502000.0,19007328000.0
2266.0,33710436000.0,24547703000.0,20036192000.0,18685581000.0
2267.0,33393750000.0,26709150000.0,19979418000.0,18569611000.0
2268.0,35636257000.0,24007068000.0,19919405000.0,18487222000.0
2269.0,34139351000.0,23553840000.0,19909587000.0,18597796000.0
2270.0,33504997000.0,23666870000.0,19858313000.0,18511284000.0
2271.0,34832360000.0,23853560000.0,19842632000.0,19248933000.0
2272.0,33878944000.0,26423515000.0,19809407000.0,19220838000.0
2273.0,33696274000.0,26290676000.0,19721732000.0,18978860000.0
2274.0,35990090000.0,25762417000.0,19791727000.0,18753575000.0
2275.0,34304220000.0,25731890000.0,19898671000.0,18699252000.0
2276.0,34459492000.0,25308156000.0,19621280000.0,18607241000.0
2277.0,35817865000.0,24667090000.0,19814099000.0,18585666000.0
2278.0,34909240000.0,24333085000.0,19799380000.0,18829570000.0
2279.0,34872672000.0,24169843000.0,19701721000.0,18588620000.0
2280.0,34390420000.0,24379515000.0,19507890000.0,19299410000.0
2281.0,34445672000.0,24097565000.0,19490773000.0,19195525000.0
2282.0,34450964000.0,25315762000.0,19892365000.0,18808785000.0
2283.0,34357234000.0,25715335000.0,19414073000.0,18686073000.0
2284.0,34876834000.0,26859580000.0,19410938000.0,18636590000.0
2285.0,34503920000.0,27355666000.0,19334908000.0,18851144000.0
2286.0,34406216000.0,25956424000.0,19333693000.0,18674584000.0
2287.0,34603102000.0,24823134000.0,19288052000.0,18682630000.0
2288.0,34373810000.0,24432826000.0,19208026000.0,18580797000.0
2289.0,34610590000.0,26169453000.0,19294933000.0,18916262000.0
2290.0,34498454000.0,24720108000.0,19133098000.0,18780324000.0
2291.0,34565950000.0,27872346000.0,19059530000.0,18668898000.0
2292.0,34718290000.0,27879629000.0,19032932000.0,19545567000.0
2293.0,34589307000.0,26913790000.0,19087403000.0,18916917000.0
2294.0,34527367000.0,25191264000.0,19779467000.0,19875996000.0
2295.0,34519646000.0,26353631000.0,18978976000.0,19633668000.0
2296.0,34485060000.0,25275068000.0,18887754000.0,19654540000.0
2297.0,34488295000.0,24728844000.0,18876713000.0,19449025000.0
2298.0,34443936000.0,24624038000.0,18817167000.0,19270775000.0
2299.0,34637234000.0,26500315000.0,18802835000.0,19187225000.0
2300.0,34494394000.0,26038794000.0,18726715000.0,19178300000.0
