time,EC-EARTH3,CMCC-CM2-SR5,EC-EARTH3-VEG,MRI-ESM2-0,INM-CM4-8,INM-CM5-0,CESM2,CAMS-CSM1-0,CESM2-WACCM,MPI-ESM1-2-HR,NORESM2-MM,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L
2016.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0
2017.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0
2018.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0
2019.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0
2020.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0
2021.0,1100910700.0,1101253400.0,1097136400.0,1099340300.0,1104863200.0,1100184300.0,1096368100.0,1097277200.0,1095244700.0,1094462500.0,1128997200.0,1094167900.0,1097958700.0,1097591300.0
2022.0,1084838800.0,1097524200.0,1087473300.0,1080747600.0,1093272600.0,1088330800.0,1087369500.0,1087157600.0,1077104300.0,1086440300.0,1117693800.0,1072074000.0,1086675700.0,1085428200.0
2023.0,1072547100.0,1089138800.0,1068177900.0,1054222600.0,1097375900.0,1079936000.0,1074927000.0,1070951230.0,1082344000.0,1083737700.0,1095049600.0,1052751500.0,1076025600.0,1081429400.0
2024.0,1048318600.0,1073226750.0,1062158600.0,1039786800.0,1073629760.0,1062666100.0,1062590000.0,1053399230.0,1057517400.0,1061120060.0,1091041200.0,1022369700.0,1069068200.0,1058992060.0
2025.0,1029173570.0,1063727360.0,1052926660.0,1011144800.0,1059958600.0,1046147600.0,1045758100.0,1058274200.0,1064683260.0,1061293800.0,1071814300.0,992512500.0,1054204500.0,1041153540.0
2026.0,1014433800.0,1036416200.0,1039439700.0,985722700.0,1046368830.0,1025727360.0,1031894600.0,1046220900.0,1050199360.0,1057201000.0,1044246000.0,970376200.0,1034666240.0,1068929800.0
2027.0,993830500.0,1008584700.0,1022565600.0,960409000.0,1035595460.0,1009953150.0,1017181100.0,1022555970.0,1028639800.0,1026713800.0,1023229700.0,952414700.0,1025671800.0,1024779840.0
2028.0,964480800.0,986359300.0,1007428300.0,935409700.0,1014938000.0,995695040.0,988908300.0,1006031200.0,1024493400.0,1003671550.0,1007688900.0,919339460.0,1024470200.0,986326340.0
2029.0,943273400.0,970995000.0,989754750.0,916562300.0,1000415940.0,975990460.0,968408100.0,987415700.0,1008979200.0,1001750660.0,980694100.0,883976640.0,1001725950.0,965015300.0
2030.0,897274700.0,945180300.0,980210200.0,893780800.0,981004500.0,950255360.0,940343600.0,966490800.0,1004183600.0,977798500.0,965076600.0,860443800.0,986183500.0,936322300.0
2031.0,869038800.0,941288700.0,961289200.0,868572800.0,977893600.0,930276500.0,928845400.0,946932500.0,974594750.0,965330300.0,958257900.0,835223230.0,1045936600.0,936693800.0
2032.0,853358900.0,904756300.0,944303200.0,849439100.0,1004755700.0,913826200.0,896507800.0,930703300.0,964451700.0,938695100.0,927738560.0,801241700.0,971266900.0,914604200.0
2033.0,835131800.0,885051800.0,969039500.0,814861300.0,956788900.0,893709900.0,865473600.0,923166660.0,952578800.0,921333400.0,914617500.0,771138600.0,944531840.0,897943500.0
2034.0,814534700.0,867971100.0,936104770.0,796794700.0,931901000.0,861723260.0,837753540.0,933714600.0,950043260.0,883986370.0,901456640.0,751746940.0,931346700.0,874015740.0
2035.0,799299140.0,864354800.0,923797900.0,780387500.0,924316100.0,841414900.0,842461300.0,935353340.0,923547300.0,858403200.0,881572400.0,752799400.0,902817200.0,844594700.0
2036.0,783946430.0,834338400.0,908406460.0,765728100.0,897050100.0,823159800.0,806316900.0,892010700.0,909000400.0,838452900.0,870158800.0,715606000.0,875680800.0,814671400.0
2037.0,750960200.0,815247700.0,893025700.0,743661700.0,881693950.0,799631100.0,778061100.0,868987460.0,898652000.0,811867700.0,853850900.0,698298300.0,852894000.0,798952260.0
2038.0,740888500.0,802826050.0,864172300.0,704928200.0,879163840.0,781670000.0,752368100.0,853436540.0,878802900.0,798930370.0,857003460.0,678791360.0,844595460.0,805254300.0
2039.0,724904770.0,775362560.0,840279300.0,684543500.0,861529800.0,765531400.0,723937000.0,836787800.0,855976800.0,785995260.0,823524400.0,654589300.0,823677500.0,774407040.0
2040.0,709394300.0,755146050.0,829540100.0,657754430.0,849925600.0,780607000.0,702103300.0,820294140.0,845493800.0,763763800.0,796998500.0,622813600.0,805577300.0,754152060.0
2041.0,691254900.0,741300300.0,825099460.0,632626000.0,827829000.0,744624500.0,679692700.0,813236200.0,832463200.0,756075800.0,767796200.0,604181300.0,789116860.0,734831700.0
2042.0,685465200.0,723343170.0,860322240.0,610238900.0,793067100.0,720450800.0,663413060.0,793522370.0,811210700.0,725394560.0,743280700.0,591220160.0,779111400.0,711956400.0
2043.0,669017340.0,702952960.0,798035800.0,620260030.0,781468000.0,709129600.0,641827200.0,778649900.0,795460500.0,717965100.0,740586940.0,572408400.0,757675840.0,700563460.0
2044.0,657761800.0,695579260.0,808697400.0,587409860.0,761614340.0,712888770.0,626513800.0,766940160.0,777566000.0,689619700.0,714298000.0,558274500.0,744560060.0,685469440.0
2045.0,638183940.0,671263800.0,803442500.0,568150900.0,741219500.0,699186000.0,602079360.0,757280000.0,761990800.0,674066900.0,701050800.0,544171700.0,728591170.0,663590600.0
2046.0,615446200.0,639135550.0,775315400.0,552169700.0,726291650.0,672286700.0,607030140.0,735831500.0,747528800.0,652287200.0,675971300.0,538012740.0,707528900.0,653172300.0
2047.0,603964800.0,609816200.0,765116900.0,532118080.0,707822100.0,653901800.0,572890700.0,727421440.0,723773600.0,639689600.0,664185000.0,539452740.0,688530800.0,641386100.0
2048.0,594334460.0,599926200.0,750149250.0,519553570.0,692199100.0,635265400.0,557415550.0,714367800.0,699132540.0,616731900.0,649099260.0,519298050.0,706154300.0,620259500.0
2049.0,582511940.0,581591500.0,745254600.0,498971200.0,660758900.0,626402900.0,539192200.0,700723140.0,679728000.0,598071700.0,629750700.0,503291970.0,670767600.0,627784700.0
2050.0,567237000.0,571388900.0,740385340.0,487867400.0,645547840.0,600641500.0,521378780.0,691455400.0,686386940.0,593055400.0,609292500.0,493576300.0,652635300.0,608979260.0
2051.0,565056100.0,543782400.0,733170500.0,479199300.0,622174500.0,582060700.0,506649020.0,672331300.0,649069760.0,562764540.0,588549300.0,481276640.0,638733100.0,602262900.0
2052.0,548741060.0,523318400.0,719951500.0,466211740.0,612214000.0,565619840.0,533580930.0,655738300.0,628181400.0,550912400.0,570381600.0,483915780.0,645031000.0,580464260.0
2053.0,535278500.0,503190720.0,700416300.0,479423200.0,602660540.0,551100500.0,505845280.0,644025340.0,610988350.0,532548740.0,559796740.0,470743360.0,616525100.0,569485600.0
2054.0,546229300.0,485197950.0,691825340.0,449242530.0,586891300.0,537544100.0,486404930.0,633150340.0,587326300.0,524492740.0,552771840.0,457375260.0,602734140.0,555514000.0
2055.0,526656260.0,468874370.0,679835500.0,441459700.0,585553800.0,525099520.0,471538780.0,620965760.0,574627200.0,507378200.0,537849600.0,446064930.0,616123700.0,544097540.0
2056.0,515289920.0,452578600.0,669767740.0,428157250.0,574946900.0,528426750.0,462623230.0,606401600.0,559994940.0,497818300.0,524929820.0,442071940.0,585023360.0,549608800.0
2057.0,505160220.0,437858300.0,661202100.0,418678800.0,550829100.0,506192740.0,454604030.0,591008450.0,539570100.0,484238940.0,515618940.0,433550300.0,575406400.0,522093150.0
2058.0,492833600.0,426871100.0,652539900.0,405420350.0,542299460.0,518783600.0,445813000.0,566880400.0,516885440.0,472474530.0,505252670.0,427117660.0,566133760.0,517848260.0
2059.0,485385920.0,411707100.0,638263300.0,396129630.0,521345700.0,497733540.0,437141000.0,549264260.0,494120320.0,465278200.0,507159300.0,419189920.0,559770300.0,506253600.0
2060.0,588248200.0,398873920.0,620113700.0,388656900.0,511336900.0,490172770.0,429180670.0,525609820.0,483904320.0,459463070.0,492691800.0,415381440.0,553498300.0,494924450.0
2061.0,538250400.0,389269600.0,610241660.0,395450140.0,499474620.0,479784100.0,422961150.0,514608260.0,474502100.0,449001120.0,486838850.0,410305060.0,559373440.0,491952700.0
2062.0,488896640.0,383667200.0,593000000.0,386861300.0,486726880.0,595834940.0,414064320.0,508377820.0,462071200.0,435226180.0,480539460.0,401739550.0,539108350.0,478752770.0
2063.0,470999970.0,366726750.0,581751400.0,378527780.0,479864060.0,471365100.0,409462340.0,482193200.0,456135140.0,429225500.0,468274080.0,397622240.0,532788200.0,476346340.0
2064.0,466666430.0,361308400.0,570471550.0,372507970.0,469602800.0,463645730.0,397222720.0,471876030.0,445888450.0,430164260.0,458327740.0,389656830.0,565748300.0,468928960.0
2065.0,454473200.0,354644500.0,559032300.0,362485920.0,458580450.0,457393400.0,405326720.0,496007500.0,443399740.0,419693700.0,447706660.0,402588960.0,518013540.0,460917380.0
2066.0,443099260.0,338970240.0,559391800.0,356314800.0,448646980.0,455704900.0,390447520.0,502276380.0,446002800.0,412377180.0,440057500.0,384649730.0,510003700.0,480161000.0
2067.0,446615780.0,317404670.0,541370500.0,350512580.0,446251900.0,449524860.0,387311360.0,464208350.0,423517280.0,532894850.0,428294080.0,431751900.0,505922020.0,452936670.0
2068.0,436440540.0,308473060.0,522949600.0,345385340.0,451847200.0,441414080.0,379687170.0,604759400.0,418318560.0,414370020.0,423454720.0,382968500.0,617941000.0,444704350.0
2069.0,428848770.0,304328200.0,507281570.0,336113000.0,435650180.0,434372770.0,374003780.0,522038370.0,407325150.0,393212500.0,419121150.0,375003520.0,504370080.0,437755070.0
2070.0,421136000.0,295782700.0,501588600.0,365950980.0,429972350.0,430048740.0,366260770.0,491493060.0,397318460.0,390413470.0,411763000.0,369087800.0,495104960.0,434914600.0
2071.0,416454850.0,288488930.0,493587620.0,347611170.0,420586530.0,425612200.0,362183740.0,449153860.0,394970400.0,379655260.0,405261020.0,370614000.0,490079940.0,427054800.0
2072.0,411787100.0,275785150.0,483201280.0,335260000.0,414553340.0,421453760.0,352408860.0,439359650.0,379775070.0,382327040.0,396882000.0,365404160.0,482782500.0,429693860.0
2073.0,406360300.0,265819340.0,469944580.0,324866560.0,406533760.0,425078560.0,344778240.0,466071900.0,369707620.0,368828060.0,391737470.0,357678820.0,474036480.0,425139070.0
2074.0,439481800.0,257746270.0,459485630.0,325516300.0,402568000.0,445364700.0,335294850.0,427579500.0,362533570.0,365536260.0,387990800.0,354042980.0,470491140.0,413689180.0
2075.0,398849200.0,254124000.0,497062080.0,314467170.0,400705380.0,417592420.0,328102600.0,423436740.0,364545100.0,367664000.0,381850850.0,349775500.0,467771000.0,415438370.0
2076.0,389680200.0,242880590.0,448217900.0,316298340.0,403154340.0,405046460.0,317854800.0,417358430.0,352438660.0,356809380.0,375490940.0,342736060.0,464947070.0,405156300.0
2077.0,386419620.0,234207520.0,436416960.0,310927680.0,389174300.0,403146620.0,309081180.0,439812300.0,344917380.0,353179070.0,378627870.0,337211330.0,459828670.0,398766900.0
2078.0,376938100.0,225825220.0,427094850.0,301320160.0,383638700.0,399551260.0,304651520.0,410407740.0,335541860.0,745360500.0,366471550.0,331565800.0,453887580.0,391843500.0
2079.0,373429470.0,221037980.0,418941660.0,296923100.0,376699330.0,395380900.0,295893150.0,406520670.0,338637600.0,390918050.0,360237820.0,325609730.0,450306180.0,385536160.0
2080.0,367729060.0,218111570.0,407968450.0,299216420.0,371050530.0,394572320.0,290841400.0,484669540.0,333534460.0,367752740.0,347294080.0,322697860.0,444073860.0,382462850.0
2081.0,362863070.0,239231680.0,411044300.0,292035070.0,362069340.0,388367580.0,285713120.0,413260300.0,324954900.0,346172060.0,338210780.0,321196030.0,442719140.0,376073100.0
2082.0,390586900.0,217671260.0,397307550.0,290696700.0,356590700.0,383767420.0,275289280.0,398430300.0,318198270.0,342034800.0,325827420.0,312804700.0,435745600.0,391533570.0
2083.0,355764220.0,213074900.0,383167330.0,286320770.0,358509660.0,386670660.0,266493970.0,400323460.0,309117300.0,335404830.0,314982700.0,307680830.0,423782300.0,406145100.0
2084.0,347728930.0,203971490.0,386728580.0,281184670.0,342487580.0,377488700.0,266153860.0,413992100.0,300691300.0,367797760.0,307481200.0,302066700.0,418143700.0,369386270.0
2085.0,366795330.0,197774130.0,382028700.0,276011140.0,348880200.0,368775900.0,254293220.0,428946660.0,291001060.0,336082020.0,305803940.0,293895580.0,415414180.0,366086370.0
2086.0,358378180.0,189778640.0,368934750.0,272243500.0,347107800.0,366320300.0,247542560.0,413167200.0,289767040.0,328679970.0,293218100.0,288991140.0,407116960.0,361370560.0
2087.0,343231680.0,187161900.0,363813540.0,317667840.0,340091000.0,357710560.0,244903300.0,425777180.0,284250080.0,342101280.0,282118100.0,284542560.0,408762600.0,354197920.0
2088.0,329511170.0,182075740.0,358465100.0,270386700.0,330437600.0,351329470.0,238399710.0,398292860.0,279531650.0,345250980.0,276935900.0,280057860.0,390323700.0,350246720.0
2089.0,322952640.0,176824460.0,349039100.0,266846500.0,321852960.0,343900380.0,231290260.0,410379040.0,275105060.0,334707800.0,267270610.0,272982660.0,383378750.0,340994400.0
2090.0,323097380.0,175782830.0,338482850.0,260945040.0,316465700.0,365558370.0,225531220.0,399941500.0,271883700.0,334584100.0,268334220.0,264097390.0,370904860.0,337800220.0
2091.0,318664960.0,171685620.0,334420700.0,261644200.0,338573300.0,340434020.0,221349780.0,392088450.0,265355460.0,317410560.0,253930640.0,258009570.0,359235200.0,330565200.0
2092.0,310236740.0,169586450.0,321364130.0,256401000.0,312609250.0,332424160.0,215122800.0,389577180.0,260711340.0,324507330.0,247987620.0,251094350.0,354321440.0,327493060.0
2093.0,304104400.0,164165800.0,315929340.0,257034800.0,304360900.0,331001120.0,210382380.0,394502300.0,255452370.0,318521600.0,240060670.0,248865920.0,345996300.0,322926700.0
2094.0,298002300.0,157831980.0,304086140.0,252084060.0,295014940.0,326959800.0,204732110.0,418906020.0,254676100.0,356368640.0,231577620.0,245833360.0,339774900.0,318126370.0
2095.0,288512400.0,153832350.0,305956000.0,254341310.0,295492060.0,319582850.0,202508770.0,404665250.0,246547740.0,318488830.0,225446600.0,260727870.0,330817150.0,312692350.0
2096.0,283685400.0,148976660.0,296152670.0,247976420.0,286842700.0,318893400.0,200915740.0,393974940.0,255092600.0,373478050.0,250928460.0,241134240.0,324306850.0,309556100.0
2097.0,277547900.0,146555550.0,285930880.0,243404100.0,281689180.0,319460030.0,197648850.0,388235800.0,244076240.0,323810780.0,227215340.0,238878220.0,314348480.0,303748100.0
2098.0,271115400.0,143164050.0,280851260.0,243469920.0,276277380.0,304027460.0,206293700.0,389147870.0,237110020.0,341032100.0,211749580.0,233077140.0,306851780.0,295817020.0
2099.0,263388980.0,141122340.0,271192200.0,240932180.0,339033440.0,311754750.0,193740420.0,404658500.0,233880480.0,356920800.0,203970140.0,232128450.0,303567140.0,294684600.0
2100.0,272060380.0,135700910.0,262386600.0,246315520.0,309940350.0,297379260.0,191359150.0,405264500.0,236215790.0,338231740.0,203554270.0,229210770.0,302493540.0,284009820.0
