time,CESM2,INM-CM5-0,INM-CM4-8,MRI-ESM2-0,EC-EARTH3-VEG,EC-EARTH3,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,GFDL-ESM4
2014.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0
2015.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0
2016.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0
2017.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0
2018.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0
2019.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0
2020.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0
2021.0,1102648800.0,1103750300.0,1106279700.0,1100965200.0,1100959100.0,1093252700.0,1102159200.0,1101401100.0,1093737600.0,1095023100.0,1121230500.0,1099096000.0,1102148200.0
2022.0,1091786800.0,1085033200.0,1123522400.0,1081097600.0,1104516100.0,1079622000.0,1089670700.0,1076597400.0,1095635700.0,1086840700.0,1097720000.0,1084157000.0,1087357400.0
2023.0,1085098400.0,1075560400.0,1091765900.0,1106440600.0,1099436900.0,1065802100.0,1075339800.0,1073048450.0,1070837500.0,1071837400.0,1079439400.0,1080620700.0,1075993600.0
2024.0,1071255550.0,1063855360.0,1086005600.0,1061499700.0,1082480800.0,1055319200.0,1073045400.0,1057729900.0,1054934300.0,1054834700.0,1065094100.0,1058233100.0,1062822200.0
2025.0,1055614700.0,1048629800.0,1057659650.0,1032052700.0,1077969800.0,1025075260.0,1060875260.0,1036043400.0,1042226900.0,1038570050.0,1047341950.0,1037212400.0,1044485900.0
2026.0,1028982500.0,1023107100.0,1070058430.0,1014356100.0,1064526140.0,1014405200.0,1038132540.0,1042015940.0,1017915500.0,1034104900.0,1016477600.0,1027290240.0,1033582800.0
2027.0,998546000.0,1003914600.0,1060622100.0,996064450.0,1056545700.0,995919700.0,1021934900.0,1021761150.0,1038335000.0,1018194700.0,990372900.0,1004807360.0,1016703400.0
2028.0,983634750.0,1001371000.0,1041167400.0,964843100.0,1041629760.0,1008428740.0,1012321150.0,1008147000.0,1008212700.0,1007792200.0,986115400.0,988226240.0,1009637760.0
2029.0,963891700.0,999827600.0,1026667900.0,941432450.0,1031116200.0,958144600.0,987415940.0,996229570.0,1001960700.0,1037195400.0,957898500.0,957731500.0,989866300.0
2030.0,941021600.0,982334800.0,995083000.0,909615600.0,1010118900.0,916309000.0,959319000.0,982298500.0,974628300.0,981545660.0,938961860.0,941225900.0,972173630.0
2031.0,942093060.0,963211100.0,982952450.0,901986600.0,992713000.0,894906900.0,962044860.0,969213100.0,977916400.0,954598600.0,922358460.0,950095800.0,951390140.0
2032.0,914202430.0,966962700.0,958246000.0,879118600.0,1005176640.0,864071740.0,960995200.0,948084500.0,956567200.0,935632830.0,903120700.0,914601540.0,923379400.0
2033.0,890812740.0,964612350.0,940775400.0,853937400.0,994122560.0,845900900.0,918712000.0,921256640.0,941825860.0,917628500.0,879623900.0,894052800.0,893924740.0
2034.0,867768600.0,926245300.0,901482600.0,838359360.0,978618700.0,823377900.0,892695940.0,901492500.0,987082400.0,891868740.0,863864600.0,865991940.0,876273700.0
2035.0,855326300.0,907827500.0,939959740.0,810803900.0,961235400.0,804110300.0,876580740.0,897620350.0,959637800.0,872263300.0,842852600.0,848964030.0,862902300.0
2036.0,829113000.0,898395260.0,877202500.0,793280800.0,939602600.0,773102000.0,851296900.0,876650430.0,922402900.0,855981700.0,824536960.0,828067840.0,864768000.0
2037.0,805968260.0,885518600.0,861343550.0,766573060.0,960602430.0,754530200.0,834689150.0,859266050.0,901471100.0,855304000.0,821272200.0,801732900.0,828575500.0
2038.0,799728830.0,868373100.0,834805900.0,743871170.0,974490200.0,736910200.0,814829700.0,833517000.0,879917400.0,847797300.0,793026900.0,789839100.0,797179840.0
2039.0,778523900.0,861642430.0,813668900.0,732642750.0,916235900.0,721687700.0,786687900.0,820638500.0,866136600.0,826925900.0,774907900.0,863484400.0,779862400.0
2040.0,758067900.0,856102600.0,792736060.0,702705700.0,904465900.0,709128700.0,775410400.0,815393900.0,859942100.0,815213200.0,756377800.0,774696960.0,759725300.0
2041.0,746353340.0,840867400.0,773350900.0,693167200.0,906273540.0,684179260.0,755149440.0,793921200.0,891615040.0,791479040.0,725891900.0,740652100.0,741371650.0
2042.0,746085000.0,819621060.0,746811600.0,676060350.0,886273340.0,660855600.0,737216960.0,783619100.0,843360000.0,782765760.0,702851650.0,726799700.0,725800800.0
2043.0,718651700.0,799258560.0,725503170.0,717496000.0,878291650.0,640711040.0,726570940.0,760772160.0,823060030.0,772254500.0,689871800.0,715441300.0,703270340.0
2044.0,696539970.0,788926800.0,705574100.0,660118660.0,863896300.0,625534400.0,700811800.0,763060740.0,813072450.0,751168300.0,771204100.0,691755400.0,681747300.0
2045.0,672981500.0,771479230.0,680877400.0,635292500.0,845968640.0,603703360.0,681266750.0,730304450.0,807331900.0,727936500.0,667494100.0,682273540.0,655882940.0
2046.0,655689800.0,760795800.0,686768450.0,622340500.0,827627140.0,589425860.0,661019970.0,719838900.0,791440900.0,707938300.0,653405950.0,658534340.0,708638800.0
2047.0,641853250.0,738242300.0,636594940.0,599029600.0,815337860.0,573041900.0,655523700.0,709978200.0,781783800.0,683350460.0,631366660.0,643520800.0,634126850.0
2048.0,612755650.0,729596160.0,618799100.0,579610200.0,803059300.0,556616640.0,636954050.0,697507650.0,777084200.0,660297660.0,614904100.0,620309000.0,610539970.0
2049.0,588450240.0,714158000.0,601715140.0,564951040.0,789687500.0,539171840.0,626465340.0,681513860.0,762543700.0,641201860.0,599269000.0,592788740.0,593164350.0
2050.0,574679230.0,707572800.0,601664800.0,555302200.0,775589060.0,524037820.0,606508860.0,664017540.0,750938600.0,618879800.0,582358900.0,569217660.0,571964000.0
2051.0,558031740.0,743516200.0,588992200.0,542264960.0,768346050.0,529606530.0,589887360.0,649747200.0,745789760.0,605097800.0,573823360.0,549757500.0,552987650.0
2052.0,545828500.0,684461440.0,561150200.0,523430530.0,754388700.0,504562050.0,569145660.0,624277600.0,729842750.0,586262600.0,557922300.0,528717800.0,531722600.0
2053.0,527477380.0,669341400.0,548697150.0,513328600.0,738983360.0,491658370.0,555352500.0,656909600.0,717311360.0,564145800.0,557562300.0,497028320.0,520623520.0
2054.0,510002140.0,643535550.0,530989800.0,496568100.0,715344060.0,483909300.0,538320260.0,650644000.0,706173250.0,540712200.0,534049700.0,480739400.0,519023100.0
2055.0,489153570.0,627117100.0,511643840.0,485421980.0,690529800.0,467445150.0,522154500.0,677760600.0,687865700.0,513835870.0,520395740.0,460640420.0,500331000.0
2056.0,471583700.0,635755100.0,518190530.0,471267800.0,667788500.0,456216670.0,508374100.0,608047100.0,664961000.0,494629380.0,505815940.0,445387000.0,479077200.0
2057.0,461261920.0,601768700.0,499177470.0,458440500.0,654262000.0,444723100.0,493673570.0,575135500.0,656926300.0,468925000.0,485589570.0,427370340.0,459621700.0
2058.0,440823900.0,592651900.0,484266530.0,450188200.0,635437500.0,432367550.0,474815780.0,586768400.0,644271000.0,446954600.0,472575230.0,405577800.0,441164320.0
2059.0,425440930.0,565245440.0,471922530.0,427518720.0,610075600.0,423116740.0,464333540.0,571768500.0,624870000.0,434340350.0,493057280.0,387349400.0,425806080.0
2060.0,408186300.0,551713600.0,450466620.0,413098500.0,609313300.0,409615230.0,449917150.0,555908700.0,606090800.0,414675520.0,453116100.0,372947840.0,408208900.0
2061.0,397072860.0,542522000.0,443077220.0,400324000.0,577945340.0,402321500.0,431201600.0,570332400.0,587825500.0,402038100.0,459144200.0,367635300.0,396586430.0
2062.0,383207040.0,523590370.0,428177280.0,406132930.0,562393300.0,388163040.0,415359970.0,540352960.0,605321000.0,389828380.0,442083360.0,351898430.0,386560320.0
2063.0,369401500.0,512978370.0,435833950.0,390736130.0,540462100.0,382170940.0,404868160.0,533308350.0,567006000.0,378706500.0,432032830.0,337358980.0,371506180.0
2064.0,346868400.0,498948380.0,406616740.0,373190460.0,523517570.0,372211100.0,392087400.0,531486560.0,557381100.0,362629700.0,421396830.0,321002880.0,361411170.0
2065.0,339545440.0,487508380.0,397854620.0,358702720.0,510347800.0,364984800.0,378967360.0,519405950.0,539951400.0,353335680.0,427082800.0,310068640.0,349641660.0
2066.0,329339550.0,478506400.0,385989400.0,348245730.0,495259900.0,354558530.0,364277820.0,505464450.0,515787900.0,340534750.0,407882400.0,301383940.0,336554600.0
2067.0,314769470.0,470057660.0,376636500.0,333839460.0,481435200.0,342609820.0,360595650.0,496342430.0,502481440.0,326015840.0,394042180.0,300028400.0,322687360.0
2068.0,299845300.0,459642750.0,371466400.0,330929920.0,476983170.0,334090240.0,339863650.0,485892860.0,482398500.0,308553060.0,387245400.0,296133000.0,307464960.0
2069.0,279521630.0,444177630.0,367268350.0,319559520.0,458876640.0,324219100.0,330702820.0,540641100.0,466701570.0,296896160.0,370592860.0,276017540.0,293526200.0
2070.0,267317170.0,429858980.0,353742660.0,311480740.0,445812930.0,314999140.0,316125760.0,485647700.0,447343420.0,289175680.0,359950700.0,267727020.0,284772670.0
2071.0,254798400.0,422146800.0,338204320.0,300708060.0,423684900.0,324285220.0,301027460.0,468947700.0,422008350.0,271198200.0,351238460.0,258884600.0,271341540.0
2072.0,244076290.0,414703600.0,325948400.0,284008770.0,407279580.0,304619400.0,291975680.0,465436000.0,415838940.0,260676460.0,341607140.0,254414500.0,260577490.0
2073.0,239002960.0,406657000.0,317146100.0,273239940.0,393513800.0,294025500.0,275763600.0,453682020.0,404224300.0,250036560.0,332840860.0,244840500.0,249650260.0
2074.0,231845470.0,398544540.0,299915400.0,259141540.0,373948930.0,284398080.0,263979230.0,448104100.0,391898700.0,236830740.0,321849950.0,237877310.0,241583330.0
2075.0,216873360.0,390235170.0,295775600.0,250256600.0,360001400.0,273710600.0,255933870.0,441711360.0,390906240.0,228566940.0,308047170.0,229633540.0,229052270.0
2076.0,206824240.0,387233020.0,285892030.0,247489390.0,346086600.0,263819400.0,240979330.0,433887170.0,373256200.0,218524750.0,301293100.0,216987100.0,221419760.0
2077.0,200035440.0,373474980.0,274144320.0,240099780.0,334850900.0,256608020.0,226994500.0,428909950.0,366933700.0,212835140.0,299580450.0,208594180.0,213053460.0
2078.0,194410020.0,363532700.0,266212480.0,228850560.0,321931420.0,248757740.0,218282340.0,416654980.0,348221700.0,203779730.0,287377700.0,198946770.0,206789200.0
2079.0,193838600.0,352317630.0,258914110.0,218102530.0,305316200.0,240737950.0,212211700.0,400699800.0,334675620.0,196010770.0,273116480.0,190498480.0,200342510.0
2080.0,183774560.0,340772540.0,248415660.0,212724580.0,289835000.0,231850820.0,198179020.0,392974700.0,326383400.0,197569010.0,266137380.0,185394940.0,195100450.0
2081.0,178460270.0,329881700.0,241007300.0,207335040.0,284026800.0,216148580.0,192464460.0,392428300.0,312239300.0,193320080.0,256483580.0,180228980.0,191764420.0
2082.0,174830340.0,320241100.0,230100060.0,202837120.0,264765040.0,202599170.0,186073330.0,374473760.0,297814080.0,186197700.0,247400850.0,174315580.0,185390300.0
2083.0,168863950.0,312246820.0,219813800.0,199714910.0,260032740.0,192769340.0,179270850.0,369419140.0,286694500.0,190263140.0,240299660.0,169629300.0,182644370.0
2084.0,164102430.0,297448220.0,211313540.0,195498940.0,251135870.0,184833900.0,177352100.0,357852000.0,271907140.0,181015300.0,233206910.0,158055550.0,177465950.0
2085.0,159135920.0,288800100.0,201428180.0,194009250.0,236540400.0,172368770.0,177992180.0,345796100.0,260397200.0,172462400.0,219703470.0,152769810.0,172850370.0
2086.0,153657570.0,275681540.0,193590850.0,188326640.0,219651330.0,162907860.0,168409780.0,336352480.0,247822430.0,166209840.0,216382980.0,146786430.0,171395500.0
2087.0,148077870.0,266797440.0,187201680.0,184727330.0,208451680.0,152562260.0,163814100.0,330121180.0,234502930.0,162543330.0,215640300.0,142740000.0,162420830.0
2088.0,143026720.0,257152720.0,181245140.0,181229600.0,200393800.0,142999900.0,159006610.0,318545860.0,225212480.0,155395860.0,203989900.0,133425050.0,156249000.0
2089.0,140489040.0,243762780.0,173292370.0,177782640.0,188702080.0,138180960.0,154608260.0,308690200.0,215689710.0,151666670.0,195896180.0,127020470.0,153838030.0
2090.0,136798420.0,231984560.0,170331740.0,174609540.0,183933380.0,131989170.0,151589580.0,300982600.0,211384830.0,151578820.0,195983070.0,120516824.0,150310420.0
2091.0,129067850.0,225016700.0,165923730.0,169275660.0,174767040.0,127960424.0,146812130.0,293758820.0,193142350.0,144184320.0,190221180.0,112375250.0,147722850.0
2092.0,125814024.0,215036270.0,163000320.0,163582990.0,167774460.0,123090140.0,142729230.0,278929060.0,176410300.0,139363680.0,183845710.0,109087544.0,144651710.0
2093.0,124903140.0,204953970.0,155484540.0,161200720.0,159874600.0,114864970.0,137559680.0,271835680.0,167371220.0,131346344.0,180851260.0,97730690.0,138156200.0
2094.0,116175864.0,197040110.0,152515000.0,155664030.0,154794800.0,107350696.0,134823060.0,266782200.0,152004910.0,127431880.0,172857230.0,93973920.0,134136376.0
2095.0,110443270.0,188700290.0,151805650.0,153505550.0,146119410.0,102962020.0,129697820.0,261050900.0,140940000.0,120632140.0,167250510.0,87558370.0,129621380.0
2096.0,106847360.0,182509310.0,142752830.0,150489890.0,138700320.0,97424510.0,126467144.0,254633920.0,136433700.0,118043450.0,158855300.0,83658000.0,124883190.0
2097.0,100796410.0,175883570.0,141307440.0,144325500.0,134769810.0,89909610.0,128766296.0,246664640.0,133024690.0,111740696.0,156674660.0,78583300.0,119524230.0
2098.0,98456184.0,167626240.0,137786930.0,146612580.0,130509544.0,84613410.0,122018150.0,241200370.0,125859100.0,105738904.0,152783120.0,75731624.0,118162540.0
2099.0,93370220.0,175230050.0,136272220.0,139568980.0,125221550.0,81698620.0,120868350.0,238489780.0,122123460.0,102833360.0,147064800.0,71075860.0,115095896.0
2100.0,93178376.0,166659090.0,132710950.0,137032220.0,116113944.0,80271110.0,118654136.0,234468980.0,118149880.0,99424150.0,144388380.0,63884344.0,111074270.0
