time,IITM-ESM,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,TAIESM1,CESM2-WACCM
2034.0,12419722000.0,11238378000.0,11718166000.0,11962346000.0,11790093000.0,12212968000.0,12038461000.0,11382343000.0,11372147000.0
2035.0,12276718000.0,10957361000.0,11523267000.0,12087863000.0,11583277000.0,11523888000.0,11839086000.0,11134640000.0,11755731000.0
2036.0,12178114000.0,10692829000.0,11310512000.0,11936880000.0,11465412000.0,11509665000.0,11663966000.0,10901032000.0,11169752000.0
2037.0,12318632000.0,10413015000.0,11108573000.0,11579032000.0,12006457000.0,11324698000.0,11483599000.0,10729630000.0,10883665000.0
2038.0,12026478000.0,10156659000.0,10917251000.0,11434615000.0,11464473000.0,10964207000.0,11343405000.0,10550339000.0,10677812000.0
2039.0,12145842000.0,10029751000.0,10712927000.0,11334568000.0,11035576000.0,10693278000.0,11157771000.0,10327663000.0,10485969000.0
2040.0,11971362000.0,9698993000.0,10461239000.0,11048280000.0,10749438000.0,10389852000.0,11022940000.0,10133756000.0,10228299000.0
2041.0,11787566000.0,9451787000.0,10189996000.0,10852396000.0,10652144000.0,10109556000.0,10954732000.0,9920413000.0,10079526000.0
2042.0,11701854000.0,9144583000.0,9980518000.0,10710371000.0,10445552000.0,10043242000.0,10826632000.0,9713097000.0,9877821000.0
2043.0,11632679000.0,8875227000.0,9778307000.0,10528005000.0,10279858000.0,9659745000.0,10695474000.0,9526713000.0,9697320000.0
2044.0,11534289000.0,8625987000.0,9558496000.0,10347448000.0,10111791000.0,9460095000.0,10455222000.0,9308113000.0,9515402000.0
2045.0,11377834000.0,8400752000.0,9355514000.0,10200747000.0,9943970000.0,9113382000.0,10272213000.0,9028002000.0,9312754000.0
2046.0,11263230000.0,8186144000.0,9121964000.0,9995043000.0,9815945000.0,8932249000.0,10183072000.0,8856487000.0,9095706000.0
2047.0,11151428000.0,7890543000.0,8866398000.0,9965563000.0,9615870000.0,8552401000.0,10070309000.0,8657621000.0,8930555000.0
2048.0,11224619000.0,7695035000.0,8655622000.0,9725152000.0,9458817000.0,8312080000.0,9911764000.0,8466717700.0,8721303000.0
2049.0,11014699000.0,7456126000.0,8409182700.0,9616638000.0,9303141000.0,8135911400.0,9666575000.0,8229994000.0,8557758000.0
2050.0,10930500000.0,7197224000.0,8327464000.0,9418035000.0,9240833000.0,7882674700.0,9660324000.0,7983039000.0,8374156000.0
2051.0,11030539000.0,6965649400.0,8086595600.0,9277689000.0,9008968000.0,7663514000.0,9408485000.0,7770835000.0,8164460000.0
2052.0,10860603000.0,6811278000.0,7920172000.0,9123755000.0,8821720000.0,7434454500.0,9383596000.0,7768448500.0,8036898300.0
2053.0,10727941000.0,6594854400.0,7657141000.0,9034703000.0,8636873000.0,7398357500.0,9206452000.0,7408384500.0,7774727000.0
2054.0,10707116000.0,6407193000.0,7535998500.0,8893705000.0,8445247000.0,7471370000.0,9029597000.0,7205585400.0,7562403300.0
2055.0,10540556000.0,6242821000.0,7488473000.0,8739789000.0,8288029700.0,6988071000.0,8915235000.0,6995034000.0,7395482600.0
2056.0,10497787000.0,6071509000.0,7293812700.0,8704497000.0,8121110000.0,6928564700.0,8808435000.0,6783729000.0,7169647000.0
2057.0,10352545000.0,5986156500.0,7304686600.0,8518243000.0,7928994000.0,6684444700.0,8756356000.0,6580092000.0,6994711600.0
2058.0,10382860000.0,5754083000.0,7180491000.0,8425854500.0,8112825000.0,6604255700.0,8612244000.0,6438077000.0,6843106000.0
2059.0,10265883000.0,5550651000.0,6937523000.0,8362476000.0,7657883000.0,6337953000.0,8531001000.0,6242134500.0,6626170000.0
2060.0,10158830000.0,5363848700.0,6830798300.0,8232212000.0,7440921600.0,6214828000.0,8404109000.0,6080244700.0,6502475300.0
2061.0,10102461000.0,5254077400.0,6642333700.0,8185891300.0,7313191000.0,6045106700.0,8280617500.0,5901776400.0,6296311000.0
2062.0,10037331000.0,5104267300.0,6505053000.0,8008038400.0,7156648000.0,5881125000.0,8146809000.0,5725155000.0,6195036700.0
2063.0,9901557000.0,4977051000.0,6378307000.0,7882237400.0,7006712000.0,5709210000.0,8078044700.0,5607261700.0,5973128700.0
2064.0,9819702000.0,4879915500.0,6276027000.0,7728184300.0,6786480600.0,5544737300.0,7929462300.0,5462845000.0,5865489400.0
2065.0,9665293000.0,4727795000.0,6104357000.0,7607353300.0,6592030000.0,5340109000.0,8245963300.0,5305441000.0,5698741000.0
2066.0,9657975000.0,4600263000.0,5965919700.0,7516654600.0,6471576000.0,5169714000.0,8403099600.0,5163792400.0,5632277000.0
2067.0,9575586000.0,4506967600.0,5860235000.0,7427959000.0,6317344000.0,4981396500.0,7876990000.0,5008568300.0,5532498000.0
2068.0,9448194000.0,4842920400.0,5740318700.0,7293866000.0,6182573600.0,4895172600.0,7697483300.0,5043001000.0,5411328500.0
2069.0,9347639000.0,4343674400.0,5681063400.0,7256861000.0,5983949000.0,4741686300.0,7528982500.0,4976707600.0,5582991400.0
2070.0,9440425000.0,4451906000.0,5507563000.0,7090568000.0,6141056500.0,4651063300.0,7473213400.0,4775851500.0,5211038000.0
2071.0,9324170000.0,4760725000.0,5401318000.0,6995233300.0,5795440600.0,4536727000.0,7310866400.0,4633791000.0,5141206500.0
2072.0,9159477000.0,4266391800.0,5309304300.0,6885707000.0,5703196700.0,4450707500.0,7362150000.0,4478297600.0,5692789000.0
2073.0,9086433000.0,4090466300.0,5204889600.0,6748534300.0,5565736400.0,4377776600.0,7207427000.0,4393153500.0,5098892300.0
2074.0,9343152000.0,3975303700.0,5147326500.0,6651437000.0,5468212700.0,4289930500.0,7025013000.0,4241245700.0,4927450600.0
2075.0,9136117000.0,3900053200.0,5036342000.0,6587659300.0,5422328000.0,4201285400.0,7035992600.0,4162910200.0,5007662600.0
2076.0,8869050000.0,3809992700.0,4957909500.0,6442734000.0,5411763000.0,4131712500.0,6854284000.0,4212263000.0,4810486300.0
2077.0,8867043000.0,3731943700.0,4856771000.0,6335658000.0,5239052000.0,4040459000.0,6726001000.0,3995091200.0,5016995000.0
2078.0,8724979000.0,3643816200.0,4749010400.0,6214573000.0,5126267000.0,4020517400.0,6591947000.0,3893832000.0,4759222300.0
2079.0,9061588000.0,3548828000.0,4678812000.0,6100484600.0,4999484000.0,3885851600.0,6489401300.0,3891255300.0,4702936600.0
2080.0,8782088000.0,3487879200.0,4702612500.0,6038381000.0,4923968000.0,3834149400.0,6368494600.0,3833665500.0,4574694000.0
2081.0,8632938000.0,3433537500.0,4565092000.0,5947432000.0,4856602000.0,3749280300.0,6275874000.0,3697804500.0,4475078000.0
2082.0,8502969300.0,3352276200.0,4463645000.0,5836389400.0,4783001000.0,3739511800.0,6187246000.0,3597313000.0,4443452400.0
2083.0,8440489500.0,3296626200.0,4393190400.0,5708395000.0,4701603000.0,3619618800.0,6064880000.0,3540539000.0,4344272000.0
2084.0,8426765300.0,3217464800.0,4443075000.0,5571178000.0,4629275000.0,3578703600.0,5951244000.0,3430659000.0,4290093000.0
2085.0,8294450000.0,3126322200.0,4427587600.0,5435750400.0,4560187000.0,3500013800.0,5844261400.0,3398211600.0,4282309000.0
2086.0,8246111000.0,3034508800.0,4280211500.0,5362625000.0,4593325000.0,3434408400.0,5757837000.0,3329076200.0,4162306000.0
2087.0,8180404700.0,2976978400.0,4197505800.0,5229078000.0,4734479400.0,3381547000.0,5701998000.0,3278805200.0,4213677000.0
2088.0,8240081000.0,2869116400.0,4277896700.0,5233652700.0,4575034400.0,3472109000.0,5751280600.0,3545806600.0,4091601200.0
2089.0,8311224000.0,2789536300.0,4148173600.0,5197808600.0,4433978400.0,3672402400.0,5576002600.0,3185433600.0,4136592000.0
2090.0,8024775000.0,2726638300.0,4091105300.0,5133971000.0,4386295300.0,3293493500.0,5531347500.0,3186326300.0,3993130500.0
2091.0,8231169500.0,2684351500.0,4012618200.0,4949630500.0,4325700600.0,3255756800.0,5434535000.0,3088963000.0,3973539800.0
2092.0,8035376600.0,2644624400.0,3981546500.0,5145836000.0,4239035000.0,3198033400.0,5340902000.0,3021953300.0,3885899000.0
2093.0,7892304000.0,2599364000.0,4057242600.0,5040776000.0,4176356600.0,3141916200.0,5314606600.0,2983739000.0,4321373700.0
2094.0,7857410600.0,2543240400.0,3874744000.0,4826952700.0,4121685800.0,3229835300.0,5237503500.0,3062996000.0,3913318100.0
2095.0,7805724000.0,2450501600.0,3827452200.0,4806221300.0,4041905000.0,3056934400.0,5138947600.0,2953234400.0,3795769300.0
2096.0,7876214000.0,2397496000.0,3776136200.0,4686263000.0,4010515700.0,3004691500.0,5083585000.0,2855567400.0,3927343000.0
2097.0,7756153000.0,2433798100.0,3770527700.0,5116015000.0,3919724800.0,2938134300.0,5027558400.0,2833351700.0,3750172200.0
2098.0,7647801300.0,2325225000.0,3949462800.0,4773749000.0,3872961000.0,2966934800.0,5032975000.0,2822107600.0,3685165000.0
2099.0,7542395000.0,2293244400.0,3827268600.0,4619626000.0,4222672100.0,2881309700.0,4982467000.0,2758743600.0,3634336000.0
2100.0,7461061600.0,2245312500.0,3760245500.0,4498325500.0,3965574000.0,2856819200.0,4982814000.0,2723292200.0,3606760700.0
