time,ACCESS-ESM1-5,CESM2-WACCM,ACCESS-CM2,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR
2149.0,44542407000.0,38788740000.0,24513150000.0,61318062000.0,197898200000.0,54659224000.0
2150.0,47197336000.0,39108534000.0,24148040000.0,60778990000.0,198845020000.0,54085530000.0
2151.0,46361440000.0,38637093000.0,23608046000.0,60384915000.0,202065220000.0,53583680000.0
2152.0,46873960000.0,38604964000.0,23287568000.0,60641470000.0,203576260000.0,53287645000.0
2153.0,45659873000.0,38517890000.0,23023081000.0,61001370000.0,202896180000.0,53893722000.0
2154.0,46184067000.0,38274822000.0,22821077000.0,61047484000.0,204902660000.0,54300520000.0
2155.0,45705773000.0,38978710000.0,22459896000.0,60898533000.0,209928750000.0,54677795000.0
2156.0,46253195000.0,39040385000.0,22325015000.0,62336730000.0,211491900000.0,54280500000.0
2157.0,47532930000.0,38849800000.0,23139377000.0,63458670000.0,211872900000.0,53695500000.0
2158.0,48345560000.0,38440700000.0,22820317000.0,62831880000.0,213843510000.0,52835110000.0
2159.0,48475423000.0,38686470000.0,22667782000.0,62541095000.0,218787800000.0,52729766000.0
2160.0,49139732000.0,38434165000.0,22616439000.0,62215820000.0,217981120000.0,51883176000.0
2161.0,49207607000.0,38942770000.0,22465350000.0,63342244000.0,218855850000.0,52566660000.0
2162.0,49603973000.0,39175602000.0,22569394000.0,63894393000.0,220932920000.0,51346813000.0
2163.0,50696870000.0,39377860000.0,22658206000.0,65056220000.0,221451470000.0,51303770000.0
2164.0,52216205000.0,39581680000.0,22434770000.0,65019400000.0,223990780000.0,50411012000.0
2165.0,52231510000.0,40875450000.0,22797013000.0,65203036000.0,226080770000.0,50635200000.0
2166.0,51628605000.0,40445362000.0,22584068000.0,66131330000.0,228048450000.0,50170393000.0
2167.0,53819875000.0,39900600000.0,22798280000.0,66575830000.0,230747240000.0,50429790000.0
2168.0,55867970000.0,38618067000.0,23875240000.0,67329770000.0,230380450000.0,49611637000.0
2169.0,56514355000.0,38984253000.0,23529472000.0,67781470000.0,231302530000.0,48566660000.0
2170.0,56731240000.0,38117210000.0,24279794000.0,68445962000.0,230395130000.0,48048046000.0
2171.0,57168460000.0,38132700000.0,24137138000.0,69549600000.0,230988250000.0,47617030000.0
2172.0,58141060000.0,38760370000.0,24035287000.0,71669195000.0,233091580000.0,47125123000.0
2173.0,59162230000.0,38696730000.0,24207581000.0,72371270000.0,236984830000.0,46330778000.0
2174.0,59174015000.0,39725777000.0,23905595000.0,71930570000.0,238203780000.0,46498595000.0
2175.0,60384313000.0,39260697000.0,24015170000.0,70796480000.0,239633240000.0,45919138000.0
2176.0,62074925000.0,39406680000.0,24232444000.0,70946210000.0,238734250000.0,45963313000.0
2177.0,61781045000.0,40040403000.0,24260100000.0,72913400000.0,239745650000.0,46109577000.0
2178.0,61735326000.0,39421700000.0,24591813000.0,73278640000.0,250578440000.0,44802710000.0
2179.0,62824157000.0,40114270000.0,24554783000.0,74830880000.0,250154650000.0,44938020000.0
2180.0,63702348000.0,40065960000.0,25052262000.0,74760590000.0,257136410000.0,44874100000.0
2181.0,63529513000.0,40443634000.0,25058770000.0,74706215000.0,260480550000.0,43802366000.0
2182.0,63395422000.0,40536433000.0,25143640000.0,75043380000.0,259278340000.0,44069000000.0
2183.0,64814174000.0,40864930000.0,25209700000.0,77195550000.0,258982640000.0,44639770000.0
2184.0,64631980000.0,40896094000.0,25354265000.0,77298550000.0,259849130000.0,44554030000.0
2185.0,63376146000.0,40773698000.0,25400508000.0,78858340000.0,260991140000.0,44970610000.0
2186.0,62907367000.0,40774435000.0,25994568000.0,78101900000.0,258277280000.0,45370310000.0
2187.0,62391493000.0,40083857000.0,25359403000.0,82528560000.0,258216900000.0,45016146000.0
2188.0,64215302000.0,40285170000.0,25572622000.0,81469490000.0,263984100000.0,45472260000.0
2189.0,65029050000.0,40819896000.0,25596650000.0,82649280000.0,264251130000.0,45983490000.0
2190.0,64900130000.0,40244590000.0,25603994000.0,81576880000.0,269814840000.0,46325015000.0
2191.0,65390346000.0,40291717000.0,25664858000.0,82449150000.0,274390520000.0,46668227000.0
2192.0,66024530000.0,40076350000.0,25691940000.0,83062006000.0,273913360000.0,47970226000.0
2193.0,67328078000.0,40275116000.0,25716476000.0,82918270000.0,282583760000.0,49051242000.0
2194.0,67597190000.0,40403760000.0,26629298000.0,82247230000.0,283909950000.0,49901863000.0
2195.0,66744750000.0,39981793000.0,26479230000.0,84006150000.0,285799840000.0,51172340000.0
2196.0,65403453000.0,40396747000.0,26186965000.0,85056070000.0,284219470000.0,51711865000.0
2197.0,65140994000.0,40054950000.0,25757293000.0,85016470000.0,284292600000.0,50826437000.0
2198.0,64243864000.0,39779870000.0,25678236000.0,85901790000.0,285964600000.0,51282137000.0
2199.0,63289057000.0,40200307000.0,25836063000.0,86604770000.0,283292660000.0,52408770000.0
2200.0,63763444000.0,40232200000.0,25542738000.0,86528050000.0,282282800000.0,52350407000.0
2201.0,62916710000.0,40304718000.0,25209460000.0,88368180000.0,283388580000.0,53692160000.0
2202.0,63348912000.0,40008330000.0,25083144000.0,89458700000.0,290399900000.0,54715000000.0
2203.0,62646760000.0,39834608000.0,25271544000.0,87920370000.0,285695100000.0,55063585000.0
2204.0,62002782000.0,38983627000.0,25035450000.0,88476130000.0,283010760000.0,55219065000.0
2205.0,62967060000.0,39172903000.0,24696123000.0,88100520000.0,282912100000.0,55148405000.0
2206.0,64321593000.0,38961100000.0,24374884000.0,88071040000.0,283134300000.0,55695524000.0
2207.0,62880666000.0,39245513000.0,24353483000.0,87565870000.0,281827180000.0,56411780000.0
2208.0,62791434000.0,39846900000.0,24528310000.0,86987530000.0,281642240000.0,57583813000.0
2209.0,62830445000.0,39461237000.0,24571824000.0,86848160000.0,281856000000.0,58147780000.0
2210.0,63766127000.0,38882357000.0,24689530000.0,86441290000.0,281618060000.0,57776742000.0
2211.0,63448210000.0,38762754000.0,24469846000.0,87230720000.0,278295100000.0,58343710000.0
2212.0,63190960000.0,38817423000.0,24542482000.0,87006314000.0,289509340000.0,58777453000.0
2213.0,62848420000.0,38349230000.0,24284815000.0,87349764000.0,288675230000.0,59270627000.0
2214.0,62466314000.0,38725198000.0,23796390000.0,86280560000.0,288605370000.0,60079825000.0
2215.0,63449833000.0,39015465000.0,23867533000.0,86174390000.0,293053140000.0,59950223000.0
2216.0,62279303000.0,39281422000.0,23923583000.0,85806500000.0,296639330000.0,60248870000.0
2217.0,61839143000.0,39777563000.0,23725347000.0,85438520000.0,302583120000.0,62970474000.0
2218.0,60446190000.0,40336310000.0,23839660000.0,85383940000.0,300544130000.0,64445575000.0
2219.0,60703290000.0,41161224000.0,24065894000.0,85793505000.0,297213200000.0,67051905000.0
2220.0,61268648000.0,41144860000.0,24536895000.0,86506504000.0,303142440000.0,68292137000.0
2221.0,61947572000.0,42073640000.0,24176022000.0,87021280000.0,309498740000.0,70424410000.0
2222.0,61081940000.0,42845454000.0,24069274000.0,87598830000.0,311307670000.0,68217623000.0
2223.0,60360057000.0,43511833000.0,23904963000.0,85760180000.0,315976020000.0,68322880000.0
2224.0,61070160000.0,43985740000.0,23953172000.0,85147340000.0,316375100000.0,68058034000.0
2225.0,60229083000.0,44688232000.0,23842613000.0,85065190000.0,317696380000.0,68769820000.0
2226.0,60084314000.0,45770633000.0,23643494000.0,85868480000.0,324785640000.0,70910575000.0
2227.0,59918893000.0,46006567000.0,23463668000.0,85179130000.0,329750700000.0,70637175000.0
2228.0,61131665000.0,46508216000.0,23175960000.0,86475700000.0,333113200000.0,70835765000.0
2229.0,62569820000.0,47376675000.0,23229002000.0,86486794000.0,332206960000.0,71574860000.0
2230.0,63236680000.0,48071918000.0,23157990000.0,86624020000.0,333819870000.0,70470074000.0
2231.0,63111873000.0,49166880000.0,23399537000.0,86939380000.0,333349450000.0,70885340000.0
2232.0,64118317000.0,49702630000.0,23350843000.0,86298110000.0,336233960000.0,72505540000.0
2233.0,65296280000.0,49855336000.0,23742920000.0,86643876000.0,341218720000.0,74549310000.0
2234.0,66593456000.0,51104952000.0,23736826000.0,87096460000.0,343798550000.0,74077870000.0
2235.0,67461046000.0,52049620000.0,23677563000.0,86787550000.0,339191920000.0,74423030000.0
2236.0,68918020000.0,52243440000.0,23589136000.0,86553485000.0,337050760000.0,74644480000.0
2237.0,69359280000.0,53906403000.0,23553966000.0,87537450000.0,336969330000.0,74401554000.0
2238.0,71145930000.0,54066467000.0,23330450000.0,86844465000.0,340309870000.0,74291100000.0
2239.0,72033690000.0,54940525000.0,23673651000.0,89103024000.0,343322900000.0,72952240000.0
2240.0,70181134000.0,55074636000.0,24121893000.0,88966760000.0,341882140000.0,72819780000.0
2241.0,68087190000.0,55193207000.0,23966798000.0,89107930000.0,348678600000.0,73419380000.0
2242.0,68403237000.0,55166886000.0,23957560000.0,89820180000.0,349296160000.0,73988490000.0
2243.0,69382046000.0,55300440000.0,24010734000.0,90481440000.0,351435550000.0,73603310000.0
2244.0,71132030000.0,56136487000.0,24426314000.0,90660710000.0,346815000000.0,73177735000.0
2245.0,72269850000.0,56671044000.0,24270655000.0,91960660000.0,346698400000.0,73003670000.0
2246.0,71498140000.0,56696123000.0,24546357000.0,91756675000.0,347234100000.0,74982530000.0
2247.0,72825530000.0,56235393000.0,24782178000.0,93483430000.0,347678800000.0,76835100000.0
2248.0,73437260000.0,56384254000.0,25037722000.0,94623020000.0,347515780000.0,76859280000.0
2249.0,72974690000.0,56525484000.0,25032786000.0,94812094000.0,344574300000.0,77296790000.0
2250.0,72469840000.0,59286237000.0,25137052000.0,95232080000.0,344798000000.0,78153040000.0
2251.0,73423110000.0,58031768000.0,25266067000.0,95602200000.0,350131000000.0,79542230000.0
2252.0,73683920000.0,58036020000.0,25131522000.0,96771670000.0,348401170000.0,79283720000.0
2253.0,74687080000.0,58137150000.0,25212830000.0,96996750000.0,358538670000.0,79610840000.0
2254.0,73683850000.0,58171650000.0,24687569000.0,95134390000.0,360117200000.0,80385660000.0
2255.0,72597610000.0,58299257000.0,25037556000.0,94740530000.0,360169670000.0,80683660000.0
2256.0,72159880000.0,57847288000.0,25066183000.0,94989360000.0,359697680000.0,81792950000.0
2257.0,70301565000.0,57969857000.0,25476956000.0,96130850000.0,363169940000.0,81384235000.0
2258.0,69568210000.0,57869603000.0,25377382000.0,95507030000.0,368351840000.0,81803390000.0
2259.0,68970690000.0,57462673000.0,25211326000.0,95101580000.0,379585500000.0,82868360000.0
2260.0,67432240000.0,57160290000.0,24963557000.0,96717550000.0,374436400000.0,83952600000.0
2261.0,66712383000.0,56069400000.0,24312180000.0,97483910000.0,378241580000.0,83750200000.0
2262.0,66676965000.0,55855624000.0,23816485000.0,99671245000.0,380406530000.0,85536960000.0
2263.0,66356077000.0,55586087000.0,23792316000.0,100678240000.0,385259300000.0,87318480000.0
2264.0,66836280000.0,56256070000.0,23987253000.0,99693360000.0,388801170000.0,86338950000.0
2265.0,67666310000.0,56625865000.0,24604064000.0,99300120000.0,386725900000.0,86506380000.0
2266.0,68206182000.0,57023470000.0,24325530000.0,97956405000.0,383608850000.0,86788200000.0
2267.0,67012026000.0,56537780000.0,24182730000.0,97068150000.0,383706920000.0,88833910000.0
2268.0,66776410000.0,56791454000.0,23946553000.0,97522426000.0,381770860000.0,90000860000.0
2269.0,66495746000.0,58120960000.0,23835363000.0,98274700000.0,382668570000.0,89044230000.0
2270.0,66932870000.0,58123310000.0,23615498000.0,97084220000.0,382552800000.0,89078600000.0
2271.0,67864820000.0,57852695000.0,23717712000.0,97081970000.0,381316800000.0,92234090000.0
2272.0,67576074000.0,56766010000.0,23506135000.0,98560920000.0,379877000000.0,91535974000.0
2273.0,67885744000.0,56457986000.0,23586284000.0,97285260000.0,379599300000.0,93148580000.0
2274.0,69516345000.0,56261480000.0,23461333000.0,97038070000.0,384345930000.0,91118810000.0
2275.0,69812940000.0,55499770000.0,23346295000.0,97269660000.0,388678580000.0,91861926000.0
2276.0,69139260000.0,56846490000.0,24166066000.0,98532794000.0,390324260000.0,91645380000.0
2277.0,69352990000.0,56327143000.0,23851635000.0,99162930000.0,395989060000.0,91502790000.0
2278.0,69348385000.0,55988760000.0,23601125000.0,98664915000.0,389185900000.0,90149750000.0
2279.0,69020240000.0,56637383000.0,23946130000.0,99810060000.0,393591700000.0,90658970000.0
2280.0,68754610000.0,56087028000.0,23608920000.0,98745750000.0,396087300000.0,89827500000.0
2281.0,69347525000.0,55846777000.0,23695024000.0,99431480000.0,396859770000.0,89671590000.0
2282.0,69795650000.0,55274890000.0,23277683000.0,98576850000.0,394783720000.0,91219330000.0
2283.0,67398762000.0,55912444000.0,23135746000.0,97587140000.0,391359860000.0,91434656000.0
2284.0,69712480000.0,55378650000.0,22843124000.0,97918000000.0,393925900000.0,91231420000.0
2285.0,68836960000.0,55723390000.0,22886343000.0,97898450000.0,396493850000.0,91482500000.0
2286.0,68088795000.0,55252853000.0,23211158000.0,96398440000.0,398379450000.0,91732530000.0
2287.0,68539190000.0,55061340000.0,23181093000.0,96986130000.0,403216140000.0,90347990000.0
2288.0,69541730000.0,54816640000.0,22932259000.0,98002860000.0,395416800000.0,90496795000.0
2289.0,69224930000.0,54653330000.0,23002657000.0,99562350000.0,397801850000.0,92530720000.0
2290.0,70548400000.0,55270765000.0,23752376000.0,98126406000.0,404846100000.0,90755550000.0
2291.0,70003870000.0,54216980000.0,24010156000.0,98149690000.0,406320120000.0,91035570000.0
2292.0,70439410000.0,53099090000.0,24275114000.0,98435060000.0,404602320000.0,93947990000.0
2293.0,69912650000.0,52739244000.0,23983528000.0,99120290000.0,401859480000.0,92334040000.0
