time,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,ACCESS-CM2,CESM2-WACCM,ACCESS-ESM1-5
2155.0,1207255200.0,44960764.0,39307804.0,42238024.0,94682050.0,121313960.0
2156.0,1155899800.0,44222430.0,39247876.0,42312332.0,91951940.0,116322650.0
2157.0,1147982200.0,43902960.0,38985084.0,42137044.0,88642500.0,109667670.0
2158.0,1133861900.0,43640740.0,38598540.0,41699216.0,85672090.0,104041460.0
2159.0,1110855300.0,42385070.0,38209828.0,41724148.0,82531200.0,103586840.0
2160.0,1113405000.0,42798228.0,38222324.0,41455276.0,84031300.0,97283180.0
2161.0,1114127500.0,42086940.0,37924180.0,41200656.0,84378630.0,94073310.0
2162.0,1076246700.0,41750492.0,37827508.0,41111772.0,79553490.0,88463280.0
2163.0,1036570940.0,41931244.0,37143320.0,41112164.0,77040440.0,87797176.0
2164.0,1045572540.0,41152292.0,37054230.0,40616904.0,75416480.0,85417720.0
2165.0,1020080000.0,40881260.0,36941860.0,40531908.0,74556420.0,84482280.0
2166.0,996242560.0,41242690.0,36669492.0,40485376.0,70917090.0,83804670.0
2167.0,978044000.0,41331730.0,36653416.0,40162372.0,67177496.0,80643400.0
2168.0,962368060.0,41140464.0,36846330.0,39742064.0,66265576.0,78661560.0
2169.0,933057540.0,40837824.0,36145388.0,39802800.0,62457270.0,74770850.0
2170.0,924684000.0,40267230.0,36479310.0,39810108.0,60789920.0,73363544.0
2171.0,905157100.0,40114656.0,36145964.0,39952896.0,59141616.0,72552920.0
2172.0,899404900.0,40026520.0,35986970.0,40109840.0,57825884.0,71042050.0
2173.0,884219300.0,40142976.0,35800776.0,39776840.0,56759510.0,71100536.0
2174.0,874269700.0,39825570.0,35894284.0,39425364.0,54111428.0,68210370.0
2175.0,849281660.0,39901092.0,35783628.0,39644932.0,53185460.0,66139744.0
2176.0,824566000.0,39733716.0,35452068.0,39902884.0,52024970.0,63485880.0
2177.0,804306300.0,39510976.0,35503376.0,39301252.0,51486416.0,61420396.0
2178.0,795459700.0,39653940.0,35117024.0,38923460.0,51551396.0,60287628.0
2179.0,773166340.0,39461390.0,34581840.0,39471700.0,49347652.0,58951230.0
2180.0,754736960.0,39595670.0,34220356.0,39516350.0,48988620.0,57972492.0
2181.0,717363700.0,39483372.0,33944636.0,39341452.0,48628824.0,56794280.0
2182.0,678152800.0,38935308.0,33848372.0,39204356.0,47880388.0,56969580.0
2183.0,645441150.0,38784836.0,33994744.0,39036636.0,47567268.0,55098600.0
2184.0,609841000.0,38899400.0,33866668.0,38498930.0,47000010.0,54764470.0
2185.0,588213800.0,38645480.0,33804804.0,38911870.0,45423576.0,55165160.0
2186.0,570633540.0,38508724.0,33423536.0,38752388.0,45042610.0,54128740.0
2187.0,585134700.0,38664990.0,33245612.0,38944890.0,44651384.0,54692068.0
2188.0,546397400.0,39115104.0,32981250.0,38041050.0,43446080.0,53671404.0
2189.0,537205100.0,38542310.0,33019264.0,37874150.0,41994212.0,53016680.0
2190.0,520893020.0,37868684.0,32871560.0,38383800.0,42351268.0,53069492.0
2191.0,497396740.0,37685570.0,32756890.0,38293170.0,42131070.0,52461360.0
2192.0,482972400.0,37502830.0,32899264.0,38504570.0,41941516.0,51277500.0
2193.0,487645500.0,37501910.0,32412024.0,38335532.0,41404576.0,50852564.0
2194.0,488617630.0,37397856.0,32294582.0,38470644.0,41061260.0,50426180.0
2195.0,478808830.0,37417108.0,32049744.0,38341500.0,40529030.0,49913096.0
2196.0,478249760.0,37007540.0,32214488.0,38449960.0,40619812.0,48840892.0
2197.0,476394200.0,37291240.0,32157040.0,38676170.0,40864424.0,49124390.0
2198.0,482063300.0,36928696.0,32227116.0,38334124.0,40624844.0,48977852.0
2199.0,466644500.0,36831900.0,32022186.0,38418412.0,40454544.0,48309736.0
2200.0,460878370.0,36524492.0,32037314.0,38578668.0,40578556.0,47917292.0
2201.0,445672600.0,36767924.0,31897834.0,39001436.0,40601028.0,47437884.0
2202.0,451138020.0,36813220.0,31907760.0,38624264.0,40506444.0,46980050.0
2203.0,431346020.0,37191840.0,31760920.0,38385436.0,40553420.0,47316070.0
2204.0,428906020.0,36871116.0,31474190.0,38127960.0,40519856.0,46758424.0
2205.0,441100770.0,36971684.0,31401260.0,38120020.0,40009416.0,46567680.0
2206.0,431067460.0,37038216.0,31011914.0,37711012.0,40134280.0,46592230.0
2207.0,428980770.0,37055784.0,31001332.0,37990260.0,40556120.0,45743970.0
2208.0,420631780.0,36789020.0,30635334.0,37836536.0,39984684.0,46392220.0
2209.0,424516640.0,37167664.0,30545222.0,37640668.0,40235390.0,45905750.0
2210.0,420547870.0,36440684.0,30008356.0,37535384.0,40226216.0,45735010.0
2211.0,415501570.0,36196296.0,29979256.0,37273884.0,39995524.0,46105136.0
2212.0,406208030.0,35910496.0,30021878.0,37584170.0,40102684.0,46455044.0
2213.0,399324450.0,35622236.0,30208670.0,37136340.0,39772716.0,45646484.0
2214.0,387039200.0,35591800.0,30309260.0,37068836.0,39546210.0,45184564.0
2215.0,384001400.0,35671148.0,30203226.0,37268204.0,39668476.0,45626268.0
2216.0,388302820.0,35806204.0,30135422.0,37339400.0,39789050.0,45014600.0
2217.0,388321540.0,35552590.0,30222676.0,37309644.0,39291628.0,45553468.0
2218.0,391142340.0,35339670.0,30061482.0,36743628.0,39448676.0,45095892.0
2219.0,386998900.0,35495924.0,29776374.0,36978124.0,39868180.0,45102280.0
2220.0,382559360.0,35217340.0,29896652.0,37235344.0,39644256.0,45020016.0
2221.0,380510050.0,34994670.0,29772994.0,37035708.0,39444840.0,44601076.0
2222.0,379942270.0,34620416.0,30078038.0,37527780.0,38762256.0,45498124.0
2223.0,379401340.0,34389492.0,30090244.0,37198540.0,38776972.0,45247104.0
2224.0,382224740.0,35118170.0,30077074.0,37237296.0,39058056.0,44756940.0
2225.0,369380700.0,34834340.0,29385234.0,37122900.0,38923236.0,44505380.0
2226.0,369271940.0,35122660.0,29409042.0,37124336.0,38819040.0,44641050.0
2227.0,359513470.0,34913170.0,29469648.0,37050740.0,38849320.0,44564190.0
2228.0,354798940.0,34732348.0,29172996.0,37171372.0,39060350.0,44362256.0
2229.0,353304320.0,35010260.0,29310262.0,37141624.0,38654640.0,44106970.0
2230.0,350465120.0,34579404.0,29346984.0,36797610.0,38157444.0,43687892.0
2231.0,349010500.0,34856464.0,29469224.0,36755140.0,38144630.0,43861064.0
2232.0,335809760.0,34331790.0,29455870.0,36849636.0,38572236.0,44047676.0
2233.0,336261300.0,34282120.0,29539708.0,36518370.0,38337550.0,44221148.0
2234.0,332308060.0,34311344.0,29360990.0,36384160.0,38293200.0,44314520.0
2235.0,324294200.0,34137900.0,29304484.0,35783948.0,37874428.0,44350668.0
2236.0,327461540.0,34083096.0,29319424.0,35986490.0,38051640.0,44019040.0
2237.0,319583870.0,34554560.0,29055458.0,35254496.0,38691404.0,44382620.0
2238.0,309737730.0,34011612.0,29017610.0,35236736.0,38181496.0,44063508.0
2239.0,308377440.0,33956844.0,29176288.0,35627370.0,38307524.0,44402530.0
2240.0,306882080.0,33992348.0,28995124.0,36036836.0,38211860.0,44269156.0
2241.0,298024000.0,34118228.0,28942232.0,35980570.0,38317480.0,44299596.0
2242.0,291178940.0,33870084.0,28972052.0,35773416.0,38614356.0,44256030.0
2243.0,280145200.0,33581780.0,28877338.0,35423452.0,38846412.0,44073450.0
2244.0,284991230.0,33914844.0,28854502.0,35592776.0,38804184.0,44210570.0
2245.0,292969340.0,34099228.0,28954104.0,35225004.0,38472470.0,44173960.0
2246.0,289014400.0,33499366.0,28689968.0,35439810.0,38594350.0,44083270.0
2247.0,294196260.0,33420448.0,28753980.0,35386252.0,38216656.0,44341484.0
2248.0,292010180.0,33307992.0,28703692.0,35450510.0,38247452.0,44275370.0
2249.0,286762800.0,33928076.0,28899336.0,35073200.0,38272320.0,44227844.0
2250.0,290819740.0,33898316.0,28968868.0,35048416.0,38174428.0,43561310.0
2251.0,285056220.0,33997572.0,28838276.0,34985988.0,38225324.0,43605856.0
2252.0,278618180.0,33969570.0,28786270.0,35066332.0,38041784.0,43874870.0
2253.0,276951680.0,34003028.0,28665008.0,35444104.0,37845464.0,43576508.0
2254.0,271377150.0,33507158.0,28280174.0,35369948.0,38365052.0,43561936.0
2255.0,272970100.0,33659480.0,28042936.0,35314980.0,38335496.0,43486172.0
2256.0,269671580.0,33400764.0,28172344.0,35600776.0,38481860.0,42964150.0
2257.0,267565200.0,33644492.0,28034464.0,35933612.0,38645630.0,43535624.0
2258.0,267415140.0,33443234.0,28055304.0,35951640.0,38465424.0,43716650.0
2259.0,273764100.0,33448738.0,28047980.0,35603564.0,38597880.0,43787228.0
2260.0,279313900.0,33525150.0,27776742.0,36106496.0,38334612.0,43692720.0
2261.0,283979680.0,33376024.0,27731742.0,35929556.0,38185810.0,43679510.0
2262.0,286703500.0,33098298.0,27379246.0,35571676.0,38438916.0,43589836.0
2263.0,283805660.0,33587092.0,27341276.0,35471844.0,38313180.0,43542576.0
2264.0,285453760.0,33380868.0,27403540.0,34921180.0,38585852.0,43490636.0
2265.0,289017760.0,33543166.0,27033352.0,34655700.0,38565424.0,43574560.0
2266.0,298380260.0,33421136.0,27356390.0,34801124.0,38628664.0,43254660.0
2267.0,303807600.0,33250156.0,27390694.0,34676910.0,38850868.0,43005376.0
2268.0,304753380.0,33465112.0,27277514.0,34817844.0,38492836.0,42737624.0
2269.0,300144000.0,32782348.0,27093298.0,34307544.0,38493024.0,43086972.0
2270.0,307995330.0,32938356.0,26960214.0,34376344.0,39042396.0,43030840.0
2271.0,307478500.0,32748042.0,27148858.0,34584100.0,38911530.0,42995020.0
2272.0,304300800.0,32746650.0,27120034.0,34709616.0,38461412.0,43141100.0
2273.0,306200600.0,32836496.0,27170348.0,34475644.0,38143980.0,43146090.0
2274.0,303403330.0,32925536.0,27046836.0,34669316.0,38285604.0,43286630.0
2275.0,297799460.0,32749056.0,26863204.0,34988860.0,38332710.0,42611360.0
2276.0,292979500.0,32880592.0,26735230.0,35019150.0,38195468.0,42610388.0
2277.0,296236670.0,33735930.0,26989698.0,35084828.0,38223480.0,43325108.0
2278.0,292944800.0,33141386.0,27058428.0,34623828.0,38934430.0,43030610.0
2279.0,285486560.0,33204184.0,27082424.0,34501620.0,38782556.0,43352690.0
2280.0,289316930.0,32994420.0,27176860.0,35068810.0,38681064.0,42772690.0
2281.0,288290500.0,33352450.0,27195550.0,35034164.0,38455100.0,43535732.0
2282.0,287124800.0,33148494.0,27288232.0,35323190.0,38338784.0,43567188.0
2283.0,286765120.0,32823314.0,26859970.0,35272308.0,38111960.0,43232676.0
2284.0,288080670.0,32726428.0,27010200.0,35000310.0,38302096.0,43539060.0
2285.0,289922140.0,33232402.0,26976008.0,35038780.0,38162890.0,43117196.0
2286.0,290305100.0,33212522.0,26810140.0,35100028.0,38218508.0,42757416.0
2287.0,284677950.0,32977224.0,27088464.0,35215916.0,38058210.0,42687440.0
2288.0,277896300.0,32654666.0,27028208.0,34967468.0,37626024.0,42718932.0
2289.0,274789300.0,32519616.0,26743270.0,35084490.0,37896772.0,42778476.0
2290.0,266724030.0,32859506.0,26901232.0,35156130.0,38316292.0,42720336.0
2291.0,266404020.0,33076322.0,26638880.0,35297804.0,38001340.0,42503120.0
2292.0,267078100.0,32958046.0,26470724.0,35629116.0,37934920.0,42732896.0
2293.0,266282510.0,32956992.0,26325934.0,35504420.0,38190572.0,42950092.0
2294.0,266095500.0,33102666.0,25998218.0,35424464.0,37947210.0,42726256.0
2295.0,268227070.0,33120838.0,26111444.0,35647920.0,38193660.0,43269180.0
2296.0,271699140.0,33128194.0,26116084.0,35502836.0,38112304.0,42955940.0
2297.0,261615790.0,33038876.0,26273846.0,35331384.0,37764990.0,42902360.0
2298.0,270326080.0,32673336.0,26118450.0,35361624.0,38234420.0,42868624.0
2299.0,273085250.0,32539994.0,26307062.0,35412540.0,37484000.0,42451970.0
2300.0,263119070.0,32675816.0,26298042.0,35533908.0,37468224.0,42369348.0
