time,GFDL-ESM2G,IPSL-CM5A-LR,CESM1-CAM5,GISS-E2-R,CCSM4,NORESM1-M,GFDL-CM3,CSIRO-MK3-6-0
2029.0,12817524000.0,12975143000.0,12839010000.0,12935758000.0,13202458000.0,12813297000.0,12377582000.0,12849588000.0
2030.0,12729168000.0,12834707000.0,12637199000.0,12810446000.0,13008713000.0,12638475000.0,12084927000.0,12779166000.0
2031.0,12367405000.0,12694368000.0,12654942000.0,12713410000.0,12865510000.0,12482556000.0,11856389000.0,12587699000.0
2032.0,12087020000.0,12536622000.0,12324940000.0,12637025000.0,12664388000.0,12330462000.0,11680446000.0,12438797000.0
2033.0,11949529000.0,12365301000.0,12226291000.0,12638610000.0,12498487000.0,12254735000.0,11444008000.0,12312449000.0
2034.0,11862410000.0,12197904000.0,11984207000.0,12484600000.0,12327131000.0,12158091000.0,11197456000.0,12962826000.0
2035.0,11660606000.0,12076179000.0,11805502000.0,12273867000.0,12233480000.0,12030273000.0,11025492000.0,12566868000.0
2036.0,11471167000.0,11881486000.0,11586843000.0,12137942000.0,12010163000.0,11876563000.0,10719363000.0,12298527000.0
2037.0,11382686000.0,11791646000.0,11370644000.0,12128544000.0,11892784000.0,11667743000.0,10560774000.0,12136522000.0
2038.0,11145482000.0,11606029000.0,11136999000.0,12043482000.0,11716790000.0,11528330000.0,10198448000.0,11791030000.0
2039.0,10871925000.0,11428247000.0,10955503000.0,12031569000.0,11505730000.0,11469325000.0,9956870000.0,11539518000.0
2040.0,10719948000.0,11216234000.0,10742238000.0,11771165000.0,11266861000.0,11444053000.0,9509117000.0,11543848000.0
2041.0,10453197000.0,11044174000.0,10494691000.0,11653271000.0,11069107000.0,11171508000.0,9207459000.0,11318415000.0
2042.0,10176472000.0,10794579000.0,10256536000.0,11523107000.0,10830302000.0,10978101000.0,8955049000.0,11198205000.0
2043.0,9944986000.0,10687333000.0,10326276000.0,11334457000.0,10695856000.0,10745598000.0,8619097000.0,10995107000.0
2044.0,9611253000.0,10426244000.0,9993600000.0,11144988000.0,10495629000.0,10544090000.0,8428383700.0,10837721000.0
2045.0,9538102000.0,10190983000.0,9679282000.0,11344575000.0,10313305000.0,10382302000.0,8095100000.0,10650774000.0
2046.0,9291969000.0,9875550000.0,9392626000.0,10944534000.0,10124478000.0,10471545000.0,7874965000.0,10479321000.0
2047.0,9053917000.0,9600098000.0,9218669000.0,10861695000.0,9891687000.0,10163370000.0,7519141000.0,10289335000.0
2048.0,8887623000.0,9383869000.0,8980395000.0,10676266000.0,9608529000.0,10003506000.0,7298837000.0,10171448000.0
2049.0,8669118000.0,9156643000.0,8734015000.0,10521750000.0,9424341000.0,9778238000.0,6998254600.0,9948439000.0
2050.0,8498803700.0,8742559000.0,8513329000.0,10368590000.0,9276360000.0,9549011000.0,6695196000.0,9685650000.0
2051.0,8335136000.0,8528717000.0,8216949000.0,10285243000.0,9097445000.0,9397334000.0,6517033000.0,9439334000.0
2052.0,8081715000.0,8185843700.0,7948432400.0,10185846000.0,8783558000.0,9240352000.0,6302150000.0,9214448000.0
2053.0,8025324500.0,8068311000.0,7815713000.0,10007676000.0,8619076000.0,9016062000.0,5985081000.0,9111023000.0
2054.0,7899521500.0,7751209500.0,7608277500.0,9838878000.0,8410390500.0,8897161000.0,5708653000.0,9027758000.0
2055.0,7747152000.0,7486200300.0,7438470000.0,9644708000.0,8238586400.0,8733579000.0,5532185000.0,8851074000.0
2056.0,7582910500.0,7275861500.0,7170681000.0,9508369000.0,8080634000.0,8519016400.0,5370990600.0,8681952000.0
2057.0,7462308400.0,7111416300.0,6915393500.0,9483423000.0,7984288300.0,8366130700.0,5204725000.0,8495931000.0
2058.0,7295734000.0,7068885000.0,6585803300.0,9342461000.0,7758942700.0,8223910000.0,5098479600.0,8358583300.0
2059.0,7167416000.0,6630142500.0,6368434000.0,9059049000.0,7578052600.0,8003249000.0,4904224000.0,8195987000.0
2060.0,7086950000.0,6447224000.0,6281323500.0,8938117000.0,7407833600.0,7857801700.0,4732288000.0,7972849000.0
2061.0,7466236400.0,6313453000.0,6090935300.0,8810351000.0,7271325700.0,7685195000.0,4550199000.0,7783750000.0
2062.0,6919000000.0,6113458700.0,5907843000.0,8674851000.0,7075173400.0,7366652000.0,4417825300.0,7679336000.0
2063.0,6814840300.0,5900477400.0,5720629000.0,8408529000.0,7043394000.0,7380123600.0,4283595500.0,7915265000.0
2064.0,6672645000.0,5707192000.0,5403358700.0,8250332000.0,6775180300.0,7179220000.0,4149141500.0,7630537000.0
2065.0,6657013000.0,5542056400.0,5138130000.0,8126777000.0,6602074600.0,6923302400.0,3946179600.0,7504818000.0
2066.0,6427187700.0,5517430300.0,4927928000.0,7954142000.0,6497296400.0,6644831000.0,3888394200.0,7189636600.0
2067.0,6454260000.0,5281644000.0,4688212000.0,7830315000.0,6383097000.0,6354416000.0,3705030100.0,7084113000.0
2068.0,6214393000.0,5117778000.0,4486569000.0,7607541000.0,6184027000.0,6140299000.0,3574913500.0,6875470300.0
2069.0,6160109600.0,4988514300.0,4255285000.0,7481552400.0,6016558600.0,5971656000.0,3415263700.0,6628470000.0
2070.0,5989558000.0,4875359000.0,4073139700.0,7309096400.0,5868972000.0,5802746400.0,3299239400.0,6518431000.0
2071.0,5934821400.0,4686516700.0,3831408400.0,7166521000.0,5751558700.0,5577362000.0,3163401500.0,6324924000.0
2072.0,5838253600.0,4579276300.0,3745735200.0,7056317000.0,5589026300.0,5426187300.0,3055018200.0,6157606400.0
2073.0,5720841700.0,4442240000.0,3463592700.0,7078189600.0,5420526600.0,5138596000.0,2924097800.0,5917112000.0
2074.0,5658476000.0,4308864500.0,3303660000.0,6830797000.0,5209947600.0,4944831500.0,2802468900.0,5766029300.0
2075.0,5500477000.0,4232375600.0,3145344500.0,6729257500.0,5036538400.0,4862647300.0,2668562400.0,5652466000.0
2076.0,5442769400.0,4117829400.0,2977718500.0,6670743000.0,4944085500.0,4559350300.0,2755223800.0,5493890000.0
2077.0,5368078300.0,4015931600.0,2834590000.0,6497631700.0,4811413500.0,4380349400.0,2491676200.0,5273338400.0
2078.0,5252370400.0,3880791300.0,2654291200.0,6362835500.0,4783687000.0,4228716500.0,2388631600.0,5076519000.0
2079.0,5177261600.0,3748914200.0,2485459500.0,6190063600.0,4618049000.0,4183329500.0,2290439200.0,4886845000.0
2080.0,5078021600.0,3646435600.0,2340791300.0,6614871000.0,4628926000.0,4007360300.0,2172029200.0,4714804700.0
2081.0,4972923400.0,3541466000.0,2181353700.0,6266255000.0,4539630000.0,3916306200.0,2114129000.0,4570033000.0
2082.0,4886483500.0,3412363500.0,1959435500.0,6043629000.0,4355806000.0,3757579000.0,2051208800.0,4477703700.0
2083.0,4805990000.0,3290748000.0,1800295600.0,5932587000.0,4239453400.0,3637455600.0,1916283000.0,4327206400.0
2084.0,4792408000.0,3303805000.0,1708709200.0,5787979300.0,4103468800.0,3549613600.0,1807543600.0,4174964200.0
2085.0,4666420000.0,3156716000.0,1631619200.0,5749936000.0,3992508200.0,3357923300.0,1624067800.0,4031657000.0
2086.0,4583489500.0,3039167500.0,1524636900.0,5599124000.0,3859695000.0,3220269000.0,1504363900.0,3865824300.0
2087.0,4469171000.0,2913482500.0,1378361000.0,5496707000.0,3722699300.0,3090686200.0,1441829000.0,3750826500.0
2088.0,4371824000.0,2788966100.0,1291938600.0,5433524700.0,3614316800.0,2951661000.0,1385344600.0,3616126700.0
2089.0,4283399000.0,2653880300.0,1199149400.0,5441004500.0,3466226400.0,2841242400.0,1321092900.0,3470509000.0
2090.0,4144949000.0,2543921400.0,1097751200.0,5313515500.0,3321366300.0,2670739200.0,1241516300.0,3336863200.0
2091.0,4176925000.0,2361498400.0,991231800.0,5463348000.0,3239202300.0,2541879600.0,1175196900.0,3160294400.0
2092.0,3983905000.0,2194519300.0,913149440.0,5129255400.0,3141449200.0,2448672000.0,1060229800.0,3043551500.0
2093.0,3851943000.0,2078830000.0,836895700.0,5105902000.0,3028547300.0,2313894100.0,981546750.0,2946938600.0
2094.0,3821506600.0,1961183500.0,776179700.0,4984279000.0,2929729300.0,2224336100.0,928787460.0,2784098600.0
2095.0,3653425700.0,1861989200.0,710815400.0,5268845000.0,2846855200.0,2126525700.0,881179840.0,2665200400.0
2096.0,3487956200.0,1750135700.0,705838800.0,4972639000.0,2709845200.0,2068048500.0,811724160.0,2584431000.0
2097.0,3316692500.0,1638063600.0,642167800.0,4868780500.0,2594418200.0,1939734500.0,779186750.0,2478388500.0
2098.0,3263921400.0,1588271000.0,593533900.0,4890186000.0,2630395400.0,1844514800.0,744496400.0,2288698400.0
2099.0,3152479700.0,1492299900.0,573720800.0,4769690000.0,2433235700.0,1704716800.0,713191600.0,2175657700.0
2100.0,3027375900.0,1419101000.0,555458400.0,5150513000.0,2407453700.0,1565791400.0,679724860.0,2028854800.0
