time,CCSM4,GFDL-CM3,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M,IPSL-CM5A-LR
2045.0,42659970000.0,33632332000.0,43458224000.0,42566540000.0,42960765000.0,43979256000.0,42279350000.0,41436893000.0
2046.0,42374500000.0,32784673000.0,43052065000.0,42414735000.0,42659740000.0,43872715000.0,41964140000.0,41009635000.0
2047.0,42100570000.0,32048378000.0,42667037000.0,41913037000.0,42360766000.0,44387460000.0,41574044000.0,40472986000.0
2048.0,41758523000.0,31224621000.0,42424800000.0,41753977000.0,42178724000.0,43771134000.0,41332703000.0,39935082000.0
2049.0,41425950000.0,30355403000.0,42114974000.0,41335235000.0,41802660000.0,43952005000.0,40990147000.0,39205126000.0
2050.0,40956750000.0,29603789000.0,41759500000.0,40895275000.0,41857230000.0,43289950000.0,40729410000.0,38676136000.0
2051.0,40611394000.0,28828148000.0,41357040000.0,40504156000.0,41269770000.0,44483277000.0,40257204000.0,38227690000.0
2052.0,40363225000.0,27948503000.0,41253310000.0,40371753000.0,40792314000.0,43681714000.0,39805125000.0,37766205000.0
2053.0,40041255000.0,27212569000.0,40887017000.0,39940520000.0,40346120000.0,42721700000.0,39526126000.0,37200855000.0
2054.0,39533617000.0,26417359000.0,40559313000.0,39559400000.0,39908086000.0,42297283000.0,39127110000.0,36610916000.0
2055.0,39133856000.0,25520667000.0,40225382000.0,39557070000.0,39471505000.0,41730404000.0,38715110000.0,35977535000.0
2056.0,38849450000.0,24668731000.0,39873724000.0,39888370000.0,39103050000.0,41658995000.0,38238150000.0,35414150000.0
2057.0,38418840000.0,23863968000.0,39418774000.0,38910490000.0,38557438000.0,41186267000.0,37842272000.0,34895780000.0
2058.0,37977180000.0,23077818000.0,39119960000.0,38435690000.0,38148020000.0,40614060000.0,37394088000.0,34320777000.0
2059.0,37568200000.0,22353471000.0,38936383000.0,39083470000.0,37880260000.0,40247615000.0,37116592000.0,33879190000.0
2060.0,37097700000.0,21692008000.0,38542262000.0,38428983000.0,37286380000.0,39671650000.0,36685304000.0,33510558000.0
2061.0,36803190000.0,20904972000.0,38215850000.0,37599633000.0,36720693000.0,39096627000.0,36418183000.0,32916750000.0
2062.0,36342972000.0,20261288000.0,37871534000.0,37080375000.0,36181030000.0,38768845000.0,36141974000.0,32522136000.0
2063.0,35967110000.0,19536697000.0,37518050000.0,36767506000.0,35667500000.0,38284480000.0,35592606000.0,31946078000.0
2064.0,35584090000.0,18847123000.0,37152305000.0,36443615000.0,35109577000.0,37929476000.0,35210230000.0,31454861000.0
2065.0,35158622000.0,18245462000.0,36812616000.0,36053330000.0,34646577000.0,37791228000.0,34842700000.0,30952356000.0
2066.0,34738905000.0,17737218000.0,36573245000.0,35590287000.0,34246621000.0,37118400000.0,34473070000.0,30436028000.0
2067.0,34244039000.0,17168910000.0,36306800000.0,35182772000.0,33977577000.0,36478320000.0,33907515000.0,29912668000.0
2068.0,33724360000.0,16670593000.0,35929653000.0,34773594000.0,33095002000.0,36055446000.0,33604088000.0,29406626000.0
2069.0,33212110000.0,16143150000.0,35664520000.0,34313929000.0,32751180000.0,35523293000.0,33030280000.0,28916013000.0
2070.0,32756371000.0,15518736000.0,35289080000.0,33850792000.0,32061006000.0,34891020000.0,32593498000.0,28391494000.0
2071.0,32333660000.0,15056138000.0,35030190000.0,33452001000.0,31289135000.0,34450805000.0,32102576000.0,27979151000.0
2072.0,31810564000.0,14497258000.0,34720338000.0,33033578000.0,30864630000.0,33942573000.0,31556899000.0,27477527000.0
2073.0,31261706000.0,14056838000.0,34477285000.0,32693030000.0,30626030000.0,33453520000.0,31067863000.0,27025280000.0
2074.0,30802130000.0,13619566000.0,34124710000.0,32263090000.0,29927424000.0,33311015000.0,30641795000.0,26581990000.0
2075.0,30283977000.0,13214769000.0,33872798000.0,31739013000.0,29320100000.0,32683727000.0,30067696000.0,26082320000.0
2076.0,29718974000.0,12756710000.0,33455540000.0,31149126000.0,28741513000.0,32280072000.0,29351514000.0,25497289000.0
2077.0,29299956000.0,12324585000.0,33108349000.0,30605707000.0,28257090000.0,31760750000.0,28959664000.0,25113903000.0
2078.0,28882514000.0,12018845000.0,32789666000.0,30199446000.0,27634807000.0,31400290000.0,28567964000.0,24571066000.0
2079.0,28444480000.0,11695316000.0,32564328000.0,29780072000.0,27110457000.0,30824518000.0,28130912000.0,24065538000.0
2080.0,28026407000.0,11368987000.0,32137906000.0,29084720000.0,26763018000.0,30259098000.0,27669162000.0,23553792000.0
2081.0,27497470000.0,11018757000.0,31772160000.0,28433920000.0,26078247000.0,29822806000.0,27184488000.0,23072635000.0
2082.0,26931104000.0,10712888000.0,31387589000.0,27843324000.0,25528734000.0,29363395000.0,26781550000.0,22647982000.0
2083.0,26493727000.0,10334771000.0,31028340000.0,27656960000.0,25056735000.0,28863980000.0,26403412000.0,22213210000.0
2084.0,26036160000.0,10092473000.0,30631856000.0,26942861000.0,24758960000.0,28410472000.0,25993456000.0,21727074000.0
2085.0,25510244000.0,9790284000.0,30182090000.0,26309972000.0,24263200000.0,28010306000.0,25600390000.0,21351380000.0
2086.0,25135827000.0,9473936000.0,29752660000.0,25731320000.0,23803705000.0,27646919000.0,25154148000.0,20890663000.0
2087.0,24779495000.0,9216808000.0,29443838000.0,25270532000.0,23508680000.0,27313697000.0,24627250000.0,20503237000.0
2088.0,24316025000.0,8999194000.0,29100214000.0,24775020000.0,22998542000.0,26948086000.0,24160414000.0,20126947000.0
2089.0,24600164000.0,8727709000.0,28803908000.0,24213715000.0,22545302000.0,26504036000.0,23815784000.0,19732322000.0
2090.0,23589261000.0,8482069000.0,28375540000.0,23602360000.0,22072805000.0,26121804000.0,23360156000.0,19238666000.0
2091.0,23098560000.0,8204601000.0,28038238000.0,23236452000.0,21596109000.0,25620578000.0,22911830000.0,18828820000.0
2092.0,22687140000.0,8010316000.0,27616430000.0,22727285000.0,21181215000.0,25678596000.0,22532028000.0,18374216000.0
2093.0,22353920000.0,7765428700.0,27279184000.0,22216330000.0,20797737000.0,25211430000.0,22187299000.0,17859408000.0
2094.0,22003073000.0,7548215300.0,27102054000.0,21802730000.0,20513001000.0,24493502000.0,21844312000.0,17469290000.0
2095.0,21621494000.0,7321326000.0,26718500000.0,21389302000.0,20037690000.0,25599580000.0,21346542000.0,17060154000.0
2096.0,21276547000.0,7148686300.0,26448736000.0,20725486000.0,19638835000.0,26054609000.0,20956540000.0,16671156000.0
2097.0,20962930000.0,6993601000.0,26117900000.0,20136468000.0,19285225000.0,25175840000.0,20561476000.0,16335220000.0
2098.0,20606140000.0,6852484600.0,25717170000.0,19632366000.0,18909387000.0,24366811000.0,20122915000.0,16045428000.0
2099.0,20329253000.0,6675572700.0,25348667000.0,19364286000.0,18611650000.0,23751070000.0,19728695000.0,15687715000.0
2100.0,20098245000.0,6518350300.0,25020449000.0,18905969000.0,18208029000.0,23384990000.0,19345994000.0,15363697000.0
